"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","i32","i32","i32","bool","i32","[rid]","row","rid","bool","[rid]","[rid]","i32","i32","bool","rid","rid","bool","rid"
3082,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionMiseryCharacterEffect",40,2,2,"Misery Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,752641,0,0,0,"",1784782689,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3083,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMiseryPortalEffect",40,2,2,"Misery Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,752897,0,0,0,"",1839263753,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3084,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMiseryFootprintsEffect",40,2,2,"Misery Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,753153,0,0,0,"",-661442958,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3085,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionMiseryAuraEffect",40,2,2,"Misery Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,753409,0,0,0,"",-806844049,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3086,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionMiseryShieldChargeEffect",40,2,2,"Misery Shield Charge Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,753665,0,0,0,"",1900176607,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3087,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDespairHelmetAttachment",40,2,2,"Despair Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,753921,0,0,0,"",-1659514628,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3088,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDespairHelmet",40,2,2,"Despair Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,754177,0,0,0,"",-1919274400,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3089,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDespairBoots",40,2,2,"Despair Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,754433,0,0,0,"",-767120330,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3090,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDespairGloves",40,2,2,"Despair Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,754689,0,0,0,"",-557949269,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3091,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDespairBodyArmour",40,2,2,"Despair Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,754945,0,0,0,"",-1710077607,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3092,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDespairCloak",40,2,2,"Despair Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,755201,0,0,0,"",-881287370,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3093,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDespairWings",40,2,2,"Despair Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,755457,0,0,0,"",-1809260536,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3094,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDespairHeraldEffect",40,2,2,"Despair Herald Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,755713,0,0,0,"",1423226584,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3095,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDespairPortalEffect",40,2,2,"Despair Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,755969,0,0,0,"",2086668481,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3096,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDespairFootprintsEffect",40,2,2,"Despair Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,756225,0,0,0,"",346170636,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3097,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionScythe",40,2,2,"Banebrand Scythe","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,756481,0,0,0,"",-846019931,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3098,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialGroundSlamEffect",40,2,2,"Celestial Ground Slam Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,756737,0,0,0,"",-1496102003,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3099,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrostVikingHelmetAttachment",40,2,2,"Frost Viking Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,756993,0,0,0,"",1330630462,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3100,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrostVikingAlternateHelmet",40,2,2,"Frost Viking Alternate Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,757249,0,0,0,"",45316955,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3101,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrostVikingHelmet",40,2,2,"Frost Viking Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,757505,0,0,0,"",-1492526402,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3102,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrostVikingBoots",40,2,2,"Frost Viking Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,757761,0,0,0,"",-217380157,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3103,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrostVikingGloves",40,2,2,"Frost Viking Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,758017,0,0,0,"",1210217473,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3104,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrostVikingBodyArmour",40,2,2,"Frost Viking Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,758273,0,0,0,"",181219190,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3105,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrostVikingCloak",40,2,2,"Frost Viking Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,758785,0,0,0,"",746949993,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3106,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrostVikingBackAttachment",40,2,2,"Frost Viking Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,758529,0,0,0,"",-150719453,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3107,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrostVikingWeapon",40,2,2,"Frost Viking Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,759041,0,0,0,"",-1388102092,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3108,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionFrostVikingAuraEffect",40,2,2,"Frost Viking Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,759297,0,0,0,"",1043247798,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3109,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrostVikingPortalEffect",40,2,2,"Frost Viking Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,759553,0,0,0,"",-735960431,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3110,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialToxicRainEffect",40,2,2,"Celestial Toxic Rain Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,759809,0,0,0,"",993010580,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3111,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialFirestormEffect",40,2,2,"Celestial Firestorm Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,760065,0,0,0,"",-1014198317,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3112,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRaptureHelmetAttachment",40,2,2,"Rapture Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,760321,0,0,0,"",1715336965,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3113,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRaptureHelmet",40,2,2,"Rapture Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,760577,0,0,0,"",1322370289,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3114,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRaptureBoots",40,2,2,"Rapture Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,760833,0,0,0,"",-246728306,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3115,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRaptureGloves",40,2,2,"Rapture Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,761089,0,0,0,"",-1209646852,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3116,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRaptureBodyArmour",40,2,2,"Rapture Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,761345,0,0,0,"",1917292948,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3117,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRaptureWings",40,2,2,"Rapture Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,761601,0,0,0,"",419442247,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3118,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRaptureWeapon",40,2,2,"Rapture Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,761857,0,0,0,"",470229412,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3119,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRapturePortalEffect",40,2,2,"Rapture Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,762113,0,0,0,"",-1497100687,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3120,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTranscendenceShield",40,2,2,"Transcendence Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,762369,0,0,0,"",1704296667,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3121,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGryffonWings",40,2,2,"Gryffon Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,762625,0,0,0,"",-1805181045,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3122,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkprismShield",40,2,2,"Darkprism Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,762881,0,0,0,"",-66681913,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3123,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStygianHood",40,2,2,"Stygian Hood","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,763137,0,0,0,"",-77297120,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3124,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionReaperPortalEffect",40,2,2,"Reaper Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,763393,0,0,0,"",243417683,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3125,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDoomGauntletShield",40,2,2,"Doom Gauntlet Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,763649,0,0,0,"",189971382,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3126,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGlimmerspriteWings",40,2,2,"Glimmersprite Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,763905,0,0,0,"",-1974934778,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3127,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionVerdantEarthshatterEffect",40,2,2,"Verdant Earthshatter Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,764161,0,0,0,"",-856994818,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3128,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSphinxWings",40,2,2,"Sphinx Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,764417,0,0,0,"",-1401388835,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3129,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVerdantCloak",40,2,2,"Verdant Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,764673,0,0,0,"",112473076,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3130,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChieftainApparitionPortalEffect",40,2,2,"Chieftain Apparition Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,764929,0,0,0,"",689170695,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3131,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStygianFireballEffect",40,2,2,"Stygian Fireball Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,765185,0,0,0,"",1498276188,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3132,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionTwistedSkullTotemSkin",40,2,2,"Twisted Skull Totem Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,765441,0,0,0,"",18694963,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3133,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStygianConsecratedPathEffect",40,2,2,"Stygian Consecrated Path Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,765697,0,0,0,"",2028353604,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3134,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStygianFistofWarEffect",40,2,2,"Stygian Fist of War Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,765953,0,0,0,"",-5359547,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3135,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionValkyrieSmiteEffect",40,2,2,"Valkyrie Smite Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,766209,0,0,0,"",-1843423319,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3136,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMavenPortalEffect",40,2,2,"Maven Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,745217,0,0,0,"",-558481190,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3137,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionUltimatumHelmet",40,2,2,"Ultimatum Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,766465,0,0,0,"",-847365208,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3138,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionUltimatumPortalEffect",40,2,2,"Ultimatum Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,766721,0,0,0,"",-591202896,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3139,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerHood",40,2,2,"Lightbringer Hood","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,766977,0,0,0,"",-1277657708,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3140,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerHelmet",40,2,2,"Lightbringer Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,767233,0,0,0,"",1240634794,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3141,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerBoots",40,2,2,"Lightbringer Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,767489,0,0,0,"",-1737371802,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3142,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerGloves",40,2,2,"Lightbringer Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,767745,0,0,0,"",-1632290959,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3143,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerBodyArmour",40,2,2,"Lightbringer Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,768001,0,0,0,"",2038322598,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3144,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerWings",40,2,2,"Lightbringer Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,768257,0,0,0,"",1430668982,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3145,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerCloak",40,2,2,"Lightbringer Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,768513,0,0,0,"",1773234575,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3146,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerHelmetAttachment",40,2,2,"Lightbringer Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,768769,0,0,0,"",-483655359,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3147,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerWeapon",40,2,2,"Lightbringer Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,769025,0,0,0,"",-1977928820,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3148,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerWeaponEffect",40,2,2,"Lightbringer Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,769281,0,0,0,"",-1162664917,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3149,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionLightbringerCharacterEffect",40,2,2,"Lightbringer Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,769537,0,0,0,"",-246310005,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3150,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerFootprintsEffect",40,2,2,"Lightbringer Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,769793,0,0,0,"",-1659601943,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3151,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerPortalEffect",40,2,2,"Lightbringer Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,770049,0,0,0,"",-1499489262,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3152,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionLightbringerAuraEffect",40,2,2,"Lightbringer Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,770305,0,0,0,"",1685336293,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3153,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionLightbringerRighteousFireEffect",40,2,2,"Lightbringer Righteous Fire Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,770561,0,0,0,"",-1641330242,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3154,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionLightbringerGolemSkin",40,2,2,"Lightbringer Golem Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,770817,0,0,0,"",-781414745,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3155,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardHood",40,2,2,"Darkshard Hood","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,771073,0,0,0,"",457493207,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3156,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardHelmet",40,2,2,"Darkshard Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,771329,0,0,0,"",753098598,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3157,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardBoots",40,2,2,"Darkshard Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,771585,0,0,0,"",407514150,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3158,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardGloves",40,2,2,"Darkshard Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,771841,0,0,0,"",-764765938,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3159,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardBodyArmour",40,2,2,"Darkshard Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,772097,0,0,0,"",-982005515,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3160,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardWings",40,2,2,"Darkshard Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,772353,0,0,0,"",-306955797,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3161,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardCloak",40,2,2,"Darkshard Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,772609,0,0,0,"",-1424682617,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3162,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardHelmetAttachment",40,2,2,"Darkshard Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,772865,0,0,0,"",-1630387823,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3163,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardWeapon",40,2,2,"Darkshard Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,773121,0,0,0,"",2106339973,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3164,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardWeaponEffect",40,2,2,"Darkshard Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,773377,0,0,0,"",-1173808170,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3165,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionDarkshardCharacterEffect",40,2,2,"Darkshard Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,773633,0,0,0,"",-1939889713,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3166,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardFootprintsEffect",40,2,2,"Darkshard Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,773889,0,0,0,"",-1193537319,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3167,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardPortalEffect",40,2,2,"Darkshard Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,774145,0,0,0,"",-1258102087,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3168,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDarkshardAuraEffect",40,2,2,"Darkshard Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,774401,0,0,0,"",1657446470,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3169,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDarkshardTotemSkin",40,2,2,"Darkshard Totem Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,774657,0,0,0,"",2096768502,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3170,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDarkshardCycloneEffect",40,2,2,"Darkshard Cyclone Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,774913,0,0,0,"",-798701609,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3171,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDarkshardGolemSkin",40,2,2,"Darkshard Golem Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,775169,0,0,0,"",-834213816,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3172,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionApollyonHood",40,2,2,"Apollyon Hood","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,775425,0,0,0,"",823590310,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3173,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionApollyonHelmet",40,2,2,"Apollyon Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,775681,0,0,0,"",-1746163731,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3174,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionApollyonBoots",40,2,2,"Apollyon Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,775937,0,0,0,"",817472671,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3175,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionApollyonGloves",40,2,2,"Apollyon Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,776193,0,0,0,"",1497031870,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3176,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionApollyonBodyArmour",40,2,2,"Apollyon Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,776449,0,0,0,"",1001179457,[],252,"","",[],[],-16843010,-16843010,"","","","",""
