"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","rid","bool","[rid]","[rid]","[rid]","[rid]","i32","bool","rid"
1104,"cannot_gain_vaal_souls_at_life_thresholds","",1,"","",[7804],1,9,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7804],[],0,"",""
1105,"fire_resistance_from_ignite","",1,"","",[144],"",3,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[144],[],0,"",""
1106,"unique_flask_no_recovery_and_soul_gain","",1,"","","[7811,2646]","",3,"","","","",21,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7811,2646]",[],0,"",""
1107,"number_of_enemies_killed_recently","",1,"","",[],"",3,"","","",1,21,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1108,"have_used_a_vaal_skill_recently","",1,"","",[7846],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[7846],[],0,"",""
1109,"ground_vaal_cold_snap","WIP","","","WIP","[1979,7972]",1,3,"","","","",21,600,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1979,7972]",[],0,"",""
1110,"architect_healing_totem_buff","",1,"","",[451],"",1,"","","","",21,861,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[451],[],0,"",""
1111,"number_of_frostbolts_destroyed_recently","",1,"","",[],1,1,"","","","",21,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1112,"elemental_hit_last_damage_type","",1,"","",[],"",2,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1113,"wild_strike_last_damage_type","",1,"","",[],"",2,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1114,"prismatic_rain_last_damage_type","",1,"","",[],"",2,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1115,"architect_ground_blood","You are taking Physical Damage over time","","","Boiling Blood",[354],1,3,"","","","",21,865,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[354],[],0,"",""
1116,"vaal_righteous_fire_duration_aura","You are taking burning damage from being near an enemy using Vaal Righteous Fire","","","Vaal Righteous Fire","[1977,4937]","",3,"","","","",21,19,"","",2,"",1,1,"",0,"","VaalRighteousFireDurationBuff",1,"","","","",4,1,"",0,[],"","","","",[],[],"[1977,4937]",[],0,"",""
1117,"vaal_novasoul_immune","",1,"","","[398,140]","",3,"","","","",21,867,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[398,140]",[],0,"",""
1118,"burning_damage_per_shocked_enemy","",1,"","",[],"",3,"","","",1,21,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1119,"incursion_demon_sacrifice_buff","",1,"","",[],1,3,"","","","",21,868,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1120,"arc_enhanced_behaviour","Your Arc Damage is Lucky","","","Lucky Arc",[7978],1,2,"","","","",21,883,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7978],[],0,"",""
1121,"incursion_construct_enrage","",1,"","",[],1,3,"","","","",21,872,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1122,"cold_snap_expanding_chilled_ground","Your actions are slowed while standing on chilled ground","","","Chilled Ground",[8413],1,3,"","","","",1,1607,"","",2,"",1,1,"",0,"","ColdSnapExpandingDegen",1,"","","","",4,"","",0,[],"","","","",[],[],[8413],"[3239,14574]",16842752,"",""
1123,"vaal_earthquake_display_buff","With each step, the earth trembles","","","Vaal Earthquake",[],1,3,1,"","","",21,873,1,"",15,"",1,"","",0,"","VaalEarthquakeDisplayBuff","","","","","",2,"","",0,[],"","","","",[],[],[],[],0,"",""
1124,"vaal_earthquake_stationary","",1,"","",[],1,3,"","","","",21,874,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1125,"master_buff_alva","You have increased Quantity and Rarity of Items found","",1,"Alva's Gift","[151,153]",1,3,"","","","",21,792,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[151,153]",[],0,"",""
1126,"unique_flask_soul_catcher","",1,"","Soul Catcher","[2928,6156,8006,2944]",1,3,"","","","",21,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[2928,6156,8006,2944]",[],0,"",""
1127,"unique_flask_soul_ripper","",1,"","Soul Ripper","[8024,8007,8010]",1,3,"","","","",21,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[8024,8007,8010]",[],0,"",""
1128,"vaal_righteous_fire_duration","You deal more spell damage.","","","Vaal Righteous Fire","[8014,25,14145]",1,2,"","","",1,21,15,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[8014,25,14145]",[],0,"",""
1129,"cannot_recover_life","",1,"","",[1892],"",3,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1892],[],0,"",""
1130,"omnitect_thrusters","You are taking more damage from the Omnitect's thruster the longer you stand underneath it.","","","Omnitect's Thruster",[8021],1,2,1,"","","",21,886,1,"",2,"",1,1,"",100,"","","","","","","",4,"","",0,[],"","","","",[],[],[8021],[],0,"",""
1131,"omnitect_turret_damage_buff","",1,"","","[56,42]","",1,"","","","",21,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[56,42]",[],0,"",""
1132,"omnitect_cone_debuff","You have less Movement Speed and take increased Lightning Damage","","","Lightning Exposure","[6873,3630]",1,1,"","","","",21,887,1,"",2,"",1,1,"",4,"","","","","","","",2,"","",0,[],"","","","",[],[],"[6873,3630]",[],0,"",""
1133,"delve_degen_aura","The darkness is overwhelming, you are dying. Get to the light!",1,"","","[4937,4937]","",3,"","","","",21,0,1,"",2,"",1,1,"",0,"","DelveDegenAura","","","","","",4,"","",0,[],"","","","",[],[],"[4937,4937]",[],0,"",""
1134,"delve_immunity","You are protected from the darkness while in the light.",1,"","Light",[8050],"",3,"","","","",21,0,1,"",1,"",1,1,"",0,"","","","",1,"","",4,"","",0,[],"","","","",[],[],[8050],[],0,"",""
1135,"delve_degen_buff","The darkness is overwhelming, you are dying. Get to the light!","","","Darkness","[8339,8340,8751]","",4,1,8320,8319,"",21,892,1,"",2,"",1,1,"",0,"","DelveDegenBuff","","","","","",2,"","",0,[],"","","","",[],[],"[8339,8340,8751]",[],0,"",""
1136,"essence_stats","",1,"","",[],1,1,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1137,"delve_monster_light_weakness_aura","",1,"","",[],"",1,"","","","",21,0,"","",1,"",1,1,"",0,"","DelveMonsterLightWeaknessAura","","",1,"","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1138,"delve_monster_light_weakness_buff","",1,"","",[8076],"",1,"","","","",21,0,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[8076],[],0,"",""
1139,"smite_buff","Grants additional Lightning Damage and chance to Shock.","","","Smite Aura","[659,57,58,1905,1035,24,1905,451]",1,3,"","","","",21,897,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[659,57,58,1905,1035,24,1905,451]",[],0,"",""
1140,"static_strike_buff","You are charged with static energy.","","","Static Strike",[],1,2,"","","","",21,909,1,"",6,"",1,1,"",3,"","","","","","","",2,"","",0,[],"","","","",[],[],[],[],0,"",""
1141,"herald_of_light","You deal more physical damage.","",1,"Herald of Purity",[12055],1,3,"","","",1,21,918,1,"",13,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[8408],[12055],[],0,"",""
1142,"herald_of_purity_summoning_effects","",1,"","","[8153,8154]",1,3,"","","",1,21,0,1,"",15,"","","","",0,"","","",1,"","","",4,"","",0,[],"","","","",[],[],"[8153,8154]",[],0,"",""
1143,"unique_nearby_allies_are_lucky","You are Lucky when Damaging Enemies.","","","Perquil's Toe",[],1,3,"","","","",21,908,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[8129],[],[8129],[],0,"",""
1144,"delve_antilight","",1,"","Darkness",[8127],"",3,"","","","",21,0,1,"",2,"",1,1,"",0,"","DelveAntiLightAura","","","","","",4,"","",0,[],"","","","",[],[],[8127],[],0,"",""
1145,"herald_of_agony","You have additional chance to Poison and deal More Poison Damage.","",1,"Herald Of Agony","[3370,8133,8134]",1,3,"","","","",21,911,1,"",13,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[8407],"[3370,8133,8134]",[],0,"",""
1146,"herald_of_agony_stack","Your Agony Crawler minion gains bonuses based on your Virulence. Virulence is lost over time.","","","Virulence","[8135,8136,8137,8138]",1,3,1,"","","",21,917,1,1,6,"",1,1,"",0,"","HeraldOfAgonyStack","","","","","",4,"","",0,[],"","","","",[],[],"[8135,8136,8137,8138]",[],0,"",""
1147,"rain_of_spores_vines_aura","You're slowed and are taking Chaos Damage over time.","","","Toxic Rain Spore Pod","[8155,453]",1,1,1,"","","",21,766,"","",2,"",1,1,"",0,"","RainOfSporesAura",1,"","","","",2,"","",0,[],"","","","",[],[],"[8155,453]",[],0,"",""
1148,"virulent_arrow_counter","You're charging an arrow with verdant energy.","","","Scourge Arrow",[8301],1,4,1,"","",1,21,924,1,1,6,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[8301],[],0,"",""
1149,"holy_relic_life_regen","You're regenerating life.","","","Holy Relic's Boon",[125],1,3,"","","","",21,910,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[125],[],0,"",""
1150,"unique_added_fire_damage_from_red_sockets","",1,"","","[43,44]",1,3,"","","","",21,931,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[43,44]",[],0,"",""
1151,"unique_added_cold_damage_from_green_sockets","",1,"","","[50,51]",1,3,"","","","",21,931,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[50,51]",[],0,"",""
1152,"unique_added_lightning_damage_from_blue_sockets","",1,"","","[57,58]",1,3,"","","","",21,931,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[57,58]",[],0,"",""
1153,"unique_added_chaos_damage_from_white_sockets","",1,"","","[64,65]",1,3,"","","","",21,931,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[64,65]",[],0,"",""
1154,"machinarium_fire_beam_damage","You are taking fire damage over time.","","","Doryani's Conflagration",[1977],1,3,"","","",1,21,663,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1977],[],0,"",""
1155,"machinarium_fire_beam_debuff","You are taking increased fire damage the longer you are in the beam.","","","Doryani's Conflagration",[],1,1,"","","",1,21,662,1,"",2,"",1,1,"",0,"","AvariusBeamBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1156,"reduced_enemy_fire_resistance_from_item","You have reduced Fire Resistance.","","","Fire Resistance Loss",[144],1,3,"","","","",21,929,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[144],[],0,"",""
1157,"reduced_enemy_cold_resistance_from_item","You have reduced Cold Resistance.","","","Cold Resistance Loss",[146],1,3,"","","","",21,929,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[146],[],0,"",""
1158,"reduced_enemy_lightning_resistance_from_item","You have reduced Lightning Resistance.","","","Lightning Resistance Loss",[148],1,3,"","","","",21,929,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[148],[],0,"",""
1159,"reduced_enemy_chaos_resistance_from_item","You have reduced Chaos Resistance.","","","Chaos Resistance Loss",[150],1,3,"","","","",21,929,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[150],[],0,"",""
1160,"increased_enemy_physical_damage_taken_from_item","You take increased Physical Damage.","","","Physical Damage Taken Increase",[545],1,3,"","","","",21,929,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[545],[],0,"",""
1161,"reduced_enemy_fire_resistance_from_hellscape_item","You have reduced Fire Resistance.","","","Fire Resistance Loss",[144],1,3,"","","","",21,929,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[144],[],0,"",""
1162,"reduced_enemy_cold_resistance_from_hellscape_item","You have reduced Cold Resistance.","","","Cold Resistance Loss",[146],1,3,"","","","",21,929,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[146],[],0,"",""
1163,"reduced_enemy_lightning_resistance_from_hellscape_item","You have reduced Lightning Resistance.","","","Lightning Resistance Loss",[148],1,3,"","","","",21,929,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[148],[],0,"",""
1164,"reduced_enemy_chaos_resistance_from_hellscape_item","You have reduced Chaos Resistance.","","","Chaos Resistance Loss",[150],1,3,"","","","",21,929,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[150],[],0,"",""
1165,"increased_enemy_physical_damage_taken_from_hellscape_item","You take increased Physical Damage.","","","Physical Damage Taken Increase",[545],1,3,"","","","",21,929,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[545],[],0,"",""
1166,"unique_nearby_enemies_reduced_stun_recovery","You recover slower from being stunned.","","","Aul's Uprising",[221],1,3,"","","","",21,930,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[221],[],0,"",""
1167,"unique_nearby_enemies_increased_flask_charges","You provide extra flask charges when killed.","","","Aul's Uprising",[459],1,3,"","","","",21,930,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[459],[],0,"",""
1168,"unique_nearby_enemies_new_increased_chance_crit","Enemies have increased Critical Strike chance against you.","","","Aul's Uprising",[9053],1,3,"","","","",9,930,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[9053],[],0,"",""
1169,"unique_nearby_enemies_increased_chance_crit","Enemies have increased Critical Strike chance against you.","","","Aul's Uprising",[9057],1,3,"","","","",9,930,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[9057],[],0,"",""
1170,"unique_reduced_enemy_all_resistance","You have reduced Resistances.","","","Crown of the Tyrant",[7645],1,3,"","","","",21,930,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7645],[],0,"",""
1171,"have_your_skills_crit_recently","",1,"","",[8284],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[8284],[],0,"",""
1172,"rain_of_spores_vines_aura_cap","",1,"","",[8302],1,3,"","","",1,21,0,"","",2,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[8302],[],0,"",""
1173,"number_of_nearby_allies","",1,"","",[],1,3,"","","",1,21,0,"","",15,"",1,1,"",0,"","TrackNearbyTargets","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1174,"azurite_debuff","You are taking Cold Damage over time and have reduced Movement Speed.","","","Coated in Azurite","[1979,177]",1,4,1,8324,8323,1,21,928,1,"",2,"",1,1,"",0,"","AzuriteDebuff","","","","","",2,"","",0,[],"","","","",[],[],"[1979,177]",[],0,"",""
1175,"delve_beast_buff","",1,"","","[10,11,477,177,24]",1,1,"","","","",21,607,"","",1,"",1,1,"",75,"","","","","","","",2,"","",0,[],"","","","",[],[],"[10,11,477,177,24]",[],0,"",""
1176,"gain_spirit_charges","",1,"","",[4937],"",3,"","","","",21,0,1,"",15,"",1,1,"",0,"","GainSpiritCharges","","","","","",4,"","",0,[],"","","","",[],[],[4937],[],0,"",""
1177,"delve_blackhole_aura","",1,"","Darkness",[8127],"",3,"","","","",21,0,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[8127],[],0,"",""
1178,"life_regen_aura_from_ascendancy","",1,"","",[451],1,3,"","","","",21,0,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[451],[],0,"",""
1179,"delve_monster_no_darkness_immune","",1,"","",[8326],1,3,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[8326],[],0,"",""
1180,"boss_life_multiplier","",1,"","",[8396],1,3,"","","","",21,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[8396],[],0,"",""
1181,"lich_boss_obelisk_no_damage","",1,"","",[2975],"",3,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[2975],[],0,"",""
1182,"einhar_life_aura","Einhar is granting you life regeneration, life leech and life on kill.","","","Boon of the First Ones","[451,105,3313]",1,3,"","","","",21,935,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[451,105,3313]",[],0,"",""
1183,"bonechill","",1,"","","[8721,8411]",1,3,"","","",1,21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[8721,8411]",[],0,"",""
1184,"frost_fury_stage","Your Winter Orb has built up stages, letting you pelt nearby enemies with projectiles faster.","","","Winter Orb",[8416],1,3,1,"",8417,1,21,940,1,"",6,"",1,1,"",0,"","FrostFuryStage","","","","","",4,"","",0,[],"","","","",[],[],[8416],[],0,"",""
1185,"impaled_debuff","You're impaled by a hit, and will take a portion of that reflected hit damage when you are hit again","","","Impaled",[8420],"",1,1,"","",1,21,933,1,1,2,"",1,1,"",0,"","ImpaledDebuff","","","","","",3,"","",0,[],"","","","",[],[8692],[8420],[],0,"",""
1186,"conduit_sigil","You are Branded, firing beams which deal damage to you and those around you","","","Storm Brand",[477],1,1,1,"","",1,21,948,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","","",2,"","",0,[],"","","","",[],[],[477],[],0,"",""
1187,"zana_player_bubble","You are protected by Zana. You will take no damage and cannot die.","","","Zana's Protection","[140,398]",1,3,"","","",1,21,934,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[140,398]",[],0,"",""
1188,"focus","You are focused. Item modifiers may provide bonuses based on this.","","","Focused",[8464],1,2,"","","",1,21,936,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[8464],[14585],0,"",""
1189,"bloodstained_banner_buff_aura","You have increased accuracy.","","","War Banner","[84,2607,1035,24,1905,451]",1,3,"","","","",21,941,1,"",1,"",1,1,"",0,"","ActiveBanner","","","","","",4,"","",0,[],"","","","",[],[],"[84,2607,1035,24,1905,451]",[],0,"",""
1190,"bloodstained_banner_debuff_aura","Physical damage you take is increased.","","","War Banner",[545],1,3,"","","","",21,942,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[545],[],0,"",""
1191,"bloodstained_banner_stage","Your Banner is gaining stages while you carry it.","","","War Banner Stage",[],1,4,1,"",11810,1,21,947,1,"",15,"",1,1,"",50,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1192,"puresteel_banner_stage_cooldown","",1,"","",[],1,1,"","","",1,21,0,1,"",15,"","","","",5,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1193,"banner_add_stage_on_kill","",1,"","",[8472],"",3,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"",1,0,[],"","","","",[],[],[8472],[],0,"",""
1194,"puresteel_banner_buff_aura","Your attacks have a chance to impale enemies.","","","Dread Banner","[8422,8444,2607,1035,24,1905,451]",1,3,"","","","",21,943,1,"",1,"",1,1,"",0,"","ActiveBanner","","","","","",4,"","",0,[],"","","","",[],[],"[8422,8444,2607,1035,24,1905,451]",[],0,"",""
1195,"puresteel_banner_debuff_aura","You are less accurate.","","","Dread Banner","[8484,12979]",1,3,"","","","",21,944,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[8484,12979]",[],0,"",""
1196,"puresteel_banner_stage","Your Banner is gaining stages while you carry it.","","","Dread Banner Stage",[],1,4,1,"",11811,1,21,947,1,"",15,"",1,1,"",50,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1197,"banner_add_stage_on_impale","",1,"","",[8473],"",3,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"",1,0,[],"","","","",[],[],[8473],[],0,"",""
1198,"arctic_breath_cold_damage_over_time","You are taking cold damage over time from Creeping Frost's chilling area","","","Creeping Frost","[1979,10894]",1,3,"","","","",21,966,"","",2,"",1,1,"",0,"","ArcticBreathDebuff","","","","","",4,"","",0,[],"","","","",[],[],"[1979,10894]",[],0,"",""
1199,"shapers_presence","Effects on you and nearby allies expire slower.","",1,"Shaper's Presence",[8617],"",3,"","","","",21,952,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[8617],[],0,"",""
1200,"have_used_a_shield_skill_recently","",1,"","",[8493],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[8493],[],0,"",""
1201,"trigger_skills_granted_by_item","",1,"","",[4937],"",1,"","","","",21,0,1,"",1,"",1,1,"",0,"","TriggerSkillsGrantedByItem","","","","","",4,"","",0,[],"","","","",[],[],[4937],[],0,"",""
1202,"betrayal_zombie_enrage","",1,"","Enrage","[70,177,26,477]",1,3,"","","","",21,938,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[70,177,26,477]",[],0,"",""
1203,"secret_police_taser","You are being slowed by a charged net.","","","Charged Net",[346],"",3,"","","","",21,939,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[346],[],0,"",""
1204,"overpowered_reduced_block_chance","Your chance to block attack and spell hits is lowered.","","","Overpowered","[2091,1086]",1,1,"","","",1,21,962,"","",2,"",1,1,"",0,"","","","","","","",2,"","",0,[],"","","","",[],[],"[2091,1086]",[],0,"",""
1205,"cataclysm_sigil","You are Branded, causing fiery meteors to fall from the sky around you","","","Armageddon Brand",[477],1,1,1,"","",1,21,957,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","","",2,"","",0,[],"","","","",[],[],[477],[],0,"",""
1206,"flask_life_leech_on_damage_taken","",1,"","",[8499],"",3,"","","","",21,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[8499],[],0,"",""
1207,"betrayal_scientist_reflection_beam","You are taking Lightning Damage over Time","","","Scientist's Beam",[1981],1,3,"","","","",21,950,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1981],[],0,"",""
1208,"unique_life_regen_aura_from_block","You are regenerating Life","","","Life Regeneration Aura",[451],1,3,"","","","",21,970,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[451],[],0,"",""
1209,"have_rampaged_recently_buff","",1,"","",[8599],"",9,"","","",1,21,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[8599],[],0,"",""
1210,"increased_flask_charges_granted_while_bleeding","",1,"","",[459],"",3,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[459],[],0,"",""
1211,"summoned_spider_buff","Each of your Raised Spiders is granting you increased Attack Speed and increased Damage with Poison","","","Raised Spider","[70,3366]",1,1,"","","",1,21,954,1,"",1,"",1,1,"",0,"","","","","","","",2,"","",0,[],"","","","",[],[],"[70,3366]",[],0,"",""
1212,"unique_flask_vial_of_unlife","",1,"","Cinderswallow Urn","[8642,3313,6338,7132]",1,3,"","","","",21,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[8642,3313,6338,7132]",[],0,"",""
1213,"ignited_damage_increase","You take increased damage","","","Ignited Damage Increase",[477],"",3,"","","",1,21,956,"","",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,"",""
1214,"flask_bonus_life_regeneration_percent","You have additional Life Regeneration while this flask is in effect",1,"","Life Regeneration",[451],1,3,"","","","",21,0,1,"",4,"",1,"","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[451],[],0,"",""
1215,"flask_bonus_stun_avoidance","You have a chance to Avoid being Stunned while this flask is in effect",1,"","Stun Avoidance",[6084],1,3,"","","","",21,0,1,"",4,"",1,"","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[6084],[],0,"",""
1216,"flask_bonus_mana_cost","You have reduced Mana Cost of Skills while this flask is in effect",1,"","Mana Cost",[213],1,3,"","","","",21,0,1,"",4,"",1,"","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[213],[],0,"",""
1217,"flask_bonus_critical_strike_chance","You have increased Critical Strike Chance while this flask is in effect",1,"","Critical Strike Chance",[554],1,3,"","","","",21,0,1,"",4,"",1,"","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[554],[],0,"",""
1218,"scorched","Your elemental resistances are lowered.","","","Scorched",[141],"",13,"","","",1,16,967,"","",2,"",1,1,"",0,"","",1,"","","","",4,"","",0,[],"","","","",[],[],[141],[14578],16842752,"",""
1219,"frostburn","Hits against you have additional critical strike chance","","","Brittle",[9054],"",13,"","","",1,19,968,"","",2,"",1,1,"",0,"","",1,"","","","",4,"","",0,[],"","","","",[],[],[9054],[14579],16842752,"",""
1220,"sapped","You deal less damage.","","","Sapped",[8677],"",13,"","","",1,20,969,"","",2,"",1,1,"",0,"","",1,"","","","",4,"","",0,[],"","","","",[],[],[8677],[14580],16842752,"",""
1221,"wither_nearby_enemies_every_second","",1,"","",[8691],"",3,"","","","",21,0,1,"",15,"","","","",0,"","WitherNearbyEnemies","","","","","",4,"","",0,[],"","","","",[],[],[8691],[],0,"",""
1222,"freeze_nearby_chilled_enemies_every_4_seconds","",1,"","","[8693,8694]","",3,"","","","",21,0,1,"",15,"","","","",0,"","FreezeNearbyChilledEnemies","","","","","",4,"","",0,[],"","","","",[],[],"[8693,8694]",[],0,"",""
1223,"armour_if_impaled_recently_aura","",1,"","",[116],1,3,"","","","",21,0,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[116],[],0,"",""
1224,"occultist_hit_damage_while_chilled","",1,"","",[8686],"",3,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[8686],[],0,"",""
1225,"occultist_damage_over_time_dealt_while_hindered","",1,"","",[8687],"",3,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[8687],[],0,"",""
