"rownum","HideoutNPCsKey","Order","AddMod","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","[rid]","i32","i32","rid","AddEnchantment","SortCategory","rid","bool","i32"
323,3,232,17353,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[196],1,[4],1,"",0,0,[],[],1203,1203,"","",2,1637,1,0
324,3,233,17354,[14],[3],0,"",7,[],0,"",0,0,[],"","","",[197],2,[4],1,"",0,0,[],[],1203,1203,"","",2,1637,1,0
325,3,234,17355,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[198],1,"[5,7,8]",1,"",0,0,[],[],1203,1203,"","",2,1508,1,0
326,3,235,17356,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[199],2,"[5,7,8]",1,"",0,0,[],[],1203,1203,"","",2,1508,1,0
327,3,236,17357,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[198],1,"[6,4]",1,"",0,0,[],[],1203,1203,"","",2,3720,1,0
328,3,237,17358,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[199],2,"[6,4]",1,"",0,0,[],[],1203,1203,"","",2,3720,1,0
329,3,238,17359,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[198],1,"[5,7,8]",1,"",0,0,[],[],1203,1203,"","",2,1505,1,0
330,3,239,17360,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[199],2,"[5,7,8]",1,"",0,0,[],[],1203,1203,"","",2,1505,1,0
331,3,240,17361,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[198],1,"[6,4]",1,"",0,0,[],[],1203,1203,"","",2,1505,1,0
332,3,241,17362,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[199],2,"[6,4]",1,"",0,0,[],[],1203,1203,"","",2,1505,1,0
333,3,242,17363,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[198],1,"[5,7,8]",1,"",0,0,[],[],1203,1203,"","",2,107,1,0
334,3,243,17364,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[199],2,"[5,7,8]",1,"",0,0,[],[],1203,1203,"","",2,107,1,0
335,3,244,17365,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[198],1,"[6,4]",1,"",0,0,[],[],1203,1203,"","",2,130,1,0
336,3,245,17366,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[199],2,"[6,4]",1,"",0,0,[],[],1203,1203,"","",2,130,1,0
337,3,246,17369,[14],[2],0,"",7,[],0,"",0,0,[],"","","",[226],0,[4],1,"",0,0,[],[],1203,1203,"","",2,2122,1,0
338,3,247,17370,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[227],0,[6],1,"",0,0,[],[],1203,1203,"","",1,2081,1,0
339,3,248,17371,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[227],0,"[5,9]",1,"",0,0,[],[],1203,1203,"","",2,2082,1,0
340,3,249,17372,[15],[4],0,"",7,[],0,"",0,0,[],"","","",[228],1,[5],1,"",0,0,[],[],1203,1203,"","",2,414,1,0
341,3,250,17373,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[229],2,[5],1,"",0,0,[],[],1203,1203,"","",2,414,1,0
342,3,251,17374,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[228],0,[7],1,"",0,0,[],[],1203,1203,"","",1,416,1,0
343,3,252,17375,[15],[4],0,"",7,[],0,"",0,0,[],"","","",[228],1,"[9,10]",1,"",0,0,[],[],1203,1203,"","",2,413,1,0
344,3,253,17376,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[229],2,"[9,10]",1,"",0,0,[],[],1203,1203,"","",2,413,1,0
345,3,254,17380,[15],[4],0,"",7,[],0,"",0,0,[],"","","",[228],1,"[1,3]",1,"",0,0,[],[],1203,1203,"","",1,421,1,0
346,3,255,17381,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[229],2,"[1,3]",1,"",0,0,[],[],1203,1203,"","",1,421,1,0
347,3,256,17382,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[255],3,"[1,3]",1,"",0,0,[],[],1203,1203,"","",1,421,1,0
348,3,257,17377,[15],[4],0,"",7,[],0,"",0,0,[],"","","",[228],1,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,421,1,0
349,3,258,17378,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[229],2,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,421,1,0
350,3,259,17379,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[255],3,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,421,1,0
351,3,260,17385,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[1,3]",1,"",0,0,[],[],1203,1203,"","",1,1317,1,0
352,3,261,17386,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[1,3]",1,"",0,0,[],[],1203,1203,"","",1,1317,1,0
353,3,262,17383,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,1317,1,0
354,3,263,17384,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,1317,1,0
355,3,264,17389,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[1,3]",1,"",0,0,[],[],1203,1203,"","",1,1318,1,0
356,3,265,17390,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[1,3]",1,"",0,0,[],[],1203,1203,"","",1,1318,1,0
357,3,266,17387,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,1318,1,0
358,3,267,17388,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[0,2]",1,"",0,0,[],[],1203,1203,"","",1,1318,1,0
359,3,268,17393,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[1,3]",1,"",0,0,[],[],1203,1203,"","",2,1319,1,0
360,3,269,17394,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[1,3]",1,"",0,0,[],[],1203,1203,"","",2,1319,1,0
361,3,270,17391,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[0,2]",1,"",0,0,[],[],1203,1203,"","",2,1319,1,0
362,3,271,17392,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[0,2]",1,"",0,0,[],[],1203,1203,"","",2,1319,1,0
363,3,272,17397,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[1,3]",1,"",0,0,[],[],1203,1203,"","",2,1320,1,0
364,3,273,17398,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[1,3]",1,"",0,0,[],[],1203,1203,"","",2,1320,1,0
365,3,274,17395,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[0,2]",1,"",0,0,[],[],1203,1203,"","",2,1320,1,0
366,3,275,17396,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[0,2]",1,"",0,0,[],[],1203,1203,"","",2,1320,1,0
367,3,276,17193,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[168],0,[9],1,"",0,0,[],[],1203,1203,"","",2,97,1,0
368,3,277,17195,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,"[4,10]",1,"",0,0,[],[],1203,1203,"","",2,94,1,0
369,3,278,17201,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],0,[10],1,"",0,0,[],[],1203,1203,"","",2,7806,1,0
370,3,279,21887,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[147],0,"[9,10,11]",1,"",0,0,[],[],1203,1203,"","",2,7906,1,0
371,3,280,"","[8777,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1203,1203,"",24347,4,"",1,0
372,3,281,"","[8777,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1203,1203,"",24348,4,"",1,0
373,3,282,"","[8777,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1203,1203,"",24349,4,"",1,0
374,3,283,"","[8777,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1203,1203,"",24350,4,"",1,0
375,3,284,"","[8777,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1203,1203,"",24351,4,"",1,0
376,3,285,"","[8777,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1203,1203,"",24353,4,"",1,0
377,3,286,"","[8777,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1203,1203,"",24354,4,"",1,0
378,3,287,"","[8777,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1203,1203,"",24355,4,"",1,0
379,3,288,"","[8777,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1203,1203,"",24356,4,"",1,0
380,3,289,"","[8777,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1203,1203,"",24357,4,"",1,0
381,3,290,"","[8777,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1203,1203,"",24358,4,"",1,0
382,3,291,"","[8777,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1203,1203,"",24359,4,"",1,0
383,3,292,"","[8777,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1203,1203,"",24360,4,"",1,0
384,3,293,"","[8777,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1203,1203,"",24361,4,"",1,0
385,3,294,"","[8777,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1203,1203,"",24362,4,"",1,0
386,3,295,"",[12],[3],0,"Remove Enchantments",1,[],0,"",0,0,[],"","","",[],0,"[12,0,1,2,3,6,7,8,5,4,11,10,9,13]",0,"",0,0,[],[],1203,1203,"","",3,"","",0
387,3,296,17399,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[194],0,"[4,13]",1,"",0,0,[],[],1203,1203,"","",2,3538,1,0
388,3,297,17400,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[226],1,[11],1,"",0,0,[],[],1203,1203,"","",2,6148,1,0
389,3,298,17401,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[226],2,[11],1,"",0,0,[],[],1203,1203,"","",2,6148,1,0
390,3,299,17402,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[194],1,[8],1,"",0,0,[],[],1203,1203,"","",2,5071,1,0
391,3,300,17403,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,[8],1,"",0,0,[],[],1203,1203,"","",2,5071,1,0
392,3,301,17404,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[194],1,[9],1,"",0,0,[],[],1203,1203,"","",2,5260,1,0
393,3,302,17405,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,[9],1,"",0,0,[],[],1203,1203,"","",2,5260,1,0
394,3,303,17406,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[194],1,[9],1,"",0,0,[],[],1203,1203,"","",2,2118,1,0
395,3,304,17407,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,[9],1,"",0,0,[],[],1203,1203,"","",2,2118,1,0
396,3,305,17408,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[194],1,[9],1,"",0,0,[],[],1203,1203,"","",2,7832,1,0
397,3,306,17409,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,[9],1,"",0,0,[],[],1203,1203,"","",2,7832,1,0
398,3,307,17410,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[194],1,[9],1,"",0,0,[],[],1203,1203,"","",2,1092,1,0
399,3,308,17411,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,[9],1,"",0,0,[],[],1203,1203,"","",2,1092,1,0
400,3,309,17412,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[194],1,[5],1,"",0,0,[],[],1203,1203,"","",2,9148,1,0
401,3,310,17413,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,[5],1,"",0,0,[],[],1203,1203,"","",2,9148,1,0
402,3,311,17281,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,[13],1,"",0,0,[],[],1203,1203,"","",1,1,1,0
403,3,312,17282,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,[13],1,"",0,0,[],[],1203,1203,"","",1,1,1,0
404,3,313,17291,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,[13],1,"",0,0,[],[],1203,1203,"","",1,4,1,0
405,3,314,17292,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,[13],1,"",0,0,[],[],1203,1203,"","",1,4,1,0
406,3,315,17301,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,[13],1,"",0,0,[],[],1203,1203,"","",1,5,1,0
407,3,316,17302,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,[13],1,"",0,0,[],[],1203,1203,"","",1,5,1,0
408,5,0,15945,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3]",0,68,1,1,[],[],1203,1203,16902,"",1,6181,1,0
409,5,1,15946,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3]",0,68,1,1,[],[],1203,1203,16902,"",1,6181,1,0
410,5,2,15947,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3]",0,68,1,1,[],[],1203,1203,16902,"",1,6181,1,0
411,5,3,15948,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3]",0,66,1,1,[],[],1203,1203,16903,"",1,6182,1,0
412,5,4,15949,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3]",0,66,1,1,[],[],1203,1203,16903,"",1,6182,1,0
413,5,5,15950,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3]",0,66,1,1,[],[],1203,1203,16903,"",1,6182,1,0
414,5,6,15951,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3]",0,67,1,1,[],[],1203,1203,16904,"",1,6183,1,0
415,5,7,15952,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3]",0,67,1,1,[],[],1203,1203,16904,"",1,6183,1,0
416,5,8,15953,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3]",0,67,1,1,[],[],1203,1203,16904,"",1,6183,1,0
417,5,9,15954,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3]",0,69,1,1,[],[],1203,1203,16905,"",1,6184,1,0
418,5,10,15955,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3]",0,69,1,1,[],[],1203,1203,16905,"",1,6184,1,0
419,5,11,15956,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3]",0,69,1,1,[],[],1203,1203,16905,"",1,6184,1,0
420,5,12,15979,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,42,1,1,[],[],1203,1203,16914,"",1,6188,1,0
421,5,13,15980,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,42,1,1,[],[],1203,1203,16914,"",1,6188,1,0
422,5,14,15981,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,42,1,1,[],[],1203,1203,16914,"",1,6188,1,0
423,5,15,15976,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,42,1,1,[],[],1203,1203,16913,"",1,6188,1,0
424,5,16,15977,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,42,1,1,[],[],1203,1203,16913,"",1,6188,1,0
425,5,17,15978,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,42,1,1,[],[],1203,1203,16913,"",1,6188,1,0
426,5,18,15985,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,19,1,1,[],[],1203,1203,16916,"",1,6189,1,0
427,5,19,15986,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,19,1,1,[],[],1203,1203,16916,"",1,6189,1,0
428,5,20,15987,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,19,1,1,[],[],1203,1203,16916,"",1,6189,1,0
429,5,21,15982,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,19,1,1,[],[],1203,1203,16915,"",1,6189,1,0
430,5,22,15983,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,19,1,1,[],[],1203,1203,16915,"",1,6189,1,0
431,5,23,15984,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,19,1,1,[],[],1203,1203,16915,"",1,6189,1,0
432,5,24,15991,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,59,1,1,[],[],1203,1203,16918,"",1,6190,1,0
433,5,25,15992,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,59,1,1,[],[],1203,1203,16918,"",1,6190,1,0
434,5,26,15993,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,59,1,1,[],[],1203,1203,16918,"",1,6190,1,0
435,5,27,15988,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,59,1,1,[],[],1203,1203,16917,"",1,6190,1,0
436,5,28,15989,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,59,1,1,[],[],1203,1203,16917,"",1,6190,1,0
437,5,29,15990,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,59,1,1,[],[],1203,1203,16917,"",1,6190,1,0
438,5,30,15997,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,16,1,1,[],[],1203,1203,16920,"",1,6191,1,0
439,5,31,15998,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,16,1,1,[],[],1203,1203,16920,"",1,6191,1,0
440,5,32,15999,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,16,1,1,[],[],1203,1203,16920,"",1,6191,1,0
441,5,33,15994,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,16,1,1,[],[],1203,1203,16919,"",1,6191,1,0
442,5,34,15995,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,16,1,1,[],[],1203,1203,16919,"",1,6191,1,0
443,5,35,15996,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,16,1,1,[],[],1203,1203,16919,"",1,6191,1,0
444,5,36,16003,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,103,1,1,[],[],1203,1203,16922,"",1,6192,1,0
445,5,37,16004,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,103,1,1,[],[],1203,1203,16922,"",1,6192,1,0
446,5,38,16005,[2],[6],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,103,1,1,[],[],1203,1203,16922,"",1,6192,1,0
447,5,39,16000,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,103,1,1,[],[],1203,1203,16921,"",1,6192,1,0
448,5,40,16001,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,103,1,1,[],[],1203,1203,16921,"",1,6192,1,0
449,5,41,16002,[2],[6],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,103,1,1,[],[],1203,1203,16921,"",1,6192,1,0
450,5,42,16009,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,104,1,1,[],[],1203,1203,16924,"",1,6193,1,0
451,5,43,16010,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,104,1,1,[],[],1203,1203,16924,"",1,6193,1,0
452,5,44,16011,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,104,1,1,[],[],1203,1203,16924,"",1,6193,1,0
453,5,45,16006,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,104,1,1,[],[],1203,1203,16923,"",1,6193,1,0
454,5,46,16007,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,104,1,1,[],[],1203,1203,16923,"",1,6193,1,0
455,5,47,16008,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,104,1,1,[],[],1203,1203,16923,"",1,6193,1,0
456,5,48,16015,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,83,1,1,[],[],1203,1203,16926,"",1,6194,1,0
457,5,49,16016,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,83,1,1,[],[],1203,1203,16926,"",1,6194,1,0
458,5,50,16017,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3]",0,83,1,1,[],[],1203,1203,16926,"",1,6194,1,0
459,5,51,16012,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,83,1,1,[],[],1203,1203,16925,"",1,6194,1,0
460,5,52,16013,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,83,1,1,[],[],1203,1203,16925,"",1,6194,1,0
461,5,53,16014,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,83,1,1,[],[],1203,1203,16925,"",1,6194,1,0
462,5,54,16021,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,82,1,1,[],[],1203,1203,16928,"",2,424,1,0
463,5,55,16022,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,82,1,1,[],[],1203,1203,16928,"",2,424,1,0
464,5,56,16023,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3]",0,82,1,1,[],[],1203,1203,16928,"",2,424,1,0
465,5,57,16018,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,82,1,1,[],[],1203,1203,16927,"",2,424,1,0
466,5,58,16019,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,82,1,1,[],[],1203,1203,16927,"",2,424,1,0
467,5,59,16020,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,82,1,1,[],[],1203,1203,16927,"",2,424,1,0
468,5,60,16048,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,17,1,1,[],[],1203,1203,16937,"",2,6312,1,0
469,5,61,16049,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,17,1,1,[],[],1203,1203,16937,"",2,6312,1,0
470,5,62,16050,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,17,1,1,[],[],1203,1203,16937,"",2,6312,1,0
471,5,63,16051,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,3]",0,17,1,1,[],[],1203,1203,16938,"",2,6312,1,0
472,5,64,16052,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,3]",0,17,1,1,[],[],1203,1203,16938,"",2,6312,1,0
473,5,65,16053,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2,3]",0,17,1,1,[],[],1203,1203,16938,"",2,6312,1,0
474,5,66,16054,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,17,1,1,[],[],1203,1203,16939,"",2,6311,1,0
475,5,67,16055,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,17,1,1,[],[],1203,1203,16939,"",2,6311,1,0
476,5,68,16056,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,17,1,1,[],[],1203,1203,16939,"",2,6311,1,0
477,5,69,16057,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,3]",0,17,1,1,[],[],1203,1203,16940,"",2,6311,1,0
478,5,70,16058,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,3]",0,17,1,1,[],[],1203,1203,16940,"",2,6311,1,0
479,5,71,16059,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2,3]",0,17,1,1,[],[],1203,1203,16940,"",2,6311,1,0
480,5,72,16060,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,21,1,1,[],[],1203,1203,16941,"",2,6309,1,0
481,5,73,16061,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,21,1,1,[],[],1203,1203,16941,"",2,6309,1,0
482,5,74,16062,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,21,1,1,[],[],1203,1203,16941,"",2,6309,1,0
483,5,75,16063,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,3]",0,21,1,1,[],[],1203,1203,16942,"",2,6309,1,0
484,5,76,16064,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,3]",0,21,1,1,[],[],1203,1203,16942,"",2,6309,1,0
485,5,77,16065,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2,3]",0,21,1,1,[],[],1203,1203,16942,"",2,6309,1,0
486,5,78,16066,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,21,1,1,[],[],1203,1203,16943,"",2,6310,1,0
487,5,79,16067,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,21,1,1,[],[],1203,1203,16943,"",2,6310,1,0
488,5,80,16068,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,21,1,1,[],[],1203,1203,16943,"",2,6310,1,0
489,5,81,16069,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,3]",0,21,1,1,[],[],1203,1203,16944,"",2,6310,1,0
490,5,82,16070,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,3]",0,21,1,1,[],[],1203,1203,16944,"",2,6310,1,0
491,5,83,16071,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2,3]",0,21,1,1,[],[],1203,1203,16944,"",2,6310,1,0
492,5,84,15957,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3,0,2]",0,39,1,1,[],[],1203,1203,16906,"",1,6085,1,0
493,5,85,15958,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3,0,2]",0,39,1,1,[],[],1203,1203,16906,"",1,6085,1,0
494,5,86,15959,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3,0,2]",0,39,1,1,[],[],1203,1203,16906,"",1,6085,1,0
495,5,87,15960,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3,0,2]",0,18,1,1,[],[],1203,1203,16907,"",1,6399,1,0
496,5,88,15961,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3,0,2]",0,18,1,1,[],[],1203,1203,16907,"",1,6399,1,0
