"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","rid"
2044,"bow_damage_area2517","Art/2DArt/SkillIcons/passives/NodeBowDamage.dds","[39,8101]",14,14,0,0,50041,"Physical Bow Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2045,"claw_damage_leech2518","Art/2DArt/SkillIcons/passives/clawmasterydex.dds","[11596,603]",12,30,0,0,4868,"Claw Damage and Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2046,"claw_damage_leech2519","Art/2DArt/SkillIcons/passives/clawmasterydex.dds","[11596,603]",12,30,0,0,62182,"Claw Damage and Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2047,"claw_damage_leech_notable2520","Art/2DArt/SkillIcons/passives/talonsofmurder.dds","[560,2796]",60,20,0,0,15614,"Claws of the Hawk",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2048,"claw_damage_poison2521","Art/2DArt/SkillIcons/passives/clawmasterydex.dds","[3829,76]",10,4,0,0,3362,"Claw Attack Speed and Poison Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2049,"claw_crit_accu2523","Art/2DArt/SkillIcons/passives/criticalclaw.dds",[2796],15,0,0,0,38520,"Claw Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2050,"claw_mobility2525","Art/2DArt/SkillIcons/passives/attackspeedclaw.dds","[76,177]",3,3,0,0,44389,"Claw Attack Speed and Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2051,"dagger_global_crit_notable2527","Art/2DArt/SkillIcons/passives/DaggerNotable1.dds","[558,96,4122]",30,30,100,0,8920,"Backstabbing",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2052,"dagger_poison2528","Art/2DArt/SkillIcons/passives/masterydaggerdex.dds",[11579],16,0,0,0,64509,"Dagger Ailment Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2053,"dagger_poison2529","Art/2DArt/SkillIcons/passives/masterydaggerdex.dds","[96,3367]",15,10,0,0,3863,"Dagger Critical Strike Multiplier and Poison Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2054,"dagger_poison2530","Art/2DArt/SkillIcons/passives/masterydaggerdex.dds","[3829,11579]",15,20,0,0,20167,"Dagger Ailment Damage and Poison Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2055,"dagger_crit2532","Art/2DArt/SkillIcons/passives/masterydaggerdex.dds",[558],20,0,0,0,14157,"Dagger Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2056,"dagger_mobility2533","Art/2DArt/SkillIcons/passives/masterydaggerdex.dds","[11595,177]",10,3,0,0,3424,"Dagger Damage and Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2057,"dagger_leech2535","Art/2DArt/SkillIcons/passives/masterydaggerdex.dds","[11595,2695]",12,30,0,0,20611,"Dagger Damage and Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2058,"dagger_leech2536","Art/2DArt/SkillIcons/passives/masterydaggerdex.dds","[11595,603]",12,40,0,0,42608,"Dagger Damage and Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2059,"dagger_leech_notable2537","Art/2DArt/SkillIcons/passives/ChaosDamageOverTimeNotable2.dds","[10192,150]",10,17,0,0,44988,"Wasting",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2060,"wand_crit_notable2538","Art/2DArt/SkillIcons/passives/masterywand.dds","[2416,2417,576]",60,30,20,0,52031,"Disintegration",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2061,"two_hand_crit2539","Art/2DArt/SkillIcons/passives/criticalstrikechance2.dds","[623,336]",20,8,0,0,29185,"Two Handed Melee Critical Strike Chance and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2062,"two_hand_crit2540","Art/2DArt/SkillIcons/passives/criticalstrikechance2.dds",[],0,0,0,0,22780,"[UNUSED] 2H STUFF",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2063,"two_hand_crit2541","Art/2DArt/SkillIcons/passives/criticalstrikechance2.dds","[623,336]",20,8,0,0,58803,"Two Handed Melee Critical Strike Chance and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2064,"two_hand_crit_notable2542","Art/2DArt/SkillIcons/passives/criticalstrikemultiplier2.dds",[624],45,0,0,0,32059,"Titanic Impacts",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2065,"two_hand_stun2545","Art/2DArt/SkillIcons/passives/2handeddamage.dds","[333,11590,334]",10,10,10,0,15438,"Two Handed Melee Damage and Stun Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2066,"two_hand_stun2546","Art/2DArt/SkillIcons/passives/2handeddamage.dds","[333,11590,108]",14,14,5,0,8426,"Two Handed Melee Damage and Reduced Enemy Stun Threshold",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2067,"two_hand_stun2547","Art/2DArt/SkillIcons/passives/2handeddamage.dds","[333,11590,334]",14,14,20,0,29034,"Two Handed Melee Damage and Stun Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2068,"two_hand_stun_notable2548","Art/2DArt/SkillIcons/passives/2handeddamage.dds","[333,11590,5815,3830]",25,25,5,10,35436,"Kinetic Impacts",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2069,"dual_wield_crits2549","Art/2DArt/SkillIcons/passives/criticalstrikechance2.dds",[656],20,0,0,0,30626,"Dual Wield Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2070,"shield_damage_block2550","Art/2DArt/SkillIcons/passives/ShieldAttackDamage.dds","[23,3452,6424]",30,14,14,0,44922,"Shield Damage and Defences",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2071,"shield_damage_block2551","Art/2DArt/SkillIcons/passives/ShieldAttackDamage.dds","[3452,19,6424]",10,3,10,0,48813,"Shield Damage and Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2072,"shield_damage_block2552","Art/2DArt/SkillIcons/passives/ShieldAttackDamage.dds","[3452,6424]",12,12,0,0,10851,"Shield Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2073,"shield_damage_block_notable2553_","Art/2DArt/SkillIcons/passives/ShieldAttackDamage.dds","[3452,19,6424,5429]",30,5,30,10,861,"Aggressive Bastion",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2074,"shield_damage_elemental2554","Art/2DArt/SkillIcons/passives/ShieldNodeOffensive.dds",[15236],3,0,0,0,19919,"Spell Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2075,"shield_damage_elemental2555","Art/2DArt/SkillIcons/passives/ShieldNodeOffensive.dds","[15236,141]",3,4,0,0,62767,"Spell Block and Elemental Resistances",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2076,"shield_damage_elemental2556","Art/2DArt/SkillIcons/passives/ShieldNodeOffensive.dds","[15236,141]",3,4,0,0,63138,"Spell Block and Elemental Resistances",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2077,"shield_damage_elemental_notable2557","Art/2DArt/SkillIcons/passives/GenericSpellBlockNotable.dds","[15236,15235,141]",6,50,8,0,6967,"Safeguard",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2078,"shield_damage_elemental2558","Art/2DArt/SkillIcons/passives/ShieldNodeOffensive.dds",[15236],3,0,0,0,55743,"Spell Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2079,"shield_damage2559","Art/2DArt/SkillIcons/passives/lifegainpertarget.dds",[343],5,0,0,0,3634,"Life on Hit",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2080,"shield_damage2560","Art/2DArt/SkillIcons/passives/lifegainpertarget.dds",[2695],30,0,0,0,41819,"Life Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2081,"shield_damage2561","Art/2DArt/SkillIcons/passives/LifeRecoupNode.dds","[104,9540]",15,4,0,0,4105,"Life on Kill and Recoup",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2082,"staff_accu2566","Art/2DArt/SkillIcons/passives/damagestaff.dds","[87,75]",8,4,0,0,49698,"Staff Attack Speed and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2083,"staff_accu2567","Art/2DArt/SkillIcons/passives/damagestaff.dds","[87,75]",8,4,0,0,18146,"Staff Attack Speed and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2084,"staff_accu2568","Art/2DArt/SkillIcons/passives/damagestaff.dds","[87,75]",6,4,0,0,12013,"Staff Attack Speed and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2085,"staff_accu_notable2569","Art/2DArt/SkillIcons/passives/MeleeUtility.dds","[1231,6639]",2,12,0,0,64077,"Warrior Training",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2086,"staff_damage_block2570","Art/2DArt/SkillIcons/passives/damagestaff.dds","[11600,409]",10,2,0,0,41599,"Staff Damage and Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2087,"staff_damage_block2571","Art/2DArt/SkillIcons/passives/damagestaff.dds","[11600,409]",12,3,0,0,55926,"Staff Damage and Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2088,"staff_damage_block2572","Art/2DArt/SkillIcons/passives/damagestaff.dds","[11600,117]",15,15,0,0,1761,"Staff Damage and Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2089,"staff_damage_block_notable2573","Art/2DArt/SkillIcons/passives/StaffNotable3.dds","[11600,5224,409]",30,800,8,0,36859,"Steelwood Stance",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2090,"staff_elemental_damage2577","Art/2DArt/SkillIcons/passives/damagestaff.dds","[9822,3912]",10,2,0,0,22728,"Staff Elemental Damage and Penetration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2091,"staff_elemental_damage2578","Art/2DArt/SkillIcons/passives/damagestaff.dds",[9822],16,0,0,0,46715,"Staff Elemental Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2092,"staff_elemental_damage2579","Art/2DArt/SkillIcons/passives/damagestaff.dds","[9822,3912]",10,2,0,0,46672,"Staff Elemental Damage and Penetration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2093,"staff_elemental_damage_notable2580","Art/2DArt/SkillIcons/passives/StaffNotable2.dds","[9822,3912]",30,5,0,0,56094,"One with the River",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2094,"staff_damage_block2581","Art/2DArt/SkillIcons/passives/damagestaff.dds","[2797,2415]",12,20,0,0,33983,"Staff Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2095,"staff_damage_block2582","Art/2DArt/SkillIcons/passives/damagestaff.dds","[2797,2415]",12,20,0,0,45486,"Staff Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2096,"staff_damage_block2583","Art/2DArt/SkillIcons/passives/damagestaff.dds","[2797,2415]",12,20,0,0,15716,"Staff Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2097,"staff_damage_accuracy2584","Art/2DArt/SkillIcons/passives/staffaccuracy.dds",[87],14,0,0,0,34327,"Staff Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2098,"staff_damage_accuracy25842","Art/2DArt/SkillIcons/passives/staffaccuracy.dds",[87],14,0,0,0,53945,"Staff Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2099,"bow_area_notable2586","Art/2DArt/SkillIcons/passives/deadlydraw.dds","[10621,8101]",10,30,0,0,48823,"Deadly Draw",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2100,"mana_arcane_surge2587","Art/2DArt/SkillIcons/passives/mana.dds",[128],8,0,0,0,22472,"Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2101,"mana_arcane_surge2588_","Art/2DArt/SkillIcons/passives/mana.dds","[128,9996]",8,10,0,0,57167,"Mana and Arcane Surge Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2102,"mana_arcane_surge2589","Art/2DArt/SkillIcons/passives/mana.dds","[128,130]",8,10,0,0,28076,"Mana and Mana Regeneration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2103,"mana_arcane_surge_notable2590","Art/2DArt/SkillIcons/passives/ManaandArcaneSurge.dds","[128,8649,9997]",15,10,10,0,51108,"Arcane Capacitor",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2104,"mana_curse2592","Art/2DArt/SkillIcons/passives/LifeandCurses.dds",[15232],2,0,0,0,64401,"Life on Kill against Cursed Enemies",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2105,"mana_curse2593","Art/2DArt/SkillIcons/passives/LifeandCurses.dds",[15232],2,0,0,0,59114,"Life on Kill against Cursed Enemies",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2106,"mana_curse2594","Art/2DArt/SkillIcons/passives/LifeandCurses.dds",[15232],2,0,0,0,55558,"Life on Kill against Cursed Enemies",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2107,"mana_curse_notable2595","Art/2DArt/SkillIcons/passives/LifeandCursesN.dds","[15234,15233]",-50,120,0,0,51748,"Carrion",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2108,"power_charges2603","Art/2DArt/SkillIcons/passives/chargeint.dds",[487],8,0,0,0,12888,"Mana Regeneration per Power Charge",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2109,"power_charges2604","Art/2DArt/SkillIcons/passives/chargeint.dds",[555],8,0,0,0,16954,"Critical Strike Chance per Power Charge",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2110,"power_charges2605","Art/2DArt/SkillIcons/passives/chargeint.dds",[3485],5,0,0,0,12783,"Critical Strike Multiplier per Power Charge",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2111,"power_charges_notable2606","Art/2DArt/SkillIcons/passives/PowerChargeNotable.dds","[8460,1396,6136]",1,8,8,0,9261,"Disciple of the Forbidden",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2112,"mana_spell_damage2608","Art/2DArt/SkillIcons/passives/mana.dds","[128,25]",5,10,0,0,43000,"Mana and Spell Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2113,"mana_spell_damage_notable2609","Art/2DArt/SkillIcons/passives/ManaandSpellDamage.dds","[128,10002]",20,2,0,0,10115,"Prodigal Perfection",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2114,"mana_spell_block2610","Art/2DArt/SkillIcons/passives/mana.dds","[128,2091]",5,2,0,0,50826,"Mana and Spell Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2115,"mana_spell_block_notable2611","Art/2DArt/SkillIcons/passives/ManaandSpellBlock.dds","[2091,10003]",6,1,0,0,18174,"Mystic Bulwark",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2116,"mana_spell_damage_block2613","Art/2DArt/SkillIcons/passives/mana.dds","[128,127]",10,20,0,0,12913,"Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2117,"mana_mana_flask2614","Art/2DArt/SkillIcons/passives/flaskint.dds","[400,460]",10,5,0,0,60648,"Mana Flasks",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2118,"mana_mana_flask2615","Art/2DArt/SkillIcons/passives/flaskint.dds","[400,460]",10,5,0,0,42981,"Mana Flasks",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2119,"mana_mana_flask_notable2616","Art/2DArt/SkillIcons/passives/ManaFlasksOften.dds","[10006,460]",15,25,0,0,53802,"Essence Extraction",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2120,"minion_damage2618","Art/2DArt/SkillIcons/passives/minionattackspeed.dds","[2092,2093]",4,4,0,0,9370,"Minion Attack and Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2121,"minion_damage2619","Art/2DArt/SkillIcons/passives/minionattackspeed.dds","[2092,2093]",4,4,0,0,44360,"Minion Attack and Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2122,"minion_damage2620","Art/2DArt/SkillIcons/passives/minionattackspeed.dds","[2092,2093]",4,4,0,0,6685,"Minion Attack and Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2123,"minion_damage_notable2621","Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds","[617,9981]",30,30,0,0,29381,"Ravenous Horde",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2124,"minion_duration2623","Art/2DArt/SkillIcons/passives/miniondamageBlue.dds",[488],10,0,0,0,35702,"Minion Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2125,"minion_duration2624_","Art/2DArt/SkillIcons/passives/DurationofMinionsNode.dds","[4478,488]",12,12,0,0,22062,"Minion Damage and Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2126,"minion_duration2625","Art/2DArt/SkillIcons/passives/DurationofMinionsNode.dds","[4478,488]",12,12,0,0,15081,"Minion Damage and Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2127,"minion_duration_notable2626","Art/2DArt/SkillIcons/passives/DurationofMinionsNotable.dds","[4478,6775,215]",20,30,20,0,7688,"Enduring Bond",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2128,"minion_area_of_effect2628","Art/2DArt/SkillIcons/passives/AreaofEffectofMinionsNode.dds",[2674],15,0,0,0,48713,"Minion Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2129,"minion_area_of_effect2629","Art/2DArt/SkillIcons/passives/AreaofEffectofMinionsNode.dds",[2674],15,0,0,0,7898,"Minion Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2130,"minion_area_of_effect_notable2630","Art/2DArt/SkillIcons/passives/AreaofEffectofMinionsNotable.dds","[2674,9986]",15,15,0,0,35685,"Fearsome Force",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2131,"minion_life_resists2631","Art/2DArt/SkillIcons/passives/minionlife.dds",[159],12,0,0,0,29171,"Minion Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2132,"minion_life_resists2632","Art/2DArt/SkillIcons/passives/MinionElementalResistancesNode.dds","[159,2096]",8,8,0,0,30658,"Minion Life and Elemental Resistances",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2133,"minion_life_resists2633","Art/2DArt/SkillIcons/passives/minionlife.dds","[159,3719]",8,8,0,0,31103,"Minion Life and Physical Damage Reduction",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2134,"minion_life_resists_notable2634","Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds","[159,2096,3719,9982]",15,15,15,1,25409,"Indomitable Army",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2135,"minion_mana2636","Art/2DArt/SkillIcons/passives/clustersLinknode1.dds",[15172],-10,0,0,0,57565,"Link Mana Cost",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2136,"minion_mana2637_","Art/2DArt/SkillIcons/passives/clustersLinknode1.dds","[15172,15173]",-10,10,0,0,2348,"Link Mana Cost and Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2137,"minion_mana_notable2638","Art/2DArt/SkillIcons/passives/clustersLink2.dds","[15172,15180]",-10,30,0,0,44788,"Inspiring Bond",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2138,"golem2639","Art/2DArt/SkillIcons/passives/GolemsNode.dds","[5129,5122]",20,15,0,0,15167,"Golem Life and Buff Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2139,"golem2640","Art/2DArt/SkillIcons/passives/GolemsNode.dds","[5129,5122]",20,15,0,0,24872,"Golem Life and Buff Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2140,"golem_notable2641","Art/2DArt/SkillIcons/passives/GolemsNotable.dds","[2892,5129]",1,40,0,0,34506,"Golem Commander",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2141,"mana_mana_flask2642","Art/2DArt/SkillIcons/passives/flaskstr.dds","[399,739]",10,10,0,0,23438,"Life Flasks and Flask Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2142,"mana_mana_flask2643","Art/2DArt/SkillIcons/passives/flaskstr.dds","[399,739]",10,10,0,0,16602,"Life Flasks and Flask Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2143,"mana_mana_flask_notable2644","Art/2DArt/SkillIcons/passives/LifeFlasks.dds","[399,15095]",30,1,0,0,41137,"Field Medicine",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2144,"mine_area_of_effect2646","Art/2DArt/SkillIcons/passives/MineAreaOfEffectNode.dds",[10054],10,0,0,0,31371,"Mine Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2145,"mine_area_of_effect2647","Art/2DArt/SkillIcons/passives/MineAreaOfEffectNode.dds",[10054],10,0,0,0,40751,"Mine Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2146,"mine_area_of_effect2648","Art/2DArt/SkillIcons/passives/trapdamage.dds",[1789],10,20,0,0,31112,"Mine Damage and Detonation Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2147,"mine_area_of_effect_notable2649","Art/2DArt/SkillIcons/passives/MineAreaOfEffectNotable.dds","[10056,10055]",30,15,0,0,6233,"Blast Waves",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2148,"mine_throwing_speed2651","Art/2DArt/SkillIcons/passives/trapsspeed.dds",[1839],5,0,0,0,57615,"Mine Throwing Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2149,"mine_criticals2653","Art/2DArt/SkillIcons/passives/trapsradius.dds",[2807],30,0,0,0,52522,"Mine Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2150,"mine_criticals2654","Art/2DArt/SkillIcons/passives/trapcriticalstrike.dds",[2848],15,0,0,0,11716,"Mine Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2151,"mine_criticals2655","Art/2DArt/SkillIcons/passives/trapsradius.dds","[2807,2848]",15,8,0,0,42744,"Mine Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2152,"mine_criticals_notable2656","Art/2DArt/SkillIcons/passives/MineCriticalStrikesNotable.dds","[10059,10060]",10,4,0,0,45608,"Successive Detonations",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2153,"mine_mana_reservation2658","Art/2DArt/SkillIcons/passives/MineManaReservationNode.dds","[1789,14939]",8,10,0,0,42006,"Mine Damage and Reservation Efficiency",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2154,"mine_mana_reservation2659","Art/2DArt/SkillIcons/passives/MineManaReservationNode.dds","[1789,14939]",8,10,0,0,18661,"Mine Damage and Reservation Efficiency",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2155,"mine_mana_reservation_notable2660","Art/2DArt/SkillIcons/passives/MineManaReservationNotable.dds","[14939,12117]",30,15,0,0,44102,"Efficient Explosives",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2156,"critical_ignite_notable2661","Art/2DArt/SkillIcons/passives/SearingHeat.dds",[1328],15,0,0,0,38849,"Searing Heat",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2157,"critical_chance_with_spells2662","Art/2DArt/SkillIcons/passives/firedamageint.dds",[611],15,0,0,0,27709,"Ignite Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2158,"critical_chance_with_spells_ignite_critical_multiplier2663","Art/2DArt/SkillIcons/passives/firedamageint.dds",[1328],5,0,0,0,28887,"Faster Ignite",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2159,"critical_dot_mult_notable2664","Art/2DArt/SkillIcons/passives/DireTorment.dds","[554,6062]",40,25,0,0,9015,"Dire Torment",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2160,"critical_chance2265","Art/2DArt/SkillIcons/passives/criticalstrikechance.dds",[554],25,0,0,0,23439,"Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2161,"critical_ailment_dot_multiplier2666","Art/2DArt/SkillIcons/passives/AilmentDamageCritMultiplier.dds",[6062],14,0,0,0,39524,"Critical Ailment Damage Over Time Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2162,"totem_ranged_damage2667","Art/2DArt/SkillIcons/passives/RangedTotemAttackSpeed.dds","[1838,1342]",5,10,0,0,4750,"Totem Attack and Placement Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2163,"totem_ranged_damage2668","Art/2DArt/SkillIcons/passives/RangedTotemAttackSpeed.dds","[1838,1342]",5,10,0,0,58288,"Totem Attack and Placement Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2164,"totem_ranged_damage2669","Art/2DArt/SkillIcons/passives/RangedTotemDamage.dds","[1788,1342]",10,10,0,0,63618,"Totem Damage and Placement Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2165,"totem_ranged_crits2681","Art/2DArt/SkillIcons/passives/RangedTotemCriticalStrikes.dds","[3048,3049]",20,10,0,0,42632,"Totem Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
