"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag"
3261,2820,1,1,"grant_micro","","","Adds the Winter Dragon Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",503
3262,2821,1,1,"grant_micro","","","The Winter Dragon Apparition possesses your amulet.",[],"","Amulet Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],503
3263,2822,1,1,"grant_micro","","","Changes the appearance of any equipped One Hand Sword, Mace or Axe to the Winter Dragon Sword.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",503
3264,2823,1,1,"grant_micro","","","Changes the appearance of any equipped Two Hand Sword, Axe or Mace to a Winter Dragon LongSword.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],503
3265,2824,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to the Winter Dragon Bow.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],503
3266,2825,1,1,"grant_micro","","","Changes the appearance of any equipped Quiver to the Winter Dragon Quiver.",[],"","Quiver Skin","",[],[],0,"",0,"",2,[],[],[],0,[4],503
3267,2826,1,1,"grant_micro","","","Adds the Winter Dragon Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",503
3268,2827,1,1,"grant_micro","","","Attaches the Winter Dragon Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],503
3269,2828,1,1,"grant_micro","","","Adds Winter Dragon Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[],10,[13],503
3270,2829,1,1,"modify_portal_variation","","","This character's portals use the Winter Dragon Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],503
3271,2830,1,1,"grant_micro","","","Your Dominating Blow becomes a Celestial Effect.",[],"","Dominating Blow Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],317
3272,2831,1,1,"grant_micro","","","Your Warcry becomes a Celestial Effect.",[],"","Warcry Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],317
3273,2832,1,1,"grant_micro","","","Your Fist of War becomes a Judgement Effect.",[],"","Fist of War Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],472
3274,2833,1,1,"grant_micro","","","Your Fist of War becomes a Golden Celestial Effect.",[],"","Celestial Fist of War Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],317
3275,2834,1,1,"grant_micro","","","Attaches the Spellblade Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],468
3276,2835,1,1,"grant_micro","","","Adds the Spellblade Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],468
3277,2836,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Master Spellblade Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],468
3278,2837,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Master Spellblade Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],468
3279,2838,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Master Spellblade Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],468
3280,2839,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Master Spellblade Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],468
3281,2840,1,1,"grant_micro","","","Adds the Master Spellblade Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],468
3282,2841,1,1,"grant_micro","","","Attaches the Eagle Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],468
3283,2842,1,1,"grant_micro","","","Adds the Eagle Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],468
3284,2843,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Imperial Eagle Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],468
3285,2844,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Imperial Eagle Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],468
3286,2845,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Imperial Eagle Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],468
3287,2846,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Imperial Eagle Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],468
3288,2847,1,1,"grant_micro","","","Adds the Imperial Eagle Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],468
3289,2848,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Heist Brimmed Hat.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],468
3290,2849,1,1,"grant_micro","","","Adds the Tencent Anniversary 3 Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],333
3291,2850,1,1,"grant_micro","","","Adds the Tencent Anniversary 3 Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],333
3292,2851,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to Nenet's Hood.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],468
3293,2852,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to Huck's Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],468
3294,2853,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to Vinderi's Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],468
3295,2854,1,1,"modify_portal_variation","","","This character's portals use the Heist Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],468
3296,2855,1,1,"grant_micro","","","Adds the Sunrise Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",469
3297,2856,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Sunrise Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],469
3298,2857,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Sunrise Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],469
3299,2858,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Sunrise Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],469
3300,2859,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Sunrise Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],469
3301,2860,1,1,"grant_micro","","","Adds the Sunrise Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],469
3302,2861,1,1,"grant_micro","","","Adds the Sunrise Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],469
3303,2862,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Sunrise Shield.",[],"","Shield Skin","",[],[],0,"",0,"",2,[],[],[],0,[4],469
3304,2863,1,1,"grant_micro","","","Attaches the Sunrise Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],469
3305,2864,1,1,"grant_micro","","","Adds the Sunrise Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",469
3306,2865,1,1,"grant_micro","","","Adds Sunrise Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[],10,[13],469
3307,2866,1,1,"grant_micro","","","This character's portals use the Sunrise Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],469
3308,2867,1,1,"grant_micro","","","Your Aura becomes a Sunrise Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[],17,[24],469
3309,2868,1,1,"grant_micro","","","Your Blood and Sand and Flesh and Stone becomes a Sunrise Effect.",[],"","Blood and Sand Skin","",[],[],0,"",0,"",2,[],[],[],17,[24],469
3310,2869,1,1,"grant_micro","","","Adds the Nightfall Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",469
3311,2870,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Nightfall Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],469
3312,2871,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Nightfall Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],469
3313,2872,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Nightfall Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],469
3314,2873,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Nightfall Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],469
3315,2874,1,1,"grant_micro","","","Adds the Nightfall Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],469
3316,2875,1,1,"grant_micro","","","Adds the Nightfall Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],469
3317,2876,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, Dagger, Wand, Claw or One Hand Axe to the Nightfall Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",469
3318,2877,1,1,"grant_micro","","","Attaches the Nightfall Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],469
3319,2878,1,1,"grant_micro","","","Adds the Nightfall Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",469
3320,2879,1,1,"grant_micro","","","Adds Nightfall Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[],10,[13],469
3321,2880,1,1,"grant_micro","","","This character's portals use the Nightfall Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],469
3322,2881,1,1,"grant_micro","","","Your Aura becomes a Nightfall Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[],17,[24],469
3323,2882,1,1,"grant_micro","","","Your Flame Dash becomes a Nightfall Effect.",[],"","Flame Dash Skin","",[],[],0,"",0,"",2,[],[],[],17,[24],469
3324,2883,1,1,"grant_micro","","","Adds the Twilight Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",469
3325,2884,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Twilight Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],469
3326,2885,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Twilight Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],469
3327,2886,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Twilight Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],469
3328,2887,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Twilight Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],469
3329,2888,1,1,"grant_micro","","","Adds the Twilight Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],469
3330,2889,1,1,"grant_micro","","","Adds the Twilight Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],469
3331,2890,1,1,"grant_micro","","","Adds Twilight Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[],10,[13],469
3332,2891,1,1,"grant_micro","","","This character's portals use the Twilight Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],469
3333,2892,1,1,"grant_micro","","","Attaches the Twilight Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"","",[],[],[],16,[15],469
3334,2893,1,1,"grant_micro","","","Your Explosive Arrow becomes a Twilight Effect.",[],"","Explosive Arrow Skin","",[],[],0,"",0,"","",[],[],[],17,[24],469
3335,2894,1,1,"grant_micro","","","Attaches the Celestial Tentacles Character Effect I to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[],16,[15],317
3336,2895,1,1,"grant_micro","","","Attaches the Celestial Tentacles Character Effect II to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[],16,[15],317
3337,2896,1,1,"grant_micro","","","Attaches the Celestial Tentacles Character Effect III to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[],16,[15],317
3338,2897,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Savage Ethercraft Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],470
3339,2898,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Savage Ethercraft Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],470
3340,2899,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Savage Ethercraft Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],470
3341,2900,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Savage Ethercraft Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],470
3342,2901,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Enraged Ethercraft Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],470
3343,2902,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Enraged Ethercraft Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],470
3344,2903,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Enraged Ethercraft Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],470
3345,2904,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Enraged Ethercraft Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],470
3346,2905,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Tranquil Ethercraft Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],470
3347,2906,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Tranquil Ethercraft Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],470
3348,2907,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Tranquil Ethercraft Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],470
3349,2908,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Tranquil Ethercraft Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],470
3350,2909,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Chaotic Ethercraft Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],470
3351,2910,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Chaotic Ethercraft Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],470
3352,2911,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Chaotic Ethercraft Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],470
3353,2912,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Chaotic Ethercraft Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],470
3354,2913,1,1,"grant_micro","","","Adds the Savage Ethercraft Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],470
3355,2914,1,1,"grant_micro","","","Adds the Enraged Ethercraft Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],470
3356,2915,1,1,"grant_micro","","","Adds the Tranquil Ethercraft Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],470
3357,2916,1,1,"grant_micro","","","Adds the Chaotic Ethercraft Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],470
3358,2917,1,1,"grant_micro","","","Adds the Savage Ethercraft Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",470
3359,2918,1,1,"grant_micro","","","Adds the Enraged Ethercraft Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",470
3360,2919,1,1,"grant_micro","","","Adds the Tranquil Ethercraft Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",470
3361,2920,1,1,"grant_micro","","","Adds the Chaotic Ethercraft Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",470
3362,2921,1,1,"grant_micro","","","Your Aura becomes a Savage Ethercraft Effect.",[],"","Aura Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],470
3363,2922,1,1,"grant_micro","","","Your Aura becomes an Enraged Ethercraft Effect.",[],"","Aura Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],470
3364,2923,1,1,"grant_micro","","","Your Aura becomes a Tranquil Ethercraft Effect.",[],"","Aura Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],470
3365,2924,1,1,"grant_micro","","","Your Aura becomes a Chaotic Ethercraft Effect.",[],"","Aura Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],470
3366,2925,1,1,"grant_micro","","","Your Glacial Cascade becomes an Illusionist Effect.",[],"","Glacial Cascade Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],432
3367,2926,1,1,"grant_micro","","","Your Volatile Dead becomes a Void Effect.",[],"","Volatile Dead Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],379
3368,2927,1,1,"grant_micro","","","Your Detonate Dead becomes a Void Effect.",[],"","Detonate Dead Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],379
3369,2928,1,1,"grant_micro","","","Your Desecrate becomes a Void Effect.",[],"","Desecrate Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],379
3370,2929,1,1,"grant_micro","","","Your Discharge becomes a Celestial Effect.",[],"","Discharge Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],317
3371,2930,1,1,"grant_micro","","","Your Ball Lightning becomes an Automaton Effect.",[],"","Ball Lightning Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],365
3372,2931,1,1,"grant_micro","","","Your Crackling Lance becomes an Automaton Effect.",[],"","Crackling Lance Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],365
3373,2932,1,1,"grant_micro","","","Your Blade Vortex becomes a Transcendence Effect.",[],"","Blade Vortex Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],421
3374,2933,1,1,"grant_micro","","","Your Firestorm becomes a Stygian Effect.",[],"","Firestorm Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],356
3375,2934,1,1,"grant_micro","","","Your Flame Wall becomes a Stygian Effect.",[],"","Flame Wall Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],356
3376,2935,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Temple Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],413
3377,2936,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Temple Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],413
3378,2937,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Temple Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],413
3379,2938,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Temple Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],413
3380,2939,1,1,"grant_micro","","","Adds the Temple Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],413
3381,2940,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, Axe, Two Hand Mace or Staff to the Temple Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[],0,"[1,4]",413
3382,2941,1,1,"grant_micro","","","Adds the Temple Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",413
3383,2942,1,1,"grant_micro","","","Attaches the Temple Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",1,[],[],[],16,[15],413
3384,2943,1,1,"modify_portal_variation","","","This character's portals use the Temple Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],413
3385,2944,1,1,"grant_micro","","","Your Lancing Steel becomes a Temple Effect.",[],"","Lancing Steel Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],413
3386,2945,1,1,"grant_micro","","","Your Shattering Steel becomes a Temple Effect.",[],"","Shattering Steel Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],413
3387,2946,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Darkwood Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],471
3388,2947,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Darkwood Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],471
3389,2948,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Darkwood Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],471
3390,2949,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Darkwood Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],471
3391,2950,1,1,"grant_micro","","","Adds the Glimmersprite Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],477
3392,2951,1,1,"grant_micro","","","Adds the Darkwood Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],471
3393,2952,1,1,"grant_micro","","","Changes the appearance of any equipped Dagger, Claw, Wand, Sword, One Hand Mace, One Hand Axe, Bow or Quiver to the Darkwood Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[],0,"[1,4]",471
3394,2953,1,1,"grant_micro","","","Adds the Darkwood Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",471
3395,2954,1,1,"grant_micro","","","Adds Darkwood Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",1,[],[],[],10,[13],471
3396,2955,1,1,"modify_portal_variation","","","This character's portals use the Darkwood Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],471
3397,2956,1,1,"grant_micro","","","Your Aura becomes a Darkwood Effect.",[],"","Aura Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],471
3398,2957,1,1,"grant_micro","","","Your Herald becomes a Darkwood Effect.",[],"","Herald Skin","",[],[],0,"",0,"","",[],[],[],17,[24],471
3399,2958,1,1,"grant_micro","","","Your Spectres have a Darkwood Skin.",[],"","Raise Spectre Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],471
3400,2959,1,1,"grant_micro","","","Your Carrion Golems become Darkwood Carrion Golems.",[],"","Carrion Golem Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],471
3401,2960,1,1,"grant_micro","","","Your Volatile Dead becomes a Darkwood Effect.",[],"","Volatile Dead Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],471
3402,2961,1,1,"grant_micro","","","Your Cremation becomes a Darkwood Effect.",[],"","Cremation Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],471
3403,2962,1,1,"grant_micro","","","Your Carrion Golems becomes Celestial Carrion Golems.",[],"","Carrion Golem Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],317
3404,2963,1,1,"grant_micro","","","Your Void Sphere becomes a Divine Effect.",[],"","Void Sphere Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],313
3405,2964,1,1,"grant_micro","","","Adds the Sword Through Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",298
3406,2965,1,1,"modify_portal_variation","","","This character's portals use the Guillotine Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],298
3407,2966,1,1,"grant_micro","","","Your Summon Raging Spirit now creates stygian eyeballs.",[],"","Raging Spirits Skin","",[],[],0,"",0,"","",[],[],[],17,[24],364
3408,2967,1,1,"grant_micro","","","Your Banner now has a Demonic Eye skin.",[],"","Banner Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],302
3409,2968,1,1,"grant_micro","","","Your Molten Shell becomes a Viper Effect.",[],"","Molten Shell Skin","",[],[],0,"",0,"",1,[],[],[],17,[24],423
3410,2969,1,1,"grant_micro","","","Attaches the Verdant Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",1,[],[],[],16,[15],308
3411,2970,1,1,"grant_micro","","","Adds the Survivor's Goggles to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",306
3412,2971,1,1,"modify_portal_variation","","","This character's portals use the Crescent Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],484
3413,2972,1,1,"grant_micro","","","Adds the Crescent Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],484
3414,2973,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Silver Crescent Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],484
3415,2974,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Silver Crescent Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],484
3416,2975,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Silver Crescent Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],484
3417,2976,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Silver Crescent Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],484
3418,2977,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Silver Crescent Alternate Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],484
3419,2978,1,1,"grant_micro","","","Changes the appearance of any equipped weapon to the Silver Crescent Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",484
