"rownum","BaseItemTypesKey","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","Scroll","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","ChangedForHardmode","DescriptionHardmode","IsGold","bool"
2821,2290,1,1,"grant_micro","","","Your Arc becomes a Celestial Effect.",[],"","Arc Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],367,"","","",""
2822,2291,1,1,"grant_micro","","","Your Lacerate becomes a Celestial Effect.",[],"","Lacerate Skin","",[],[],0,"",0,"","",[],[],[],17,[37],367,"","","",""
2823,2292,1,1,"grant_micro","","","Your Blight becomes a Celestial Effect.",[],"","Blight Skin","",[],[],0,"",0,"","",[],[],[],17,[37],367,"","","",""
2824,2293,1,1,"grant_micro","","","Your Cyclone becomes a Celestial Effect.",[],"","Cyclone Skin","",[],[],0,"",0,"","",[],[],[],17,[37],367,"","","",""
2825,2294,1,1,"grant_micro","","","Adds the Lich Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",491,"","","",""
2826,2295,1,1,"grant_micro","","","Your Aura becomes a Lich Effect.",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[37],491,"","","",""
2827,2296,1,1,"grant_micro","","","Adds the Lich Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],491,"","","",""
2828,2297,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Bane Lich Hood.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],491,"","","",""
2829,2298,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Bane Lich Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],491,"","","",""
2830,2299,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Bane Lich Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],491,"","","",""
2831,2300,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Bane Lich Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],491,"","","",""
2832,2301,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Bane Lich Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],491,"","","",""
2833,2302,1,1,"grant_micro","","","Adds the Bane Lich Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],491,"","","",""
2834,2303,1,1,"grant_micro","","","Adds the Sentinel Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",491,"","","",""
2835,2304,1,1,"grant_micro","","","Adds the Sentinel Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],491,"","","",""
2836,2305,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, Axe or Two Hand Mace to the Overlord Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[],0,"[1,4]",355,"","","",""
2837,2306,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Sentinel Overlord Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],491,"","","",""
2838,2307,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Sentinel Overlord Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],491,"","","",""
2839,2308,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Sentinel Overlord Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],491,"","","",""
2840,2309,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Sentinel Overlord Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],491,"","","",""
2841,2310,1,1,"grant_micro","","","Adds the Sentinel Overlord Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],491,"","","",""
2842,2311,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Ringmaster Hat.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],489,"","","",""
2843,2312,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Ringmaster Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],489,"","","",""
2844,2313,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Ringmaster Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],489,"","","",""
2845,2314,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Ringmaster Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],489,"","","",""
2846,2315,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Ringmaster Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],489,"","","",""
2847,2316,1,1,"grant_micro","","","Adds the Ringmaster Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],489,"","","",""
2848,2317,1,1,"grant_micro","","","Adds the Ringmaster Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],489,"","","",""
2849,2318,1,1,"grant_micro","","","Changes the appearance of any equipped Claw, Dagger, Wand, Sword, Mace, Axe or Bow to the Ringmaster Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",489,"","","",""
2850,2319,1,1,"grant_micro","","","Adds the Ringmaster Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",489,"","","",""
2851,2320,1,1,"modify_portal_variation","","","This character's portals use the Ringmaster Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],489,"","","",""
2852,2321,1,1,"grant_micro","","","Attaches the Ringmaster Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],489,"","","",""
2853,2322,1,1,"grant_micro","","","Adds Ringmaster Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],489,"","","",""
2854,2323,1,1,"grant_micro","","","Your Aura becomes a Ringmaster Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],489,"","","",""
2855,2324,1,1,"grant_micro","","","Your Whirling Blades become a Ringmaster Effect.",[],"","Whirling Blades Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],489,"","","",""
2856,2325,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Jovial Ringmaster Hat.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],489,"","","",""
2857,2326,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Jovial Ringmaster Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],489,"","","",""
2858,2327,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Jovial Ringmaster Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],489,"","","",""
2859,2328,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Jovial Ringmaster Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],489,"","","",""
2860,2329,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Jovial Ringmaster Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],489,"","","",""
2861,2330,1,1,"grant_micro","","","Adds the Jovial Ringmaster Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],489,"","","",""
2862,2331,1,1,"grant_micro","","","Adds the Jovial Ringmaster Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],489,"","","",""
2863,2332,1,1,"modify_portal_variation","","","This character's portals use the Jovial Ringmaster Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],489,"","","",""
2864,2333,1,1,"grant_micro","","","Adds Jovial Ringmaster Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],489,"","","",""
2865,2334,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Harlequin Hat.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],489,"","","",""
2866,2335,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Harlequin Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],489,"","","",""
2867,2336,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Harlequin Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],489,"","","",""
2868,2337,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Harlequin Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],489,"","","",""
2869,2338,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Harlequin Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],489,"","","",""
2870,2339,1,1,"grant_micro","","","Adds the Harlequin Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],489,"","","",""
2871,2340,1,1,"grant_micro","","","Adds the Harlequin Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],489,"","","",""
2872,2341,1,1,"grant_micro","","","Changes the appearance of any equipped Claw, Dagger, Wand, Sword, Axe, Mace or Staff to the Harlequin Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",489,"","","",""
2873,2342,1,1,"grant_micro","","","Adds the Harlequin Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",489,"","","",""
2874,2343,1,1,"modify_portal_variation","","","This character's portals use the Harlequin Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],489,"","","",""
2875,2344,1,1,"grant_micro","","","Attaches the Harlequin Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],489,"","","",""
2876,2345,1,1,"grant_micro","","","Adds Harlequin Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],489,"","","",""
2877,2346,1,1,"grant_micro","","","Your Aura becomes a Harlequin Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],489,"","","",""
2878,2347,1,1,"grant_micro","","","Your Leap Slam becomes a Harlequin Effect.",[],"","Leap Slam Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],489,"","","",""
2879,2348,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Dismal Harlequin Hat.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],489,"","","",""
2880,2349,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Dismal Harlequin Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],489,"","","",""
2881,2350,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Dismal Harlequin Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],489,"","","",""
2882,2351,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Dismal Harlequin Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],489,"","","",""
2883,2352,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Dismal Harlequin Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],489,"","","",""
2884,2353,1,1,"grant_micro","","","Adds the Dismal Harlequin Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],489,"","","",""
2885,2354,1,1,"grant_micro","","","Adds the Dismal Harlequin Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],489,"","","",""
2886,2355,1,1,"modify_portal_variation","","","This character's portals use the Dismal Harlequin Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],489,"","","",""
2887,2356,1,1,"grant_micro","","","Adds Dismal Harlequin Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],489,"","","",""
2888,2357,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Blight Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],491,"","","",""
2889,2358,1,1,"modify_portal_variation","","","This character's portals use the Blight Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],491,"","","",""
2890,2359,1,1,"grant_micro","","","Adds the Blight Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],491,"","","",""
2891,2360,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Blight Brimmed Hat.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],491,"","","",""
2892,2361,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Miracle Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],485,"","","",""
2893,2362,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Miracle Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],485,"","","",""
2894,2363,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Miracle Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],485,"","","",""
2895,2364,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Miracle Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],485,"","","",""
2896,2365,1,1,"grant_micro","","","Adds the Miracle Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],485,"","","",""
2897,2366,1,1,"modify_portal_variation","","","This character's portals use the Miracle Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],485,"","","",""
2898,2367,1,1,"grant_micro","","","Your Summoned Elemental, Chaos or Stone Golem becomes a miraculous creation.",[],"","Golem Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],485,"","","",""
2899,2368,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Void Emperor Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],488,"","","",""
2900,2369,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Void Emperor Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],488,"","","",""
2901,2370,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Void Emperor Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],488,"","","",""
2902,2371,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Void Emperor Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],488,"","","",""
2903,2372,1,1,"grant_micro","","","Adds the Void Emperor Wings to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],488,"","","",""
2904,2373,1,1,"grant_micro","","","Changes the appearance of any equipped Claw, Dagger, Wand, Sword, One Hand Axe or One Hand Mace to the Void Emperor Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,"[1,4]",488,"","","",""
2905,2374,1,1,"modify_portal_variation","","","This character's portals use the Void Emperor Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],488,"","","",""
2906,2375,1,1,"grant_micro","","","Attaches the Void Emperor Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],488,"","","",""
2907,2376,1,1,"grant_micro","","","Your Aura becomes a Void Emperor Effect.",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[37],488,"","","",""
2908,2377,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Havenwood Hood.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],492,"","","",""
2909,2379,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Havenwood Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],492,"","","",""
2910,2380,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Havenwood Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],492,"","","",""
2911,2378,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Havenwood Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],492,"","","",""
2912,2381,1,1,"grant_micro","","","Adds the Havenwood Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],492,"","","",""
2913,2382,1,1,"grant_micro","","","Attaches the Havenwood Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"","",[],[],[],16,[15],492,"","","",""
2914,2383,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to the Havenwood Bow.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,[1],492,"","","",""
2915,2384,1,1,"grant_micro","","","Changes the appearance of any equipped Quiver to the Havenwood Quiver.",[],"","Quiver Skin","",[],[],0,"",0,"","",[],[],[],0,[4],492,"","","",""
2916,2385,1,1,"modify_portal_variation","","","This character's portals use the Havenwood Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],492,"","","",""
2917,2386,1,1,"grant_micro","","","Adds the Divine Arcane Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],355,"","","",""
2918,2387,1,1,"modify_portal_variation","","","This character's portals use the Divine Arcane Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],363,"","","",""
2919,2388,1,1,"grant_micro","","","Changes the appearance of any equipped Two Hand Axe to the Arcane Infernal Axe.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,[1],355,"","","",""
2920,2389,1,1,"grant_micro","","","Your Leap Slam becomes a Celestial Effect.",[],"","Leap Slam Skin","",[],[],0,"",0,"","",[],[],[],17,[37],367,"","","",""
2921,2390,1,1,"grant_micro","","","Your Raised Spectre's Skins become Celestial.",[],"","Raise Spectre Skin","",[],[],0,"",0,"","",[],[],[],17,[37],367,"","","",""
2922,2391,1,1,"grant_micro","","","Your Raised Zombies become Celestial.",[],"","Raise Zombie Skin","",[],[],0,"",0,"","",[],[],[],17,[37],367,"","","",""
2923,2392,1,1,"grant_micro","","","Your Summoned Skeletons' Skins become Celestial.",[],"","Summon Skeletons Skin","",[],[],0,"",0,"","",[],[],[],17,[37],367,"","","",""
2924,2393,1,1,"grant_micro","","","The Chiyou Apparition possesses your character.",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],490,"","","",""
2925,2394,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Chiyou Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],490,"","","",""
2926,2395,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Chiyou Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],490,"","","",""
2927,2396,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Chiyou Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],490,"","","",""
2928,2397,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Chiyou Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],490,"","","",""
2929,2398,1,1,"grant_micro","","","Adds the Chiyou Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],490,"","","",""
2930,2399,1,1,"grant_micro","","","Adds the Chiyou Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],490,"","","",""
2931,2400,1,1,"grant_micro","","","Changes the appearance of any equipped Dagger, Wand, Claw, Axe, Mace, Sword, Staff or Bow to the Chiyou Weapon Skin.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",490,"","","",""
2932,2401,1,1,"grant_micro","","","Adds the Chiyou Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",490,"","","",""
2933,2402,1,1,"grant_micro","","","Adds Chiyou Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],490,"","","",""
2934,2403,1,1,"grant_micro","","","Attaches the Chiyou Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],490,"","","",""
2935,2404,1,1,"modify_portal_variation","","","This character's portals use the Chiyou Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],490,"","","",""
2936,2405,1,1,"grant_micro","","","Adds the Chiyou Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],490,"","","",""
2937,2406,1,1,"grant_micro","","","Your Raise Spectre becomes an Arcane Effect.",[],"","Raise Spectre Skin","",[],[],0,"",0,"","",[],[],[],17,[37],355,"","","",""
2938,2407,1,1,"grant_micro","","","Your Summon Raging Spirit's Skins become Celestial.",[],"","Summon Raging Spirits Skin","",[],[],0,"",0,"","",[],[],[],17,[37],367,"","","",""
2939,2408,1,1,"grant_micro","","","Your Pyroclast Mine becomes a Void Emperor Effect.",[],"","Pyroclast Mine Skin","",[],[],0,"",0,"","",[],[],[],17,[37],488,"","","",""
2940,2409,1,1,"grant_micro","","","Your Icicle Mine becomes a Void Emperor Effect.",[],"","Icicle Mine Skin","",[],[],0,"",0,"","",[],[],[],17,[37],488,"","","",""
2941,2410,1,1,"grant_micro","","","Your Stormblast Mine becomes a Void Emperor Effect.",[],"","Stormblast Mine Skin","",[],[],0,"",0,"","",[],[],[],17,[37],488,"","","",""
2942,2411,1,1,"grant_micro","","","Your Blastchain Mine Support, High-Impact Mine Support or Locus Mine Support becomes a Void Emperor Effect.",[],"","Remote Mine Support Skin","",[],[],0,"",0,"","",[],[],[],17,[37],488,"","","",""
2943,2412,1,1,"grant_micro","","","Your Summon Skitterbots' Skins becomes a Void Emperor Effect.",[],"","Summon Skitterbots Skin","",[],[],0,"",0,"","",[],[],[],17,[37],488,"","","",""
2944,2413,1,1,"modify_portal_variation","","","This character's portals use the Celestial Steam-powered Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],367,"","","",""
2945,2414,1,1,"grant_micro","","","Adds the Stygian Phoenix Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],406,"","","",""
2946,2415,1,1,"grant_micro","","","Adds the Eye in the Back to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],355,"","","",""
2947,2416,1,1,"modify_portal_variation","","","This character's portals use the Devourer Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],500,"","","",""
2948,2417,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Basilisk Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],494,"","","",""
2949,2418,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Basilisk Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],494,"","","",""
2950,2419,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Basilisk Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],494,"","","",""
2951,2420,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Basilisk Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],494,"","","",""
2952,2421,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Basilisk Helmet.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],6,[7],494,"","","",""
2953,2422,1,1,"grant_micro","","","Adds the Basilisk Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",494,"","","",""
2954,2423,1,1,"grant_micro","","","The Basilisk Apparition possesses your character.",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],494,"","","",""
2955,2424,1,1,"grant_micro","","","Adds the Basilisk Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],494,"","","",""
2956,2425,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Crusader Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],495,"","","",""
2957,2426,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Crusader Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],495,"","","",""
2958,2427,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Crusader Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],495,"","","",""
2959,2428,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Crusader Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],495,"","","",""
2960,2429,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Crusader Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],495,"","","",""
2961,2430,1,1,"grant_micro","","","Adds the Crusader Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],495,"","","",""
2962,2431,1,1,"grant_micro","","","The Crusader Apparition possesses your character.",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],495,"","","",""
2963,2432,1,1,"grant_micro","","","Adds the Crusader Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",495,"","","",""
2964,2433,1,1,"modify_portal_variation","","","This character's portals use the Crusader Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],495,"","","",""
2965,2434,1,1,"grant_micro","","","Adds the Crusader Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],495,"","","",""
2966,2435,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Eyrie Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],496,"","","",""
2967,2436,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Eyrie Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],496,"","","",""
2968,2437,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Eyrie Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],496,"","","",""
2969,2438,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Eyrie Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],496,"","","",""
