"rownum","Id","Label","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","DamageIncrementalEffectiveness","IgnoredStats","bool_100"
2593,"GAMamaBabyBurstThrown","","[605,488]",[1100],[40],1,0.055,0,[],""
2594,"GSIncenseCasterIncenseWave","","[605,11880]","[649,18228]","[-50,50]",3.5,0.1,0.0175,[],""
2595,"GAForsakenSonDoubleSlam","","[605,18634]",[2641],[120],1,0.055,0,[],""
2596,"GAForsakenSonDoubleSlamFireInfused","","[605,18634]","[1100,2900,2641]","[40,35,120]",1,0.055,0,[],""
2597,"GAForsakenSonLacerate","","[605,18621,18634]","[2900,2641]","[35,80]",1,0.055,0,[],""
2598,"GAForsakenSonFireNova","",[605],[1100],[85],1,0.055,0,[],""
2599,"GSDemonicSpikerBarrage","",[11880],[649],[-37],1,0,0,[],""
2600,"GAIncenseCasterSlam","","[605,11880]","[649,1100]","[-72,50]",1,0.055,0,[],""
2601,"GAGladiatorPitbullComboSlam","","[605,11880]",[],[],1,0.055,0,[],""
2602,"GAGladiatorMinotaurTearEarthOne","","[605,11880]",[1228],[25],1,0.055,0,[],""
2603,"GAGladiatorMinotaurTearEarthTwo","",[605],[],[],1,0.055,0,[],""
2604,"GAMutantBirdVomitSplat","","[605,18634,18621,488]",[2900],[100],1,0.055,0,[],""
2605,"GAMutantBirdVomitSplat2","","[605,18634,18621,488]",[],[],1,0.055,0,[],""
2606,"GAMutantBird180Slam","","[605,18634,18621]",[2900],[50],1,0.055,0,[],""
2607,"GAMutantBird90SwipeLeft","","[605,18634,18621]",[2900],[33],1,0.055,0,[],""
2608,"GAMutantBird90SwipeRight","","[605,18634,18621]",[2900],[33],1,0.055,0,[],""
2609,"GAVaalStatueBossSnakeBarrage","",[605],"[1102,2641]","[40,200]",1,0.055,0,[],""
2610,"GAVaalStatueBossFootStepStomps","",[605],[2641],[200],1,0.055,0,[],""
2611,"EASVaalStatueBossTurnLeft180","","[11880,12816,983,1919]",[],[],1,0.055,0,[],""
2612,"EASVaalStatueBossTurnRight180","","[11880,12816,983,1919]",[],[],1,0.055,0,[],""
2613,"GAGoblinArenaBeastHeadbutt","","[605,104]","[10042,392,17891,333]","[700,450,100,100]",1,0.055,0,[],""
2614,"GAGoblinArenaBeastHeadbuttPoEM","","[605,104]","[10042,392,17891,333]","[700,250,100,100]",1,0.055,0,[],""
2615,"GAGoblinArenaBeastGroundSlash","",[605],"[1102,1103]","[15,15]",1,0.055,0,[],""
2616,"GSMagmaHarpyFireImpact","","[605,488]",[18228],[10],3,0.1,0.0175,[],""
2617,"GAVolcanicGolemMiniSlam","",[],[1100],[50],1,0.055,0,[],""
2618,"GSDredgeShamanBossDetonateDead","","[605,11880]","[1100,2641]","[50,250]",8,0.1,0.0175,[],""
2619,"GSDredgeShamanBossVolatileDead","","[11880,5074,2899]","[649,2641]","[-40,250]",1,0.055,0,[],""
2620,"GSIgnagdukBoneSmashUpwards","",[605],[2641],[200],4.2,0.1,0.0175,[],""
2621,"GAIgnagdukDashImpactBone","",[605],[2641],[200],1,0.055,0,[],""
2622,"GAIgnagdukDashImpactFire","",[605],"[1100,2641]","[75,200]",1,0.055,0,[],""
2623,"GAChimeraBossGroundslam","","[605,11880]","[17522,2641,2900]","[25,200,100]",1,0.055,0,[],""
2624,"GAChimeraBossLeapImpact","",[605],[2641],[200],1,0.055,0,[],""
2625,"GSChimeraBossDragonBreath","","[605,1703]","[5563,349,3470,2641]","[0,8000,0,200]",25,0.1,0.0175,[],""
2626,"GSChimeraUltimatumBossDragonBreath","","[605,1703,1912]","[5563,3470,2641,349]","[0,0,200,1000000]",25,0.1,0.0175,[],""
2627,"GSChimeraWetlandsBossFireballImpactGround","","[605,488,18634,18621]",[2641],[200],9,0.1,0.0175,[],""
2628,"GSChimeraWetlandsBossFireballImpactWall","","[605,488,18634,18621]",[2641],[200],9,0.1,0.0175,[],""
2629,"GSChimeraBossLightningBreath","",[605],[2641],[200],2.5,0.1,0.0175,[],""
2630,"GSBlackJawProjectileExplosion","","[605,488,18621,18634]",[2641],[200],5,0.1,0.0175,[],""
2631,"GSBlackJaw2ProjectileExplosion","","[605,488,18621,18634]",[2641],[200],4,0.1,0.0175,[],""
2632,"GSIgnagdukBogWitchBurninate","",[],[],[],0.3,0.1,0.0175,[],""
2633,"GAQuadrillaBossSunder","","[605,18634,18621]","[2900,2641]","[350,150]",1,0.055,0,[],""
2634,"GAForsakenSonRubbleImpactWall","","[605,488]",[2641],[120],1,0.055,0,[],""
2635,"GAForsakenSonRubbleImpactFloor","","[605,488]",[2641],[120],1,0.055,0,[],""
2636,"GSForsakenSonFlamewallBurninate","",[605],[2641],[150],0.6,0.1,0.0175,[],""
2637,"GSVaalStatueBossComboLaser","",[11880],[2641],[200],6.5,0.1,0.0175,[],""
2638,"GSVaalStatueBossWallToBallLaserEG","","[11880,983]",[2641],[200],6.5,0.1,0.0175,[],""
2639,"GSIngagdukFireWaveFull","",[11880],"[18228,2641]","[100,100]",7.75,0.1,0.0175,[],""
2640,"GSIngagdukFireWaveHalf","",[11880],"[18228,2641]","[100,100]",7.75,0.1,0.0175,[],""
2641,"GASerpentCasterBossTailSwipeDetonation","","[6905,6906]",[2641],[200],1,0.055,0,[],""
2642,"GSSerpentCasterBossBoneBarrierEG","",[11880],[],[],1,0.055,0,[],""
2643,"GARathbreakerEnrageSlam","",[11880],"[2641,2900]","[100,15]",1,0.055,0,[],""
2644,"GSGealNecroStormcall","",[11880],[],[],1,0.055,0,[],""
2645,"GSSerpentCasterBossVulnRuneOnHit","",[605],[],[],18,0.1,0.0175,[],""
2646,"GAMastodonSlamImpact","",[605],[2641],[150],1,0.055,0,[],""
2647,"GSBoneCultistClusterBurst","",[605],[2641],[200],2.6,0.1,0.0175,[],""
2648,"GSBoneCultistVolatile","",[605],"[649,18656,14411]","[-95,100,100]",15,0.1,0.0175,[],""
2649,"GABlackJawSlamImpactCones","",[605],[2641],[200],1,0.055,0,[],""
2650,"GABlackJaw2SlamImpactCones","",[605],[2641],[200],1,0.055,0,[],""
2651,"GAMutantBirdFaceSmashImpact","","[605,18634,18621]",[2900],[50],1,0.055,0,[],""
2652,"GSMutantBirdPopHatchling","","[605,8811]",[],[],0.1,0.055,0,[],""
2653,"GSMutantBirdFlap","",[605],[],[],1,0.055,0,[],""
2654,"GAVolcanicGolemMelee","",[605],[1100],[50],1,0.055,0,[],""
2655,"GAVolcanicGolemEQSmall","",[605],[1100],[50],1,0.055,0,[],""
2656,"GAVolcanicGolemEQLarge","",[605],[1100],[50],1,0.055,0,[],""
2657,"GAVolcanicQuakeSlam","","[11880,605]",[1100],[50],1,0.055,0,[],""
2658,"GSVolcanicQuakePulse","",[605],[],[],4.5,0.1,0.0175,[],""
2659,"GSGoblinDrummerPulse","","[605,104]",[],[],1.5,0.1,0.0175,[],""
2660,"GAPrisonerBossIcePunch","","[605,11880]",[1101],[80],1,0.055,0,[],""
2661,"GAPrisonerBossDoubleFistSlam","","[605,11880]",[],[],1,0.055,0,[],""
2662,"GAPrisonerBossImpactSlam","","[605,11880]",[],[],1,0.055,0,[],""
2663,"GAPrisonerBossIceGroundPound","",[605],[1101],[60],1,0.055,0,[],""
2664,"GAPrisonerBossIceGroundPoundBig","",[605],[1101],[60],1,0.055,0,[],""
2665,"GSPrisonerBossIceCrystalExplode","",[605],[444],[100],2.5,0.1,0.0175,[],""
2666,"GAPrisonerBossTripleStabImpact","",[605],[],[],1,0.055,0,[],""
2667,"GAPrisonerBossTripleStabDeepImpact","",[605],[],[],1,0.055,0,[],""
2668,"GAPrisonerBossTripleStabExtract","",[605],[],[],1,0.055,0,[],""
2669,"GSPrisonerBossTripleStabDeathWave","",[605],[],[],7,0.1,0.0175,[],""
2670,"GSSirenArenaEmergeStalagmiteBreakEG","",[],[],[],1,0.055,0,[],""
2671,"GABloatedAnchormanAnchorSlam","","[605,11880]",[1228],[20],1,0.055,0,[],""
2672,"GSShrikeScreech","","[605,11880]",[649],[-65],0.8,0.1,0.0175,[],""
2673,"GAVultureZombieLeap","",[605],[],[],1,0.055,0,[],""
2674,"GSStarFishSpitImpact","","[605,488]",[],[],2.75,0.1,0.0175,[],""
2675,"GAHagBossIcicleCleave","",[605],[1101],[50],1,0.055,0,[],""
2676,"GSVaalStatueBossTriangleSlam","","[605,11880,983]","[1102,649,2641,2900]","[40,-50,200,20]",16,0.1,0.0175,[],""
2677,"GSVaalStatueBossRectangleCascades","","[605,11880]","[1102,2641]","[40,200]",16,0.1,0.0175,[],""
2678,"GSPrisonerBossBloodTendrilImpact","",[605],[6468],[1],2.5,0.1,0.0175,[],""
2679,"GAExileLightningStrike","",[11880],[1102],[60],1,0.055,0,[],""
2680,"GATenderizerChargeEnd","",[],[],[],1,0.055,0,[],""
2681,"GSGladiatorFireHorn","",[605],[],[],0.4,0.1,0.0175,[],""
2682,"GATombStalkerConeSlam","","[605,11880,18621,18634]",[1228],[20],1,0.055,0,[],""
2683,"GAGargoyleLeapImpactPoEM","","[605,104,191]",[1100],[50],1,0.055,0,[],""
2684,"GAGargoyleLeapImpactCascadePoEM","","[605,104,191]",[1100],[50],1,0.055,0,[],""
2685,"GSGargoyleFlameBreathPoEM","","[605,1919]",[],[],0.6,0.1,0.0175,[],""
2686,"GSVaalConstructCannonImpact","","[605,488]",[1100],[40],3.5,0.1,0.0175,[],""
2687,"GSVaalConstructCannonImpactWall","","[605,488]",[1100],[40],3.5,0.1,0.0175,[],""
2688,"GAVaalConstructGolemChargeImpact","",[605],[1102],[50],1,0.055,0,[],""
2689,"GSSirenWaterJetCloseRangeImpact","",[605],[],[],1,0.055,0,[],""
2690,"GSPitifulProjectileExplode","","[605,488]",[],[],3.4,0.1,0.0175,[],""
2691,"GSCaptainHarlinWaveImpacts","","[605,488]",[],[],1.2,0.1,0.0175,[],""
2692,"GSQuillCrabColdImpact","","[605,488]",[],[],1.5,0.1,0.0175,[],""
2693,"GSBlackJawFireDonut","",[605],[2641],[200],0.7,0.1,0.0175,[],""
2694,"GSBlackJaw2FireDonut","",[605],[2641],[200],0.45,0.1,0.0175,[],""
2695,"GSBaronBossColdBreathChannel","","[605,11880,2899]",[],[],0,0.055,0,[],""
2696,"GSBaronBossColdBreath","","[605,11880]",[],[],3.75,0.1,0.0175,[],""
2697,"GAFallenGodHexblastSlam","","[605,11880]",[17522],[26],1,0.055,0,[],""
2698,"GAFallenGodHexblastSlamChaos","","[605,11880]","[1103,17522]","[30,26]",1,0.055,0,[],""
2699,"GAHarborBossShieldCrush","","[605,11880]",[],[],1,0.055,0,[],""
2700,"GAHarborBossFlailSlam","","[605,11880]",[],[],1,0.055,0,[],""
2701,"GAHarborBossFlamewallStomp","",[605],[],[],1,0.055,0,[],""
2702,"GSHarborBossFlamewallWave","",[605],[],[],2,0.1,0.0175,[],""
2703,"GAHarborBossChargeStompFire","",[605],[],[],1,0.055,0,[],""
2704,"GAFallenGodGrowthSlam","","[605,11880]",[17522],[19],1,0.055,0,[],""
2705,"GAHarborBossFlailSpin","",[605],[],[],1,0.055,0,[],""
2706,"GAFallenHookDash","",[],[],[],1,0.055,0,[],""
2707,"GAFallenHookDashRitual","",[],[15134],[2],1,0.055,0,[],""
2708,"GSFallenGodBossBeamSlam","","[605,11880]",[18228],[100],5,0.1,0.0175,[],""
2709,"GSFallenGodBossBeamSlamSanctified","","[605,11880]","[18228,2900]","[100,50]",10,0.1,0.0175,[],""
2710,"GAFallenGodBossFireSlam","","[605,11880]","[1100,18228]","[80,100]",1,0.055,0,[],""
2711,"GAFallenGodBossFireSlamSanctified","","[605,11880]","[18228,2900]","[100,50]",7,0.1,0.0175,[],""
2712,"GATumourSnakeSlam","",[605],[],[],1,0.055,0,[],""
2713,"GAFallenLunarisWalk","",[605],[],[],1,0.055,0,[],""
2714,"GAFountainStatueBossSlam","","[605,11880]",[],[],1,0.055,0,[],""
2715,"GAVaalHumanoidStalkerImpact","",[605],[],[],1,0.055,0,[],""
2716,"GSVaalHumanoidCannonImpact","","[605,488]",[1100],[40],3.5,0.1,0.0175,[],""
2717,"GSVaalHumanoidCannonImpactWall","","[605,488]",[1100],[40],3.5,0.1,0.0175,[],""
2718,"GSTwilightOrderHighPriestLaserImpact","",[605],[],[],3.5,0.1,0.0175,[],""
2719,"GSTwilightOrderHighPriestSkyBeam","",[605],[],[],4.5,0.1,0.0175,[],""
2720,"GAHarborBossShieldBash","","[605,11880]",[],[],1,0.055,0,[],""
2721,"GAHarborBossChargeBash","","[605,11880]",[],[],1,0.055,0,[],""
2722,"GAHarborBossGigaSlam","","[605,11880]",[],[],1,0.055,0,[],""
2723,"GSTwilightOrderHighPriestVacuumPulse","",[2899],[],[],0,0.055,0,[],""
2724,"GSTwilightOrderHighPriestVacuumExplode","",[605],[],[],1.5,0.1,0.0175,[],""
2725,"GSTwilightOrderHighPriestPizzaStrike","","[605,2899]",[],[],0,0.055,0,[],""
2726,"GAExecratusExecutionerDashSlam","","[605,11880]",[],[],1,0.055,0,[],""
2727,"GAFountainStatueBossComboHit1","",[605],[],[],1,0.055,0,[],""
2728,"GAFountainStatueBossComboHit2","",[605],[],[],1,0.055,0,[],""
2729,"GAFountainStatueBossComboHit3","",[605],[],[],1,0.055,0,[],""
2730,"GAFountainStatueBossComboHit4","",[605],[],[],1,0.055,0,[],""
2731,"GAGladiatorMinotaurLeapSlam","",[605],[],[],1,0.055,0,[],""
2732,"GSFallenGodDivineProjImpact","","[605,18634,18621]",[18228],[100],3.1,0.1,0.0175,[],""
2733,"GSFallenGodDivineProjImpactSanctified","","[605,18634,18621]",[18228],[50],4,0.1,0.0175,[],""
2734,"GAFallenGodStagChargeImpact","",[],[],[],1,0.055,0,[],""
2735,"GAPauliusGigaSlam","","[605,11880]",[],[],1,0.055,0,[],""
2736,"GAFountainStatueBossComboHit5","",[605],[],[],1,0.055,0,[],""
2737,"GARatKingSlamForward","","[605,11880]",[],[],1,0.055,0,[],""
2738,"GARatKingSlamTail","","[605,11880]",[],[],1,0.055,0,[],""
2739,"GARatKingSlamFlip","","[605,11880]",[],[],1,0.055,0,[],""
2740,"GARatKingTailSwipe","","[605,11880]",[],[],1,0.055,0,[],""
2741,"GAFallenStalkerFlicker","",[11880],[17522],[15],1,0.055,0,[],""
2742,"GAFallenStagTentacles","","[605,11880]","[17522,3747,4797]","[15,50,4000]",1,0.055,0,[],""
2743,"GSDwarvenPipeBossSmokeExplosion","","[605,11880]",[],[],3,0.1,0.0175,[],""
2744,"GSDwarvenPipeBossRadialSmokeExplosion","","[605,11880,488]",[],[],1,0.055,0,[],""
2745,"GABabyBossSneeze","","[605,11880]",[],[],1,0.055,0,[],""
2746,"GSWatcherEyeLaser","",[11880],[649],[-45],3,0.1,0.0175,[],""
2747,"GSFallenSolarisVomitImpact","","[605,11880,11757,488]",[3266],[50],1.9,0.1,0.0175,[],""
2748,"GSCreepyHagCurse","","[605,11880,192]","[18418,649]","[80,-20]",2.5,0.1,0.0175,[],""
2749,"GAMidwifeBossScissorCombo1","","[605,11880,3683]",[],[],1,0.055,0,[],""
2750,"GAMidwifeBossScissorCombo2","","[605,11880,3683]",[],[],1,0.055,0,[],""
2751,"GAMidwifeBossScissorCombo3","","[605,11880,2322]",[],[],1,0.055,0,[],""
2752,"GAMidwifeBossScissorChase","","[605,11880]",[18427],[-75],1,0.055,0,[],""
2753,"GAMidwifeBossDualWieldCombo1Impact","","[605,11880]",[],[],1,0.055,0,[],""
2754,"GAMidwifeBossDualWieldChase","","[605,11880]",[18427],[-75],1,0.055,0,[],""
2755,"GSMamaBabyExplode","","[605,11880]",[649],[-95],10,0.1,0.0175,[],""
2756,"BoneshatterBruteMinion",8,[18676],"[1228,16248]","[2,3]",1,0.055,0,[],""
2757,"BoneshatterShockwaveBruteMinion",24,[605],[17726],[20],1,0.055,0,[],1
2758,"GACyclopsBossBallSmack","","[605,11880]",[],[],1,0.055,0,[],""
2759,"GACyclopsBossBallChainSlice","","[605,11880]",[],[],1,0.055,0,[],""
2760,"GAMidwifeBossBellyKnockback","","[605,11880,104,8811,2899,10078]","[392,10042]","[10,0]",1,0.055,0,[],""
2761,"GSFallenGodBossWaveRevive","","[605,11880,2899]",[],[],1,0.055,0,[],""
2762,"GSBoneOfferingExplosionMinion",62,[605],"[17726,18427]","[20,100]",4.5,0.25,0.0415,[],""
2763,"GASlumsFilfthMonsterSlam","","[605,11880]",[],[],1,0.055,0,[],""
2764,"GASlumsFilfthMonsterSlamMinor","","[605,11880]",[],[],1,0.055,0,[],""
2765,"GAMamaBabySlam","","[605,11880]","[1100,1228]","[40,6]",1,0.055,0,[],""
2766,"GABaronBossIciclesStab","","[605,11880]","[1101,2052,2641]","[60,100,50]",1,0.055,0,[],""
2767,"GABaronBossIciclesActivate","","[605,11880]",[],[],1,0.055,0,[],""
2768,"GSExplodingPigExplode","","[605,11880]",[18228],[50],8,0.1,0.0175,[],""
2769,"GABrambleBurrowerImpact","","[605,11880,18621,18634,488]",[],[],1,0.055,0,[],""
2770,"GARitualBurrowerImpact","","[605,11880,18621,18634,488]",[],[],0.65,0.055,0,[],""
2771,"GASpiresBurrowerImpact","","[605,11880,18621,18634,488]",[],[],1,0.055,0,[],""
2772,"GSSkeletonTornadoWave","","[605,11880,18621,18634]",[649],[-55],1,0.055,0,[],""
2773,"GSCarrionCroneIceNova","","[605,11880]",[2641],[100],3,0.1,0.0175,[],""
2774,"GASkeletalReaperEmergeReap","","[854,855,11880,4430,6707,2320]","[2641,17522]","[-60,-4]",1,0.055,0,[],""
2775,"GACorpseStriderLightningBarrage","","[605,11880]",[],[],1,0.055,0,[],""
2776,"GSDrudgeGrenadeExplode","","[605,488]","[1100,3752,2641]","[80,-30,-40]",5.75,0.1,0.0175,[],""
2777,"GSRudjaGrenadeExplode","","[605,488]","[1100,2641]","[70,200]",11.5,0.1,0.0175,[],""
2778,"GSRudjaFlashbang","","[605,488]","[18427,2641]","[400,200]",2.75,0.391,0.0127,[],""
2779,"GSRudjaSuicideExplode","",[605],"[1100,14162,2641]","[50,100,300]",8,0.391,0.0127,[],""
2780,"GSRudjaFlamethrower","",[605],"[18228,2641]","[100,200]",0.9,0.391,0.0127,[],""
2781,"GAExecutionerSlam","","[605,11880,18635,18622]",[2641],[100],1,0.055,0,[],""
2782,"GAExecutionerGuillitineDrop","","[605,11880,18635,18622]","[2900,2641]","[75,50]",1,0.055,0,[],""
2783,"GAExecutionerReverseSlam","","[605,11880,12816]",[],[],1,0.055,0,[],""
2784,"GAExecutioner2H","","[605,11880]",[],[],1,0.055,0,[],""
2785,"GSSkelemancerGhostflameImpact","","[605,11880,18621,488,18634,488]",[],[],3,0.1,0.0175,[],""
2786,"GSBalbalaRuneExplode","",[605],"[5563,2641]","[30,100]",13.5,0.1,0.0175,[],""
2787,"GSSkeletonSnakeBossFlameBlast","","[605,11880,12816,17974]","[17726,2641]","[9,150]",15.5,0.1,0.0175,[],""
2788,"GASkeletonSnakeBossHeadSlamBodyDamage","","[605,11880,12816,17974]","[1100,2641]","[50,100]",1,0.055,0,[],""
2789,"GASkeletonSnakeBossHeadSlam","","[605,11880,12816,104]","[1100,2900,392,2641]","[50,50,600,100]",1,0.055,0,[],""
2790,"GSSkeletonSnakeBossRibCageBarrageImpact","","[605,11880,12816]",[],[],4,0.1,0.0175,[],""
2791,"GABalbalaFlickerStrikeTriggeredAttack1","",[605],[2641],[100],1,0.055,0,[],""
2792,"GABalbalaFlickerStrikeTriggeredAttack2","",[605],[2641],[100],1,0.055,0,[],""
2793,"GSWifeMonsterDelayedBlast","","[605,11880]",[2641],[100],8,0.1,0.0175,[],""
2794,"GSWifeMonsterDelayedBlastLarge","","[605,11880]",[2641],[80],25,0.1,0.0175,[],""
2795,"GAFarudinCrawlerSpearSlam","","[605,11880]",[1102],[60],1,0.055,0,[],""
2796,"GSFarudinCrawlerDelayedStrike","","[605,11880]",[1102],[60],1,0.055,0,[],""
2797,"GARudjaEnrageAttack1","","[605,18621]",[2641],[200],1,0.055,0,[],""
2798,"GARudjaEnrageAttack2","","[605,18621]",[2641],[200],1,0.055,0,[],""
2799,"GSHusbandWifeRevive","","[2899,605]",[],[],1,0.055,0,[],""
2800,"GATitanBossRockFall","","[605,11880]",[2641],[150],1,0.055,0,[],""
2801,"GATitanBossRockFallLarge","","[605,11880]",[2641],[150],1,0.055,0,[],""
2802,"GSTitanBossMegaBlast","","[605,12816,11880]",[2641],[150],1.3,0.391,0.0127,[],""
2803,"GSCarrionCroneSpikeExplode","",[605],[2641],[100],4.5,0.1,0.0175,[],""
2804,"GSSanctumGroundSpikeExplode","",[605],[],[],6,0.1,0.0175,[],""
2805,"GSPerennialKingBasicLightningZap","","[605,11880,18634]","[649,2641]","[-85,200]",3.15,0.1,0.0175,[],""
2806,"GAPerennialKingGlassSwordSlam","","[605,11880,18635]","[17522,1102,2641]","[25,35,200]",1,0.055,0,[],""
2807,"GAPerennialKingAxeCleave","","[605,11880,18621,18635]","[17522,1102,2641]","[12,25,200]",1,0.055,0,[],""
2808,"GAPerennialKingObsidianStormImpact","","[605,11880]",[2641],[200],1,0.055,0,[],""
2809,"GSPerennialKingSandnadoPhysDamage","","[605,11880]",[2641],[200],6,0.1,0.0175,[],""
2810,"GSPerennialKingSandnadoLightningDamage","","[605,11880]",[2641],[200],6,0.1,0.0175,[],""
2811,"GAInfectedMercIncendiaryBoltImpact","","[605,11880,488,18634,18621,488]",[1100],[80],1,0.055,0,[],""
2812,"GSHusbandPurge","","[1972,605]",[],[],1,0.055,0,[],""
2813,"GATitanBossFissureDamage","",[605],[1100],[60],1,0.055,0,[],""
2814,"GATitanArmSlam","","[605,12816,11880]","[17522,2641]","[60,150]",1,0.055,0,[],""
2815,"GSPerennialKingBeaconSpray","","[605,11880,18634,22477]","[18656,2641]","[25,200]",1.5,0.1,0.0175,[],""
2816,"GAManorGargoyleLacerate","","[605,18621]",[1100],[80],1,0.055,0,[],""
2817,"GSTitanBossLaserImpact","","[605,11880]",[2641],[150],0.6,0.391,0.0127,[],""
2818,"GATitanArmSlam2","","[605,12816,11880]","[17522,2641]","[60,150]",1,0.055,0,[],""
2819,"GATitanArmSlam3","","[605,12816,11880]","[17522,2641]","[60,150]",1,0.055,0,[],""
2820,"GASkeletalKnightShieldBash","","[605,11880]",[],[],1,0.055,0,[],""
2821,"GSWifeMonsterBoneCone","","[605,11880,18621]","[649,5563,2641]","[-45,50,100]",7,0.1,0.0175,[],""
2822,"GABaronWolfBloodTeleSlam","","[605,11880]",[2900],[75],1,0.055,0,[],""
2823,"GABaronWolfDashDangerRectangle","","[605,11880,104,18621,18634]","[392,10042]","[20,50]",1,0.055,0,[],""
2824,"GABaronWolfBloodBurst","","[605,11880,104]","[392,10042]","[20,50]",1,0.055,0,[],""
2825,"GSWifeMonsterBoneStorm","","[605,11880]",[2641],[30],8,0.1,0.0175,[],""
2826,"GSCarrionCroneWaveDamageShape","","[605,11880]",[],[],1,0.1,0.0175,[],""
2827,"GACountsGuardLeapAttack1","","[605,18634,18621]",[],[],1,0.055,0,[],""
2828,"GACountsGuardLeapAttack2","","[605,18634,18621]",[],[],1,0.055,0,[],""
2829,"GAMudBurrowerBloodProj","","[605,11880,488]",[2641],[50],1,0.055,0,[],""
2830,"GAExecutionerSlamAxeImpact","","[605,11880]",[2641],[60],1,0.055,0,[],""
2831,"GAExecutionerSlamAxeMelee","","[605,11880]",[2641],[60],1,0.055,0,[],""
2832,"GAMudBurrowerGoopSmallImpact","","[605,11880,2262,488]",[],[],1,0.055,0,[],""
2833,"GAMudBurrowerSpraySmallImpact","","[605,11880,2262,488]",[3263],[50],1,0.055,0,[],""
2834,"GSBaronWolfSummonDeathExplode","","[605,11880,18634,18621]",[],[],5,0.1,0.0175,[],""
2835,"GAExecutionerMegaSlam","","[605,11880]","[1100,2641]","[75,50]",1,0.055,0,[],""
2836,"GAHusbandCleaveDash","",[11880],[2641],[100],1,0.055,0,[],""
2837,"GAScarecrowBeastBlade","","[605,18634,18621]",[],[],1,0.055,0,[],""
2838,"GAMudBurrowerDivePush","","[605,11880,2899,18622,18635,696,104,8811]","[392,10042]","[20,50]",1,0.055,0,[],""
2839,"GABaronHumanEpicThrust","","[605,11880]","[17522,1101,2641]","[70,30,100]",1,0.055,0,[],""
2840,"GABaronHumanLacerateSlamLeft","","[605,11880]","[1101,2641]","[30,100]",1,0.055,0,[],""
2841,"GABaronHumanLacerateSlamRight","","[605,11880]","[1101,2641]","[30,100]",1,0.055,0,[],""
2842,"GABaronHumanLacerateSlamSlam","","[605,11880,18635]","[1101,2641]","[60,100]",1,0.055,0,[],""
2843,"GATitanBossChiselSlam","","[605,11880,12816]","[17522,2641]","[60,100]",1,0.055,0,[],""
2844,"GAFaridunLizardTailSlam","","[605,11880]",[2552],[100],1,0.055,0,[],""
2845,"GABaronBossCorruptWolfJumpSlash","","[605,11880]",[2641],[150],1,0.055,0,[],""
2846,"GSGolemancerTornado","",[605],[2641],[-60],2,0.1,0.0175,[],""
2847,"GSForgottenCrawlerLightning","",[11880],"[10101,649,6468]","[200,-60,1]",4.5,0.1,0.0175,[],""
2848,"GSBaronBossColdBreathGround","","[605,11880,2899]","[5882,16697]","[1003,500]",3.75,0.1,0.0175,[],""
2849,"GABaronBossFogDash","","[605,11880,18621,18634]",[],[],1,0.055,0,[],""
2850,"GSDrudgeMinerExplode","","[605,11880]",[],[],10,0.1,0.0175,[],""
2851,"GABaronCorruptWolfBloodTeleSlam","","[605,11880]","[2900,2641]","[75,100]",1,0.055,0,[],""
2852,"GSBaronCorruptWolfMoonbeam","","[605,11880]",[2641],[50],16,0.1,0.0175,[],""
2853,"GSBaronCorruptWolfMoonbeamRed","","[605,11880]","[4798,4797,3747,2641]","[1,4000,700,50]",16,0.1,0.0175,[],""
2854,"GAHusbandDashTrigger","","[605,11880]",[],[],1,0.055,0,[],""
2855,"GAMutewindBanditExecutionerLeapCircularImpact","","[605,11880]",[],[],1,0.055,0,[],""
2856,"GAPerennialKingGlassSpearTossImpact","","[605,11880,488]","[1102,2641]","[25,200]",1,0.055,0,[],""
2857,"GAPerennialKingGlassSpearTossImpactMulti","","[605,11880,488]","[1102,2641]","[25,200]",1,0.055,0,[],""
2858,"GATitanWalkerStomp","","[605,11880]",[17522],[-8],1,0.055,0,[],""
2859,"GATitanWalkerSlam","","[605,11880]","[17522,2900]","[20,20]",1,0.055,0,[],""
2860,"GADrudgeMinerCartDamage","",[],[],[],1,0.055,0,[],""
2861,"GSWingedCreatureBallLightning","","[605,11880,488]",[18229],[20],0.75,0.391,0.0127,[],""
2862,"GAGiantSnakeBossAttackImpact","","[605,11880,12816]","[1100,2900]","[50,60]",1,0.055,0,[],""
2863,"GSPlagueNymphLaser","","[605,11880,488]",[],[],3.25,0.22,0.013,[],""
2864,"GAQueenOfFilthOverheadSlam","","[605,11880]","[17522,2900]","[12,30]",1,0.055,0,[],""
2865,"GSPerennialKingObsidianStormContactDamage","","[605,11880]",[1102],[70],0.93,0.1,0.0175,[],""
2866,"GATwoHeadedTitanSlam","","[605,11880]",[17522],[20],1,0.055,0,[],""
2867,"GATwoHeadedTitanStomp","","[605,11880]",[17522],[-8],1,0.055,0,[],""
2868,"GAVaalForgemasterSnake","","[605,11880]",[],[],1,0.055,0,[],""
2869,"GSSunWorshipperBossSunExplosionObject","","[605,488]",[],[],12.5,0.1,0.0175,[],""
2870,"GAForgemasterBossLeap","","[605,11880]",[],[],1,0.055,0,[],""
2871,"GSForgeBossBrandExplosion","","[605,11880]",[],[],1,0.055,0,[],""
2872,"GSDoryaniHumanBossBasicLightningZap","","[605,11880,18585,18621,18634]",[18229],[750],4,0.1,0.0175,[],""
