"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool_60","i32_61","bool_65","bool_66","InheritsFrom","i32_75","i32_79","i32_83","i32_87","i32_91","bool_95","bool_96","[string]_97","string_113","i32_121","i32_125","i32_129","i32_133","rid_137","rid_153","i32_169","i32_173","i32_177","i32_181","i32_185","[string]_189","bool_205","[i32]_206","string_222","rid_230","rid_246","rid_262","bool_278","string_279","rid_287","string_303","rid_311","string_327","[string]_335","[string]_351"
1031,"Metadata/Projectiles/HeraldOfAgonyMinionMortarDespair","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/agony_spider_mortar.ao""]","[""animate""]",[],500,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1032,"Metadata/Projectiles/HeraldOfAgonyMinionSpineDespair","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/agony_spider_projectile.ao""]","[""projectile""]","[""impact""]",2500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1033,"Metadata/Projectiles/VilentaGasMortarFire","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/VilAintHer/oil_mortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1034,"Metadata/Projectiles/VilentaXMortarFire","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/VilAintHer/barrage_mortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,3,[],"",[],"","","","","","","","","","",[],[]
1035,"Metadata/Projectiles/WaterDjinnWave","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Djinn_demon/water_wave.ao""]","[""animate""]",[],1500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1036,"Metadata/Projectiles/BrutalPirateLordSpellProjectileStandalone","[""Metadata/Effects/Spells/monsters_effects/frozen_cabins/soul_bolt.ao""]","[""loop""]","[""end""]",3000,"",3,"","","Metadata/Projectiles/Projectile",4934,0,0,0,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1037,"Metadata/Projectiles/ThaumaturgistBasicProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Thaumaturgist/ao/projectile.ao""]","[""loop""]","[""impact""]",1500,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1038,"Metadata/Projectiles/MavenBrainProjectileBlast","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/projectiles/sml_projectile.ao""]","[""projectile""]","[""impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1039,"Metadata/Projectiles/MavenBrainLargeProjectileBarrage","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/projectile2/big_projectile.ao""]","[""projectile""]","[""impact""]",300,"",3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,"[""end""]","",[],"","","","","","","","","","",[],[]
1040,"Metadata/Projectiles/MavenBrainSmallProjectileBarrage","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/projectiles/sml_projectile.ao""]","[""projectile""]","[""impact""]",750,"",3,"","","Metadata/Projectiles/Projectile",5143,0,0,0,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1041,"Metadata/Projectiles/MavenCannonColdProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/cannon_01/cold_projectiles/c_projectile.ao""]","[""projectile""]","[""impact""]",1500,"",4,"","","Metadata/Projectiles/Projectile",5102,0,0,0,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1042,"Metadata/Projectiles/MavenSuperFireProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/cannon_01/fire_projectiles/f_projectile.ao""]","[""projectile""]","[""impact""]",750,"",4,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1043,"Metadata/Projectiles/MavenProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/basic_projectile2/b_projectile2.ao""]","[""projectile""]","[""impact""]",2250,"",3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1044,"Metadata/Projectiles/BoneMortarStandalonePhysBreachBoss","[""Metadata/Effects/Spells/monsters_effects/SkeletonOssuary/bone_mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1045,"Metadata/Projectiles/ThaumaturgyVatProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Thaumaturgist/ao/cauldron_mortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1046,"Metadata/Projectiles/AutomatonSpark","[""Metadata/Effects/Microtransactions/Spells/spark/Automaton/Ao/rig.ao""]","[""electrical_surge""]","[""electrical_explode""]",420,1,1,1,"","Metadata/Projectiles/ProjectileGround",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1047,"Metadata/Projectiles/CelestialSpark","[""Metadata/Effects/Microtransactions/Spells/spark/Celestial/Ao/rig.ao""]","[""electrical_surge""]","[""electrical_explode""]",420,1,1,1,"","Metadata/Projectiles/ProjectileGround",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1048,"Metadata/Projectiles/MavenBrainDeceleratingProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/decelerating_projectile/rig.ao""]","[""proj""]","[""proj_transition""]",750,1,3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1049,"Metadata/Projectiles/MavenBrainDeceleratingProjectile2","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/decelerating_projectile/rig.ao""]","[""proj""]","[""proj_transition""]",750,1,3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1050,"Metadata/Projectiles/MavenBrainDeceleratingProjectile3","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/decelerating_projectile/rig.ao""]","[""proj""]","[""proj_transition""]",750,1,3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1051,"Metadata/Projectiles/UltimatumGuardDeceleratingProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_guards/vaal_guard_proj.ao""]","[""projectile_01""]","[""projectile_charge_01""]",1500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,0,"","",[],"",0,0,0,0,"","",100,100,100,100,0,[],"",[0],"","","","","","","","","","",[],[]
1052,"Metadata/Projectiles/UltimatumGuardDeceleratingProjectileRuin","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_guards/vaal_guard_proj_ruin.ao""]","[""projectile_01""]","[""projectile_charge_01""]",1500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,0,"","",[],"",0,0,0,0,"","",100,100,100,100,0,[],"",[0],"","","","","","","","","","",[],[]
1053,"Metadata/Projectiles/SabreSpiderCycloneCreator","[""Metadata/Effects/Spells/LancingSteel/primary_projectile.ao""]","[""projectile_loop""]","[""end""]",2500,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1054,"Metadata/Projectiles/UltimatumSnakeProjectileBasic","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_snakehead/projectile.ao""]","[""proj_01""]","[""impact_01""]",1500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1055,"Metadata/Projectiles/UltimatumFireProjectileBasic","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_proj_fire.ao""]","[""proj_01""]","[""impact_01""]",2500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1056,"Metadata/Projectiles/UltimatumColdProjectileBasic","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_proj_cold.ao""]","[""proj_01""]","[""impact_01""]",2500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1057,"Metadata/Projectiles/UltimatumLightningProjectileBasic","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_proj_lightning.ao""]","[""proj_01""]","[""impact_01""]",2500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1058,"Metadata/Projectiles/UltimatumChaosProjectileBasic","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_proj_chaos.ao""]","[""proj_01""]","[""impact_01""]",2500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1059,"Metadata/Projectiles/UltimatumSerpentMortar","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_snakehead/mortar_bolt.ao""]","[""mortar_01""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[0],"","","","","","","","","","",[],[]
1060,"Metadata/Projectiles/UltimatumSerpentMortarRuin","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_snakehead/mortar_bolt_ruin.ao""]","[""mortar_01""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[0],"","","","","","","","","","",[],[]
1061,"Metadata/Projectiles/SunprismSiphon","[""Metadata/Effects/Microtransactions/Spells/SunprismEssenceDrain/siphon.ao""]","[""loop""]","[""impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1062,"Metadata/Projectiles/ProjectileRetaliationProjectile","[""Metadata/Effects/Spells/monsters_effects/bull_thorns/projectile.ao""]","[""once""]",[],2200,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1063,"Metadata/Projectiles/CorpseEruptionProjectileDarkwood","[""Metadata/Effects/Spells/corpse_eruption/Darkwood/DarkwoodCorpseMortarProjectile.ao""]","[""once""]",[],400,1,1,"","","Metadata/Projectiles/ProjectileGround",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1064,"Metadata/Projectiles/FrenzyArrowArcane","[""Metadata/Effects/Microtransactions/Spells/frenzy_02/Arcane/arrow_flying.ao""]",[],[],3260,"",1,"",1,"Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","","[""Metadata/Effects/Microtransactions/Spells/frenzy_02/Arcane/arrow_stuck.ao""]","Metadata/Effects/Microtransactions/Spells/frenzy_02/Arcane/arrow_bounce.ao",100,80,0,20,5274,"",0,100,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1065,"Metadata/Projectiles/FrenzyWandArcane","[""Metadata/Effects/Microtransactions/Spells/frenzy_02/Arcane/frenzy_projectile.ao""]","[""projectile_wand""]","[""projectile_wand_hit""]",3260,"",1,"",1,"Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,5274,"",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1066,"Metadata/Projectiles/SpiritCollectorSpirit1","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/CoffinWretch/ChildSpiritProjectile.ao""]","[""spell_cast_03"",""spell_cast_04""]","[""impact_01""]",375,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1067,"Metadata/Projectiles/SpiritCollectorSpirit2","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/CoffinWretch/ChildSpiritProjectile.ao""]","[""spell_cast_04""]","[""impact_01""]",375,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1068,"Metadata/Projectiles/SpookyWraithFire","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/SpookyWraith/Fire.ao""]","[""sandspitter_ele""]","[""sandspitter_ele_impact""]",500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1069,"Metadata/Projectiles/SpookyWraithCold","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/SpookyWraith/Cold.ao""]","[""proj""]","[""end""]",500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1070,"Metadata/Projectiles/SpookyWraithLightning","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/SpookyWraith/Lightning.ao""]","[""sandspitter_ele""]","[""sandspitter_ele_impact""]",500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1071,"Metadata/Projectiles/QuillCrabSpike","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quill_Projectile_fire.ao""]","[""quillProjectile_01""]","[""impact_01""]",1750,"",1,"","","Metadata/Projectiles/Projectile",7084,0,0,0,1,"","","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quillSpike_fire.ao""]","",75,75,0,0,"","",25,25,100,100,0,[],1,[],"","","","","","","","","","",[],[]
1072,"Metadata/Projectiles/QuillCrabShrapnelAudio","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quill_Projectile_fire.ao""]","[""quillProjectile_01""]","[""impact_01""]",1750,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quillSpike_fire.ao""]","",75,75,0,0,"","",25,25,100,100,0,[],1,[],"","","","","","","","","","",[],[]
1073,"Metadata/Projectiles/QuillCrabShrapnel","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quill_Projectile_fire.ao""]","[""quillProjectile_01""]","[""impact_01""]",1750,"",1,"","","Metadata/Projectiles/Projectile",7084,0,0,0,1,"","","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quillSpike_fire.ao""]","",75,75,0,0,"","",25,25,100,100,0,[],1,[],"","","","","","","","","","",[],[]
1074,"Metadata/Projectiles/QuillCrabSpikePoison","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quill_Projectile_poison.ao""]","[""quillProjectile_01""]","[""impact_01""]",1750,"",1,"","","Metadata/Projectiles/Projectile",7085,0,0,0,1,"","","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quillSpike_poison.ao""]","",75,75,0,0,"","",25,25,100,100,0,[],1,[],"","","","","","","","","","",[],[]
1075,"Metadata/Projectiles/QuillCrabShrapnelAudioPoison","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quill_Projectile_poison.ao""]","[""quillProjectile_01""]","[""impact_01""]",1750,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quillSpike_poison.ao""]","",75,75,0,0,"","",25,25,100,100,0,[],1,[],"","","","","","","","","","",[],[]
1076,"Metadata/Projectiles/QuillCrabShrapnelPoison","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quill_Projectile_poison.ao""]","[""quillProjectile_01""]","[""impact_01""]",1750,"",1,"","","Metadata/Projectiles/Projectile",7085,0,0,0,1,"","","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quillSpike_poison.ao""]","",75,75,0,0,"","",25,25,100,100,0,[],1,[],"","","","","","","","","","",[],[]
1077,"Metadata/Projectiles/QuillCrabSpikeTropical","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/QuillCrabCold/ao/Spike_Proj2.ao""]","[""loop""]","[""impact""]",1750,"",1,"","","Metadata/Projectiles/Projectile",7086,0,0,0,1,"","","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/QuillCrabCold/ao/Spike_Proj_Impact.ao""]","",0,0,0,0,"","",0,0,100,100,0,[],1,[],"","","","","","","","","","",[],[]
1078,"Metadata/Projectiles/QuillCrabShrapnelTropical","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/QuillCrabCold/ao/Spike_Proj2.ao""]","[""loop""]","[""impact""]",1750,"",1,"","","Metadata/Projectiles/Projectile",7086,0,0,0,1,"","","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/QuillCrabCold/ao/Spike_Proj_Impact.ao""]","",0,0,0,0,"","",0,0,100,100,0,[],1,[],"","","","","","","","","","",[],[]
1079,"Metadata/Projectiles/SlingUrchinProjectile","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/Urchins/SlingProjectile.ao""]","[""flying""]","[""impact""]",2250,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1080,"Metadata/Projectiles/HuhuGrubLarvaeMortar","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/HuhuGrubLarvae/Mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1081,"Metadata/Projectiles/FungalArtilleryMortar","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/FungalArtillery/fungalmortar.ao""]","[""projectile""]","[""impact""]",900,"",2,"","","Metadata/Projectiles/Projectile",5303,0,0,0,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","",5303,"","","","","","","",[],[]
1082,"Metadata/Projectiles/MudBurrowerAcidMortar","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/MudBurrower/spitMortar.ao""]","[""once""]",[],550,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1083,"Metadata/Projectiles/CarrionCroneIceSpear","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/CarrionCrone/IceSpear.ao""]","[""frozenspear_idlesecond_01""]","[""frozenspear_impact""]",2100,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1084,"Metadata/Projectiles/SnakeFlowerManSpit","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/SnakeFlowerMan/rig.ao""]","[""projectile_01""]","[""impact""]",1050,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1085,"Metadata/Projectiles/MudBurrowerMortar","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/MudBurrower/mortar.ao""]","[""impact""]",[],400,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1086,"Metadata/Projectiles/HagBossIceShard","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/CarrionCrone/Cleave_Shards.ao""]","[""projectile_01"",""projectile_02"",""projectile_03"",""projectile_04"",""projectile_05"",""projectile_06"",""projectile_07"",""projectile_08""]","[""impact""]",1650,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1087,"Metadata/Projectiles/BloodPhantasm","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/BloodPhantasm/projectile.ao""]","[""projectile""]","[""impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1088,"Metadata/Projectiles/MudBurrowerAcidMortarSmall","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/MudBurrower/spitMortar.ao""]","[""projectile""]","[""impact""]",1800,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1089,"Metadata/Projectiles/SwiftspadeBonesStandardProj","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/SwiftspadeBones/SwiftspadeBones_lightning.ao""]","[""loopnoint""]","[""impact""]",1000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1090,"Metadata/Projectiles/PowerShotDefaultBolt","[""Metadata/Effects/Spells/crossbow_basic/bolt_basic.ao""]","[""power_01""]","[""impact_power_01""]",6000,"",0,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,100,0,0,8130,"",0,0,100,100,0,[],"",[],"","","",214,1,"muzzle_power",219,"Audio/Sound Effects/Skills/4.0/Crossbow/Basic/Impacts/Impact_PowerSG","","",[],[]
1091,"Metadata/Projectiles/SpookyGhostBouncingProjectile","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/Wraith/lightning/projectile.ao""]","[""projectile""]","[""impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5353,0,0,0,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"",8293,"","","","","","","","",[],[]
1092,"Metadata/Projectiles/EinharPheremones","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/CrowBell/mortar.ao""]","[""animate""]",[],550,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1093,"Metadata/Projectiles/EinharPheremones2","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/CrowBell/mortar.ao""]","[""animate""]",[],550,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1094,"Metadata/Projectiles/MudBurrowerGoopProjectile","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/MudBurrower/goop.ao""]","[""projectile""]","[""impact""]",1600,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1095,"Metadata/Projectiles/CourtesanBloodSpear","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/BloodCourtesan/bloodspear.ao""]","[""proj_once""]","[""impact""]",2500,1,2,"","","Metadata/Projectiles/Projectile",5365,0,0,0,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1096,"Metadata/Projectiles/MudBurrowerGoopMortar","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/MudBurrower/goop_secondary_mortar.ao""]","[""projectile""]","[""impact""]",1600,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1097,"Metadata/Projectiles/RustKingShards","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/RustKing/spike_proj.ao""]","[""main_proj_01""]","[""impact_01""]",2000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
