"rownum","Id","bool_8","i32_9","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","AOFiles","bool_37","rid_38","i32_54","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_58","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_62","i32_66","i32_70","i32_74","i32_78","i32_82","i32_86","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_90","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_94","i32_98","i32_102","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_106","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_110","i32_114","i32_118","i32_122","i32_126","f32_130","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_134","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_138","i32_142","rid_146","i32_162","i32_166","i32_170","i32_174","i32_178","i32_182","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_186","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_190","i32_194","i32_198","i32_202","i32_206","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_210","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_214","rid_218","[rid]_234","string_250","i32_258","i32_262","bool_266","rid_267","rid_283","bool_299","bool_300","[rid]_301","bool_317","[string]_318","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","bool_334","bool_335","bool_336","i32_337","i32_341","rid_345","bool_361"
1773,"Metadata/Chests/KaruiChest_02",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/KaruiChests/KaruiChest_02.ao""]",1,4,793772032,919207936,939261952,419299328,390594560,909246464,916062208,945291264,753795072,291504128,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,1342177280,-905969664,-67108864,-33554432,1207959552,838860800,-1711276032,1476395008,-301989888,1610612736,1071,1078,1079,1048,1047,1078,1078,1080,1068,1041,0,0,1342177280,-905969664,-67108864,-33554432,1207959552,838860800,-1711276032,1476395008,-301989888,1610612736,1071,1078,1079,1048,1047,1078,1078,1080,1068,1041,1023410176,0,0,0,0,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1342177280,-905969664,-67108864,-33554432,1207959552,838860800,-1711276032,1476395008,-301989888,1610612736,1071,1078,1079,1048,1047,1078,1078,1080,1068,1041,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-2,2,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,400,"",1
1774,"Metadata/Chests/KaruiChest_03",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/KaruiChests/KaruiChest_03.ao""]",1,10,804388864,929824768,949878784,429916160,401211392,919863296,926679040,955908096,764411904,302120960,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,-234881024,1811939328,-1644167168,-1610612736,-369098752,-738197504,1006632960,-100663296,-1879048192,33554432,1071,1079,1080,1049,1047,1078,1079,1080,1069,1042,0,0,-234881024,1811939328,-1644167168,-1610612736,-369098752,-738197504,1006632960,-100663296,-1879048192,33554432,1071,1079,1080,1049,1047,1078,1079,1080,1069,1042,1023410176,0,0,0,0,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-234881024,1811939328,-1644167168,-1610612736,-369098752,-738197504,1006632960,-100663296,-1879048192,33554432,1071,1079,1080,1049,1047,1078,1079,1080,1069,1042,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-2,2,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,1000,"",1
1775,"Metadata/Chests/KaruiChest_04",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/KaruiChests/KaruiChest_04.ao""]",1,10,815005696,940441600,960495616,440532992,411828224,930480128,937295872,966524928,775028736,312737792,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,-1811939328,234881024,1073741824,1107296256,-1946157056,1979711488,-570425344,-1677721600,838860800,-1543503872,1072,1080,1081,1050,1048,1079,1079,1081,1070,1042,0,0,-1811939328,234881024,1073741824,1107296256,-1946157056,1979711488,-570425344,-1677721600,838860800,-1543503872,1072,1080,1081,1050,1048,1079,1079,1081,1070,1042,1023410176,0,0,0,0,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1811939328,234881024,1073741824,1107296256,-1946157056,1979711488,-570425344,-1677721600,838860800,-1543503872,1072,1080,1081,1050,1048,1079,1079,1081,1070,1042,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-2,2,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,1000,"",1
1776,"Metadata/Chests/KaruiChest_05",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/KaruiChests/KaruiChest_05.ao""]",1,6,825622528,951058432,971112448,451149824,422445056,941096960,947912704,977141760,785645568,323354624,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,905969664,-1342177280,-503316480,-469762048,771751936,402653184,-2147483648,1040187392,-738197504,1174405120,1073,1080,1081,1050,1049,1080,1080,1082,1070,1043,0,0,905969664,-1342177280,-503316480,-469762048,771751936,402653184,-2147483648,1040187392,-738197504,1174405120,1073,1080,1081,1050,1049,1080,1080,1082,1070,1043,1023410176,0,0,0,0,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,905969664,-1342177280,-503316480,-469762048,771751936,402653184,-2147483648,1040187392,-738197504,1174405120,1073,1080,1081,1050,1049,1080,1080,1082,1070,1043,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-2,2,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,600,"",1
1777,"Metadata/Chests/KaruiChest_06",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/KaruiChests/KaruiChest_06.ao""]",1,4,836239360,961675264,981729280,461766656,433061888,951713792,958529536,987758592,796262400,333971456,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,-671088640,1375731712,-2080374784,-2046820352,-805306368,-1174405120,570425344,-536870912,1979711488,-402653184,1073,1081,1082,1051,1049,1080,1081,1082,1071,1043,0,0,-671088640,1375731712,-2080374784,-2046820352,-805306368,-1174405120,570425344,-536870912,1979711488,-402653184,1073,1081,1082,1051,1049,1080,1081,1082,1071,1043,1023410176,0,0,0,0,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-671088640,1375731712,-2080374784,-2046820352,-805306368,-1174405120,570425344,-536870912,1979711488,-402653184,1073,1081,1082,1051,1049,1080,1081,1082,1071,1043,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-2,2,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,400,"",1
1778,"Metadata/Chests/KaruiChest_07",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/KaruiChests/KaruiChest_07.ao""]",1,6,846856192,972292096,992346112,472383488,443678720,962330624,969146368,998375424,806879232,344588288,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,2046820352,-201326592,637534208,671088640,1912602624,1543503872,-1006632960,-2113929216,402653184,-1979711488,1074,1081,1083,1052,1050,1081,1081,1083,1072,1044,0,0,2046820352,-201326592,637534208,671088640,1912602624,1543503872,-1006632960,-2113929216,402653184,-1979711488,1074,1081,1083,1052,1050,1081,1081,1083,1072,1044,1023410176,0,0,0,0,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2046820352,-201326592,637534208,671088640,1912602624,1543503872,-1006632960,-2113929216,402653184,-1979711488,1074,1081,1083,1052,1050,1081,1081,1083,1072,1044,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-2,2,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,600,"",1
1779,"Metadata/Chests/KaruiChest_08",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/KaruiChests/KaruiChest_08.ao""]",1,4,857473024,982908928,1002962944,483000320,454295552,972947456,979763200,1008992256,817496064,355205120,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,469762048,-1778384896,-939524096,-905969664,335544320,-33554432,1711276032,603979776,-1174405120,738197504,1075,1082,1083,1052,1051,1081,1082,1084,1072,1045,0,0,469762048,-1778384896,-939524096,-905969664,335544320,-33554432,1711276032,603979776,-1174405120,738197504,1075,1082,1083,1052,1051,1081,1082,1084,1072,1045,1023410176,0,0,0,0,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,469762048,-1778384896,-939524096,-905969664,335544320,-33554432,1711276032,603979776,-1174405120,738197504,1075,1082,1083,1052,1051,1081,1082,1084,1072,1045,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-2,2,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,400,"",1
1780,"Metadata/Chests/KaruiChest_09",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/KaruiChests/KaruiChest_09.ao""]",1,10,868089856,993525760,1013579776,493617152,464912384,983564288,990380032,1019609088,828112896,365821952,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,-1107296256,939524096,1778384896,1811939328,-1241513984,-1610612736,134217728,-973078528,1543503872,-838860800,1075,1083,1084,1053,1051,1082,1083,1084,1073,1045,0,0,-1107296256,939524096,1778384896,1811939328,-1241513984,-1610612736,134217728,-973078528,1543503872,-838860800,1075,1083,1084,1053,1051,1082,1083,1084,1073,1045,1023410176,0,0,0,0,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1107296256,939524096,1778384896,1811939328,-1241513984,-1610612736,134217728,-973078528,1543503872,-838860800,1075,1083,1084,1053,1051,1082,1083,1084,1073,1045,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-2,2,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,1000,"",1
1781,"Metadata/Chests/SlumsJar_01",1,4,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/SlumsStorageJars/SlumsStorageJar_01.ao""]","",8,879755264,1005191168,1025245184,505282560,476577792,995229696,1002045440,1031274496,839778304,377487360,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,1879048192,-369098752,469762048,503316480,1744830464,1375731712,-1174405120,2013265920,234881024,-2147483648,1076,1083,1085,1054,1052,1083,1083,1085,1074,1046,0,0,1879048192,-369098752,469762048,503316480,1744830464,1375731712,-1174405120,2013265920,234881024,-2147483648,1076,1083,1085,1054,1052,1083,1083,1085,1074,1046,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-1.0384593717069655e+34,-512,35184372088832,-2,-0.125,0,29,25,0,0,45,0,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1879048192,-369098752,469762048,503316480,1744830464,1375731712,-1174405120,2013265920,234881024,-2147483648,1076,1083,1085,1054,1052,1083,1083,1085,1074,1046,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,800,"",1
1782,"Metadata/Chests/SlumsJar_02",1,4,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/SlumsStorageJars/SlumsStorageJar_02.ao""]","",8,891420672,1016856576,1036910592,516947968,488243200,1006895104,1013710848,1042939904,851443712,389152768,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,570425344,-1677721600,-838860800,-805306368,436207616,67108864,1811939328,704643072,-1073741824,838860800,1077,1084,1085,1054,1053,1084,1084,1086,1074,1047,0,0,570425344,-1677721600,-838860800,-805306368,436207616,67108864,1811939328,704643072,-1073741824,838860800,1077,1084,1085,1054,1053,1084,1084,1086,1074,1047,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-1.0384593717069655e+34,-512,35184372088832,-2,-0.125,0,29,25,0,0,45,0,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,570425344,-1677721600,-838860800,-805306368,436207616,67108864,1811939328,704643072,-1073741824,838860800,1077,1084,1085,1054,1053,1084,1084,1086,1074,1047,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,800,"",1
1783,"Metadata/Chests/SlumsJar_03",1,4,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/SlumsStorageJars/SlumsStorageJar_03.ao""]","",8,903086080,1028521984,1048576000,528613376,499908608,1018560512,1025376256,1054605312,863109120,400818176,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,-738197504,1308622848,-2147483648,-2113929216,-872415232,-1241513984,503316480,-603979776,1912602624,-469762048,1077,1085,1086,1055,1053,1084,1085,1086,1075,1047,0,0,-738197504,1308622848,-2147483648,-2113929216,-872415232,-1241513984,503316480,-603979776,1912602624,-469762048,1077,1085,1086,1055,1053,1084,1085,1086,1075,1047,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-1.0384593717069655e+34,-512,35184372088832,-2,-0.125,0,29,25,0,0,45,0,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-738197504,1308622848,-2147483648,-2113929216,-872415232,-1241513984,503316480,-603979776,1912602624,-469762048,1077,1085,1086,1055,1053,1084,1085,1086,1075,1047,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,800,"",1
1784,"Metadata/Chests/SlumsJar_04",1,4,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/SlumsStorageJars/SlumsStorageJar_04.ao""]","",10,914751488,1040187392,1060241408,540278784,511574016,1030225920,1037041664,1066270720,874774528,412483584,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,-2046820352,0,838860800,872415232,2113929216,1744830464,-805306368,-1912602624,603979776,-1778384896,1078,1086,1087,1056,1054,1085,1085,1087,1076,1048,0,0,-2046820352,0,838860800,872415232,2113929216,1744830464,-805306368,-1912602624,603979776,-1778384896,1078,1086,1087,1056,1054,1085,1085,1087,1076,1048,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-1.0384593717069655e+34,-512,35184372088832,-2,-0.125,0,29,25,0,0,45,0,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2046820352,0,838860800,872415232,2113929216,1744830464,-805306368,-1912602624,603979776,-1778384896,1078,1086,1087,1056,1054,1085,1085,1087,1076,1048,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,1000,"",1
1785,"Metadata/Chests/SlumsJar_05",1,2,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/SlumsStorageJars/SlumsStorageJar_05.ao""]","",6,926416896,1051852800,1071906816,551944192,523239424,1041891328,1048707072,1077936128,886439936,424148992,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,939524096,-1308622848,-469762048,-436207616,805306368,436207616,-2113929216,1073741824,-704643072,1207959552,1079,1086,1087,1056,1055,1086,1086,1088,1076,1049,0,0,939524096,-1308622848,-469762048,-436207616,805306368,436207616,-2113929216,1073741824,-704643072,1207959552,1079,1086,1087,1056,1055,1086,1086,1088,1076,1049,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-1.0384593717069655e+34,-512,35184372088832,-2,-0.125,0,29,25,0,0,45,0,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,939524096,-1308622848,-469762048,-436207616,805306368,436207616,-2113929216,1073741824,-704643072,1207959552,1079,1086,1087,1056,1055,1086,1086,1088,1076,1049,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,600,"",1
1786,"Metadata/Chests/SlumsJar_06",1,2,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/SlumsStorageJars/SlumsStorageJar_06.ao""]","",6,938082304,1063518208,1083572224,563609600,534904832,1053556736,1060372480,1089601536,898105344,435814400,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,-369098752,1677721600,-1778384896,-1744830464,-503316480,-872415232,872415232,-234881024,-2013265920,-100663296,1079,1087,1088,1057,1055,1086,1087,1088,1077,1049,0,0,-369098752,1677721600,-1778384896,-1744830464,-503316480,-872415232,872415232,-234881024,-2013265920,-100663296,1079,1087,1088,1057,1055,1086,1087,1088,1077,1049,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-1.0384593717069655e+34,-512,35184372088832,-2,-0.125,0,29,25,0,0,45,0,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-369098752,1677721600,-1778384896,-1744830464,-503316480,-872415232,872415232,-234881024,-2013265920,-100663296,1079,1087,1088,1057,1055,1086,1087,1088,1077,1049,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,600,"",1
1787,"Metadata/Chests/SlumsJar_07",1,2,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/SlumsStorageJars/SlumsStorageJar_07.ao""]","",4,949747712,1075183616,1095237632,575275008,546570240,1065222144,1072037888,1101266944,909770752,447479808,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,-1677721600,369098752,1207959552,1241513984,-1811939328,2113929216,-436207616,-1543503872,973078528,-1409286144,1080,1088,1089,1058,1056,1087,1087,1089,1078,1050,0,0,-1677721600,369098752,1207959552,1241513984,-1811939328,2113929216,-436207616,-1543503872,973078528,-1409286144,1080,1088,1089,1058,1056,1087,1087,1089,1078,1050,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-1.0384593717069655e+34,-512,35184372088832,-2,-0.125,0,29,25,0,0,45,0,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1677721600,369098752,1207959552,1241513984,-1811939328,2113929216,-436207616,-1543503872,973078528,-1409286144,1080,1088,1089,1058,1056,1087,1087,1089,1078,1050,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,400,"",1
1788,"Metadata/Chests/SlumsJar_08",1,4,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/SlumsStorageJars/SlumsStorageJar_08.ao""]","",6,961413120,1086849024,1106903040,586940416,558235648,1076887552,1083703296,1112932352,921436160,459145216,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,1308622848,-939524096,-100663296,-67108864,1174405120,805306368,-1744830464,1442840576,-335544320,1577058304,1081,1088,1089,1058,1057,1088,1088,1090,1078,1051,0,0,1308622848,-939524096,-100663296,-67108864,1174405120,805306368,-1744830464,1442840576,-335544320,1577058304,1081,1088,1089,1058,1057,1088,1088,1090,1078,1051,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-1.0384593717069655e+34,-512,35184372088832,-2,-0.125,0,29,25,0,0,45,0,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1308622848,-939524096,-100663296,-67108864,1174405120,805306368,-1744830464,1442840576,-335544320,1577058304,1081,1088,1089,1058,1057,1088,1088,1090,1078,1051,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,600,"",1
1789,"Metadata/Chests/SlumsJar_09",1,2,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/SlumsStorageJars/SlumsStorageJar_09.ao""]","",4,973078528,1098514432,1118568448,598605824,569901056,1088552960,1095368704,1124597760,933101568,470810624,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,0,2046820352,-1409286144,-1375731712,-134217728,-503316480,1241513984,134217728,-1644167168,268435456,1082,1089,1090,1059,1057,1088,1089,1091,1079,1052,0,0,0,2046820352,-1409286144,-1375731712,-134217728,-503316480,1241513984,134217728,-1644167168,268435456,1082,1089,1090,1059,1057,1088,1089,1091,1079,1052,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-1.0384593717069655e+34,-512,35184372088832,-2,-0.125,0,29,25,0,0,45,0,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,0,2046820352,-1409286144,-1375731712,-134217728,-503316480,1241513984,134217728,-1644167168,268435456,1082,1089,1090,1059,1057,1088,1089,1091,1079,1052,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,400,"",1
