"rownum","EffectBaseType","VisualEffect","VisualIdentity","Stats","ItemClasses","[rid]_80","bool_96","[i32]_97","[i32]_113","bool_129","[rid]_130","bool_146","[rid]_147","[rid]_163","[rid]_179","[rid]_195","rid_211","bool_227","rid_228","rid_244","bool_260","i32_261","i32_265","i32_269","i32_273","i32_277"
2031,2455,"",5639,[],[20],[],"",[],"[4,39,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2032,2456,"",5640,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2033,2461,"",5641,[],"[9,11,14,57,15]",[],"",[],"[1,4,36,39,42,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2034,2464,"",5642,[11689],[25],[],"",[1],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2035,2465,"",5643,[11689],[25],[],"",[1],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2036,2466,"",5644,[11689],[23],[],"",[1],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2037,2467,"",5645,[11689],[22],[],"",[1],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2038,2468,"",5646,[11689],[24],[],"",[1],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2039,2469,"",5647,[11689],[24],[],"",[1],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2040,2470,"",5648,[11689],[24],[],"",[1],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2041,2471,"",5649,[11690],"[6,7,8,9,15,14,57,11,12,32]",[],"",[1],"[1,4,36,39,42,45]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2042,2472,169,"",[11691],"[37,6,7,8,9,11,12,13,14,57,15,16,17,32,26]",[],"",[1],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2043,2473,"",5650,[11689],[21],[],"",[1],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2044,2474,170,"","[1364,11689]",[23],[],"","[75,1]",[13],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2045,2476,"","","[311,11689]",[4],[],"","[165,1]",[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2046,2477,"",5651,[11689],[25],[],"",[1],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2047,2478,"",5652,[11689],[23],[],"",[1],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2048,2479,"",5653,[11689],[22],[],"",[1],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2049,2480,"",5654,[11689],[24],[],"",[1],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2050,2481,"",5655,[11690],"[6,7,8,9,15,14,57,11,12,32]",[],"",[1],"[1,4,36,39,42,45]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2051,2482,183,"",[11691],"[37,6,7,8,9,11,12,13,14,57,15,16,17,32,26]",[],"",[1],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2052,2483,"",5656,[11689],[21],[],"",[1],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2053,2484,184,"","[1364,11689]",[23],[],"","[80,1]",[13],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2054,2485,"",5657,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2055,2495,"",5658,[],[26],[],"",[],"[4,39,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2056,2486,"",5659,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2057,2487,"",5660,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2058,2488,"",5661,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2059,2489,"",5662,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2060,2490,"","",[339],[],[],"",[2],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2061,2491,"","","[339,8811]",[],[],"","[3,-1]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2062,2492,"","",[339],[],[],"",[4],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2063,2493,"","","[339,2158,8708]",[],[],"","[3,3,38]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2064,2494,"","",[339],[],[],"",[10],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2065,2502,"",5663,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2066,2503,"",5664,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2067,2504,"",5665,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2068,2505,"",5666,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2069,2506,"","","[339,8708]",[],[384],"","[1,48]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2070,2507,"","",[339],[],[384],"",[2],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2071,2508,"",5667,[],[26],[],"",[],"[4,39,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2072,2509,"",5668,[],[26],[],"",[],"[4,39,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2073,2510,168,"",[],"[37,6,7,8,9,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5,37,40,43,46]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2074,2511,"",5669,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2075,2512,"","",[311],[4],[],"",[164],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2076,2513,"",5670,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2077,2514,"",5671,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2078,2515,"",5672,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2079,2516,"",5673,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2080,2517,"",5674,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2081,2518,"",5675,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2082,2519,"","",[311],[4],[],"",[170],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2083,2522,"",5678,[],[13],[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2084,2523,"",5679,[],[20],[],"",[],"[4,39,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2085,2520,"",5676,[],"[9,11,12,32]",[],"",[],"[1,4,36,39,42,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2086,2521,"",5677,[],"[16,17,15]",[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2087,2524,229,"",[],"[37,6,7,8,9,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5,37,40,43,46]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2088,2525,"",5680,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2089,2526,230,"",[1364],[23],[],"",[96],[13],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2090,2807,"","","[339,8708]",[],"[415,422,423,424,425,433]","","[-41,64]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2091,2528,"","",[339],[],[],"",[1],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2092,2529,"","","[339,11693]",[],"[434,435]","","[2,1]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2093,2531,"","",[11466],[],[3008],"",[1],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2094,2530,"","",[11466],[],[3008],"",[2],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2095,2532,"",5681,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2096,2534,"",5682,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2097,2535,"",5683,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2098,2536,"",5684,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2099,2537,"",5685,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2100,2539,"",5686,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2101,2541,"",5687,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2102,2542,"",5688,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2103,2543,"",5689,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2104,2544,"",5690,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2105,2546,"",5691,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2106,2547,"",5692,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2107,2549,"",5693,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2108,2550,"",5694,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2109,2551,"",5695,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2110,2553,"",5696,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2111,2554,"",5697,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2112,2555,"",5698,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2113,2556,"",5699,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2114,2557,"",5700,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2115,2558,"",5701,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2116,2559,"",5702,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2117,2560,"",5703,[],[26],[],"",[],"[4,39,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2118,2561,"",5704,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2119,2562,171,"",[],"[37,6,7,8,9,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5,37,40,43,46]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2120,2563,172,"",[1364],[23],[],"",[76],[13],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2121,2565,"","","[339,8708]",[],"[415,422,423,424,425,433]","","[-42,44]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2122,2566,"","",[339],[],[],"",[3],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2123,2567,"",5705,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2124,2568,"",5706,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2125,2569,"",5707,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2126,2570,"",5708,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2127,2571,"",5709,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2128,2572,"",5710,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2129,2573,"",5711,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2130,2574,"",5712,[],"[9,11,7,6,8,15]",[],"",[],"[1,4,36,39,42,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2131,2575,"",5713,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2132,2576,173,"",[],"[37,6,7,8,9,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5,37,40,43,46]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2133,2577,174,"",[1364],[23],[],"",[77],[13],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2134,2579,"","","[339,8708]",[],"[415,422,423,424,425,433]","","[-43,45]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2135,2580,"","","[339,1299,2624,3470]",[],[],"","[11,12,13,12]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2136,2581,"",5714,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2137,2582,"",5715,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2138,2583,"",5716,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2139,2584,"",5717,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2140,2585,"",5718,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2141,2586,"",5719,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2142,2587,"",5720,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2143,2588,175,"",[1364],[23],[],"",[78],[13],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2144,2590,"",5721,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2145,2591,"","",[339],[],[],"",[3],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2146,2592,"",5722,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2147,2593,"",5723,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2148,2594,"",5724,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2149,2595,"",5725,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2150,2596,"",5726,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2151,2597,"",5727,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2152,2598,"",5728,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2153,2599,"",5729,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2154,2600,"",5730,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2155,2601,"",5731,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2156,2602,"",5732,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2157,2603,"",5733,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2158,2604,"",5734,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2159,2605,"",5735,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2160,2606,"",5736,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2161,2607,"",5737,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2162,2608,"",5738,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2163,2609,"",5739,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2164,2610,"",5740,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2165,2611,"",5741,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2166,2612,"",5742,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2167,2613,"",5743,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2168,2614,"",5744,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2169,2615,176,"",[],"[37,6,7,8,9,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5,37,40,43,46]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2170,2616,177,"",[],"[37,6,7,8,9,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5,37,40,43,46]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2171,2617,178,"",[],"[37,6,7,8,9,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5,37,40,43,46]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2172,2618,179,"",[],"[37,6,7,8,9,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5,37,40,43,46]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2173,2619,"","","[339,8708]",[],"[415,422,423,424,425,433]","","[-45,56]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2174,2620,"","","[339,8708]",[],"[415,422,423,424,425,433]","","[-46,55]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2175,2621,"","","[339,8708]",[],"[415,422,423,424,425,433]","","[-47,57]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2176,2622,"","","[339,8708]",[],"[415,422,423,424,425,433]","","[-48,54]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2177,2623,"","","[339,8708]",[],[2819],"","[13,48]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2178,2624,"","","[339,8708]",[],[389],"","[4,47]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2179,2625,"","","[339,8708]",[],[388],"","[2,47]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2180,2626,"","","[339,2158,8708]",[],[],"","[4,4,47]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2181,2627,"","",[339],[],[],"",[3],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2182,2628,"","","[339,8708,1722,11385]",[],[428],"","[10,49,3,14]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2183,2629,"","","[339,8708,1722,11385]",[],[],"","[1,49,3,14]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2184,2630,"","",[339],[],[],"",[7],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2185,2631,"","","[339,2624,8708,3470]",[],[410],"","[1,4,33,7]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2186,2632,"","","[339,8708,15381]",[],[453],"","[1,33,1]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2187,2633,"",5745,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2188,2634,"",5746,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2189,2635,"",5747,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2190,2636,"",5748,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2191,2637,"",5749,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2192,2638,"",5750,[],"[9,11,15,17,16,14,57]",[],"",[],"[1,4,36,39,42,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2193,2639,180,"",[],"[37,6,7,8,9,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5,37,40,43,46]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2194,2640,"",5751,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2195,2642,"","",[339],[],[],"",[1],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2196,2643,"","",[339],[],[],"",[1],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2197,2644,"",5752,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2198,2645,"",5753,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2199,2646,"",5754,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2200,2647,"",5755,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2201,2648,"",5756,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2202,2649,"",5757,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2203,2650,"",5758,[],"[9,11,15,20,13,7,8,6,12,32]",[],"",[],"[1,4,36,39,42,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2204,2651,181,"",[],"[37,6,7,8,9,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5,37,40,43,46]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2205,2652,182,"",[1364],[23],[],"",[79],[13],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
2206,2654,"","",[339],[],"[415,422,423,424,425,433]","",[-44],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2207,2655,"","","[339,2624]",[],"[430,431,432]","","[19,5]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2208,2656,"","",[339],[],[392],"",[7],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2209,2657,"","",[339],[],[],"",[2],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2210,2658,"","","[339,8708]",[],[389],"","[5,51]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2211,2659,"","",[339],[],[],"",[5],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2212,2660,"","",[339],[],[],"",[3],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
2213,2661,"","",[339],[],[],"",[1],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
