"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","Ascendancy","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","IsAnointmentOnly","i32_162","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","AtlasnodeGroup","i32_228","i32_232","i32_236","i32_240","i32_244","bool_248","[rid]_249","i32_265","[rid]_269","bool_285","KeystoneId","bool_302","IsAttribute","AtlasSubTree","IsRootOfAtlasTree","GrantedSkill","WeaponPointsGranted","bool_341","bool_342"
2960,"elemental45","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,35760,"Elemental Damage","Dégâts élémentaires","Elementarschaden","元素ダメージ","원소 피해","Dano Elemental","Урон от стихий","Daño elemental","ธาตุ - ความเสียหาย","元素傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2961,"elemental46","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,16367,"Elemental Damage","Dégâts élémentaires","Elementarschaden","元素ダメージ","원소 피해","Dano Elemental","Урон от стихий","Daño elemental","ธาตุ - ความเสียหาย","元素傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2962,"elemental47","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,17044,"Elemental Damage","Dégâts élémentaires","Elementarschaden","元素ダメージ","원소 피해","Dano Elemental","Урон от стихий","Daño elemental","ธาตุ - ความเสียหาย","元素傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2963,"elemental48","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,49751,"Elemental Damage","Dégâts élémentaires","Elementarschaden","元素ダメージ","원소 피해","Dano Elemental","Урон от стихий","Daño elemental","ธาตุ - ความเสียหาย","元素傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2964,"elemental49","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[19394],10,0,0,0,65248,"Elemental Ailment Duration","Durée des Altérations élémentaires","Dauer von elementaren Beeinträchtigungen","元素系状態異常持続時間","원소 상태 이상 지속시간","Duração de Afecções Elementais","Длительность стихийных состояний","Duración de estados alterados elementales","เจ็บป่วยธาตุ - ระยะเวลา","元素異常狀態持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2965,"elemental50","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[19394],10,0,0,0,39752,"Elemental Ailment Duration","Durée des Altérations élémentaires","Dauer von elementaren Beeinträchtigungen","元素系状態異常持続時間","원소 상태 이상 지속시간","Duração de Afecções Elementais","Длительность стихийных состояний","Duración de estados alterados elementales","เจ็บป่วยธาตุ - ระยะเวลา","元素異常狀態持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2966,"elemental51","Art/2DArt/SkillIcons/passives/elementaldamage.dds","[18229,18417,18228]",12,12,12,0,56409,"Elemental Ailment Chance","Chances d'Altérations élémentaires","Chance für elementare Beeinträchtigungen","元素系状態異常付与確率","원소 상태 이상 확률","Chance de Afecções Elementais","Шанс наложения стихийных состояний","Probabilidad de estados alterados elementales","เจ็บป่วยธาตุ - โอกาส","元素異常狀態機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2967,"elemental52","Art/2DArt/SkillIcons/passives/elementaldamage.dds","[18229,18417,18228]",12,12,12,0,38068,"Elemental Ailment Chance","Chances d'Altérations élémentaires","Chance für elementare Beeinträchtigungen","元素系状態異常付与確率","원소 상태 이상 확률","Chance de Afecções Elementais","Шанс наложения стихийных состояний","Probabilidad de estados alterados elementales","เจ็บป่วยธาตุ - โอกาส","元素異常狀態機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2968,"elemental53","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,5936,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2969,"elemental54","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds",[5731],12,0,0,0,28061,"Elemental Attack Damage","Dégâts élémentaires des attaques","Elementarer Angriffsschaden","元素属性","원소 공격 피해","Dano Elemental com Ataques","Урон стихийными атаками","Daño de ataques elementales","ความเสียหายโจมตีธาตุ","元素攻擊傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2970,"elemental55","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds",[5731],12,0,0,0,35878,"Elemental Attack Damage","Dégâts élémentaires des attaques","Elementarer Angriffsschaden","元素属性","원소 공격 피해","Dano Elemental com Ataques","Урон стихийными атаками","Daño de ataques elementales","ความเสียหายโจมตีธาตุ","元素攻擊傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2971,"elemental56","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds","[585,4749]",12,10,0,0,50884,"Primal Sundering","Rupture primitive","Urzeitliche Zerstörung","元素属性","원시 작렬","Ruptura Primitiva","Первобытное раздирание","Daño de ataques elementales","Primal Sundering","原始震擊",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2972,"elemental57","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,60741,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2973,"elemental58_","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,49804,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2974,"elemental59","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,6950,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2975,"elemental60","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,24035,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2976,"elemental61_","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,33922,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2977,"elemental62_","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,8618,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2978,"elemental63","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,39696,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2979,"elemental64","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,59154,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2980,"elemental65","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,17491,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2981,"elemental66","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,50202,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2982,"elemental67","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,22178,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2983,"elemental68","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,45465,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2984,"elemental69","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,37347,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2985,"elemental70_","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,32036,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2986,"elemental71","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,26791,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2987,"elemental72","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,60052,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2988,"elemental73","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,45573,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2989,"elemental74","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,841,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2990,"elemental75","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,18509,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2991,"elemental76_","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,7020,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2992,"elemental77","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,13932,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2993,"elemental78","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,43198,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2994,"elemental79","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,40072,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2995,"elemental80_","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[475],10,0,0,0,19724,"Elemental","Élémentaire","Elementar","元素属性","원소","Elemental","Elemental","Elemental","ธาตุ","元素",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2996,"mana1","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,63469,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2997,"mana2","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,50216,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2998,"mana3","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,3918,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
2999,"mana4","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,30834,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3000,"mana5","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,25503,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3001,"mana6","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,27068,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3002,"mana7","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,35831,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3003,"mana8","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,6686,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3004,"mana9","Art/2DArt/SkillIcons/passives/mana.dds",[15180],-5,0,0,0,35993,"Attack Cost","Coût des Attaques","Angriffskosten","アタックコスト","공격 비용","Custo de Ataques","Расход маны атаками","Costo de ataques","ค่าใช้งานการโจมตี","攻擊消耗",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3005,"mana10","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,11938,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3006,"mana11","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,39964,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3007,"mana12","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,20917,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3008,"mana13","Art/2DArt/SkillIcons/passives/mana.dds",[15180],-5,0,0,0,2069,"Attack Cost","Coût des Attaques","Angriffskosten","アタックコスト","공격 비용","Custo de Ataques","Расход маны атаками","Costo de ataques","ค่าใช้งานการโจมตี","攻擊消耗",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3009,"mana14","Art/2DArt/SkillIcons/passives/damage_blue.dds",[1914],4,0,0,0,62936,"Damage from Mana","Dégâts subis par le Mana","Schaden von Mana","ダメージをマナから","마나로부터의 피해","Dano da Mana","Урон от маны","Daño del maná","ความเสียหายจากมานา","魔力傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3010,"mana15","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,37327,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3011,"mana16","Art/2DArt/SkillIcons/passives/mana.dds","[124,1074]",10,6,0,0,45632,"Mind Eraser","Effaceur d'esprit","Gedankenlöscher","心を消すもの","정신 삭제","Apaga Mentes","Стиратель разума","Borrador de mentes","Mind Eraser","心靈抹除",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3012,"mana17","Art/2DArt/SkillIcons/passives/mana.dds","[124,121]",14,30,0,0,57967,"Sturdy Mind","Esprit robuste","Klarer Verstand","強靭な精神","튼튼한 정신","Mente Robusta","Крепкий ум","Mente robusta","Sturdy Mind","堅韌思維",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,53,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3013,"mana18","Art/2DArt/SkillIcons/passives/mana.dds","[121,124]",20,20,0,0,61027,"Mana Blessing","Bénédiction de mana","Manasegen","マナの祝福","마나 축복","Bênção da Mana","Благословение маны","Bendición de maná","Mana Blessing","魔力祝福",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3014,"mana19","Art/2DArt/SkillIcons/passives/mana.dds","[1914,565]",8,15,0,0,51891,"Lucidity","Lucidité","Klarheit","明晰さ","명료함","Lucidez","Прозрачность","Lucidez","Lucidity","夢醒",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3015,"mana20","Art/2DArt/SkillIcons/passives/mana.dds","[124,2833]",18,-15,0,0,24120,"Mental Toughness","Force mentale","Mentale Belastbarkeit","精神のタフさ","정신적 강인함","Fortitude Mental","Выносливый разум","Fortaleza mental","Mental Toughness","強韌心理",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3016,"mana21","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[132],15,0,0,0,40691,"Energy Shield Recharge","Recharge du Bouclier d'énergie","Energieschild-Wiederaufladung","エナジーシールドリチャージ","에너지 보호막 재충전","Recarga do Escudo de Energia","Перезарядка энергетического щита","Recarga del escudo de energía","โล่พลังงาน - รีชาร์จ","能量護盾充能",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3017,"mana22","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[132],15,0,0,0,36746,"Energy Shield Recharge","Recharge du Bouclier d'énergie","Energieschild-Wiederaufladung","エナジーシールドリチャージ","에너지 보호막 재충전","Recarga do Escudo de Energia","Перезарядка энергетического щита","Recarga del escudo de energía","โล่พลังงาน - รีชาร์จ","能量護盾充能",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3018,"mana23","Art/2DArt/SkillIcons/passives/damage_blue.dds",[1914],4,0,0,0,49976,"Damage from Mana","Dégâts subis par le Mana","Schaden von Mana","ダメージをマナから","마나로부터의 피해","Dano da Mana","Урон от маны","Daño del maná","ความเสียหายจากมานา","魔力傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3019,"mana24","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[132],15,0,0,0,25893,"Energy Shield Recharge","Recharge du Bouclier d'énergie","Energieschild-Wiederaufladung","エナジーシールドリチャージ","에너지 보호막 재충전","Recarga do Escudo de Energia","Перезарядка энергетического щита","Recarga del escudo de energía","โล่พลังงาน - รีชาร์จ","能量護盾充能",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3020,"mana25","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,55807,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3021,"mana26","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,9281,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3022,"mana27","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,34248,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3023,"mana28","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,48618,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
