"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","LifeLeech","CastTime","ActiveSkill","IgnoreMinionTypes","CooldownNotRecoverDuringActive","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool_145","RegularVariant","bool_154","i32_155","i32_159","i32_163","bool_167","StatSet","AdditionalStatSets","Audio","CostTypes","bool_224","[i32]_225","i32_241","SupportWeaponRestrictions"
2568,"GATenderizerChargeEnd","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10564,0,0,"",2680,[],"",[],1,[],-1,[]
2569,"GSGladiatorFireHorn","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10565,0,0,"",2681,[],"",[],1,[],-1,[]
2570,"GATombStalkerConeSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10566,0,0,"",2682,[],"",[],1,[],-1,[]
2571,"GAGargoyleLeapImpactPoEM","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10567,0,0,"",2683,[],"",[],1,[],-1,[]
2572,"GAGargoyleLeapImpactCascadePoEM","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10568,0,0,"",2684,[],"",[],1,[],-1,[]
2573,"GSGargoyleFlameBreathPoEM","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10569,0,0,"",2685,[],"",[],1,[],-1,[]
2574,"GSVaalConstructCannonImpact","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10571,0,0,"",2686,[],"",[],1,[],-1,[]
2575,"GSVaalConstructCannonImpactWall","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10572,0,0,"",2687,[],"",[],1,[],-1,[]
2576,"GAVaalConstructGolemChargeImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10574,0,0,"",2688,[],"",[],1,[],-1,[]
2577,"GSSirenWaterJetCloseRangeImpact","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10575,0,0,"",2689,[],"",[],1,[],-1,[]
2578,"GSPitifulProjectileExplode","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10576,0,0,"",2690,[],"",[],1,[],-1,[]
2579,"GSCaptainHarlinWaveImpacts","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10577,0,1018,"",2691,[],"",[],1,[],-1,[]
2580,"GSQuillCrabColdImpact","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10579,0,0,"",2692,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[]
2581,"GSBlackJawFireDonut","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10580,0,0,"",2693,[],"",[],1,[],-1,[]
2582,"GSBlackJaw2FireDonut","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",11131,0,0,"",2694,[],"",[],1,[],-1,[]
2583,"GSBaronBossColdBreathChannel","",[],"",[],[],"",0,"",2,1000,317,"","",[],26,"","","","",10581,0,0,"",2695,[],"",[],1,[],-1,[]
2584,"GSBaronBossColdBreath","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10582,0,0,"",2696,[],"",[],1,[],-1,[]
2585,"GAFallenGodHexblastSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],61,"","","","",10583,0,0,"",2697,[],"",[],1,[],-1,[]
2586,"GAFallenGodHexblastSlamChaos","",[],"",[],[],"",0,"",2,1000,316,"","",[],61,"","","","",10584,0,0,"",2698,[],"",[],1,[],-1,[]
2587,"GAHarborBossShieldCrush","",[],"",[],[],"",0,"",2,1000,316,"","",[],146,"","","","",10585,0,0,"",2699,[],"",[],1,[],-1,[]
2588,"GAHarborBossFlailSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],61,"","","","",10586,0,0,"",2700,[],"",[],1,[],-1,[]
2589,"GAHarborBossFlamewallStomp","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10587,0,0,"",2701,[],"",[],1,[],-1,[]
2590,"GSHarborBossFlamewallWave","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10588,0,0,"",2702,[],"",[],1,[],-1,[]
2591,"GAHarborBossChargeStompFire","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10589,0,0,"",2703,[],"",[],1,[],-1,[]
2592,"GAFallenGodGrowthSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],61,"","","","",10590,0,0,"",2704,[],"",[],1,[],-1,[]
2593,"GAHarborBossFlailSpin","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10591,0,0,"",2705,[],"",[],1,[],-1,[]
2594,"GAFallenHookDash","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10593,0,0,"",2706,[],"",[],1,[],-1,[]
2595,"GAFallenHookDashRitual","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10593,0,0,"",2707,[],"",[],1,[],-1,[]
2596,"GSFallenGodBossBeamSlam","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10594,0,0,"",2708,[],"",[],1,[],-1,[]
2597,"GSFallenGodBossBeamSlamSanctified","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10594,0,0,"",2709,[],"",[],1,[],-1,[]
2598,"GAFallenGodBossFireSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],34,"","","","",10595,0,0,"",2710,[],"",[],1,[],-1,[]
2599,"GAFallenGodBossFireSlamSanctified","",[],"",[],[],"",0,"",2,1000,317,"","",[],34,"","","","",10595,0,0,"",2711,[],"",[],1,[],-1,[]
2600,"GATumourSnakeSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10596,0,0,"",2712,[],"",[],1,[],-1,[]
2601,"GAFallenLunarisWalk","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10597,0,0,"",2713,[],"",[],1,[],-1,[]
2602,"GAFountainStatueBossSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],13,"","","","",10598,0,0,"",2714,[],"",[],1,[],-1,[]
2603,"GAVaalHumanoidStalkerImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10599,0,0,"",2715,[],"",[],1,[],-1,[]
2604,"GSVaalHumanoidCannonImpact","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10600,0,0,"",2716,[],"",[],1,[],-1,[]
2605,"GSVaalHumanoidCannonImpactWall","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10601,0,0,"",2717,[],"",[],1,[],-1,[]
2606,"GSTwilightOrderHighPriestLaserImpact","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10603,0,0,"",2718,[],"",[],1,[],-1,[]
2607,"GSTwilightOrderHighPriestSkyBeam","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10604,0,0,"",2719,[],"",[],1,[],-1,[]
2608,"GAHarborBossShieldBash","",[],"",[],[],"",0,"",2,1000,316,"","",[],22,"","","","",10605,0,0,"",2720,[],"",[],1,[],-1,[]
2609,"GAHarborBossChargeBash","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10606,0,0,"",2721,[],"",[],1,[],-1,[]
2610,"GAHarborBossGigaSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],35,"","","","",10607,0,0,"",2722,[],"",[],1,[],-1,[]
2611,"GSTwilightOrderHighPriestVacuumPulse","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10608,0,0,"",2723,[],"",[],1,[],-1,[]
2612,"GSTwilightOrderHighPriestVacuumExplode","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10609,0,0,"",2724,[],"",[],1,[],-1,[]
2613,"GSTwilightOrderHighPriestPizzaStrike","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10610,0,0,"",2725,[],"",[],1,[],-1,[]
2614,"GAExecratusExecutionerDashSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10611,0,0,"",2726,[],"",[],1,[],-1,[]
2615,"GAFountainStatueBossComboHit1","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10612,0,0,"",2727,[],"",[],1,[],-1,[]
2616,"GAFountainStatueBossComboHit2","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10613,0,0,"",2728,[],"",[],1,[],-1,[]
2617,"GAFountainStatueBossComboHit3","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10621,0,0,"",2729,[],"",[],1,[],-1,[]
2618,"GAFountainStatueBossComboHit4","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10614,0,0,"",2730,[],"",[],1,[],-1,[]
2619,"GAGladiatorMinotaurLeapSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10616,0,0,"",2731,[],"",[],1,[],-1,[]
2620,"GSFallenGodDivineProjImpact","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10617,0,0,"",2732,[],"",[],1,[],-1,[]
2621,"GSFallenGodDivineProjImpactSanctified","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10617,0,0,"",2733,[],"",[],1,[],-1,[]
2622,"GSSanctumHazardProjImpact","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10617,0,0,"",2732,[],"",[],1,[],-1,[]
2623,"GAFallenGodStagChargeImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10618,0,0,"",2734,[],"",[],1,[],-1,[]
2624,"GAPauliusGigaSlam","",[],"",[],[],"",0,"",2,3500,316,"","",[],13,"","","","",10619,0,0,"",2735,[],"",[],1,[],-1,[]
2625,"GAFountainStatueBossComboHit5","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10615,0,0,"",2736,[],"",[],1,[],-1,[]
2626,"GARatKingSlamForward","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10622,0,0,"",2737,[],"",[],1,[],-1,[]
2627,"GARatKingSlamTail","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10623,0,0,"",2738,[],"",[],1,[],-1,[]
2628,"GARatKingSlamFlip","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10624,0,0,"",2739,[],"",[],1,[],-1,[]
2629,"GARatKingTailSwipe","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10625,0,0,"",2740,[],"",[],1,[],-1,[]
2630,"GAFallenStalkerFlicker","",[],"",[],[],"",0,"",2,1000,316,"","",[],13,"","","","",10626,0,0,"",2741,[],"",[],1,[],-1,[]
2631,"GAFallenStagTentacles","",[],"",[],[],"",0,"",2,1000,316,"","",[],13,"","","","",10628,0,0,"",2742,[],"",[],1,[],-1,[]
2632,"GSDwarvenPipeBossSmokeExplosion","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10629,0,0,"",2743,[],"",[],1,[],-1,[]
2633,"GSDwarvenPipeBossRadialSmokeExplosion","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10630,0,0,"",2744,[],"",[],1,[],-1,[]
2634,"GABabyBossSneeze","",[],"",[],[],"",0,"",2,1000,316,"","",[],53,"","","","",10631,0,0,"",2745,[],"",[],1,[],-1,[]
2635,"GSWatcherEyeLaser","",[],"",[],[],"",0,"",2,1000,317,"","",[],21,"","","","",10632,0,0,"",2746,[],"",[],1,[],-1,[]
2636,"GSFallenSolarisVomitImpact","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10633,0,0,"",2747,[],"",[],1,[],-1,[]
2637,"GSCreepyHagCurse","",[],"",[],[],"",0,"",2,1000,317,"","",[],24,"","","","",10634,0,0,"",2748,[],"",[],1,[],-1,[]
2638,"GAMidwifeBossScissorCombo1","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10635,0,0,"",2749,[],"",[],1,[],-1,[]
2639,"GAMidwifeBossScissorCombo2","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10636,0,0,"",2750,[],"",[],1,[],-1,[]
2640,"GAMidwifeBossScissorCombo3","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10637,0,0,"",2751,[],"",[],1,[],-1,[]
2641,"GAMidwifeBossScissorChase","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10638,0,0,"",2752,[],"",[],1,[],-1,[]
2642,"GAMidwifeBossDualWieldCombo1Impact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10639,0,0,"",2753,[],"",[],1,[],-1,[]
2643,"GAMidwifeBossDualWieldChase","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10640,0,0,"",2754,[],"",[],1,[],-1,[]
2644,"GSMamaBabyExplode","",[],"",[],[],"",0,"",2,1000,317,"","",[],23,"","","","",10641,0,0,"",2755,[],"",[],1,[],-1,[]
2645,"BoneshatterBruteMinion","",[],"",[],[],"",0,"",2,1000,497,"","",[],445,"","","","",0,101,0,"",2756,[2757],"",[],"",[],-1,[]
2646,"GACyclopsBossBallSmack","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10643,0,0,"",2758,[],"",[],1,[],-1,[]
2647,"GACyclopsBossBallChainSlice","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10644,0,0,"",2759,[],"",[],1,[],-1,[]
2648,"GAMidwifeBossBellyKnockback","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10645,0,0,"",2760,[],"",[],1,[],-1,[]
2649,"GSFallenGodBossWaveRevive","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10646,0,0,"",2761,[],"",[],1,[],-1,[]
2650,"GSBoneOfferingExplosionMinion","",[],"",[],[],"",1141015462,"",2,1000,819,"","",[],"","","","","",10647,0,0,"",2762,[],"",[],1,[],-1,[]
2651,"GSBoneOfferingExplosionMinionSanguine","",[],"",[],[],"",4027921576,"",2,1000,819,"","",[],"","","","","",11164,0,0,"",2762,[],"",[],1,[],-1,[]
2652,"GASlumsFilfthMonsterSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10648,0,0,"",2763,[],"",[],1,[],-1,[]
2653,"GASlumsFilfthMonsterSlamMinor","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10649,0,0,"",2764,[],"",[],1,[],-1,[]
2654,"GAMamaBabySlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10650,0,0,"",2765,[],"",[],1,[],-1,[]
2655,"GABaronBossIciclesStab","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10651,0,0,"",2766,[],"",[],1,[],-1,[]
2656,"GSBaronBossIciclesActivate","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10652,0,0,"",2767,[],"",[],1,[],-1,[]
2657,"GSExplodingPigExplode","",[],"",[],[],"",0,"",2,1000,317,"","",[],11,"","","","",10653,0,0,"",2768,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[]
2658,"GABrambleBurrowerImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10655,0,0,"",2769,[],"",[],1,[],-1,[]
2659,"GARitualBurrowerImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",11055,0,0,"",2770,[],"",[],1,[],-1,[]
2660,"GASpiresBurrowerImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10808,0,0,"",2771,[],"",[],1,[],-1,[]
2661,"GSSkeletonTornadoWave","",[],"",[],[],"",0,"",2,1000,317,"","",[],23,"","","","",10656,0,0,"",2772,[],"",[],1,[],-1,[]
2662,"GSCarrionCroneIceNova","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10657,0,0,"",2773,[],"",[],1,[],-1,[]
2663,"GASkeletalReaperEmergeReap","",[],"",[],[],"",0,"",2,1000,42,"","",[],36,"","","","",0,0,0,"",2774,[],"",[],1,[],-1,[]
2664,"GACorpseStriderLightningBarrage","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10659,0,0,"",2775,[],"",[],1,[],-1,[]
2665,"GSDrudgeGrenadeExplode","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10660,0,0,"",2776,[],"",[],1,[],-1,[]
2666,"GSRudjaGrenadeExplode","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10660,0,0,"",2777,[],"",[],1,[],-1,[]
2667,"GSRudjaFlashbang","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10661,0,0,"",2778,[],"",[],1,[],-1,[]
2668,"GSRudjaSuicideExplode","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10662,0,0,"",2779,[],"",[],1,[],-1,[]
2669,"GSRudjaFlamethrower","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10663,0,0,"",2780,[],"",[],1,[],-1,[]
2670,"GAExecutionerSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],61,"","","","",10664,0,0,"",2781,[],"",[],1,[],-1,[]
2671,"GAExecutionerGuillitineDrop","",[],"",[],[],"",0,"",2,1000,316,"","",[],23,"","","","",10665,0,0,"",2782,[],"",[],1,[],-1,[]
2672,"GAExecutionerReverseSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],47,"","","","",10666,0,0,"",2783,[],"",[],1,[],-1,[]
2673,"GAExecutioner2H","",[],"",[],[],"",0,"",2,1000,316,"","",[],234,"","","","",10667,0,0,"",2784,[],"",[],1,[],-1,[]
2674,"GSSkelemancerGhostflameImpact","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10668,0,0,"",2785,[],"",[],1,[],-1,[]
2675,"GSBalbalaRuneExplode","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10669,0,0,"",2786,[],"",[],1,[],-1,[]
2676,"GSSkeletonSnakeBossFlameBlast","",[],"",[],[],"",0,"",2,1000,317,"","",[],96,"","","","",10670,0,0,"",2787,[],"",[],1,[],-1,[]
2677,"GASkeletonSnakeBossHeadSlamBodyDamage","",[],"",[],[],"",0,"",2,1000,316,"","",[],96,"","","","",10671,0,0,"",2788,[],"",[],1,[],-1,[]
2678,"GASkeletonSnakeBossHeadSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],61,"","","","",10672,0,0,"",2789,[],"",[],1,[],-1,[]
2679,"GSSkeletonSnakeBossRibCageBarrageImpact","",[],"",[],[],"",0,"",2,1000,317,"","",[],96,"","","","",10673,0,0,"",2790,[],"",[],1,[],-1,[]
2680,"GABalbalaFlickerStrikeTriggeredAttack1","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10674,0,0,"",2791,[],"",[],1,[],-1,[]
2681,"GABalbalaFlickerStrikeTriggeredAttack2","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10675,0,0,"",2792,[],"",[],1,[],-1,[]
2682,"GSWifeMonsterDelayedBlast","",[],"",[],[],"",0,"",2,1000,317,"","",[],23,"","","","",10676,0,0,"",2793,[],"",[],1,[],-1,[]
2683,"GSWifeMonsterDelayedBlastLarge","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10677,0,0,"",2794,[],"",[],1,[],-1,[]
2684,"GAFarudinCrawlerSpearSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],13,"","","","",10678,0,0,"",2795,[],"",[],1,[],-1,[]
2685,"GSFarudinCrawlerDelayedStrike","",[],"",[],[],"",0,"",2,1000,317,"","",[],21,"","","","",10679,0,0,"",2796,[],"",[],1,[],-1,[]
2686,"GARudjaEnrageAttack1","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10680,0,0,"",2797,[],"",[],1,[],-1,[]
2687,"GARudjaEnrageAttack2","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10681,0,0,"",2798,[],"",[],1,[],-1,[]
2688,"GSHusbandWifeRevive","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10682,0,0,"",2799,[],"",[],1,[],-1,[]
2689,"GATitanBossRockFall","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10683,0,0,"",2800,[],"",[],1,[],-1,[]
2690,"GATitanBossRockFallLarge","",[],"",[],[],"",0,"",2,1000,316,"","",[],96,"","","","",10730,0,0,"",2801,[],"",[],1,[],-1,[]
2691,"GSTitanBossMegaBlast","",[],"",[],[],"",0,"",2,1000,317,"","",[],28,"","","","",10684,0,0,"",2802,[],"",[],1,[],-1,[]
2692,"GSCarrionCroneSpikeExplode","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10685,0,0,"",2803,[],"",[],1,[],-1,[]
2693,"GSSanctumGroundSpikeExplode","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10936,0,0,"",2804,[],"",[],1,[],-1,[]
2694,"GSPerennialKingBasicLightningZap","",[],"",[],[],"",0,"",2,1000,317,"","",[],21,"","","","",10686,0,1014,"",2805,[],"",[],1,[],-1,[]
2695,"GAPerennialKingGlassSwordSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],61,"","","","",10687,0,1014,"",2806,[],"",[],1,[],-1,[]
2696,"GAPerennialKingAxeCleave","",[],"",[],[],"",0,"",2,1000,316,"","",[],9,"","","","",10689,0,1016,"",2807,[],"",[],1,[],-1,[]
2697,"GAPerennialKingObsidianStormImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10690,0,1014,"",2808,[],"",[],1,[],-1,[]
2698,"GSPerennialKingSandnadoPhysDamage","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10691,0,0,"",2809,[],"",[],1,[],-1,[]
2699,"GSPerennialKingSandnadoLightningDamage","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10692,0,1015,"",2810,[],"",[],1,[],-1,[]
2700,"GAInfectedMercIncendiaryBoltImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10693,0,0,"",2811,[],"",[],1,[],-1,[]
2701,"GSHusbandPurge","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10694,0,0,"",2812,[],"",[],1,[],-1,[]
2702,"GATitanBossFissureDamage","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10696,0,0,"",2813,[],"",[],1,[],-1,[]
2703,"GATitanArmSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],13,"","","","",10697,0,0,"",2814,[],"",[],1,[],-1,[]
2704,"GSPerennialKingBeaconSpray","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10698,0,1015,"",2815,[],"",[],1,[],-1,[]
2705,"GAManorGargoyleLacerate","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10699,0,0,"",2816,[],"",[],1,[],-1,[]
2706,"GSTitanBossLaserImpact","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10700,0,0,"",2817,[],"",[],1,[],-1,[]
2707,"GATitanArmSlam2","",[],"",[],[],"",0,"",2,1000,316,"","",[],16,"","","","",10701,0,0,"",2818,[],"",[],1,[],-1,[]
2708,"GATitanArmSlam3","",[],"",[],[],"",0,"",2,1000,316,"","",[],17,"","","","",10702,0,0,"",2819,[],"",[],1,[],-1,[]
2709,"GASkeletalKnightShieldBash","",[],"",[],[],"",0,"",2,1000,316,"","",[],13,"","","","",10703,0,0,"",2820,[],"",[],1,[],-1,[]
2710,"GSWifeMonsterBoneCone","",[],"",[],[],"",0,"",2,1000,317,"","",[],13,"","","","",10704,0,0,"",2821,[],"",[],1,[],-1,[]
2711,"GASkeletalKnightShieldBashImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],13,"","","","",10706,0,0,"",2820,[],"",[],1,[],-1,[]
2712,"GABaronWolfBloodTeleSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10708,0,0,"",2822,[],"",[],1,[],-1,[]
2713,"GABaronWolfDashDangerRectangle","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10709,0,0,"",2823,[],"",[],1,[],-1,[]
2714,"GABaronWolfBloodBurst","",[],"",[],[],"",0,"",2,1000,316,"","",[],23,"","","","",10710,0,0,"",2824,[],"",[],1,[],-1,[]
2715,"GSWifeMonsterBoneStorm","",[],"",[],[],"",0,"",2,1000,317,"","",[],23,"","","","",10707,0,0,"",2825,[],"",[],1,[],-1,[]
2716,"GSCarrionCroneWaveDamageShape","",[],"",[],[],"",0,"",2,1000,317,"","",[],23,"","","","",10712,0,0,"",2826,[],"",[],1,[],-1,[]
2717,"GACountsGuardLeapAttack1","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10713,0,0,"",2827,[],"",[],1,[],-1,[]
2718,"GACountsGuardLeapAttack2","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10714,0,0,"",2828,[],"",[],1,[],-1,[]
2719,"GAMudBurrowerBloodProj","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10715,0,0,"",2829,[],"",[],1,[],-1,[]
2720,"GAExecutionerSlamAxeImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10716,0,0,"",2830,[],"",[],1,[],-1,[]
2721,"GAExecutionerSlamAxeMelee","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10717,0,0,"",2831,[],"",[],1,[],-1,[]
2722,"GAMudBurrowerGoopSmallImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10718,0,0,"",2832,[],"",[],1,[],-1,[]
2723,"GAMudBurrowerSpraySmallImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10719,0,0,"",2833,[],"",[],1,[],-1,[]
2724,"GSBaronWolfSummonDeathExplode","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10720,0,0,"",2834,[],"",[],1,[],-1,[]
2725,"GAExecutionerMegaSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],13,"","","","",10721,0,0,"",2835,[],"",[],1,[],-1,[]
2726,"GAHusbandCleaveDash","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10722,0,0,"",2836,[],"",[],1,[],-1,[]
2727,"GAScarecrowBeastBlade","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10723,0,0,"",2837,[],"",[],1,[],-1,[]
2728,"GAMudBurrowerDivePush","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",10724,0,0,"",2838,[],"",[],1,[],-1,[]
2729,"GABaronHumanEpicThrust","",[],"",[],[],"",0,"",2,1000,316,"","",[],33,"","","","",10725,0,0,"",2839,[],"",[],1,[],-1,[]
2730,"GABaronHumanLacerateSlamLeft","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10726,0,0,"",2840,[],"",[],1,[],-1,[]
2731,"GABaronHumanLacerateSlamRight","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10727,0,0,"",2841,[],"",[],1,[],-1,[]
2732,"GABaronHumanLacerateSlamSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10728,0,0,"",2842,[],"",[],1,[],-1,[]
2733,"GATitanBossChiselSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],96,"","","","",10729,0,0,"",2843,[],"",[],1,[],-1,[]
2734,"GAFaridunLizardTailSlam","",[],"",[],[],"",0,"",2,1000,316,"","",[],13,"","","","",10731,0,0,"",2844,[],"",[],1,[],-1,[]
2735,"GABaronBossCorruptWolfJumpSlash","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10732,0,0,"",2845,[],"",[],1,[],-1,[]
