"rownum","Id","BuffDefinition","Buff_StatValues","AuraRadius","[i32]_44","[i32]_60","BuffVisual","f32_92","bool_96","Stats","i32_113","i32_117","bool_121","rid_122","bool_138"
516,"shrine_lunaris_player",1985,"[50,2,2,100,0,1]",0,[],[],"",0,1,[],1,0,"","",""
517,"shrine_lunaris_monster",1985,"[50,2,0,50,-50,1]",0,[],[],262,0,1,[],1,0,"","",""
518,"shrine_solaris_player",1986,"[50,1,1,100,0,1]",0,[],[],"",0,1,[],1,0,"","",""
519,"shrine_solaris_monster",1986,"[50,1,1,50,10,1]",0,[],[],262,0,1,[],1,0,"","",""
520,"shrine_arakaali_player",1987,"[50,15,15,-100,0,1]",0,[],[],"",0,1,[],1,0,"","",""
521,"shrine_arakaali_monster",1987,"[50,10,0,-50,1,1]",0,[],[],262,0,1,[],1,0,"","",""
522,"HealOnNearbyPlayerDeath",2008,[0],120,"[3,12]",[],"",0,1,[16285],1,0,"","",""
523,"SanctumLessResolveDamageNonOwner",2052,[-30],0,[],[],"",0,1,[],1,0,"","",""
524,"UniqueEnemyLifeReserved",2059,[0],30,"[3,4]",[],"",0,1,[1067],1,0,"","",""
525,"UniqueRecoverMaximumLifeOnAlternatingCondition",2075,"[2,5]",0,[],[],"",0,1,[],1,0,"","",""
526,"NoFireResistanceToDotWhileStationaryAura",2080,[],60,"[3,4]",[],"",0,1,[],1,0,"","",""
527,"NearbyEnemiesHaveReducedCooldownRecovery",2083,[-10],60,[3],[],"",0,1,[],1,0,"","",""
528,"GuardianAlternatingBlockChance",2097,"[50,50]",0,[],[],"",0,1,[],1,0,"","",""
529,"ChampionNearbyEnemiesTaunted",1409,[],20,[3],[19],"",0,1,[],1,0,"","",""
530,"CoverInAshNearbyEnemies",1409,[],30,[3],[20],"",0,1,[],1,0,"","",""
531,"AncestrialTrialDestroyTotem",2122,[6000],0,[],[],"",0,1,[],1,0,"","",""
532,"CasterOffhandCoveredInAsh",729,"[-20,20]",60,[3],[],"",0,1,[],1,0,"","",""
533,"TrenchHagDrowningOrb",1409,[],8,"[10,3,11,6]","[0,17,50,2500]",2026,0,1,[],1,0,"","",""
534,"VaalShapeshifterShapeshifted",2150,"[-15,122]",0,[],[],"",0,1,[],1,0,"","",""
535,"LabyrinthTrapMaim",506,"[-30,-15]",0,[],[10],542,4,"",[],1,0,"","",""
536,"ChieftainWhileStationaryNearbyEnemiesNoFireDotResistance",2266,[],0,[],[],"",0,1,[],1,0,"","",""
537,"SirenBossPetrify",825,"[4,5,3500,0]",0,[],"[1,0,120,200,182,8,700,4000,0,0,1]","",0,1,[],1,0,"","",""
538,"SirenMirrorPetrify",825,"[4,5,3500,0]",0,[],"[1,0,120,100,4,8,700,4000,0,0,1]","",0,1,[],1,0,"","",""
539,"UltimatumStatuePetrify",825,"[4,5,3500,0]",0,[],"[2,0,120,60,26,8,300,4000,0,0,1]","",0,1,[],1,0,"","",""
540,"UltimatumStatuePetrify2",825,"[4,5,3500,0]",0,[],"[2,0,120,60,26,8,200,6000,0,0,1]","",0,1,[],1,0,"","",""
541,"AncestralJadeEncaseEnemy",2213,"[1,0]",0,[],[3],2254,4,"",[],1,0,"","",""
542,"SirenBossDrowningOrb",1409,[],8,"[10,3,11,6]","[0,17,50,2500]","",0,1,[],1,0,"","",""
543,"FallenGodBuff1",2251,[100],0,[],[],"",0,1,[],1,0,"","",""
544,"FallenGodBuff2",2252,[-50],0,[],[],"",0,1,[],1,0,"","",""
545,"FallenGodBuff3",2253,[-80],0,[],[],"",0,1,[],1,0,"","",""
546,"FallenGodBuff4",2254,[10000],15,"[3,14]",[],"",0,1,[],1,0,"","",""
547,"FallenGodBuff5",2255,"[1,1,1]",0,[],[],"",0,1,[],1,0,"","",""
548,"FountainStatueBossGoopTendrils",898,[],20,[3],"[1000,8]","",0,1,[],1,0,"","",""
549,"QueenOfFilthLifeCurse",2326,[],20,"[3,5]","[100,0,15000,0]","",0,1,[],1,0,"","",""
550,"QueenOfFilthManaCurse",2327,[],20,"[3,5]","[0,100,15000,0]","",0,1,[],1,0,"","",""
551,"QueenOfFilthLifeCurseDetonation",2326,[],0,[],"[100,0,0,0]","",3,"",[],1,0,"","",""
552,"QueenOfFilthManaCurseDetonation",2327,[],0,[],"[0,100,0,0]","",3,"",[],1,0,"","",""
553,"RockSliderLostRock",2340,"[-30,-30]",0,[],[],"",0,1,[],1,0,"","",""
554,"SanctumChronomancer",2404,[],0,[],"[16,250,1]","",0,1,[],1,0,"","",""
555,"SanctumChronomancer15s",2404,[],0,[],"[60,250,1]","",0,1,[],1,0,"","",""
556,"SanctumChronomancer9s",2404,[],0,[],"[36,250,1]","",0,1,[],1,0,"","",""
557,"SanctumChronomancer3s",2404,[],0,[],"[12,250,1]","",0,1,[],1,0,"","",""
558,"SanctumChronomancer4s",2404,[],0,[],"[16,250,1]","",0,1,[],1,0,"","",""
559,"AscendancyBuffHornOnslaught",2563,"[10,20]",0,[],[],"",8,"",[],1,0,"","",""
560,"AscendancyTortoisePauaAura",2562,"[80,40]",40,"[10,2]",[],"",0,1,[],1,0,"","",""
561,"RitualWispBuff",2575,[50],0,[],[],"",0,1,[],1,0,"","",""
562,"BreachWakingNightmare",2578,"[-10,10]",0,[],[],"",10,"",[],1,0,"","",""
563,"BreachWithered",2587,[5],25,"[3,14,10]",[],"",0,1,[],1,0,"","",""
564,"InstabilityBuff",2636,[1],0,[],[],"",10,"",[],1,0,"","",""
565,"TimerotStack",2628,"[-5,-5]",0,[],[],"",0,1,[],1,0,"","",""
566,"ReparationStack",2629,"[5,5]",0,[],[],"",0,1,[],1,0,"","",""
567,"AzmeriDustVisualWarden",390,[],0,[],[],2309,0,1,[],1,0,"","",""
568,"AzmeriDustVisualVoodoo",390,[],0,[],[],2310,0,1,[],1,0,"","",""
569,"AzmeriDustVisualPrimal",390,[],0,[],[],2311,0,1,[],1,0,"","",""
570,"TempestCorruptedPlayer",2689,[25],0,[],[],"",10,"",[],1,0,"","",""
571,"TempestCorruptedMonster",2690,[400],0,[],[],"",10,"",[],1,0,"","",""
572,"TempestRadiantPlayer",2691,"[100,50,30]",0,[],[],"",10,"",[],1,0,"","",""
573,"TempestRadiantMonster",2692,"[10000,30,50]",0,[],[],"",10,"",[],1,0,"","",""
574,"MtxApplyCrystalHitEffect",2702,[],0,[],[0],"",0,1,[],1,0,"","",""
575,"MtxApplyJadeHitEffect",2717,[],0,[],[1],"",0,1,[],1,0,"","",""
576,"MtxApplyObsidianlHitEffect",2718,[],0,[],[2],"",0,1,[],1,0,"","",""
577,"TormentedSpiritPowerPrimal",2720,[0],0,[],[],2345,0,1,[22307],1,0,"","",""
578,"TormentedSpiritPowerWild",2720,[0],0,[],[],2346,0,1,[22307],1,0,"","",""
579,"TormentedSpiritPowerVivid",2720,[0],0,[],[],2347,0,1,[22307],1,0,"","",""
580,"TormentedSpiritPowerSacred",2720,[0],0,[],[],2348,0,1,[22307],1,0,"","",""
581,"SpiritHauntDamageTakenLerp",842,"[-60,-99,2000]",0,[],[],"",2,"",[],1,0,"","",""
