"rownum","Id","Name","Metadata","rid","NPCMasterKey","ShortName","i32","NPCAudios1","NPCAudios2","HASH16","row","Portrait","DialogueStyle","rid","string","bool","string","rid"
317,"Metadata/NPC/Four_Act2/WaterGoddessUnnamed","The Water Goddess","Metadata/NPC/Four_Act2/WaterGoddess","","","The Water Goddess",2,[],[],-31317,315,"",6,"","F",1,"",12
318,"Metadata/NPC/Four_Act2/Risu","Risu, Faridun Defector","Metadata/NPC/Four_Act2/Risu","","","Risu, Faridun Defector",2,[189],[],21777,"",37,6,"","F",1,"",13
319,"Metadata/NPC/Four_Act2/RisuCaravan","Risu","Metadata/NPC/Four_Act2/RisuCaravan","","","Risu",2,[191],[192],-25990,320,37,6,15,"F",1,"",13
320,"Metadata/NPC/Four_Act2/RisuCouncil","Risu","Metadata/NPC/Four_Act2/RisuCouncil","","","Risu",2,[189],[190],31367,"",37,6,15,"F",1,"",13
321,"Metadata/NPC/Four_Act2/RisuPassage_","Risu","Metadata/NPC/Four_Act2/RisuCouncil","","","Risu",2,[189],[190],-12365,"",37,6,15,"F",1,"",13
322,"Metadata/NPC/Four_Act2/TheCountess","The Countess","Metadata/Terrain/Gallows/Act2/2_12_2/Objects/PerennialKingCountess","","","The Countess",0,[],[],11161,"","",6,"","F",1,"",23
323,"Metadata/Monsters/Hags/UrchinHagBoss","Beira of the Rotten Pack","Metadata/Monsters/Hags/HagBoss","","","Beira of the Rotten Pack",1,[],[],5798,"","","","","F",1,"",""
324,"Metadata/Monsters/Hags/UrchinHagBossMap","Riona, Winter's Cackle","","","","Riona, Winter's Cackle",0,[],[],28598,"","","","","F",1,"",""
325,"Metadata/Monsters/Lark/Lark","Lark","Metadata/Monsters/Lark/Lark","","","Lark",2,[],[],16936,"","","","","",1,"",""
326,"Metadata/NPC/Four_Act2/CrimsonShoresGlyph","Wayfarer's Stone","Metadata/NPC/Info/StoryGlyphBase","","","Wayfarer's Stone",2,[],[],13386,"",43,7,8,"",1,"",""
327,"Metadata/NPC/Four_Act2/TraitorsPassageGlyph","Decree of Imprisonment","Metadata/NPC/Info/StoryGlyphBase","","","Decree of Imprisonment",2,[],[],4477,"",49,8,"","",1,"",""
328,"Metadata/NPC/Four_Act2/DeadRhoaGlyph","Abandoned Rhoa","Metadata/NPC/Info/StoryGlyphBase","","","Abandoned Rhoa",2,[],[],-29690,"","",6,"","",1,"",""
329,"Metadata/NPC/Four_Act2/DryRuinsGlyph","Wayfarer's Stone","Metadata/NPC/Info/StoryGlyphBase","","","Wayfarer's Stone",2,[],[],-1721,"",44,7,"","",1,"",""
330,"Metadata/NPC/Four_Act2/MastodonBadlandsGlyph","Ivory Curio","Metadata/NPC/Info/StoryGlyphBase","","","Ivory Curio",2,[],[],-10653,"","",6,"","",1,"",""
331,"Metadata/Monsters/PerennialKing/PerennialKingHuman","Jamanra, the Risen King","Metadata/Monsters/PerennialKing/PerennialKingHuman","","","Jamanra, the Risen King",2,[],[],-22542,"","","","","",1,"",""
332,"Metadata/Monsters/PerennialKingStage2/PerennialKing","Jamanra, the Abomination","Metadata/Monsters/PerennialKingStage2/PerennialKing","","","Jamanra, the Abomination",2,[],[],-30696,"","","","","",1,"",""
333,"Metadata/Monsters/Balbala/Balbala","Balbala","Metadata/Monsters/Balbala/Balbala","","","Balbala",2,[],[],-10232,"","","","","F",1,"",28
334,"Metadata/Monsters/Balbala/BalbalaMAP","Pirasha, the Forgotten Prisoner","","","","Pirasha, the Forgotten Prisoner",0,[],[],11727,"","","","","F",1,"",28
335,"Metadata/Monsters/ForsakenSon/ForsakenSon","Azarian, the Forsaken Son","Metadata/Monsters/ForsakenSon/ForsakenSon","","","Azarian, the Forsaken Son",2,[],[],19414,"","","","","M",1,"",""
336,"Metadata/Monsters/Act2/ForsakenSonMap","Hask, the Fallen Son","","","","Hask, the Fallen Son",0,[],[],31758,"","","","","M",1,"",""
337,"Metadata/NPC/Info/YugulGlyphRock","Blood Offering","Metadata/NPC/Info/StoryGlyphBase","","","",3,[],[],-8702,"","","","","",1,"",""
338,"Metadata/NPC/Info/YugulGlyphBlackRed","Impaled Offering","Metadata/NPC/Info/StoryGlyphBase","","","",3,[],[],-20049,"","","","","",1,"",""
339,"Metadata/NPC/Info/YugulGlyphFlayed","Flayed Offering","Metadata/NPC/Info/StoryGlyphBase","","","",3,[],[],27353,"","","","","",1,"",""
340,"Metadata/NPC/Info/YugulGlyphTorn","Torn Offering","Metadata/NPC/Info/StoryGlyphBase","","","",3,[],[],-29132,"","","","","",1,"",""
341,"Metadata/NPC/Four_Act2/SpiresGlyph","Testament of Defiance","Metadata/NPC/Four_Act2/SpiresGlyph","","","Testament of Defiance",2,[],[],8405,"","",7,"","",1,"",""
342,"Metadata/NPC/Four_Act2/TitanGrottoGlyph","Desperate Message","Metadata/NPC/Four_Act2/CrimsonShoresGlyph","","","Desperate Message",2,[],[],30118,"","",7,"","",1,"",""
343,"Metadata/NPC/Four_Act2/KethHalaniGlyph","Final Testament","Metadata/NPC/Four_Act2/KethHalaniGlyph","","","Final Testament",2,[],[],11760,"","",7,"","",1,"",""
344,"Metadata/NPC/Four_Act3/HoodedMentorSandsweptMarsh","The Hooded One","",3643,"","The Hooded One",3,[205],[207],-3236,"",36,6,"","M",1,"",0
345,"Metadata/NPC/Four_Act3/HoodedMentorZigguratEncampment","The Hooded One","","","","The Hooded One",0,[205],[207],-6954,"",36,6,"","M",1,"",0
346,"Metadata/NPC/Four_Act3/HoodedMentorZigguratEncampmentWater","The Hooded One","","","","The Hooded One",0,[205],[207],-6511,345,36,6,"","M",1,"",0
347,"Metadata/NPC/Four_Act3/HoodedMentorZigguratEncampmentNearTimePortal","The Hooded One","","","","The Hooded One",0,[205],[207],26537,345,36,6,"","M",1,"",0
348,"Metadata/NPC/Four_Act3/HoodedMentorZigguratEncampmentAfterTimePortalEntered","The Hooded One","","","","The Hooded One",0,[205],[207],-573,345,36,6,"","M",1,"",0
349,"Metadata/NPC/Four_Act3/AlvaZigguratEncampment","Alva","Metadata/NPC/Four_Act3/AlvaZigguratEncampment",3859,"","Alva",3,[221],[230],-10028,"",54,6,18,"F",1,"",14
350,"Metadata/NPC/Four_Act3/AlvaZigguratEncampmentCapturedDoryani","Alva","Metadata/NPC/Four_Act3/AlvaZigguratEncampmentCapturedDoryani",3859,"","Alva",3,[221],[230],-26258,349,54,6,18,"F",1,"",14
351,"Metadata/NPC/Four_Act3/AlvaZigguratEncampmentSunkenCityEntered","Alva","",3859,"","Alva",3,[221],[230],8623,349,54,6,18,"F",1,"",14
352,"Metadata/NPC/Four_Act3/AlvaZigguratEncampmentZigguratKeyHeld","Alva","",3859,"","Alva",3,"[221,228]",[230],-4986,349,54,6,18,"F",1,"",14
353,"Metadata/NPC/Four_Act3/AlvaZigguratEncampmentZigguratEntered","Alva","",3859,"","Alva",3,[221],[230],11176,349,54,6,18,"F",1,"",14
354,"Metadata/NPC/Four_Act3/AlvaZigguratEncampmentNearTimePortal","Alva","",3859,"","Alva",3,[221],[230],10741,349,54,6,18,"F",1,"",14
355,"Metadata/NPC/Four_Act3/AlvaZigguratEncampmentAfterTimePortalEntered","Alva","",3859,"","Alva",3,[221],[230],-22587,349,54,6,18,"F",1,"",14
356,"Metadata/NPC/Four_Act3/AlvaZigguratEncampmentPast","Alva","",3859,"","Alva",3,[221],[230],-23476,"",54,6,18,"F",1,"",14
357,"Metadata/NPC/Four_Act3/AlvaZigguratEndgameSequence","Alva","",3859,"","Alva",3,[221],[230],-18610,"",54,6,18,"F",1,"",14
358,"Metadata/NPC/Four_Act3/OswaldZigguratEncampment","Oswald","",3781,"","Oswald",3,[213],[214],7077,"",38,6,16,"M",1,"",15
359,"Metadata/NPC/Four_Act3/OswaldZigguratEncampmentNearTimePortal","Oswald","",3781,"","Oswald",3,[213],[214],28977,358,38,6,16,"M",1,"",15
360,"Metadata/NPC/Four_Act3/OswaldZigguratEncampmentAfterTimePortalEntered","Oswald","",3781,"","Oswald",3,[213],[214],8052,358,38,6,16,"M",1,"",15
361,"Metadata/NPC/Four_Act3/OswaldIntro","Oswald","",3781,"","Oswald",3,[213],[214],20830,358,38,6,"","M",1,"",15
362,"Metadata/NPC/Four_Act3/ServiZigguratEncampment","Servi","Metadata/NPC/Four_Act3/ServiZigguratEncampment",3858,"","Servi",3,"[215,217]","[216,218]",-29449,"",39,6,17,"F",1,"",16
363,"Metadata/NPC/Four_Act3/ServiZigguratEncampmentMapDialogue","Servi","","","","",3,[],[],-26849,"","",6,"","",1,"",""
364,"Metadata/NPC/Four_Act3/ServiZigguratEncampmentNearTimePortal","Servi","Metadata/NPC/Four_Act3/ServiZigguratEncampmentNearTimePortal",3858,"","Servi",3,"[215,217]","[216,218]",-31839,362,39,6,17,"F",1,"",16
365,"Metadata/NPC/Four_Act3/ServiZigguratEncampmentAfterTimePortalEntered","Servi","Metadata/NPC/Four_Act3/ServiZigguratEncampmentAfterTimePortalEntered",3858,"","Servi",3,"[215,217]","[216,218]",22357,362,39,6,17,"F",1,"",16
366,"Metadata/NPC/Four_Act3/DoryaniZigguratEncampment","Doryani","Metadata/NPC/Four_Act3/DoryaniZigguratEncampment",4651,"","Doryani",3,[259],[260],23417,"",63,6,"","M",1,"",25
367,"Metadata/NPC/Four_Endgame/Doryani/DoryaniEndgamePlayerWakeup","Doryani","Metadata/NPC/Four_Endgame/Doryani/DoryaniEndgamePlayerWakeup",4651,"","Doryani",3,[259],[260],-12252,368,63,6,34,"M",1,"",25
368,"Metadata/NPC/Four_Act3/DoryaniEndgameTown","Doryani","",4651,"","Doryani",3,[259],[260],-5355,"",63,6,34,"M",1,"",25
369,"Metadata/NPC/Four_Act3/DoryaniZigguratEndgameSequence","Doryani","",4651,"","Doryani",3,[259],[260],-18142,"",63,6,"","M",1,"",25
370,"Metadata/Monsters/Doryani/DoryaniInThePast/DoryaniPast","Doryani","Metadata/Monsters/Doryani/DoryaniInThePast/DoryaniPast","","","Doryani",3,[],[],21243,"",63,6,"","M",1,"",""
371,"Metadata/Monsters/BoneCultists/BoneCultists_Necromancer/BoneCultists_NecromancerBoss","Iktab, the Deathlord","Metadata/Monsters/BoneCultists/BoneCultists_Necromancer/BoneCultists_NecromancerBoss","","","Iktab, the Deathlord",0,[],[],-11766,"","","","","",1,"",""
372,"Metadata/Monsters/SwollenMiller/SwollenMillerBoss","The Bloated Miller","Metadata/Monsters/SwollenMiller/SwollenMiller","","","The Bloated Miller",0,[],[],3667,"","","","","M",1,"",""
373,"Metadata/Monsters/Four_Act1/RustKingObject","Ghostly Voice","","","","Ghostly Voice",0,[],[],7351,"","","","","",1,"",""
374,"Metadata/Monsters/Four_Act1/RustKing","The Rust King","","","","Rust King",0,[],[],-1538,"","","","","M",1,"",""
375,"Metadata/Monsters/RustKing/TheRustKingBossMAP","Gozen, Rebellious Rustlord","","","","Gozen, Rebellious Rustlord",0,[],[],18428,"","","","","M",1,"",""
376,"Metadata/Monsters/BoneCultists/BoneCultists_Shield/BoneCultistShieldBoss","Og The Mangler","Metadata/Monsters/BoneCultists/OgTheMangler/OgTheMangler","","","Og",0,[],[],-25997,"","","","","",1,"",""
377,"Metadata/Monsters/Wretches/StatueWretchBoss","Bearer Of Penitence","Metadata/Monsters/Wretches/BearerOfPenitence","","","Bearer Of Penitence",0,[],[],5074,"","","","","",1,"",""
378,"Metadata/Monsters/Wretches/CoffinWretchBoss","Swiftspade Bones","Metadata/Monsters/Wretches/SwiftspadeBones","","","Swiftspade Bones",0,[],[],-23680,"","","","","",1,"",""
379,"Metadata/NPC/Four_Act3/KuamCorpse","Ravaged Corpse","Metadata/NPC/Info/StoryGlyphBase","","","Ravaged Corpse",3,[],[],-22371,"","",6,"","",1,"",""
380,"Metadata/NPC/Four_Act3/LowerMachinariumGlyph01","Jiquani's Rumination","Metadata/NPC/Info/StoryGlyphBase","","","Jiquani's Rumination",3,[],[],-25775,"","",6,"","",1,"",""
381,"Metadata/NPC/Four_Act3/JungleExpeditionGlyph01","Expedition Logbook","Metadata/NPC/Info/StoryGlyphBase","","","Expedition Logbook",3,[],[],-22203,"","",6,"","",1,"",""
382,"Metadata/NPC/Four_Act3/JungleExpeditionGlyph02","Expedition Logbook","Metadata/NPC/Info/StoryGlyphBase","","","Expedition Logbook",3,[],[],-15528,"","",6,"","",1,"",""
383,"Metadata/NPC/Four_Act3/ChimeralWetlandsGlyph01","Stone Tablet","Metadata/NPC/Info/StoryGlyphBase","","","Stone Tablet",3,[],[],-8714,"","",6,"","",1,"",""
384,"Metadata/NPC/Four_Act3/UpperMachinariumGlyph01","Jiquani's Frustration","Metadata/NPC/Info/StoryGlyphBase","","","Jiquani's Frustration",3,[],[],-25330,"","",6,"","",1,"",""
385,"Metadata/NPC/Four_Act3/AlvaWaterwaysSummon__","Alva","Metadata/NPC/Four_Act3/AlvaWaterwaysSummon",3859,"","Alva",3,"[226,227,221]","[234,235,230]",-11162,"",54,6,"","F",1,"Art/2DArt/UIImages/InGame/PartyMenu/NPCPartyPortraits/NPCPartyPortraitAlva",14
386,"Metadata/NPC/Four_Act3/ServiJungleDepthsSummon","Servi","Metadata/Monsters/NPC/ServiJungleDepths","","","Servi",3,[],[],29245,"",39,6,"","F",1,"Art/2DArt/UIImages/InGame/PartyMenu/NPCPartyPortraits/NPCPartyPortraitServi",16
387,"Metadata/NPC/Four_Act3/ServiSnakePitSummon","Servi","","","","Servi",3,"[215,217]","[216,218]",-19864,"",39,6,"","F",1,"Art/2DArt/UIImages/InGame/PartyMenu/NPCPartyPortraits/NPCPartyPortraitServi",16
388,"Metadata/NPC/Four_Act3/AlvaMachinarium1Summon_","Alva","Metadata/Monsters/NPC/AlvaMachinarium",3859,"","Alva",3,"[222,223]","[231,232]",-7964,"",54,6,"","F",1,"Art/2DArt/UIImages/InGame/PartyMenu/NPCPartyPortraits/NPCPartyPortraitAlva",14
389,"Metadata/NPC/Four_Act3/AlvaMachinarium2Summon__","Alva","Metadata/Monsters/NPC/AlvaMachinariumLower",3859,"","Alva",3,[224],[233],24298,"",54,6,"","F",1,"Art/2DArt/UIImages/InGame/PartyMenu/NPCPartyPortraits/NPCPartyPortraitAlva",14
390,"Metadata/NPC/Four_Act3/AlvaTownFollow","Alva","Metadata/NPC/Four_Act3/AlvaTownFollow",3859,"","Alva",3,[221],[230],-9744,"",54,6,18,"F",1,"",14
391,"Metadata/NPC/Four_Act3/AlvaSunGod","Alva","Metadata/NPC/Four_Act3/AlvaSunGod",3859,"","Alva",3,[221],[230],-25871,"",54,6,"","F",1,"",14
392,"Metadata/Terrain/Gallows/Act3/3_17/Objects/AlvaDissectionTable","Alva","Metadata/Terrain/Gallows/Act3/3_17/Objects/AlvaDissectionTable","","","Alva",3,[221],[230],4350,"","","","","F",1,"",""
393,"Metadata/NPC/Four_Act3/AlvaSanctum","Alva","",3859,"","Alva",3,[221],[230],-18884,"",54,6,"","F",1,"",14
394,"Metadata/NPC/Four_Act3/OswaldTownFollow_","Oswald","",3781,"","Oswald",3,[213],[214],14956,358,38,6,"","M",1,"",15
395,"Metadata/NPC/Four_Act3/ServiCarverBogSummon_","Servi","Metadata/NPC/Four_Act3/ServiCarverBogSummon",3858,"","Servi",3,[219],[220],24753,"",39,6,"","F",1,"Art/2DArt/UIImages/InGame/PartyMenu/NPCPartyPortraits/NPCPartyPortraitServi",16
396,"Metadata/NPC/Four_Act3/OswaldTreasureVaultSummon","Oswald","Metadata/Monsters/NPC/OswaldTreasureVaultSummon","","","Oswald",3,[],[],-11738,"",38,6,"","M",1,"",15
397,"Metadata/NPC/Four_Act3/ZigguratEncampmentGlyph01","Alva's Journal","Metadata/NPC/Info/StoryGlyphBase","","","Alva's Journal",3,[221],[],-9159,"","",6,"","",1,"",""
398,"Metadata/Monsters/NPC/AlvaMachinarium","Alva","Metadata/NPC/NPC","","","Alva",3,[],[],-28349,"","",6,"","F",1,"",14
399,"Metadata/Monsters/VaalMonsters/ViperNapuatzi/ViperNapuatzi","Viper Napuatzi","Metadata/Monsters/VaalMonsters/ViperNapuatzi/ViperNapuatzi","","","Viper",3,[],[],-6565,"","","","","",1,"",""
400,"Metadata/NPC/Four_Act3/AggoratPastAtziriGlyph","Rejoice!","Metadata/NPC/Info/StoryGlyphBase","","","Rejoice!",3,[],[],16993,"","",6,"","",1,"",""
401,"Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriestessBoss_","Atalui, Blood Priestess","Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriestessBoss","","","Atalui",3,[],[],19039,"","","","","",1,"",""
402,"Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriestBoss_","Atazek, Blood Priest","Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriestBoss","","","Atazek",3,[],[],-8179,"","","","","",1,"",""
403,"Metadata/NPC/Four_Act3/AggoratPresentGlyph01","Ancient Carving","Metadata/NPC/Four_Act3/AggoratPresentGlyph01","","","Ancient Carving",3,[],[],3335,"","",6,"","",1,"",""
404,"Metadata/NPC/Four_Act3/AggoratPresentGlyph02","Old Carving","Metadata/NPC/Four_Act3/AggoratPresentGlyph02","","","Old Carving",3,[],[],-23274,"","",6,"","",1,"",""
405,"Metadata/NPC/Four_Act3/AggoratPresentGlyph03","Weathered Carving","Metadata/NPC/Four_Act3/AggoratPresentGlyph03","","","Weathered Carving",3,[],[],23707,"","",6,"","",1,"",""
406,"Metadata/NPC/Four_Act3/AggoratPresentGlyph04","Recent Carving","Metadata/NPC/Four_Act3/AggoratPresentGlyph04","","","Recent Carving",3,[],[],-22062,"","",6,"","",1,"",""
407,"Metadata/NPC/Four_Act3/BlackJawBoss","BlackJaw","Metadata/Monsters/BlackJawSuperunique/BlackJaw","","","BlackJaw",0,[],[],-18842,"","",6,"","",1,"",""
408,"Metadata/Monsters/BlackJawSuperunique/BlackJawMap","Oloton, the Remorseless","","","","Oloton, the Remorseless",0,[],[],-7472,"","","","","",1,"",""
409,"Metadata/Monsters/IgnagdukBogWitch","Ignagduk, the Bog Witch","Metadata/Monsters/IgnagdukBogWitch/IgnagdukBogWitch","","","Ignagduk, the Bog Witch",0,[],[],-14366,"","","","","",1,"",""
410,"Metadata/Monsters/NPC/AlvaSunkenCityPast","Alva","","","","Alva",0,[221],[230],25042,"","",6,"","F",1,"Art/2DArt/UIImages/InGame/PartyMenu/NPCPartyPortraits/NPCPartyPortraitAlva",14
411,"Metadata/Monsters/NPC/AlvaZiggurat","Alva","","","","Alva",0,"[221,229]","[230,236]",-12300,"","",6,"","F",1,"Art/2DArt/UIImages/InGame/PartyMenu/NPCPartyPortraits/NPCPartyPortraitAlva",14
412,"Metadata/Monsters/Goblins/GoblinGiantBoss/GoblinGiantBoss","Krutog, Lord of Kin","Metadata/Monsters/Goblins/GoblinGiantBoss/GoblinGiantBoss","","","Krutog, Lord of Kin",4,[],[],15429,"","","","","",1,"",""
413,"Metadata/Monsters/SirenMonster/SirenBoss","Diamora, the Song of Death","Metadata/Monsters/SirenMonster/SirenBoss","","","Diamora",0,[],[],-19450,"","","","","",1,"",""
414,"Metadata/Monsters/DeliriumEncounter/LilyRothMum","Freya Hartlin","Metadata/Monsters/DeliriumEncounter/LilyCrewMum","","","Freya Hartlin",4,[],[],-5063,"",51,6,"","F",1,"",""
415,"Metadata/Monsters/Pirates/CaptainRoth","Captain Hartlin","Metadata/Monsters/Pirates/CaptainRoth","","","Captain Hartlin",0,[],[],15877,"","","","","M",1,"",""
416,"Metadata/NPC/Four_Act3/OswaldSummonToTemple","Oswald","",3781,"","Oswald",3,[213],[214],-7643,"",38,6,"","M",1,"Art/2DArt/UIImages/InGame/PartyMenu/NPCPartyPortraits/NPCPartyPortraitOswald",15
417,"Metadata/NPC/Four_Act3/OswaldDeathJournal","Oswald's Death Journal","Metadata/NPC/Info/StoryGlyphBase","","","Oswald's Death Journal",3,[],[],23383,"","",6,"","",1,"",""
418,"Metadata/Monsters/IgnagdukBogWitch/IgnagdukBogWitchMap","The Eater of Children","","","","The Eater of Children",0,[],[],24443,"","","","","",1,"",""
419,"Metadata/Monsters/ImperialGraveyardKnight","Imperial Knight","Metadata/Monsters/ImperialGraveyardKnight/ImperialGraveyardKnight","","","Imperial Knight",0,[],[],16686,"","","","","",1,"",""
420,"Metadata/Monsters/SerpentClanMonster/SerpentClanCasterBoss","Kabala, Constrictor Queen","Metadata/Monsters/SerpentClanMonster/SerpentClanCasterBoss","","","Kabala",0,[],[],-19859,"","","","","",1,"",""
421,"Metadata/Monsters/SerpentClanMonster/SerpentClanCasterBossMap","Manassa, the Serpent Queen","","","","Manassa, the Serpent Queen",0,[],[],29091,"","","","","",1,"",""
422,"Metadata/NPC/Four_Act2/MarakethVastiriOutskirts","Zarka","Metadata/NPC/Four_Act2/MarakethVastiriOutskirts",3636,"","Zarka",2,[],[],-23532,"",33,6,14,"F",1,"",9
423,"Metadata/NPC/Four_Act2/MarakethMysticPassageIntro","Zarka","Metadata/NPC/Four_Act2/MarakethMysticPassageIntro",3636,"","Zarka",2,[],[],23665,"",33,6,"","F",1,"",9
424,"Metadata/Monsters/NPC/Cedrus/Cedrus","Cedrus","","","","Cedrus",5,[],[],665,"",56,6,"","",1,"",19
425,"Metadata/Terrain/M_Act1/M1_Town/Objects/PoEMLab_Zana_Knecklace","Zanas Necklace","","","","Necklace",1,[],[],-16658,"","","","","",1,"",""
426,"Metadata/Monsters/PrisonerMonsterBoss","The Prisoner","Metadata/Monsters/PrisonerBoss/PrisonerBoss","","","The Prisoner",0,[],[],15177,"","","","","",1,"",""
427,"Metadata/Monsters/MidWifeandBaby/Midwife/MidwifeBoss","Ursea, The Matron","Metadata/Monsters/MidWifeandBaby/Midwife/MidwifeBoss","","","Ursea",0,[],[],-659,"","","","","F",1,"",""
428,"Metadata/Monsters/FallenGodMiniboss/FallenGodMiniboss_","Phanos, Last Disciple of Auria","Metadata/Monsters/FallenGodMiniboss/FallenGodMiniboss","","","Phanos",0,[],[],23087,"","","","","",1,"",""
429,"Metadata/Monsters/Baron/BaronHumanForm","Count Geonor","Metadata/Monsters/Baron/BaronHumanForm","","","Count Geonor",0,[],[],27841,"","","","","M",1,"",22
430,"Metadata/Monsters/Baron/BaronHumanFormMap","Count Geonor","Metadata/Monsters/Baron/BaronHumanFormMap","","","Count Geonor",0,[],[],13949,"","","","","M",1,"",22
431,"Metadata/Monsters/Baron/BaronCorruptWolfForm","Geonor, the Putrid Wolf","Metadata/Monsters/Baron/BaronCorruptWolfForm","","","Geonor, the Putrid Wolf",0,[],[],-20117,"","","","","M",1,"",22
432,"Metadata/Monsters/Baron/BaronCorruptWolfFormMap","Geonor, the Putrid Wolf","Metadata/Monsters/Baron/BaronHumanFormWolfMap","","","Geonor, the Putrid Wolf",0,[],[],21976,"","","","","M",1,"",22
433,"Metadata/Monsters/HusbandMonster/HusbandMonster","Draven, the Eternal Praetor","Metadata/Monsters/HusbandMonster/HusbandMonster","","","Draven",0,[],[],-7902,"","","","","M",1,"",""
434,"Metadata/Monsters/HusbandMonster/HusbandMonsterMAP","Tycho, the Black Praetor","","","","Tycho, the Black Praetor",0,[],[],-9439,"","","","","M",1,"",""
435,"Metadata/NPC/Four_Act2/BalbalaReleased","Balbala, the Advisor","Metadata/NPC/Four_Act2/BalbalaReleased","","","Balbala, the Advisor",2,[263],[264],17377,"",57,6,"","F",1,"",28
436,"Metadata/NPC/Four_Act2/BalbalaReleasedMerchant","Balbala, the Advisor","Metadata/NPC/Four_Act2/BalbalaReleasedMerchant","","","Balbala, the Advisor",2,[265],[266],-31842,435,57,6,"","F",1,"",28
437,"Metadata/NPC/Four_Act2/BalbalaReleasedDialogue","Balbala, the Advisor","Metadata/NPC/Four_Act2/BalbalaReleasedDialogue","","","Balbala, the Advisor",2,[],[],-12305,435,57,6,"","F",1,"",28
438,"Metadata/Monsters/WifeMonster/WifeMonster","Asinia, the Praetor's Consort","Metadata/Monsters/WifeMonster/WifeMonster","","","Asinia",0,[],[],-3476,"","","","","F",1,"",""
439,"Metadata/Monsters/RudjaDreadEngineer/RudjaDreadEngineer","Rudja, Dread Engineer","Metadata/Monsters/RudjaDreadEngineer/RudjaDreadEngineer","","","Rudja",0,[],[],-10354,"","","","","",1,"",""
440,"Metadata/Monsters/VaalForgeMaster/VaalForgemaster","Mektul, the Forgemaster","Metadata/Monsters/VaalForgeMaster/VaalForgemaster","","","Mektul",0,[],[],-21650,"","","","","",1,"",""
441,"Metadata/Monsters/VaalForgeMaster/VaalForgemasterMAP","Gulzal, the Living Furnace ","Metadata/Monsters/VaalForgeMaster/VaalForgemasterMAP_","","","Gulzal",0,[],[],856,"","","","","",1,"",""
442,"Metadata/NPC/Four_Act3/AlvaZiggurat","Alva","Metadata/NPC/Four_Act3/AlvaZiggurat","","","Alva",3,"[221,229]","[230,236]",26696,"",54,6,"","F",1,"",14
443,"Metadata/NPC/Four_Act3/TreasureVaultGlyph","Ancient Scrawl","Metadata/NPC/Four_Act3/TreasureVaultGlyph","","","Ancient Scrawl",3,[],[],3961,"","",6,"","",1,"",""
444,"Metadata/NPC/Four_Act2/GrottoGlyph","[DNT] Glyph","Metadata/NPC/Four_Act2/GrottoGlyph","","","[DNT] Glyph",2,[],[],21405,"","",6,"","",1,"",""
445,"Metadata/NPC/Four_Act2/HoodedMentor","The Hooded One","",4760,"","The Hooded One",1,[205],[207],19847,311,36,6,"","M",1,"",0
446,"Metadata/NPC/Four_Act1/GraveyardGlyph","[DNT] Glyph","Metadata/NPC/Four_Act1/GraveyardGlyph","","","[DNT] Glyph",1,[],[],-21669,"","",6,"","",1,"",""
447,"Metadata/Monsters/VoodooKing/VoodooKingBoss2","The King in the Mists","Metadata/Monsters/VoodooKing/VoodooKingBoss2","","","The King in the Mists",0,[],[],-16439,"","","","","M",1,"",""
448,"Metadata/Monsters/VoodooKing/VoodooKingBoss3","The King in the Mists","Metadata/Monsters/VoodooKing/VoodooKingBoss3","","","The King in the Mists",0,[],[],-3374,"","","","","M",1,"",""
449,"Metadata/Monsters/VaalSunWorshipper/VaalSunWorshipperBoss","Ketzuli, High Priest of the Sun","Metadata/Monsters/VaalSunWorshipper/VaalSunWorshipperBoss","","","Ketzuli, High Priest of the Sun",3,[],[],-15827,"","","","","M",1,"",""
450,"Metadata/Monsters/VaalSunWorshipper/VaalSunWorshipperMAP","Tonqui, Seer of the Sun","Metadata/Monsters/VaalSunWorshipper/VaalSunWorshipperBossMap_","","","Tonqui, Seer of the Sun",3,[],[],-23603,"","","","","M",1,"",""
451,"Metadata/NPC/Hideout/HoodedMentor","The Hooded One","Metadata/NPC/Hideout/HoodedMentor",3053,"","The Hooded One",0,[205],[207],19867,241,36,6,"","M",1,"",0
452,"Metadata/NPC/Hideout/Alva","Alva","Metadata/NPC/Hideout/Alva",3859,"","Alva",0,[221],[230],25894,"",54,6,33,"F",1,"",14
453,"Metadata/NPC/Hideout/Doryani","Doryani","Metadata/NPC/Hideout/Doryani",4651,"","Doryani",0,[259],[260],9724,368,63,6,34,"M",1,"",25
454,"Metadata/NPC/Hideout/VaalTimeScientist","Ketzuli, Architect of Time","Metadata/NPC/Hideout/VaalTimeScientist",2170,"","Ketzuli, Architect of Time",10,[270],[271],26415,459,62,6,32,"M",1,"",""
455,"Metadata/NPC/Hideout/BloodPriestFemale","Atalui, Blood Priestess","Metadata/NPC/Hideout/BloodPriestFemale",2169,"","Atalui, Blood Priestess",10,[272],[273],3084,458,60,6,31,"F",1,"",""
456,"Metadata/NPC/Four_Endgame/Alva","Alva","Metadata/NPC/Four_Endgame/Alva/AlvaEndgame","","","Alva",10,[221],[230],27053,"",54,6,33,"F",1,"",14
