"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","string","i32","i32","i32","i32","i32","bool","[rid]","i32","[rid]","bool","rid","rid"
2614,"mastery_evasion109","Art/2DArt/SkillIcons/passives/MasteryGroupEvasion.dds",[],0,0,0,0,62235,"Armour and Evasion Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,2,"","","",0,0,0,0,0,"",[],0,[],"","",""
2615,"mastery_evasion110","Art/2DArt/SkillIcons/passives/MasteryGroupEvasion.dds",[],0,0,0,0,38568,"Blind Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,9,"","","",0,0,0,0,0,"",[],0,[],"","",""
2616,"mastery_evasion111","Art/2DArt/SkillIcons/passives/MasteryGroupEvasion.dds",[],0,0,0,0,41163,"Evasion Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,26,"","","",0,0,0,0,0,"",[],0,[],"","",""
2617,"mastery_evasion112","Art/2DArt/SkillIcons/passives/MasteryGroupEvasion.dds",[],0,0,0,0,27371,"Evasion Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,26,"","","",0,0,0,0,0,"",[],0,[],"","",""
2618,"mastery_evasion113","Art/2DArt/SkillIcons/passives/MasteryGroupEvasion.dds",[],0,0,0,0,3883,"Evasion Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,26,"","","",0,0,0,0,0,"",[],0,[],"","",""
2619,"mastery_evasion114","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShieldMana.dds",[],0,0,0,0,54413,"Spell Suppression Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,51,"","","",0,0,0,0,0,"",[],0,[],"","",""
2620,"mastery_evasion115","Art/2DArt/SkillIcons/passives/MasteryGroupEvasion.dds",[],0,0,0,0,19750,"Armour and Evasion Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,2,"","","",0,0,0,0,0,"",[],0,[],"","",""
2621,"mastery_fire116","Art/2DArt/SkillIcons/passives/MasteryGroupFire.dds",[],0,0,0,0,11505,"Fire Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,28,"","","",0,0,0,0,0,"",[],0,[],"","",""
2622,"mastery_fire117","Art/2DArt/SkillIcons/passives/MasteryGroupFire.dds",[],0,0,0,0,48267,"Fire Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,28,"","","",0,0,0,0,0,"",[],0,[],"","",""
2623,"mastery_fire118","Art/2DArt/SkillIcons/passives/MasteryGroupFire.dds",[],0,0,0,0,34927,"Fire Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,28,"","","",0,0,0,0,0,"",[],0,[],"","",""
2624,"mastery_fire119","Art/2DArt/SkillIcons/passives/MasteryGroupFire.dds",[],0,0,0,0,63268,"Fire Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,28,"","","",0,0,0,0,0,"",[],0,[],"","",""
2625,"mastery_fire120","Art/2DArt/SkillIcons/passives/MasteryGroupFire.dds",[],0,0,0,0,19749,"Fire Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,28,"","","",0,0,0,0,0,"",[],0,[],"","",""
2626,"mastery_fire121","Art/2DArt/SkillIcons/passives/MasteryGroupFire.dds",[],0,0,0,0,40271,"Fire Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,28,"","","",0,0,0,0,0,"",[],0,[],"","",""
2627,"mastery_fire122","Art/2DArt/SkillIcons/passives/MasteryGroupFire.dds",[],0,0,0,0,38320,"Fire Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,28,"","","",0,0,0,0,0,"",[],0,[],"","",""
2628,"mastery_fire1221","Art/2DArt/SkillIcons/passives/MasteryGroupFire.dds",[],0,0,0,0,37911,"Fire Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,28,"","","",0,0,0,0,0,"",[],0,[],"","",""
2629,"mastery_flask123","Art/2DArt/SkillIcons/passives/MasteryFlasks.dds",[],0,0,0,0,9393,"Flask Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,29,"","","",0,0,0,0,0,"",[],0,[],"","",""
2630,"mastery_flask124","Art/2DArt/SkillIcons/passives/MasteryFlasks.dds",[],0,0,0,0,20736,"Flask Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,29,"","","",0,0,0,0,0,"",[],0,[],"","",""
2631,"mastery_flask125","Art/2DArt/SkillIcons/passives/MasteryFlasks.dds",[],0,0,0,0,18750,"Flask Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,29,"","","",0,0,0,0,0,"",[],0,[],"","",""
2632,"mastery_flask126","Art/2DArt/SkillIcons/passives/MasteryFlasks.dds",[],0,0,0,0,46761,"Flask Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,29,"","","",0,0,0,0,0,"",[],0,[],"","",""
2633,"mastery_leech127","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShieldMana.dds",[],0,0,0,0,7488,"Leech Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0,[],"","",""
2634,"mastery_life128","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,12382,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,33,"","","",0,0,0,0,0,"",[],0,[],"","",""
2635,"mastery_leech129","Art/2DArt/SkillIcons/passives/MasteryGroupLifeMana.dds",[],0,0,0,0,35859,"Leech Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0,[],"","",""
2636,"mastery_life130","Art/2DArt/SkillIcons/passives/MasteryGroupEvasion.dds",[],0,0,0,0,65528,"Evasion Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,26,"","","",0,0,0,0,0,"",[],0,[],"","",""
2637,"mastery_life131","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,32241,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,33,"","","",0,0,0,0,0,"",[],0,[],"","",""
2638,"mastery_life132","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,4139,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,33,"","","",0,0,0,0,0,"",[],0,[],"","",""
2639,"mastery_life133","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,3042,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,33,"","","",0,0,0,0,0,"",[],0,[],"","",""
2640,"mastery_life134","Art/2DArt/SkillIcons/passives/MasteryGroupArmour.dds",[],0,0,0,0,64406,"Armour Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,1,"","","",0,0,0,0,0,"",[],0,[],"","",""
2641,"mastery_life135","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,292,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,33,"","","",0,0,0,0,0,"",[],0,[],"","",""
2642,"mastery_life136","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,41415,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,33,"","","",0,0,0,0,0,"",[],0,[],"","",""
2643,"mastery_life137","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,12125,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,33,"","","",0,0,0,0,0,"",[],0,[],"","",""
2644,"mastery_life138","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,62588,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,33,"","","",0,0,0,0,0,"",[],0,[],"","",""
2645,"mastery_life139","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShield.dds",[],0,0,0,0,857,"Energy Shield Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,25,"","","",0,0,0,0,0,"",[],0,[],"","",""
2646,"mastery_life140","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,25281,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,33,"","","",0,0,0,0,0,"",[],0,[],"","",""
2647,"mastery_life141","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,25011,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,33,"","","",0,0,0,0,0,"",[],0,[],"","",""
2648,"mastery_life142","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,48505,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,33,"","","",0,0,0,0,0,"",[],0,[],"","",""
2649,"mastery_life143","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,2841,"Mana Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,37,"","","",0,0,0,0,0,"",[],0,[],"","",""
2650,"mastery_life144","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,38235,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,33,"","","",0,0,0,0,0,"",[],0,[],"","",""
2651,"mastery_life145","Art/2DArt/SkillIcons/passives/MasteryFlasks.dds",[],0,0,0,0,46665,"Flask Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,29,"","","",0,0,0,0,0,"",[],0,[],"","",""
2652,"mastery_life146","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,44316,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,33,"","","",0,0,0,0,0,"",[],0,[],"","",""
2653,"mastery_life147","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,43818,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,33,"","","",0,0,0,0,0,"",[],0,[],"","",""
2654,"mastery_lightning148","Art/2DArt/SkillIcons/passives/MasteryGroupLightning.dds",[],0,0,0,0,63482,"Lightning Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,35,"","","",0,0,0,0,0,"",[],0,[],"","",""
2655,"mastery_lightning149","Art/2DArt/SkillIcons/passives/MasteryGroupLightning.dds",[],0,0,0,0,58816,"Lightning Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,35,"","","",0,0,0,0,0,"",[],0,[],"","",""
2656,"mastery_lightning150","Art/2DArt/SkillIcons/passives/MasteryGroupLightning.dds",[],0,0,0,0,240,"Lightning Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,35,"","","",0,0,0,0,0,"",[],0,[],"","",""
2657,"mastery_lightning151","Art/2DArt/SkillIcons/passives/MasteryRecovery.dds",[],0,0,0,0,53517,"Recovery Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,45,"","","",0,0,0,0,0,"",[],0,[],"","",""
2658,"mastery_mace152","Art/2DArt/SkillIcons/passives/MasteryGroupMace.dds",[],0,0,0,0,11596,"Mace Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,36,"","","",0,0,0,0,0,"",[],0,[],"","",""
2659,"mastery_mace153","Art/2DArt/SkillIcons/passives/MasteryGroupMace.dds",[],0,0,0,0,14832,"Mace Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,36,"","","",0,0,0,0,0,"",[],0,[],"","",""
2660,"mastery_mace154","Art/2DArt/SkillIcons/passives/MasteryGroupMace.dds",[],0,0,0,0,31292,"Mace Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,36,"","","",0,0,0,0,0,"",[],0,[],"","",""
2661,"mastery_mace155","Art/2DArt/SkillIcons/passives/MasteryGroupMace.dds",[],0,0,0,0,27931,"Mace Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,36,"","","",0,0,0,0,0,"",[],0,[],"","",""
2662,"mastery_mace156","Art/2DArt/SkillIcons/passives/MasteryGroupMace.dds",[],0,0,0,0,59013,"Mace Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,36,"","","",0,0,0,0,0,"",[],0,[],"","",""
2663,"mastery_mace157","Art/2DArt/SkillIcons/passives/MasteryRecovery.dds",[],0,0,0,0,27193,"Recovery Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,45,"","","",0,0,0,0,0,"",[],0,[],"","",""
2664,"mastery_mana158","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,53188,"Mana Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,37,"","","",0,0,0,0,0,"",[],0,[],"","",""
2665,"mastery_leech159","Art/2DArt/SkillIcons/passives/MasteryGroupLifeMana.dds",[],0,0,0,0,25446,"Leech Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0,[],"","",""
2666,"mastery_mana160","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,44948,"Mana Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,37,"","","",0,0,0,0,0,"",[],0,[],"","",""
2667,"mastery_mana161","Art/2DArt/SkillIcons/passives/MasteryCurse.dds",[],0,0,0,0,61785,"Curse Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,19,"","","",0,0,0,0,0,"",[],0,[],"","",""
2668,"mastery_mana162","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,13862,"Mana Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,37,"","","",0,0,0,0,0,"",[],0,[],"","",""
2669,"mastery_mana163","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,63559,"Mana Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,37,"","","",0,0,0,0,0,"",[],0,[],"","",""
2670,"mastery_mana164","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,10495,"Mana Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,37,"","","",0,0,0,0,0,"",[],0,[],"","",""
2671,"mastery_mana165","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,48007,"Mana Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,37,"","","",0,0,0,0,0,"",[],0,[],"","",""
2672,"mastery_leech166","Art/2DArt/SkillIcons/passives/MasteryGroupLifeMana.dds",[],0,0,0,0,6384,"Leech Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0,[],"","",""
2673,"mastery_mana167","Art/2DArt/SkillIcons/passives/MasteryFlasks.dds",[],0,0,0,0,45019,"Flask Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,29,"","","",0,0,0,0,0,"",[],0,[],"","",""
2674,"mastery_mana168","Art/2DArt/SkillIcons/passives/MasteryFlasks.dds",[],0,0,0,0,9458,"Flask Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,29,"","","",0,0,0,0,0,"",[],0,[],"","",""
2675,"mastery_mana169","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,25186,"Mana Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,37,"","","",0,0,0,0,0,"",[],0,[],"","",""
2676,"mastery_mana170","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,8732,"Mana Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,37,"","","",0,0,0,0,0,"",[],0,[],"","",""
2677,"mastery_mana171","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,48859,"Mana Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,37,"","","",0,0,0,0,0,"",[],0,[],"","",""
2678,"mastery_mine172","Art/2DArt/SkillIcons/passives/MasteryPhysicalDamage.dds",[],0,0,0,0,12169,"Physical Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,42,"","","",0,0,0,0,0,"",[],0,[],"","",""
2679,"mastery_mine173","Art/2DArt/SkillIcons/passives/MineMastery.dds",[],0,0,0,0,27872,"Mine Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,39,"","","",0,0,0,0,0,"",[],0,[],"","",""
2680,"mastery_mine174","Art/2DArt/SkillIcons/passives/MineMastery.dds",[],0,0,0,0,89,"Mine Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,39,"","","",0,0,0,0,0,"",[],0,[],"","",""
2681,"mastery_mine175","Art/2DArt/SkillIcons/passives/MineMastery.dds",[],0,0,0,0,59926,"Mine Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,39,"","","",0,0,0,0,0,"",[],0,[],"","",""
2682,"mastery_mine176","Art/2DArt/SkillIcons/passives/MineMastery.dds",[],0,0,0,0,10166,"Mine Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,39,"","","",0,0,0,0,0,"",[],0,[],"","",""
2683,"mastery_mine177","Art/2DArt/SkillIcons/passives/MineMastery.dds",[],0,0,0,0,53738,"Mine Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,39,"","","",0,0,0,0,0,"",[],0,[],"","",""
2684,"mastery_mine178","Art/2DArt/SkillIcons/passives/MarkMastery.dds",[],0,0,0,0,32657,"Mark Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,38,"","","",0,0,0,0,0,"",[],0,[],"","",""
2685,"mastery_miniondefence179","Art/2DArt/SkillIcons/passives/MasteryGroupMinions.dds",[],0,0,0,0,47242,"Minion Offence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,41,"","","",0,0,0,0,0,"",[],0,[],"","",""
2686,"mastery_miniondefence180","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,48290,"Minion Defence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,40,"","","",0,0,0,0,0,"",[],0,[],"","",""
2687,"mastery_miniondefence181","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,41225,"Minion Defence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,40,"","","",0,0,0,0,0,"",[],0,[],"","",""
2688,"mastery_miniondefence182","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,24334,"Link Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,34,"","","",0,0,0,0,0,"",[],0,[],"","",""
2689,"mastery_miniondefence183","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,22970,"Minion Defence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,40,"","","",0,0,0,0,0,"",[],0,[],"","",""
2690,"mastery_minionoffence184","Art/2DArt/SkillIcons/passives/MasteryGroupMinions.dds",[],0,0,0,0,61992,"Minion Offence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,41,"","","",0,0,0,0,0,"",[],0,[],"","",""
2691,"mastery_minionoffence185","Art/2DArt/SkillIcons/passives/MasteryGroupMinions.dds",[],0,0,0,0,54849,"Minion Offence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,41,"","","",0,0,0,0,0,"",[],0,[],"","",""
2692,"mastery_minionoffence186","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,34552,"Minion Offence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,41,"","","",0,0,0,0,0,"",[],0,[],"","",""
2693,"mastery_minionoffence187","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,39416,"Minion Offence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,41,"","","",0,0,0,0,0,"",[],0,[],"","",""
2694,"mastery_minionoffence188","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,43647,"Minion Offence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,41,"","","",0,0,0,0,0,"",[],0,[],"","",""
2695,"mastery_minionoffence189","Art/2DArt/SkillIcons/passives/MasteryGroupMinions.dds",[],0,0,0,0,32278,"Minion Offence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,41,"","","",0,0,0,0,0,"",[],0,[],"","",""
2696,"mastery_minionoffence190","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,9083,"Minion Defence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,40,"","","",0,0,0,0,0,"",[],0,[],"","",""
2697,"mastery_minionoffence191_","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,26393,"Minion Defence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,40,"","","",0,0,0,0,0,"",[],0,[],"","",""
2698,"mastery_minionoffence192","Art/2DArt/SkillIcons/passives/MasteryGroupMinions.dds",[],0,0,0,0,14505,"Minion Offence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,41,"","","",0,0,0,0,0,"",[],0,[],"","",""
2699,"mastery_physical193_","Art/2DArt/SkillIcons/passives/MasteryPhysicalDamage.dds",[],0,0,0,0,12239,"Physical Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,42,"","","",0,0,0,0,0,"",[],0,[],"","",""
2700,"mastery_physical194","Art/2DArt/SkillIcons/passives/MasteryPhysicalDamage.dds",[],0,0,0,0,52220,"Physical Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,42,"","","",0,0,0,0,0,"",[],0,[],"","",""
2701,"mastery_physical195","Art/2DArt/SkillIcons/passives/MasteryRecovery.dds",[],0,0,0,0,27235,"Recovery Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,45,"","","",0,0,0,0,0,"",[],0,[],"","",""
2702,"mastery_physical196","Art/2DArt/SkillIcons/passives/MasteryPhysicalDamage.dds",[],0,0,0,0,20675,"Physical Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,42,"","","",0,0,0,0,0,"",[],0,[],"","",""
2703,"mastery_physical197","Art/2DArt/SkillIcons/passives/MasteryPhysicalDamage.dds",[],0,0,0,0,64042,"Physical Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,42,"","","",0,0,0,0,0,"",[],0,[],"","",""
2704,"mastery_poison198","Art/2DArt/SkillIcons/passives/MasteryPoison.dds",[],0,0,0,0,1205,"Poison Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,43,"","","",0,0,0,0,0,"",[],0,[],"","",""
2705,"mastery_poison199","Art/2DArt/SkillIcons/passives/MasteryPoison.dds",[],0,0,0,0,28903,"Poison Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,43,"","","",0,0,0,0,0,"",[],0,[],"","",""
2706,"mastery_poison200","Art/2DArt/SkillIcons/passives/MasteryPoison.dds",[],0,0,0,0,60210,"Poison Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,43,"","","",0,0,0,0,0,"",[],0,[],"","",""
2707,"mastery_poison201","Art/2DArt/SkillIcons/passives/MasteryPoison.dds",[],0,0,0,0,38579,"Poison Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,43,"","","",0,0,0,0,0,"",[],0,[],"","",""
2708,"mastery_projectile202","Art/2DArt/SkillIcons/passives/MasteryProjectiles.dds",[],0,0,0,0,56023,"Projectile Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,44,"","","",0,0,0,0,0,"",[],0,[],"","",""
2709,"mastery_projectile203","Art/2DArt/SkillIcons/passives/MasteryGroupCold.dds",[],0,0,0,0,54887,"Cold Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,17,"","","",0,0,0,0,0,"",[],0,[],"","",""
2710,"mastery_projectile204","Art/2DArt/SkillIcons/passives/MasteryProjectiles.dds",[],0,0,0,0,5826,"Projectile Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,44,"","","",0,0,0,0,0,"",[],0,[],"","",""
2711,"mastery_reservation205","Art/2DArt/SkillIcons/passives/MasteryAuras.dds",[],0,0,0,0,47197,"Reservation Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,46,"","","",0,0,0,0,0,"",[],0,[],"","",""
2712,"mastery_reservation206","Art/2DArt/SkillIcons/passives/MasteryAuras.dds",[],0,0,0,0,39836,"Reservation Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,46,"","","",0,0,0,0,0,"",[],0,[],"","",""
2713,"mastery_reservation207","Art/2DArt/SkillIcons/passives/MasteryAuras.dds",[],0,0,0,0,64128,"Reservation Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,46,"","","",0,0,0,0,0,"",[],0,[],"","",""
2714,"mastery_reservation208","Art/2DArt/SkillIcons/passives/MasteryAuras.dds",[],0,0,0,0,53615,"Reservation Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,46,"","","",0,0,0,0,0,"",[],0,[],"","",""
2715,"mastery_reservation209","Art/2DArt/SkillIcons/passives/MasteryAuras.dds",[],0,0,0,0,55491,"Reservation Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,46,"","","",0,0,0,0,0,"",[],0,[],"","",""
2716,"mastery_reservation210","Art/2DArt/SkillIcons/passives/MasteryAuras.dds",[],0,0,0,0,6507,"Reservation Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,46,"","","",0,0,0,0,0,"",[],0,[],"","",""
2717,"mastery_shield211","Art/2DArt/SkillIcons/passives/MasteryGroupShield.dds",[],0,0,0,0,37795,"Shield Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,48,"","","",0,0,0,0,0,"",[],0,[],"","",""
