"rownum","Id","Name","Icon","Description","PackLeader1","PackLeader2","Mod"
527,"AllFlameLegionMaraketh","Timeless Maraketh Warriors","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameLegionMarakethMelee","Ranged and Melee <white>{Humanoid} Warriors\r\nUses Leap Slam\r\nUses Flicker Strike\r\nUses Quicksand Snipe","<White>{Pack Leaders:}\r\n<white>{Scorpion Sentinel} \r\n<white>{Roc Sentinel} ","<White>{Pack Leaders:}\r\n<white>{Scorpion Sentinel} \r\nUses Flicker Strike\r\nWhirls blades, inflicting Blind on hit\r\nUses Sandstorm Cascade\r\n<white>{Roc Sentinel} \r\nFires exploding arrows, exploding mortar, barrage of arrows",""
528,"AllFlameLegionTemplar","Timeless Templar Warriors","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameLegionTemplarMelee","Ranged and Melee <white>{Humanoid} Warriors\r\nCasts <craftinglightning>{Storm} Call, Ball <craftinglightning>{Lightning}\r\nCasts <craftingfire>{Flame} Breath, <craftingfire>{Magma} Orb, <craftingfire>{Flame} Whip\r\nCasts Proximity Shield\r\nUses Shield Charge, Spectral Throw","<White>{Pack Leaders:}\r\n<white>{Sin Purger}\r\n<white>{Peacekeeper} ","<White>{Pack Leaders:}\r\n<white>{Sin Purger}\r\nCasts Holy Beam\r\nCreates Exploding markers\r\n<white>{Peacekeeper} \r\nCharges aggressively at enemies\r\nThrows projectile-firing shield",""
529,"AllFlameLegionVaal","Timeless Vaal Warriors","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameLegionVaalMelee","Ranged and Melee <white>{Humanoid} and <white>{Construct} Warriors\r\nFires <craftingphysical>{Blood} Mortars\r\nUses Spear Thrust","<White>{Pack Leaders:}\r\n<white>{Bloodblessed Conqueror} \r\n<white>{Ritemaster Decapitator} ","<White>{Pack Leaders:}\r\n<white>{Bloodblessed Conqueror} \r\nCasts Vaal charged blast\r\nCreates exploding ground\r\n<white>{Ritemaster Decapitator} \r\nCasts Vaal Soulrend\r\nUses Charged Ground Slam\r\nThrows Axes",""
530,"AllFlameHeist","Labratory Scientists","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameHeistScientist","Ranged and Melee <white>{Humanoids} and <white>{Beasts}\r\nCasts <craftingchaos>{Caustic} Shower","<White>{Pack Leaders:}\r\n<white>{Senior Necroscientist} \r\n<white>{Senior Heretech} ","<White>{Pack Leaders:}\r\n<white>{Senior Necroscientist} \r\nFries <craftingchaos>{Caustic} Projectile\r\nThrows Tarred bombs, creating Tarred Ground\r\n<white>{Senior Heretech} \r\nCasts <craftinglightning>{Lightning} Warp, <craftinglightning>{Lightning} Tendrils, <craftinglightning>{Lightning} Cascade",36484
531,"AllFlameShaper","Shaper Followers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameBeyondCityStalkerFemaleSpace","Shaper <white>{Eldritch} Monsters","<white>{Pack Leader:\r\nEntity of the Void}","<white>{Pack Leader:\r\nEntity of the Void}\r\nCasts Orb of <craftinglightning>{Storms}, Ball <craftinglightning>{Lightning}, <craftingcold>{Vortex} Teleport",36495
532,"AllFlameElder","Elder Followers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameBeyondTentaclePortal","Elder <white>{Eldritch} Demons\r\nUses Leap Slam, Cleave\r\nFires Mortar\r\nInflicts Vulnerability on Hit","<white>{Pack Leader:\r\nNull Portal}","<white>{Pack Leader:\r\nNull Portal}\r\nSummons Elder Monsters",36496
533,"AllFlameCrusader","Warriors of Baran","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameBeyondCrusaderMageguardCaster","Ranged and Melee <white>{Humanoid} Warriors\r\nCasts <craftinglightning>{Lightning} Mortar\r\nUses <craftinglightning>{Lightning} Throw\r\n","<white>{Pack Leader:\r\nBaranite Thaumaturge}","<white>{Pack Leader:\r\nBaranite Thaumaturge}\r\nCasts <craftinglightning>{Lightning} Field, <craftinglightning>{Lightning} Beam",36497
534,"AllFlameEyrie","Warriors of Veritania","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameBeyondEyrieSeraphArcher","<craftingcold>{Cold} <white>{Construct} Warriors","<white>{Pack Leader:\r\nRedemption Sentry}","<white>{Pack Leader:\r\nRedemption Sentry}\r\nUses <craftingcold>{Frozen} Burst, <craftingcold>{Cold} Mortar Snipe",36499
535,"AllFlameBasilisk","Warriors of Al-Hezmin","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameBeyondBasiliskFemaleGorgon","Ranged <white>{Beast} Warriors","<white>{Pack Leader:\r\nHunting Party}","<white>{Pack Leader:\r\nHunting Party}\r\nUses <craftingchaos>{Gorgon} Whirlwind, <craftingchaos>{Chaos} Cascade",36498
536,"AllFlameAdjudicator","Warriors of Drox","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameBeyondAdjudicatorGrandMaster","Ranged and Melee <white>{Humanoid} Warriors","<white>{Pack Leader:\r\nArena Master}","<white>{Pack Leader:\r\nArena Master}\r\nUses Charged Shield Bash\r\nBuffs allies with Arena Master's Presence",36500
537,"chaos-ghouls","Ghouls","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconPrisonStalker","<white>{Beasts}","","",""
538,"chaos-cellcrawlers","Cell Crawlers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconPrisonSpider","<white>{Beasts}","","",""
539,"chaos-bandits","Oak Bandits","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBanditMelee","Ranged and Melee <white>{Humanoids}\r\nUses Warlord's Mark","","",""
540,"chaos-bandits2","Kraityn Sentries","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBanditMelee","Ranged and Melee <white>{Humanoids}\r\nUses <craftingfire>{Blast} Rain, <craftingfire>{Burning} Arrow, <craftingfire>{Explosive} Arrow","","",""
541,"chaos-bandits3","Callow Thugs","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBanditMelee","Ranged and Melee <white>{Humanoids}\r\nUses <craftingfire>{Blast} Rain, <craftingfire>{Burning} Arrow, <craftingfire>{Explosive} Arrow","","",""
542,"chaos-bandits4","Alira Bandits","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBanditMelee","Ranged and Melee <white>{Humanoids}\r\nUses <craftingchaos>{Caustic} Arrow","","",""
543,"chaos-bandits5","Callow Snipers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBanditMelee","Ranged and Melee <white>{Humanoids}","","",""
544,"chaos-bandits6","Acolyte Bandits","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBanditAnimalEquipment","<white>{Humanoids}\r\nUses Reave, Heavy Strike, Cleave, Shield Charge","","",""
545,"chaos-bandits7","Bandit Acolytes","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBanditAnimalEquipment","Ranged and Melee <white>{Humanoids}\r\nUses Heavy Strike, Cleave\r\nUses Split Arrow","","",""
546,"chaos-bandits8","Acolytes","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBanditAnimalEquipment","Ranged and Melee <white>{Humanoids}\r\nUses Reave, Shield Charge\r\nUses Split Arrow","","",""
547,"chaos-beasts1","Cave Beasts","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBeast","Large <white>{Beasts}\r\nUses Ground Slam","","",""
548,"beasts2","Bone Crunchers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBeast","Large <white>{Beasts}\r\nUses Cleave","","",""
549,"chaos-beasts2","Bone Crunchers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBeast","Large <white>{Beasts}\r\nUses Cleave","","",""
550,"chaos-beasts3","Hairy Bonecrunchers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBeast","Large <white>{Beasts}\r\nUses Enduring Cry, Cleave, Ground Slam","","",""
551,"chaos-beasts4","Shaggy Monstrosities","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBeast","Large <white>{Beasts}\r\nUses Ground Slam\r\nHas Degeneration Aura","","",""
552,"chaos-beasts5","Thicket Hulks","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBeast","Large <white>{Beasts}\r\nUses Ground Slam","","",""
553,"chaos-beasts-parasite6","Enraptured Beasts","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBeastParasiteExtra","Large <white>{Beasts}","","",""
554,"chaos-animals","Armour Crunchers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBeast","Large <white>{Beasts}\r\nApplies Vulnerability on hit","","",""
555,"chaos-beasts6","Skeletal Beasts","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSkeletonBeastExtra","Large <white>{Beast} Skeletons","","",""
556,"chaos-fragments-emanant1","Ancient Constructs","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconVaalFragment","Ranged Vaal <white>{Constructs}\r\nFires <craftingchaos>{Chaos} projectiles","","",""
557,"chaos-ghosts1","Cursed Mariners","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRangedGhost","Ranged and Melee <white>{Undead} Ghosts\r\nUses Puncture, <craftinglightning>{Lightning} Arrow\r\nUses Flicker Strike","","",""
558,"chaos-ghosts2","Spectral Corsairs","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMeleeGhost","<white>{Undead} Ghosts","<white>{Pack Leader:}\r\n<white>{Spectral Scoundrel}","<white>{Pack Leader:}\r\n<white>{Spectral Scoundrel}\r\nCasts Blade Vortex",""
559,"chaos-ghosts3","Phantom Occultists","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGhostCaster","Ranged and Melee <white>{Undead} Ghosts","<white>{Pack Leader:}\r\n<white>{Spectral Scoundrel}","<white>{Pack Leader:}\r\n<white>{Spectral Scoundrel}\r\nCasts Blade Vortex",""
560,"chaos-ghosts4","Spectral Mages","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGhostCaster","Ranged and Melee <white>{Undead} Ghosts","","",""
561,"chaos-animals2","Goatmen","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGoatManMelee","<white>{Beast} Goatmen\r\nUses Leap Slam","","",""
562,"chaos-goatmen2","Bearded Devils","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGoatManMelee","<white>{Beast} Goatmen\r\nUses Leap Slam","<white>{Pack Leader:}\r\n<white>{Bearded Skycaller}","<white>{Pack Leader:}\r\n<white>{Bearded Skycaller}\r\nCasts <craftinglightning>{Shock} Nova, Orb of <craftinglightning>{Storms}, <craftinglightning>{Spark} ",""
563,"chaos-goatmen3","Goatmen Shamans","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGoatManCaster","Ranged <white>{Beast} Goatmen\r\nCasts <craftingfire>{Fireball}, <craftingfire>{Molten} Shell \r\nCasts <craftinglightning>{Shock} Nova, <craftinglightning>{Spark}","","",""
564,"chaos-goatmen4","Leaping Goatmen","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGoatManMelee","<white>{Beast} Goatmen\r\nUses Leap Slam","","",""
565,"chaos-goatmen5","Leaping Bearded Devils","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGoatManMelee","<white>{Beast} Goatmen\r\nUses Leap Slam","","",""
566,"chaos-goatmen6","Alpine Devils","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconColdGoatmanCasterExtra","Ranged and Melee <white>{Beast} Goatmen\r\nCasts <craftingcold>{Ice} Spear\r\nUses Leap Slam","","",""
567,"chaos-goatmen7","Hill Devils","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGoatmanChampion","<white>{Beast} Goatmen\r\nUses Leap Slam","<white>{Pack Leader:}\r\n<white>{Colossus Crusher}","<white>{Pack Leader:}\r\n<white>{Colossus Crusher}\r\nUses Ground Slam, Earthquake",""
568,"chaos-lion1","Dune Hellions","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconHellion","<white>{Beasts}\r\nUses Puncture","","",""
569,"chaos-lion2","Flame Hellions","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconHellion","Hellion <white>{Beasts}\r\nExplodes on death, leaving <craftingfire>{Burning} Ground","","",""
570,"chaos-icehellions1","Mountain Hellions","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconHellionIce","Hellion <white>{Beasts}","<white>{Pack Leader:}\r\n<white>{Mountain Hellion Alpha}","<white>{Pack Leader:}\r\n<white>{Mountain Hellion Alpha}\r\nShatters on death, leaving <craftingcold>{Chilled} Ground",""
571,"chaos-hellions-parasite1","Enslaved Hellions","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconHellionParasite","Infested Hellion <white>{Beasts}\r\nReleases <craftingchaos>{Caustic} ground on death","","",""
572,"chaos-animals4","Flame Hellions","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconHellion","Hellion <white>{Beasts}\r\nExplodes on death, leaving <craftingfire>{Burning} Ground","","",""
573,"chaos-monkeys1","Dread Primates","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMonkey","Small Monkey <white>{Beasts}","","",""
574,"chaos-monkeys2","Stygian Apes","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMonkey","Ranged Small Monkey <white>{Beasts}","","",""
575,"chaos-monkeys3","Carnage Apes","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMonkey","Small Monkey <white>{Beasts}","","",""
576,"chaos-monkeys4","Blood Apes","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMonkeyChieftainSmall","Small Monkey <white>{Beasts}","<white>{Pack Leader:}\r\n<white>{Blood Chieftain}","<white>{Pack Leader:}\r\n<white>{Blood Chieftain}\r\nThrows Monkey Minions",""
577,"chaos-monkeys5","Dread Primates","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMonkeyChieftainSmall","Small Monkey <white>{Beasts}","<white>{Pack Leader:}\r\n<white>{Carnage Chieftain}","<white>{Pack Leader:}\r\n<white>{Carnage Chieftain}\r\nEnrages nearby allies, granting Frenzy Charges Throws Monkey Minions",""
578,"chaos-monkeys-parasite6","Infested Apes","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMonkeyChieftainSmallParasite","Infested Small Monkey <white>{Beasts}","<white>{Pack Leader:}\r\n<white>{Host Chieftain}","<white>{Pack Leader:}\r\n<white>{Host Chieftain}\r\nEnrages nearby allies, granting Power Charges Releases Parasites on death",""
579,"chaos-mossmonsters1","Stalag Nightmares","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMossMonster","Rocky <white>{Constructs}","","",""
580,"chaos-mossmonsters2","Ruined Titans","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMossMonster","Rocky <white>{Constructs}","","",""
581,"chaos-mossmonsters3","Rumbling Masses","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMossMonster","Rocky <white>{Constructs}\r\nRolls aggressively towards enemies","","",""
582,"chaos-mossmonsters4","Hulking Titans","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMossMonster","Rocky <white>{Constructs}\r\nRolls aggressively towards enemies","","",""
583,"chaos-necros1","Flame Guardians","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconNecromancerSkeletonMeleeFire","<craftingfire>{Burning} <white>{Undead} Skeletons","<white>{Pack Leader:}\r\n<white>{Ash Prophet}","<white>{Pack Leader:}\r\n<white>{Ash Prophet}\r\nCasts <craftingfire>{Flammability}\r\nRevives Undead",""
584,"chaos-necros2","Sparking Mages","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconNecromancerSkeletonCasterLightning","<craftinglightning>{Electric} Ranged <white>{Undead} Skeletons\r\nCasts <craftinglightning>{Spark}","<white>{Pack Leader:}\r\n<white>{Sin Lord}","<white>{Pack Leader:}\r\n<white>{Sin Lord}\r\nCasts <craftinglightning>{Conductivity}\r\nRevives Undead",""
585,"chaos-necros3","Brittle Thieves","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconNecromancerSkeletonMelee","<white>{Undead} Skeletons","<white>{Pack Leader:}\r\n<white>{Defiler}","<white>{Pack Leader:}\r\n<white>{Defiler}\r\nCasts <craftinglightning>{Elemental Weakness}\r\nRevives Undead",""
586,"chaos-necros4","Bone Wardens","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconNecromancerSkeletonMeleeLightning","<craftinglightning>{Electric} <white>{Undead} Skeletons","<white>{Pack Leader:}\r\n<white>{Sin Lord}","<white>{Pack Leader:}\r\n<white>{Sin Lord}\r\nCasts <craftinglightning>{Conductivity}\r\nRevives Undead",""
587,"chaos-necros5","Fetid Shamblers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconNecromancerTarZombie","<white>{Undead} Tar Zombies\r\nReleases Tarred Ground on death","<white>{Pack Leader:}\r\n<white>{Necromancer}","<white>{Pack Leader:}\r\n<white>{Necromancer}\r\nRevives Undead",""
588,"chaos-necros6","Bone Rhoas","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRhoaSkeleton","<white>{Undead} Skeleton Beasts","<white>{Pack Leader:}\r\n<white>{Diabolist}","<white>{Pack Leader:}\r\n<white>{Diabolist}\r\nCasts Enfeeble\r\nRevives Undead",""
589,"chaos-necros7","Frost Guardians","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconNecromancerSkeletonMeleeCold","<white>{Undead} Skeletons","<white>{Pack Leader:}\r\n<white>{Death Bishop}","<white>{Pack Leader:}\r\n<white>{Death Bishop}\r\nCasts <craftingcold>{Frostbite}\r\nRevives Undead",""
590,"chaos-animals5","Rhoas","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRhoa","Flightless bird <white>{Beasts} \r\nCharges aggressively at enemies","","",""
591,"chaos-rhoas2","Rhoa Mares","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRhoa","Flightless bird <white>{Beasts} \r\nCharges aggressively at enemies","","",""
592,"chaos-rhoas3","Bone Rhoas","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRhoaSkeleton","Flightless bird <white>{Beast} Skeletons \r\nCharges aggressively at enemies","","",""
593,"chaos-rhoas4","Murk Runners","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRhoa","Flightless bird <white>{Beasts} \r\nCharges aggressively at enemies","","",""
594,"chaos-rhoas-skeletons5","Bone Rhoas","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRhoa","<white>{Undead} Skeleton Beasts","","",""
595,"chaos-rhoas-parasite6","Infested Rhoas","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRhoaParasite","Infested Flightless bird <white>{Beasts} \r\nCharges aggressively at enemies\r\nReleases Parasites on death","","",""
596,"chaos-sandspitters-emanant1","Granite Eaters","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSandspitter","<craftingfire>{Fire} Ranged <white>{Beasts}","","",""
597,"chaos-sandspitters-emanant2","Obsidian Eaters","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSandspitter","<craftinglightning>{Lightning} Ranged <white>{Beasts}","","",""
598,"chaos-sandspitters-emanant3","Crustecean Snipers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSandspitter","<craftingcold>{Cold} Ranged <white>{Beasts}","","",""
599,"chaos-cannibals1","Fire Cannibals","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCannibal","Ranged and Melee <white>{Humanoids}","<white>{Pack Leader:}\r\n<white>{Cannibal Fire-Eater}","<white>{Pack Leader:}\r\n<white>{Cannibal Fire-Eater}\r\nBreathes <craftingfire>{Fire}",""
600,"chaos-cannibals2","Cannibals","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCannibal","Cannibal <white>{Humanoids}","","",""
601,"chaos-humanoids1","Arsonist Cannibals","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCannibal","Cannibal <white>{Humanoids}\r\nThrows <craftingfire>{Flaming} Torches","","",""
602,"chaos-seawitches-slithering-emanant1","Singing Sirens","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSeaWitch","<craftingcold>{Cold} <white>{Demons}\r\nScreeches, reducing movement speed\r\nCasts <craftingcold>{Tidal} Wave","","",""
603,"chaos-seawitches-slithering2","Merveil's Favoured","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSeaWitch","<craftingcold>{Cold} <white>{Demons}\r\nCasts <craftingcold>{Tidal} Wave","","",""
604,"chaos-seawitches-slithering3","Blessed Spawn","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSeaSpawn","Small <white>{Demons}","<white>{Pack Leader:}\r\n<white>{Merveil's Attendants}","<white>{Pack Leader:}\r\n<white>{Merveil's Attendants}\r\nCasts <craftingcold>{Tidal} Wave, <craftingcold>{Frost} Bolt",""
605,"chaos-seawitches-slithering4","Attendant Spawn","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSeaSpawn","Small <white>{Demons}","<white>{Pack Leader:}\r\n<white>{Merveil's Blessed}","<white>{Pack Leader:}\r\n<white>{Merveil's Blessed} \r\nScreeches, reducing movement speed\r\nCasts <craftingcold>{Tidal} Wave\r\nSummons Spawn",""
606,"chaos-seawitches-slithering5","Merveil's Chosen","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSeaWitch","<craftingcold>{Cold} <white>{Demons}\r\nCasts <craftingcold>{Tidal} Wave, Vulnerability\r\nSummons Spawn","","",""
607,"chaos-seawitches-slithering6","Merveil's Retainers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSeaWitch","<craftingcold>{Cold} <white>{Demons}\r\nCasts <craftingcold>{Tidal} Wave, Temporal Chains\r\nSummons Spawn","","",""
608,"chaos-shieldcrabs1","Scrabbling Menaces","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCrustaceanBleached","Shelled <white>{Beasts}\r\nSheds their shell on death\r\nApplies Vulnerability on hit\r\nInflicts <craftingphysical>{Bleed} on hit","","",""
609,"chaos-shieldcrabs2","Cave Crustaceans","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCrustaceans","Shelled <white>{Beasts}\r\nSheds their shell on death","","",""
610,"chaos-shieldcrabs3","Deep Crustaceans","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCrustaceans","Shelled <white>{Beasts}\r\nSheds their shell on death","","",""
611,"chaos-shieldcrabs4","Invading Crustaceans","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCrustaceans","Shelled <white>{Beasts}\r\nSheds their shell on death","","",""
612,"chaos-shieldcrabs-parasite5","Infested Crustaceans","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCrustaceanBleached","Shelled <white>{Beasts}\r\nSheds their shell on death","","",""
613,"chaos-shieldcrabs-bleached6","Bleached Crawlers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCrabBleached","Crab <white>{Beasts}","","",""
614,"chaos-skeletons1","Ancient Bonestalkers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMeleeSkeletonSword","Ranged and Melee <white>{Undead} Skeletons","<white>{Pack Leader:}\r\n <white>{Bone Husk}","<white>{Pack Leader:}\r\n<white>{Bone Husk}\r\nFires Bone Mortars, leaving Bone spikes",""
615,"chaos-skeletons2","Flame Guardians","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconFireSkeletonMeleeExtra","Ranged and Melee <white>{Undead} <craftingfire>{Fire} Skeletons","<white>{Extra Monster:}\r\n<white>{Grinning Totem}","<white>{Extra Monster:}\r\n<white>{Grinning Totem}\r\nCasts an Aura",""
616,"chaos-skeletons3","Vault Hunters","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMeleeSkeletonSword","Ranged and Melee <white>{Undead} Skeletons\r\nUses Frenzy","<white>{Extra Monster:}\r\n<white>{Grinning Totem}","<white>{Extra Monster:}\r\n<white>{Grinning Totem}\r\nCasts an Aura",""
617,"chaos-skeletons4","Bone Wardens","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLightningSkeletonMeleeExtra","Ranged and Melee <white>{Undead} <craftinglightning>{Lightning} Skeletons","<white>{Extra Monster:}\r\n<white>{Grinning Totem}","<white>{Extra Monster:}\r\n<white>{Grinning Totem}\r\nCasts an Aura",""
618,"chaos-skeletons5","Brittle Clerics","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMeleeSkeletonSword","Ranged and Melee <white>{Undead} Skeletons \r\nUses <craftingchaos>{Caustic} Arrow","<white>{Extra Monster:}\r\n<white>{Grinning Totem}","<white>{Extra Monster:}\r\n<white>{Grinning Totem}\r\nCasts an Aura",""
619,"chaos-skeletons6","Frost Guardians","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconColdSkeletonMeleeExtra","<white>{Undead} <craftingcold>{Cold} Skeletons","<white>{Extra Monster:}\r\n<white>{Grinning Totem}","<white>{Extra Monster:}\r\n<white>{Grinning Totem}\r\nCasts an Aura",""
620,"splitskeles","Brittle Archers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRangedSkeleton","<white>{Undead} Skeletons\r\nUses Split Arrow","","",""
621,"chaos-skeletons-emanant7","Brittle Archers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRangedSkeleton","<white>{Undead} Skeletons\r\nUses Split Arrow","","",""
622,"chaos-skeletons8","Ancient Bonestalkers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMeleeSkeletonSword","<white>{Undead} Skeletons","<white>{Extra Monster:}\r\n<white>{Grinning Totem}","<white>{Extra Monster:}\r\n<white>{Grinning Totem}\r\nCasts an Aura",""
623,"chaos-skeletons9","Frost Harbingers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLightningSkeletonCasterExtra","Ranged <white>{Undead} <craftingcold>{Cold} Skeletons","<white>{Extra Monster:}\r\n<white>{Grinning Totem}","<white>{Extra Monster:}\r\n<white>{Grinning Totem}\r\nCasts an Aura",""
624,"chaos-skeletons10","Brittle Arsonists","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconVaalSkeletonCaster","Ranged <white>{Undead} <craftingfire>{Fire} Skeletons","<white>{Extra Monster:}\r\n<white>{Grinning Totem}","<white>{Extra Monster:}\r\n<white>{Grinning Totem}\r\nCasts an Aura",""
