"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","i32","bool","string","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid","i32","i32","[rid]","[rid]","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","i32","EPKFile","i32","MonsterConditionalEffectPacksKey","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","AddonMonsterTypeIndex","i32","i32","i32","i32","i32","bool","BossHealthBar","bool"
4831,"Metadata/Monsters/Grappler/GrapplerLabyrinth",547,37,3,6,8,"[""Metadata/Monsters/Grappler/Grappler.act""]","[""Metadata/Monsters/Grappler/Grappler.ao""]","Metadata/Monsters/CityStalkers/CityStalker","[6591,6357,6592]",1,"","",115,3,6,6,1,0,"[56,806,777,774,48,796,803,764,31,29,765,118,77]",100,[],70,105,700,500,0,"[382,1466,704]","Metadata/Monsters/Grappler/Grappler.ais",[],"",2,"Shadow Lurker",125,100,1245,[],[],"","","","",0,[],[],[],1,1,3,100,0,0,56,59417,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4832,"Metadata/Monsters/MossMonster/MossMonsterEmergeRollLabyrinthFire",909,12,4,5,12,"[""Metadata/Monsters/MagicMossMonster/FireMonster.act""]","[""Metadata/Monsters/MagicMossMonster/fire.ao""]","Metadata/Monsters/MossMonster/MossMonster","[12155,12200,12202,12205]",1,"","",100,3,6,1,6,0,"[175,819,74,54,777,774,126,797,141,764,120,30,31,765,811,79,801]",150,[],105,105,700,500,0,"[382,320]","Metadata/Monsters/MagicMossMonster/FireMonster.ais",[],"",6,"Molten Shaker",255,270,1170,[],[],"","","","",0,[],[],[],1,1,5,100,1,100,100,7228,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,270,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4833,"Metadata/Monsters/Skeletons/SkeletonMeleeLabyrinth2",111,11,3,4,11,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonNonDestructive.act""]","[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.ao""]","Metadata/Monsters/Skeletons/Skeleton","[6297,12200]",1,"","",100,3,6,2,8,100,"[813,122,777,774,796,764,30,31,765,51,820,73,801]",100,[],105,105,700,500,0,[382],"Metadata/Monsters/Skeletons/SkeletonMelee.ais",[],"",8,"Ancient Combatant",160,90,975,"[7256,7278]",[],"",9,"","",0,[],[],[],1,1,1,58,0,0,10,59854,"","","","",152,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,90,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4834,"Metadata/Monsters/Skeletons/SkeletonMeleeLargeLabyrinth",160,16,3,6,9,"[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonLarge.act""]","[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonLarge.ao""]","Metadata/Monsters/Skeletons/Skeleton","[6297,12200]",1,"","",100,3,6,1,8,0,"[813,122,819,780,774,797,764,30,31,765,51,73,801]",180,[],105,105,700,500,0,[381],"Metadata/Monsters/Skeletons/SkeletonMelee.ais",[],"",8,"Maze Crusher",180,198,2250,"[9690,9692]",[],"",12,"","",0,[],[],[],1,1,3,100,0,0,10,39055,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,198,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4835,"Metadata/Monsters/Skeletons/ProphecySkeletonGuard",111,11,3,4,11,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonNonDestructive.act""]","[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.ao""]","Metadata/Monsters/Skeletons/ProphecySkeletonMelee",[6297],1,"","",100,3,6,2,8,100,"[813,122,777,774,796,764,30,31,765,51,820,73,801]",100,[],105,105,700,500,0,[382],"Metadata/Monsters/Skeletons/SkeletonMelee.ais",[],"",8,"Undead Guardian",160,90,975,"[7256,7278]",[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,29677,"","","","",152,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,90,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4836,"Metadata/Monsters/Skeletons/ProphecySkeletonGuardMace",111,11,3,4,11,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonNonDestructiveMace.act""]","[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.ao""]","Metadata/Monsters/Skeletons/ProphecySkeletonMelee",[6297],1,"","",100,3,6,3,8,100,"[821,813,122,780,774,796,764,30,31,765,51,73,801]",100,[],105,105,700,500,0,"[381,5285]","Metadata/Monsters/Skeletons/SkeletonMeleeSunder.ais",[],"",8,"Undead Guardian",160,90,975,[7278],[],"",12,"","",0,[],[],[],"",1,6,100,0,0,100,10026,"","","","",152,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,90,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4837,"Metadata/Monsters/Mannequin/MannequinLabyrinth",1271,34,3,6,9,"[""Metadata/Monsters/Mannequin/MannequinNoTarget.act""]","[""Metadata/Monsters/Mannequin/MannequinNoTarget.ao""]","Metadata/Monsters/Mannequin/MannequinEmerge",[],1,"","",100,3,6,6,2,0,"[74,791,807,796,803,764,765]",100,[],105,105,700,500,0,[381],"Metadata/Monsters/Mannequin/Mannequin.ais",[],"",10,"Marionette",100,100,1995,[],[],"","","","",0,[],[],[],1,1,1,100,0,0,59,33820,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4838,"Metadata/Monsters/Mannequin/MannequinLabyrinthPayload",1271,34,3,6,9,"[""Metadata/Monsters/Mannequin/MannequinNoTarget.act""]","[""Metadata/Monsters/Mannequin/MannequinNoTarget.ao""]","Metadata/Monsters/Mannequin/MannequinPayload",[],1,"","",100,3,6,6,2,0,"[74,791,807,796,803,764,765]",100,[],105,105,700,500,0,[381],"Metadata/Monsters/Mannequin/Mannequin.ais",[],"",10,"Marionette",100,100,1995,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,62155,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4839,"Metadata/Monsters/GhostPirates/GhostPirateBlackLabyrinth",269,42,3,6,10,"[""Metadata/Monsters/GhostPirates/GhostPirate2.act""]","[""Metadata/Monsters/GhostPirates/GhostPirate2.ao""]","Metadata/Monsters/GhostPirates/GhostPirate","[4603,12200,12206,20600]",1,"","",100,3,6,1,9,0,"[819,804,53,814,119,777,774,796,764,29,765,73]",100,[],105,105,700,500,0,[382],"Metadata/Monsters/GhostPirates/GhostPirateMelee.ais",[],"",4,"Spectral Artisan",165,100,1500,"[9392,9391]","[9397,9396]","",9,26,"",0,[],[],[],"",1,4,21,0,0,100,30639,"","","",8,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4840,"Metadata/Monsters/GhostPirates/GhostPirateFlickerStrikeBlackLabyrinth",269,42,3,6,10,"[""Metadata/Monsters/GhostPirates/GhostPirate2.act""]","[""Metadata/Monsters/GhostPirates/GhostPirate2.ao""]","Metadata/Monsters/GhostPirates/GhostPirate","[4603,12200,12206,20600]",1,"","",100,3,6,1,9,0,"[819,804,53,814,119,777,774,796,764,29,765,73]",100,[],105,105,700,500,0,"[382,1466]","Metadata/Monsters/GhostPirates/GhostPirateFlickerStrike.ais",[],"",4,"Spectral Artisan",165,100,1500,"[9392,9391]","[9397,9396]","",9,26,"",0,[],[],[],"",1,4,21,0,0,100,9957,"","","",8,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4841,"Metadata/Monsters/GhostPirates/GhostPirateBlackBowLabyrinth",278,40,3,6,40,"[""Metadata/Monsters/GhostPirates/GhostPirateBow.act""]","[""Metadata/Monsters/GhostPirates/GhostPirateBow.ao""]","Metadata/Monsters/GhostPirates/GhostPirateBow","[4603,12200,12206]",1,"","",100,3,6,4,9,0,"[804,53,814,119,786,768,796,29,765,822,32,73]",120,[],105,105,700,500,0,"[382,1825,1843]","Metadata/Monsters/Skeletons/ArcherPuncture.ais",[],"",4,"Spectral Artisan",120,96,1500,[8377],[9398],9482,13,"","",0,[],[],[],"",1,4,21,0,0,100,30302,"","","",8,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,96,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4842,"Metadata/Monsters/RootSpiders/RootSpiderHiddenLabyrinth",406,16,4,6,22,"[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.act""]","[""Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ao""]","Metadata/Monsters/RootSpiders/RootSpider/RootSpiderHidden",[12202],1,"","",100,3,6,1,3,0,"[72,175,819,127,808,126,163,75,791,141,796,764,765,32,118,801]",200,[],105,105,700,500,0,"[382,1578,2488,2500,2987]","Metadata/Monsters/RootSpiders/RootSpider/RootSpider.ais",[],"",1,"Devourer",240,200,1500,[],[],"","","","",0,[],[7197],[],"",1,5,43,1,0,100,44422,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,200,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4843,"Metadata/Monsters/Undying/UndyingOutcastWhirlingBladesLabyrinth",763,38,3,6,6,"[""Metadata/Monsters/Undying/Undying1.act""]","[""Metadata/Monsters/Undying/Undying1.ao""]","Metadata/Monsters/Undying/Undying",[],1,"","",115,3,6,2,2,0,"[56,793,804,777,774,48,807,764,31,29,765,118,820,77]",100,[],105,105,700,500,0,"[381,318]","Metadata/Monsters/Undying/Undying.ais",[],"",1,"Skulking Dweller",100,100,1650,[],[],"","","","",0,[],[],[],1,1,1,100,0,0,27,25765,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4844,"Metadata/Monsters/Undying/UndyingOutcastPunctureLabyrinth",763,38,3,6,6,"[""Metadata/Monsters/Undying/Undying1.act""]","[""Metadata/Monsters/Undying/Undying1.ao""]","Metadata/Monsters/Undying/Undying",[6323],1,"","",115,3,6,2,2,0,"[56,793,804,777,774,48,807,764,31,29,765,118,820,77]",100,[],105,105,700,500,0,"[381,1825]","Metadata/Monsters/Undying/UndyingPuncture.ais",[],"",1,"Skulking Dweller",100,100,1650,[],[],"","","","",0,[],[],[],1,1,1,100,0,0,27,15921,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4845,"Metadata/Monsters/Spiker/SpikerLabyrinth",365,35,4,6,14,"[""Metadata/Monsters/Spiker/Spiker.act""]","[""Metadata/Monsters/Spiker/Spiker.ao""]","Metadata/Monsters/Spiker/Spiker","[7209,12202]",1,"","",100,3,6,5,1,0,"[823,72,806,787,774,141,49,796,803,764,31,765,118,759]",100,[],105,105,700,500,0,"[382,1542,7347]","Metadata/Monsters/Spiker/Spiker.ais",[],"",1,"Maze Needleback",100,110,1050,[],[],"","","","",0,[],[],[],"",1,4,60,0,0,100,33527,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,110,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4846,"Metadata/Monsters/Snake/SnakeScorpionIncaLabyrinth_",744,30,3,6,8,"[""Metadata/Monsters/Snake/SnakeScorpion.act""]","[""Metadata/Monsters/Snake/Snake4/Snake4.ao""]","Metadata/Monsters/Snake/SnakeRanged",[4604],1,"","",100,3,6,6,2,0,"[72,74,792,787,774,807,803,764,31,29,765,32,118,50]",125,[],105,105,700,500,0,"[382,1539]","Metadata/Monsters/Snake/SnakeScorpion.ais",[6204],"",1,"Maze Slitherer",124,94,1095,[],[],"","","","",0,[],[],[],1,2,4,60,0,0,100,78,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,94,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4847,"Metadata/Monsters/MossMonster/MossMonsterEmergeRollLabyrinth",463,12,4,5,12,"[""Metadata/Monsters/MossMonster/MossMonster3.act""]","[""Metadata/Monsters/MossMonster/MossMonster2.ao""]","Metadata/Monsters/MossMonster/MossMonster","[12200,12202,12205]",1,"","",100,3,6,1,6,0,"[175,819,74,54,777,774,126,797,141,764,120,30,31,765,811,801]",150,[],105,105,700,500,0,"[382,322]","Metadata/Monsters/MagicMossMonster/FireMonster.ais",[],"",5,"Crushing Mass",255,270,1170,[],[],"","","","",0,[],[],[],1,1,1,100,0,0,41,62484,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,270,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4848,"Metadata/Monsters/MossMonster/MossMonsterEmergeRollLabyrinthStandalone",463,12,4,5,12,"[""Metadata/Monsters/MossMonster/MossMonster3.act""]","[""Metadata/Monsters/MossMonster/MossMonster2.ao""]","Metadata/Monsters/MossMonster/MossMonsterStanding","[12200,12202,12205]",1,"","",100,3,6,1,6,0,"[175,819,74,54,777,774,126,141,764,120,30,31,765,811,801]",150,[],105,105,700,500,0,"[382,322]","Metadata/Monsters/MagicMossMonster/FireMonster.ais",[],"",5,"Crushing Mass",255,270,1170,[],[],"","","","",0,[],[],[],1,1,1,100,0,0,41,55240,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,270,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4849,"Metadata/Monsters/WaterElemental/WaterElementalPureLabyrinth",419,20,3,6,13,"[""Metadata/Monsters/WaterElemental/Temple/TempleEle.act""]","[""Metadata/Monsters/WaterElemental/Temple/TempleEle.ao""]","Metadata/Monsters/WaterElemental/WaterElementalHidden",[6272],1,"","",100,3,6,1,11,0,"[175,34,819,767,74,126,791,816,796,764,30,29,765,125,801,123,55]",135,[],105,105,700,500,0,"[382,83]","Metadata/Monsters/WaterElemental/WaterElemental.ais",[],"",9,"Muck Elemental",162,108,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,25515,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,108,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4850,"Metadata/Monsters/Totems/TalismanTotem/TalismanTotemDeathscape",782,0,4,6,6,"[""Metadata/Monsters/Totems/Talisman/Tribal_totem/Tribal_totem.act""]","[""Metadata/Monsters/Totems/Talisman/Tribal_totem/Tribal_totem.ao""]","Metadata/Monsters/Totems/Talisman/Tribal_totem/TribalTotem","[8662,7197,9971,6629]",1,"","",100,2,1,6,6,0,"[175,34,769,74,126,163,791,141,120,30,31,794,811,125]",100,[],105,105,700,500,0,[5178],"Metadata/Monsters/NoAi.ais",[],"",6,"Totem",100,294,1500,[],[],"","","","",0,[],[36712],[],"",1,6,100,0,0,100,44546,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,294,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4851,"Metadata/Monsters/Rats/TalismanT2Rat",1579,25,1,6,6,"[""Metadata/Monsters/Rats/RatTalisman.act""]","[""Metadata/Monsters/Rats/RatTalisman.ao""]","Metadata/Monsters/Rats/RatTalisman","[12210,4029]",1,"","",100,1,6,6,1,0,"[72,792,806,787,774,49,764,31,29,765,118,759,802,125]",100,[],105,105,700,500,0,"[381,5310]","Metadata/Monsters/Rats/RatTalisman.ais",[],"",1,"Poisonous Rat",60,70,2505,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,27260,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,70,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4852,"Metadata/Monsters/Rats/TalismanT2RatSummonerTotem",1580,0,3,6,6,"[""Metadata/Monsters/Rats/RatSummonerTotem.act""]","[""Metadata/Monsters/Totems/generic_totem/green.ao""]","Metadata/Monsters/Rats/RatSummonerTotem",[],1,"","",100,1,6,6,1,0,"[72,806,163,791,830,31,118,794,125]",100,[],105,105,700,500,0,[3868],"Metadata/Monsters/Rats/RatSummonerTotem.ais",[],"",1,"Plague Totem",50,350,0,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,39459,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,350,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4853,"Metadata/Monsters/Rats/ProphecyRatTreasure",1581,40,2,6,6,"[""Metadata/Monsters/Rats/ProphecyRat.act""]","[""Metadata/Monsters/Rats/RatTalisman.ao""]","Metadata/Monsters/Rats/ProphecyRat",[10006],1,"","",100,1,6,6,1,0,"[72,792,804,806,787,774,49,830,118,759,125]",100,[2],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",1,"Swarming Rat",20,30,0,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,51735,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,30,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4854,"Metadata/Monsters/Rats/Rat",1575,47,2,6,6,"[""Metadata/Monsters/Rats/StandardRat.act""]","[""Metadata/Monsters/Rats/RatTalisman.ao""]","Metadata/Monsters/Rats/StandardRat",[],1,"","",95,1,6,6,1,0,"[72,792,804,806,791,49,764,31,29,765,118,759,125]",70,[],105,105,700,500,0,[381],"Metadata/Monsters/Rats/Rat.ais",[],"",1,"Swarming Rat",60,70,2025,[],[],"","","","",0,[],[],[],"",4,4,78,0,0,78,48037,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",-15,15,0,70,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4855,"Metadata/Monsters/Rats/RatLarge",1576,32,2,6,6,"[""Metadata/Monsters/Rats/StandardRatLarge.act""]","[""Metadata/Monsters/Rats/RatTalisman.ao""]","Metadata/Monsters/Rats/StandardRat",[13097],1,"","",150,2,6,6,1,0,"[72,792,806,791,49,803,764,31,29,765,118,759,125]",120,[],105,105,700,500,0,[381],"Metadata/Monsters/Rats/Rat.ais",[],"",1,"Overgrown Rat",120,120,1500,[],[],"","","","",0,[],[],[],"",1,4,78,0,0,78,63136,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",-15,15,0,120,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4856,"Metadata/Monsters/Rats/RatMapBoss",1582,25,3,6,8,"[""Metadata/Monsters/Rats/RatTalisman.act""]","[""Metadata/Monsters/Rats/RatTalisman.ao""]","Metadata/Monsters/Rats/RatMapBoss","[3939,22889]",1,"","",500,4,6,6,1,0,"[72,806,791,49,796,764,765,118,759,802]",200,[],105,135,700,500,0,[381],"Metadata/Monsters/Rats/RatMapBoss.ais",[],"",1,"Bonechomp",200,200,2505,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,41083,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,200,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4857,"Metadata/Monsters/Rats/RatBanditLord",1579,33,2,6,6,"[""Metadata/Monsters/Rats/StandardRat.act""]","[""Metadata/Monsters/Rats/RatTalisman.ao""]","Metadata/Monsters/Rats/RatTalisman",[7540],1,"","",100,1,6,6,1,0,"[72,792,806,787,774,49,803,764,31,29,765,118,759,125]",100,[],105,105,700,500,0,"[381,5310]","Metadata/Monsters/Rats/Rat.ais",[],"",1,"Swarming Rat",60,70,2505,[],[],"","","","",0,[],[],[],"",4,4,78,0,0,78,50629,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,-15,15,0,70,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4858,"Metadata/Monsters/Rats/RatBanditLordPoison",1579,33,2,6,6,"[""Metadata/Monsters/Rats/StandardRat.act""]","[""Metadata/Monsters/Rats/RatTalismanPoison.ao""]","Metadata/Monsters/Rats/RatTalisman","[12210,7540]",1,"","",100,1,6,6,1,0,"[72,792,806,787,774,49,803,764,31,29,765,118,759,125]",100,[],105,105,700,500,0,"[381,5310]","Metadata/Monsters/Rats/Rat.ais",[],"",1,"Poisonous Rat",60,70,2505,[],[],"","","","",0,[],[],[],"",4,4,78,0,0,78,23668,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,-15,15,0,70,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4859,"Metadata/Monsters/Rats/RatThaumaturgyEmerge",2889,35,2,3,5,"[""Metadata/Monsters/Thaumaturgy/ThaumaturgyRat.act""]","[""Metadata/Monsters/Thaumaturgy/ThaumaturgyRat.ao""]","Metadata/Monsters/Thaumaturgy/ThaumaturgyRat",[6629],1,"","",70,1,6,6,1,0,"[72,806,791,49,803,764,31,29,765,118,759,772]",50,[],105,105,700,500,0,"[382,4030,626,8129]","Metadata/Monsters/Thaumaturgy/ThaumaturgyRat.ais",[],"",1,"Starving Rat",75,250,1005,[],[],"","","","",0,[],[36712],[],"",4,4,78,0,0,78,30313,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","",1,0,0,20,250,"",0,2,"","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4860,"Metadata/Monsters/Rats/RatLake",1577,47,2,6,6,"[""Metadata/Monsters/Rats/StandardRat.act""]","[""Metadata/Monsters/Rats/RatTalisman.ao""]","Metadata/Monsters/LeagueLake/BeyondRatFlee",[],1,"","",95,1,3,6,1,0,"[72,792,804,806,791,49,764,31,29,765,118,759,125]",7,[],105,105,700,500,0,[381],"Metadata/Monsters/NoAi.ais",[],"",1,"Swarming Rat",6,7,2025,[],[],"","","","",0,[],[],[],"",4,4,78,0,0,78,62221,"","","","","","",[],[],[],"",200,0,[],[],15,"Metadata/Effects/Spells/monsters_effects/League_Delve/general/monster_sink/sinking_small.ao","",[],"","","",-15,15,0,7,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4861,"Metadata/Monsters/Rats/RatLargeLake",1578,32,2,6,6,"[""Metadata/Monsters/Rats/StandardRatLarge.act""]","[""Metadata/Monsters/Rats/RatTalisman.ao""]","Metadata/Monsters/LeagueLake/BeyondRatFlee",[],1,"","",150,2,3,6,1,0,"[72,792,806,791,49,803,764,31,29,765,118,759,125]",12,[],105,105,700,500,0,[381],"Metadata/Monsters/NoAi.ais",[],"",1,"Overgrown Rat",12,12,1500,[],[],"","","","",0,[],[],[],"",1,4,78,0,0,78,46385,"","","","","","",[],[],[],"",200,0,[],[],15,"Metadata/Effects/Spells/monsters_effects/League_Delve/general/monster_sink/sinking_small.ao","",[],"","","",-15,15,0,12,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4862,"Metadata/Monsters/Rats/RatNecropolis",1575,47,2,6,6,"[""Metadata/Monsters/Rats/StandardRat.act""]","[""Metadata/Monsters/Rats/RatTalisman.ao""]","Metadata/Monsters/Rats/StandardRat",[],1,"","",95,1,6,6,1,0,"[72,792,804,806,791,49,764,31,29,765,118,759,125]",70,[],105,105,700,500,0,[381],"Metadata/Monsters/Rats/Rat.ais",[],"",1,"Swarming Rat",60,70,2025,[],[],"","","","",0,[],[],[],"",4,4,78,0,0,78,54384,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",-15,15,0,70,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4863,"Metadata/Monsters/Rats/RatLargeNecropolis",1576,32,2,6,6,"[""Metadata/Monsters/Rats/StandardRatLarge.act""]","[""Metadata/Monsters/Rats/RatTalisman.ao""]","Metadata/Monsters/Rats/StandardRat",[13097],1,"","",150,2,6,6,1,0,"[72,792,806,791,49,803,764,31,29,765,118,759,125]",120,[],105,105,700,500,0,[381],"Metadata/Monsters/Rats/Rat.ais",[],"",1,"Overgrown Rat",120,120,1500,[],[],"","","","",0,[],[],[],"",1,4,78,0,0,78,43336,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",-15,15,0,120,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4864,"Metadata/Monsters/Frog/ProphecyFrogTreasureBlue",1583,40,2,6,6,"[""Metadata/Monsters/Frog/ProphecyFrog.act""]","[""Metadata/Monsters/Frog/ProphecyBlue.ao""]","Metadata/Monsters/Frog/ProphecyFrog",[10006],1,"","",100,2,6,6,1,0,"[758,72,792,804,806,780,774,830,118,125]",100,[2],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",1,"Blue Frog",20,30,0,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,45680,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,30,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4865,"Metadata/Monsters/Frog/ProphecyFrogTreasureBlueSpectre",1583,40,2,6,6,"[""Metadata/Monsters/Frog/ProphecyFrog.act""]","[""Metadata/Monsters/Frog/ProphecyBlue.ao""]","Metadata/Monsters/Frog/ProphecyFrog",[10006],1,"","",100,2,6,6,1,0,"[758,72,804,806,780,774,830,118,125]",100,[2],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",1,"Blue Frog",20,30,0,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,44247,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,30,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
