"rownum","BetrayalDialogueCueKey","i32","i32","i32","i32","i32","[i32]","rid","i32","rid","[rid]","rid","bool","[i32]","[rid]","bool","[i32]","rid","[rid]"
637,15,0,0,0,1,11,[],"",100,"","[1,2]","","",[],[],"",[],3017,[]
638,15,0,0,0,1,12,[],"",100,1,[0],"","",[],[],"",[],3018,[]
639,15,0,0,0,1,13,[],"",100,2,[0],"","",[],[],"",[],3019,[]
640,15,0,0,0,1,14,[],"",100,4,[0],"","",[],[],"",[],3020,[]
641,15,0,0,0,1,15,[],"",100,3,[0],"","",[],[],"",[],3021,[]
642,15,0,0,0,1,16,[],7,1000,"",[0],"","",[],[],1,[],3022,[]
643,15,0,0,0,1,17,[],10,1000,"",[0],"","",[],[],1,[],3023,[]
644,15,0,0,0,1,18,[],11,1000,"",[0],"","",[],[],1,[],3024,[]
645,15,0,0,0,1,19,[],16,1000,"",[0],"","",[],[],1,[],3025,[]
646,15,0,0,0,1,20,[],17,1000,"",[0],"","",[],[],1,[],3026,[]
647,15,0,0,0,1,21,[],"",100,"",[0],"","",[],[],"",[],3027,[]
648,15,0,0,0,2,0,[],"",100,1,[0],"","",[],[],"",[],3028,[]
649,15,0,0,0,2,1,[],"",100,2,[0],"","",[],[],"",[],3029,[]
650,15,0,0,0,2,2,[],"",100,4,[0],"","",[],[],"",[],3030,[]
651,15,0,0,0,2,3,[],"",100,3,[0],"","",[],[],"",[],3031,[]
652,15,0,0,0,2,4,[],3,1000,"",[0],"","",[],[],1,[],3032,[]
653,15,0,0,0,2,5,[],6,1000,"",[0],"","",[],[],1,[],3033,[]
654,15,0,0,0,2,6,[],11,1000,"",[0],"","",[],[],1,[],3034,[]
655,15,0,0,0,2,7,[],14,1000,"",[0],"","",[],[],1,[],3035,[]
656,15,0,0,0,2,8,[],16,1000,"",[0],"","",[],[],1,[],3036,[]
657,15,0,0,0,2,9,[],"",100,"",[0],"","",[],[],"",[],3037,[]
658,15,0,0,0,1,22,[7],"",100,1,[],"","",[],[],"",[],3038,[]
659,15,0,0,0,1,23,[7],"",100,2,[],"","",[],[],"",[],3039,[]
660,15,0,0,0,1,24,[7],"",100,4,[],"","",[],[],"",[],3040,[]
661,15,0,0,0,1,25,[7],"",100,3,[],"","",[],[],"",[],3041,[]
662,15,0,0,0,1,26,[7],2,1000,"",[],"","",[],[],1,[],3042,[]
663,15,0,0,0,1,27,[7],4,1000,"",[],"","",[],[],1,[],3043,[]
664,15,0,0,0,1,28,[7],9,1000,"",[],"","",[],[],1,[],3044,[]
665,15,0,0,0,1,29,[7],16,1000,"",[],"","",[],[],1,[],3045,[]
666,15,0,0,0,1,30,[7],17,1000,"",[],"","",[],[],1,[],3046,[]
667,15,0,0,0,1,31,[7],"",100,"",[],"","",[],[],"",[],3047,[]
668,15,0,0,0,3,0,[],"",100,1,[],"","",[],[],"",[],3048,[]
669,15,0,0,0,3,1,[],"",100,2,[],"","",[],[],"",[],3049,[]
670,15,0,0,0,3,2,[],"",100,4,[],"","",[],[],"",[],3050,[]
671,15,0,0,0,3,3,[],"",100,3,[],"","",[],[],"",[],3051,[]
672,15,0,0,0,4,0,[],"",100,"",[0],"","",[],[],"",[],3052,[]
673,15,0,0,0,4,1,[],"",100,2,[],"","",[],[],"",[],3053,[]
674,15,0,0,0,4,2,[],"",100,4,[],"","",[],[],"",[],3054,[]
675,15,0,0,0,5,0,[],"",100,1,[],"","",[],[],"",[],3055,[]
676,15,0,0,0,5,1,[],"",100,2,[],"","",[],[],"",[],3056,[]
677,15,0,0,0,5,2,[],"",100,4,[],"","",[],[],"",[],3057,[]
678,15,0,0,0,5,3,[],"",100,3,[],"","",[],[],"",[],3058,[]
679,15,0,0,0,5,4,[1],"",300,"",[],"","",[],[],"",[],3059,[]
680,15,0,0,0,5,5,[3],"",300,"",[],"","",[],[],"",[],3060,[]
681,15,0,0,0,5,6,[5],"",300,"",[],"","",[],[],"",[],3061,[]
682,15,0,0,0,5,7,[6],"",300,"",[],"","",[],[],"",[],3062,[]
683,15,0,0,0,5,8,"[2,4]","",300,"",[],"","",[],[],"",[],3063,[]
684,15,0,0,0,5,9,[],"",100,"","[1,2]","","",[],[],"",[],3064,[]
685,15,0,0,0,5,10,[],"",100,"",[0],"","",[],[],"",[],3065,[]
686,15,0,0,0,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3066,[]
687,15,0,0,0,8,1,[],"",300,"",[],"","",[],[3],"",[],3067,[]
688,15,0,0,0,8,2,[],"",300,"",[],"","",[],"[7,13,14,15]","",[],3068,[]
689,15,0,0,0,8,3,[],"",300,"",[],"","",[],[4],"",[],3069,[]
690,15,0,0,0,8,4,[],"",300,"",[],"","",[],[10],"",[],3070,[]
691,15,0,0,0,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],3071,[]
692,15,0,0,0,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],3072,[]
693,15,0,0,0,9,0,[],"",100,"",[],"","",[],[3],"",[],3073,[]
694,15,0,0,0,9,1,[],"",100,"",[],"","",[],"[7,13,14,15]","",[],3074,[]
695,15,0,0,0,9,2,[],"",100,"",[],"","",[],[4],"",[],3075,[]
696,15,0,0,0,9,3,[],"",100,"",[],"","",[],[10],"",[],3076,[]
697,15,0,0,0,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],3077,[]
698,15,0,0,0,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],3078,[]
699,15,0,0,0,6,0,[],"",300,"",[],"","",[],[5],"",[],3079,[]
700,15,0,0,0,6,1,[],"",300,"",[],"","",[],[11],"",[],3080,[]
701,15,0,0,0,6,2,[],"",300,"",[],"","",[],[6],"",[],3081,[]
702,15,0,0,0,6,3,[],"",300,"",[],"","",[],[12],"",[],3082,[]
703,15,0,0,0,6,4,[],7,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3083,[]
704,15,0,0,0,6,5,[],2,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3084,[]
705,15,0,0,0,6,6,[],3,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3085,[]
706,15,0,0,0,6,7,[],5,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3086,[]
707,15,0,0,0,6,8,[],10,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3087,[]
708,15,0,0,0,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],3088,[]
709,15,0,0,0,10,0,[],"",100,"",[],"","",[],[2],"",[],3089,[]
710,15,0,0,0,10,1,[],"",100,"",[],"","",[7],[2],"",[],3090,[]
711,15,0,0,0,10,2,[],"",100,"",[2],"","",[],[2],"",[],3091,[]
712,15,0,0,0,10,3,[1],"",300,"",[],"","",[],[2],"",[],3092,[]
713,15,0,0,0,7,0,[],"",100,"",[],"","",[],[],"",[],3093,[]
714,15,0,0,0,7,1,[],7,1000,"",[],"","",[],[],1,[],3094,[]
715,15,0,0,0,7,2,[],3,1000,"",[],"","",[],[],1,[],3095,[]
716,15,0,0,0,7,3,[],10,1000,"",[],"","",[],[],1,[],3096,[]
717,15,0,0,0,7,4,[],11,1000,"",[],"","",[],[],1,[],3097,[]
718,15,0,0,0,7,5,[],17,1000,"",[],"","",[],[],1,[],3098,[]
719,15,0,0,0,7,6,[],"",100,"",[],"","",[],[],"",[],3099,[]
720,15,0,0,0,11,0,[],"",100,"",[],"","",[],[],"",[],3100,[]
721,15,0,0,0,11,1,[1],"",300,"",[],"","",[],[],"",[],3101,[]
722,15,0,0,0,11,2,[3],"",300,"",[],"","",[],[],"",[],3102,[]
723,15,0,0,0,12,0,[],"",100,"",[1],"","",[],[],"",[],3103,[]
724,15,0,0,0,12,1,[],"",100,"",[2],"","",[],[],"",[],3104,[]
725,15,0,0,0,12,2,[],"",100,"",[0],"","",[],[],"",[],3105,[]
726,15,0,0,0,14,0,[],"",100,"",[],"","",[],[],"",[],3106,[]
727,15,0,0,0,0,18,[6],"",300,"",[],"",1,[],[],"",[],3107,[]
728,15,0,0,0,5,11,[],"",100,"",[],"",1,[],[],"",[],3108,[]
729,15,0,0,0,11,3,[],"",100,"",[],"",1,[],[],"",[],3109,[]
730,15,0,0,0,4,3,[],"",100,"",[],"",1,[],[],"",[],3110,[]
731,7,0,0,0,0,0,[],"",10,"",[],"","",[],[],1,[9],3117,[]
732,7,0,0,0,0,1,[],"",100,1,[],"","",[],[],"",[],3118,[]
733,7,0,0,0,0,2,[],"",100,2,[],"","",[],[],"",[],3119,[]
734,7,0,0,0,0,3,[],"",100,4,[],"","",[],[],"",[],3120,[]
735,7,0,0,0,0,4,[],"",100,3,[],"","",[],[],"",[],3121,[]
736,7,0,0,0,0,5,[1],"",300,"",[],"","",[],[],"",[],3122,[]
737,7,0,0,0,0,6,[3],"",300,"",[],"","",[],[],"",[],3123,[]
738,7,0,0,0,0,7,[5],"",300,"",[],"","",[],[],"",[],3124,[]
739,7,0,0,0,0,8,[6],"",300,"",[],"","",[],[],"",[],3125,[]
740,7,0,0,0,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],3126,[]
741,7,0,0,0,0,10,[],"",100,"",[],36,"",[],[],"",[],3127,[]
742,7,0,0,0,0,11,[],"",100,"",[],37,"",[],[],"",[],3128,[]
743,7,0,0,0,0,12,[],"",100,"",[],38,"",[],[],"",[],3129,[]
744,7,0,0,0,0,13,[],"",100,"",[],39,"",[],[],"",[],3130,[]
745,7,0,0,0,0,14,[],"",100,"",[],40,"",[],[],"",[],3131,[]
746,7,0,0,0,13,0,[],"",100,"",[],"","",[],[],1,[],3132,[]
747,7,0,0,0,1,0,[],"",100,1,"[1,2]","","",[],[],"",[],3133,[]
748,7,0,0,0,1,1,[],"",100,2,"[1,2]","","",[],[],"",[],3134,[]
749,7,0,0,0,1,2,[],"",100,4,"[1,2]","","",[],[],"",[],3135,[]
750,7,0,0,0,1,3,[],"",100,3,"[1,2]","","",[],[],"",[],3136,[]
751,7,0,0,0,1,4,[],"",100,"","[1,2]","","",[],[],"",[],3137,[]
752,7,0,0,0,1,5,[],"",100,"","[1,2]","","",[7],[],"",[],3138,[]
753,7,0,0,0,1,6,[],5,1000,"","[1,2]","","",[],[],1,[],3139,[]
754,7,0,0,0,1,7,[],5,1000,"","[1,2]","","",[],[],1,[],3140,[]
755,7,0,0,0,1,8,[],8,1000,"","[1,2]","","",[],[],1,[],3141,[]
756,7,0,0,0,1,9,[],12,1000,"","[1,2]","","",[],[],1,[],3142,[]
757,7,0,0,0,1,10,[],15,1000,"","[1,2]","","",[],[],1,[],3143,[]
758,7,0,0,0,1,11,[],"",100,"","[1,2]","","",[],[],"",[],3144,[]
759,7,0,0,0,1,12,[],"",100,1,[0],"","",[],[],"",[],3145,[]
760,7,0,0,0,1,13,[],"",100,2,[0],"","",[],[],"",[],3146,[]
761,7,0,0,0,1,14,[],"",100,4,[0],"","",[],[],"",[],3147,[]
762,7,0,0,0,1,15,[],"",100,3,[0],"","",[],[],"",[],3148,[]
763,7,0,0,0,1,16,[],3,1000,"",[0],"","",[],[],1,[],3149,[]
764,7,0,0,0,1,17,[],4,1000,"",[0],"","",[],[],1,[],3150,[]
765,7,0,0,0,1,18,[],5,1000,"",[0],"","",[],[],1,[],3151,[]
766,7,0,0,0,1,19,[],9,1000,"",[0],"","",[],[],1,[],3152,[]
767,7,0,0,0,1,20,[],6,1000,"",[0],"","",[],[],1,[],3153,[]
768,7,0,0,0,1,21,[],"",100,"",[0],"","",[],[],"",[],3154,[]
769,7,0,0,0,2,0,[],"",100,1,[0],"","",[],[],"",[],3155,[]
770,7,0,0,0,2,1,[],"",100,2,[0],"","",[],[],"",[],3156,[]
771,7,0,0,0,2,2,[],"",100,4,[0],"","",[],[],"",[],3157,[]
772,7,0,0,0,2,3,[],"",100,3,[0],"","",[],[],"",[],3158,[]
773,7,0,0,0,2,4,[],5,1000,"",[0],"","",[],[],1,[],3159,[]
774,7,0,0,0,2,5,[],10,1000,"",[0],"","",[],[],1,[],3160,[]
775,7,0,0,0,2,6,[],15,1000,"",[0],"","",[],[],1,[],3161,[]
776,7,0,0,0,2,7,[],16,1000,"",[0],"","",[],[],1,[],3162,[]
777,7,0,0,0,2,8,[],"",100,"",[0],"","",[],[],"",[],3163,[]
778,7,0,0,0,1,22,[7],"",100,1,[],"","",[],[],"",[],3164,[]
779,7,0,0,0,1,23,[7],"",100,2,[],"","",[],[],"",[],3165,[]
780,7,0,0,0,1,24,[7],"",100,4,[],"","",[],[],"",[],3166,[]
781,7,0,0,0,1,25,[7],"",100,3,[],"","",[],[],"",[],3167,[]
782,7,0,0,0,1,26,[7],1,100,"",[],"","",[],[],"",[],3168,[]
783,7,0,0,0,1,27,[7],2,100,"",[],"","",[],[],"",[],3169,[]
784,7,0,0,0,1,28,[7],4,100,"",[],"","",[],[],"",[],3170,[]
785,7,0,0,0,1,29,[7],8,100,"",[],"","",[],[],"",[],3171,[]
786,7,0,0,0,1,30,[7],6,100,"",[],"","",[],[],"",[],3172,[]
787,7,0,0,0,1,31,[7],"",100,"",[],"","",[],[],"",[],3173,[]
788,7,0,0,0,3,0,[],"",100,1,[],"","",[],[],"",[],3174,[]
789,7,0,0,0,3,1,[],"",100,2,[],"","",[],[],"",[],3175,[]
790,7,0,0,0,3,2,[],"",100,4,[],"","",[],[],"",[],3176,[]
791,7,0,0,0,3,3,[],"",100,3,[],"","",[],[],"",[],3177,[]
792,7,0,0,0,4,0,[],"",100,"",[0],"","",[],[],"",[],3178,[]
793,7,0,0,0,4,1,[],"",100,2,[],"","",[],[],"",[],3179,[]
794,7,0,0,0,4,2,[],"",100,4,[],"","",[],[],"",[],3180,[]
795,7,0,0,0,5,0,[],"",100,1,[],"","",[],[],"",[],3181,[]
796,7,0,0,0,5,1,[],"",100,2,[],"","",[],[],"",[],3182,[]
797,7,0,0,0,5,2,[],"",100,4,[],"","",[],[],"",[],3183,[]
798,7,0,0,0,5,3,[],"",100,3,[],"","",[],[],"",[],3184,[]
799,7,0,0,0,5,4,[1],"",300,"",[],"","",[],[],"",[],3185,[]
800,7,0,0,0,5,5,[3],"",300,"",[],"","",[],[],"",[],3186,[]
801,7,0,0,0,5,6,[5],"",300,"",[],"","",[],[],"",[],3187,[]
802,7,0,0,0,5,7,[6],"",300,"",[],"","",[],[],"",[],3188,[]
803,7,0,0,0,5,8,[2],"",300,"",[],"","",[],[],"",[],3189,[]
804,7,0,0,0,5,9,[],"",100,"","[1,2]","","",[],[],"",[],3190,[]
805,7,0,0,0,5,10,[],"",100,"",[0],"","",[],[],"",[],3191,[]
806,7,0,0,0,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3192,[]
807,7,0,0,0,8,1,[],"",300,"",[],"","",[],[3],"",[],3193,[]
808,7,0,0,0,8,2,[],"",300,"",[],"","",[],[7],"",[],3194,[]
809,7,0,0,0,8,3,[],"",300,"",[],"","",[],"[4,13,14,15]","",[],3195,[]
810,7,0,0,0,8,4,[],"",300,"",[],"","",[],[10],"",[],3196,[]
811,7,0,0,0,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],3197,[]
812,7,0,0,0,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],3198,[]
813,7,0,0,0,9,0,[],"",100,"",[],"","",[],[3],"",[],3199,[]
814,7,0,0,0,9,1,[],"",100,"",[],"","",[],[7],"",[],3200,[]
815,7,0,0,0,9,2,[],"",100,"",[],"","",[],[4],"",[],3201,[]
816,7,0,0,0,9,3,[],"",100,"",[],"","",[],[10],"",[],3202,[]
817,7,0,0,0,9,4,[],"",100,"",[],"","",[],"[9,8,13,14,15]","",[],3203,[]
818,7,0,0,0,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],3204,[]
819,7,0,0,0,6,0,[],"",300,"",[],"","",[],[5],"",[],3205,[]
820,7,0,0,0,6,1,[],"",300,"",[],"","",[],[11],"",[],3206,[]
821,7,0,0,0,6,2,[],"",300,"",[],"","",[],[6],"",[],3207,[]
822,7,0,0,0,6,3,[],"",300,"",[],"","",[],[12],"",[],3208,[]
823,7,0,0,0,6,4,[],4,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3209,[]
824,7,0,0,0,6,5,[],9,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3210,[]
825,7,0,0,0,6,6,[],6,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3211,[]
826,7,0,0,0,6,7,[],15,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3212,[]
827,7,0,0,0,6,8,[],16,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3213,[]
828,7,0,0,0,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],3214,[]
829,7,0,0,0,10,0,[],"",100,"",[],"","",[],[2],"",[],3215,[]
830,7,0,0,0,10,1,[],"",100,"",[],"","",[7],[2],"",[],3216,[]
831,7,0,0,0,10,2,[],"",100,"",[2],"","",[],[2],"",[],3217,[]
832,7,0,0,0,10,3,[1],"",300,"",[],"","",[],[2],"",[],3218,[]
833,7,0,0,0,7,0,[],"",100,"",[],"","",[],[],"",[],3219,[]
834,7,0,0,0,7,1,[],4,1000,"",[],"","",[],[],1,[],3220,[]
835,7,0,0,0,7,2,[],9,1000,"",[],"","",[],[],1,[],3221,[]
836,7,0,0,0,7,3,[],13,1000,"",[],"","",[],[],1,[],3222,[]
837,7,0,0,0,7,4,[],15,1000,"",[],"","",[],[],1,[],3223,[]
838,7,0,0,0,7,5,[],16,1000,"",[],"","",[],[],1,[],3224,[]
839,7,0,0,0,7,6,[],"",100,"",[],"","",[],[],"",[],3225,[]
840,7,0,0,0,11,0,[],"",100,"",[],"","",[],[],"",[],3226,[]
841,7,0,0,0,11,1,[1],"",300,"",[],"","",[],[],"",[],3227,[]
842,7,0,0,0,11,2,[3],"",300,"",[],"","",[],[],"",[],3228,[]
843,7,0,0,0,12,0,[],"",100,"","[2,1]","","",[],[],"",[],3230,[]
844,7,0,0,0,12,1,[],"",100,"",[0],"","",[],[],"",[],3231,[]
845,7,0,0,0,14,0,[7],"",100,"",[],"","",[],[],"",[],3232,[]
846,7,0,0,0,0,18,[1],"",300,"",[],"",1,[],[],"",[],3233,[]
847,7,0,0,0,4,3,[],"",100,"",[],"",1,[],[],"",[],3235,[]
848,7,0,0,0,5,11,[7],"",100,"",[],"",1,[],[],"",[],3234,[]
849,7,0,0,0,11,3,[],"",100,"",[],"",1,[],[],"",[],3236,[]
850,7,0,0,0,5,12,[],"",100,"",[],"",1,[],[],"",[],3237,[]
851,2,0,0,0,0,0,[],"",100,"",[],"","",[],[],1,[9],3244,[]
852,2,0,0,0,0,1,[],"",100,1,[],"","",[],[],"",[],3245,[]
853,2,0,0,0,0,2,[],"",100,2,[],"","",[],[],"",[],3246,[]
854,2,0,0,0,0,3,[],"",100,4,[],"","",[],[],"",[],3247,[]
855,2,0,0,0,0,4,[],"",100,3,[],"","",[],[],"",[],3248,[]
856,2,0,0,0,0,5,[1],"",300,"",[],"","",[],[],"",[],3249,[]
857,2,0,0,0,0,6,[3],"",300,"",[],"","",[],[],"",[],3250,[]
858,2,0,0,0,0,7,[5],"",300,"",[],"","",[],[],"",[],3251,[]
859,2,0,0,0,0,8,[6],"",300,"",[],"","",[],[],"",[],3252,[]
860,2,0,0,0,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],3253,[]
861,2,0,0,0,0,10,[],"",100,"",[],24,"",[],[],"",[],3254,[]
862,2,0,0,0,0,11,[],"",100,"",[],14,"",[],[],"",[],3255,[]
863,2,0,0,0,0,12,[],"",100,"",[],3,"",[],[],"",[],3256,[]
864,2,0,0,0,0,13,[],"",100,"",[],1,"",[],[],"",[],3257,[]
865,2,0,0,0,0,14,[],"",100,"",[],21,"",[],[],"",[],3258,[]
866,2,0,0,0,13,0,[],"",100,"",[],"","",[],[],1,[],3259,[]
867,2,0,0,0,1,0,[],"",100,1,[],"","",[],[],"",[],3260,[]
868,2,0,0,0,1,1,[],"",100,2,[],"","",[],[],"",[],3261,[]
869,2,0,0,0,1,2,[],"",100,4,[],"","",[],[],"",[],3262,[]
870,2,0,0,0,1,3,[],"",100,3,[],"","",[],[],"",[],3263,[]
871,2,0,0,0,1,4,[],"",100,"",[],"","",[],[],"",[],3264,[]
872,2,0,0,0,1,5,[],"",100,"",[],"","",[7],[],"",[],3265,[]
873,2,0,0,0,1,6,[],4,1000,"","[1,2]","","",[],[],1,[],3266,[]
874,2,0,0,0,1,7,[],9,1000,"","[1,2]","","",[],[],1,[],3267,[]
875,2,0,0,0,1,8,[],10,1000,"","[1,2]","","",[],[],1,[],3268,[]
876,2,0,0,0,1,9,[],6,1000,"","[1,2]","","",[],[],1,[],3269,[]
877,2,0,0,0,1,10,[],11,1000,"","[1,2]","","",[],[],1,[],3270,[]
878,2,0,0,0,1,11,[],"",100,"","[1,2]","","",[],[],"",[],3271,[]
879,2,0,0,0,1,12,[],"",100,1,[0],"","",[],[],"",[],3272,[]
880,2,0,0,0,1,13,[],"",100,2,[0],"","",[],[],"",[],3273,[]
881,2,0,0,0,1,14,[],"",100,4,[0],"","",[],[],"",[],3274,[]
882,2,0,0,0,1,15,[],"",100,3,[0],"","",[],[],"",[],3275,[]
883,2,0,0,0,1,16,[],1,1000,"",[0],"","",[],[],1,[],3276,[]
884,2,0,0,0,1,17,[],5,1000,"",[0],"","",[],[],1,[],3277,[]
885,2,0,0,0,1,18,[],10,1000,"",[0],"","",[],[],1,[],3278,[]
886,2,0,0,0,1,19,[],11,1000,"",[0],"","",[],[],1,[],3279,[]
887,2,0,0,0,1,20,[],17,1000,"",[0],"","",[],[],1,[],3280,[]
888,2,0,0,0,1,21,[],"",100,"",[0],"","",[],[],"",[],3281,[]
889,2,0,0,0,2,0,[],"",100,1,[0],"","",[],[],"",[],3282,[]
890,2,0,0,0,2,1,[],"",100,2,[0],"","",[],[],"",[],3283,[]
891,2,0,0,0,2,2,[],"",100,4,[0],"","",[],[],"",[],3284,[]
892,2,0,0,0,2,3,[],"",100,3,[0],"","",[],[],"",[],3285,[]
893,2,0,0,0,2,4,[],1,1000,"",[0],"","",[],[],1,[],3286,[]
894,2,0,0,0,2,5,[],5,1000,"",[0],"","",[],[],1,[],3287,[]
895,2,0,0,0,2,6,[],9,1000,"",[0],"","",[],[],1,[],3288,[]
896,2,0,0,0,2,7,[],11,1000,"",[0],"","",[],[],1,[],3289,[]
897,2,0,0,0,2,8,[],17,1000,"",[0],"","",[],[],1,[],3290,[]
898,2,0,0,0,2,9,[],"",100,"",[0],"","",[],[],"",[],3291,[]
899,2,0,0,0,1,22,[7],"",100,1,[],"","",[],[],"",[],3292,[]
900,2,0,0,0,1,23,[7],"",100,2,[],"","",[],[],"",[],3293,[]
901,2,0,0,0,1,24,[7],"",100,4,[],"","",[],[],"",[],3294,[]
902,2,0,0,0,1,25,[7],"",100,3,[],"","",[],[],"",[],3295,[]
903,2,0,0,0,1,26,[7],1,1000,"",[],"","",[],[],1,[],3296,[]
904,2,0,0,0,1,27,[7],5,1000,"",[],"","",[],[],1,[],3297,[]
905,2,0,0,0,1,28,[7],9,1000,"",[],"","",[],[],1,[],3298,[]
906,2,0,0,0,1,29,[7],6,1000,"",[],"","",[],[],1,[],3299,[]
907,2,0,0,0,1,30,[7],17,1000,"",[],"","",[],[],1,[],3300,[]
908,2,0,0,0,1,31,[7],"",100,"",[],"","",[],[],"",[],3301,[]
909,2,0,0,0,3,0,[],"",100,1,[],"","",[],[],"",[],3302,[]
910,2,0,0,0,3,1,[],"",100,2,[],"","",[],[],"",[],3303,[]
911,2,0,0,0,3,2,[],"",100,4,[],"","",[],[],"",[],3304,[]
912,2,0,0,0,3,3,[],"",100,3,[],"","",[],[],"",[],3305,[]
913,2,0,0,0,4,0,[],"",100,"",[0],"","",[],[],"",[],3306,[]
914,2,0,0,0,4,1,[],"",100,2,[],"","",[],[],"",[],3307,[]
915,2,0,0,0,4,2,[],"",100,4,[],"","",[],[],"",[],3308,[]
916,2,0,0,0,5,0,[],"",100,1,[],"","",[],[],"",[],3309,[]
917,2,0,0,0,5,1,[],"",100,2,[],"","",[],[],"",[],3310,[]
918,2,0,0,0,5,2,[],"",100,4,[],"","",[],[],"",[],3311,[]
919,2,0,0,0,5,3,[],"",100,3,[],"","",[],[],"",[],3312,[]
920,2,0,0,0,5,4,[1],"",300,"",[],"","",[],[],"",[],3313,[]
921,2,0,0,0,5,5,[3],"",300,"",[],"","",[],[],"",[],3314,[]
922,2,0,0,0,5,6,[5],"",300,"",[],"","",[],[],"",[],3315,[]
923,2,0,0,0,5,7,[6],"",300,"",[],"","",[],[],"",[],3316,[]
924,2,0,0,0,5,8,"[4,2]","",300,"",[],"","",[],[],"",[],3317,[]
925,2,0,0,0,5,9,[],"",100,"","[1,2]","","",[],[],"",[],3318,[]
926,2,0,0,0,5,10,[],"",100,"",[0],"","",[],[],"",[],3319,[]
927,2,0,0,0,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3320,[]
928,2,0,0,0,8,1,[],"",300,"",[],"","",[],[3],"",[],3321,[]
929,2,0,0,0,8,2,[],"",300,"",[],"","",[],"[7,13,14,15]","",[],3322,[]
930,2,0,0,0,8,3,[],"",300,"",[],"","",[],[4],"",[],3323,[]
931,2,0,0,0,8,4,[],"",300,"",[],"","",[],[10],"",[],3324,[]
932,2,0,0,0,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],3325,[]
933,2,0,0,0,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],3326,[]
934,2,0,0,0,9,0,[],"",100,"",[],"","",[],[3],"",[],3327,[]
935,2,0,0,0,9,1,[],"",100,"",[],"","",[],[7],"",[],3328,[]
936,2,0,0,0,9,2,[],"",100,"",[],"","",[],"[4,13,14,15]","",[],3329,[]
937,2,0,0,0,9,3,[],"",100,"",[],"","",[],[10],"",[],3330,[]
938,2,0,0,0,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],3331,[]
939,2,0,0,0,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],3332,[]
940,2,0,0,0,6,0,[],"",300,"",[],"","",[],[5],"",[],3333,[]
941,2,0,0,0,6,1,[],"",300,"",[],"","",[],[11],"",[],3334,[]
942,2,0,0,0,6,2,[],"",300,"",[],"","",[],[6],"",[],3335,[]
943,2,0,0,0,6,3,[],"",300,"",[],"","",[],[12],"",[],3336,[]
944,2,0,0,0,6,4,[],1,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3337,[]
945,2,0,0,0,6,5,[],9,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3338,[]
946,2,0,0,0,6,6,[],10,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3339,[]
947,2,0,0,0,6,7,[],11,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3340,[]
948,2,0,0,0,6,8,[],17,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3341,[]
949,2,0,0,0,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],3342,[]
950,2,0,0,0,10,0,[],"",100,"",[],"","",[],[2],"",[],3343,[]
951,2,0,0,0,10,1,[],"",100,"",[],"","",[7],[2],"",[],3344,[]
952,2,0,0,0,10,2,[],"",100,"",[2],"","",[],[2],"",[],3345,[]
953,2,0,0,0,10,3,[1],"",300,"",[],"","",[],[2],"",[],3346,[]
954,2,0,0,0,7,0,[],"",100,"",[],"","",[],[],"",[],3347,[]
955,2,0,0,0,7,1,[],1,1000,"",[],"","",[],[],1,[],3348,[]
