"rownum","Id","i32","Text"
1131,"UniqueJewel93",62609,"Even as the tide turned, and victory swiftly became impossible,\r\nthe legionnaires of Lioneye's Watch stood their ground and fought on,\r\nevery last man dying a brutal, but honourable death."
1132,"UniqueJewel94",27502,"Cadiro watched young Chitus play in the frostbitten grass, care-free, happy,\r\nand unburdened by the responsibility the Perandus scion would soon endure."
1133,"UniqueJewel95",36859,"As Malachai stepped into the Highgate mines,\r\ncold winds billowed from the mountain above.\r\nOne final, feeble attempt to save what was meant to be eternal."
1134,"UniqueJewel96",63841,"News of Kaom's victory in the south spread quickly.\r\nThose in support of the coming rebellion bided their time.\r\nThe rest fled like rats from a fire."
1135,"UniqueJewel97",55748,"The winter that followed the Cataclysm was especially harsh.\r\nWraeclast's few survivors fought to the death for the last scraps of bread."
1136,"UniqueJewel98",21351,"Emperor Chitus could offer you a gift with one hand,\r\nand drive a blade into your back with the other.\r\nHis blend of brutality and charisma cultured a potent \r\nmixture of fear and admiration among the masses."
1137,"UniqueJewel99",55638,"The Maraketh knew that a mountain path\r\nfree of vegetation was cut by regular avalanches,\r\nand so the advancing Eternals were unwittingly drawn into a deathtrap."
1138,"UniqueJewel100",35106,"At night, as a young Daresso shared his bed with a woman whose name he could not recall,\r\nhis thoughts remained in the one place he called his own: The Grand Arena."
1139,"UniqueJewel101",51352,"The infamous Weylam Roth was never afraid\r\nto push the boundaries of Templar authority,\r\nand was never deterred when the Templar pushed back."
1140,"UniqueJewel102",13115,"Izaro gave rise to Chitus.\r\nChitus gave rise to Voll.\r\nNone could know how it would end.\r\nNone could stop it."
1141,"UniqueJewel103",59877,"Exposure led to the deaths of many slaves.\r\nAnd it was the duty of slaves to bury the dead in the frozen ground.\r\nA growing circle of misery and death \r\nthat the elite were all too happy to sustain."
1142,"UniqueJewel104",42964,"The Cataclysm was but the first act in a play of horrors.\r\nThe dead lingered, and the living began to rot."
1143,"UniqueJewel105",20155,"\""Rage, malice, hunger - some traits are more easily carried across the barrier of death.\""\r\n- Kadavrus, Surgeon to the Umbra"
1144,"UniqueJewel106",34065,"Of the elements at the thaumaturgist's disposal, lightning remained the least understood.\r\nThe simple passage of energy from one to another could result in profound power, or rapid death."
1145,"UniqueJewel107",32454,"Sarn's crematorium, built amidst the city's slums, \r\ncoated the nearby shanties in a film of ash.\r\nThe dwellers grew ill, sputtering and coughing,\r\nand in this way the crematorium guaranteed it would have many customers."
1146,"UniqueJewel108",8806,"The Eternal Empire gave few freedoms to the Ezomytes, but fostered their talents as archers. \r\nAt auction, an Ezomyte slave's value was only as good as their aim."
1147,"UniqueStaff18",51106,"You have been found guilty.\r\nLet the fires cleanse you of your sins."
1148,"UniqueGlovesStrDex8",54667,"\""A master artist takes his time when he's painting.\r\nUnfortunately, my kind doesn't often have that luxury.\""\r\n- Coralito, Brotherhood of Silence"
1149,"UniqueHelmetStr6",58756,"\""The Emperor's trusted surgeons are not the only ones who \r\npractice the dark arts. Some of us are just more discreet.\"""
1150,"UniqueBodyDexInt7",56139,"What mother wouldn't give her life for that of her children?"
1151,"UniqueOneHandSword24",16813,"\""Impossibly heavy, yet the ancient edge is as keen as any modern blade's.\r\nA reminder that, in the end, when we lie in the bellies of worms,\r\nit is what we make that makes us.\""\r\n- Icius Perandus, Antiquities Collection, Item 47"
1152,"UniqueHelmetStrInt9",53475,"\""To touch it is to be overwhelmed with the need to carve your name into history.\r\nA face no one remembers, yet once you have seen it, you will never forget.\""\r\n- Icius Perandus, Antiquities Collection, Item 48"
1153,"UniqueHelmetStrInt7",61181,"A strong pair of legs may carry you far,\r\nbut a silver tongue and a few brutes\r\ncan take you to the edge of the world."
1154,"UniqueBodyDexInt6",17758,"Don't hesitate; bring death to all, conclusively and swiftly,\r\nor they will give you the same treatment."
1155,"UniqueSceptre17",50599,"After the fires swept down from the sky and swallowed the city,\r\nall that lingered, as if locked in time,\r\nwas a memory of that which was gone, a whisper of deeds undone."
1156,"UniqueTwoHandAxe15",16110,"A sharp and heavy beat,\r\ndiscorded, out of tune,\r\nwhen you hear it on the wind,\r\nyou know death will follow soon."
1157,"UniqueBodyInt12",1443,"Whiff of cold, tiny spark, faintest flicker in the dark.\r\nEmbers swirl, ice takes form, sky exposed - Death's perfect storm.\r\nFrost and thunder, flames shine bright, ruin walks the land tonight.\r\nBy your hand they dance and bend, wield them and brook no end."
1158,"UniqueClaw18",5428,"To discover how cruel nature can be,\r\nyou need only shake the wrong branch."
1159,"UniqueDagger16",22344,"Some things must die so that others can live."
1160,"UniqueAmulet44",47687,"\""He does not love. He does not feel regret or remorse.\r\nHe does not think about consequences, only possibilities.\r\nIf that does not describe a monster, tell me: what does?\""\r\n- Archbishop Geofri"
1161,"UniqueBodyDexInt8",32282,"Ask any tracker and they'll tell you:\r\nthe most dangerous animals\r\nare the ones who don't bother to hide."
1162,"UniqueGlovesDexInt7",32389,"\""Decomposition takes hold too quickly!\r\nNo, if we are to keep the specimen in perfect shape,\r\nwe must begin the process before expiry.\"""
1163,"UniqueGlovesInt8",46373,"\""Nothing is more natural than competition.\r\nOne feasts, another starves.\r\nOne blossoms, another withers.\r\nAnd one cannot catch the golden sunlight\r\nwithout casting a bitter shadow.\""\r\n- Cadiro Perandus"
1164,"UniqueGlovesInt8x",39203,"\""There seems to be some innate relationship between the forces of\r\nchaos and cold. Perhaps we should consult an occultist.\"""
1165,"UniqueBootsInt8",64252,"Though the path we walk is the same,\r\neach journey is different."
1166,"UniqueBootsInt8x",5359,"\""Prototype #56 was deemed safe, but judging by Administrator Qotra's new hustle\r\nand improved ability to micromanage us, I'm not so sure.\"" \r\n- Researcher Graven"
1167,"UniqueGlovesStrInt6",42793,"You do not cease to be when you die\r\nany more than the caterpillar ceases to be when it cocoons.\r\nCome, let me show you."
1168,"UniqueGlovesStrInt6x",7713,"\""Prototype #73 is a near perfect opposite of the original. Perhaps our failures\r\nare due to some unknown polarity we have yet to discover.\"""
1169,"UniqueHelmetInt12",58778,"The impediments of flesh are weak.\r\nThe air we breathe knows no such boundaries.\r\nI exhale, and you inhale,\r\nand inexorably we inch towards oneness."
1170,"UniqueBodyDex12",19515,"Feed a beast and it will not hunt.\r\nProtect it and it will not fight.\r\nFerocity must be learned, not taught.\r\nIt is suffering that forges the greatest warriors."
1171,"UniqueBodyInt16",13624,"He took me by my hand, promised me power beyond compare.\r\nBut I did not do it for power.\r\nI did it for love.\r\nAnd I'd do it again in an instant."
1172,"UniqueGlovesDexInt8",64958,"What man does not wish for immortality?"
1173,"UniqueClassicMap1",49750,"Whispered memory,\r\nA shimmer in the darkness.\r\nForgotten no more."
1174,"Unique340Reliquary",12287,"Though flesh may decay, and bones turn to dust, the spirit fades not.\r\nFloundering eternal in pools of tranquil dark."
1175,"UniqueVaalReliquary",53992,"Ambition followed progress,\r\nVanity followed passion,\r\nHubris followed intellect...\r\nAnd silence followed all."
1176,"ChestForgottenReliquary",54383,"The craftsman rots.\r\nHis tools rust.\r\nBut his legacy cuts through the ages."
1177,"ChestForgottenReliquary2",22275,"The words of a man, delicate like life, pass on feebly into forgotten verse,\r\nbut his creations... his craft shall be championed agelessly."
1178,"ChestForgottenReliquaryVaal",29059,"Time is a river, forking forever into infinite unknowns.\r\nNothing is ever truly gone.\r\nIt is merely taking a different route to the sea."
1179,"UniqueBelt24",53913,"All creatures have the potential for greatness\r\nor unequivocal failure."
1180,"UniqueBelt21",45476,"Vaal bloodpriests were among the earliest intellectuals on record. \r\nIt was they who found that a newly freed soul would \r\ndesperately cling to any other source of life."
1181,"UniqueBelt21x",63836,"\""Curious. The test spike penetrated the subject's flesh, but the chest wound\r\nwas not as deep as expected. There is something here...\"""
1182,"UniqueShieldStrDex4",12679,"Silent, silent night,\r\nQuench the holy light."
1183,"UniqueShieldStrInt11",60219,"Eternal soldiers fight for glory or death.\r\nThe Solaris Vanguard know only glory."
1184,"MightIsRight",18418,"The mind had much to endure before the advent of thaumaturgy."
1185,"TheOpulecent",1543,"Wealth can, in fact, buy happiness."
1186,"StruckByLightning",65471,"'Lightning never strikes the same place twice'\r\nis really just wishful thinking."
1187,"AtzirisArsenal",58345,"In the prison of all sins, will you grasp godhood or sorrow? Only hope lies under the shadows."
1188,"TheRuthlessCeinture",54253,"In combat, a warrior must first be resourceful,\r\nand second, decisive."
1189,"NoTraces",4367,"<size:31>{There is no mistake so great that it cannot be undone.}"
1190,"TheRealm",52446,"If you wish to rush into strange places, be prepared to face strange things."
1191,"TheEyeOfTheDragon",17710,"Some powers are far too great even for the\r\ngods of old."
1192,"TheBlazingFire",54883,"Lethal, untouchable, keen, aflame. Just what I was looking for."
1193,"LeftToFate",21757,"<size:30>{Many strive for greatness,\r\nbut it is challenge, unforseen,\r\nthat forges heroes.}"
1194,"Rebirth",45858,"He shattered Her smile\r\nScattered the fragments like ash\r\nAll she did was laugh"
1195,"TheInsatiable",50167,"A lust for souls. The urge to kill just to satisfy its thirst. An unbearable burden that would make even the purest heart blacken over time."
1196,"TheObscured",27914,"Our world, dangerous as it is, is far safer than what lies just beyond our sight."
1197,"TheIronBard",40998,"<size:24>{Do the simple words used \r\nalone cause men to cheer? \r\nOne hundred others might \r\njust as soon make a jeer. \r\nPerchance it was the turn \r\nof the tone in this bit. \r\nSee how their hearts shone once, \r\nby my song, they were lit.}"
1198,"ForbiddenPower",40834,"Some things should not be used. Some power is too great a risk."
1199,"TheBreach",45282,"Ever get the feeling you're being watched...?"
1200,"TheDreamer",9974,"<size:29>{A dark note drips \r\nfrom the dreamer's lips, \r\nA honeyed melody. \r\nWe stand, we fall \r\non his beck and call, \r\nfor in his dream we're free.}"
1201,"TheWorldEater",17667,"Its body knows no limits. Its appetite knows no bounds."
1202,"TheDeceiver",41757,"Beware the combatant who shows no confidence, yet still enters the ring, for they are surely hiding something."
1203,"BlessingofGod",27854,"When the darkness weighs upon you, grow light from within."
1204,"ThePuzzle",41708,"As countless fractures weaken the divide, nightmares seep through from the other side."
1205,"TheWitch",52535,"<size:27>{A wanderer in the wild strives \r\nAgainst countless foes he survives \r\nA fool pursues a quest contrived \r\nBy the gift of the witch, alive.}"
1206,"ImmortalResolve",47150,"The threads of fate are the strongest ties."
1207,"TheJewellersBoon",60045,"The jeweller's true talent is the capacity to see a jewel's beauty before they draw it out."
1208,"TheDarkestDream",15102,"A dream from which you cannot awake is nothing other than a nightmare."
1209,"TheMaster",56082,"In a world filled with chaos, he could always seek comfort in the hands of his master."
1210,"TheFathomlessDepths",12425,"Fall into endless night; a voyage into an ocean of oblivion."
1211,"TheUndaunted",62861,"<size:29>{\""Fate was always my nemesis... \r\nBut it didn't stop me then, and it won't stop me now.\""\r\n- Kjetilbrann, The Undaunted}"
1212,"TheAdmirer",12444,"Lucian lost himself in ancient scrolls and found in those scrolls a love whose power bridged a millennium."
1213,"TheSwordKingsSalute",25659,"<size:26>{Many were slain by the sword king \r\nTheir blood decorating his ring \r\nThose who retreated were slaughtered \r\nThose who fought bravely were honoured}"
1214,"TheArmyOfBlood",35900,"<size:28>{I gave my mind without a fight, \r\nThe twelfth hour I lost control. \r\nThe day is gone but there is light, \r\neyes that glow like red-hot coal.}"
1215,"TheCelestialStone",58806,"Stare into its depths too long, and you may lose yourself entirely."
1216,"Perfection",34973,"There are countless worlds, but only those with limitless potential will be able to achieve perfection."
1217,"TheDreamland",55908,"All dreams vanish when the dreamers wake."
1218,"HarmonyOfSouls",20051,"<size:29>{Shrieking souls locked away \r\nHate splits frozen cells asunder \r\nThe knot of corruption\r\nundone at last}"
1219,"TheSamuraisEye",41630,"At night, when the seas are calm, and the skies dark, he can see it. The formless fiend that took his eye, and fractured his mind."
1220,"TheHaleHeart",60691,"Though the years weakened his mind, his body remained deadly as ever."
1221,"TheMayor",34066,"A ruler is only as powerful as he is wealthy. \r\nControl the coin, control the empire."
1222,"TheUndisputed",18621,"To create something truly spectacular, you must risk total failure."
1223,"TheRiteOfElements",58814,"<size:29>{A mind as quick as lightning, \r\nfists as hard as stone, \r\na heart that burns with fury, \r\nand eyes that chill to the bone.}"
1224,"ThreeVoices",5334,"The village elders had a curious rule: If you hear three voices scream for aid, flee as fast as you can."
1225,"TheProfessor",47463,"The academic route to knowledge is wide and well-trodden; but it is the untaught one who scales the mountain."
1226,"TheBeast",44706,"To know the monster, you must become the monster."
1227,"TheInnocent",20889,"His brother would not atone, so he took his brother's life, and with it, his sins."
1228,"TheWiltedRose",29429,"Though the path to divinity is fraught with peril, hope may bloom from within."
1229,"TheEndlessDarkness",23376,"Gaze towards the stars, but beware what gazes back."
1230,"BeautyThroughDeath",35556,"Her beauty did not fade \r\nher humanity did not survive."
1231,"ThePriceOfProtection",40681,"To protect her mansion, she would cut a deal with anyone. Anything. \r\n\r\nSomething answered."
1232,"BoonOfTheFirstOnes",56452,"<size:28>{Wreathed in the skin and bones\r\nof the beasts she slew, \r\nher gift came from what she lost: \r\nher humanity.}"
1233,"TheTwilightMoon",53386,"The day is dying, the night is born, the air grows cool, the sky is torn."
1234,"TheCacophony",30730,"Nothing can be heard above the din or seen amongst the turmoil. The senses are shattered. All is left to fate."
1235,"DivinationCardTheSacrifice",2930,"For some, the price of power is never too great."
1236,"DivinationCardADabOfInk",40418,"The Poet's blood is the Empire's ink."
1237,"DivinationCardTheNurse",56145,"We tried to tell him to get his head checked."
1238,"DivinationCardTheMasterArtisan",34989,"Perfection is the standard, excellence will be handled on a case by case basis."
1239,"DivinationCardTheLifeThief",65171,"\""The process of eternal youth is a give and take. You give them death and take their youth.\""\r\n- Zerphi of the Vaal"
1240,"DivinationCardTheSeeker",57952,"All that is flawed is worthless. The slightest error, and this might as well be trash."
1241,"DivinationCardTheMessenger",13354,"<<hbgi04>><<HBG04>><<HBGAt>><<HBG03>><<HBGAs>><<HBG01>><<HBGAy>><<HBG01>><<HBGBa>>\r\n<<hbgi04>><<HBG02>><<HBGAk>><<HBG03>><<HBGBd>>\r\n<<hbgi04>><<HBG02>><<HBGAm>><<HBG01>><<HBGAa>>\r\n<<HBGBc>><<HBG03>><<HBGAy>><<hbgi00>><<HBGBe>><<HBG03>><<HBGAd>>"
1242,"DivinationCardTheMadKing",56462,"Fear the man who lusts for power, for he will do anything to get it."
1243,"DivinationCardBoonOfJustice",47320,"Some gifts are obligations while others are simply opportunities."
1244,"DivinationCardTheJourney",32348,"Oh the places you will go, the sights you will see, the things you will meet."
1245,"DivinationCardArroganceOfTheVaal",18361,"Discovery can lead to beauty, or it can lead to ruin."
1246,"DivinationCardTheLanding",20264,"Warriors of a distant land, you embark on a journey from which you may not return, but which we will be all the better for."
1247,"DivinationCardTheMountain",15369,"<size:28>{Charmed by beautiful stones \r\nConsumed with the \r\npursuit of perfection \r\nEver deeper into the waiting dark}"
1248,"DivinationCardSevenYearsBadLuck",18308,"If enough people believe something to be true, whether or not it is becomes irrelevant."
1249,"DivinationCardTheGoldenEra",21112,"Before gemlings, before thaumaturgy, a simple court magician could enthrall the masses."
1250,"DivinationCardMonochrome",55689,"<size:28>{\""You cannot portray the world using just one colour. Together, you and I, we will paint our world into perfection.\"" \r\n- Kyra, renegade thaumaturgist}"
1251,"DivinationCardDarkTemptation",37353,"\""Only a fool looks to the occult for power and expects to be spared from its wrath.\"" \r\n- Voll, Emperor of Purity"
1252,"DivinationCardAloneInTheDarkness",58827,"\""Sometimes, the most beautiful treasures...are the ones you cannot have.\"" \r\n- Beryl, Survivor from the Azurite Mines"
1253,"DivinationCardSambodhisVow",22028,"<size:34>{He dispels dark realms\r\nuntil mortal sufferings\r\nyield to hopeful light.}"
1254,"DivinationCardTheLordOfCelebration",45915,"Though they were a pack of elite combatants, the Emperor's royal guards were not ready to face one of his notorious parties."
1255,"DivinationCardVanity",59825," "
1256,"DivinationCardImperialLegacy",53822,"A life lost, A legacy born."
1257,"DivinationCardBurningBlood",55580,"<size:28>{There's a place where up is down, \r\nwhere right is wrong, \r\nwhere pleasure is agony, \r\nand where the living wish only for death.}"
1258,"DivinationCardThePrimordial",34735,"We play at God with our necromancy, \r\nbut forces far more potent \r\nsleep within these stones."
1259,"DivinationCardEchoesOfLove",22314,"\""I gave up my body for you. I gave up my name for you. And one day I shall give up my life for you.\"""
1260,"DivinationCardThirstForKnowledge",19743,"<size:28>{A ravenous mind can readily take in ideas from any source. \r\nFortunately for the scholars, he has already learned about sustainability.}"
1261,"DivinationCardAlluringBounty",60808,"<size:28>{A treasure worth killing for \r\nis a treasure worth dying for.}"
1262,"DivinationCardTheFool",56231,"Even the most learned man is a fool to his own fate."
1263,"DivinationCardPrideOfTheFirstOnes",48542,"Upon silent paws and masked by the reeds, \r\nFarrul's hunt begins as the light recedes."
1264,"DivinationCardTheDeepOnes",58517,"<size:28>{\""The Seas Call, the Mad Answer\""}"
1265,"DivinationCardTheArchMagesRightHand",45865,"\""When grasped in his hand, even an ordinary piece of wood can make the heavens tremble with fear.\"""
1266,"DivinationCardDarkDreams_",37713,"No one ever truly understood what she meant when she said she wanted to raise a family."
1267,"DivinationCardBuriedTreasure",56041,"<size:28>{You can't seek riches without getting your hands dirty.}"
1268,"DivinationCardDemigodsWager",1474,"Sometimes you need to make your own luck."
1269,"DivinationCardTheOldMan",43935,"Hear me, fish! I love and respect you, but before this day ends I will kill you dead."
1270,"DivinationCardNooksCrown",21708,"<size:28>{Every skull was once a person. \r\nThough 'Who?' is rarely asked. \r\nFriends, who wear \r\nthe crown of Nook, \r\nNever need to ask. \r\nThey remember.}"
1271,"DivinationCardTheSideQuest",38358,"You'll never know the things you miss if you keep your eyes closed"
1272,"DivinationCardThePriceOfLoyalty",47044,"\""Forge me a carapace from their skin, imbued with their soul. Then feed their flesh to the hounds.\"""
1273,"DivinationCardTheHeroicShot",17480,"Try a thousand times, and eventually you'll have to give up."
1274,"DivinationCardRemembrance",32257,"<size:28>{\""For all your struggles, all your achievements, even for the greatest of us, a story is all that remains. Write it well.\"" \r\n\r\n-Julius Perandus, Father of Chitus}"
1275,"DivinationCardMoreIsNeverEnough",13539,"Greed is a hunger that only grows as you feed it"
1276,"DivinationCardVilePower",25585,"<size:24>{Dread and danger \r\nmakes the air feel thin. \r\nAbove, power slumbers, tempting fate. \r\nGreed and ambition \r\ndraws countless in, \r\nFor those who seek power \r\ncan never wait.}"
1277,"DivinationCardTheBargain",45356,"In the pursuit of power, as in that of wealth, anything goes."
1278,"DivinationCardAzyransReward",48098,"Method transcends shape and size. Do something in parallel long enough, and you will always find \r\nanother way."
1279,"DivinationCardTheSkeleton",41039,"They stand among us, and within us."
1280,"DivinationCardTheEyeOfTerror",37922,"The Lord of Chaos dreams as his Eye gazes, unblinking, at his prize. And soon, all shall tremble before his waking form."
1281,"DivinationCardTheDemon",27643,"A man who hears voices may not necessarily be crazy."
1282,"DivinationCardAkilsProphecy",28663,"<size:28>{The hatungo know many answers to the same question, \r\nfor time itself is a tangled web.}"
1283,"DivinationCardTheDamned",57336,"<size:28>{Souls along a conduit of blood, \r\nfrom one vessel to the next.}"
1284,"DivinationCardVoidOfTheElements",49467,"Though the forces of nature are mighty and intimidating, it is their absence which should be feared."
1285,"DivinationCardTheDeal",23723,"In the pursuit of wealth, as in that of power, anything goes."
1286,"DivinationCardTheWolfsLegacy",37369,"The howls and cackling could not mask the sadness."
1287,"DivinationCardBaitedExpectations",11982,"The line between having not enough to do and too much to do is unusually fine."
1288,"DivinationCardSuccorOfTheSinless",38858,"Blessed is the blood of the beholden disciple. The earth is anointed by his step. The damnable are sanctified by his strike."
1289,"DivinationCardUndergroundForest",41758,"\""In the forest again... But at least I have these.\"""
1290,"DivinationCardTheEscape",30973,"In fleeing reality, you step into the realm of madness."
1291,"DivinationCardDeathlyDesigns",47205,"\""The Karui was correct; there is virtue in honouring my ancestors.\"""
1292,"DivinationCardTheChosen",2163,"They whose lives were given to clothe the Dark Dreamer... They were the lucky ones."
1293,"DivinationCardCameriasCut",44872,"\""There are two ways to pay, Gold and Blood. I'll take my share in both.\""\r\n\r\n-Cameria the Coldblooded"
1294,"DivinationCardDivineJustice",37729,"Many sought the Goddess' blessing. Few survived the Labyrinth to receive it."
1295,"DivinationCardTheFishmonger",935,"However vicious Rhoas might be, a dedicated angler may in time tame them."
1296,"DivinationCardTheBones",8117,"The flesh is a prison, and we are finally free."
1297,"DivinationCardFriendship",44001,"\""Set your life on fire. Seek those who fan your flames\""\r\n\r\n-Rumi of the Vaal"
1298,"DivinationCardTheCraving",26199,"What was once a passing thought tickling the back of the mind is now a desperate, driving desire."
1299,"DivinationCardEtchedInBlood",6759,"When you strive to write your name on the dense pages of History, someone else, inevitably, must be crossed out."
1300,"DivinationCardSquanderedProsperity",58700,"\""Our rulers are being ridiculous, and we are suffering.\"""
1301,"DivinationCardTheStrategist",7501,"Know thine enemy better than you know thyself."
1302,"DivinationCardTheCheater",63601,"Sometimes the best way to achieve greatness is to use a shortcut."
1303,"DivinationCardTheTinkerersTable",16328,"Trying to bring your vision to life is enough to drive you mad."
1304,"DivinationCardTheEasyStroll",34863,"\""I'm going for a walk. I'll be back soon.\""\r\n\r\n - Blonca's last words"
1305,"DivinationCardTheProgenyOfLunaris",44364,"Born beneath silver light, bearing Lunaris' mark.\r\nConjuring all his might, the Prodigy turned light to dark."
1306,"DivinationCardTheEldritchDecay",11333,"Time dismantles all things eventually, but some wish to accelerate the process."
1307,"DivinationCardCouncilOfCats_",16926,"<size:30>{A King Loved By All,\r\nA Shadow Awaiting Nightfall,\r\nA Speaker Howling Away,\r\nA Hunter Seeking Prey}"
1308,"DivinationCardTheTumbleweed",6014,"Only the feminine touch can save a man's soul from the clutches of The Wasteland."
1309,"DivinationCardTheHiveOfKnowledge",48428,"Within years of knowledge, distilled by careful craftsmanship, lies great power."
1310,"DivinationCardGiftOfAsenath",54448,"The Golden Sekhema's words could solve many a feud. Just what form that solution took was another matter."
1311,"DivinationCardANoteInTheWind",15710,"<size:30>{The artist is long dead,\r\nthe lyrics are long forgotten,\r\nyet the Song of War longs to be sung again}"
1312,"DivinationCardTheGreatestIntentions",63689,"Chasing purity in the rising light means facing the darkening edges of the spirit."
1313,"DivinationCardTheWhiteKnight",18499,"Where Decay festers, I shall expunge it, and leave in its place a shining monument."
1314,"DivinationCardPrometheusArmoury",50054,"It is a mortal man's folly to seek power beyond his comprehension."
1315,"DivinationCardTheSustenance",39478,"She took all she had and turned it into something she was craving."
1316,"DivinationCardPeacefulMoments",56502,"Savour these moments, for they may never return."
1317,"DivinationCardTheAwakened",33878,"Some seek to change the world. Others change the world as a consequence of what they seek."
1318,"DivinationCardAFamiliarCall_",62629,"The mighty huntress always called for her share,\r\nBut what we shared was a lifelong bond."
1319,"DivinationCardTheLongCon",44921,"\""This was the proudest moment of my life.\""\r\n\r\n\""... so far\"""
1320,"DivinationCardTheGulf",7859,"<size:28>{I thought love stronger than all,\r\nbut time and isolation broke\r\nthat which madness could not.}"
1321,"DivinationCardTheBitterBlossom",15673,"The pain you feel is of no consequence, it is evolution, to be made whole within something greater."
1322,"DivinationCardTriskaidekaphobia",43807,"The Mists of Madness prey on those who harbour the deepest of fears."
1323,"DivinationCardUnrequitedLove",38899,"<size:26>{The pale flame of his heart disappeared in his azure reflection.\r\nThe work of a life.\r\nAmbitious, and unfinished.}"
1324,"DivinationCardTheCache",3405,"<size:23>{Vintage or crafted, Glittering and shiny\r\nDusty or glittering, huge or tiny\r\nSecured within a chest \r\nor unearthed from your mining\r\nFind jewellery everywhere, \r\nno need for divining!\r\nSo why is it so hard \r\nto figure out which one to wear?\r\nThis one makes me stronger, \r\nbut does it match my hair?}"
1325,"DivinationCardTheAcademic",58358,"<size:26>{\""Such dedication for so many years,\r\nall for a couple extra letters at the front of your name...\""}"
1326,"DivinationCardDesecratedVirtue",48591,"<size:25>{Awoken virtuous slivers of the void,\r\ndefiled by the avaricious, \r\nseized by the tyrannical.}"
1327,"DivinationCardBrothersStash",42603,"Even though he found the stash just in time,\r\nHe would trade it all away and then some to have him back."
1328,"DivinationCardUnchained",20754,"Mold the world with your bare hands. Be careful, for what is your doing might become your undoing."
1329,"DivinationCardTheUnexpectedPrize",39485,"They came from far and wide under a common banner.\r\nThey sought companionship and competition,\r\nbut found a treasure none had foreseen."
1330,"DivinationCardCursedWords",5822,"If you look hard enough for hidden meaning, you will find it."
1331,"DivinationCardTheJournalist",21958,"A good spy doesn't forget she's gone undercover."
1332,"DivinationCardHauntingShadows",31356,"In the dead of night you may elude your shadows,\r\nbut they will always find you by dawn."
1333,"DivinationCardAcclimatisation",6686,"The world is ever-changing.\r\nOnce-lush woods now lost beneath shifting sands,\r\nGreat cities now drown beneath turbulent waters.\r\nAdapt or perish."
1334,"DivinationCardTheWhiteout",65530,"<size:25>{They thought winter had come early,\r\nthat snow blanketed the land,\r\nbut in truth, all their chickens\r\nhad come home to roost.}"
1335,"DivinationCardSocietysRemorse",23082,"<size:28>{We live to dream of worlds we aren't in,\r\na false narrative that we use to fill our souls\r\nwith doubt;\r\nThe world is already beautiful,\r\nthere's no need to dream.}"
1336,"DivinationCardDyingLight",61967,"Even the brightest eventually fade to darkness."
1337,"DivinationCardFatefulMeeting",48206,"<size:26>{Some people act as beacons, illuminating the path for others. I was lucky to meet one such person.\r\n\r\n- Anton to Zhenya}"
1338,"DivinationCardTheAstromancer_",50690,"<size:24>{They would say that he was a dangerous man,\r\nunbound by the sense of morality,\r\nbut what does this matter,\r\nwhen his love for humanity is undeniable\r\nand completion of his work would benefit everyone?}"
1339,"DivinationCardKeepersCorruption",62509,"With great power comes...\r\n\r\n...Even greater power."
1340,"DivinationCardRecklessAmbition",60655,"Why settle when more is never enough."
1341,"DivinationCardLoveThroughIce",49986,"\""I know one lady for whose sake I will rip out my heart\""\r\n\r\n- Derrok, the Dreamer"
1342,"DivinationCardDrapedInDreams",28016,"The suit I wear,\r\nIs heavy and bare.\r\nA canvas, it seems, breathing life into dreams."
1343,"DivinationCardThePatient",35413,"I have a headache, can anyone find me a nurse?"
1344,"DivinationCardTheLongWatch",10729,"<size:26>{The rain pelts down, Mud grasping at his feet, as thoughts of those in his care bolster his resolve.}"
1345,"DivinationCardTheBearWoman",50113,"<size:24>{For the blessed bear in the cave,\r\nA hundred days pass in silence and darkness,\r\nuntil moon begins its fourth passage,\r\nthe bear sheds her beastly fur,\r\nand is reborn, human and whole.}"
1346,"DivinationCardBrotherhoodInExile",57908,"<size:25>{Seeking shelter from the night,\r\nin the warmth of the run-down inn,\r\nerstwhile foes put aside the fight,\r\nto bond over whiskey and gin.}"
1347,"DivinationCardWintersEmbrace",52347,"<size:29>{Come home to me, my sweet.\r\nOh, how long you've been!\r\nLie with me in the frozen dark.\r\nI may yet find forgiveness\r\nNow that fear has left you.}"
1348,"DivinationCardSambodhisWisdom",4793,"No blade subdues vice;\r\nGuide offenders to virtue,\r\nUnveil their lost sight."
1349,"DivinationCardTheEnthusiasts",3620,"<size:25>{\""Glimmers of benevolence,\r\nShrouded a lacquered lust for power,\r\nYet still they followed his influence.\""}"
1350,"DivinationCardBrokenPromises",16605,"Experience teaches us that the cold is not the same as the absence of warmth."
1351,"DivinationCardBrushPaintAndPalette",32053,"\""Man may shape the world, but these? These shape the man.\"" -Inquisitor Maligaro"
1352,"DivinationCardDeadlyJoy",26236,"<size:27>{\""Be fast. That is all that matters.\""\r\n- Rita of the Asylum}"
1353,"DivinationCardTheAdventuringSpirit",58065,"Dost thou lead my men to victory, my child?"
1354,"DivinationCardTheEternalWar",9414,"They believed, falsely, that the strongest of generals could outlast eons of corruption."
1355,"DivinationCardPrejudice",53734,"One who is blinded by their past may only see a sliver of the present."
1356,"DivinationCardTheShortcut",41511,"If time is the most valuable currency, how do you make more of it?"
1357,"DivinationCardTheCardSharp",9240,"\""The house always wins... except when I do.\"""
