"rownum","Id","Name","Metadata","i32","NPCMasterKey","ShortName","i32","NPCShopKey","NPCAudioKeys1","NPCAudioKeys2","i32","i32","rid","rid","i32"
337,"Metadata/NPC/Missions/HelenaClaim","Helena","Metadata/NPC/NPC",2565,3,"Helena",0,"",[24],[25],230,-16843010,"","",-16843010
338,"Metadata/NPC/Missions/Hideout/Helena","Helena","Metadata/NPC/NPC",2565,3,"Helena",0,"",[24],[25],31707,-16843010,"","",-16843010
339,"Metadata/Monsters/LeagueBetrayal/MasterNinjaCop","Jun, Veiled Master","Metadata/NPC/NPC",2565,5,"Jun",0,"",[89],[90],39471,-16843010,"","",-16843010
340,"Metadata/NPC/League/Incursion/TreasureHunter","Alva, Master Explorer","Metadata/NPC/NPC",2565,2,"Alva",0,"",[77],[78],40874,-16843010,"","",-16843010
341,"Metadata/Monsters/LeagueBetrayal/BetrayalCatarina1","Catarina, Master of Undeath","Metadata/Monsters/LeagueBetrayal/BetrayalCatarina",2565,"","Catarina",0,"",[],[],23361,-16843010,"","",-16843010
342,"Metadata/Monsters/LeagueBetrayal/BetrayalHaku","Haku, Warmaster","Metadata/Monsters/LeagueBetrayal/BetrayalHaku",2565,"","Haku",0,"",[],[],6012,-16843010,"","",-16843010
343,"Metadata/Monsters/LeagueBetrayal/BetrayalElreon","Elreon, Light's Judge","Metadata/Monsters/LeagueBetrayal/BetrayalElreon",2565,"","Elreon",0,"",[],[],11699,-16843010,"","",-16843010
344,"Metadata/Monsters/LeagueBetrayal/BetrayalTora","Tora, the Culler","Metadata/Monsters/LeagueBetrayal/BetrayalTora",2565,"","Tora",0,"",[],[],39557,-16843010,"","",-16843010
345,"Metadata/Monsters/LeagueBetrayal/BetrayalVagan","Vagan, Victory's Herald","Metadata/Monsters/LeagueBetrayal/BetrayalVagan",2565,"","Vagan",0,"",[],[],63134,-16843010,"","",-16843010
346,"Metadata/Monsters/LeagueBetrayal/BetrayalVorici","Vorici, Silent Brother","Metadata/Monsters/LeagueBetrayal/BetrayalVorici",2565,"","Vorici",0,"",[],[],38575,-16843010,"","",-16843010
347,"Metadata/Monsters/LeagueBetrayal/BetrayalHillock_","Hillock, the Blacksmith","Metadata/Monsters/LeagueBetrayal/BetrayalHillock",2565,"","Hillock",0,"",[],[],5225,-16843010,"","",-16843010
348,"Metadata/Monsters/LeagueBetrayal/BetrayalLeo","Leo, Wolf of the Pits","Metadata/Monsters/LeagueBetrayal/BetrayalLeo",2565,"","Leo",0,"",[],[],2887,-16843010,"","",-16843010
349,"Metadata/Monsters/LeagueBetrayal/BetrayalGrenn","Guff \""Tiny\"" Grenn","Metadata/Monsters/LeagueBetrayal/BetrayalGrenn",2565,"","Guff",0,"",[],[],18061,-16843010,"","",-16843010
350,"Metadata/Monsters/LeagueBetrayal/BetrayalJanus","Janus Perandus","Metadata/Monsters/LeagueBetrayal/BetrayalJanus",2565,"","Janus",0,"",[],[],40672,-16843010,"","",-16843010
351,"Metadata/Monsters/LeagueBetrayal/BetrayalBreach","It That Fled","Metadata/Monsters/LeagueBetrayal/BetrayalBreach",2565,"","It That Fled",0,"",[],[],54412,-16843010,"","",-16843010
352,"Metadata/Monsters/LeagueBetrayal/BetrayalGravicius","Gravicius Reborn","Metadata/Monsters/LeagueBetrayal/BetrayalGravicius",2565,"","Gravicius",0,"",[],[],44443,-16843010,"","",-16843010
353,"Metadata/Monsters/LeagueBetrayal/BetrayalThane","Thane Jorgin the Banished","Metadata/Monsters/LeagueBetrayal/BetrayalThane",2565,"","Jorgin",0,"",[],[],11053,-16843010,"","",-16843010
354,"Metadata/Monsters/LeagueBetrayal/BetrayalKeema","Korell Goya, Son of Stone","Metadata/Monsters/LeagueBetrayal/BetrayalKeema",2565,"","Korell",0,"",[],[],2070,-16843010,"","",-16843010
355,"Metadata/Monsters/LeagueBetrayal/BetrayalRin","Rin Yuushu","Metadata/Monsters/LeagueBetrayal/BetrayalRin",2565,"","Rin",0,"",[],[],57950,-16843010,"","",-16843010
356,"Metadata/Monsters/LeagueBetrayal/BetrayalCameria","Cameria the Coldblooded","Metadata/Monsters/LeagueBetrayal/BetrayalCameria",2565,"","Cameria",0,"",[],[],34330,-16843010,"","",-16843010
357,"Metadata/Monsters/LeagueBetrayal/BetrayalAislin","Aisling Laffrey, The Silent Butcher","Metadata/Monsters/LeagueBetrayal/BetrayalAislin",2565,"","Aisling",0,"",[],[],51654,-16843010,"","",-16843010
358,"Metadata/Monsters/LeagueBetrayal/BetrayalRiker","Riker Maloney, Midnight Tinkerer","Metadata/Monsters/LeagueBetrayal/BetrayalRiker",2565,"","Riker",0,"",[],[],18044,-16843010,"","",-16843010
359,"Metadata/NPC/League/Betrayal/BetrayalNinjaCopVaultExterior","Jun, Veiled Master","Metadata/NPC/NPC",2565,5,"Jun",9,"",[89],[90],53525,-16843010,"","",-16843010
360,"Metadata/NPC/League/Betrayal/BetrayalNinjaCopSafehouse","Jun, Veiled Master","Metadata/NPC/NPC",2565,5,"Jun",0,"",[89],[90],50254,-16843010,"","",-16843010
361,"Metadata/Monsters/LeagueBetrayal/MasterNinjaCopCatarina","Jun, Veiled Master","Metadata/NPC/NPC",2565,5,"Jun",0,"",[89],[90],56763,-16843010,"","",-16843010
362,"Metadata/Monsters/LeagueBetrayal/BetrayalCatarina2","Catarina, Master of Undeath","Metadata/Monsters/LeagueBetrayal/BetrayalCatarinaFinal",2565,"","Catarina",0,"",[],[],42961,-16843010,"","",-16843010
363,"Metadata/NPC/Epilogue/Helena","Helena","Metadata/NPC/NPC",2565,3,"Helena",11,"",[24],[25],28396,-16843010,"","",-16843010
364,"Metadata/Monsters/LeagueBetrayal/MasterNinjaCopSafehouse","Jun, Veiled Master","Metadata/NPC/NPC",2565,5,"Jun",0,"",[89],[90],7906,-16843010,"","",-16843010
365,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto1","Lifegiver's Manifesto 1","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],19012,-16843010,"","",-16843010
366,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto2","Lifegiver's Manifesto 2","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],46588,-16843010,"","",-16843010
367,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto3","Lifegiver's Manifesto 3","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],39279,-16843010,"","",-16843010
368,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto4","Lifegiver's Manifesto 4","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],7855,-16843010,"","",-16843010
369,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto5","Lifegiver's Manifesto 5","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],35072,-16843010,"","",-16843010
370,"Metadata/NPC/League/Synthesis/SynthesisVenarius","Cavas, Forgotten Spirit","Metadata/NPC/NPC",2565,"","Cavas",0,"",[91],[92],6176,-16843010,"","",-16843010
371,"Metadata/NPC/League/Synthesis/SynthesisVenariusWild","Cavas, Forgotten Spirit","Metadata/NPC/NPC",2565,"","Cavas",0,"",[91],[92],49298,-16843010,"","",-16843010
372,"Metadata/NPC/League/Synthesis/SynthesisVenariusHideout","Cavas, Forgotten Spirit","Metadata/NPC/NPC",2565,"","Cavas",0,"",[91],[92],48826,-16843010,"","",-16843010
373,"Metadata/NPC/League/Synthesis/SynthesisVenariusHub","Cavas, Forgotten Spirit","Metadata/NPC/NPC",2565,"","Cavas",0,"",[91],[92],51796,-16843010,"","",-16843010
374,"Metadata/NPC/League/Synthesis/SynthesisZanaHub","Zana, Master Cartographer","Metadata/NPC/NPC",2565,6,"Zana",0,"",[51],[52],6755,-16843010,"","",-16843010
375,"Metadata/Monsters/LeagueSynthesis/SynthesisVenariusBoss","Venarius","Metadata/Monsters/LeagueSynthesis/SynthesisVenariusBoss",2565,"","Venarius",0,"",[],[],35248,-16843010,"","",-16843010
376,"Metadata/NPC/League/Synthesis/SynthesisVenariusGuardian","Venarius","Metadata/NPC/NPC",2565,"","Venarius",0,"",[],[],12873,-16843010,"","",-16843010
377,"Metadata/NPC/League/Synthesis/SynthesisVenariusTip","Venarius","Metadata/NPC/NPC",2565,"","Venarius",0,"",[],[],44035,-16843010,"","",-16843010
378,"Metadata/NPC/League/Synthesis/SynthesisShaperTip","Valdo Caeserius","Metadata/NPC/NPC",2565,"","Valdo",0,"",[],[],14472,-16843010,"","",-16843010
379,"Metadata/NPC/League/Synthesis/SynthesisZanaChildTip","Young Zana","Metadata/NPC/NPC",2565,"","Young Zana",0,"",[],[],26326,-16843010,"","",-16843010
380,"Metadata/NPC/League/Synthesis/SynthesisZanaWild","Zana, Master Cartographer","Metadata/NPC/NPC",2565,6,"Zana",0,"",[51],[52],46042,-16843010,"","",-16843010
381,"Metadata/NPC/League/Synthesis/SynthesisZanaTip","Zana, Master Cartographer","Metadata/NPC/NPC",2565,6,"Zana",0,"",[51],[52],10033,-16843010,"","",-16843010
382,"Metadata/NPC/League/Synthesis/SynthesisCavasTip","Cavas, Forgotten Spirit","Metadata/NPC/NPC",2565,"","Cavas",0,"",[],[],41857,-16843010,"","",-16843010
383,"Metadata/Monsters/LegionLeague/LegionKaruiGeneral","Queen Hyrri Ngamaku","Metadata/NPC/NPC",2565,"","Hyrri Ngamaku",0,"",[],[],59123,-16843010,"","",-16843010
384,"Metadata/Monsters/LegionLeague/LegionEternalEmpireGeneral","General Marceus Lioneye","Metadata/NPC/NPC",2565,"","Marceus Lioneye",0,"",[],[],60624,-16843010,"","",-16843010
385,"Metadata/Monsters/LegionLeague/LegionMarakethGeneral","Aukuna, the Black Sekhema","Metadata/NPC/NPC",2565,"","Aukuna",0,"",[],[],62469,-16843010,"","",-16843010
386,"Metadata/Monsters/LegionLeague/LegionMarakethGeneralDismounted","Aukuna, the Black Sekhema","Metadata/NPC/NPC",2565,"","Aukuna",0,"",[],[],2379,-16843010,"","",-16843010
387,"Metadata/Monsters/LegionLeague/LegionTemplarGeneral","Cardinal Sanctus Vox","Metadata/NPC/NPC",2565,"","Sanctus Vox",0,"",[],[],59481,-16843010,"","",-16843010
388,"Metadata/Monsters/LegionLeague/LegionVaalGeneral","Viper Napuatzi","Metadata/NPC/NPC",2565,"","Viper Napuatzi",0,"",[],[],11639,-16843010,"","",-16843010
389,"Metadata/NPC/Info/CraftingBenchPlaceholder","Crafting Bench","Metadata/NPC/NPC",2565,"","",0,"",[],[],8647,-16843010,"","",-16843010
390,"Metadata/NPC/League/Blight/BlightBuilder","Sister Cassia","Metadata/NPC/NPC",2565,"","Cassia",0,"",[93],[94],30781,-16843010,"","",-16843010
391,"Metadata/Monsters/Masters/BlightBuilderWild","Sister Cassia","Metadata/Monsters/Masters/BlightBuilderWild",2565,"","Cassia",0,"",[93],[94],2007,-16843010,"","",-16843010
392,"Metadata/NPC/League/Blight/BlightBuilderHideout","Sister Cassia","Metadata/NPC/NPC",2565,"","Cassia",0,"",[93],[94],27459,-16843010,"","",-16843010
393,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPC","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPC",2565,"","Tane",0,"",[95],[96],20466,-16843010,"","",-16843010
394,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHub","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHub",2565,"","Tane",0,"",[95],[96],39488,-16843010,"","",-16843010
395,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCWild","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCWild",2565,"","Tane",0,"",[95],[96],37370,-16843010,"","",-16843010
396,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHideout","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHideout",2565,"","Tane",0,"",[95],[96],7350,-16843010,"","",-16843010
397,"Metadata/NPC/League/Harvest/HarvestNPC","Oshabi","Metadata/NPC/NPC",2565,"","Oshabi",0,"",[],[],4562,-16843010,"","",-16843010
398,"Metadata/NPC/League/Harvest/HarvestNPCGarden","Oshabi","Metadata/NPC/NPC",2565,"","Oshabi",0,"",[],[],23102,-16843010,"","",-16843010
399,"Metadata/NPC/League/Harvest/HarvestNPCGardenTutorial","Oshabi","Metadata/NPC/NPC",2565,"","Oshabi",0,"",[130],[131],58245,-16843010,"","",-16843010
400,"Metadata/Monsters/AtlasExiles/AtlasExile1","Baran, the Crusader","Metadata/NPC/NPC",2565,"","Baran",0,"",[],[],58858,-16843010,"","",-16843010
401,"Metadata/Monsters/AtlasExiles/AtlasExile2","Veritania, the Redeemer","Metadata/NPC/NPC",2565,"","Veritania",0,"",[],[],18316,-16843010,"","",-16843010
402,"Metadata/Monsters/AtlasExiles/AtlasExile3","Al-Hezmin, the Hunter","Metadata/NPC/NPC",2565,"","Al-Hezmin",0,"",[],[],26968,-16843010,"","",-16843010
403,"Metadata/Monsters/AtlasExiles/AtlasExile4","Drox, the Warlord","Metadata/NPC/NPC",2565,"","Drox",0,"",[],[],34251,-16843010,"","",-16843010
404,"Metadata/Monsters/AtlasExiles/AtlasExile5","Sirus, Awakener of Worlds","Metadata/NPC/NPC",2565,"","Sirus",0,"",[],[],9474,-16843010,"","",-16843010
405,"Metadata/NPC/Epilogue/AtlasExile5PortalEscape","Sirus, Awakener of Worlds","Metadata/NPC/NPC",2565,"","Sirus",0,"",[],[],56460,-16843010,"","",-16843010
406,"Metadata/Monsters/AtlasExiles/AtlasExile5Intruder","Sirus, Awakener of Worlds","Metadata/NPC/NPC",2565,"","Sirus",0,"",[],[],51811,-16843010,"","",-16843010
407,"Metadata/NPC/Epilogue/Kirac","Officer Kirac","Metadata/NPC/NPC",2565,"","Kirac",11,"",[97],[98],64419,-16843010,"","",-16843010
408,"Metadata/NPC/Epilogue/KiracLab","Officer Kirac","Metadata/NPC/NPC",2565,"","Kirac",11,"",[97],[98],50048,-16843010,"","",-16843010
409,"Metadata/NPC/Epilogue/KiracHideout","Officer Kirac","Metadata/NPC/NPC",2565,6,"Kirac",0,26,[97],[98],420,-16843010,"","",-16843010
410,"Metadata/Monsters/Masters/Kirac","Officer Kirac","Metadata/Monsters/Masters/Kirac",2565,"","Kirac",11,"",[97],[98],1065,-16843010,"","",-16843010
411,"Metadata/Monsters/Masters/KiracReliquary","Officer Kirac","Metadata/Monsters/Masters/KiracReliquary",2565,"","Kirac",11,"",[97],[98],11541,-16843010,"","",-16843010
412,"Metadata/NPC/Epilogue/KiracOrionThroneRoom","Officer Kirac","Metadata/NPC/NPC",2565,"","Kirac",11,"",[97],[98],33896,-16843010,"","",-16843010
413,"Metadata/NPC/Epilogue/ZanaOrionThroneRoom","Zana, Master Cartographer","Metadata/NPC/NPC",2565,6,"Zana",11,"",[49],[50],47541,-16843010,"","",-16843010
414,"Metadata/NPC/Epilogue/ZanaOrionPostFight","Zana, Master Cartographer","Metadata/NPC/NPC",2565,6,"Zana",11,"",[49],[50],43809,-16843010,"","",-16843010
415,"Metadata/NPC/Info/LeagueMetamorph/CrumpledLabNote","Crumpled Note","Metadata/NPC/Info/StoryGlyphBase",2565,"","",0,"",[],[],31838,-16843010,"","",-16843010
416,"Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVat","Vat","Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVat",2565,"","",0,"",[],[],63001,-16843010,"","",-16843010
417,"Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVatEndgame","Vat","Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVatEndgame",2565,"","",0,"",[],[],21469,-16843010,"","",-16843010
418,"Metadata/NPC/Epilogue/Kirac2","Officer Kirac","Metadata/NPC/NPC",2565,"","Kirac",11,"",[97],[98],21179,-16843010,"","",-16843010
419,"Metadata/NPC/Info/GlyphCrusader1","Baran's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],53503,-16843010,"","",-16843010
420,"Metadata/NPC/Info/GlyphCrusader2","Baran's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],48898,-16843010,"","",-16843010
421,"Metadata/NPC/Info/GlyphCrusader3","Baran's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],50746,-16843010,"","",-16843010
422,"Metadata/NPC/Info/GlyphCrusader4","Baran's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],183,-16843010,"","",-16843010
423,"Metadata/NPC/Info/GlyphEyrie1","Veritania's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],14772,-16843010,"","",-16843010
424,"Metadata/NPC/Info/GlyphEyrie2","Veritania's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],28831,-16843010,"","",-16843010
425,"Metadata/NPC/Info/GlyphEyrie3","Veritania's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],43472,-16843010,"","",-16843010
426,"Metadata/NPC/Info/GlyphEyrie4","Veritania's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],54509,-16843010,"","",-16843010
427,"Metadata/NPC/Info/GlyphBasilisk1","Al-Hezmin's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],13757,-16843010,"","",-16843010
428,"Metadata/NPC/Info/GlyphBasilisk2","Al-Hezmin's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],61384,-16843010,"","",-16843010
429,"Metadata/NPC/Info/GlyphBasilisk3","Al-Hezmin's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],21971,-16843010,"","",-16843010
430,"Metadata/NPC/Info/GlyphBasilisk4","Al-Hezmin's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],45615,-16843010,"","",-16843010
431,"Metadata/NPC/Info/GlyphAdjudicator1","Drox's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],62947,-16843010,"","",-16843010
432,"Metadata/NPC/Info/GlyphAdjudicator2","Drox's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],54606,-16843010,"","",-16843010
433,"Metadata/NPC/Info/GlyphAdjudicator3","Drox's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],12301,-16843010,"","",-16843010
434,"Metadata/NPC/Info/GlyphAdjudicator4","Drox's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],23334,-16843010,"","",-16843010
435,"Metadata/NPC/Info/GlyphSirus1","Sirus' Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],44156,-16843010,"","",-16843010
436,"Metadata/NPC/Info/GlyphSirus2","Sirus' Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],18311,-16843010,"","",-16843010
437,"Metadata/NPC/Info/GlyphSirus3","Sirus' Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],18563,-16843010,"","",-16843010
438,"Metadata/NPC/Info/GlyphSirus4","Sirus' Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],31949,-16843010,"","",-16843010
439,"Metadata/NPC/League/Affliction/StrangeVoice","Strange Voice","Metadata/NPC/NPC",2565,"","",0,"",[],[],61816,-16843010,"","",-16843010
440,"Metadata/NPC/DaughterOfSin","Daughter of Sin","Metadata/NPC/NPC",2565,"","",0,"",[],[],42605,-16843010,"","",-16843010
441,"Metadata/NPC/Freya","Freya","Metadata/NPC/NPC",2565,"","",0,"",[],[],18513,-16843010,"","",-16843010
442,"Metadata/Monsters/LeagueHarvest/Oshabi/OshabiBoss","Oshabi","Metadata/NPC/NPC",2565,"","Oshabi",0,"",[],[],440,-16843010,"","",-16843010
443,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistFence1","Faustus, the Fence","Metadata/NPC/NPC",2565,"","Faustus",0,"",[],[],930,-16843010,"","",-16843010
444,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistLockPick1","Karst, the Lockpick","Metadata/NPC/NPC",2565,"","Karst",0,"",[],[],16028,-16843010,"","",-16843010
445,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistInterrogator1","Niles, the Interrogator","Metadata/NPC/NPC",2565,"","Niles",0,"",[],[],18502,-16843010,"","",-16843010
446,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistSoldier1","Huck, the Soldier","Metadata/NPC/NPC",2565,"","Huck",0,"",[],[],51910,-16843010,"","",-16843010
447,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistHeavyLifter1","Tibbs, the Giant","Metadata/NPC/NPC",2565,"","Tibbs",0,"",[],[],9157,-16843010,"","",-16843010
448,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistDetector1","Nenet, the Scout","Metadata/NPC/NPC",2565,"","Nenet",0,"",[],[],1276,-16843010,"","",-16843010
449,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistDemolitionist1","Vinderi, the Dismantler","Metadata/NPC/NPC",2565,"","Vinderi",0,"",[],[],56003,-16843010,"","",-16843010
450,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistCatBurglar1","Tullina, the Catburglar","Metadata/NPC/NPC",2565,"","Tullina",0,"",[],[],28924,-16843010,"","",-16843010
451,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistIllusionist1_","Gianna, the Master of Disguise","Metadata/NPC/NPC",2565,"","Gianna",0,"",[],[],9988,-16843010,"","",-16843010
452,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistEngineer1","Isla, the Engineer","Metadata/NPC/NPC",2565,"","Isla",0,"",[],[],22914,-16843010,"","",-16843010
453,"Metadata/NPC/League/Heist/TheBoss","Kurai, the Administrator","Metadata/NPC/NPC",2565,"","Kurai",0,"",[101],[102],53812,-16843010,"",0,0
454,"Metadata/NPC/League/Heist/Fence","Faustus, the Fence","Metadata/NPC/NPC",2565,"","Faustus",0,"",[123],[124],14052,-16843010,"",0,0
455,"Metadata/NPC/League/Heist/Driver","Adiyah, the Wayfinder","Metadata/NPC/NPC",2565,"","Adiyah",0,"",[99],[100],29492,-16843010,"",0,0
456,"Metadata/NPC/League/Heist/Barber","Whakano, the Barber","Metadata/NPC/NPC",2565,"","Whakano",0,27,[111],[112],26948,-16843010,"",0,0
457,"Metadata/NPC/League/Heist/Lockpick1","Karst, the Lockpick","Metadata/NPC/NPC",2565,"","Karst",0,"",[107],[108],22986,-16843010,"",0,0
458,"Metadata/NPC/League/Heist/Interrogator1","Niles, the Interrogator","Metadata/NPC/NPC",2565,"","Niles",0,"",[121],[122],19122,-16843010,"",0,0
459,"Metadata/NPC/League/Heist/Soldier1","Huck, the Soldier","Metadata/NPC/NPC",2565,"","Huck",0,"",[119],[120],39136,-16843010,"",0,0
460,"Metadata/NPC/League/Heist/HeavyLifter1","Tibbs, the Giant","Metadata/NPC/NPC",2565,"","Tibbs",0,"",[105],[106],52639,-16843010,"",0,0
461,"Metadata/NPC/League/Heist/Detector1","Nenet, the Scout","Metadata/NPC/NPC",2565,"","Nenet",0,"",[115],[116],8406,-16843010,"",0,0
462,"Metadata/NPC/League/Heist/Demolitionist1","Vinderi, the Dismantler","Metadata/NPC/NPC",2565,"","Vinderi",0,"",[117],[118],30119,-16843010,"",0,0
463,"Metadata/NPC/League/Heist/CatBurglar1","Tullina, the Catburglar","Metadata/NPC/NPC",2565,"","Tullina",0,"",[103],[104],10750,-16843010,"",0,0
464,"Metadata/NPC/League/Heist/Illusionist1","Gianna, the Master of Disguise","Metadata/NPC/NPC",2565,"","Gianna",0,"",[113],[114],50592,-16843010,"",0,0
465,"Metadata/NPC/League/Heist/Engineer1","Isla, the Engineer","Metadata/NPC/NPC",2565,"","Isla",0,"",[109],[110],59230,-16843010,"",0,0
466,"Metadata/Monsters/LeagueHeist/Boss/VicVox","Vic Vox","Metadata/NPC/NPC",2565,"","Vic",0,"",[],[],31320,-16843010,"","",-16843010
467,"Metadata/Monsters/LeagueHeist/Boss/VinnyVox","Vinny Vox","Metadata/NPC/NPC",2565,"","Vinny",0,"",[],[],2898,-16843010,"","",-16843010
468,"Metadata/Monsters/LeagueHeist/Boss/Jamanra","Jamanra, The Great","Metadata/NPC/NPC",2565,"","Jamanra",0,"",[],[],60779,-16843010,"","",-16843010
469,"Metadata/Monsters/LeagueHeist/Boss/Danai","Nashta, The Usurper","Metadata/NPC/NPC",2565,"","Nashta",0,"",[],[],64636,-16843010,"","",-16843010
470,"Metadata/Monsters/LeagueHeist/Boss/AdmiralDarnaw","Admiral Darnaw","Metadata/NPC/NPC",2565,"","Darnaw",0,"",[],[],64849,-16843010,"","",-16843010
471,"Metadata/Monsters/LeagueHeist/Boss/FriedrichTarollo","Friedrich Tarollo, Slave Merchant","Metadata/NPC/NPC",2565,"","Friedrich",0,"",[],[],41886,-16843010,"","",-16843010
472,"Metadata/NPC/League/Heist/TheBossLioneyes","Kurai, the Administrator","Metadata/NPC/NPC",2565,"","Kurai",0,"",[101],[102],1692,-16843010,"",0,0
473,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistAdiyah","Adiyah, the Wayfinder","Metadata/NPC/NPC",2565,"","Adiyah",0,"",[],[],4017,-16843010,"","",-16843010
474,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistKurai","Kurai, the Administrator","Metadata/NPC/NPC",2565,"","Kurai",0,"",[],[],14018,-16843010,"","",-16843010
475,"Metadata/Monsters/LeagueHeist/Boss/VicVoxMeeting_","Vic Vox","Metadata/NPC/NPC",2565,"","Vic",0,"",[],[],39955,-16843010,"","",-16843010
476,"Metadata/NPC/League/Heist/TullinaFiance","Julius Farrow","Metadata/NPC/NPC",2565,"","",0,"",[],[],11980,-16843010,"","",-16843010
477,"Metadata/NPC/Act3/Tolman","Tolman","Metadata/NPC/NPC",2565,"","",3,"",[],[],9309,-16843010,"","",-16843010
478,"Metadata/NPC/Act8/Solaris","Solaris","Metadata/NPC/NPC",2565,"","",0,"",[],[],2599,-16843010,"","",-16843010
479,"Metadata/NPC/Act8/Lunarus","Lunaris","Metadata/NPC/NPC",2565,"","",0,"",[],[],40402,-16843010,"","",-16843010
480,"Metadata/NPC/RiddleQuest","","Metadata/NPC/NPC",2565,"","",0,"",[],[],49682,-16843010,"","",-16843010
481,"Metadata/NPC/League/EndlessDelve/Lilly","Lilly Roth","Metadata/NPC/Act10/Lilly",2565,"","Lilly",0,28,[],[],24123,-16843010,"","",-16843010
482,"Metadata/NPC/Epilogue/Envoy","The Envoy","Metadata/NPC/NPC",2565,"","",11,"",[128],[129],27713,-16843010,"",0,0
483,"Metadata/NPC/Epilogue/EnvoyRandom","The Envoy","Metadata/NPC/NPC",2565,"","",11,"",[128],[129],5686,-16843010,"",0,0
484,"Metadata/NPC/Epilogue/EnvoyMaven","The Envoy","Metadata/NPC/NPC",2565,"","",11,"",[132],[133],18261,-16843010,"",0,0
485,"Metadata/NPC/Epilogue/Maven","The Maven","Metadata/NPC/NPC",2565,"","",11,"",[],[],50362,-16843010,"","",-16843010
486,"Metadata/Monsters/MavenBoss/TheMaven","The Maven","Metadata/NPC/NPC",2565,"","",11,"",[],[],4193,-16843010,"","",-16843010
487,"Metadata/Monsters/MavenBoss/MavenBrainBoss","The Maven","Metadata/NPC/NPC",2565,"","",11,"",[],[],10806,-16843010,"","",-16843010
