"rownum","Id","Name","Act","IsTown","HasWaypoint","Connections_WorldAreasKeys","AreaLevel","HASH16","i32","i32","LoadingScreen_DDSFile","i32","[i32]","i32","TopologiesKeys","ParentTown_WorldAreasKey","i32","i32","i32","Bosses_MonsterVarietiesKeys","Monsters_MonsterVarietiesKeys","SpawnWeight_TagsKeys","SpawnWeight_Values","IsMapArea","FullClear_AchievementItemsKeys","rid","i32","AchievementItemsKey","ModsKeys","i32","i32","VaalArea_WorldAreasKeys","VaalArea_SpawnChance","Strongbox_SpawnChance","Strongbox_MaxCount","Strongbox_RarityWeight","bool","i32","MaxLevel","AreaType_TagsKeys","i32","i32","IsHideout","i32","i32","i32","i32","Inflection","i32","i32","i32","TagsKeys","IsVaalArea","i32","i32","i32","IsLabyrinthAirlock","IsLabyrinthArea","TwinnedFullClear_AchievementItemsKey","Enter_AchievementItemsKey","i32","i32","i32","TSIFile","rid","i32","i32","i32","WaypointActivation_AchievementItemsKeys","IsUniqueMapArea","IsLabyrinthBossArea","i32","i32","FirstEntry_NPCTextAudioKey","FirstEntry_SoundEffectsKey","FirstEntry_NPCsKey","i32","i32","i32","i32","i32","i32","EnvironmentsKey","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","bool","i32","bool","i32","i32","i32","i32","i32","i32","MetamorphChance","DeliriumChance","HarvestChance","HeistChance","RitualChance","[rid]","UltimatumChance","ExpeditionChance"
889,"Map2Tier9_2","Arid Lake",11,"","",[],76,51397,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1224,1225,1226,1227]",154,900,2565,2565,[2041],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[66],10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,479,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
890,"Map2Tier9_3","Glacier",11,"","",[],76,35508,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1145,1146,1147,1148]",154,900,2565,2565,[238],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[67,64]",10,13,"",24,16,8,16,"",7000,2000,30,"[57,349]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,682,50,0,8,0,45000,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
891,"Map2Tier9_4","Residence",11,"","",[],76,3554,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,[1372],154,900,2565,2565,[1736],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[63,68,69]",10,13,"",24,16,8,16,"",6000,2000,30,"[61,57,162,349,393,388]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,834,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
892,"Map2Tier9_5","Malformation",11,"","",[],76,49263,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1431,1432,1433,1434]",154,900,2565,2565,[1193],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[64],10,13,"",24,16,8,16,"",7000,2000,30,"[61,57,349,359,474]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,533,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
893,"Map2Tier10_1","Necropolis",11,"","",[],77,9630,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1220,1221,1222,1223]",154,900,2565,2565,[3107],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[63,68]",10,13,"",24,16,8,16,"",6000,2000,30,"[61,57,349,387]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,512,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
894,"Map2Tier10_1Unique","Death and Taxes",11,"","",[],77,35132,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,[1383],154,900,2565,2565,[2773],[],[],[],1,[],"",0,"",[],0,20,[],0,0,0,[],"",100,100,[63],0,13,"",24,16,0,16,"",6000,2000,0,"[61,153,57,164,193,221,351]","",80,20,0,"","","","",0,0,0,"","",0,0,0,[],1,"",0,0,"","","",0,0,0,0,7,5,873,50,0,0,0,0,"",0,0,0,0,0,1,0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
895,"Map2Tier10_2","Plateau",11,"","",[],77,27097,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1103,1104,1105,1106,1107,1108,1109,1110]",154,900,2565,2565,"[901,904]",[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[67],10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349,473]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,445,50,0,8,0,47000,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
896,"Map2Tier10_3","Bazaar",11,"","",[],77,33941,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1312,1313,1314,1315]",154,900,2565,2565,[1676],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[69],10,13,"",24,16,8,16,"",7000,2000,30,"[57,349,358]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,523,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
897,"Map2Tier10_4","Volcano",11,"","",[],77,23089,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1409,1410,1411,1412]",154,900,2565,2565,[3682],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[64,67]",10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349,355]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,563,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
898,"Map2Tier10_5","Chateau",11,"","",[],77,15480,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1443,1444,1445]",154,900,2565,2565,[2175],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[69,63,68]",10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349,405]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,371,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
899,"Map2Tier10_5Unique","Perandus Manor",11,"","",[],77,22179,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1446,1447,1448,1449,1450,1451]",154,900,2565,2565,"[4445,4450,4455,4461,4464,4469,4474]",[],[],[],1,[],"",0,"",[14601],0,20,[],0,0,0,[],"",100,100,"[69,63,68]",0,13,"",24,16,0,16,"",7000,2000,30,"[61,57,214,210,205,204,203,200,351]","",80,20,0,"","","","",0,0,0,"","",0,0,0,[],1,"",0,0,"","","",0,0,0,0,7,5,381,50,0,0,0,0,"",0,0,0,0,0,1,0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
900,"Map2Tier11_1","Lava Chamber",11,"","",[],78,2204,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1160,1161,1162,1163]",154,900,2565,2565,[2031],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[63],10,13,"",24,16,8,16,"",6000,2000,30,"[61,57,349,403,447]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,467,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
901,"Map2Tier11_2","Precinct",11,"","",[],78,58708,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1304,1305,1306,1307]",154,900,2565,2565,"[2266,2278,2297,2310,2324,2330,2289]",[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[69,66]",10,13,"",24,16,8,16,"",7000,2000,30,"[57,349,374,379]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,520,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
902,"Map2Tier11_3","Academy",11,"","",[],78,49627,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1362,1363,1364,1365]",154,900,2565,2565,[1699],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[63,68,69]",10,13,"",24,16,8,16,"",6000,2000,30,"[61,57,349,357]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,824,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
903,"Map2Tier11_4","Fungal Hollow",11,"","",[],78,52470,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1192,1193,1194,1195]",154,900,2565,2565,[2142],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[65,64,66]",10,13,"",24,16,8,16,"",7000,2000,30,"[57,349,61,397]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,859,50,0,8,0,45000,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
904,"Map2Tier12_1","Shipyard",11,"","",[],79,28171,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1260,1261,1262,1263]",154,900,2565,2565,"[3957,3960,3962]",[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[69],10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349,366,401,473]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,530,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
905,"Map2Tier12_2","Overgrown Ruin",11,"","",[],79,20638,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,[1122],154,900,2565,2565,[5003],[],[],[],1,[],"",6,"",[],0,20,[],8,24,1,"[50,50,50,1]","",100,100,[68],10,13,"",24,16,0,16,"",6000,2000,30,"[61,57,160,349,363]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,454,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
906,"Map2Tier12_3","Castle Ruins",11,"","",[],79,16196,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1427,1428,1429,1430]",154,900,2565,2565,[2114],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[65],10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349,364,368,384]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,580,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
907,"Map2Tier12_4","Arsenal",11,"","",[],79,10393,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1296,1297,1298,1299]",154,900,2565,2565,[2678],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[69,63]",10,13,"",24,16,8,16,"",7000,2000,30,"[57,349,353,374]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,517,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
908,"Map2Tier13_1","Wasteland",11,"","",[],80,7603,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1390,1391,1392,1393,1394,1395]",154,900,2565,2565,[3558],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[64,67]",10,13,"",24,16,8,16,"",7000,2000,30,"[57,349,423]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,843,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
909,"Map2Tier13_2","Courtyard",11,"","",[],80,13527,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1348,1349,1350,1351]",154,900,2565,2565,"[1114,1141,1144]",[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[65,66,69]",10,13,"",24,16,8,16,"",6000,2000,30,"[57,349,365,400,408,401]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,835,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
910,"Map2Tier13_2Unique","The Vinktar Square",11,"","",[],80,53825,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,[1347],154,900,2565,2565,[3741],[],[],[],1,[],"",16,"",[],0,20,[],0,24,2,"[50,50,50,1]","",100,100,"[65,66,69]",0,13,"",24,16,8,16,"",6000,2000,30,"[153,57,164,169,351,401]","",80,20,0,"","","","",80,20,20,"","",23,10,0,[],1,"",10,8,"","","",8,0,72,30,7,5,836,50,0,8,0,0,"",0,0,0,0,0,1,0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
911,"Map2Tier13_3","Excavation",11,"","",[],80,57968,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1398,1399,1400,1401]",154,900,2565,2565,"[3600,3633]",[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[64,67]",10,13,"",24,16,8,16,"",7000,2000,30,"[57,349,383,397]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,614,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
912,"Map2Tier13_4","Waterways",11,"","",[],80,16973,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,[1396],154,900,2565,2565,[3839],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[69],10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349,375]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,553,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
913,"Map2Tier14_1","Palace",11,"","",[],81,31758,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,[1367],154,900,2565,2565,"[1414,1420]",[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[63,68,69]",10,13,"",24,16,8,16,"",6000,2000,30,"[61,57,162,349,388,405]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,827,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
914,"Map2Tier14_2","Shrine",11,"","",[],81,61812,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1320,1321,1322,1323]",154,900,2565,2565,"[2185,2211]",[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[68,63]",10,13,"",24,16,8,16,"",6000,2000,30,"[61,57,169,349,410]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,528,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
915,"Map2Tier14_2Unique","Wraeclast Pantheon",11,"","",[],81,10271,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,[1457],154,900,2565,2565,"[2040,2030,2103,2072,2145,2117,2151,2189,2210,2215,1413]",[],[],[],1,[],"",0,"",[],0,20,[],0,24,2,"[50,50,50,1]","",100,100,"[68,63]",0,13,"",24,16,0,16,"",7000,2000,0,"[153,57,164,207,210,351]","",80,20,0,"","","","",80,20,20,"","",23,10,0,[],1,"",10,8,"","","",8,0,72,30,7,5,555,50,0,8,0,0,"",0,0,0,0,0,1,0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
916,"Map2Tier14_3","Maze",11,"","",[],81,6282,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1128,1129,1130,1131]",154,900,2565,2565,[2146],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[63,68]",10,13,"",24,16,8,16,"",6000,2000,30,"[61,57,349,372]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,510,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
917,"Map2Tier14_4","Vaal Temple",11,"","",[],81,25390,20,16,"Art/Textures/Interface/LoadingImages/VaalAreas.dds",837,[60],6,[1373],154,900,2565,2565,"[2931,2934,2937]",[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[63,68]",10,13,"",24,16,8,16,"",6000,2000,30,"[61,57,349,372,408]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,839,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
918,"Map2Tier14_5","Plaza",11,"","",[],81,38720,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1452,1453,1454,1455]",154,900,2565,2565,[4187],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[65,68,66]",10,13,"",24,16,8,16,"",7000,2000,30,"[57,349]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,382,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
919,"Map2Tier15_1","Core",11,"","",[],82,34825,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1440,1441,1442]",154,900,2565,2565,"[3823,3828]",[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[68,64]",10,13,"",24,16,8,16,"",6000,2000,30,"[61,57,162,169,349,359,407,439,474]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,144,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
920,"Map2Tier15_2","Caldera",11,"","",[],82,1868,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1405,1406,1407,1408]",154,900,2565,2565,[3705],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[64,67]",10,13,"",24,16,8,16,"",7000,2000,30,"[57,162,169,349,355]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,564,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
921,"Map2Tier15_3","Colosseum",11,"","",[],82,44885,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1413,1414,1415,1416]",154,900,2565,2565,[3763],[],[],[],1,[2500],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[69],10,13,"",24,16,8,16,"",7000,2000,30,"[57,162,349,356,399]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,"","","",8,0,72,30,6,5,574,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
922,"MapAtlasGraveyardUnique","Hallowed Ground",11,"","",[],71,21260,0,0,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1467,1468,1469,1470,1471]",154,1500,2565,2565,[1220],[],[],[],1,[],"",0,"",[],0,0,[],0,0,0,"[50,50,50,1]","",0,100,"[63,68]",0,0,"",0,0,0,0,"",7000,2000,0,"[61,57,193,194,153,221]","",0,0,0,"","","","",0,0,0,"","",0,0,0,[],1,"",0,0,"","","",0,0,0,0,7,5,582,0,0,0,0,0,"",0,0,0,0,0,1,0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
923,"MapAtlasArcade","Arcade",11,"","",[],68,58819,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1300,1301,1302,1303]",154,900,2565,2565,"[2169,2172]",[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[69],10,13,"",24,16,8,16,"",7000,2000,30,"[57,349,358]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1186,"","Metadata/NPC/Shaper",8,0,72,30,6,5,519,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
924,"MapAtlasCrystalOre","Crystal Ore",11,"","",[],68,42555,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1115,1116,1117,1118]",154,900,2565,2565,"[3611,3626,3641]",[],[],[],1,[],"",16,"",[8999],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[64],10,13,"",24,16,8,16,"",7000,2000,30,"[61,57,169,349,383,397,408,420]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1187,"","Metadata/NPC/Shaper",8,0,72,30,6,5,452,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
925,"MapAtlasDesert","Desert",11,"","",[],68,27800,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1386,1387,1388,1389]",154,900,2565,2565,[5362],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[64,67]",10,13,"",24,16,8,16,"",7000,2000,30,"[57,349,398,424]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1188,"","Metadata/NPC/Shaper",8,0,72,30,6,5,841,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
926,"MapAtlasJungleValley","Jungle Valley",11,"","",[],68,6477,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",835,[60],6,"[1095,1096,1097,1098]",154,900,2565,2565,[2135],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[65],10,13,"",24,16,8,16,"",7000,2000,30,"[57,349,373,422]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1189,"","Metadata/NPC/Shaper",8,0,72,30,6,5,503,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
927,"MapAtlasBeach","Beach",11,"","",[],69,33844,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1594,1595,1596]",154,900,2565,2565,[2081],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[62],10,13,"",24,16,8,16,"",7000,2000,30,"[57,349]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1190,"","Metadata/NPC/Shaper",8,0,72,30,6,5,611,50,0,8,0,47000,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
928,"MapAtlasFactory","Factory",11,"","",[],69,3721,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1537,1538,1539]",154,900,2565,2565,[5441],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[69],10,13,"",24,16,8,16,"",7000,2000,30,"[61,57,349,353]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1191,"","Metadata/NPC/Shaper",8,0,72,30,6,5,604,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
929,"MapAtlasGhetto","Ghetto",11,"","",[],69,11822,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1308,1309,1310,1311]",154,900,2565,2565,[4119],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,"[69,66]",10,13,"",24,16,8,16,"",7000,2000,30,"[57,349,374,379]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1192,"","Metadata/NPC/Shaper",8,0,72,30,6,5,522,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
930,"MapAtlasOasis","Desert Spring",11,"","",[],69,23617,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1529,1530,1531,1532]",154,900,2565,2565,"[5492,5496]",[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[69],10,13,"",24,16,8,16,"",7000,2000,30,"[57,160,349,398]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1193,"","Metadata/NPC/Shaper",8,0,72,30,6,5,845,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
931,"MapAtlasAridLake","Arid Lake",11,"","",[],70,6088,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1224,1225,1226,1227]",154,900,2565,2565,[2041],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[66],10,13,"",24,16,8,16,"",7000,2000,30,"[57,169,349]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1194,"","Metadata/NPC/Shaper",8,0,72,30,6,5,479,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
932,"MapAtlasCavern","Flooded Mine",11,"","",[],70,7690,20,16,"Art/Textures/Interface/LoadingImages/Maps.dds",2565,[60],6,"[1284,1285,1286,1287]",154,900,2565,2565,[4143],[],[],[],1,[],"",16,"",[],0,20,[],8,24,2,"[50,50,50,1]","",100,100,[64],10,13,"",24,16,8,16,"",7000,2000,30,"[61,57,349,383,397,385]","",80,20,0,"","","","",80,20,20,"","",23,10,10,[],"","",10,8,1195,"","Metadata/NPC/Shaper",8,0,72,30,6,5,493,50,0,8,0,0,"",50,50,50,50,50,1,0,1,41,8,8,0,0,0,0,0,8,8,8,[],100,100
