"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","AchievementItemsKeys","[rid]","[rid]"
2185,1833,1,1,"grant_micro","","","Adds Azurite Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"","",[],[],[]
2186,1834,1,1,"grant_micro","","","Your Elemental Hit becomes a Shadowstalker Effect.",[],"","Elemental Hit Skin","",[],[],0,"",0,"","",[],[],[]
2187,1835,1,1,"grant_micro","","","Your Arc becomes a Radiant Effect.",[],"","Arc Skin","",[],[],0,"",0,"",1,[],[],[]
2188,1836,1,1,"grant_micro","","","Your Cyclone becomes a Ghostflame Effect.",[],"","Cyclone Skin","",[],[],0,"",0,"","",[],[],[]
2189,1837,1,1,"grant_micro","","","Your Lightning Spire Trap becomes an Automaton Effect.",[],"","Lightning Spire Skin","",[],[],0,"",0,"",1,[],[],[]
2190,1838,1,1,"grant_micro","","","Your Cremation becomes a Quicksilver Effect.",[],"","Cremation Skin","",[],[],0,"",0,"",1,[],[],[]
2191,1839,1,1,"grant_micro","","","Replaces the default skin on your Ancestral Warchief and Earthbreaker Totems with an Iron Maiden version.",[],"","Ancestral Warchief Skin","",[],[],0,"",0,"",1,[],[],[]
2192,1840,1,1,"modify_portal_variation","","","This character's portals use the Sulphite Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[]
2193,1841,1,1,"grant_micro","","","Your Double Strike becomes a Prismatic Effect.",[],"","Double Strike Skin","",[],[],0,"",0,"","",[],[],[]
2194,1842,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Faith Guard Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[]
2195,1843,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Scarab Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[]
2196,1844,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Cyclops Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[]
2197,1845,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Gryffon Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[]
2198,1846,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Gorgon Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[]
2199,1847,1,1,"modify_portal_variation","","","This character's portals use the Maraketh Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[]
2200,1849,1,1,"grant_micro","","","Your Aura becomes a Betrayal Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[]
2201,1848,1,1,"grant_micro","","","Adds the Betrayal Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[]
2202,1850,1,1,"grant_micro","","","Adds the Betrayal Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2203,1851,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Betrayal Brimmed Hat.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
2204,1852,1,1,"grant_micro","","","Adds Arcane Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"","",[],[],[]
2205,1853,1,1,"grant_micro","","","Adds the Mystic Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2206,1854,1,1,"grant_micro","","","Adds the Mystic Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2207,1855,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Mystic Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2208,1856,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Mystic Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2209,1857,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Mystic Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2210,1858,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Mystic Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2211,1859,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Mystic Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2212,1860,1,1,"grant_micro","","","Attaches the Mystic Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[]
2213,1861,1,1,"modify_portal_variation","","","This character's portals use the Mystic Portal.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
2214,1862,1,1,"grant_micro","","","Your Blink or Mirror Arrow becomes infused with a mystical glow.",[],"","Blink Mirror Arrow Skin","",[],[],0,"",0,"",2,[],[],[]
2215,1863,1,1,"grant_micro","","","Adds the Mystic Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
2216,1864,1,1,"grant_micro","","","Adds Mystic Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
2217,1865,1,1,"grant_micro","","","Changes the appearance of any equipped Staff, Two Hand Sword, Axe or Mace to a Mystic Staff.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[]
2218,1866,1,1,"grant_micro","","","Your Aura becomes a Mystic Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[]
2219,1867,1,1,"grant_micro","","","Adds the Corsair Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2220,1868,1,1,"grant_micro","","","Adds the Corsair Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2221,1869,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Corsair Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2222,1870,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Corsair Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2223,1871,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Corsair Hat.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2224,1872,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Corsair Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2225,1873,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Corsair Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2226,1874,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Corsair Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2227,1875,1,1,"grant_micro","","","Attaches the Corsair Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[]
2228,1876,1,1,"modify_portal_variation","","","This character's portals use the Corsair Portal.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
2229,1877,1,1,"grant_micro","","","Your Flame Dash becomes a Corsair Effect.",[],"","Flame Dash Skin","",[],[],0,"",0,"",2,[],[],[]
2230,1878,1,1,"grant_micro","","","Adds the Corsair Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
2231,1879,1,1,"grant_micro","","","Adds Corsair Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
2232,1880,1,1,"grant_micro","","","Changes the appearance of any equipped Staff, Two Hand Sword, Axe or Mace to a Corsair Staff.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[]
2233,1881,1,1,"grant_micro","","","Your Aura becomes a Corsair Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[]
2234,1882,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Spectre Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2235,1883,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Spectre Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2236,1884,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Spectre Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2237,1885,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Spectre Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2238,1886,1,1,"grant_micro","","","Adds the Spectre Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2239,1887,1,1,"grant_micro","","","Adds the Spectre Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2240,1888,1,1,"modify_portal_variation","","","This character's portals use the Spectre Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
2241,1889,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Spectre Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2242,1890,1,1,"grant_micro","","","Changes the appearance of any equipped Staff, Two Hand Sword, Axe or Mace to a Spectre Staff.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[]
2243,1891,1,1,"grant_micro","","","Adds Spectre Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
2244,1892,1,1,"grant_micro","","","Attaches the Spectre Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[]
2245,1893,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Elder Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
2246,1894,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Elder Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[]
2247,1895,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Elder Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[]
2248,1896,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Elder Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[]
2249,1897,1,1,"grant_micro","","","Adds the Assassin Halo Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",1,[],[],[]
2250,1898,1,1,"grant_micro","","","Adds the Assassin Seer Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",1,[],[],[]
2251,1899,1,1,"modify_portal_variation","","","This character's portals use the Dragon Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[]
2252,1900,1,1,"grant_micro","","","Adds the Undertaker Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
2253,1901,1,1,"grant_micro","","","Adds the Undertaker Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
2254,1902,1,1,"grant_micro","","","Adds the Undertaker Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2255,1903,1,1,"grant_micro","","","Adds the Master Undertaker Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
2256,1904,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Master Undertaker Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2257,1905,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Master Undertaker Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2258,1906,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Master Undertaker Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2259,1907,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Master Undertaker Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2260,1908,1,1,"modify_portal_variation","","","This character's portals use the Soulstealer Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
2261,1909,1,1,"grant_micro","","","Adds the Soulstealer Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
2262,1910,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Master Soulstealer Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2263,1911,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Master Soulstealer Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2264,1912,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Master Soulstealer Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2265,1913,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Master Soulstealer Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2266,1914,1,1,"grant_micro","","","Adds the Master Soulstealer Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
2267,1915,1,1,"grant_micro","","","Adds the Soulstealer Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
2268,1916,1,1,"grant_micro","","","Adds the Pitfighter Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",1,[],[],[]
2269,1917,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Pitfighter Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
2270,1918,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Pitfighter Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[]
2271,1919,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Pitfighter Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[]
2272,1920,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Pitfighter Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[]
2273,1921,1,1,"grant_micro","","","Adds the Pitfighter Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",1,[],[],[]
2274,1922,1,1,"grant_micro","","","Adds the Pitfighter Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
2275,1923,1,1,"grant_micro","","","Adds the Pitfighter Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[]
2276,1924,1,1,"grant_micro","","","The Pitfighter Apparition possesses your amulet.",[],"","Amulet Effect","",[],[],0,"",0,"",1,[],[],[]
2277,1925,1,1,"grant_micro","","","Adds the Assassin Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",1,[],[],[]
2278,1926,1,1,"grant_micro","","","Adds the Assassin Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
2279,1927,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Assassin Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
2280,1928,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Assassin Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
2281,1929,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Assassin Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[]
2282,1930,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Assassin Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[]
2283,1931,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Assassin Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[]
2284,1932,1,1,"grant_micro","","","Adds the Assassin Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[]
2285,1933,1,1,"grant_micro","","","The Assassin Apparition possesses your amulet.",[],"","Amulet Effect","",[],[],0,"",0,"",1,[],[],[]
2286,1934,1,1,"grant_micro","","","Adds the Vanguard Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
2287,1935,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Vanguard Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2288,1936,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Vanguard Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2289,1937,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Vanguard Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2290,1938,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Vanguard Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2291,1939,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Vanguard Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2292,1940,1,1,"grant_micro","","","Adds the Vanguard Banner Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2293,1941,1,1,"grant_micro","","","Adds the Vanguard Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
2294,1942,1,1,"grant_micro","","","The Vanguard Apparition possesses your amulet.",[],"","Amulet Effect","",[],[],0,"",0,"",2,[],[],[]
2295,1943,1,1,"grant_micro","","","Adds the Empyrean Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
2296,1944,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Empyrean Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2297,1945,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Empyrean Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2298,1946,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Empyrean Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2299,1947,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Empyrean Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2300,1948,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Empyrean Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2301,1949,1,1,"grant_micro","","","Adds the Empyrean Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2302,1950,1,1,"modify_portal_variation","","","This character's portals use the Empyrean Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
2303,1951,1,1,"grant_micro","","","Adds the Empyrean Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
2304,1952,1,1,"grant_micro","","","The Empyrean Apparition possesses your amulet.",[],"","Amulet Effect","",[],[],0,"",0,"",2,[],[],[]
2305,1953,1,1,"grant_micro","","","Adds the Crucible Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
2306,1954,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Crucible Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2307,1955,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Crucible Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2308,1956,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Crucible Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2309,1957,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Crucible Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2310,1958,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Crucible Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2311,1959,1,1,"grant_micro","","","Adds the Crucible Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2312,1960,1,1,"modify_portal_variation","","","This character's portals use the Crucible Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
2313,1961,1,1,"grant_micro","","","Adds the Crucible Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
2314,1962,1,1,"grant_micro","","","The Crucible Apparition possesses your amulet.",[],"","Amulet Effect","",[],[],0,"",0,"",2,[],[],[]
2315,1963,1,1,"grant_micro","","","Your Blade Vortex becomes a Sawblade Effect.",[],"","Blade Vortex Skin","",[],[],0,"",0,"","",[],[],[]
2316,1964,1,1,"grant_micro","","","Replaces the default skin on your Ancestral Warchief and Earthbreaker Totems with a Void version.",[],"","Ancestral Warchief Skin","",[],[],0,"",0,"",1,[],[],[]
2317,1965,1,1,"modify_portal_variation","","","This character's portals use the Doomcrow Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
2318,1966,1,1,"grant_micro","","","Your Barrage becomes a Celestial Effect.",[],"","Barrage Skin","",[],[],0,"",0,"",1,[],[],[]
2319,1967,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Oriath Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[]
2320,1968,1,1,"grant_micro","","","Changes the appearance of any equipped Staff, Two Hand Axe or Mace to a Colossus Axe.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[]
2321,1969,1,1,"grant_micro","","","Adds the Arctic Crystal Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
2322,1970,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to the Arctic Crystal Bow.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[]
2323,1971,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Demon Parasite Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
2324,1972,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Demon Parasite Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[]
2325,1973,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Demon Parasite Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[]
2326,1974,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Demon Parasite Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[]
2327,1975,1,1,"grant_micro","","","Adds the Demon Parasite Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
2328,1976,1,1,"grant_micro","","","Attaches the Maraketh Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",1,[],[],[]
2329,1977,1,1,"grant_micro","","","Attaches the Maraketh Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[]
2330,1978,1,1,"grant_micro","","","Attaches the Maraketh Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[]
2331,1979,1,1,"grant_micro","","","Attaches the Maraketh Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[]
2332,1980,1,1,"grant_micro","","","Attaches the Maraketh Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[]
2333,1981,1,1,"grant_micro","","","Attaches the Maraketh Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[]
2334,1982,1,1,"grant_micro","","","Attaches the Maraketh Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[]
2335,1983,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Arctic Crystal Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
2336,1984,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Arctic Crystal Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[]
2337,1985,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Arctic Crystal Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[]
2338,1986,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Arctic Crystal Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[]
2339,1987,1,1,"grant_micro","","","Adds the Purple Crystal Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
2340,1988,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Purple Crystal Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
2341,1989,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Purple Crystal Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[]
2342,1990,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Purple Crystal Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[]
2343,1991,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Purple Crystal Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[]
2344,1992,1,1,"grant_micro","","","Adds the Celestial Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
2345,1993,1,1,"grant_micro","","","Attaches the Arctic Crystal Apparition Effect to your amulet",[],"","Amulet Effect","",[],[],0,"",0,"",1,[],[],[]
2346,1994,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Sin Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[]
2347,1995,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Innocence Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[]
2348,1996,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Sin and Innocence Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[]
2349,1997,1,1,"grant_micro","","","Adds the Crimson Seraph Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[]
2350,1998,1,1,"grant_micro","","","Adds the Void Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
2351,1999,1,1,"grant_micro","","","Your Mirage Archer becomes a Stygian Effect.",[],"","Mirage Archer Skin","",[],[],0,"",0,"",1,[],[],[]
2352,2000,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, One Hand Axe or One Hand Mace to the Colossus Machete.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[]
2353,2003,1,1,"grant_micro","","","Attaches the Lightning Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",0,[],[],[]
2354,2001,1,1,"grant_micro","","","Your Aura becomes a Lava Effect.",[],"","Aura Skin","",[],[],0,"",0,"",1,[],[],[]
2355,2002,1,1,"grant_micro","","","Attaches the Purple Crystal Apparition Effect to your amulet",[],"","Amulet Effect","",[],[],0,"",0,"","",[],[],[]
2356,2004,1,1,"modify_portal_variation","","","This character's portals use the Sentinel Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[]
2357,2005,1,1,"grant_micro","","","Your Aura becomes a Stygian Effect.",[],"","Aura Skin","",[],[],0,"",0,"",1,[],[],[]
2358,2006,1,1,"grant_micro","","","Adds the Sunstone Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
2359,2007,1,1,"modify_portal_variation","","","This character's portals use the Sunstone Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
