"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffectsKey","NormalPurchase_BaseItemTypesKeys","NormalPurchase_Costs","MagicPurchase_BaseItemTypesKeys","MagicPurchase_Costs","TagsKeys","ModDomainsKey","IsDropDisabled","ItemVisualIdentityKey","i32","VendorRecipe_AchievementItemsKeys","RarePurchase_BaseItemTypesKeys","RarePurchase_Costs","UniquePurchase_BaseItemTypesKeys","UniquePurchase_Costs","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItemsKeys","ItemThemesKey","IdentifyMagic_AchievementItemsKeys","FragmentBaseItemTypesKey","bool","ItemShopType","rid","rid","bool"
3578,"Metadata/Items/Pets/WhiteDragonPremiumExpiredPet",40,2,2,"White Dragon Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6319,-409702945,[],[],[],[],[],"","","",[],149,[],"","",15,"","",""
3579,"Metadata/Items/Pets/BlackandWhiteDragonPet",40,2,2,"Black and White Dragon Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6320,1269428604,[],[],[],[],[],"","","",[],149,[],"","",15,"","",""
3580,"Metadata/Items/Pets/BlackandWhiteDragonPremiumPet",40,2,2,"Black and White Dragon Premium Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6321,251127119,[],[],[],[],[],"","","",[],149,[],"","",15,"","",""
3581,"Metadata/Items/Pets/BlackandWhiteDragonPremiumExpiredPet",40,2,2,"Black and White Dragon Premium Expired Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6322,1038160639,[],[],[],[],[],"","","",[],149,[],"","",15,"","",""
3582,"Metadata/Items/Pets/WhiteRatPet",40,2,2,"White Rat Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6323,1564823665,[],[],[],[],[],"","","",[],149,[],"","",15,"","",""
3583,"Metadata/Items/Pets/EyrieFalconPet",40,2,2,"Eyrie Falcon Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6324,1179042511,[],[],[],[],[],"","","",[],152,[],"","",15,"","",""
3584,"Metadata/Items/Pets/EmpyreanCatPet",40,2,2,"Sunprism Cat Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6325,-623330392,[],[],[],[],[],"","","",[],131,[],"","",15,"","",""
3585,"Metadata/Items/Pets/EmpyreanCatPremiumPet",40,2,2,"Sunprism Cat Premium Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6326,247245499,[],[],[],[],[],"","","",[],131,[],"","",15,"","",""
3586,"Metadata/Items/Pets/EmpyreanCatPremiumExpiredPet",40,2,2,"Sunprism Cat Premium Expired Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6327,-690362153,[],[],[],[],[],"","","",[],131,[],"","",15,"","",""
3587,"Metadata/Items/Pets/ElderDarkseerPet",40,2,2,"Elder Darkseer Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6328,286769807,[],[],[],[],[],"","","",[],162,[],"","",15,"","",""
3588,"Metadata/Items/Pets/ScientistLabRatPet",40,2,2,"Scientist Lab Rat Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6329,2092841614,[],[],[],[],[],"","","",[],160,[],"","",15,"","",""
3589,"Metadata/Items/Pets/ScientistLabradorPet",40,2,2,"Scientist Labrador Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6330,-542575052,[],[],[],[],[],"","","",[],160,[],"","",15,"","",""
3590,"Metadata/Items/Pets/ProjectSmallPet",40,2,2,"Dark Advisor Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6331,1167324149,[],[],[],[],[],"","","",[],160,[],"","",15,"","",""
3591,"Metadata/Items/Pets/ProjectLabradorPet",40,2,2,"Project Labrador Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6332,-911299897,[],[],[],[],[],"","","",[],160,[],"","",15,"","",""
3592,"Metadata/Items/Pets/ClockworkFireGolemPet",40,2,2,"Clockwork Fire Golem Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6333,1501751131,[],[],[],[],[],"","","",[],12,[],"","",15,"","",""
3593,"Metadata/Items/Pets/ClockworkLightningGolemPet",40,2,2,"Clockwork Lightning Golem Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6334,-274211173,[],[],[],[],[],"","","",[],12,[],"","",15,"","",""
3594,"Metadata/Items/Pets/ClockworkIceGolemPet",40,2,2,"Clockwork Ice Golem Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6335,-1916933973,[],[],[],[],[],"","","",[],12,[],"","",15,"","",""
3595,"Metadata/Items/Pets/ClockworkStoneGolemPet",40,2,2,"Clockwork Stone Golem Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6336,153477443,[],[],[],[],[],"","","",[],12,[],"","",15,"","",""
3596,"Metadata/Items/Pets/ClockworkChaosGolemPet",40,2,2,"Clockwork Chaos Golem Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6337,2110576621,[],[],[],[],[],"","","",[],12,[],"","",15,"","",""
3597,"Metadata/Items/Pets/AfterlifeCatPet",40,2,2,"Afterlife Cat Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6338,1181066560,[],[],[],[],[],"","","",[],6,[],"","",15,"","",""
3598,"Metadata/Items/Pets/VoidOctopusPet",40,2,2,"Eldritch Spawn Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6339,-1216295241,[],[],[],[],[],"","","",[],85,[],"","",15,"","",""
3599,"Metadata/Items/Pets/LargeVoidPet",40,2,2,"Madness Propagator Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6340,1942709319,[],[],[],[],[],"","","",[],85,[],"","",15,"","",""
3600,"Metadata/Items/Pets/UltimateChaosTigerPet",40,2,2,"Ultimate Chaos Tiger Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6341,2099695132,[],[],[],[],[],"","","",[],40,[],"","",15,"","",""
3601,"Metadata/Items/Pets/AngelicLargePet",40,2,2,"Pegasus Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6342,-893596924,[],[],[],[],[],"","","",[],171,[],"","",15,"","",""
3602,"Metadata/Items/Pets/AngelicSmallPet",40,2,2,"Angelic Moth","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6343,-44329667,[],[],[],[],[],"","","",[],171,[],"","",15,"","",""
3603,"Metadata/Items/Pets/DemonicLargePet",40,2,2,"Hell Horse Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6344,-410200766,[],[],[],[],[],"","","",[],171,[],"","",15,"","",""
3604,"Metadata/Items/Pets/DemonicSmallPet",40,2,2,"Demonic Spider Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6345,1115158311,[],[],[],[],[],"","","",[],171,[],"","",15,"","",""
3605,"Metadata/Items/Pets/MadcapGoliathBeetlePet",40,2,2,"Madcap Goliath Beetle Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6346,1905884714,[],[],[],[],[],"","","",[],127,[],"","",15,"","",""
3606,"Metadata/Items/Pets/NecroticTigerPet",40,2,2,"Necrotic Tiger Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6347,1790112997,[],[],[],[],[],"","","",[],1,[],"","",15,"","",""
3607,"Metadata/Items/Pets/StygianSteedPet",40,2,2,"Stygian Steed Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6348,-1886578343,[],[],[],[],[],"","","",[],62,[],"","",15,"","",""
3608,"Metadata/Items/Pets/DaughterOfSinPet",40,2,2,"Daughter of Sin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6349,1047759739,[],[],[],[],[],"","","",[],39,[],"","",15,"","",""
3609,"Metadata/Items/Pets/DaughterOfSinPremiumPet",40,2,2,"Daughter of Sin Premium Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6350,18345802,[],[],[],[],[],"","","",[],39,[],"","",15,"","",""
3610,"Metadata/Items/Pets/DaughterOfSinPremiumExpiredPet",40,2,2,"Daughter of Sin Premium Expired Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6351,-211164931,[],[],[],[],[],"","","",[],39,[],"","",15,"","",""
3611,"Metadata/Items/Pets/CelestialBabyElephantPet",40,2,2,"Celestial Baby Elephant Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6352,-2095935825,[],[],[],[],[],"","","",[],23,[],"","",15,"","",""
3612,"Metadata/Items/Pets/CorgiPet",40,2,2,"Corgi Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6353,925167549,[],[],[],[],[],"","","",[],28,[],"","",15,"","",""
3613,"Metadata/Items/Pets/PomeranianDogPet",40,2,2,"Pomeranian Dog Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6354,-675858252,[],[],[],[],[],"","","",[],28,[],"","",15,"","",""
3614,"Metadata/Items/Pets/LabradorPet",40,2,2,"Labrador Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6355,2070288133,[],[],[],[],[],"","","",[],28,[],"","",15,"","",""
3615,"Metadata/Items/Pets/TabbyCatPet",40,2,2,"Tabby Cat Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6356,1073714273,[],[],[],[],[],"","","",[],28,[],"","",15,"","",""
3616,"Metadata/Items/Pets/AmberCatPet",40,2,2,"Amber Cat Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6357,-465172531,[],[],[],[],[],"","","",[],28,[],"","",15,"","",""
3617,"Metadata/Items/Pets/CinnamonCatPet",40,2,2,"Cinnamon Cat Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6358,-394317632,[],[],[],[],[],"","","",[],28,[],"","",15,"","",""
3618,"Metadata/Items/Pets/GoddessPet",40,2,2,"Goddess Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6359,-652244080,[],[],[],[],[],"","","",[],168,[],"","",15,"","",""
3619,"Metadata/Items/Pets/GoddessPremiumPet",40,2,2,"Goddess Pet Premium","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6360,1711105124,[],[],[],[],[],"","","",[],168,[],"","",15,"","",""
3620,"Metadata/Items/Pets/GoddessPremiumExpiredPet",40,2,2,"Goddess Pet Premium Expired","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6361,122765986,[],[],[],[],[],"","","",[],168,[],"","",15,"","",""
3621,"Metadata/Items/Pets/HeistCatPet",40,2,2,"Heist Cat Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6362,1259183574,[],[],[],[],[],"","","",[],174,[],"","",15,"","",""
3622,"Metadata/Items/Pets/SunriseSmallPet",40,2,2,"Sunrise Orrery Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6363,-256869473,[],[],[],[],[],"","","",[],175,[],"","",15,"","",""
3623,"Metadata/Items/Pets/SunriseLargePet",40,2,2,"Sunrise Wolf Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6364,-394847957,[],[],[],[],[],"","","",[],175,[],"","",15,"","",""
3624,"Metadata/Items/Pets/NightfallSmallPet",40,2,2,"Nightfall Cloud Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6365,-1598701259,[],[],[],[],[],"","","",[],175,[],"","",15,"","",""
3625,"Metadata/Items/Pets/NightfallLargePet",40,2,2,"Nightfall Dragon Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6366,665908948,[],[],[],[],[],"","","",[],175,[],"","",15,"","",""
3626,"Metadata/Items/Pets/NightfallDragonPremiumPet",40,2,2,"Nightfall Dragon Premium Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6367,-826372032,[],[],[],[],[],"","","",[],175,[],"","",15,"","",""
3627,"Metadata/Items/Pets/NightfallDragonPremiumExpiredPet",40,2,2,"Nightfall Dragon Premium Expired Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6368,210865403,[],[],[],[],[],"","","",[],175,[],"","",15,"","",""
3628,"Metadata/Items/Pets/DuckPet",40,2,2,"Mallard Duck Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6369,2059886430,[],[],[],[],[],"","","",[],28,[],"","",15,"","",""
3629,"Metadata/Items/Pets/MaleParadiseDuckPet",40,2,2,"Male Paradise Duck Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6370,1176043306,[],[],[],[],[],"","","",[],28,[],"","",15,"","",""
3630,"Metadata/Items/Pets/FemaleParadiseDuckPet",40,2,2,"Female Paradise Duck Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6371,1389302783,[],[],[],[],[],"","","",[],28,[],"","",15,"","",""
3631,"Metadata/Items/Pets/DancingSkeletonPet",40,2,2,"Dancing Skeleton Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6372,261628008,[],[],[],[],[],"","","",[],53,[],"","",15,"","",""
3632,"Metadata/Items/Pets/SurvivorsHoundPet",40,2,2,"Survivor's Hound Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6373,-1603301134,[],[],[],[],[],"","","",[],28,[],"","",15,"","",""
3633,"Metadata/Items/Pets/FreyaPet",40,2,2,"Freya Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6374,-993705709,[],[],[],[],[],"","","",[],6,[],"","",15,"","",""
3634,"Metadata/Items/Pets/FreyaPremiumPet",40,2,2,"Freya Premium Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6375,-965541295,[],[],[],[],[],"","","",[],6,[],"","",15,"","",""
3635,"Metadata/Items/Pets/FreyaPremiumExpiredPet",40,2,2,"Freya Premium Expired Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6376,327440788,[],[],[],[],[],"","","",[],6,[],"","",15,"","",""
3636,"Metadata/Items/Pets/FreyaSummerPremiumPet",40,2,2,"Freya Summer Premium Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6377,1494098314,[],[],[],[],[],"","","",[],6,[],"","",15,"","",""
3637,"Metadata/Items/Pets/FreyaSummerPremiumExpiredPet",40,2,2,"Freya Summer Premium Expired Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6378,1628833722,[],[],[],[],[],"","","",[],6,[],"","",15,"","",""
3638,"Metadata/Items/Pets/ArcticFoxPet",40,2,2,"Arctic Fox Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6379,1270055340,[],[],[],[],[],"","","",[],10,[],"","",15,"","",""
3639,"Metadata/Items/Pets/MiserySmallPet",40,2,2,"Broken Sword Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6380,1391154489,[],[],[],[],[],"","","",[],181,[],"","",15,"","",""
3640,"Metadata/Items/Pets/MiseryLargePet",40,2,2,"Misery Will-o'-the-wisp Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6381,-1274712812,[],[],[],[],[],"","","",[],181,[],"","",15,"","",""
3641,"Metadata/Items/Pets/SufferingSmallPet",40,2,2,"Toxic Cockroach Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6382,-1689718111,[],[],[],[],[],"","","",[],181,[],"","",15,"","",""
3642,"Metadata/Items/Pets/SufferingLargePet",40,2,2,"Suffering Spirit Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6383,-787003490,[],[],[],[],[],"","","",[],181,[],"","",15,"","",""
3643,"Metadata/Items/Pets/GingerRabbitPet",40,2,2,"Ginger Rabbit Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6384,1199223912,[],[],[],[],[],"","","",[],28,[],"","",15,"","",""
3644,"Metadata/Items/Pets/BlackRabbitPet",40,2,2,"Black Rabbit Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6385,-1843825446,[],[],[],[],[],"","","",[],28,[],"","",15,"","",""
3645,"Metadata/Items/Pets/WhiteRabbitPet",40,2,2,"White Rabbit Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6386,-1786298821,[],[],[],[],[],"","","",[],28,[],"","",15,"","",""
3646,"Metadata/Items/Pets/RenegadeImpPet",40,2,2,"Renegade Imp Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6387,30116353,[],[],[],[],[],"","","",[],182,[],"","",15,"","",""
3647,"Metadata/Items/Pets/CoreBreachPet",40,2,2,"Breach Core Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6388,2017215603,[],[],[],[],[],"","","",[],184,[],"","",15,"","",""
3648,"Metadata/Items/Pets/CoreAbyssPet",40,2,2,"Abyss Core Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6389,540932331,[],[],[],[],[],"","","",[],184,[],"","",15,"","",""
3649,"Metadata/Items/Pets/TwilightPegasusPet",40,2,2,"Twilight Pegasus Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6390,-2143153693,[],[],[],[],[],"","","",[],175,[],"","",15,"","",""
3650,"Metadata/Items/Pets/TwilightPegasusPremiumPet",40,2,2,"Twilight Pegasus Premium Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6391,319062324,[],[],[],[],[],"","","",[],175,[],"","",15,"","",""
3651,"Metadata/Items/Pets/TwilightPegasusPremiumExpiredPet",40,2,2,"Twilight Pegasus Premium Expired Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6392,774044207,[],[],[],[],[],"","","",[],175,[],"","",15,"","",""
3652,"Metadata/Items/Pets/UltimatumPet",40,2,2,"Ultimatum Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6393,-169038181,[],[],[],[],[],"","","",[],190,[],"","",15,"","",""
3653,"Metadata/Items/Pets/LightbringerSmallPet",40,2,2,"Lightbringer Cat Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6394,-1305550394,[],[],[],[],[],"","","",[],191,[],"","",15,"","",""
3654,"Metadata/Items/Pets/LightbringerLargePet",40,2,2,"Lightbringer Gryffon Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6395,1686003594,[],[],[],[],[],"","","",[],191,[],"","",15,"","",""
3655,"Metadata/Items/Pets/DarkshardSmallPet",40,2,2,"Darkshard Falcon Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6396,875997738,[],[],[],[],[],"","","",[],191,[],"","",15,"","",""
3656,"Metadata/Items/Pets/DarkshardLargePet",40,2,2,"Darkshard Gryffon Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6397,1518453460,[],[],[],[],[],"","","",[],191,[],"","",15,"","",""
3657,"Metadata/Items/Pets/HasinaPet",40,2,2,"Hasina Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6398,1149313638,[],[],[],[],[],"","","",[],45,[],"","",15,"","",""
3658,"Metadata/Items/Pets/HasinaPremiumPet",40,2,2,"Hasina Premium Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6399,885366830,[],[],[],[],[],"","","",[],45,[],"","",15,"","",""
3659,"Metadata/Items/Pets/HasinaPremiumExpiredPet",40,2,2,"Hasina Premium Expired Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6400,530944034,[],[],[],[],[],"","","",[],45,[],"","",15,"","",""
3660,"Metadata/Items/Pets/ThaumaturgyDachshundPet",40,2,2,"Thaumaturgy Dachshund Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6401,1635926196,[],[],[],[],[],"","","",[],160,[],"","",15,"","",""
3661,"Metadata/Items/Pets/SoulkeeperVizierPet",40,2,2,"Soulkeeper Vizier Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6402,-131084549,[],[],[],[],[],"","","",[],196,[],"","",15,"","",""
3662,"Metadata/Items/Pets/ScavengerSmallPet",40,2,2,"Scavenger Bat Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6403,-453951185,[],[],[],[],[],"","","",[],193,[],"","",15,"","",""
3663,"Metadata/Items/Pets/ScavengerLargePet",40,2,2,"Scavenger Ratmother Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6404,-1247977032,[],[],[],[],[],"","","",[],193,[],"","",15,"","",""
3664,"Metadata/Items/Pets/OverseerSmallPet",40,2,2,"Overseer Candlemass Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6405,-1065564685,[],[],[],[],[],"","","",[],193,[],"","",15,"","",""
3665,"Metadata/Items/Pets/OverseerLargePet",40,2,2,"Overseer Owl Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6406,318517820,[],[],[],[],[],"","","",[],193,[],"","",15,"","",""
3666,"Metadata/Items/Pets/ParagonPet",40,2,2,"Paragon Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6408,2138521773,[],[],[],[],[],"","","",[],39,[],"","",15,"","",""
3667,"Metadata/Items/Pets/SavageEthercraftPet",40,2,2,"Savage Ethercraft Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6409,-2028779330,[],[],[],[],[],"","","",[],176,[],"","",15,"","",""
3668,"Metadata/Items/Pets/EnragedEthercraftPet",40,2,2,"Enraged Ethercraft Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6410,-326156605,[],[],[],[],[],"","","",[],176,[],"","",15,"","",""
3669,"Metadata/Items/Pets/TranquilEthercraftPet",40,2,2,"Tranquil Ethercraft Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6411,281499549,[],[],[],[],[],"","","",[],176,[],"","",15,"","",""
3670,"Metadata/Items/Pets/ChaoticEthercraftPet",40,2,2,"Chaotic Ethercraft Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6412,-1880145518,[],[],[],[],[],"","","",[],176,[],"","",15,"","",""
3671,"Metadata/Items/Pets/AuspiciousDragonPet",40,2,2,"Auspicious Dragon Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6413,-1122915159,[],[],[],[],[],"","","",[],7,[],"","",15,"","",""
3672,"Metadata/Items/Pets/AuspiciousDragonPremiumPet",40,2,2,"Auspicious Dragon Premium Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6414,810308267,[],[],[],[],[],"","","",[],7,[],"","",15,"","",""
3673,"Metadata/Items/Pets/AuspiciousDragonPremiumExpiredPet",40,2,2,"Auspicious Dragon Premium Expired Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6414,-1928854221,[],[],[],[],[],"","","",[],7,[],"","",15,"","",""
3674,"Metadata/Items/Pets/JingweiPet",40,2,2,"Jingwei Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6416,-836433217,[],[],[],[],[],"","","",[],194,[],"","",15,"","",""
3675,"Metadata/Items/Pets/JingweiPremiumPet",40,2,2,"Jingwei Premium Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6417,-608452508,[],[],[],[],[],"","","",[],194,[],"","",15,"","",""
3676,"Metadata/Items/Pets/JingweiPremiumExpiredPet",40,2,2,"Jingwei Premium Expired Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6418,2111232153,[],[],[],[],[],"","","",[],194,[],"","",15,"","",""
3677,"Metadata/Items/Pets/BuccaneerPet",40,2,2,"Buccaneer Pet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,6419,-1431835662,[],[],[],[],[],"","","",[],202,[],"","",15,"","",""
3678,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionApplyVisualIdentity",40,1,1,"Skin Transfer","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,34,[],[],[],[],[33],29,1,305,-743965911,[],[],[],[],[],"","","",[],17,[],"","",0,"","",""
