"rownum","i32","[rid]","[rid]","i32","i32","i32","i32","i32","bool","i32","i32","i32","bool","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","i32","i32","bool","i32","bool","rid","[i32]","i32","bool","bool","rid","bool","[rid]","bool","bool","rid","bool","[rid]","bool","bool"
301,301,[2672],[],0,2,3,20,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
302,302,[2672],[],0,2,3,20,0,1,3,2,0,1,1,0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
303,303,[2672],[],0,2,3,20,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
304,304,[2672],[],0,2,3,20,0,1,3,2,0,1,1,0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
305,305,[3542],[],300,1,2,25,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
306,306,[3542],[],300,1,2,30,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
307,307,[3542],[],300,1,2,35,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
308,308,[3542],[],300,1,2,40,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
309,309,[3542],[],300,1,2,45,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
310,310,[3543],[],0,1,3,28,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
311,311,[568],[],0,1,3,40,0,1,13,13,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
312,312,[3502],[],0,1,4,15,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
313,313,[2562],[],0,1,2,6,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
314,314,[568],[],0,1,3,40,0,1,13,13,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
315,315,[3526],[],0,2,3,30,0,1,6,3,100,1,"",0,0,8,0,3,0,2,0,1,0,"","",35,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
316,316,[3529],[],0,1,4,20,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
317,317,[3535],[],0,1,4,20,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
318,318,[3536],[],800,3,2,50,20,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,"","","","",[200],"",1,"","",[],"",""
319,319,[3540],[],0,1,2,22,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
320,320,[1459],[],200,3,3,55,14,1,6,2,100,1,"",0,0,8,0,3,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
321,321,[3734],[],100,2,2,13,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",145,7,"",33,"","",[],3,1,1,"","",[],"",1,"","",[],"",""
322,322,[3734],[],80,2,2,13,0,1,3,2,0,1,1,0,0,8,0,1,0,4,0,1,0,"","",145,7,"",33,"","",[],4,1,1,"","",[],"",1,"","",[],"",""
323,323,[3744],[],170,2,2,25,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",180,7,"",40,"","",[],3,1,1,"","",[],"",1,"","",[],"",""
324,324,[3745],[],0,1,3,25,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
325,325,[2995],[],0,2,2,30,0,1,6,2,100,1,"",0,0,8,0,3,10,4,0,1,0,"","",90,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
326,326,[763],[],0,1,4,10,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
327,327,[1226],[],600,3,4,35,15,1,4,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
328,328,[3186],[],0,4,2,32,18,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
329,329,[],[],0,1,4,12,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
330,330,[3552],[],0,1,4,18,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
331,331,[3595],[],0,1,4,18,0,1,13,13,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
332,332,[3596],[3629],0,3,3,230,10,1,6,3,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
333,333,[3597],[3629],0,3,3,230,10,1,6,3,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
334,334,[],[3628],0,1,4,11,0,1,13,13,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
335,335,[],[3628],0,1,4,11,0,1,13,13,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
336,336,[442],[],200,2,3,50,0,1,3,2,85,1,"",0,0,8,0,1,0,4,0,1,0,1,"",25,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
337,337,[3536],[],800,3,4,50,20,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,"","","","",[200],"",1,"","",[],"",""
338,338,[3622],[],100,2,3,37,0,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",90,7,"",33,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
339,339,[436],[],0,1,2,30,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
340,340,[3600],[],500,3,2,55,20,1,3,2,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
341,341,[683],[],0,1,2,25,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
342,342,[3630],[3629],0,3,3,230,10,1,6,3,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
343,343,[3631],[3629],0,3,3,230,10,1,6,3,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
344,344,[3632],[3629],0,3,3,230,10,1,6,3,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
345,345,[3633],[3629],0,3,3,230,10,1,6,3,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
346,346,[3634],[3629],0,3,3,230,10,1,6,3,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
347,347,[3635],[3629],0,3,3,230,10,1,6,3,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
348,348,[3636],[3629],0,3,3,230,10,1,6,3,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
349,349,[3637],[3629],0,3,3,230,10,1,6,3,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
350,350,[3638],[3629],0,3,3,230,10,1,6,3,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
351,351,[3639],[3629],0,3,3,230,10,1,6,3,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
352,352,[3640],[3629],0,3,3,230,10,1,6,3,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
353,353,[3641],[3629],0,3,3,230,10,1,6,3,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
354,354,[3617],[],0,3,3,35,7,1,6,3,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
355,355,[3623],[],1000,1,2,51,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",100,"",1431,[35],1,1,1,"","",[],"",1,"","",[],"",""
356,356,[3644],[],0,1,3,18,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
357,357,[3655],[],0,1,4,14,0,1,13,13,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
358,358,[3656],[],0,2,4,29,0,1,4,2,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",60,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
359,359,[3658],[],0,3,3,230,10,1,6,3,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
360,360,[],[],0,1,2,12,0,1,13,13,0,"","",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
361,361,[],[],0,1,2,12,0,1,13,13,0,"","",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
362,362,[],[],200,2,2,16,0,1,3,2,100,"","",0,0,8,0,1,0,4,0,1,0,"","",105,7,"",50,"","",[],3,"","","","",[],"",1,"","",[],"",""
363,363,[3657],[],1000,3,3,46,15,1,6,3,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
364,364,[3665],[],0,1,3,25,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
365,365,[684],[],0,1,4,15,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
366,366,[3664],[],1000,1,3,25,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
367,367,[3665],[],0,1,3,25,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
368,368,[1494],[],0,1,4,15,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
369,369,[3677],[],0,1,3,30,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
370,370,[3675],[],0,1,4,35,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
371,371,[3676],[],0,1,4,25,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
372,372,[3723],[],200,3,3,55,7,1,6,3,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
373,373,[3722],[],0,1,3,25,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
374,374,[],[],300,2,3,30,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",180,7,"",100,"","",[],3,1,1,"","",[],"",1,"","",[],"",""
375,375,[],[],300,2,3,30,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",180,7,"",100,"","",[],4,1,1,"","",[],"",1,"","",[],"",""
376,376,[3674],[],300,2,3,22,0,1,3,2,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",150,7,"",100,"","",[],3,1,1,"","",[],"",1,"","",[],"",""
377,377,[3701],[],0,3,3,28,12,1,3,2,0,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
378,378,[3702],[],0,3,3,28,12,1,3,2,0,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
379,379,[],[],0,1,4,20,0,1,13,13,0,"","",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
380,380,[3682],[],500,2,3,28,0,1,6,3,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",30,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
381,381,[],[],500,2,3,28,0,1,6,3,100,1,"",0,0,8,0,1,0,4,0,1,0,1,"",30,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
382,382,[3681],[],400,3,3,46,10,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",0,7,"",50,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
383,383,[3700],[],0,1,3,19,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
384,384,[3723],[],200,3,3,55,7,1,6,3,100,1,"",0,0,8,0,3,0,4,0,1,0,1,"",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
385,385,[],[],0,2,2,20,0,1,6,2,100,1,"",0,0,8,0,1,0,2,0,1,0,1,"",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
386,386,[1454],[],0,1,4,15,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
387,387,[1521],[],0,1,4,18,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
388,388,[3721],[],500,3,3,46,6,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
389,389,[3720],[],0,2,3,37,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",30,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
390,390,[3712],[],0,1,3,9,0,1,13,13,0,1,"",0,0,8,0,1,0,2,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
391,391,[3716],[],0,1,4,9,0,1,13,13,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
392,392,[3674],[],300,2,3,22,0,1,3,2,0,1,1,0,0,8,0,1,0,2,0,1,0,"","",150,7,"",100,"","",[],3,1,1,"","",[],"",1,"","",[],"",""
393,393,[3726],[],0,1,4,23,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
394,394,[3736],[],0,2,4,29,0,1,4,2,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",60,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
395,395,[3749],[],700,1,2,64,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",250,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
396,396,[],[],300,2,2,26,0,1,3,2,0,"","",0,0,8,0,1,0,2,0,1,0,"","",180,7,"",100,"","",[],3,"","","","",[],"",1,"","",[],"",""
397,397,[],[],300,2,2,26,0,1,3,2,0,"","",0,0,8,0,1,0,2,0,1,0,"","",180,7,"",100,"","",[],4,"","","","",[],"",1,"","",[],"",""
398,398,[442],[],400,2,2,55,0,1,4,2,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",52,7,"",50,"","",[],1,1,1,"",1,[],"",1,"","",[],"",""
399,399,[1745],[],400,2,2,50,0,1,4,2,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",52,7,"",50,"","",[],1,1,1,"",1,[],"",1,"","",[],"",""
400,400,[1486],[],400,2,2,55,0,1,4,2,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",52,7,"",50,"","",[],1,1,1,"",1,[],"",1,"","",[],"",""
401,401,[549],[],400,2,2,45,0,1,4,2,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",60,7,"",50,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
402,402,[549],[],400,2,2,65,0,1,4,2,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",60,7,"",50,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
403,403,[549],[],400,2,2,85,0,1,4,2,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",60,7,"",50,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
404,404,[549],[],400,2,2,105,0,1,4,2,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",60,7,"",50,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
405,405,[624],[],350,2,2,33,0,1,4,2,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",25,7,"",70,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
406,406,[3774],[],135,2,3,23,0,1,3,2,0,1,"",0,0,8,0,3,0,4,-10,1,0,"","",170,7,"",40,"","",[],3,1,1,"","",[],"",1,"","",[],"",""
407,407,[3773],[],120,2,3,28,0,1,3,2,0,1,"",0,0,8,0,3,0,4,0,1,0,"","",180,7,"",40,"","",[],3,1,1,"","",[],"",1,"","",[],"",""
408,408,[],[],153,2,3,22,0,1,3,2,0,"","",0,0,8,0,1,0,4,-23,1,0,"","",183,7,"",33,"","",[],3,"","","","",[],"",1,"","",[],"",""
409,409,[],[],215,2,3,22,0,1,3,2,0,"","",0,0,8,0,1,0,4,-15,1,0,"","",183,7,"",33,"","",[],4,"","","","",[],"",1,"","",[],"",""
410,410,[3792],[],0,1,4,22,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
411,411,[3816],[],320,3,3,100,20,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",40,"","",[],1,1,1,"",1,[180],1,1,"","",[],"",""
412,412,[3828],[],0,1,4,7,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
413,413,[],[],0,1,4,15,0,1,13,13,0,1,"",0,0,8,0,1,0,2,0,1,0,1,"",0,7,"",0,"",1502,[10],1,1,1,"","",[],"",1,"","",[],"",""
414,414,[3833],[],0,1,3,20,0,1,13,13,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
415,415,[3834],[],350,3,3,70,22,1,6,2,100,1,"",0,0,8,0,1,0,2,0,1,0,"","",0,7,"",50,"","",[],1,1,1,"","",[200],"",1,"","",[],"",""
416,416,[3835],[],0,1,3,30,0,1,13,13,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
417,417,[3836],[],0,1,3,15,0,1,13,13,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
418,418,[3837],[],0,4,3,30,15,1,13,13,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
419,419,[3838],[],0,4,3,45,30,1,13,13,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
420,420,[3839],[],0,4,3,60,45,1,13,13,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
421,421,[3840],[],500,3,3,105,28,1,6,2,100,1,"",0,0,8,0,1,0,2,0,1,0,1,"",0,7,"",50,"","",[],1,1,1,"","",[280],"",1,"","",[],"",""
422,422,[3827],[],0,1,4,12,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
423,423,[623],[],0,2,3,60,0,1,6,2,100,1,"",0,0,8,0,1,0,2,0,1,0,"","",30,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
424,424,[623],[],0,2,3,60,0,1,6,2,100,1,"",0,0,8,0,1,0,2,0,1,0,"","",30,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
425,425,[3851],[],0,1,4,12,0,1,13,13,0,"","",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
426,426,[3859],[],0,1,2,15,0,1,13,13,0,1,"",0,0,8,0,2,11,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
427,427,[3870],[],0,1,4,12,0,1,13,13,0,1,"",0,0,8,0,4,11,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
428,428,[3810],[],0,1,3,23,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
429,429,[3874],[],0,1,3,15,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
430,430,[3875],[],0,1,3,25,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
431,431,[3876],[],100,3,3,60,16,1,6,2,100,1,"",0,0,8,0,1,0,2,0,1,0,"","",0,7,"",33,"","",[],1,1,1,"","",[180],"",1,"","",[],"",""
432,432,[3877],[],0,1,3,20,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
433,433,[3879],[],0,3,3,25,20,1,6,2,100,1,"",0,0,8,0,3,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[200],"",1,"","",[],"",""
434,434,[3880],[],0,1,2,20,0,1,13,13,0,1,"",0,0,8,0,1,0,2,90,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
435,435,[3884],[],0,1,2,12,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"",1502,[8],1,1,1,"","",[],"",1,"","",[],"",""
436,436,[],[],78,2,2,15,0,1,6,2,100,1,"",0,0,8,0,1,0,2,-27,1,0,"","",135,7,"",33,"","",[],3,1,1,"","",[],"",1,"","",[],"",""
437,437,[],[],74,2,2,15,0,1,6,2,100,1,"",0,0,8,0,1,0,2,21,1,0,"","",135,7,"",33,"","",[],4,1,1,"","",[],"",1,"","",[],"",""
438,438,[3845],[],0,1,4,20,0,1,13,13,0,"","",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
439,439,[3889],[],0,4,4,25,20,1,13,13,0,"","",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
440,440,[3890],[],0,4,4,30,25,1,13,13,0,"","",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
441,441,[3891],[],0,4,4,35,30,1,13,13,0,"","",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
442,442,[3802],[],0,1,4,12,0,1,13,13,0,1,"",0,0,8,0,1,0,2,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
443,443,[3776],[],0,1,4,22,0,1,13,13,0,1,"",0,0,8,0,4,11,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
444,444,[3775],[],0,1,4,22,0,1,13,13,0,1,"",0,0,8,0,4,11,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
445,445,[3777],[],0,1,4,14,0,1,13,13,0,1,"",0,0,8,0,4,11,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
446,446,[3778],[],0,1,4,14,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"",1512,[-30],1,1,1,"","",[],"","","","",[],"",""
447,447,[3931],[],0,1,4,5,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
448,448,[],[],0,1,4,14,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
449,449,[],[],0,1,4,14,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
450,450,[3889],[],0,4,4,40,35,1,13,13,0,"","",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
