"rownum","Id","DisplayedName","Description","string","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","i32","i32","i32","i32","bool","bool"
431,"new_shock_nova","Shock Nova","Casts a ring of Lightning around you, followed by a larger Lightning nova. Each effect hits enemies caught in their area with Lightning Damage.","NewShockNova","Art/2DArt/SkillIcons/ShockNova.dds",[4],"[2,7,8,14,15,16,22,32,31,70,72,84]",[],"","",1,"NewShockNova","",21,1,"[4054,4219]","[24,434]",[],1,1,[],8,3,"","",12,0,276298,0,"",""
432,"flame_dash","Flame Dash","Teleport to a location, damaging enemies and leaving a trail of burning ground in your wake. Shares a cooldown with other Blink skills.","FlameDash","Art/2DArt/SkillIcons/FlameDash.dds","[2,1,20,23]","[2,34,7,35,9,15,32,29,14,16,79,80,90]",[],"","",1,"FlameDash","",21,1,"[4379,4071]","[3351,24]",[],1,1,[],8,0,"","",12,0,277038,0,"",""
433,"vulture_parasite_take_off","","","VultureTakeoff","","[2,1]",[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,277324,0,"",""
434,"piety_corrupted_ball_lightning","","","PietyCorruptedBallLightning","",[11],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,277658,0,"",""
435,"piety_corrupted_lightning_beam","","","PietyCorruptedLightningBeam","",[11],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,277976,0,"",""
436,"vaal_aura_elemental_damage_healing","Gluttony of Elements","Casts an aura that causes taking elemental damage to heal you and nearby allies instead.","VaalAuraElementalDamageHealing","Art/2DArt/SkillIcons/GluttonyOfElements.dds",[4],"[2,5,8,9,15,38,39,72,64,85,86,90]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,278670,0,"",""
437,"curse_transfer","Curse Transfer","","CurseTransfer","Art/2DArt/SkillIcons/FleshOffering.dds",[2],"[2,5]",[],"","",1,"CurseTransfer","",21,1,[],[],[],1,1,[],8,"","","",0,0,278776,0,"",""
438,"barrel_explosion","Barrel Explosion","","BarrelExplosion","Art/2DArt/SkillIcons/iconbasicattack.dds",[4],"[2,7,8,72]",[],"","",1,"BarrelExplosion","",21,1,[],[],[],1,1,[],8,"","","",9,0,278902,0,"",""
439,"malachai_elemental_cone","","","MalachaiElementalCone","","[1,2]",[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,279154,0,"",""
440,"malachai_teleport_slam","","","MalachaiTeleportSlam","",[2],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,279446,0,"",""
441,"malachai_shadow_barrage","","","MalachaiShadowBarrage","","[1,2]",[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,279762,0,"",""
442,"malachai_teleport","","","MalachaiTeleport","",[2],[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,280052,0,"",""
443,"shavronne_lightning_thorns","","","LightningThorns","",[4],"[2,5,9]",[],"","",1,"ShavronneLightningThorns","",21,1,[],[],[],1,1,[],8,"","","",0,0,280176,0,"",""
444,"vigilant_strike","Vigilant Strike","Attacks enemies with a powerful melee strike. You gain the Fortify buff, granting damage reduction. The cooldown can be bypassed by expending an Endurance Charge. Requires a Melee Weapon.","Fortify","Art/2DArt/SkillIcons/VigilantStrike.dds","[1,2]","[1,5,20,24,21,44,90]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"VigilantStrike","",21,1,"[4069,4353,3304]","[24,2964,5847]",[],1,1,[],8,"","","",13,0,281094,0,"",""
445,"ice_elemental_spear","Ice Elemental Spear","","IceElementalSpear","","[2,1]","[3,57,2,14,15]",[],"","",1,"IceElementalSpear","",21,1,[],[],[],1,1,[],8,"","","",12,0,281452,0,"",""
446,"kaom_fire_chasm","","","KaomFireChasm","","[1,2]",[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,281720,0,"",""
447,"kaom_volcano_mortar","","","KaomVolcanoMortar","",[10],"[3,2,7,8,14,15,16,22,32,72,82]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,282056,0,"",""
448,"frost_blades","Frost Blades","Attack enemies with increased range, releasing icy blades from the first enemy hit which fly at other enemies. Requires a Melee Weapon.","IceStrike","Art/2DArt/SkillIcons/IceStrike.dds","[1,2]","[1,3,21,24,20,30,41,82]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",21,1,"[3612,3610,3611,5709,5411]","[172,24,175,5710,13407]",[],1,1,[],8,"","","",13,0,283080,0,"",""
449,"fire_elemental_cone","Fire Elemental Cone","","FireElementalCone","Art/2DArt/SkillIcons/iconfrostnova.dds","[1,2]","[2,7,8,14,15,16,22,32,29,72,90]",[],"","",1,"FireElementalCone","",21,1,[],[],[],1,1,[],8,"","","",12,0,283462,0,"",""
450,"shavronne_lightning_tendrils","","","ShavronneLightningTouch","","[1,2]",[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,283776,0,"",""
451,"shavronne_teleport","","","ShavronneTeleport","",[4],"[2,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,284058,0,"",""
452,"daresso_reave","","","DaressoReave","","[1,2]",[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,284320,0,"",""
453,"puitotem_monster_teleport","","","MonsterTeleport","","[3,2,1]","[2,7,8,9,14,15,16,34,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,284630,0,"",""
454,"daresso_charge","","","DaressoCharge","","[1,2]","[1,34]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,284900,0,"",""
455,"vulture_leap_slam","Leap Slam","Jump into the air, damaging enemies (and knocking back some) with your weapon where you land. Enemies you would land on are pushed out of the way. Requires an axe, mace, sword or staff.","LeapSlam","Art/2DArt/SkillIcons/iconleapslam.dds",[16],"[1,8,20,24,34,79,92,15]","[9,10,11,12,32,14,15,16,17,57]","Long ago, the marauders of Oriath perfected a devastating battle technique - the ferocious Leap Slam. With a guttural cry, the leaper hurtles forward and smashes the ground at the feet of the enemy. The force from this blow deals substantial damage in a circle around the targeted spot, and will even knock back and stun. The Leap Slam is useful not only as an offensive technique, but also because it can serve, in a pinch, to escape from danger. The Marauders of Oriath were famous for attacking their foes from above, leaping down from high ledges to crush their enemies' skulls.","http://s3.amazonaws.com/pathofexile/image/skills/strength/leap_slam.jpg",1,"LeapSlam","",21,1,[],[],[],1,1,[],8,0,"","",13,0,285716,0,"",""
456,"curse_consume","Curse Consume","","CurseConsume","Art/2DArt/SkillIcons/FleshOffering.dds",[2],"[2,5]",[],"","",1,"CurseConsume","",21,1,[],[],[],1,1,[],8,"","","",0,0,286024,0,"",""
457,"fire_mortar","Rolling Magma","Lob a fiery orb that explodes as it hits the ground. The skill chains, releasing another fiery orb that repeats this effect.","FireMortar","Art/2DArt/SkillIcons/FireMortar.dds","[1,2]","[2,7,8,14,16,15,32,29,3,57,22,19,70,72]",[],"","",1,"","",21,1,"[4011,4271,4195,5656,11860,11863]","[24,172,434,173,11861,11864]",[],1,1,[],8,"","","",12,0,286686,0,"",""
458,"viking_upheaval","","","VikingUpheaval","","[1,2]",[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,286956,0,"",""
459,"summon_eye","","","SummonEye","",[4],[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,287218,0,"",""
460,"trigger_kaom_archer_spawners","","","TriggerKaomArcherSpawners","",[4],[],[],"","",1,"TriggerKaomArcherSpawners","",21,1,[],[],[],1,1,[],8,"","","",0,0,287336,0,"",""
461,"trigger_kaom_skull_spawners","","","TriggerKaomSkullSpawners","",[4],[],[],"","",1,"TriggerKaomSkullSpawners","",21,1,[],[],[],1,1,[],8,"","","",0,0,287450,0,"",""
462,"new_punishment","Punishment","Curses all targets in an area, causing them to be debilitated when they hit enemies and increasing damage they take while on low life. Some overkill damage from a killing blow on a cursed enemy will be reflected to surrounding targets.","NewPunishment","Art/2DArt/SkillIcons/punishment.dds","[1,2,22]","[2,8,9,14,15,16,22,32,56,69,70,72,28,85,86,97]",[],"","",1,"NewPunishment",1,21,1,"[4327,4359]","[1390,215]",[],1,1,[],8,"","","",13,0,288126,0,"",""
463,"new_arctic_armour","Arctic Armour","Conjures an icy barrier that chills enemies when they hit you. You drop chilled ground while moving, and take less Fire and Physical damage while stationary.","NewArcticArmour","Art/2DArt/SkillIcons/Iceshield.dds",[4],"[2,5,15,9,12,23,30,17,64,67,68,72,85,86,90]",[],"","",1,"NewArcticArmour","",21,1,"[4332,4409]","[14052,4548]",[],1,1,[],8,"","","",0,0,288852,0,"",""
464,"monster_arctic_armour_trigger","Arctic Armour","","NewArcticArmour","Art/2DArt/SkillIcons/Iceshield.dds",[4],"[2,5,15,9,23,30,32,67,17,68,72,12]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,288966,0,"",""
465,"revenant_revive_undead","","","RevenantReviveUndead","",[6],[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,289066,0,"",""
466,"monster_snipe","","","MonsterSnipe","","[1,2]","[1,3,57,15,14,16,41,58,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,289168,0,"",""
467,"wild_strike","Wild Strike","Your melee weapon strikes enemies, converting physical damage to a random element. Then, depending on the element chosen, it releases a fiery explosion, an arcing bolt of lightning, or an icy wave. It will avoid choosing the same element twice in a row.","ElementalStrike","Art/2DArt/SkillIcons/ElementalStrike.dds","[1,2]","[1,21,24,20,31,30,29,3,8,19,41,82,102]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",21,1,"[4056,4312,4212]","[24,10583,434]",[],1,1,[],8,"","","",13,0,290420,0,"",""
468,"piety_ally_beam","Piety Beam","","PietyAllyBeam","",[2],"[1,9,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,290732,0,"",""
469,"trap_ice","Ice Trap","Throws a trap that creates a series of icy runic explosions when triggered, dealing cold damage to all enemies caught in the blasts.","TrapIceRune","Art/2DArt/SkillIcons/IceTrapRune.dds","[1,2,20]","[2,7,16,8,33,30,72]",[],"","",1,"IceTrap",1,21,1,"[4388,4399,4090,7873]","[3351,434,24,594]",[],1,1,[],8,"","","",12,0,291328,0,"",""
470,"invisible_fire","","","InvisibleFire","",[4],"[2,5,8,15,25,32,35,29,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",5,0,291622,0,"",""
471,"malachai_shield","","","MalachaiShield","",[4],"[2,5,9,15,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,291792,0,"",""
472,"mortar_with_ground_effects","Mortar","Like monster mortar skill, but leaves a ground effect on impact.","MortarWithGroundEffects","","[2,1]","[3,57,2,7,8,14,15,16,22,32,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,292098,0,"",""
473,"miner_beacon","","","MinerBeacon","",[4],"[2,7,8,9,14,16,15,32,22,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,292388,0,"",""
474,"malachai_transform_piety","","","MalachaiTransformPiety","",[2],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,292684,0,"",""
475,"piety_transform_piety","","","PietyTransformToCorruptPiety","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,292794,0,"",""
476,"piety_transform_piety_from_beast","","","CorruptPietyTransformToPiety","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,292926,0,"",""
477,"piety_transform_end","","","PietyTransformEnd","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,293010,0,"",""
478,"piety_transform_end_beast","","","PietyTransformEnd","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,293068,0,"",""
479,"malachai_impale","","","MalachaiImpale","",[2],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,293138,0,"",""
480,"piety_activate_eye_spawner","","","PietyActivateEyeSpawner","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,293248,0,"",""
481,"malachai_open_heart","","","MalachaiOpenHeart","",[3],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,293332,0,"",""
482,"heart_grant_shield","","","HeartGrantShield","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,293412,0,"",""
483,"gain_charges","","","GainCharges","",[4],"[2,5]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,293478,0,"",""
484,"daresso_sword_trap","","","DaressoSwordTrap","","[1,2]",[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,293562,0,"",""
485,"malachai_spawn_tri_bomb","","","MalachaiSpawnTriBomb","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,293852,0,"",""
486,"repeatable_wave","","","RepeatableWave","","[1,2]",[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,293926,0,"",""
487,"new_phase_run","Phase Run","Gain a buff that makes you faster, harder to detect, and grants Phasing, letting you pass through enemies. Performing any skill replaces this buff with one that boosts melee physical damage of skills you use yourself (it will not apply to your melee skills used by totems). Consumes Frenzy Charges to increase duration.","NewPhaseRun","Art/2DArt/SkillIcons/iconphaserun.dds",[4],"[2,5,9,32,34,64,28,79,90]",[],"","",1,"","",21,1,[4515],[215],[],1,1,[],8,0,"","",0,0,294904,0,"",""
488,"fire_elemental_meteor","","","FireElementalMeteor","",[4],"[1,8]",[],"","",1,"",1,21,1,[],[],[],1,1,[],8,"","","",13,0,295004,0,"",""
489,"blast_rain","Blast Rain","Fires arrows up in the air, to rain down in an area. Each arrow deals area damage around where it lands, and they will all overlap on the targeted location.","BlastRain","Art/2DArt/SkillIcons/BlastRain.dds","[1,2,20]","[1,41,29,58,8,11,62,15,14,16,32,89]",[13],"","",1,"",1,21,1,"[4085,4394,4509,10987]","[24,434,174,10986]",[],1,1,[],8,"","","",13,0,295874,0,"",""
490,"blast_rain_triggerable","","","BlastRain","","[1,2]","[1,8,11,15,14,16,29,41,32,89]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,296178,0,"",""
491,"shrapnel_shot","Galvanic Arrow","Releases arrows along with a burst of lightning which damages all enemies in a cone. The arrows degrade in-flight as the lightning dissipates, soon vanishing.","ShrapnelShot","Art/2DArt/SkillIcons/ShrapnelShot.dds","[1,2]","[1,3,57,8,15,14,16,31,41,58,32]",[13],"","",1,"","",21,1,"[4084,4413,4393,10726,5448]","[24,449,434,175,619]",[],1,1,[],8,"","","",13,0,297102,0,"",""
492,"burnwillow_target_area","","","BurnwillowTargetArea","","[1,2]","[8,9,2,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,297426,0,"",""
493,"static_tether","Static Tether","","StaticTether","Art/2DArt/SkillIcons/stormcall.dds","[1,2]","[2,3,7,11,8,9,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",17,0,297550,0,"",""
494,"piety_reverse_cleave","Piety Reverse Cleave","","PietyReverseCleave","",[2],"[1,8,20,35]",[],"","",1,"PietyReverseCleave","",21,1,[],[],[],1,1,[],8,"","","",13,0,297970,0,"",""
495,"bladefall","Bladefall","Ethereal weapons rain from the sky, dealing damage to enemies in a sequence of volleys, each wider but less damaging than the last. Enemies can be hit multiple times where these overlap.","RainOfBlades","Art/2DArt/SkillIcons/RainOfBlades.dds","[1,2,22]","[2,8,14,16,15,7,32,22,56,70,72,28,9]",[],"","",1,"Bladefall","",21,1,"[4414,4089,4398]","[554,24,434]",[],1,1,[],8,3,"","",12,0,298864,0,"",""
496,"labyrinth_boss_rain_of_blades","Rain Of Blades","","RainOfBlades","Art/2DArt/SkillIcons/RainOfBlades.dds",[16],"[2,8,14,16,15,7,32,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,299186,0,"",""
497,"blade_vortex","Blade Vortex","An ethereal blade spins around you for a duration, repeatedly damaging enemies that it passes through.","SpinningEtherealBlades","Art/2DArt/SkillIcons/SpinningEtherealBlades.dds",[4],"[2,7,8,9,15,22,32,23,70,72,28]",[],"","",1,"BladeVortex","",21,1,"[4088,4371,4397]","[24,215,434]",[],1,1,[],8,"","","",12,0,299958,0,"",""
498,"vaal_blade_vortex","Vaal Blade Vortex","Creates an independently-moving vortex of ethereal blades which lasts for a duration. The vortex moves toward nearby enemies, repeatedly damaging enemies that it passes through.","VaalBladeVortex","Art/2DArt/SkillIcons/SpinningEtherealBlades.dds","[1,2]","[2,7,8,9,15,23,38,72,28]",[],"","",1,"VaalBladeVortex","",21,1,"[4088,4371,4397,7982]","[24,215,434,7983]",[],1,1,[],8,"","","",12,0,300790,0,"",""
499,"frost_bomb","Frost Bomb","Creates a crystal that pulses with cold for a duration. Each pulse applies a debuff to nearby enemies for a secondary duration which reduces life and energy shield regeneration rate, and reduces energy shield recharge rate, and also inflicts Cold Exposure. When the crystal's duration ends, it explodes, dealing heavy cold damage to enemies around it.","FrostBomb","Art/2DArt/SkillIcons/FrostBomb.dds","[1,20,22]","[2,8,9,30,7,22,15,14,16,32,56,72,90,100]",[],"","",1,"FrostBomb",1,21,1,"[4386,4093,4401,7995]","[3351,24,434,168]",[],1,1,[],8,"","","",12,0,302026,0,"",""
500,"word_of_flames","Word of Flames","Releases a nova of fire around you, damaging nearby enemies.","FireNovaOnKill","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,7,29,32,72,84,90,90]",[],"","",1,"EnchantmentOfFlamesOnHit",1,21,"",[],[],[],1,"",[],8,"","","",12,0,302530,0,"",""
501,"edict_of_flames","Edict of Flames","Releases a nova of fire around you, damaging nearby enemies.","FireNovaOnKill","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,7,29,32,72,84,90,90]",[],"","",1,"EnchantmentOfFlamesOnHit",1,21,"",[],[],[],1,"",[],8,"","","",12,0,302830,0,"",""
502,"decree_of_flames","Decree of Flames","Releases a nova of fire around you, damaging nearby enemies.","FireNovaOnKill","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,7,29,32,72,84,90,90]",[],"","",1,"EnchantmentOfFlamesOnHit",1,21,"",[],[],[],1,"",[],8,"","","",12,0,303134,0,"",""
503,"commandment_of_flames","Commandment of Flames","Releases a nova of fire around you, damaging nearby enemies.","FireNovaOnKill","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,7,29,32,72,84,90,90]",[],"","",1,"EnchantmentOfFlamesOnHit",1,21,"",[],[],[],1,"",[],8,"","","",12,0,303458,0,"",""
504,"unique_animate_weapon","Manifest Dancing Dervish","Manifests Dancing Dervish to fight by your side. While Dancing Dervish is manifested, you have Onslaught and cannot use Weapons. Cannot be supported by supports that would create other minions.","UniqueAnimateWeapon","Art/2DArt/BuffIcons/RhysSword.dds",[4],"[2,6,18,32,50,61,77,90,37]",[],"","",1,"UniqueAnimateWeapon","",21,"",[],[],"[1,20,21,8,34,24]",1,"",[],8,"","","",0,0,304314,0,"",""
505,"orb_of_storms","Orb of Storms","Creates a stationary electrical orb that frequently unleashes a splitting bolt of lightning at a nearby enemy. Modifiers to cast speed will increase how frequently it does this. Using a lightning skill while inside the orb's cloud unleashes additional bolts. Casting this skill again will replace the previous orb.","StormCloud","Art/2DArt/SkillIcons/StormCloud.dds",[1],"[2,7,31,9,8,19,32,14,16,15,72,90,100]",[],"","",1,"OrbOfStorms","",21,1,"[4094,4415,4402,7975]","[24,554,434,216]",[],1,1,[],8,3,"","",12,0,305314,0,"",""
506,"lb_retractable_trap","","","LbRetractableTrap","",[1],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,305590,0,"",""
507,"word_of_the_grave_on_kill","Word of the Grave","Summons three icy skull minions that explode at the end of their duration.","SummonExplosiveIcyRagingSpirit","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,30,32,37,9,77,90]",[],"","",1,"EnchantmentOfTheGraveOnKill","",21,"",[],[],"[1,20,21,24]",1,"",[],8,"","","",0,0,306220,0,"",""
508,"edict_of_the_grave_on_kill","Edict of the Grave","Summons three icy skull minions that explode at the end of their duration.","SummonExplosiveIcyRagingSpirit","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,30,32,37,9,77,90]",[],"","",1,"EnchantmentOfTheGraveOnKill","",21,"",[],[],"[1,20,21,24]",1,"",[],8,"","","",0,0,306372,0,"",""
509,"decree_of_the_grave_on_kill","Decree of the Grave","Summons three icy skull minions that explode at the end of their duration.","SummonExplosiveIcyRagingSpirit","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,30,32,37,9,77,90]",[],"","",1,"EnchantmentOfTheGraveOnKill","",21,"",[],[],"[1,20,21,24]",1,"",[],8,"","","",0,0,306528,0,"",""
510,"commandment_of_the_grave_on_kill","Commandment of the Grave","Summons three icy skull minions that explode at the end of their duration.","SummonExplosiveIcyRagingSpirit","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,30,32,37,9,77,90]",[],"","",1,"EnchantmentOfTheGraveOnKill","",21,"",[],[],"[1,20,21,24]",1,"",[],8,"","","",0,0,306704,0,"",""
511,"word_of_reflection_when_hit","Word of Reflection","Creates a clone of you that attacks with your weapon.","TriggeredClone","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,37,9,32,77,90]",[],"","",1,"EnchantmentOfReflectionWhenHit","",21,"",[],[],"[1,20,21,3,57,24]",1,"",[],8,"","","",0,0,307068,0,"",""
512,"edict_of_reflection_when_hit","Edict of Reflection","Creates a clone of you that attacks with your weapon.","TriggeredClone","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,37,9,32,77,90]",[],"","",1,"EnchantmentOfReflectionWhenHit","",21,"",[],[],"[1,20,21,3,57,24]",1,"",[],8,"","","",0,0,307230,0,"",""
513,"decree_of_reflection_when_hit","Decree of Reflection","Creates a clone of you that attacks with your weapon.","TriggeredClone","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,37,9,32,77,90]",[],"","",1,"EnchantmentOfReflectionWhenHit","",21,"",[],[],"[1,20,21,3,57,24]",1,"",[],8,"","","",0,0,307396,0,"",""
514,"commandment_of_reflection_when_hit","Commandment of Reflection","Creates a clone of you that attacks with your weapon.","TriggeredClone","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,37,9,32,77,90]",[],"","",1,"EnchantmentOfReflectionWhenHit","",21,"",[],[],"[1,20,21,3,57,24]",1,"",[],8,"","","",0,0,307582,0,"",""
515,"word_of_light_when_critically_hit","Word of Light","Deals a portion of your main hand damage in an area around you and creates Consecrated Ground, causing you and your allies to regenerate life.","TriggeredConsecrate","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,9,37,32,90]",[],"","",1,"EnchantmentOfLightWhenCrit","",21,"",[],[],[],1,"",[],8,"","","",13,0,308096,0,"",""
516,"edict_of_light_when_critically_hit","Edict of Light","Deals a portion of your main hand damage in an area around you and creates Consecrated Ground, causing you and your allies to regenerate life.","TriggeredConsecrate","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,9,37,32,90]",[],"","",1,"EnchantmentOfLightWhenCrit","",21,"",[],[],[],1,"",[],8,"","","",13,0,308436,0,"",""
517,"decree_of_light_when_critically_hit","Decree of Light","Deals a portion of your main hand damage in an area around you and creates Consecrated Ground, causing you and your allies to regenerate life.","TriggeredConsecrate","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,9,37,32,90]",[],"","",1,"EnchantmentOfLightWhenCrit","",21,"",[],[],[],1,"",[],8,"","","",13,0,308780,0,"",""
518,"commandment_of_light_when_critically_hit","Commandment of Light","Deals a portion of your main hand damage in an area around you and creates Consecrated Ground, causing you and your allies to regenerate life.","TriggeredConsecrate","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,9,37,32,90]",[],"","",1,"EnchantmentOfLightWhenCrit","",21,"",[],[],[],1,"",[],8,"","","",13,0,309144,0,"",""
519,"word_of_thunder_on_kill","Word of Thunder","Damaging cones of lightning surround you.","TriggeredLightningCones","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,27,31,37,32,72,84,90]",[],"","",1,"EnchantmentOfThunderOnKill","",21,"",[],[],[],1,"",[],8,"","","",12,0,309668,0,"",""
520,"edict_of_thunder_on_kill","Edict of Thunder","Damaging cones of lightning surround you.","TriggeredLightningCones","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,27,31,37,32,72,84,90]",[],"","",1,"EnchantmentOfThunderOnKill","",21,"",[],[],[],1,"",[],8,"","","",12,0,309988,0,"",""
521,"decree_of_thunder_on_kill","Decree of Thunder","Damaging cones of lightning surround you.","TriggeredLightningCones","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,27,31,37,32,72,84,90]",[],"","",1,"EnchantmentOfThunderOnKill","",21,"",[],[],[],1,"",[],8,"","","",12,0,310312,0,"",""
522,"commandment_of_thunder_on_kill","Commandment of Thunder","Damaging cones of lightning surround you.","TriggeredLightningCones","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,27,31,37,32,72,84,90]",[],"","",1,"EnchantmentOfThunderOnKill","",21,"",[],[],[],1,"",[],8,"","","",12,0,310656,0,"",""
523,"triggered_lightning_cones","","","TriggeredLightningCones","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,27,31,37,32,72,90]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,310938,0,"",""
524,"summon_rock_golem","Summon Stone Golem","Summons a Stone Golem that grants you life regeneration. In addition to its melee attack, the Stone Golem uses a rolling charge and a powerful slam that can taunt enemies.","SummonRockGolem","Art/2DArt/SkillIcons/RockGolemSummon.dds",[1],"[32,16,6,18,22,2,15,14,51,28,77,77,90]",[],"","",1,"SummonRockGolem","",21,1,[5146],[3351],"[1,20,21,34,8,24]",1,1,[],8,"","","",0,0,311784,0,"",""
525,"word_of_force_on_hit","Word of Force","Release an arc of force from your weapon or fists, damaging enemies in front of you.","TriggeredCleave","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,7,37,32,90]",[],"","",1,"EnchantmentOfForceOnHit","",21,"",[],[],[],1,"",[],8,"","","",13,0,312142,0,"",""
526,"edict_of_force_on_hit","Edict of Force","Release an arc of force from your weapon or fists, damaging enemies in front of you.","TriggeredCleave","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,7,37,32,90]",[],"","",1,"EnchantmentOfForceOnHit","",21,"",[],[],[],1,"",[],8,"","","",13,0,312456,0,"",""
527,"decree_of_force_on_hit","Decree of Force","Release an arc of force from your weapon or fists, damaging enemies in front of you.","TriggeredCleave","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,7,37,32,90]",[],"","",1,"EnchantmentOfForceOnHit","",21,"",[],[],[],1,"",[],8,"","","",13,0,312774,0,"",""
528,"commandment_of_force_on_hit","Commandment of Force","Release an arc of force from your weapon or fists, damaging enemies in front of you.","TriggeredCleave","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,7,37,32,90]",[],"","",1,"EnchantmentOfForceOnHit","",21,"",[],[],[],1,"",[],8,"","","",13,0,313112,0,"",""
