"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","i32","i32","i32","i32","i32","rid","i32","[rid]","string","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","[rid]","rid","bool","bool","string","rid","rid","string","i32","i32","i32","i32"
1572,318,0,"Page 1",[],[],[],"",2565,3,0,0,0,"",2565,[1839],"","","",[384],[],384,[],1155,"",[],"","","","","","","",0,65216,0,41
1573,318,1,"Page 2",[],[],[],"",2565,3,0,0,0,"",2565,[1840],"","","",[385],[],385,[],1155,"",[],"","","","","","","",0,65252,0,41
1574,318,2,"Page 3",[],[],[],"",2565,3,0,0,0,"",2565,[1841],"","","",[386],[],386,[],1155,"",[],"","","","","","","",0,65288,0,41
1575,318,3,"Page 4",[],[],[],"",2565,3,0,0,0,"",2565,[1842],"","","",[387],[],387,[],1155,"",[],"","","","","","","",0,65324,0,41
1576,318,4,"Page 5",[],[],[],"",2565,3,0,0,0,"",2565,[1843],"","","",[388],[],388,[],1155,"",[],"","","","","","","",0,65360,0,41
1577,318,5,"Page 6",[],[],[],"",2565,3,0,0,0,"",2565,[1844],"","","",[389],[],389,[],1155,"",[],"","","","","","","",0,65396,0,41
1578,318,6,"Page 7",[],[],[],"",2565,3,0,0,0,"",2565,[1845],"","","",[390],[],390,[],1155,"",[],"","","","","","","",0,65432,0,41
1579,318,7,"Page 8",[],[],[],"",2565,3,0,0,0,"",2565,[1846],"","","",[391],[],391,[],1155,"",[],"","","","","","","",0,65468,0,41
1580,318,8,"Page 9",[],[],[],"",2565,3,0,0,0,"",2565,[1847],"","","",[392],[],392,[],1155,"",[],"","","","","","","",0,65504,0,41
1581,318,9,"Page 10",[],[],[],"",2565,3,0,0,0,"",2565,[1848],"","","",[393],[],393,[],1155,"",[],"","","","","","","",0,65542,0,41
1582,318,10,"Page 11",[],[],[],"",2565,3,0,0,0,"",2565,[1849],"","","",[394],[],394,[],1155,"",[],"","","","","","","",0,65580,0,41
1583,318,11,"Page 12",[],[],[],"",2565,3,0,0,0,"",2565,[1850],"","","",[395],[],395,[],1155,"",[],"","","","","","","",0,65618,0,41
1584,318,12,"Page 13",[],[],[],"",2565,3,0,0,0,"",2565,[1851],"","","",[396],[],396,[],1155,"",[],"","","","","","","",0,65656,0,41
1585,318,13,"Page 14",[],[],[],"",2565,3,0,0,0,"",2565,[1852],"","","",[397],[],397,[],1155,"",[],"","","","","","","",0,65694,0,41
1586,318,14,"Page 15",[],[],[],"",2565,3,0,0,0,"",2565,[1853],"","","",[398],[],398,[],1155,"",[],"","","","","","","",0,65732,0,41
1587,318,15,"Page 16",[],[],[],"",2565,3,0,0,0,"",2565,[1854],"","","",[383],[],383,[],1155,"",[],"","","","","","","",0,65770,0,41
1588,175,0,"The Elder",[],[],[],"triggerer.FinishNPCChat();",72,5,0,0,0,"",72,[1889],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,65808,0,41
1589,320,0,"The Shaper",[],[],[],"triggerer.FinishNPCChat();",72,5,0,0,0,"",72,[1883],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,65824,0,41
1590,321,0,"The Elder",[],[],[],"triggerer.FinishNPCChat();",72,5,0,0,0,"",72,[1890],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,65840,0,41
1591,171,0,"Introduction",[],[],[],"",2565,3,0,0,0,"",2565,[2271],"","","","[69,125]",[],125,[112],125,"",[],"","","","","","","",0,65868,0,41
1592,171,1,"Introduction",[],[],[],"",2565,3,0,0,0,"",2565,[1934],"","","",[69],[112],69,[],69,"",[],"","","","","","","",0,65892,0,41
1593,171,2,"Einhar",[],[],[],"",2565,3,0,0,0,"",2565,[1949],"","","",[70],[],70,[],1155,"",[],"","","","","","","",0,65912,0,41
1594,171,3,"The First Ones",[],[],[],"",2565,3,0,0,0,"",2565,[1950],"","","",[110],[],110,[],1155,"",[],"","","","","","","",0,65964,0,41
1595,171,4,"Trading",[],[],[],"",2565,3,0,0,0,"",2565,[1952],"","","",[111],[409],111,[],1155,"",[],"","","","","","","",0,65988,0,41
1596,171,5,"The Menagerie",[],[],[],"",2565,3,0,0,0,"",2565,[1944],"","","",[409],[112],409,[],409,"",[],"","","","","","","",0,66042,0,41
1597,171,6,"View Bestiary",[],[],[],"triggerer.SendOpenScreen( BestiaryScreen ); triggerer.FinishNPCChat();",2565,5,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"",1,"","",4,"","",0,66216,0,41
1598,171,7,"Visit Menagerie",[],[],[],"triggerer.OpenMenageriePortal(); triggerer.FinishNPCChat();",2565,5,0,0,0,"",2565,[],"","","",[],[409],1,[],1155,"",[],"","","","",5,"","",0,66376,0,41
1599,171,8,"Saqawal, First of the Sky",[],[],[],"",2565,3,0,0,0,"",2565,[1954],"","","",[117],[113],117,[],1155,"",[],"","","","","","","",0,66454,0,41
1600,171,9,"Farrul, First of the Plains",[],[],[],"",2565,3,0,0,0,"",2565,[1955],"","","",[118],[114],118,[],1155,"",[],"","","","","","","",0,66536,0,41
1601,171,10,"Craiceann, First of the Deep",[],[],[],"",2565,3,0,0,0,"",2565,[1956],"","","",[119],[115],119,[],1155,"",[],"","","","","","","",0,66620,0,41
1602,171,11,"Fenumus, First of the Night",[],[],[],"",2565,3,0,0,0,"",2565,[1957],"","","",[120],[116],120,[],1155,"",[],"","","","","","","",0,66702,0,41
1603,171,12,"Invite to Hideout",[],[],[],"",2565,37,0,0,0,"",2565,[1959],"","","",[],"[200,112]",1,[],1155,"",[],"","","","","","","",0,66726,0,41
1604,169,0,"Purchase Decorations",[718],[],[],"",2565,12,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",1,"","",0,66730,0,41
1605,169,1,"Introduction",[718],[],[],"",2565,3,0,0,0,"",2565,[1934],"","","",[69],[],69,[],69,"",[],"","","","","","","",0,66754,0,41
1606,169,2,"Einhar",[718],[],[],"",2565,3,0,0,0,"",2565,[1949],"","","",[70],[],70,[],1155,"",[],"","","","","","","",0,66778,0,41
1607,169,3,"The First Ones",[718],[],[],"",2565,3,0,0,0,"",2565,[1950],"","","",[110],[],110,[],1155,"",[],"","","","","","","",0,66802,0,41
1608,169,4,"Trading",[718],[],[],"",2565,3,0,0,0,"",2565,[1952],"","","",[111],[409],111,[],1155,"",[],"","","","","","","",0,66830,0,41
1609,169,5,"The Menagerie",[718],[],[],"",2565,3,0,0,0,"",2565,[1944],"","","",[409],[112],409,[],409,"",[],"","","","","","","",0,66858,0,41
1610,169,6,"View Bestiary",[],[],[],"triggerer.SendOpenScreen( BestiaryScreen ); triggerer.FinishNPCChat();",2565,5,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"",1,"","",4,"","",0,66858,0,41
1611,169,7,"Visit Menagerie",[718],[],[],"triggerer.OpenMenageriePortal(); triggerer.FinishNPCChat();",2565,5,0,0,0,"",2565,[],"","","",[],[409],1,[],1155,"",[],"","","","",5,"","",0,66866,0,41
1612,169,8,"Niko",[718],[],[],"",2565,3,0,0,0,"",2565,[2274],"","","",[490],[9],490,[],1155,"",[],"","","","","","","",0,66894,0,41
1613,169,9,"Alva",[718],[],[],"",2565,3,0,0,0,"",2565,[2273],"","","",[491],[606],491,[],1155,"",[],"","","","","","","",0,66922,0,41
1614,169,10,"Jun",[718],[],[],"",2565,3,0,0,0,"",2565,[2278],"","","",[492],[592],492,[],1155,"",[],"","","","","","","",0,66950,0,41
1615,169,11,"Zana",[718],[],[],"",2565,3,0,0,0,"",2565,[2275],"","","",[493],[91],493,[],1155,"",[],"","","","","","","",0,66990,0,41
1616,169,12,"Helena",[718],[],[],"",2565,3,0,0,0,"",2565,[2277],"","","",[494],[200],494,[],1155,"",[],"","","","","","","",0,67018,0,41
1617,169,13,"Navali",[718],[990],[],"",2565,3,0,0,0,"",2565,[2276],"","","",[495],[287],495,[],1155,"",[],"","","","","","","",0,67050,0,41
1618,169,14,"Saqawal, First of the Sky",[718],[],[],"",2565,3,0,0,0,"",2565,[1954],"","","",[117],[113],117,[],1155,"",[],"","","","","","","",0,67078,0,41
1619,169,15,"Farrul, First of the Plains",[718],[],[],"",2565,3,0,0,0,"",2565,[1955],"","","",[118],[114],118,[],1155,"",[],"","","","","","","",0,67106,0,41
1620,169,16,"Craiceann, First of the Deep",[718],[],[],"",2565,3,0,0,0,"",2565,[1956],"","","",[119],[115],119,[],1155,"",[],"","","","","","","",0,67134,0,41
1621,169,17,"Fenumus, First of the Night",[718],[],[],"",2565,3,0,0,0,"",2565,[1957],"","","",[120],[116],120,[],1155,"",[],"","","","","","","",0,67162,0,41
1622,169,18,"Einhar's Mask",[718],[],[],"",2565,3,0,0,0,"",2565,[2291],"","","",[500],"[496,497,498,499]",500,[],1155,"",[],"","","","","","","",0,67232,0,41
1623,169,19,"Sell Items",[],[],[],"",2565,26,0,0,0,"",2565,[],"","","",[],[],1,[],1155,"",[],"","","","",0,"","",0,67232,0,41
1624,169,20,"Atlas Mission",[718],[],[],"",2565,1,0,0,0,"",2565,[],"","","",[],[598],1,[],1155,"",[],"","","","","","","",0,67240,0,41
1625,172,0,"Introduction",[],[],[],"",2565,3,0,0,0,"",2565,[1934],"","","",[69],[],69,[],69,"",[],"","","","","","","",0,67260,0,41
1626,172,1,"Saqawal, First of the Sky",[],[],[],"",2565,3,0,0,0,"",2565,[1954],"","","",[117],[113],117,[117],117,"",[],"","","","","","","",0,67288,0,41
1627,172,2,"Farrul, First of the Plains",[],[],[],"",2565,3,0,0,0,"",2565,[1955],"","","",[118],[114],118,[118],118,"",[],"","","","","","","",0,67316,0,41
1628,172,3,"Craiceann, First of the Deep",[],[],[],"",2565,3,0,0,0,"",2565,[1956],"","","",[119],[115],119,[119],119,"",[],"","","","","","","",0,67344,0,41
1629,172,4,"Fenumus, First of the Night",[],[],[],"",2565,3,0,0,0,"",2565,[1957],"","","",[120],[116],120,[120],120,"",[],"","","","","","","",0,67372,0,41
1630,172,5,"The Menagerie",[1935],[],[],"",2565,3,0,0,0,"",2565,[1944],"","","",[409],[112],409,[],409,"",[],"","","","","","","",0,67400,0,41
1631,172,6,"View Bestiary",[],[],[],"triggerer.SendOpenScreen( BestiaryScreen ); triggerer.FinishNPCChat();",2565,5,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"",1,"","","","","",0,67400,0,41
1632,172,7,"Visit Menagerie",[1935],[],[],"triggerer.OpenMenageriePortal(); triggerer.FinishNPCChat();",2565,5,0,0,0,"",2565,[],"","","",[],"[112,409]",1,[],1155,"",[],"","","","","","","",0,67412,0,41
1633,173,0,"Introduction",[],[],[],"",2565,3,0,0,0,"",2565,[2271],"","","",[69],[],69,[],69,"",[],"","","","","","","",0,67432,0,41
1634,173,1,"This Menagerie",[],[],[],"",2565,3,0,0,0,"",2565,[2272],"","","",[489],[],489,[],489,"",[],"","","","","","","",0,67484,0,41
1635,173,2,"Einhar",[],[],[],"",2565,3,0,0,0,"",2565,[1949],"","","",[70],[],70,[],1155,"",[],"","","","","","","",0,67504,0,41
1636,173,3,"The First Ones",[],[],[],"",2565,3,0,0,0,"",2565,[1950],"","","",[110],[],110,[],1155,"",[],"","","","","","","",0,67524,0,41
1637,173,4,"The Blood Altar",[],[],[],"",2565,5,0,0,0,"",2565,[1946],"","","",[122],[],1,[121],122,"",[],"","","","","","","",0,67582,0,41
1638,173,5,"The Blood Altar",[],[],[],"",2565,5,0,0,0,"",2565,[1947],"","","",[123],[121],1,[123],123,"",[],"","","","","","","",0,67610,0,41
1639,173,6,"The Blood Altar",[],[],[],"",2565,3,0,0,0,"",2565,[1948],"","","",[124],[123],124,[],1155,"",[],"","","","","","","",0,67634,0,41
1640,173,7,"Trading",[],[],[],"",2565,3,0,0,0,"",2565,[1952],"","","",[111],[],111,[],1155,"",[],"","","","","","","",0,67654,0,41
1641,173,8,"Saqawal, First of the Sky",[],[],[],"",2565,3,0,0,0,"",2565,[1954],"","","",[117],[113],117,[],1155,"",[],"","","","","","","",0,67678,0,41
1642,173,9,"Farrul, First of the Plains",[],[],[],"",2565,3,0,0,0,"",2565,[1955],"","","",[118],[114],118,[],1155,"",[],"","","","","","","",0,67702,0,41
1643,173,10,"Craiceann, First of the Deep",[],[],[],"",2565,3,0,0,0,"",2565,[1956],"","","",[119],[115],119,[],1155,"",[],"","","","","","","",0,67726,0,41
1644,173,11,"Fenumus, First of the Night",[],[],[],"",2565,3,0,0,0,"",2565,[1957],"","","",[120],[116],120,[],1155,"",[],"","","","","","","",0,67750,0,41
1645,173,12,"View Bestiary",[],[],[],"triggerer.SendOpenScreen( BestiaryScreen ); triggerer.FinishNPCChat();",2565,5,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"",1,"","",4,"","",0,67750,0,41
1646,173,13,"Purchase Items",[],[],[],"",2565,25,0,0,0,"",2565,[],"","","",[],[],1,[],1155,"",[],"","","","",1,"","",0,67750,0,41
1647,173,14,"Sell Items",[],[],[],"",2565,26,0,0,0,"",2565,[],"","","",[],[],1,[],1155,"",[],"","","","",0,"","",0,67750,0,41
1648,340,0,"Introduction",[],[],[645],"",645,3,0,0,0,"",645,[2829],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,67770,0,41
1649,340,1,"The Temple of Atzoatl",[],"[652,1274]",[1962],"",1962,5,0,0,0,"",72,[2830],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,67844,0,41
1650,340,2,"The Temple of Atzoatl",[1274],[652],[1962],"",1962,5,0,0,0,"",72,[2831],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,67872,0,41
1651,340,3,"Alva's Past",[652],[],[366],"",2565,3,0,0,0,"",366,[2004],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,67922,0,41
1652,340,4,"Atzoatl",[652],[],[373],"",2565,3,0,0,0,"",373,[2005],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,67964,0,41
1653,340,5,"Oriath",[652],[],[380],"",2565,3,0,0,0,"",380,[2006],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,67988,0,41
1654,340,6,"View Temple",[652],[],[],"triggerer.SendOpenScreen( IncursionTempleBlueprintWindow, 0 );",2565,14,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"",1,"","",4,"","",0,68146,0,41
1655,340,7,"Hideout",[],[],[],"",2565,5,0,0,0,"",72,[1985],"","","",[5],"[200,606]",1155,[5],5,"",[],"","","","","","","",0,68178,0,41
1656,340,8,"Invite to Hideout",[],[],[],"",2565,37,0,0,0,"",72,[1986],"","","",[],"[200,606]",1155,[],1155,"",[],"","","","","","","",0,68202,0,41
1657,325,0,"Talk to Alva",[],[1954],[],"triggerer.FinishNPCChat();",72,3,0,0,0,"",72,[1984],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,68250,0,41
1658,325,1,"Introduction",[1954],[],[645],"",645,3,0,0,0,"",645,[2829],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,68274,0,41
1659,325,2,"The Temple of Atzoatl",[1954],[652],[1962],"",1962,5,0,0,0,"",72,[2832],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,68302,0,41
1660,325,3,"Alva's Past",[1954],[],[366],"",2565,3,0,0,0,"",366,[2004],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,68326,0,41
1661,325,4,"Atzoatl",[1954],[],[373],"",2565,3,0,0,0,"",373,[2005],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,68350,0,41
1662,325,5,"Oriath",[1954],[],[380],"",2565,3,0,0,0,"",380,[2006],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,68374,0,41
1663,325,6,"Time Loop","[1954,961]",[1959],[962],"",962,5,0,0,0,"",962,[1982],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,68428,0,41
1664,325,7,"View Temple",[1954],"[1959,1956]","[1963,1957]","triggerer.DispatchRulesetEvent(view_next_incursion);",1957,14,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"",1,"","",4,"","",0,68556,0,41
1665,325,8,"View Temple","[1954,1956]",[1959],[1963],"triggerer.SendOpenScreen( IncursionTempleBlueprintWindow, 0 );",2565,14,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"",1,"","",4,"","",0,68572,0,41
1666,325,9,"Enter Incursion",[1954],"[1959,1956,1955]",[1963],"triggerer.DispatchRulesetEvent(open_incursion_portal); triggerer.FinishNPCChat();",2565,15,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",5,"","",0,68792,0,41
1667,325,10,"Congratulations","[1954,1956]","[1959,1958]",[1958],"triggerer.DispatchRulesetEvent(check_temple_start); triggerer.SendOpenScreen( IncursionTempleBlueprintWindow, 0 );",1958,5,0,0,0,"",1958,[],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,69078,0,41
1668,325,11,"View Temple","[1954,1959]",[1956],"[1963,1957]","triggerer.SendOpenScreen( IncursionTempleBlueprintWindow, 0 );",1957,14,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"",1,"","",4,"","",0,69098,0,41
1669,325,12,"Enter Temple","[1954,1959]","[1956,1955]",[],"triggerer.DispatchRulesetEvent(open_incursion_temple); triggerer.FinishNPCChat();",2565,16,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",5,"","",0,69308,0,41
1670,325,13,"Take Temple Chronicle","[1954,1959]","[1956,1955]",[],"triggerer.DispatchRulesetEvent(itemise_incursion_temple); triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( InventoryScreen );",2565,17,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,69634,0,41
1671,325,14,"Hideout",[1954],[],[],"",2565,5,0,0,0,"",72,[1985],"","","",[5],"[200,606]",1155,[5],5,"",[],"","","","","","","",0,69670,0,41
1672,325,15,"Invite to Hideout",[1954],[],[],"",2565,37,0,0,0,"",72,[1986],"","","",[],"[200,606]",1155,[],1155,"",[],"","","","","","","",0,69698,0,41
1673,326,0,"Talk to Alva",[],[718],[],"",2565,3,0,0,0,"",72,[1984],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,69718,0,41
1674,326,1,"Introduction",[718],[],[645],"",645,3,0,0,0,"",645,[1973],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,69742,0,41
1675,326,2,"Alva's Past","[718,1954,652]",[],[366],"",2565,3,0,0,0,"",366,[2004],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,69774,0,41
1676,326,3,"Atzoatl","[718,1954,652]",[],[373],"",2565,3,0,0,0,"",373,[2005],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,69806,0,41
1677,326,4,"Oriath","[718,1954,652]",[],[380],"",2565,3,0,0,0,"",380,[2006],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,69838,0,41
1678,326,5,"Einhar",[718],[],[1983],"",2565,3,0,0,0,"",1983,[2846],"","","",[],[69],1155,[],1155,"",[],"","","","","","","",0,69866,0,41
1679,326,6,"Niko",[718],[],[1984],"",2565,3,0,0,0,"",1984,[2845],"","","",[],[9],1155,[],1155,"",[],"","","","","","","",0,69894,0,41
1680,326,7,"Zana",[718],[],[1985],"",2565,3,0,0,0,"",1985,[2849],"","","",[],[91],1155,[],1155,"",[],"","","","","","","",0,69922,0,41
1681,326,8,"Jun",[718],[],[1986],"",2565,3,0,0,0,"",1986,[2850],"","","",[],[592],1155,[],1155,"",[],"","","","","","","",0,69950,0,41
1682,326,9,"Helena","[718,2031]",[],[1987],"",2565,3,0,0,0,"",1987,[2848],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,69978,0,41
1683,326,10,"Navali",[718],[990],[1988],"",2565,3,0,0,0,"",1988,[2847],"","","",[],[287],1155,[],1155,"",[],"","","","","","","",0,70010,0,41
1684,326,11,"Order of the Djinn",[718],[],[1989],"",2565,3,0,0,0,"",1989,[2851],"","","",[],[595],1155,[],1155,"",[],"","","","","","","",0,70078,0,41
1685,326,12,"View Temple","[718,1954,652]",[1959],[],"triggerer.SendOpenScreen( IncursionTempleBlueprintWindow, 0 );",2565,14,0,0,0,"",72,[],"","","",[5],[],1155,[],1155,"",[],"",1,"","",4,"","",0,70098,0,41
1686,326,13,"View Temple","[718,1954,652,1959]",[1956],[1957],"triggerer.SendOpenScreen( IncursionTempleBlueprintWindow, 0 );",1957,14,0,0,0,"",72,[],"","","",[5],[],1155,[],1155,"",[],"",1,"","",4,"","",0,70126,0,41
1687,326,14,"Enter Temple","[718,1954,652,1959]","[1956,1955]",[],"triggerer.DispatchRulesetEvent(open_incursion_temple); triggerer.FinishNPCChat();",2565,16,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",5,"","",0,70150,0,41
1688,326,15,"Take Temple Chronicle","[718,1954,652,1959]","[1956,1955]",[],"triggerer.DispatchRulesetEvent(itemise_incursion_temple); triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( InventoryScreen );",2565,17,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,70174,0,41
1689,326,16,"Purchase Decorations",[718],[],[],"",2565,12,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",1,"","",0,70178,0,41
1690,326,17,"Sell Items",[],[],[],"",2565,26,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",0,"","",0,70178,0,41
1691,326,18,"Atlas Mission","[718,652]",[],[],"",2565,1,0,0,0,"",2565,[],"","","",[],[599],1,[],1155,"",[],"","","","","","","",0,70190,0,41
1692,328,0,"View Subterranean Chart",[],[],[],"triggerer.SendOpenScreen( DelveMapScreen, 1 ); triggerer.FinishNPCChat();",2565,5,0,0,0,"",2565,[],"","","",[],[68],1,[],1155,"",[],"",1,"","Subterranean Chart",4,"","",0,70434,0,41
1693,328,1,"Introduction",[],[1502],[],"",2565,3,0,0,0,"",2565,[2030],"","","",[22],[],22,[24],22,"",[],"","","","","","","",0,70462,0,41
1694,328,2,"Introduction",[1502],[],[],"",2565,3,0,0,0,"",2565,[2232],"","","",[501],[],501,[24],1155,"",[],"","","","","","","",0,70490,0,41
1695,328,3,"Introduction",[1502],[],[],"",2565,3,0,0,0,"",2565,[2233],"","","",[502],[24],502,[25],1155,"",[],"","","","","","","",0,70522,0,41
1696,328,4,"Introduction",[1502],[],[],"",2565,3,0,0,0,"",2565,[2234],"","","",[503],[25],503,[26],1155,"",[],"","","","","","","",0,70554,0,41
1697,328,5,"Introduction",[1502],[],[],"",2565,3,0,0,0,"",2565,[2235],"","","",[504],[26],504,[27],1155,"",[],"","","","","","","",0,70586,0,41
1698,328,6,"Introduction",[1502],[],[],"",2565,3,0,0,0,"",2565,[2236],"","","",[505],[27],505,[],1155,"",[],"","","","","","","",0,70614,0,41
1699,328,7,"Voltaxic Sulphite",[668],[],[],"",2565,5,0,0,0,"",2565,[2230],"","","",[8],[],1,[23],8,"",[],"","","","","","","",0,70680,0,41
1700,328,8,"Voltaxic Sulphite",[2029],[],[],"",2565,5,0,0,0,"",2565,[2032],"","","",[9],[],1,[9],9,"",[],"","","","","","","",0,70708,0,41
1701,328,9,"Voltaxic Sulphite",[2029],[],[],"",2565,5,0,0,0,"",2565,[2032],"","","",[],[],1,[68],1155,"",[],"","","","","","","",0,70732,0,41
1702,328,10,"Visit Mine Encampment",[2029],[],[],"triggerer.BeginDelve(); triggerer.FinishNPCChat();",2565,5,0,0,0,"",2565,[],"","","",[],[],1,[],1155,"",[],"","","","",5,"","",0,70886,0,41
1703,328,11,"Visit Mine Encampment",[],[2029],[],"triggerer.BeginDelve(); triggerer.FinishNPCChat();",2565,5,0,0,0,"",2565,[],"","","",[],[23],1,[],1155,"",[],"","","","",5,"","",0,70894,0,41
1704,328,12,"Fractured Walls",[],[],[],"",2565,5,0,0,0,"",2565,[2038],"","","",[65],"[10,18]",1,[65],65,"",[],"","","","","","","",0,70960,0,41
1705,328,13,"The Azurite Mine",[],[],[],"",2565,3,0,0,0,"",2565,[2037],"","","",[33],[10],33,[24],1155,"",[],"","","","","","","",0,71024,0,41
1706,328,14,"The Azurite Mine",[],[],[],"",2565,3,0,0,0,"",2565,[2055],"","","",[34],"[10,24]",34,[25],1155,"",[],"","","","","","","",0,71056,0,41
1707,328,15,"The Azurite Mine",[],[],[],"",2565,3,0,0,0,"",2565,[2073],"","","",[35],"[10,25]",35,[26],1155,"",[],"","","","","","","",0,71088,0,41
1708,328,16,"The Azurite Mine",[],[],[],"",2565,3,0,0,0,"",2565,[2090],"","","",[36],"[10,26]",36,[27],1155,"",[],"","","","","","","",0,71120,0,41
1709,328,17,"The Azurite Mine",[],[],[],"",2565,3,0,0,0,"",2565,[2106],"","","",[37],"[10,27]",37,[],1155,"",[],"","","","","","","",0,71148,0,41
1710,328,18,"The Darkness",[],[],[],"",2565,3,0,0,0,"",2565,[2047],"","","",[38],[10],38,[24],1155,"",[],"","","","","","","",0,71176,0,41
1711,328,19,"The Darkness",[],[],[],"",2565,3,0,0,0,"",2565,[2065],"","","",[39],"[10,24]",39,[25],1155,"",[],"","","","","","","",0,71208,0,41
1712,328,20,"The Darkness",[],[],[],"",2565,3,0,0,0,"",2565,[2082],"","","",[40],"[10,25]",40,[26],1155,"",[],"","","","","","","",0,71240,0,41
1713,328,21,"The Darkness",[],[],[],"",2565,3,0,0,0,"",2565,[2098],"","","",[41],"[10,26]",41,[27],1155,"",[],"","","","","","","",0,71272,0,41
1714,328,22,"The Darkness",[],[],[],"",2565,3,0,0,0,"",2565,[2115],"","","",[42],"[10,27]",42,[],1155,"",[],"","","","","","","",0,71300,0,41
1715,328,23,"Voltaxic Generator",[],[],[],"",2565,3,0,0,0,"",2565,[2050],"","","",[43],[10],43,[24],1155,"",[],"","","","","","","",0,71368,0,41
1716,328,24,"Voltaxic Generator",[],[],[],"",2565,3,0,0,0,"",2565,[2067],"","","",[44],"[10,24]",44,[25],1155,"",[],"","","","","","","",0,71400,0,41
1717,328,25,"Voltaxic Generator",[],[],[],"",2565,3,0,0,0,"",2565,[2084],"","","",[45],"[10,25]",45,[26],1155,"",[],"","","","","","","",0,71432,0,41
1718,328,26,"Voltaxic Generator",[],[],[],"",2565,3,0,0,0,"",2565,[2100],"","","",[46],"[10,26]",46,[27],1155,"",[],"","","","","","","",0,71464,0,41
1719,328,27,"Voltaxic Generator",[],[],[],"",2565,3,0,0,0,"",2565,[2117],"","","",[47],"[10,27]",47,[],1155,"",[],"","","","","","","",0,71492,0,41
1720,328,28,"Underground Cities",[],[],[],"",2565,3,0,0,0,"",2565,[2051],"","","",[48],"[10,53]",48,[24],1155,"",[],"","","","","","","",0,71564,0,41
1721,328,29,"Underground Cities",[],[],[],"",2565,3,0,0,0,"",2565,[2069],"","","",[49],"[10,53,24]",49,[25],1155,"",[],"","","","","","","",0,71600,0,41
1722,328,30,"Underground Cities",[],[],[],"",2565,3,0,0,0,"",2565,[2086],"","","",[50],"[10,53,25]",50,[26],1155,"",[],"","","","","","","",0,71636,0,41
1723,328,31,"Underground Cities",[],[],[],"",2565,3,0,0,0,"",2565,[2102],"","","",[51],"[10,53,26]",51,[27],1155,"",[],"","","","","","","",0,71672,0,41
1724,328,32,"Underground Cities",[],[],[],"",2565,3,0,0,0,"",2565,[2119],"","","",[52],"[10,53,27]",52,[],1155,"",[],"","","","","","","",0,71704,0,41
1725,328,33,"Prospero",[],[],[],"",2565,3,0,0,0,"",2565,[2052],"","","",[60],"[10,54]",60,[24],1155,"",[],"","","","","","","",0,71736,0,41
1726,328,34,"Prospero",[],[],[],"",2565,3,0,0,0,"",2565,[2070],"","","",[61],"[10,54,24]",61,[25],1155,"",[],"","","","","","","",0,71772,0,41
