"rownum","WordsKey","ItemVisualIdentityKey","UniqueStashTypesKey","i32","i32","i32","i32","bool","bool","RenamedVersion","BaseVersion","bool"
1068,1172,10451,13,128,0,0,0,1,1,"","",""
1069,1175,10452,4,18,0,0,0,1,1,"","",""
1070,1173,8711,19,133,0,0,0,1,1,"","",""
1071,1174,8709,19,134,0,0,0,1,1,"","",""
1072,1177,10457,14,128,0,0,0,1,1,"","",""
1073,1182,10459,13,130,0,0,0,1,1,"","",""
1074,1179,10454,16,180,0,0,0,1,1,"","",""
1075,1180,10455,16,182,0,0,0,1,1,"","",""
1076,1181,10456,16,184,0,0,0,1,1,"","",""
1077,1183,10460,15,162,0,0,0,1,1,"","",""
1078,1184,10461,1,88,0,0,0,1,1,"","",""
1079,1189,10466,12,92,0,0,0,1,1,"","",""
1080,1194,10471,13,132,0,0,0,1,1,"","",""
1081,1188,10465,17,124,0,0,0,1,1,"","",""
1082,1185,10462,1,89,0,0,0,1,1,"","",""
1083,1186,10463,16,186,0,0,0,1,1,"","",""
1084,1190,10467,17,126,0,0,0,1,1,"","",""
1085,1196,10472,12,94,0,0,0,1,1,"","",""
1086,1197,10473,2,103,0,0,0,1,1,"","",""
1087,1198,10474,2,104,0,0,0,1,1,"","",""
1088,1187,10464,15,164,0,0,0,1,1,"","",""
1089,1192,10469,13,134,0,0,0,1,1,"","",""
1090,1200,10476,1,90,0,0,0,1,1,"","",""
1091,1202,10478,16,188,0,0,0,1,1,"","",""
1092,1199,10475,6,112,0,0,0,1,1,"","",""
1093,1193,10470,8,98,0,0,0,1,1,"","",""
1094,1201,10477,19,135,0,0,0,1,1,"","",""
1095,1158,10437,18,22,0,0,0,1,1,"","",""
1096,1159,10438,18,23,0,0,0,1,1,"","",""
1097,1160,10439,18,24,0,0,0,1,1,"","",""
1098,1161,10440,18,25,0,0,0,1,1,"","",""
1099,1162,10441,18,26,0,0,0,1,1,"","",""
1100,1203,10482,20,0,0,0,0,1,1,"","",""
1101,1204,10483,20,1,0,0,0,1,1,"","",""
1102,1205,10484,20,2,0,0,0,1,1,"","",""
1103,1206,10485,20,3,0,0,0,1,1,"","",""
1104,1207,10486,20,4,0,0,0,1,1,"","",""
1105,1208,10487,20,5,0,0,0,1,1,"","",""
1106,1209,10488,20,6,0,0,0,1,1,"","",""
1107,1213,10595,2,105,0,0,0,1,1,"","",""
1108,1214,10596,19,136,0,0,0,1,1,"","",""
1109,1215,10597,19,137,0,0,0,1,1,"","",""
1110,1216,10598,19,138,0,0,0,1,1,"","",""
1111,1217,10599,19,139,0,0,0,1,1,"","",""
1112,1218,10600,19,140,0,0,0,1,1,"","",""
1113,1220,10602,19,141,0,0,0,1,1,"","",""
1114,1221,10603,19,142,0,0,0,1,1,"","",""
1115,1224,10604,19,143,0,0,0,1,1,"","",""
1116,1223,10605,19,144,0,0,0,1,1,"","",""
1117,1222,10606,19,145,0,0,0,1,1,"","",""
1118,1210,10479,13,136,0,0,0,1,1,"","",""
1119,1211,10480,15,166,0,0,0,1,1,"","",""
1120,1212,10481,16,190,0,0,0,1,1,"","",""
1121,1225,10607,14,130,0,0,0,1,1,"","",""
1122,1225,10608,14,132,0,0,0,1,1,"","",""
1123,1225,10609,14,134,0,0,0,1,1,"","",""
1124,1227,10611,2,106,0,0,0,1,1,"","",""
1125,1230,10614,15,168,0,0,0,1,1,"","",""
1126,1229,10613,13,138,0,0,0,1,1,"","",""
1127,1236,10620,17,128,0,0,0,1,1,"","",""
1128,1231,10615,16,192,0,0,0,1,1,"","",""
1129,1235,10619,15,170,0,0,0,1,1,"","",""
1130,1239,10623,10,70,0,0,0,1,1,"","",""
1131,1234,10618,11,40,0,0,0,1,1,"","",""
1132,1243,9918,6,114,0,0,0,1,1,"",670,""
1133,1240,9919,12,96,0,0,0,1,1,"",671,""
1134,1245,9920,17,130,0,0,0,1,1,"",672,""
1135,1241,9921,11,42,0,0,0,1,1,"",673,""
1136,1242,9922,16,194,0,0,0,1,1,"",674,""
1137,1244,9923,10,72,0,0,0,1,1,"",675,""
1138,1237,10621,1,91,0,0,0,1,1,"","",""
1139,1233,10617,13,140,0,0,0,1,1,"","",""
1140,1249,9903,18,27,0,0,0,1,1,"",684,""
1141,1246,9924,1,92,0,0,0,1,1,"","",""
1142,1247,9925,16,196,0,0,0,1,1,"","",""
1143,1248,9926,12,98,0,0,0,1,1,"","",""
1144,1238,10622,3,36,0,0,0,1,1,"","",""
1145,181,7077,16,198,0,0,0,1,1,"",136,""
1146,630,9260,8,100,0,0,0,1,1,"",474,""
1147,64,5574,14,136,0,0,0,1,1,"",39,""
1148,624,9271,9,58,0,0,0,1,1,"",470,""
1149,93,6424,15,172,0,0,0,1,1,"",68,""
1150,1142,10389,11,44,0,0,0,1,1,"",863,""
1151,338,7371,13,142,0,0,0,1,1,"",232,""
1152,172,7068,13,144,0,0,0,1,1,"",132,""
1153,834,9741,17,132,0,0,0,1,1,"",619,""
1154,675,9329,0,31,0,0,0,1,1,"",504,""
1155,1257,9934,7,58,0,0,0,1,1,"","",""
1156,1256,9933,12,100,0,0,0,1,1,"","",""
1157,1252,9929,15,174,0,0,0,1,1,"","",""
1158,1251,9927,6,116,0,0,0,1,1,"","",""
1159,50,5560,15,176,0,0,0,1,1,"",26,""
1160,46,5556,1,93,0,0,0,1,1,"",23,""
1161,193,7091,1,94,0,0,0,1,1,"",142,""
1162,645,9290,1,95,0,0,0,1,1,"",493,""
1163,405,8095,12,102,0,0,0,1,1,"",280,""
1164,836,9739,12,104,0,0,0,1,1,"",618,""
1165,388,8103,2,107,0,0,0,1,1,"",270,""
1166,421,8555,2,108,0,0,0,1,1,"",295,""
1167,572,9169,2,109,0,0,0,1,1,"",427,""
1168,329,7359,2,110,0,0,0,1,1,"",224,""
1169,358,7465,11,46,0,0,0,1,1,"",248,""
1170,807,9712,15,178,0,0,0,1,1,"",593,""
1171,1010,10106,15,180,0,0,0,1,1,"",771,""
1172,972,10058,15,182,0,0,0,1,1,"",734,""
1173,706,9488,14,138,0,0,0,1,1,"",527,""
1174,912,9899,13,146,0,0,0,1,1,"",681,""
1175,159,7054,16,200,0,0,0,1,1,"",121,""
1176,1232,10616,16,202,0,0,0,1,1,"",1128,""
1177,213,7109,7,60,0,0,0,1,1,"",151,""
1178,382,7714,7,62,0,0,0,1,1,"",266,""
1179,115,6444,9,60,0,0,0,1,1,"",85,""
1180,237,7185,9,62,0,0,0,1,1,"",171,""
1181,544,8769,4,19,0,0,0,1,1,"",400,""
1182,108,6437,4,20,0,0,0,1,1,"",80,""
1183,1176,10453,4,21,0,0,0,1,1,"",1069,""
1184,1118,10258,6,118,0,0,0,1,1,"",841,""
1185,515,8738,19,146,0,0,0,1,1,"",374,""
1186,670,9324,6,120,0,0,0,1,1,"",500,""
1187,702,9358,6,122,0,0,0,1,1,"",526,""
1188,597,9230,19,147,0,0,0,1,1,"",449,""
1189,459,8614,15,184,0,0,0,1,1,"",323,""
1190,1254,9931,14,140,0,0,0,1,1,"","",""
1191,1253,9930,1,96,0,0,0,1,1,"","",""
1192,1138,10385,1,97,0,0,0,1,1,"",860,""
1193,40,5550,2,111,0,0,0,1,1,"",19,""
1194,1170,10449,12,106,0,0,0,1,1,"",1066,""
1195,284,7266,12,108,0,0,0,1,1,"",202,""
1196,1001,10097,15,186,0,0,0,1,1,"",763,""
1197,1113,10253,15,188,0,0,0,1,1,"",847,""
1198,326,7355,14,142,0,0,0,1,1,"",222,""
1199,1178,10458,14,144,0,0,0,1,1,"",1072,""
1200,779,9668,14,146,0,0,0,1,1,"",572,""
1201,736,9518,13,148,0,0,0,1,1,"",551,""
1202,888,9890,13,150,0,0,0,1,1,"",664,""
1203,244,7199,16,204,0,0,0,1,1,"",175,""
1204,1191,10468,17,134,0,0,0,1,1,"",1084,""
1205,699,9355,17,136,0,0,0,1,1,"",524,""
1206,188,7086,3,38,0,0,0,1,1,"",140,""
1207,147,6986,4,22,0,0,0,1,1,"",113,""
1208,372,7567,6,124,0,0,0,1,1,"",257,""
1209,1073,10138,8,102,0,0,0,1,1,"",801,""
1210,264,7237,6,126,0,0,0,1,1,"",185,""
1211,804,9709,5,22,0,0,0,1,1,"",591,""
1212,490,8714,19,148,0,0,0,1,1,"",354,""
1213,950,10060,19,149,0,0,0,1,1,"",707,""
1214,400,8091,10,74,0,0,0,1,1,"",277,""
1215,1261,9938,2,112,0,0,0,1,1,"","",""
1216,1268,9945,16,206,0,0,0,1,1,"","",""
1217,818,9723,14,148,0,0,0,1,1,"",603,""
1218,111,6440,14,150,0,0,0,1,1,"",82,""
1219,886,9886,14,152,0,0,0,1,1,"",661,""
1220,281,7271,0,32,0,0,0,1,1,"",200,""
1221,318,7336,16,208,0,0,0,1,1,"",215,""
1222,496,8719,19,150,0,0,0,1,1,"",358,""
1223,403,8093,12,110,0,0,0,1,1,"",279,""
1224,655,9302,3,40,0,0,0,1,1,"",494,""
1225,575,9174,3,42,0,0,0,1,1,"",428,""
1226,668,9322,8,104,0,0,0,1,1,"",499,""
1227,664,9318,8,106,0,0,0,1,1,"",496,""
1228,848,9786,10,76,0,0,0,1,1,"",629,""
1229,315,7333,10,78,0,0,0,1,1,"",213,""
1230,468,8685,5,23,0,0,0,1,1,"",336,""
1231,120,6449,5,24,0,0,0,1,1,"",89,""
1232,370,7565,0,33,0,0,0,1,1,"",256,""
1233,692,9348,19,151,0,0,0,1,1,"",518,""
1234,526,8749,19,152,0,0,0,1,1,"",383,""
1235,1163,10442,18,28,0,0,0,1,1,"",1099,""
1236,939,9907,18,29,0,0,0,1,1,"",703,""
1237,185,7083,18,30,0,0,0,1,1,"",333,""
1238,686,9342,19,153,0,0,0,1,1,"",513,""
1239,790,9685,19,154,0,0,0,1,1,"",579,""
1240,1282,9952,12,112,0,0,0,1,1,"","",""
1241,1255,9932,13,152,0,0,0,1,1,"","",""
1242,1269,9946,17,138,0,0,0,1,1,"","",""
1243,1265,9942,15,190,0,0,0,1,1,"","",""
1244,1259,9936,12,114,0,0,0,1,1,"","",""
1245,226,7175,8,108,0,0,0,1,1,"",161,""
1246,1126,10373,8,110,0,0,0,1,1,"",854,""
1247,257,7213,7,64,0,0,0,1,1,"",173,""
1248,1262,9939,2,113,0,0,0,1,1,"","",""
1249,128,6457,9,64,0,0,0,1,1,"",95,""
1250,1279,9949,17,140,0,0,0,1,1,"","",""
1251,1276,10812,19,155,0,0,0,1,1,"","",""
1252,1276,10813,19,156,0,0,0,1,1,"","",""
1253,1276,10814,19,157,0,0,0,1,1,"","",""
1254,1264,9941,15,192,0,0,0,1,1,"","",""
1255,1281,9951,16,210,0,0,0,1,1,"","",""
1256,1283,9953,1,98,0,0,0,1,1,"","",""
1257,1277,9947,19,158,0,0,0,1,1,"","",""
1258,1278,9948,19,159,0,0,0,1,1,"","",""
1259,1260,9937,19,160,0,0,0,1,1,"","",""
1260,1270,10709,21,0,0,0,0,"","","","",""
1261,1271,10708,21,1,0,0,0,1,1,"","",""
1262,1272,10710,21,2,0,0,0,1,1,"","",""
1263,1273,10712,21,3,0,0,0,1,1,"","",""
1264,1274,10711,21,4,0,0,0,1,1,"","",""
1265,1275,10713,21,5,0,0,0,1,1,"","",""
1266,1258,9935,16,212,0,0,0,1,1,"","",""
1267,1263,9940,4,23,0,0,0,1,1,"","",""
1268,1266,9943,16,214,0,0,0,1,1,"","",""
1269,1280,9950,17,142,0,0,0,1,1,"","",""
1270,1267,9944,10,80,0,0,0,1,1,"","",""
1271,1284,9954,17,144,0,0,0,1,1,"","",""
1272,1285,9955,2,114,0,0,0,1,1,"","",""
1273,1287,9957,12,116,0,0,0,1,1,"","",""
1274,1286,9956,13,154,0,0,0,1,1,"","",""
1275,1294,9965,2,115,0,0,0,1,1,"","",""
1276,1289,9959,4,24,0,0,0,1,1,"","",""
1277,1295,9966,16,216,0,0,0,1,1,"","",""
1278,1291,9962,12,118,0,0,0,1,1,"","",""
1279,1292,9963,12,120,0,0,0,1,1,"","",""
1280,1293,9964,12,122,0,0,0,1,1,"","",""
1281,1296,9967,14,154,0,0,0,1,1,"","",""
1282,1288,9958,16,218,0,0,0,1,1,"","",""
1283,1290,9960,15,194,0,0,0,1,1,"","",""
1284,1298,10915,20,7,0,0,0,1,1,"","",""
1285,1299,10916,20,8,0,0,0,1,1,"","",""
1286,1302,10917,20,9,0,0,0,1,1,"","",""
1287,1305,10918,20,10,0,0,0,1,1,"","",""
1288,1301,10919,20,11,0,0,0,1,1,"","",""
1289,1300,10920,20,12,0,0,0,1,1,"","",""
1290,1303,10921,20,13,0,0,0,1,1,"","",""
1291,1304,10922,20,14,0,0,0,1,1,"","",""
1292,1306,11002,17,146,0,0,0,1,"","","",""
1293,1307,11003,13,156,0,0,0,1,"","","",""
1294,1308,11004,8,112,0,0,0,1,"","","",""
1295,1309,11005,14,156,0,0,0,1,"","","",""
1296,1310,11006,16,220,0,0,0,1,"","","",""
1297,1311,11007,5,25,0,0,0,1,"","","",""
1298,1312,11008,10,82,0,0,0,1,1,"","",""
1299,1313,11009,2,116,0,0,0,1,1,"","",""
1300,1314,11010,10,84,0,0,0,1,1,"","",""
1301,1315,11011,19,161,0,0,0,1,1,"","",""
1302,1316,11012,19,162,0,0,0,1,1,"","",""
1303,1317,11013,19,163,0,0,0,1,1,"","",""
1304,1318,11014,19,164,0,0,0,1,1,"","",""
1305,1319,11015,11,48,0,0,0,1,1,"","",""
1306,1320,11016,17,148,0,0,0,1,1,"","",""
1307,1226,10610,16,222,0,0,0,1,1,"","",""
1308,1321,11017,13,158,0,0,0,1,"","","",""
1309,1322,11018,13,160,0,0,0,1,"","","",""
1310,1323,11021,16,224,0,0,0,1,"","","",""
1311,1324,11022,16,226,0,0,0,1,"","","",""
1312,1325,11019,14,158,0,0,0,1,"","","",""
1313,1326,11020,14,160,0,0,0,1,"","","",""
1314,1327,11023,0,34,0,0,0,1,"","","",""
1315,1328,11024,0,35,0,0,0,1,"","","",""
1316,1329,11025,0,36,0,0,0,1,"","","",""
1317,1330,11026,0,37,0,0,0,1,"","","",""
