"rownum","Id","Name","Metadata","rid","NPCMasterKey","ShortName","i32","NPCAudios1","NPCAudios2","i32","row","Portrait","DialogueStyle","bool","rid","Gender","bool"
357,"Metadata/Monsters/LeagueBetrayal/BetrayalCameria","Cameria the Coldblooded","Metadata/Monsters/LeagueBetrayal/BetrayalCameria","","","Cameria",0,[],[],34330,"","","",1,"","M",""
358,"Metadata/Monsters/LeagueBetrayal/BetrayalAislin","Aisling Laffrey, The Silent Butcher","Metadata/Monsters/LeagueBetrayal/BetrayalAislin","","","Aisling",0,[],[],51654,"","","",1,"","F",""
359,"Metadata/Monsters/LeagueBetrayal/BetrayalRiker","Riker Maloney, Midnight Tinkerer","Metadata/Monsters/LeagueBetrayal/BetrayalRiker","","","Riker",0,[],[],18044,"","","",1,"","M",""
360,"Metadata/NPC/League/Betrayal/BetrayalNinjaCopVaultExterior","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",9,[89],[90],53525,"","","",1,"","F",""
361,"Metadata/NPC/League/Betrayal/BetrayalNinjaCopSafehouse","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",0,[89],[90],50254,"","","",1,"","F",""
362,"Metadata/Monsters/LeagueBetrayal/MasterNinjaCopCatarina","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",0,[89],[90],56763,"","","",1,"","F",""
363,"Metadata/Monsters/LeagueBetrayal/BetrayalCatarina2","Catarina, Master of Undeath","Metadata/Monsters/LeagueBetrayal/BetrayalCatarinaFinal","","","Catarina",0,[],[],42961,"","","",1,"","F",""
364,"Metadata/NPC/Epilogue/Helena","Helena","Metadata/NPC/NPC","",3,"Helena",11,[24],[25],28396,"","",1,1,"","F",""
365,"Metadata/Monsters/LeagueBetrayal/MasterNinjaCopSafehouse","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",0,[89],[90],7906,"","","",1,"","F",""
366,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto1","Lifegiver's Manifesto 1","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],19012,"","","",1,"","",""
367,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto2","Lifegiver's Manifesto 2","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],46588,"","","",1,"","",""
368,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto3","Lifegiver's Manifesto 3","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],39279,"","","",1,"","",""
369,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto4","Lifegiver's Manifesto 4","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],7855,"","","",1,"","",""
370,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto5","Lifegiver's Manifesto 5","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],35072,"","","",1,"","",""
371,"Metadata/NPC/League/Synthesis/SynthesisVenarius","Cavas, Forgotten Spirit","Metadata/NPC/NPC","","","Cavas",0,[91],[92],6176,"","","",1,"","M",""
372,"Metadata/NPC/League/Synthesis/SynthesisVenariusWild","Cavas, Forgotten Spirit","Metadata/NPC/NPC","","","Cavas",0,[91],[92],49298,"","","",1,"","M",""
373,"Metadata/NPC/League/Synthesis/SynthesisVenariusHideout","Cavas, Forgotten Spirit","Metadata/NPC/NPC","","","Cavas",0,[91],[92],48826,"","","",1,"","M",""
374,"Metadata/NPC/League/Synthesis/SynthesisVenariusHub","Cavas, Forgotten Spirit","Metadata/NPC/NPC","","","Cavas",0,[91],[92],51796,"","","",1,"","M",""
375,"Metadata/NPC/League/Synthesis/SynthesisZanaHub","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",0,[51],[52],6755,"","","",1,"","F",""
376,"Metadata/Monsters/LeagueSynthesis/SynthesisVenariusBoss","Venarius","Metadata/Monsters/LeagueSynthesis/SynthesisVenariusBoss","","","Venarius",0,[],[],35248,"","","",1,"","M",""
377,"Metadata/NPC/League/Synthesis/SynthesisVenariusGuardian","Venarius","Metadata/NPC/NPC","","","Venarius",0,[],[],12873,"","","",1,"","M",""
378,"Metadata/NPC/League/Synthesis/SynthesisVenariusTip","Venarius","Metadata/NPC/NPC","","","Venarius",0,[],[],44035,"","","",1,"","M",""
379,"Metadata/NPC/League/Synthesis/SynthesisShaperTip","Valdo Caeserius","Metadata/NPC/NPC","","","Valdo",0,[],[],14472,"","","",1,"","M",""
380,"Metadata/NPC/League/Synthesis/SynthesisZanaChildTip","Young Zana","Metadata/NPC/NPC","","","Young Zana",0,[],[],26326,"","","",1,"","F",""
381,"Metadata/NPC/League/Synthesis/SynthesisZanaWild","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",0,[51],[52],46042,"","","",1,"","F",""
382,"Metadata/NPC/League/Synthesis/SynthesisZanaTip","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",0,[51],[52],10033,"","","",1,"","F",""
383,"Metadata/NPC/League/Synthesis/SynthesisCavasTip","Cavas, Forgotten Spirit","Metadata/NPC/NPC","","","Cavas",0,[],[],41857,"","","",1,"","M",""
384,"Metadata/Monsters/LegionLeague/LegionKaruiGeneral","Queen Hyrri Ngamaku","Metadata/NPC/NPC","","","Hyrri Ngamaku",0,[],[],59123,"","","",1,"","F",""
385,"Metadata/Monsters/LegionLeague/LegionEternalEmpireGeneral","General Marceus Lioneye","Metadata/NPC/NPC","","","Marceus Lioneye",0,[],[],60624,"","","",1,"","M",""
386,"Metadata/Monsters/LegionLeague/LegionMarakethGeneral","Aukuna, the Black Sekhema","Metadata/NPC/NPC","","","Aukuna",0,[],[],62469,"","","",1,"","F",""
387,"Metadata/Monsters/LegionLeague/LegionMarakethGeneralDismounted","Aukuna, the Black Sekhema","Metadata/NPC/NPC","","","Aukuna",0,[],[],2379,"","","",1,"","F",""
388,"Metadata/Monsters/LegionLeague/LegionTemplarGeneral","Cardinal Sanctus Vox","Metadata/NPC/NPC","","","Sanctus Vox",0,[],[],59481,"","","",1,"","M",""
389,"Metadata/Monsters/LegionLeague/LegionVaalGeneral","Viper Napuatzi","Metadata/NPC/NPC","","","Viper Napuatzi",0,[],[],11639,"","","",1,"","F",""
390,"Metadata/NPC/Info/CraftingBenchPlaceholder","Crafting Bench","Metadata/NPC/NPC","","","",0,[],[],8647,"","","",1,"","",""
391,"Metadata/NPC/League/Blight/BlightBuilder","Sister Cassia","Metadata/NPC/NPC","","","Cassia",0,[93],[94],30781,"","",1,1,"","F",""
392,"Metadata/Monsters/Masters/BlightBuilderWild","Sister Cassia","Metadata/Monsters/Masters/BlightBuilderWild","","","Cassia",0,[93],[94],2007,"","","",1,"","F",""
393,"Metadata/NPC/League/Blight/BlightBuilderHideout","Sister Cassia","Metadata/NPC/NPC","","","Cassia",0,[93],[94],27459,"","",1,1,"","F",""
394,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPC","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPC","","","Tane",0,[95],[96],20466,"","",1,1,"","M",""
395,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHub","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHub","","","Tane",0,[95],[96],39488,394,"","",1,"","M",""
396,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCWild","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCWild","","","Tane",0,[95],[96],37370,394,"","",1,"","M",""
397,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHideout","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHideout","","","Tane",0,[95],[96],7350,394,"",1,1,"","M",""
398,"Metadata/NPC/League/Harvest/HarvestNPCGardenTutorial","Oshabi","Metadata/NPC/NPC",3062,"","Oshabi",0,[130],[131],58245,"","",1,1,"","F",""
399,"Metadata/Monsters/AtlasExiles/AtlasExile1","Baran, the Crusader","Metadata/NPC/NPC","","","Baran",0,[],[],58858,"","","",1,"","M",""
400,"Metadata/Monsters/AtlasExiles/AtlasExile2","Veritania, the Redeemer","Metadata/NPC/NPC","","","Veritania",0,[],[],18316,"","","",1,"","F",""
401,"Metadata/Monsters/AtlasExiles/AtlasExile3","Al-Hezmin, the Hunter","Metadata/NPC/NPC","","","Al-Hezmin",0,[],[],26968,"","","",1,"","M",""
402,"Metadata/Monsters/AtlasExiles/AtlasExile4","Drox, the Warlord","Metadata/NPC/NPC","","","Drox",0,[],[],34251,"","","",1,"","M",""
403,"Metadata/Monsters/AtlasExiles/AtlasExile5","Sirus, Awakener of Worlds","Metadata/NPC/NPC","","","Sirus",0,[],[],9474,"","","",1,"","M",""
404,"Metadata/NPC/Epilogue/AtlasExile5PortalEscape","Sirus, Awakener of Worlds","Metadata/NPC/NPC","","","Sirus",0,[],[],56460,"","","",1,"","M",""
405,"Metadata/Monsters/AtlasExiles/AtlasExile5Intruder","Sirus, Awakener of Worlds","Metadata/NPC/NPC","","","Sirus",0,[],[],51811,"","","",1,"","M",""
406,"Metadata/NPC/Epilogue/Kirac","Commander Kirac","Metadata/NPC/NPC","",6,"Kirac",11,[97],[98],64419,"",22,1,1,30,"M",""
407,"Metadata/NPC/Epilogue/KiracLab","Commander Kirac","Metadata/NPC/NPC","","","Kirac",11,[97],[98],50048,"",22,1,1,"","M",""
408,"Metadata/NPC/Epilogue/KiracHideout","Commander Kirac","Metadata/NPC/NPC","",6,"Kirac",0,[97],[98],420,406,22,1,1,30,"M",""
409,"Metadata/Monsters/Masters/Kirac","Commander Kirac","Metadata/Monsters/Masters/Kirac","","","Kirac",11,[97],[98],1065,"",22,1,1,"","M",""
410,"Metadata/Monsters/Masters/KiracReliquary","Commander Kirac","Metadata/Monsters/Masters/KiracReliquary","","","Kirac",11,[97],[98],11541,"",22,1,1,"","M",""
411,"Metadata/NPC/Epilogue/KiracOrionThroneRoom","Officer Kirac","Metadata/NPC/NPC","","","Kirac",11,[97],[98],33896,"","","",1,"","M",""
412,"Metadata/NPC/Epilogue/ZanaOrionThroneRoom","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[49],[50],47541,"","","",1,"","F",""
413,"Metadata/NPC/Epilogue/ZanaOrionPostFight","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[49],[50],43809,"","","",1,"","F",""
414,"Metadata/NPC/Info/LeagueMetamorph/CrumpledLabNote","Crumpled Note","Metadata/NPC/Info/StoryGlyphBase","","","",0,[],[],31838,"","","",1,"","",""
415,"Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVat","Vat","Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVat","","","",0,[],[],63001,"","","",1,"","",""
416,"Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVatEndgame","Vat","Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVatEndgame","","","",0,[],[],21469,"","","",1,"","",""
417,"Metadata/NPC/Info/GlyphCrusader1","Baran's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],53503,"","","",1,"","",""
418,"Metadata/NPC/Info/GlyphCrusader2","Baran's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],48898,"","","",1,"","",""
419,"Metadata/NPC/Info/GlyphCrusader3","Baran's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],50746,"","","",1,"","",""
420,"Metadata/NPC/Info/GlyphCrusader4","Baran's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],183,"","","",1,"","",""
421,"Metadata/NPC/Info/GlyphEyrie1","Veritania's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],14772,"","","",1,"","",""
422,"Metadata/NPC/Info/GlyphEyrie2","Veritania's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],28831,"","","",1,"","",""
423,"Metadata/NPC/Info/GlyphEyrie3","Veritania's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],43472,"","","",1,"","",""
424,"Metadata/NPC/Info/GlyphEyrie4","Veritania's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],54509,"","","",1,"","",""
425,"Metadata/NPC/Info/GlyphBasilisk1","Al-Hezmin's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],13757,"","","",1,"","",""
426,"Metadata/NPC/Info/GlyphBasilisk2","Al-Hezmin's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],61384,"","","",1,"","",""
427,"Metadata/NPC/Info/GlyphBasilisk3","Al-Hezmin's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],21971,"","","",1,"","",""
428,"Metadata/NPC/Info/GlyphBasilisk4","Al-Hezmin's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],45615,"","","",1,"","",""
429,"Metadata/NPC/Info/GlyphAdjudicator1","Drox's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],62947,"","","",1,"","",""
430,"Metadata/NPC/Info/GlyphAdjudicator2","Drox's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],54606,"","","",1,"","",""
431,"Metadata/NPC/Info/GlyphAdjudicator3","Drox's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],12301,"","","",1,"","",""
432,"Metadata/NPC/Info/GlyphAdjudicator4","Drox's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],23334,"","","",1,"","",""
433,"Metadata/NPC/Info/GlyphSirus1","Sirus' Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],44156,"","","",1,"","",""
434,"Metadata/NPC/Info/GlyphSirus2","Sirus' Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],18311,"","","",1,"","",""
435,"Metadata/NPC/Info/GlyphSirus3","Sirus' Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],18563,"","","",1,"","",""
436,"Metadata/NPC/Info/GlyphSirus4","Sirus' Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],31949,"","","",1,"","",""
437,"Metadata/NPC/League/Affliction/StrangeVoice","Strange Voice","Metadata/NPC/NPC","","","",0,[],[],61816,"","","",1,"","M",""
438,"Metadata/NPC/DaughterOfSin","Daughter of Sin","Metadata/NPC/NPC","","","",0,[],[],42605,"","","",1,"","F",""
439,"Metadata/NPC/Freya","Freya","Metadata/NPC/NPC","","","",0,[],[],18513,"","","",1,"","F",""
440,"Metadata/Monsters/LeagueHarvest/Oshabi/OshabiBoss","Oshabi","Metadata/NPC/NPC","","","Oshabi",0,[],[],440,"","","",1,"","F",""
441,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistFence1","Faustus, the Fence","Metadata/NPC/NPC","","","Faustus",0,[],[],930,"","","",1,"","M",""
442,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistLockPick1","Karst, the Lockpick","Metadata/NPC/NPC","","","Karst",0,[],[],16028,"","","",1,"","M",""
443,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistInterrogator1","Niles, the Interrogator","Metadata/NPC/NPC","","","Niles",0,[],[],18502,"","","",1,"","M",""
444,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistSoldier1","Huck, the Soldier","Metadata/NPC/NPC","","","Huck",0,[],[],51910,"","","",1,"","M",""
445,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistHeavyLifter1","Tibbs, the Giant","Metadata/NPC/NPC","","","Tibbs",0,[],[],9157,"","","",1,"","M",""
446,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistDetector1","Nenet, the Scout","Metadata/NPC/NPC","","","Nenet",0,[],[],1276,"","","",1,"","F",""
447,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistDemolitionist1","Vinderi, the Dismantler","Metadata/NPC/NPC","","","Vinderi",0,[],[],56003,"","","",1,"","M",""
448,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistCatBurglar1","Tullina, the Catburglar","Metadata/NPC/NPC","","","Tullina",0,[],[],28924,"","","",1,"","F",""
449,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistIllusionist1_","Gianna, the Master of Disguise","Metadata/NPC/NPC","","","Gianna",0,[],[],9988,"","","",1,"","F",""
450,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistEngineer1","Isla, the Engineer","Metadata/NPC/NPC","","","Isla",0,[],[],22914,"","","",1,"","F",""
451,"Metadata/NPC/League/Heist/TheBoss","Kurai, the Administrator","Metadata/NPC/NPC","","","Kurai",0,[101],[102],53812,"",0,2,1,"","F",""
452,"Metadata/NPC/League/Heist/Fence","Faustus, the Fence","Metadata/NPC/NPC","","","Faustus",0,[123],[124],14052,"",1,2,1,"","M",""
453,"Metadata/NPC/League/Heist/Driver","Adiyah, the Wayfinder","Metadata/NPC/NPC","","","Adiyah",0,[99],[100],29492,"",2,2,1,25,"F",""
454,"Metadata/NPC/League/Heist/Barber","Whakano, the Barber","Metadata/NPC/NPC","","","Whakano",0,[111],[112],26948,"",3,2,1,32,"M",""
455,"Metadata/NPC/League/Heist/Lockpick1","Karst, the Lockpick","Metadata/NPC/NPC","","","Karst",0,[107],[108],22986,"",4,2,1,"","M",""
456,"Metadata/NPC/League/Heist/Interrogator1","Niles, the Interrogator","Metadata/NPC/NPC","","","Niles",0,[121],[122],19122,"",5,2,1,"","M",""
457,"Metadata/NPC/League/Heist/Soldier1","Huck, the Soldier","Metadata/NPC/NPC","","","Huck",0,[119],[120],39136,"",6,2,1,"","M",""
458,"Metadata/NPC/League/Heist/HeavyLifter1","Tibbs, the Giant","Metadata/NPC/NPC","","","Tibbs",0,[105],[106],52639,"",7,2,1,"","M",""
459,"Metadata/NPC/League/Heist/Detector1","Nenet, the Scout","Metadata/NPC/NPC","","","Nenet",0,[115],[116],8406,"",8,2,1,"","F",""
460,"Metadata/NPC/League/Heist/Demolitionist1","Vinderi, the Dismantler","Metadata/NPC/NPC","","","Vinderi",0,[117],[118],30119,"",9,2,1,"","M",""
461,"Metadata/NPC/League/Heist/CatBurglar1","Tullina, the Catburglar","Metadata/NPC/NPC","","","Tullina",0,[103],[104],10750,"",10,2,1,"","F",""
462,"Metadata/NPC/League/Heist/Illusionist1","Gianna, the Master of Disguise","Metadata/NPC/NPC","","","Gianna",0,[113],[114],50592,"",11,2,1,"","F",""
463,"Metadata/NPC/League/Heist/Engineer1","Isla, the Engineer","Metadata/NPC/NPC","","","Isla",0,[109],[110],59230,"",12,2,1,"","F",""
464,"Metadata/Monsters/LeagueHeist/Boss/VicVox","Vic Vox","Metadata/NPC/NPC","","","Vic",0,[],[],31320,"","","",1,"","M",""
465,"Metadata/Monsters/LeagueHeist/Boss/VinnyVox","Vinny Vox","Metadata/NPC/NPC","","","Vinny",0,[],[],2898,"","","",1,"","M",""
466,"Metadata/Monsters/LeagueHeist/Boss/Jamanra_","Jamanra, The Great","Metadata/NPC/NPC","","","Jamanra",0,[],[],4810,"","","",1,"","M",""
467,"Metadata/Monsters/LeagueHeist/Boss/Danai","Nashta, The Usurper","Metadata/NPC/NPC","","","Nashta",0,[],[],64636,"","","",1,"","F",""
468,"Metadata/Monsters/LeagueHeist/Boss/AdmiralDarnaw","Admiral Darnaw","Metadata/NPC/NPC","","","Darnaw",0,[],[],64849,"","","",1,"","M",""
469,"Metadata/Monsters/LeagueHeist/Boss/Freidrich","Friedrich Tarollo, Slave Merchant","Metadata/NPC/NPC","","","Friedrich",0,[],[],27161,"","","",1,"","M",""
470,"Metadata/NPC/League/Heist/TheBossLioneyes","Kurai, the Administrator","Metadata/NPC/NPC","","","Kurai",0,[101],[102],1692,"",0,2,1,"","F",""
471,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistAdiyah","Adiyah, the Wayfinder","Metadata/NPC/NPC","","","Adiyah",0,[],[],4017,"","","",1,"","F",""
472,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistKurai","Kurai, the Administrator","Metadata/NPC/NPC","","","Kurai",0,[],[],14018,"","","",1,"","F",""
473,"Metadata/Monsters/LeagueHeist/Boss/VicVoxMeeting_","Vic Vox","Metadata/NPC/NPC","","","Vic",0,[],[],39955,"","","",1,"","M",""
474,"Metadata/NPC/League/Heist/TullinaFiance","Julius Farrow","Metadata/NPC/NPC","","","",0,[],[],11980,"","","",1,"","F",""
475,"Metadata/NPC/Act3/Tolman","Tolman","Metadata/NPC/NPC","","","",3,[],[],9309,"","","",1,"","M",""
476,"Metadata/NPC/Act8/Solaris","Solaris","Metadata/NPC/NPC","","","",0,[],[],2599,"","","",1,"","F",""
477,"Metadata/NPC/Act8/Lunarus","Lunaris","Metadata/NPC/NPC","","","",0,[],[],40402,"","","",1,"","F",""
478,"Metadata/NPC/RiddleQuest","","Metadata/NPC/NPC","","","",0,[],[],49682,"","","",1,"","",""
479,"Metadata/NPC/League/EndlessDelve/Lilly","Lilly Roth","Metadata/NPC/Act10/Lilly","","","Lilly",0,[153],[154],24123,"","","",1,24,"F",""
480,"Metadata/NPC/Epilogue/Envoy","The Envoy","Metadata/NPC/NPC","","","",11,[128],[129],27713,"",13,1,1,"","M",""
481,"Metadata/NPC/Epilogue/EnvoyRandom","The Envoy","Metadata/NPC/NPC","","","",11,[128],[129],5686,"",13,1,1,"","M",""
482,"Metadata/NPC/Epilogue/EnvoyMaven","The Envoy","Metadata/NPC/NPC",3157,"","",11,[132],[133],18261,"",13,1,1,"","M",""
483,"Metadata/NPC/Epilogue/EnvoyTangle","The Envoy","Metadata/NPC/NPC","","","",11,[128],[129],22688,"",13,1,1,"","M",""
484,"Metadata/NPC/Epilogue/EnvoyCleansingFire","The Envoy","Metadata/NPC/NPC","","","",11,[128],[129],40455,"",13,1,1,"","M",""
485,"Metadata/NPC/Epilogue/EnvoyTangleBoss1","The Envoy","Metadata/NPC/Epilogue/EnvoyPostBoss","","","",11,[128],[129],34112,"",13,1,1,"","M",""
486,"Metadata/NPC/Epilogue/EnvoyTangleBoss2","The Envoy","Metadata/NPC/Epilogue/EnvoyPostBoss",3158,"","",11,[128],[129],23481,"",13,1,1,"","M",""
487,"Metadata/NPC/Epilogue/EnvoyCleansingFireBoss1","The Envoy","Metadata/NPC/Epilogue/EnvoyPostBoss","","","",11,[128],[129],61544,"",13,1,1,"","M",""
488,"Metadata/NPC/Epilogue/EnvoyCleansingFireBoss2","The Envoy","Metadata/NPC/Epilogue/EnvoyPostBoss",3159,"","",11,[128],[129],59898,"",13,1,1,"","M",""
489,"Metadata/NPC/Epilogue/Maven","The Maven","Metadata/NPC/NPC","","","",11,[],[],50362,"","","",1,"","F",""
490,"Metadata/NPC/Epilogue/MavenInfluenceIntro","The Maven","Metadata/NPC/NPC","","","",11,[],[],34786,"","","",1,"","F",""
491,"Metadata/NPC/Epilogue/MavenBossObserver","The Maven","Metadata/NPC/NPC","","","",11,[],[],31446,"","","",1,"","F",""
492,"Metadata/Monsters/MavenBoss/TheMaven","The Maven","Metadata/NPC/NPC","","","",11,[],[],4193,"","","",1,"","F",""
493,"Metadata/Monsters/MavenBoss/MavenBrainBoss","The Maven","Metadata/NPC/NPC","","","",11,[],[],10806,"","","",1,"","F",""
494,"Metadata/Monsters/CrimsonPriest","Kadaris, Crimson Mayor","Metadata/NPC/NPC","","","Kadaris",0,[],[],41950,"","","",1,"","M",""
495,"Metadata/Monsters/Skeletons/Pirate/BrutalPirateLordBoss","Captain Clayborne, The Accursed","Metadata/NPC/NPC","","","Clayborne",0,[],[],22110,"","","",1,"","M",""
496,"Metadata/Monsters/LunarisSolaris/LunarisMap","Khor, Sister of Shadows","Metadata/NPC/NPC","","","Khor",0,[],[],275,"","","",1,"","F",""
497,"Metadata/Monsters/LunarisSolaris/SolarisMap","Ara, Sister of Light","Metadata/NPC/NPC","","","Ara",0,[],[],3432,"","","",1,"","F",""
498,"Metadata/Monsters/DjinnDemon/DjinnDemonMapBoss_","Ormud, Fiend of the Flood","Metadata/NPC/NPC","","","Ormud",0,[],[],15980,"","","",1,"","M",""
499,"Metadata/Monsters/Vilenta/VilentaMap_","Renkarr, The Kiln Keeper","Metadata/NPC/NPC","","","Renkarr",0,[],[],3147,"","","",1,"","F",""
500,"Metadata/Monsters/Thaumaturgy/ThaumaturgistBoss","Ciergan, Shadow Alchemist","Metadata/NPC/NPC","","","Ciergan",0,[],[],30691,"","","",1,"","M",""
501,"Metadata/NPC/League/Ultimatum/UltimatumNPC","The Trialmaster","Metadata/NPC/NPC","","","The Trialmaster",0,[134],"[135,136]",50714,"",14,1,1,"","M",""
502,"Metadata/NPC/League/Ultimatum/UltimatumNPCPostFight","The Trialmaster","Metadata/NPC/League/Ultimatum/UltimatumNPCBossEndScene","","","The Trialmaster",0,[134],[135],56559,"",14,1,1,"","M",""
503,"Metadata/Monsters/LeagueDelve/VaalCityBoss","Ahuatotli, the Blind","Metadata/Monsters/LeagueDelve/CityBosses/DelveVaalCityBoss","","","Ahuatotli",0,[],[],27232,"","","",1,"","M",""
504,"Metadata/Monsters/LeagueDelve/ProtoVaalCityBoss","Aul, the Crystal King","Metadata/Monsters/LeagueDelve/CityBosses/DelveProtoVaalCityBoss","","","Aul",0,[],[],11813,"","","",1,"","M",""
505,"Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss","The Trialmaster","Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss","","","The Trialmaster",0,[],[],55649,"","","",1,"","M",""
506,"Metadata/NPC/Hasina","Hasina","Metadata/NPC/NPC","","","",0,[],[],11914,"","","",1,"","F",""
507,"Metadata/NPC/League/Expedition/Saga","Dannig, Warrior Skald","Metadata/NPC/NPC",2410,"","Dannig",0,[137],[138],48104,"",16,3,1,29,"M",""
508,"Metadata/NPC/League/Expedition/Gambler","Gwennen, the Gambler","Metadata/NPC/NPC",2407,"","Gwennen",0,[145],[146],5530,"",17,3,1,27,"F",""
509,"Metadata/NPC/League/Expedition/Haggler","Tujen, the Haggler","Metadata/NPC/NPC",2408,"","Tujen",0,[143],[144],48219,"",18,3,1,28,"M",""
510,"Metadata/NPC/League/Expedition/Dealer","Rog, the Dealer","Metadata/NPC/NPC",2409,"","Rog",0,[140],[141],23173,"",19,3,1,26,"M",""
511,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionDannig","Dannig","Metadata/NPC/NPC",2410,"","Dannig",0,[139],[138],38795,507,16,3,1,29,"M",""
512,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionGwennen_","Gwennen","Metadata/NPC/NPC",2407,"","Gwennen",0,[145],"[146,147,148]",25585,508,17,3,1,27,"F",""
513,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionTujen","Tujen","Metadata/NPC/NPC",2408,"","Tujen",0,[143],[144],35804,509,18,3,1,28,"M",""
514,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionRog","Rog","Metadata/NPC/NPC",2409,"","Rog",0,[140],[141],58708,510,19,3,1,26,"M",""
515,"Metadata/NPC/League/Expedition/SagaHideout","Dannig, Warrior Skald","Metadata/NPC/NPC",2410,"","Dannig",0,[137],[138],8686,507,16,3,1,29,"M",""
516,"Metadata/NPC/League/Expedition/GamblerHideout","Gwennen, the Gambler","Metadata/NPC/NPC",2407,"","Gwennen",0,[145],[146],37694,508,17,3,1,27,"F",""
517,"Metadata/NPC/League/Expedition/HagglerHideout","Tujen, the Haggler","Metadata/NPC/NPC",2408,"","Tujen",0,[143],[144],20353,509,18,3,1,28,"M",""
