"rownum","Id","SoundFile","SoundFile_2D","bool_24","string_25"
438,"SanctumRelic1Med","Audio/Sound Effects/ItemSounds/SanctumLeague/Relics/RelicA_Med.ogg","Audio/Sound Effects/ItemSounds/SanctumLeague/Relics/RelicA_Med.ogg2d","",""
439,"SanctumRelic1Lrg","Audio/Sound Effects/ItemSounds/SanctumLeague/Relics/RelicA_Lrg.ogg","Audio/Sound Effects/ItemSounds/SanctumLeague/Relics/RelicA_Lrg.ogg2d","",""
440,"SanctumRelic1Book","Audio/Sound Effects/ItemSounds/SanctumLeague/Relics/RelicA_Book1.ogg","Audio/Sound Effects/ItemSounds/SanctumLeague/Relics/RelicA_Book1.ogg2d","",""
441,"SanctumRelic1BookChain","Audio/Sound Effects/ItemSounds/SanctumLeague/Relics/RelicA_Book2.ogg","Audio/Sound Effects/ItemSounds/SanctumLeague/Relics/RelicA_Book2.ogg2d","",""
442,"SanctumRelic1Hollow","Audio/Sound Effects/ItemSounds/SanctumLeague/Relics/RelicA_Hollow.ogg","Audio/Sound Effects/ItemSounds/SanctumLeague/Relics/RelicA_Hollow.ogg2d","",""
443,"SanctumRelic1Parchment","Audio/Sound Effects/ItemSounds/SanctumLeague/Relics/RelicA_Parch.ogg","Audio/Sound Effects/ItemSounds/SanctumLeague/Relics/RelicA_Parch.ogg2d","",""
444,"SanctumRelic2ChainedLrg","Audio/Sound Effects/ItemSounds/SanctumLeague/Relics/RelicB_ChainedLrg.ogg","Audio/Sound Effects/ItemSounds/SanctumLeague/Relics/RelicB_ChainedLrg.ogg2d","",""
445,"SanctumRelic2ChainedSml","Audio/Sound Effects/ItemSounds/SanctumLeague/Relics/RelicB_ChainedSml.ogg","Audio/Sound Effects/ItemSounds/SanctumLeague/Relics/RelicB_ChainedSml.ogg2d","",""
446,"SanctumRelicPlayerItems","Audio/Sound Effects/ItemSounds/SanctumLeague/Relics/RelicC_Sml.ogg","Audio/Sound Effects/ItemSounds/SanctumLeague/Relics/RelicC_Sml.ogg2d","",""
447,"SanctumLeagueOfferConfirm","","Audio/Sound Effects/UI/SanctumLeague/OfferConfirm.ogg","",""
448,"SanctumLeaguePactAccept","","Audio/Sound Effects/UI/SanctumLeague/PactAccept.ogg","",""
449,"SanctumRelicLockerButton","","Audio/Sound Effects/UI/SanctumLeague/RelicLockerButton.ogg","",""
450,"OlrothsResolveStart","","Audio/Sound Effects/Microtransactions/OlrothsResolve/Start.ogg","",""
451,"OlrothsResolveEnd","","Audio/Sound Effects/Microtransactions/OlrothsResolve/End.ogg","",""
452,"SanctumRelicConfirmButton","","Audio/Sound Effects/UI/SanctumLeague/RelicConfirm.ogg","",""
453,"SanctumLeagueBoonsUI","","Audio/Sound Effects/UI/SanctumLeague/IconsBoons.off","",""
454,"SanctumLeagueAfflictionsUI","","Audio/Sound Effects/UI/SanctumLeague/IconsAfflictions.ogg","",""
455,"SanctumProgressionBanner","","Audio/Sound Effects/UI/SanctumLeague/ProgressionBanner.ogg","",""
456,"GoldCoinDrop","Audio/Sound Effects/ItemSounds/GoldCoin.ogg","Audio/Sound Effects/ItemSounds/GoldCoin.ogg2d","",""
457,"CrucibleChannelStart","","Audio/Sound Effects/UI/Crucible/Crucible_ChannelStart.ogg","",""
458,"CrucibleChannelLoop","","Audio/Sound Effects/UI/SettlersLeague/VerisiumEncounter/Settlers_ChannelLoop.ogg","",""
459,"CrucibleChannelEnd","","Audio/Sound Effects/UI/Crucible/Crucible_ChannelEnd.ogg","",""
460,"CruciblePopup","","Audio/Sound Effects/UI/Crucible/Crucible_Popup.ogg","",""
461,"CruciblePopupFade","","Audio/Sound Effects/UI/Crucible/Crucible_PopupFade.ogg","",""
462,"CrucibleMouseOver","","Audio/Sound Effects/UI/Crucible/Crucible_MouseOver.ogg","",""
463,"CrucibleWeaponSelect","","Audio/Sound Effects/UI/Crucible/Crucible_WeaponSelect.ogg","",""
464,"CrucibleBack","","Audio/Sound Effects/UI/Crucible/Crucible_Back.ogg","",""
465,"CrucibleInventoryPopupOpen","Audio/Sound Effects/UI/Crucible/Crucible_InventoryPopupOpen.ogg","Audio/Sound Effects/UI/Crucible/Crucible_InventoryPopupOpen.ogg","",""
466,"CrucibleInventoryPopup","","Audio/Sound Effects/UI/Crucible/Crucible_InventoryPopup.ogg","",""
467,"CrucibleForge","Audio/Sound Effects/UI/Crucible/Crucible_Forge.ogg","Audio/Sound Effects/UI/Crucible/Crucible_Forge.ogg","",""
468,"CrucibleGeode","Audio/Sound Effects/UI/Crucible/Crucible_GeodeDrop.ogg","Audio/Sound Effects/UI/Crucible/Crucible_GeodeMove.ogg2d","",""
469,"CrucibleGeodeUse","","Audio/Sound Effects/UI/Crucible/Crucible_GeodeUse.ogg2d","",""
470,"CrucibleWeaponPlace","Audio/Sound Effects/UI/Crucible/Crucible_WeaponPlace.ogg","Audio/Sound Effects/UI/Crucible/Crucible_WeaponPlace.ogg","",""
471,"CrucibleForgeButton","Audio/Sound Effects/UI/Crucible/Crucible_ForgeButton.ogg","Audio/Sound Effects/UI/Crucible/Crucible_ForgeButton.ogg","",""
472,"CrucibleUniqueForge","Audio/Sound Effects/UI/Crucible/Crucible_UniqueForge.ogg","Audio/Sound Effects/UI/Crucible/Crucible_UniqueForge.ogg","",""
473,"CrucibleForgePopup","Audio/Sound Effects/UI/Crucible/Crucible_ForgePopup.ogg","Audio/Sound Effects/UI/Crucible/Crucible_ForgePopup.ogg","",""
474,"AtlasPassiveTreeSelectGateway","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Gateway/AtlasPassiveSelectGateway.ogg","",""
475,"AtlasPassiveTreeGatewayConfirm","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Gateway/AtlasPassiveGatewayConfirm.ogg","",""
476,"AtlasPassiveTreeGatewayHoverLeft","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Gateway/AtlasPassiveGatewayHoverLeft.ogg","",""
477,"AtlasPassiveTreeGatewayHoverRight","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Gateway/AtlasPassiveGatewayHoverRight.ogg","",""
478,"ScoutingReport","Audio/Sound Effects/ItemSounds/ScoutingReport/ScoutingReport.ogg","Audio/Sound Effects/ItemSounds/ScoutingReport/ScoutingReport.ogg2d","",""
479,"UseScoutingReport","","Audio/Sound Effects/ItemSounds/ScoutingReport/UseScoutingReport.ogg2d","",""
480,"AncestralWinBasic","Audio/Sound Effects/UI/AncestralLeague/WinBasic.ogg","Audio/Sound Effects/UI/AncestralLeague/WinBasic.ogg","",""
481,"AncestralLoseBasic","Audio/Sound Effects/UI/AncestralLeague/LoseBasic.ogg","Audio/Sound Effects/UI/AncestralLeague/LoseBasic.ogg","",""
482,"AncestralWinTournament","Audio/Sound Effects/UI/AncestralLeague/WinTournament.ogg","Audio/Sound Effects/UI/AncestralLeague/WinTournament.ogg","",""
483,"AncestralLoseTournament","Audio/Sound Effects/UI/AncestralLeague/LoseTournament.ogg","Audio/Sound Effects/UI/AncestralLeague/LoseTournament.ogg","",""
484,"AncestralCurrencyTattoo","Audio/Sound Effects/ItemSounds/AncestralLeague/Currency/KaruiTattoos_Drop.ogg","Audio/Sound Effects/ItemSounds/AncestralLeague/Currency/KaruiTattoo_Move.ogg2d","",""
485,"AncestralCurrencyOmen","Audio/Sound Effects/ItemSounds/AncestralLeague/Currency/KaruiOmens_Drop.ogg","Audio/Sound Effects/ItemSounds/AncestralLeague/Currency/KaruiOmens_Move.ogg2d","",""
486,"AncestralCurrencyHinekorasLock","Audio/Sound Effects/ItemSounds/AncestralLeague/Currency/HinekorasLock_Drop.ogg","Audio/Sound Effects/ItemSounds/AncestralLeague/Currency/HinekorasLock_Move.ogg2d","",""
487,"AncestralCurrencySilverCoin","Audio/Sound Effects/ItemSounds/AncestralLeague/Currency/SilverCoin_Drop.ogg","Audio/Sound Effects/ItemSounds/AncestralLeague/Currency/SilverCoin_Move.ogg2d","",""
488,"AncestralGeneralUIAppear","Audio/Sound Effects/UI/AncestralLeague/General/GeneralUIAppear.ogg","Audio/Sound Effects/UI/AncestralLeague/General/GeneralUIAppear.ogg","",""
489,"AncestralGeneralUIClose","Audio/Sound Effects/UI/AncestralLeague/General/GeneralUIClose.ogg","Audio/Sound Effects/UI/AncestralLeague/General/GeneralUIClose.ogg","",""
490,"AncestralGeneralHoldLoop","Audio/Sound Effects/UI/AncestralLeague/General/GeneralHoldLoop.ogg","Audio/Sound Effects/UI/AncestralLeague/General/GeneralHoldLoop.ogg","",""
491,"AncestralGeneralPurchaseWarrior","Audio/Sound Effects/UI/AncestralLeague/General/PurchaseWarrior.ogg","Audio/Sound Effects/UI/AncestralLeague/General/PurchaseWarrior.ogg","",""
492,"AncestralGeneralPurchaseFieldItem","Audio/Sound Effects/UI/AncestralLeague/General/PurchaseFieldItem.ogg","Audio/Sound Effects/UI/AncestralLeague/General/PurchaseFieldItem.ogg","",""
493,"AncestralGeneralPurchaseEquipment","Audio/Sound Effects/UI/AncestralLeague/General/PurchaseEquipment.ogg","Audio/Sound Effects/UI/AncestralLeague/General/PurchaseEquipment.ogg","",""
494,"AncestralGeneralSellWarrior","Audio/Sound Effects/UI/AncestralLeague/General/SellWarrior.ogg","Audio/Sound Effects/UI/AncestralLeague/General/SellWarrior.ogg","",""
495,"AncestralGeneralSellFieldItem","Audio/Sound Effects/UI/AncestralLeague/General/SellFieldItem.ogg","Audio/Sound Effects/UI/AncestralLeague/General/SellFieldItem.ogg","",""
496,"AncestralGeneralSellEquipment","Audio/Sound Effects/UI/AncestralLeague/General/SellEquipment.ogg","Audio/Sound Effects/UI/AncestralLeague/General/SellEquipment.ogg","",""
497,"AncestralGeneralPickup","Audio/Sound Effects/UI/AncestralLeague/General/Pickup.ogg","Audio/Sound Effects/UI/AncestralLeague/General/Pickup.ogg","",""
498,"AncestralGeneralPlace","Audio/Sound Effects/UI/AncestralLeague/General/Place.ogg","Audio/Sound Effects/UI/AncestralLeague/General/Place.ogg","",""
499,"AncestralMatchesHighlightOpponent","Audio/Sound Effects/UI/AncestralLeague/Matches/HighlightOpponent.ogg","Audio/Sound Effects/UI/AncestralLeague/Matches/HighlightOpponent.ogg","",""
500,"AncestralMatchesSelectOpponent","Audio/Sound Effects/UI/AncestralLeague/Matches/SelectOpponent.ogg","Audio/Sound Effects/UI/AncestralLeague/Matches/SelectOpponent.ogg","",""
501,"AncestralMatchesStartMatch","Audio/Sound Effects/UI/AncestralLeague/Matches/StartMatch.ogg","Audio/Sound Effects/UI/AncestralLeague/Matches/StartMatch.ogg","",""
502,"AncestralMatchesUIAppear","Audio/Sound Effects/UI/AncestralLeague/Matches/MatchUIAppear.ogg","Audio/Sound Effects/UI/AncestralLeague/Matches/MatchUIAppear.ogg","",""
503,"AncestralMatchesUIClose","Audio/Sound Effects/UI/AncestralLeague/Matches/MatchUIClose.ogg","Audio/Sound Effects/UI/AncestralLeague/Matches/MatchUIClose.ogg","",""
504,"AncestralPlanningUIAppear","Audio/Sound Effects/UI/AncestralLeague/Planning/PlanningUIAppear.ogg","Audio/Sound Effects/UI/AncestralLeague/Planning/PlanningUIAppear.ogg","",""
505,"AncestralPlanningUIClose","Audio/Sound Effects/UI/AncestralLeague/Planning/PlanningUIClose.ogg","Audio/Sound Effects/UI/AncestralLeague/Planning/PlanningUIClose.ogg","",""
506,"AncestralPlanningSelectWarrior","Audio/Sound Effects/UI/AncestralLeague/Planning/SelectWarrior.ogg","Audio/Sound Effects/UI/AncestralLeague/Planning/SelectWarrior.ogg","",""
507,"AncestralPlanningSelectFieldItem","Audio/Sound Effects/UI/AncestralLeague/Planning/SelectFieldItem.ogg","Audio/Sound Effects/UI/AncestralLeague/Planning/SelectFieldItem.ogg","",""
508,"AncestralPlanningSelecEquipment","Audio/Sound Effects/UI/AncestralLeague/Planning/SelectEquipment.ogg","Audio/Sound Effects/UI/AncestralLeague/Planning/SelectEquipment.ogg","",""
509,"AncestralPlanningPlaceWarrior","Audio/Sound Effects/UI/AncestralLeague/Planning/PlaceWarrior.ogg","Audio/Sound Effects/UI/AncestralLeague/Planning/PlaceWarrior.ogg","",""
510,"AncestralPlanningPlaceFieldItem","Audio/Sound Effects/UI/AncestralLeague/Planning/PlaceFieldItem.ogg","Audio/Sound Effects/UI/AncestralLeague/Planning/PlaceFieldItem.ogg","",""
511,"AncestralPlanningEquipItem","Audio/Sound Effects/UI/AncestralLeague/Planning/EquipItem.ogg","Audio/Sound Effects/UI/AncestralLeague/Planning/EquipItem.ogg","",""
512,"AncestralPlanningRemoveWarrior","Audio/Sound Effects/UI/AncestralLeague/Planning/RemoveWarrior.ogg","Audio/Sound Effects/UI/AncestralLeague/Planning/RemoveWarrior.ogg","",""
513,"AncestralPlanningRemoveFieldItem","Audio/Sound Effects/UI/AncestralLeague/Planning/RemoveFieldItem.ogg","Audio/Sound Effects/UI/AncestralLeague/Planning/RemoveFieldItem.ogg","",""
514,"PassiveTreeTattooApply","Audio/Sound Effects/UI/PassiveTree/PassiveTreeTattoo.ogg","Audio/Sound Effects/UI/PassiveTree/PassiveTreeTattoo.ogg","",""
515,"PassiveTreeTattooRefund","Audio/Sound Effects/UI/PassiveTree/PassiveTreeTattooScour.ogg","Audio/Sound Effects/UI/PassiveTree/PassiveTreeTattooScour.ogg","",""
516,"AncestralWarriorItemMetalPurchase","","Audio/Sound Effects/ItemSounds/AncestralLeague/WarriorItems/WarriorItemMetal_Purchase.ogg2d","",""
517,"AncestralWarriorItemWoodPurchase","","Audio/Sound Effects/ItemSounds/AncestralLeague/WarriorItems/WarriorItemWood_Purchase.ogg2d","",""
518,"AncestralWarriorItemStonePurchase","","Audio/Sound Effects/ItemSounds/AncestralLeague/WarriorItems/WarriorItemStone_Purchase.ogg2d","",""
519,"AncestralWarriorItemBonePurchase","","Audio/Sound Effects/ItemSounds/AncestralLeague/WarriorItems/WarriorItemBone_Purchase.ogg2d","",""
520,"AncestralFieldItemPurchase","","Audio/Sound Effects/ItemSounds/AncestralLeague/FieldItems/FieldItems_Purchase.ogg2d","",""
521,"HinekorasLockUse","Audio/Sound Effects/ItemSounds/AncestralLeague/Currency/HinekorasLock_ Use.ogg","Audio/Sound Effects/ItemSounds/AncestralLeague/Currency/HinekorasLock_ Use.ogg","",""
522,"HinekorasLockFutureSight","Audio/Sound Effects/ItemSounds/AncestralLeague/Currency/HinekorasLock_ FutureStart.ogg","Audio/Sound Effects/ItemSounds/AncestralLeague/Currency/HinekorasLock_ FutureStart.ogg","",""
523,"HinekorasLockFuture","Audio/Sound Effects/ItemSounds/AncestralLeague/Currency/HinekorasLock_ Future.ogg","Audio/Sound Effects/ItemSounds/AncestralLeague/Currency/HinekorasLock_ Future.ogg","",""
524,"HinekorasLockFail","Audio/Sound Effects/ItemSounds/AncestralLeague/Currency/HinekorasLock_Fail.ogg","Audio/Sound Effects/ItemSounds/AncestralLeague/Currency/HinekorasLock_Fail.ogg","",""
525,"HinekorasLockLoop","Audio/Sound Effects/ItemSounds/AncestralLeague/Currency/HinekorasLock_ Loop.ogg","Audio/Sound Effects/ItemSounds/AncestralLeague/Currency/HinekorasLock_ Loop.ogg","",""
526,"AncestralTournamentWinScreen","Audio/Sound Effects/UI/AncestralLeague/WinTournamentScreen.ogg","Audio/Sound Effects/UI/AncestralLeague/WinTournamentScreen.ogg","",""
527,"AncestralTournamentWinSwipes","Audio/Sound Effects/UI/AncestralLeague/WinTournamentSwipes.ogg","Audio/Sound Effects/UI/AncestralLeague/WinTournamentSwipes.ogg","",""
528,"AncestralTournamentWinSelect","Audio/Sound Effects/UI/AncestralLeague/WinTournamentSelect.ogg","Audio/Sound Effects/UI/AncestralLeague/WinTournamentSelect.ogg","",""
529,"AncestralWarriorItemMetalEquip","","Audio/Sound Effects/ItemSounds/AncestralLeague/WarriorItems/WarriorItemMetal_Equip.ogg2d","",""
530,"AncestralWarriorItemWoodEquip","","Audio/Sound Effects/ItemSounds/AncestralLeague/WarriorItems/WarriorItemWood_Equip.ogg2d","",""
531,"AncestralWarriorItemStoneEquip","","Audio/Sound Effects/ItemSounds/AncestralLeague/WarriorItems/WarriorItemStone_Equip.ogg2d","",""
532,"AncestralWarriorItemBoneEquip","","Audio/Sound Effects/ItemSounds/AncestralLeague/WarriorItems/WarriorItemBone_Equip.ogg2d","",""
533,"AncestralFieldItemPlace","","Audio/Sound Effects/ItemSounds/AncestralLeague/FieldItems/FieldItems_Equip.ogg2d","",""
534,"AncestralWarriorItemMeatEquip","","Audio/Sound Effects/ItemSounds/AncestralLeague/WarriorItems/WarriorItemMeat_Equip.ogg2d","",""
535,"AncestralWarriorItemMeatPurchase","","Audio/Sound Effects/ItemSounds/AncestralLeague/WarriorItems/WarriorItemMeat_Purchase.ogg2d","",""
536,"ChargeExpiredGeneric","Audio/Sound Effects/Charges/Charge_End_PlayerSG","",1,""
537,"ChargeAcquiredGeneric","Audio/Sound Effects/Counter/counter1.oggSG","",1,""
538,"ChargeExpiredGenericMonster","Audio/Sound Effects/Charges/Charge_End_MonsterSG","",1,""
539,"ChargeExpiredGenericPlayer","Audio/Sound Effects/Charges/Charge_End_PlayerSG","",1,""
540,"PantheonUpgrade","","Audio/Sound Effects/UI/Pantheon/PantheonUpgrade.ogg","",""
541,"PlayerTrade","","Audio/Sound Effects/UI/Party_Note/Player_Invite_Trade.ogg","",""
542,"PrimalistAnimalCharmsStr","Audio/Sound Effects/ItemSounds/AzmeriLeague/AlternateAscendancy/Primalist/AnimalCharmsStr.ogg2d","Audio/Sound Effects/ItemSounds/AzmeriLeague/AlternateAscendancy/Primalist/AnimalCharmsStr.ogg2d","",""
543,"PrimalistAnimalCharmsDex","Audio/Sound Effects/ItemSounds/AzmeriLeague/AlternateAscendancy/Primalist/AnimalCharmsDex.ogg2d","Audio/Sound Effects/ItemSounds/AzmeriLeague/AlternateAscendancy/Primalist/AnimalCharmsDex.ogg2d","",""
544,"PrimalistAnimalCharmsInt","Audio/Sound Effects/ItemSounds/AzmeriLeague/AlternateAscendancy/Primalist/AnimalCharmsInt.ogg2d","Audio/Sound Effects/ItemSounds/AzmeriLeague/AlternateAscendancy/Primalist/AnimalCharmsInt.ogg2d","",""
545,"CurrencyValdosPuzzleBox","Audio/Sound Effects/ItemSounds/AzmeriLeague/ValdosPuzzleBox/ValdosPuzzleBox_Drop.ogg","Audio/Sound Effects/ItemSounds/AzmeriLeague/ValdosPuzzleBox/ValdosPuzzleBox_Move.ogg2d","",""
546,"CurrencyValdosPuzzleBoxUse","","Audio/Sound Effects/ItemSounds/AzmeriLeague/ValdosPuzzleBox/ValdosPuzzleBox_Use.ogg2d","",""
547,"PrimalistAnimalCharmsApply","","Audio/Sound Effects/ItemSounds/AzmeriLeague/AlternateAscendancy/Primalist/AnimalCharmsApply.ogg","",""
548,"WeaponTinctures","Audio/Sound Effects/ItemSounds/AzmeriLeague/AlternateAscendancy/Warden/WeaponTinctures.ogg","Audio/Sound Effects/ItemSounds/AzmeriLeague/AlternateAscendancy/Warden/WeaponTinctures.ogg2d","",""
549,"WeaponTincturesUse","","Audio/Sound Effects/ItemSounds/AzmeriLeague/AlternateAscendancy/Warden/WeaponTincturesDrink.ogg","",""
550,"AzmeriDescendencyVoodoo","","Audio/Sound Effects/UI/AzmeriLeague/AlternateAscendency/Descendency_Pick/Alt_Voodoo.ogg2d","",""
551,"AzmeriDescendencyPrimalist","","Audio/Sound Effects/UI/AzmeriLeague/AlternateAscendency/Descendency_Pick/Alt_Primalist.ogg2d","",""
552,"AzmeriDescendencyWarden","","Audio/Sound Effects/UI/AzmeriLeague/AlternateAscendency/Descendency_Pick/Alt_Warden.ogg2d","",""
553,"AzmeriDescendencyOpen","","Audio/Sound Effects/UI/AzmeriLeague/AlternateAscendency/Descendency_Pick/SelectionScreen.ogg2d","",""
554,"AzmeriDescendencyHover","","Audio/Sound Effects/UI/AzmeriLeague/AlternateAscendency/Descendency_Pick/HoverOver.ogg2d","",""
555,"AzmeriCurrencyMonsterCorpse","Audio/Sound Effects/ItemSounds/AzmeriLeague/ItemisedMonsterCorpse/MonsterCorpse_Drop.ogg","Audio/Sound Effects/ItemSounds/AzmeriLeague/ItemisedMonsterCorpse/MonsterCorpse_Move.ogg2d","",""
556,"AzmeriDescendencyAccept","","Audio/Sound Effects/UI/AzmeriLeague/AlternateAscendency/Descendency_Pick/SelectionAccept.ogg2d","",""
557,"AzmeriOmen","Audio/Sound Effects/ItemSounds/AzmeriLeague/AzmeriOmen/AzmeriOmen_Drop.ogg","Audio/Sound Effects/ItemSounds/AzmeriLeague/AzmeriOmen/AzmeriOmen_Move.ogg2d","",""
558,"AzmeriDescendencyAcceptVoodoo","","Audio/Sound Effects/UI/AzmeriLeague/AlternateAscendency/Descendency_Pick/SelectionAccept_Voodoo.ogg2d","",""
559,"AzmeriDescendencyAcceptPrimalist","","Audio/Sound Effects/UI/AzmeriLeague/AlternateAscendency/Descendency_Pick/SelectionAccept_Primalist.ogg2d","",""
560,"AzmeriDescendencyAcceptWarden","","Audio/Sound Effects/UI/AzmeriLeague/AlternateAscendency/Descendency_Pick/SelectionAccept_Warden.ogg2d","",""
561,"LabyrinthDivineFontMenu","","Audio/Sound Effects/UI/Labyrinth/DivineFont/DivineFont_Menu.ogg","",""
562,"LabyrinthDivineFontChangeGem","","Audio/Sound Effects/UI/Labyrinth/DivineFont/DivineFont_ChangeGem.ogg","",""
563,"LabyrinthDivineFontSacrificeGem","","Audio/Sound Effects/UI/Labyrinth/DivineFont/DivineFont_SacrificeGem.ogg","",""
564,"LabyrinthDivineFontClick","","Audio/Sound Effects/UI/Labyrinth/DivineFont/DivineFont_Click.ogg","",""
565,"LabyrinthDivineFontGemFlash","","Audio/Sound Effects/UI/Labyrinth/DivineFont/DivineFont_GemFlash.ogg","",""
566,"AzmeriNamelessSeerUnique","","Audio/Sound Effects/UI/AzmeriLeague/NamelessSeer/NamelessSeerUnique.ogg","",""
567,"NecropolisLeague_GraveCorpseBury","","Audio/Sound Effects/UI/NecropolisLeague/Grave_Corpse_Bury.ogg","",""
568,"NecropolisLeague_GraveCorpseRemoveDown","","Audio/Sound Effects/UI/NecropolisLeague/Grave_Corpse_Remove_Down.ogg","",""
569,"NecropolisLeague_GraveCorpseRemoveUp","","Audio/Sound Effects/UI/NecropolisLeague/Grave_Corpse_Remove_Up.ogg","",""
570,"NecropolisLeague_GraveCorpseSelect","","Audio/Sound Effects/UI/NecropolisLeague/Grave_Corpse_Select.ogg","",""
571,"NecropolisLeague_GraveOpen","","Audio/Sound Effects/UI/NecropolisLeague/Grave_Open.ogg","",""
572,"NecropolisLeague_TomeExorciseUp","","Audio/Sound Effects/UI/NecropolisLeague/Tome_Exorcise_Up.ogg","",""
573,"NecropolisLeague_TomeExorciseDown","","Audio/Sound Effects/UI/NecropolisLeague/Tome_Exorcise_Down.ogg","",""
574,"NecropolisLeague_TomeSelectMain","","Audio/Sound Effects/UI/NecropolisLeague/Tome_Select_Main.ogg","",""
575,"NecropolisLeague_TomeSelectTab","","Audio/Sound Effects/UI/NecropolisLeague/Tome_Select_Tab.ogg","",""
576,"NecropolisLeague_TomeOpen","","Audio/Sound Effects/UI/NecropolisLeague/Tome_Open.ogg","",""
577,"NecropolisLeague_EmberClick","","Audio/Sound Effects/ItemSounds/NecropolisLeague/Ember_Click.ogg","",""
578,"NecropolisLeague_EmberPlace","Audio/Sound Effects/ItemSounds/NecropolisLeague/Ember_Drop.ogg","Audio/Sound Effects/ItemSounds/NecropolisLeague/Ember_Move.ogg2d","",""
579,"NecropolisLeague_CurrencyCoffinEmpty","Audio/Sound Effects/ItemSounds/NecropolisLeague/CoffinEmpty_Drop.ogg","Audio/Sound Effects/ItemSounds/NecropolisLeague/CoffinEmpty_Move.ogg2d","",""
580,"NecropolisLeague_CurrencyCoffinEmptyUse","","Audio/Sound Effects/ItemSounds/NecropolisLeague/CoffinEmpty_Use.ogg2d","",""
581,"NecropolisLeague_CurrencyCoffinFilled","Audio/Sound Effects/ItemSounds/NecropolisLeague/CoffinFilled_Drop.ogg","Audio/Sound Effects/ItemSounds/NecropolisLeague/CoffinFilled_Move.ogg2d","",""
582,"NecropolisLeague_CurrencyCoffinFilledUse","","Audio/Sound Effects/ItemSounds/NecropolisLeague/CoffinFilled_Use.ogg2d","",""
583,"NecropolisLeague_GraveCorpseHover","","Audio/Sound Effects/UI/NecropolisLeague/Grave_Corpse_Hover.ogg","",""
584,"NecropolisLeague_CorpseCollect","","Audio/Sound Effects/UI/NecropolisLeague/Corpse_Collect.ogg","",""
585,"NecropolisLeague_EmberClickRedText","","Audio/Sound Effects/ItemSounds/NecropolisLeague/Ember_ClickRedTextSG","",""
586,"NecropolisLeague_EmberPlaceLantern","","Audio/Sound Effects/ItemSounds/NecropolisLeague/Ember_PlaceLantern.ogg","",""
587,"NecropolisLeague_CorpseBurnDown","","Audio/Sound Effects/UI/NecropolisLeague/Corpse_Burn_Down.ogg","",""
588,"NecropolisLeague_CorpseBurnUp","","Audio/Sound Effects/UI/NecropolisLeague/Corpse_Burn_Up.ogg","",""
589,"NecropolisLeague_LanternClickDown","","Audio/Sound Effects/UI/NecropolisLeague/Lantern_Click_Down.ogg","",""
590,"NecropolisLeague_LanternClickUp","","Audio/Sound Effects/UI/NecropolisLeague/Lantern_Click_Up.ogg","",""
591,"NecropolisLeague_LanternOpen","","Audio/Sound Effects/UI/NecropolisLeague/Lantern_Open.ogg","",""
592,"NecropolisLeague_LanternModUp","","Audio/Sound Effects/UI/NecropolisLeague/Lantern_Mod_Up.ogg","",""
593,"NecropolisLeague_LanternModDragHover","","Audio/Sound Effects/UI/NecropolisLeague/Lantern_Mod_Drag_Hover.ogg","",""
594,"NecropolisLeague_LanternModDrop","","Audio/Sound Effects/UI/NecropolisLeague/Lantern_Mod_Drop.ogg","",""
595,"NecropolisLeague_LanternEnter","","Audio/Sound Effects/UI/NecropolisLeague/Lantern_Enter.ogg","",""
596,"AtlasPassiveTreeToggle","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasTreeToggle.ogg","",""
597,"SerpentExtract_Buy","","Audio/Sound Effects/Microtransactions/VillagersHideoutDoodadSnakeExtract/SnakeExtract_Buy.ogg","",""
598,"SerpentExtract_Move","","Audio/Sound Effects/Microtransactions/VillagersHideoutDoodadSnakeExtract/SnakeExtract_Move.ogg","",""
599,"SerpentExtract_Use","","Audio/Sound Effects/Microtransactions/VillagersHideoutDoodadSnakeExtract/SnakeExtract_Use.ogg","",""
600,"KalguuranRecombinatorStart","","Audio/Sound Effects/UI/SettlersLeague/Recombinator/Start.ogg","",""
601,"KalguuranRecombinatorIdle","","Audio/Sound Effects/UI/SettlersLeague/Recombinator/Idle.ogg","",""
602,"KalguuranRecombinatorEnd","","Audio/Sound Effects/UI/SettlersLeague/Recombinator/End.ogg","",""
603,"SettlersLeague_OreEncounter_Interact","","Audio/Sound Effects/UI/SettlersLeague/OreEncounter/Interact.ogg","",""
604,"SettlersLeague_TownUpgrade_Close_Up","","Audio/Sound Effects/UI/SettlersLeague/TownUpgrade/Upgrade_Close_Up.ogg","",""
605,"SettlersLeague_TownUpgrade_Confirm_Down","","Audio/Sound Effects/UI/SettlersLeague/TownUpgrade/Upgrade_Confirm_Down.ogg","",""
606,"SettlersLeague_TownUpgrade_Confirm_Up","","Audio/Sound Effects/UI/SettlersLeague/TownUpgrade/Upgrade_Confirm_Up.ogg","",""
607,"SettlersLeague_TownUpgrade_Down","","Audio/Sound Effects/UI/SettlersLeague/TownUpgrade/Upgrade_Down.ogg","",""
608,"SettlersLeague_TownUpgrade_Open_Up","","Audio/Sound Effects/UI/SettlersLeague/TownUpgrade/Upgrade_Open_Up.ogg","",""
