"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","GenerationType","Families","Stat1Value","i32","Stat2Value","i32","Stat3Value","i32","Stat4Value","i32","SpawnWeight_Tags","SpawnWeight_Values","Tags","GrantedEffectsPerLevel","AuraFlags","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Value","i32","Stat5","FullAreaClear_AchievementItems","AchievementItems","GenerationWeight_Tags","GenerationWeight_Values","ModifyMapsAchievements","Stat6Value","i32","Stat6","MaxLevel","bool","CraftingItemClassRestrictions","MonsterOnDeath","i32","HeistAchievements","Heist_SubStatValue1","Heist_SubStatValue2","Heist_Stat0","Heist_Stat1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceType","ImplicitTags","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BuffTemplate","ArchnemesisMinionMod","HASH32","[rid]","i32","[rid]","RadiusJewelType","IsEssenceOnlyModifier"
6124,"MonsterDetonatesCorpsesText",31516,676,1,918,"","","",3,"",3,[256],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2085095252,[],0,[],3,""
6125,"MonsterExplodesOnDeathText",28095,677,1,3750,"","","",3,"",3,[257],2,2,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2532244305,[],0,[],3,""
6126,"MonsterExplodesOnItsTargetText",10549,678,1,919,"","","",3,"",3,[257],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2182130469,[],0,[],3,""
6127,"MonsterExplodesOnItsTargetOnLowLifeText",31150,678,1,919,"","","",3,"",3,[257],2,2,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4684265,[],0,[],3,""
6128,"MonsterFiresRainOfArrowsText",34058,679,1,920,"","","",3,"",3,[258],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",132154090,[],0,[],3,""
6129,"MonsterFiresBurningArrowsText",5541,680,1,921,"","","",3,"",3,[259],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3897949680,[],0,[],3,""
6130,"MonsterFiresExplosiveArrowText",24406,681,1,922,"","","",3,"",3,[260],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2676801754,[],0,[],3,""
6131,"MonsterFiresLightningArrowsText",21347,682,1,923,"","","",3,"",3,[261],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2122263836,[],0,[],3,""
6132,"MonsterFiresCausticArrowsText",25183,683,1,924,"","","",3,"",3,[262],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3279331625,[],0,[],3,""
6133,"MonsterFiresSplitArrowsText",62914,684,1,925,"","","",3,"",3,[263],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1316862911,[],0,[],3,""
6134,"MonsterFiresVaalBurningArrowText",32228,4761,1,5401,"","","",3,"",3,[2388],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3824786973,[],0,[],3,""
6135,"MonsterLeapsOntoEnemiesText",53383,685,1,926,"","","",3,"",3,[264],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3095422983,[],0,[],3,""
6136,"MonsterRaisesUndeadText",43539,686,1,927,"","","",3,"",3,[265],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3555555838,[],0,[],3,""
6137,"MonsterSummonsExplodingSpawnText",33754,687,1,928,"","","",3,"",3,[266],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2375880263,[],0,[],3,""
6138,"MonsterSummonsMonkeysText",20360,688,1,929,"","","",3,"",3,[267],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",531583015,[],0,[],3,""
6139,"MonsterSummonsSkeletonsText",46589,689,1,930,"","","",3,"",3,[268],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1272708646,[],0,[],3,""
6140,"MonsterSummonsSpawnText",22078,690,1,931,"","","",3,"",3,[269],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2636368669,[],0,[],3,""
6141,"MonsterUsesEnduringCryText",21935,691,1,932,"","","",3,"",3,[270],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4167740869,[],0,[],3,""
6142,"MonsterUsesFlickerStrikeText",61330,692,1,933,"","","",3,"",3,[271],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2201382052,[],0,[],3,""
6143,"MonsterUsesGlacialHammerText",30713,693,1,934,"","","",3,"",3,[272],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3364601714,[],0,[],3,""
6144,"MonsterUsesGroundSlamText",35952,694,1,935,"","","",3,"",3,[273],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1522587312,[],0,[],3,""
6145,"MonsterUsesLightningStrikeText",11826,695,1,936,"","","",3,"",3,[274],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2263591129,[],0,[],3,""
6146,"MonsterUsesPhaseRunText",13810,696,1,937,"","","",3,"",3,[275],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3669552970,[],0,[],3,""
6147,"MonsterCastsShieldChargeText",22996,697,1,938,"","","",3,"",3,[276],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2953308627,[],0,[],3,""
6148,"MonsterCastsMassFrenzyText",25636,698,1,939,"","","",3,"",3,[277],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2337927037,[],0,[],3,""
6149,"MonsterCastsTemporalChainsText",2194,699,1,940,"","","",3,"",3,[278],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4011124614,[],0,[],3,""
6150,"MonsterCastsFrenzyText",19261,700,1,941,"","","",3,"",3,[279],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1901214319,[],0,[],3,""
6151,"MonsterCastsViperStrikeText",24492,701,1,942,"","","",3,"",3,[280],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1495467663,[],0,[],3,""
6152,"MonsterCastsGroundDesecrationText",46241,702,1,3705,"","","",3,"",3,[281],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2030029918,[],0,[],3,""
6153,"MonsterCastsWitherText",32155,703,1,3704,"","","",3,"",3,[282],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3968373011,[],0,[],3,""
6154,"MonsterCastsElementalHitText",1433,704,1,943,"","","",3,"",3,[283],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",285873299,[],0,[],3,""
6155,"MonsterCurseCastSpeedPenalty",23319,706,1,844,"","","",3,"",3,[284],-80,-80,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,324,587]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3291782947,[],0,[],3,""
6156,"MonsterTwoAdditionalTotems",32099,1245,1,958,"","","",3,"",3,[555],2,2,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3068251010,[],0,[],3,""
6157,"MonsterAdditionalTotem",62409,1245,1,958,"","","",3,"",3,[555],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",359851707,[],0,[],3,""
6158,"MonsterFiveAdditionalTotems_",58714,1245,1,958,"","","",3,"",3,[555],5,5,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3930263321,[],0,[],3,""
6159,"MonsterSevenAdditionalTotems",31137,1245,1,958,"","","",3,"",3,[555],7,7,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1820202463,[],0,[],3,""
6160,"MonsterAncestralBond",7049,1246,1,5069,"","","",3,"",3,[159],1,1,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1615952856,[],0,[],3,""
6161,"MonsterAdditionalAttackRange",51965,1249,1,1228,"","","",3,"",3,[5284],2,2,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3897988297,[],0,[],3,""
6162,"GainFrenzyChargeOnCriticalHit",14828,707,1,177,"","","",1,"",3,[285],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[577,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3634291058,[],0,[],3,""
6163,"DisableOffhandSlot",35075,709,1,451,"","","",1,"",3,[287],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3438953977,[],0,[],3,""
6164,"DisableOffHandSlotUnique__1",58116,709,1,451,"","","",1,"",3,[287],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",389411889,[],0,[],3,""
6165,"CannotBlockAttacks",14962,711,1,944,"","","",1,"",3,[289],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[582],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2897385152,[],0,[],3,""
6166,"MonsterCannotBlockAttacks___",50167,711,1,944,"","","",3,"",3,[289],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[582],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2940300470,[],0,[],3,""
6167,"IncreasedMaximumResistsUniqueShieldStrInt1",39494,710,1,951,"","","",1,"",3,[288],4,4,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[580],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",843098118,[],0,[],3,""
6168,"IncreasedMaximumResistsUnique__1",45182,710,1,951,"","","",1,"",3,[288],1,4,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[580],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3365173482,[],0,[],3,""
6169,"IncreasedMaximumResistsUnique__2",49802,710,1,951,"","","",1,"",3,[288],-5,-5,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[580],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",786040988,[],0,[],3,""
6170,"ReducedMaximumResistsUniqueBelt8",1196,710,1,951,"","","",1,"",3,[288],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[580],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2504561124,[],0,[],3,""
6171,"IncreasedMaximumColdResistUniqueShieldStrInt4",20681,592,1,948,"","","",1,"",3,[225],5,5,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",30429465,[],0,[],3,""
6172,"ItemActsAsConcentratedAOESupportUniqueHelmetInt4",29320,712,1,953,"","","",1,"",3,[291],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2619928224,[],0,[],3,""
6173,"ItemActsAsConcentratedAOESupportUniqueDagger5",5278,712,1,953,"","","",1,"",3,[291],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3617047305,[],0,[],3,""
6174,"ItemActsAsConcentratedAOESupportUniqueRing35",16759,712,1,953,"","","",1,"",3,[291],15,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3150772923,[],0,[],3,""
6175,"ItemActsAsConcentratedAOESupportUnique__1",50170,712,1,953,"","","",1,"",3,[291],5,5,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1874046025,[],0,[],3,""
6176,"ItemActsAsFirePenetrationSupportUniqueSceptre2",31996,1209,1,1232,"","","",1,"",3,[526],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[586,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1013465236,[],0,[],3,""
6177,"ItemActsAsFireDamageSupportUniqueSceptre2",16332,1207,1,1230,"","","",1,"",3,[524],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[586,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",369961409,[],0,[],3,""
6178,"ItemActsAsColdToFireSupportUniqueSceptre2",23809,1208,1,1231,"","","",1,"",3,[525],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[586,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2404110922,[],0,[],3,""
6179,"ItemActsAsColdToFireSupportUniqueStaff13",6065,1208,1,1231,"","","",1,"",3,[525],5,5,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[586,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",214440825,[],0,[],3,""
6180,"ItemActsAsColdToFireSupportUnique__1",18742,1208,75,1231,"","","",1,"",3,[525],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[586,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",898333885,[],0,[],3,""
6181,"ItemActsAsAddedLightningDamageSupportUniqueBow18",20128,1210,1,"","","","",1,"",3,[527],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3595606256,[],0,[],3,""
6182,"ItemActsAsElementalFocusSupportUniqueBow18",3439,1211,1,"","","","",1,"",3,[528],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3027024131,[],0,[],3,""
6183,"GenerateEnduranceChargesForAlliesInPresence",64975,715,1,961,"","","",1,"",3,[294],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[578],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",918894830,[],0,[],3,""
6184,"GainEnduranceChargeWhenCriticallyHit",56983,716,1,182,"","","",1,"",3,[295],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[578,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1814344371,[],0,[],3,""
6185,"MonsterGroundIceOnDeath1",21353,717,1,969,897,"","",3,"",3,[234],16,16,6000,6000,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2558511894,[],0,[],3,""
6186,"MonsterGroundTarOnDeath1",49443,718,1,971,897,973,"",3,"",3,[234],16,16,6000,6000,-60,-60,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3950914141,[],0,[],3,""
6187,"BlindingHitUniqueWand1",28736,719,1,975,"","","",1,"",3,[296],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1573858703,[],0,[],3,""
6188,"ItemActsAsSupportBlindUniqueWand1",35366,721,1,981,"","","",1,"",3,[298],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1173999583,[],0,[],3,""
6189,"ItemActsAsSupportBlindUniqueHelmetStrDex4",19626,721,1,981,"","","",1,"",3,[298],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3738473086,[],0,[],3,""
6190,"ItemActsAsSupportBlindUniqueHelmetStrDex4b",53370,721,1,981,"","","",1,"",3,[298],6,6,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2940043079,[],0,[],3,""
6191,"ItemActsAsSupportBlindUnique__1",53840,721,1,981,"","","",1,"",3,[298],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1244829794,[],0,[],3,""
6192,"MapChestItemRarityUniqueMap1",1602,995,1,1048,"","","",6,"",3,[356],2500,3500,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4182376203,[],0,[],3,""
6193,"MapChestItemRarityUniqueVault1",45546,1213,1,1237,"","","",6,"",3,[530],100,200,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4075345418,[],0,[],3,""
6194,"MapChestsAlwaysMagicRare1",64255,11347,1,20366,"","","",6,"",3,[],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3753267827,[],0,[],3,""
6195,"MonsterAuraAlwaysCrit1",5650,1003,1,340,"","","",3,"",3,[130],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[572],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,"",1990090892,[],0,[],3,""
6196,"StrIntMissionAuraAlwaysCrit1",64494,1003,1,340,"","","",3,"",3,[130],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[572],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,"",3646366393,[],0,[],3,""
6197,"MonsterTotemAuraEvasion1",13806,1004,1,113,"","","",3,"",3,[130],1344,1344,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[574,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,"",3733056367,[],0,[],3,""
6198,"MonsterAuraEvasion1",6099,1004,1,113,"","","",3,"",3,[130],1344,1344,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[574,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,"",1081956270,[],0,[],3,""
