"rownum","Id","MonsterVarietiesKeys","AchievementItemsKeys","bool","PlayerConditionsKeys","MonsterDeathConditionsKeys","[rid]","i32","i32","bool","bool","[rid]","[rid]","[string]","[rid]","rid","i32","NearbyMonsterConditionsKeys","bool","MultiPartAchievementConditionsKeys","[i32]","bool","[rid]","[rid]","bool"
341,"KillPossessedMonster",[0],[9326],"",[],"[13,2]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
342,"DefeatAnEssenceWith3ShriekingEssences",[0],[8918],"",[],"[21,54]",[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
343,"FinishAbyssAreas","[6168,6170,6254,6255]",[8922],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
344,"KillBlightBossLevel81Plus","[7712,7720,7722,7728,7732,7742,7754,7775,7784,7793,7799,7810,7815,7828,7835,7841,7847,7854,7863,7872,7878,7890,7900,7912]",[8946],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
345,"Kill83IncursionOmnitect",[6514],[9111],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"","[113,114]",[],"",[],[],""
346,"DefeatMastermind81OrHigher",[7145],"[10211,10029]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
347,"KillUberAtziriWithoutBeingHitByFlameblast",[3486],[9108],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[112],[],"",[],[],""
348,"KillLakePhysicalBosses","[1981,1395,3041,2374,1948,8425,5060,4152,6011,5868,3893,4587,5039,5911,4522,2646,5846,8471,2341,4757,5312,5922,8478,2360,2347,5560,4617,256,1404,2460,3950,1191,2464,3482,1639,2367,4276,4187,2500,5982,2436,2485,7300,3215,1429,3974,5376,2378,8429,2595,4201,5978,2449,4077,2668,4195]",[9033],"",[],[],[1790],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
349,"KillLakeColdBosses","[1052,2406,5481,4207,8438,8725,1518,2048,5495,5335,5881,2429,4290,74,8441,8444,2381]",[9030],"",[],[],[1790],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
350,"KillLakeFireBosses","[5601,2494,2527,2446,5317,2393,4144,8698,2354,4177,2742,1018,4661,5614,5969,5834,5519,2371,6489,74,5505,1328,4557,5156,4055]",[9031],"",[],[],[1790],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
351,"KillLakeLightningBosses","[5988,6029,2523,2384,1382,2401,5049,4268,2536,4541,5324,1629,4351,1059,2497,8701,2506,8433]",[9032],"",[],[],[1790],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
352,"KillLakeChaosBosses","[2456,2364,2490,2397,4090,8463,1563,5360,5530,5994,8453,2542,8485,1467,2545,4554,6095,2390]",[9034],"",[],[],[1790],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
353,"KillAnyEssence",[0],"[10375,10388]","",[],[21],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
354,"KillAtziri",[3335],[9144],"",[],[],[758],70,70,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
355,"KillExileWhilePlayerAffectedByShrine","[2603,2608,2611,2631,2633,2638,2641,2587,2592,2597,2682,2686,2688,2665,2670,2673,2652,2656,2659,2618,2620,2625,2600,2613,2643,2677,2661,2627,2648,2629,2663,2679,2616,2650,2690,2691,2692,2693,2694,2695]",[9146],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
356,"KillExileWhilePlayerDelirious","[2603,2608,2611,2631,2633,2638,2641,2587,2592,2597,2682,2686,2688,2665,2670,2673,2652,2656,2659,2618,2620,2625,2600,2613,2643,2677,2661,2627,2648,2629,2663,2679,2616,2650,2690,2691,2692,2693,2694,2695]",[9148],"",[],[35],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
357,"KillMillionMonsters",[0],[9228],"",[],[],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
358,"Kill4ModRares",[0],"[9234,9721,10030]","",[],"[2,48]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
359,"Kill4ModRaresT17",[0],[10244],"",[],"[2,48]",[],84,84,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
360,"KillMapBossWhileUnderShrine",[0],[10146],"",[20],[7],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
361,"KillBeyondBossWhileAffectedByShrine","[9110,9111,9130,9145]","[9155,9654]","",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
362,"KillBeyondBossWhileDelirious","[9110,9111,9130,9145]",[9156],"",[],[35],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
363,"KillRareGodTouchedMonsterInTier16Map",[0],[9263],"",[],"[55,2]",[],1,1,"","",[9976],[],[],[],"",0,[],"",[],[16],"",[],[],""
364,"PureFlawlessBreachstoneBreachlord","[5271,5274,5277]",[9160],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
365,"PureFlawlessPhysicalBreachlord",[5280],[9160],"",[],[],[],82,82,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
366,"PureFlawlessChaosBreachlord",[5283],[9160],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
367,"KillDelveBoss83","[6172,6862,6863]",[10233],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
368,"KillSearingExarchWithSearingRune",[9318],"[9257,9725]","",[65],[],[],85,85,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
369,"KillSirusWithDesolationoftheAwakener",[8126],[10265],"",[66],[],[],85,85,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
370,"KillUberElderwithVortexGroudandEldritchDecay",[6186],[10263],"",[67],[],[],85,85,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
371,"KillDeliriumBoss","[8189,8190,8191,8192]","[9166,9588]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
372,"KillEaterOfWorldsAfter5Dooms",[9319],"[9256,9724]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[115],[],"",[],[],""
373,"KillCortexWithoutBeingHitByWormHoleSlam",[7366],[10264],"",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[116],[],"",[],[],""
374,"KillAzureAssassinlevel81",[9472],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
375,"KillCrimsonArchmagelevel81",[9469],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
376,"KillDeadlyBladedancerlevel81",[9467],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
377,"KillDeathlyArchmagelevel81",[9463],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
378,"KillEntombingWardenlevel81",[9465],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
379,"KillInfernalSentinellevel81",[9470],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
380,"KillMaskedCombatantlevel81",[9471],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
381,"KillObsidianSentinellevel81",[9464],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
382,"KillTemplarMarksmanlevel81",[9468],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
383,"KillUndyingArchmagelevel81",[9466],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
384,"KillCrimsonArchbishoplevel81",[9510],[9643],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
385,"KillGreaterWraithlevel81",[9512],[9643],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
386,"KillHolyGuardianlevel81",[9514],[9643],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
387,"KillColossalLithomancerlevel81",[9516],[9643],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
388,"KillSanctumBossVarakathWithoutBeingHitByFlamethrower",[9500],[9284],"",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[117],[],"",[],[],""
389,"KillSanctumBossBraomWhileUzarLifeGreaterEqual50Percent",[9502],[],"",[],[],[],83,83,"","",[],[],[],[],191,1,[11],"",[],[],"",[],[],""
390,"KillSanctumBossBraomWhileUzarLifeGreaterEqual50PercentCheck",[9501],[9285],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[120],[],"",[],[],""
391,"KillSanctumBossUzarWhileBraomLifeGreaterEqual50Percent",[9501],[],"",[],[],[],83,83,"","",[],[],[],[],192,1,[12],"",[],[],"",[],[],""
392,"KillSanctumBossUzarWhileBraomLifeGreaterEqual50PercentCheck",[9502],[9285],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[121],[],"",[],[],""
393,"KillSanctumBossXenatharWithoutBeingHitByLasers",[9503],[9286],"",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[118],[],"",[],[],""
394,"KillSanctumBossUnholyHereticWithoutBeingAffectedByTheirGroundDegen",[9505],[9287],"",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[119],[],"",[],[],""
395,"KillHeistBossLevel83","[8532,8520,8525,8527,8537,8538]",[],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
396,"KillExpeditionBosslevel83","[8973,9041,8976,9047]","[9414,10239]","",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
397,"StygianSpireWithShrine","[6256,6257,6258,6259]",[9422],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
398,"DefeatStygianSpireAbyss","[6256,6257,6258,6259]",[10144],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
399,"KillAnyEssenceX6",[0],[9351],"",[],[56],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
400,"KillCrucibleRareinT16",[0],[9463],"",[],"[57,2]",[],83,83,"",1,[],[],[],[],"",0,[],"",[],[],"",[],[],""
401,"KillCrucibleRare",[0],[9470],"",[],"[57,2]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
402,"KillCrucibleRareShrinebuffX4",[0],[9508],"",[69],"[57,2]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
403,"KillCrucibleRareDelirious",[0],[9509],"",[],"[57,35,2]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
404,"KillCrucibleRareBreached",[0],[9510],"",[68],"[57,2]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
405,"KillCrucibleRare4Affix",[0],[9515],"",[],"[57,2,48]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
406,"KillCrucibleRareEndgameEncounter",[0],[9516],"",[],"[57,2]","[1862,1861]",1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
407,"KillCrucibleUniqueEndgameEncounter",[0],[9517],"",[],"[57,3]","[1862,1861]",1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
408,"KillRareGodTouchedMonster",[0],[9523],"",[],[55],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
409,"Kill3CrucibleUniquesSingleArea",[0],[],"",[],"[57,3]",[1862],1,1,"","",[],[],[],[],193,1,[],1,[],[],"",[],[],""
410,"Kill10CrucibleRaresSingleArea",[0],[],"",[],"[57,2]",[1862],1,1,"","",[],[],[],[],194,1,[],1,[],[],"",[],[],""
411,"KillCrucibleRare4AltarDownsides",[0],[9511],"",[],"[57,2]",[],83,83,"","",[18403],[],[],[],"",0,[],"",[],[4],"",[],[],""
412,"KillCrucibleRare100QuantityMap",[0],[9512],"",[],"[57,2]",[],83,83,"","",[1036],[],[],[],"",0,[],"",[],[100],"",[],[],""
413,"KillCrucibleRare8ModMap",[0],[9513],"",[],"[57,2]",[],83,83,"","",[4488],[],[],[],"",0,[],"",[],[8],"",[],[],""
414,"KillCrucibleRareWithin10SecondsKillingMetamorph",[0],[9514],"",[70],"[57,2]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
415,"KillIzaroWithoutBeingHitByCascade","[4656,4657,4658]",[10493],"",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[124],[],"",[],[],""
416,"KillChayulaAfter3BreachesActivated",[5283],[9452],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[125],[],"",[],[],""
417,"Kill10Tier3HarvestMonstersSingleArea",[0],[],"",[],[59],[],1,1,"","",[],[],[],[],197,1,[],1,[],[],"",[],[],""
418,"CrucibleUniqueBoss1",[9533],[9492],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
419,"CrucibleUniqueBoss2",[9543],[9494],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
420,"CrucibleUniqueBoss3",[9553],[9496],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
421,"CrucibleUniqueBoss4",[9563],[9498],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
422,"CrucibleUniqueBoss5",[9574],[9500],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
423,"CrucibleUniqueBoss6",[9584],[9502],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
424,"6EssenceMobWhileShrine",[0],[9568],"",[20],[56],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
425,"BreachlordWhileShrine","[5271,5274,5277,5280,5283,5270,5273,5276,5279,5282]",[10480],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
426,"HarbingerBossWhileShrine",[5696],[9570],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
427,"LegionGeneralWhileShrine","[7468,7487,7518,7547,7579]",[9571],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
428,"DeliriumUniqueBossWhileShrine","[8189,8190,8191,8192]",[9572],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
429,"RareHarbingerMonster",[0],[9579],"",[],"[4,2]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
430,"LegionGeneralinDOTC","[7468,7487,7518,7547,7579]",[9585],"",[],[],"[1305,1306,1307,1308]",1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
431,"BreachlordWhileDelirious","[5271,5274,5277,5280,5283,5270,5273,5276,5279,5282]",[9653],"",[],[35],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
432,"LegionGeneralInBreach","[7468,7487,7518,7547,7579]",[9652],"",[68],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
433,"EssenceWhileTempest",[0],[9656],"",[25],[21],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
434,"BestiaryBossWithAspect","[6357,6310,6392,6365,6358,6311,6394,6366]",[9659],"",[71],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
435,"DefeatLyciaBoss83",[9506],"[9701,10238]","",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
436,"DefeatNassarWithoutStormcallHit",[5334],[9665],"",[],[],[],83,83,"","",[1036],[],[],[],"",0,[],"",[127],[80],"",[],[],""
437,"DefeatArmalaWithoutLaserBarrageHit",[5575],[9661],"",[],[],[],83,83,"","",[1036],[],[],[],"",0,[],"",[128],[80],"",[],[],""
438,"DefeatSolarisLunarisWithoutHits","[5504,5480]",[9664],"",[],[],[],83,83,"","",[1036],[],[],[],"",0,[],"",[129],[80],"",[],[],""
439,"DefeatAmalgamWithoutStormcallHit",[6010],[9663],"",[],[],[],83,83,"","",[1036],[],[],[],"",0,[],"",[130],[80],"",[],[],""
440,"DefeatMapKitavaWithoutBreathHit",[5588],[9662],"",[],[],[],83,83,"","",[1036],[],[],[],"",0,[],"",[131],[80],"",[],[],""
441,"KillMavenWithoutBeingAffectedByMavenPunishment",[8760],[9707],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"","[132,136]",[],"",[],[],""
442,"KillEaterOfWorldsWithoutBeingHitByTentacles",[9319],[9712],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[133],[],"",[],[],""
443,"DefeatMastermind83NoSculpturehit",[7145],[10494],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[134],[],"",[],[],""
444,"KillAulAfterDestroyingAllCocoons83",[6863],[10495],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[135],[],"",[],[],""
445,"CruelCustodianCruciblePhoenix",[5022],[9678],"",[],[39],[],83,83,"","","[11467,5826,18767,1036]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
446,"CruelCustodianCrucibleHydra",[5027],[9679],"",[],[39],[],83,83,"","","[11467,5826,18767,1036]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
447,"CruelCustodianCrucibleMinotaur",[5031],[9680],"",[],[39],[],83,83,"","","[11467,5826,18767,1036]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
448,"CruelCustodianCrucibleChimera",[5034],[9681],"",[],[39],[],83,83,"","","[11467,5826,18767,1036]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
449,"CruelCustodianCrucibleConstrictor",[6178],[9682],"",[],[39],[],83,83,"","","[11467,5826,18767,1036]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
450,"CruelCustodianCrucibleEnslaver",[6174],[9683],"",[],[39],[],83,83,"","","[11467,5826,18767,1036]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
451,"CruelCustodianCrucibleEradicator",[6176],[9684],"",[],[39],[],83,83,"","","[11467,5826,18767,1036]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
452,"CruelCustodianCruciblePurifier",[6181],[9685],"",[],[39],[],83,83,"","","[11467,5826,18767,1036]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
453,"CruelCustodianCrucibleAlHezmin",[8033],[9686],"",[],[39],[],83,83,"","","[11467,5826,18767,1036]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
454,"CruelCustodianCrucibleBaran",[7984],[9687],"",[],[39],[],83,83,"","","[11467,5826,18767,1036]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
455,"CruelCustodianCrucibleDrox",[8062],[9688],"",[],[39],[],83,83,"","","[11467,5826,18767,1036]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
456,"CruelCustodianCrucibleVeritania",[8010],[9689],"",[],[39],[],83,83,"","","[11467,5826,18767,1036]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
457,"KillRedBeast",[0],[10485],"",[],[60],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
458,"KillPossessedx3",[0],[9911],"",[],"[61,7]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
459,"KillBeyondBossT16and80quant","[9110,9111,9130,9145]",[9923],"",[],[],[],83,83,"","",[1036],[],[],[],"",0,[],"",[],[80],"",[],[],""
460,"KillBlightBoss","[7712,7720,7722,7728,7732,7742,7754,7775,7784,7793,7799,7810,7815,7828,7835,7841,7847,7854,7863,7872,7878,7890,7900,7912]",[9925],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
461,"KillTrialmasterRareT16Map",[8792],[9935],"",[],[],[],83,83,"","","[9976,1943]",[],[],[],"",0,[],"",[],"[16,2]","",[],[],""
462,"Kill5ModRares",[0],[10030],"",[],"[2,53]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
463,"Kill6ModRares",[0],[10030],"",[],"[2,62]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
464,"Kill15RogueExilesSingleAreaT16","[2603,2608,2611,2631,2633,2638,2641,2587,2592,2597,2682,2686,2688,2665,2670,2673,2652,2656,2659,2618,2620,2625,2600,2613,2643,2677,2661,2627,2648,2629,2663,2679,2616,2650,2690,2691,2692,2693,2694,2695]",[],"",[],[],[],83,83,"","",[],[],[],[],206,1,[],1,[],[],"",[],[],""
465,"KillBlightBossWhileShrined","[7712,7720,7722,7728,7732,7742,7754,7775,7784,7793,7799,7810,7815,7828,7835,7841,7847,7854,7863,7872,7878,7890,7900,7912]",[9983],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
466,"DefeatSyndicateMemberPossessed","[7144,7145,7150,7151,7152,7153,7154,7159,7160,7161,7163,7164,7165,7166,7167,7168,7169,7171,7172]",[10483],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
467,"Kill5PossessedRogueExilesSingleArea","[2603,2608,2611,2631,2633,2638,2641,2587,2592,2597,2682,2686,2688,2665,2670,2673,2652,2656,2659,2618,2620,2625,2600,2613,2643,2677,2661,2627,2648,2629,2663,2679,2616,2650,2690,2691,2692,2693,2694,2695]",[],"",[],[13],[],1,1,"","",[],[],[],[],207,1,[],1,[],[],"",[],[],""
468,"Kill68PlusRares",[0],[10037],"",[],[2],[],78,78,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
469,"KillRareInVeridianForest",[0],[10042],"",[],[2],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[1865],[],""
470,"KillWispedRareT16Map",[0],[10032],"",[],[2],[],1,1,"","",[9976],[],[],[],"",0,[],"",[],[16],"",[],[19413],""
471,"KillWispedUniqueT16Map",[0],[10032],"",[],[3],[],1,1,"","",[9976],[],[],[],"",0,[],"",[],[16],"",[],[19413],""
472,"KillPrimalistWispedRare",[0],[10047],"",[],"[2,65]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
473,"KillPrimalistWispedUnique",[0],[10047],"",[],"[3,65]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
474,"KillVoodooWispedRare",[0],[10048],"",[],"[2,64]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
475,"KillVoodooWispedUnique",[0],[10048],"",[],"[3,64]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
476,"KillWardenWispedRare",[0],[10049],"",[],"[2,63]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
477,"KillWardenWispedUnique",[0],[10049],"",[],"[3,63]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
478,"KillMapBossWithMavenKeystone",[0],"[10011,10036]","",[],[39],[],1,1,"","",[18557],[],[],[],"",0,[],"",[],[1],"",[],[],""
479,"KillExpeditionBossLevel83WithAtLeast10RemnantsActive","[8973,9041,8976,9047]",[9931],"",[],[66],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
480,"78TripleWispedRare",[0],[10103],"",[],"[2,67]",[],78,78,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
481,"78DoubleWispedMapBoss",[0],[10102],"",[],"[7,68]",[],78,78,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
482,"78BlackMorriganEnraged",[9840],[10076],"",[],[69],[],78,78,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
483,"78TrollShaman",[9818],[10079],"",[],[],[],78,78,"","",[],[],[],[],"",0,[],"",[139],[],"",[],[],""
484,"78WildwoodAbom",[9770],[10078],"",[],[],[],78,78,"","",[],[],[],[],"",0,[],"",[140],[],"",[],[],""
485,"78Banshee",[9791],[10080],"",[],[],[],78,78,"","",[],[],[],[],"",0,[],"","[144,145]",[],"",[],[],""
486,"KillVoodooKingWithoutDestroyingRitualisticEffigies",[9856],[],"",[],[],[1866],1,1,"","",[],[],[],[],215,0,[],"",[],[],"",[],[],1
487,"KillVoodooKingWithoutGainingMoreThan3MarkedForDeathStacks",[9857],"[10081,10091]","",[],[],[1866],1,1,"","",[],[],[],[],"",0,[],"",[141],[],"",[],[],""
488,"KillVoodooKingWith10MarkedForDeathStacks",[9857],[],"",[72],[],[1866],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
489,"KillVoodooKingWithoutBeingHitByMovingPunishmentOrStationaryPunishment",[9857],[10491],"",[],[],[1866],1,1,"","",[],[],[],[],"",0,[],"",[142],[],"",[],[],""
490,"KillVoodooKingWithoutDestroyingRitualisticEffigiesCheck",[9857],[],"",[],[],[1866],1,1,"","",[],[],[],[],"",0,[],"",[143],[],"",[],[],""
491,"KillVoodooKingWhileAffectedByMysticMiasma",[9857],"[10082,10092]","",[73],[],[1866],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
492,"KillVoodooKingWhileNotHitByToads",[9857],"[10084,10094]","",[],[],[1866],1,1,"","",[],[],[],[],"",0,[],"",[146],[],"",[],[],""
493,"DefeatAnEssenceWith3DeafeningEssences",[0],[10139],"",[],"[21,70]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
494,"DefeatMapBoss6Essences",[0],[10140],"",[],"[7,56]",[],78,78,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
495,"KillTier3HarvestMonsters",[0],[],"",[],[59],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
496,"KillBeyondBoss83","[9110,9111,9130,9145]",[10232],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
497,"KillVaalOmnitect83",[6514],[10234],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
498,"KillTrialmaster81",[8792],[10434],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
499,"KillBreachLord81","[5271,5274,5277,5280,5283]",[10427],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
500,"KillDeliriumBoss83","[8189,8190,8191,8192]",[10243],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
501,"KillTriplePossessedRogueExile","[2587,2589,2592,2594,2597,2600,2603,2605,2608,2611,2613,2618,2620,2622,2625,2627,2629,2631,2633,2634,2638,2641,2643,2645,2648,2652,2654,2656,2659,2661,2663,2665,2667,2670,2673,2675,2677,2679,2682,2684,2686,2688,2690,2691,2692,2693,2694,2695,2616,2650,2588,2593,2598,2601,2604,2609,2612,2614,2617,2619,2621,2626,2628,2630,2632,2635,2639,2642,2644,2649,2651,2653,2657,2660,2662,2664,2666,2671,2674,2678,2680,2683,2687,2689]",[10208],"",[],[61],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
502,"KillBlightBossBreached","[7712,7720,7722,7728,7732,7742,7754,7775,7784,7793,7799,7810,7815,7828,7835,7841,7847,7854,7863,7872,7878,7890,7900,7912]",[10209],"",[68],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
503,"StygianSpireWhileShrine","[6256,6257,6258,6259]",[10210],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
