"rownum","Id","Description","SetId","Objective","i32","bool","HideAchievementItems","bool","MinCompletedItems","TwoColumnLayout","ShowItemCompletionsAsOne","string","SoftcoreOnly","HardcoreOnly","bool","string"
755,"LegionCompleteLegionEncountersV","Complete Legion Encounters V",28,"Release all Monsters and Chests of the following Legion Factions in a single encounter. This cannot be completed in the Domain of Timeless Conflict.",57414,"","","",0,"","","","","","",""
756,"LegionMapGrind","Complete Map Tiers",28,"Complete 10,000 map tiers. Completing a tier 1 map gives 1 tier, completing a tier 2 map gives 2 tiers, and so on.",35537,"",1,"",0,1,"","","","","",""
757,"LegionCompleteUniqueMaps","Complete Unique Maps",28,"Complete any 15 of the following 19 Unique Maps on your Atlas. A Map is completed by killing its Unique Boss or Bosses if it has any. Maps without Unique Bosses are completed by opening specific Unique Chests.",10651,1,"","",15,"","","","","","",""
758,"LegionCompleteEncountersVI","Complete these Encounters VI",28,"Complete each of the following Encounters.",50192,1,"","",0,"",1,"","","","",""
759,"LegionCompleteBossWorldsII","Complete Timeless Conflict II",28,"Complete the following encounters in the Domain of Timeless Conflict.",9228,1,"","",0,"",1,"","","","",""
760,"LegionCompleteDeadlyEncounters","Complete Deadly Encounters",28,"Complete each of the following deadly encounters.",61246,1,"","",0,"","","","","","",""
761,"LegionUberElderUnlock","Complete Zana's Questline",28,"Complete the entire questline given by Zana.",19826,"",1,"",0,1,"","","","","",""
762,"LegionEndgameGrind","Complete Endgame Grinds",28,"Complete any 4 of these encounters the specified number of times.",55823,"","","",4,"",1,"","","","",""
763,"BlightIdentifyRareItems","Identify Rare Items",29,"Identify Rare items of each of the following item types. These can be identified by using a Scroll of Wisdom.",42664,1,"","",0,1,"","","","","",""
764,"BlightCompleteBlightEncountersI","Complete Blight Encounters I",29,"Complete each of the following tasks during Blight Encounters.",25350,"","","",0,"","","","","","",""
765,"BlightCompleteTheseQuests","Complete these Quests",29,"Complete each of the following quests.",61971,"","","",0,"","","","","","",""
766,"BlightDefeatActBossesI","Defeat these Act Bosses I",29,"Defeat each of the following Unique Act Bosses.",63764,"","","",0,"","","","","","",""
767,"BlightCompleteEncountersI","Complete these Encounters I",29,"Complete each of the following Encounters.",25107,"","","",0,"","","","","","",""
768,"BlightBuildBlightTowersI","Build Blight Towers I",29,"Build each of the following Blight Towers.",65091,1,"","",0,"","","","","","",""
769,"BlightVendorRecipes","Complete Vendor Recipes",29,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific pattern of items to a vendor, not when you buy items from his/her purchase screen.",40127,1,"","",0,"","","","","","",""
770,"BlightDefeatActBossesII","Defeat these Act Bosses II",29,"Defeat each of the following Unique Act Bosses.",30646,"","","",0,"","","","","","",""
771,"BlightDefeatBlightRareMonsters","Defeat Blight Rare Monsters",29,"Defeat each of the following Rare Blight Monsters.",36161,1,"","",0,1,"","","","","",""
772,"BlightDefeatElderGuardiansAndElder","Defeat Elder Guardians and Elder",29,"Defeat The Elder and each of his Guardians.",18581,"","","",0,"","","","","","",""
773,"BlightDefeatRogueExiles","Defeat Rogue Exiles",29,"Defeat each of the following Rogue Exiles.",44974,"","","",0,1,"","","","","",""
774,"BlightCraftModifiers","Craft Modifiers",29,"Use the Crafting Bench to craft a modifier on the following item slots.",3344,1,"","",0,1,"","","","","",""
775,"BlightTurnInDivinationCards","Turn in Divination Cards",29,"Turn in Divination Cards which specifically grant each of the following reward types.",42244,1,"","",0,1,"","","","","",""
776,"BlightCompleteEncountersII","Complete these Encounters II",29,"Complete each of the following Encounters.",35540,"","","",0,"","","","","","",""
777,"BlightCompleteBlightEncountersII","Complete Blight Encounters II",29,"Complete Blight Encounters while each of the following conditions are true.",64692,"","","",0,"","","","","","",""
778,"BlightAnointItems","Anoint Items",29,"Anoint the following items by using Blight Oils.",7278,"","","",0,1,"","","","","",""
779,"BlightCompleteTwinnedMaps","Complete Twinned Maps",29,"Complete 10 of the following 15 Map Tiers while they have the Twinned modifier. Maps are completed by killing their Unique Bosses.",38039,"","","",10,1,"","","","","",""
780,"BlightOpenBlightChests","Open Blight Chests",29,"Open the following Blight chests the specified number of times.",1303,"","","",0,"",1,"","","","",""
781,"BlightCompleteUnidMaps","Complete Unidentified Maps",29,"Complete Rare Maps in 10 of the following 16 tiers while they are unidentified. These Maps are completed by killing their Unique Bosses.",55501,"","","",10,1,"","","","","",""
782,"BlightAchieveAscension","Achieve Ascension",29,"Use the Ascendancy Device in all 4 Labyrinths.",5912,"","","",0,"","","","","","",""
783,"BlightDefeatBlightUniqueMonsters","Defeat Blight Unique Monsters",29,"Defeat each of the following Unique Blight Monsters.",50343,1,"","",0,"","","","","","",""
784,"BlightCompleteEncountersIII","Complete these Encounters III",29,"Complete each of the following Encounters.",23542,"","","",0,"",1,"","","","",""
785,"BlightCompleteSynthesisUniqueMap","Complete Synthesis Unique Map",29,"Complete one of the following Synthesis Unique Maps.",31792,"","","",1,"","","","","","",""
786,"BlightBuildBlightTowersII","Build Blight Towers II",29,"Build each of the following Blight Towers.",24107,1,"","",0,1,"","","","","",""
787,"BlightObtainBlightRewards","Obtain rewards from Blight Chests",29,"Obtain 19 of the following 23 reward types from Blight Chests.",52399,1,"","",19,1,"","","","","",""
788,"BlightCompleteLegionEncounters","Complete Legion Encounters",29,"Complete each of the following Legion encounters.",49191,"","","",0,"","","","","","",""
789,"BlightUseBlightOils","Use Blight Oils to Modify items",29,"Use each of the following Blight Oils to modify items.",13205,"","","",0,1,"","","","","",""
790,"BlightSpendBlightResource","Spend Blight Resources",29,"Spend Blight Resources on each of the following Tower Types.",60185,"","","",0,1,1,"","","","",""
791,"BlightLevel90","Reach level 90",29,"Attain character level 90. This challenge still counts even if your character dies afterwards.",35003,"",1,"",0,1,"","","","","",""
792,"BlightCompleteEncountersIV","Complete these Encounters IV",29,"Complete each of the following Encounters.",11987,"","","",0,"","","","","","",""
793,"BlightDefeatBlightLanes","Defeat Blight Lanes",29,"Complete Blight Encounters that have at least the following number of lanes while receiving a reward from all spawned lanes. This cannot be completed in a Blighted Map.",61291,"","","",0,1,"","","","","",""
794,"BlightCompleteBlightedMapsI","Complete Blighted Maps I",29,"Complete Blighted Maps that are affected by each of the following modifiers with at least the specified magnitudes.",13429,"","","",0,"","","","","","",""
795,"BlightCompleteEncountersV","Complete these Encounters V",29,"Complete each of the following Encounters.",45891,"","","",0,"","","","","","",""
796,"BlightMapGrind","Complete Atlas Missions",29,"Complete 525 Atlas Missions.",50311,"",1,"",0,"","","","","","",""
797,"BlightCompleteUniqueMaps","Complete Unique Maps",29,"Complete any 15 of the following 19 Unique Maps on your Atlas. A Map is completed by killing its Unique Boss or Bosses if it has any. Maps without Unique Bosses are completed by opening specific Unique Chests.",49115,1,"","",15,"","","","","","",""
798,"BlightCompleteEncountersVI","Complete these Encounters VI",29,"Complete each of the following Encounters.",8645,"","","",0,"","","","","","",""
799,"BlightCompleteBlightedMapsII","Complete Blighted Maps II",29,"Complete Rare Blighted Maps in each of the following tiers.",30138,"","","",0,1,"","","","","",""
800,"BlightCompleteDeadlyEncounters","Complete Deadly Encounters",29,"Complete each of the following deadly encounters.",10000,"","","",0,"","","","","","",""
801,"BlightUberElderUnlock","Complete Zana's Questline",29,"Complete the entire questline given by Zana.",37925,"",1,"",0,1,"","","","","",""
802,"BlightEndgameGrind","Complete Endgame Grinds",29,"Complete any 4 of these encounters the specified number of times.",2234,"","","",4,"",1,"","","","",""
803,"MetamorphUseCurrency","Use Currency",30,"Use each of the following currency items.",55723,1,"","",0,1,"","","","","",""
804,"MetamorphCompleteMetamorphEncountersI","Complete Metamorph Encounters I",30,"Complete each of the following tasks during Metamorph Encounters.",51557,"","","",0,"","","","","","",""
805,"MetamorphCompleteTheseQuests","Complete these Quests",30,"Complete each of the following quests.",63934,"","","",0,"","","","","","",""
806,"MetamorphDefeatActBossesI","Defeat these Act Bosses I",30,"Defeat each of the following Unique Act Bosses.",50550,"","","",0,"","","","","","",""
807,"MetamorphCompleteEncountersI","Complete these Encounters I",30,"Complete each of the following Encounters.",36915,"","","",0,"","","","","","",""
808,"MetamorphCompleteMetamorphEncountersII","Complete Metamorph Encounters II",30,"Complete each of the following tasks during Metamorph Encounters.",54943,"","","",0,"","","","","","",""
809,"MetamorphVendorRecipes","Complete Vendor Recipes",30,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific pattern of items to a vendor, not when you buy items from his/her purchase screen.",17692,1,"","",0,1,"","","","","",""
810,"MetamorphDefeatActBossesII","Defeat these Act Bosses II",30,"Defeat each of the following Unique Act Bosses.",15084,"","","",0,"","","","","","",""
811,"MetamorphUnlockMapDevice","Build a Map Device",30,"Build a Map Device in your Hideout by completing the quest \""Picking Up the Pieces\"" during the Epilogue.",18201,"",1,"",0,1,"","","","","",""
812,"MetamorphCompleteEncountersII","Complete these Encounters II",30,"Complete each of the following Encounters.",48613,"","","",0,"","","","","","",""
813,"MetamorphOpenMaps","Modify Maps",30,"Complete each of the following objectives.",31440,"","","",0,"","","","","","",""
814,"MetamorphCraftModifiers","Craft Modifiers",30,"Use the Crafting Bench to craft a modifier on the following item slots.",63803,1,"","",0,1,"","","","","",""
815,"MetamorphTurnInDivinationCards","Turn in Divination Cards",30,"Turn in Divination Cards which specifically grant each of the following reward types.",53379,1,"","",0,1,"","","","","",""
816,"MetamorphCompleteEncountersIII","Complete these Encounters III",30,"Complete each of the following Encounters.",28315,"","","",0,"","","","","","",""
817,"MetamorphObtainItemisedSamples","Obtain Itemised Samples",30,"Obtain each of the following Itemised Samples.",7823,"","","",0,"","","","","","",""
818,"MetamorphCompleteEncountersIV","Complete these Encounters IV",30,"Complete each of the following Encounters.",24050,"","","",0,"","","","","","",""
819,"MetamorphCompleteTwinnedMaps","Complete Twinned Maps",30,"Complete 10 of the following 16 Map Tiers while they have the Twinned modifier. Maps are completed by killing their Unique Bosses.",62155,"","","",10,1,"","","","","",""
820,"MetamorphCompleteMetamorphEncountersIII","Complete Metamorph Encounters III",30,"Defeat Metamorphs that contain the following rarities of monsters the listed number of times.",31388,"","","",0,"",1,"","","","",""
821,"MetamorphCompleteUnidentifiedMaps","Complete Unidentified Maps",30,"Complete Rare Maps in 10 of the following 16 tiers while they are unidentified. These Maps are completed by killing their Unique Bosses.",21461,"","","",10,1,"","","","","",""
822,"MetamorphAchieveAscension","Achieve Ascension",30,"Use the Ascendancy Device in all 4 Labyrinths.",12059,"","","",0,"","","","","","",""
823,"MetamorphUseCatalysts","Use Catalysts",30,"Use the following Catalysts to add quality to any jewellery item. Jewellery items include Rings, Amulets and Belts.",11628,1,"","",0,"","","","","","",""
824,"MetamorphCompleteEncountersV","Complete these Encounters V",30,"Complete each of the following Encounters.",44209,"","","",0,"",1,"","","","",""
825,"MetamorphCompleteBlightEncounters","Complete Blight Encounters",30,"Complete each of the following tasks during Blight Encounters.",51620,"","","",0,"","","","","","",""
826,"MetamorphReachLevel90","Reach level 90",30,"Attain character level 90. This challenge still counts even if your character dies afterwards.",36130,"",1,"",0,1,"","","","","",""
827,"MetamorphObtainRewardsFromMetamorphs","Obtain Rewards from Metamorphs",30,"Obtain 19 of the following 23 reward types from Metamorphs.",39042,1,"","",19,1,"","","","","",""
828,"MetamorphIdentifyInfluencedItems","Identify Influenced Items",30,"Identify Rare Items that have the following Influence types.",54757,"","","",0,1,"","","","","",""
829,"MetamorphDefeatShaperAndElderGuardians","Defeat Shaper & Elder Guardians",30,"Defeat each of the following Shaper & Elder Guardians.",63142,1,"","",0,"","","","","","",""
830,"MetamorphCompleteMetamorphEncountersIV","Complete Metamorph Encounters IV",30,"Combine and defeat each of the following Itemised Map Bosses in Tane's Laboratory.",39667,1,"","",0,"","","","","","",""
831,"MetamorphCompleteUniqueMaps","Complete Unique Maps",30,"Complete any 15 of the following 19 Unique Maps on your Atlas. A Map is completed by killing its Unique Boss or Bosses if it has any. Maps without Unique Bosses are completed by opening specific Unique Chests.",62938,1,"","",15,1,"","","","","",""
832,"MetamorphUpgradeAtlas","Awaken the Atlas",30,"Socket Watchstones into your Atlas and Awaken all regions of the Atlas. A region is Awakened while it has four Watchstones socketed into it.",54223,"",1,"",0,"","","","","","",""
833,"MetamorphCompleteEncountersVI","Defeat Awakened Bosses",30,"Defeat each of the following unique bosses at Awakening Level 8.",8548,"","","",0,"","","","","","",""
834,"MetamorphDefeatConquerorsOfTheAtlas","Defeat Conquerors of the Atlas",30,"Defeat each of the following Conquerors of the Atlas.",40996,"","","",0,"","","","","","",""
835,"MetamorphDefeatShaperAndElder","Defeat Shaper and Elder",30,"Defeat each of the following endgame bosses.",51777,"","","",0,"","","","","","",""
836,"MetamorphMapGrind","Defeat Map Bosses",30,"Defeat 1,500 Map Bosses.",8014,"",1,"",0,"","","","","","",""
837,"MetamorphDefeatConquerorsConditionally","Defeat Conquerors Conditionally",30,"Defeat each of the following Conquerors of the Atlas under the specified conditions.",42235,"","","",0,"","","","","","",""
838,"MetamorphCompleteEncountersVII","Complete these Encounters VI",30,"Complete each of the following Encounters.",8677,"","","",0,"","","","","","",""
839,"MetamorphDefeatOrionConditionally","Defeat Sirus Conditionally",30,"Defeat Sirus, Awakener of Worlds under each of the following conditions.",29247,"","","",0,"","","","","","",""
840,"MetamorphCompleteDeadlyEncounters","Complete Deadly Encounters",30,"Complete each of the following deadly encounters.",49110,"","","",0,"","","","","","",""
841,"MetamorphCompleteZanaQuestline","Complete the Epilogue Questline",30,"Complete every quest in the Epilogue.",25,"","","",0,"","","","","","",""
842,"MetamorphCompleteEndgameGrind","Complete Endgame Grinds",30,"Complete any 4 of these encounters the specified number of times.",40774,"","","",4,"",1,"","","","",""
843,"DeliriumGearUp","Gear Up",31,"Complete each of the following requirements.",10025,"","","",0,"","","","","","",""
844,"DeliriumCompleteDeliriumEncountersI","Complete Delirium Encounters I",31,"Complete each of the following Encounters.",52342,"","","",0,"","","","","","",""
845,"DeliriumCompleteTheseQuestsI","Complete these Quests",31,"Complete each of the following quests.",40671,"","","",0,"","","","","","",""
846,"DeliriumDefeatActBossesI","Defeat these Act Bosses I",31,"Defeat each of the following Unique Act Bosses.",59562,"","","",0,"","","","","","",""
847,"DeliriumCompleteEncountersI","Complete Encounters I",31,"Complete each of the following Encounters.",18038,"","","",0,"","","","","","",""
848,"DeliriumCompleteEncountersII","Complete Encounters II",31,"Complete each of the following Encounters.",18287,"","","",0,"","","","","","",""
849,"DeliriumUseEssences","Use Essences",31,"Use Essences on each of the following item slots.",37193,"","","",0,1,"","","","","",""
850,"DeliriumDefeatActBosses2","Defeat these Act Bosses II",31,"Defeat each of the following Unique Act Bosses.",26266,"","","",0,"","","","","","",""
851,"DeliriumDefeatDeliriumMonsters","Defeat Delirium Monsters",31,"Defeat Rage, Spite, Disgust, Malice, Fury and Turmoil Delirium monsters at each of the following rarities.",16656,"","","",0,"",1,"","","","",""
852,"DeliriumDefeatConquerorsAndSirus","Defeat the Conquerors of the Atlas",31,"Defeat each of the following Conquerors of the Atlas.",1612,"","","",0,"","","","","","",""
853,"DeliriumVendorRecipes","Complete Vendor Recipes",31,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific pattern of items to a vendor, not when you buy items from his/her purchase screen.",11673,"","","",0,"","","","","","",""
854,"DeliriumCraftItemsUsingCurrency","Craft items using Currency",31,"Use each of the following currencies to add or modify modifiers on items.",27796,"","","",0,1,"","","","","",""
855,"DeliriumTurnInDivinationCards","Turn in Divination Cards",31,"Turn in Divination Cards which specifically grant each of the following reward types.",26061,1,"","",0,1,"","","","","",""
856,"DeliriumCompleteEncountersIII","Complete Encounters III",31,"Complete each of the following Encounters.",34094,"","","",0,"","","","","","",""
857,"DeliriumDeliriumEncountersII","Complete Delirium Encounters II",31,"Complete each of the following Encounters.",59140,"","","",0,"","","","","","",""
858,"DeliriumUseBetrayalBenches","Use Betrayal Benches",31,"Use Benches in Betrayal Safehouses to modify items in the following ways.",28671,"","","",0,"","","","","","",""
859,"DeliriumCompleteTwinnedMaps","Complete Twinned Maps",31,"Complete 12 of the following 16 Map Tiers while they have the Twinned modifier. Maps are completed by killing their Unique Bosses.",21910,"","","",12,1,"","","","","",""
860,"DeliriumDeliriumEncountersIII","Complete Delirium Encounters III",31,"Defeat monsters that have each of the following Delirium modifiers.",50115,1,"","",0,1,"","","","","",""
861,"DeliriumCompleteUnidentifiedMaps","Complete Unidentified Maps",31,"Complete Rare Maps in 12 of the following 16 tiers while they are unidentified. These Maps are completed by killing their Unique Bosses.",7654,"","","",12,1,"","","","","",""
862,"DeliriumAchieveAscension","Achieve Ascension",31,"Use the Ascendancy Device in all 4 Labyrinths.",49178,"","","",0,"","","","","","",""
863,"DeliriumExperimentWithClusterJewels","Experiment with Cluster Jewels",31,"Socket the following Cluster Jewels into your passive tree.",60557,"","","",0,"","","","","","",""
864,"DeliriumCompleteEncountersIV","Complete Encounters IV",31,"Complete each of the following Encounters.",54284,"","","",0,"",1,"","","","",""
865,"DeliriumCompleteMetamorphEncounters","Complete Metamorph Encounters",31,"Complete each of the following Metamorph Encounters.",41066,"","","",0,"","","","","","",""
866,"DeliriumCompleteVaalSideAreas","Obtain Rewards from Vaal Side Areas",31,"Obtain seven of the following nine rewards from Vaal Vessels in Vaal Side Areas in Maps.",22407,"","","",7,"","","","","","",""
867,"DeliriumObtainRewards","Obtain Rewards from Delirium Encounters",31,"Obtain 19 of the following 22 rewards from Delirium Encounters.",62203,1,"","",19,1,"","","","","",""
868,"DeliriumCompleteEncountersWhileMisted","Complete Encounters while in Mist",31,"Complete each of the following Encounters while under the effects of Delirium's mist.",36961,"","","",0,"","","","","","",""
869,"DeliriumDeliriumEncountersIV","Complete Delirium Encounters IV",31,"Complete Maps that have maximum Delirium applied.",53634,"","","",0,"","","","","","",""
870,"DeliriumExploreTheAtlas","Explore the Atlas",31,"Complete the following number of Bonus Objectives and Awakening Bonus Objectives.",7788,"","","",0,"",1,"","","","",""
871,"DeliriumReachLevel90","Reach Level 90",31,"Attain character level 90. This challenge still counts even if your character dies afterwards.",54363,"",1,"",0,"","","","","","",""
872,"DeliriumCompleteEncountersV","Complete Encounters V",31,"Complete each of the following Encounters.",37763,"","","",0,"","","","","","",""
873,"DeliriumCompleteSimulacrumI","Complete Simulacrum I",31,"Complete each of the following Encounters in the Simulacrum.",28126,"","","",0,"","","","","","",""
874,"DeliriumCuriousCorruption","Curious Corruption",31,"Obtain 12 of the following 15 Corruption outcomes by using Vaal Orbs, the Blood Altar or the Altar of Corruption in the Temple of Atzoatl.",3795,"","","",12,"","","","","","",""
875,"DeliriumCompleteEncountersVI","Complete Encounters VI",31,"Complete each of the following Encounters.",20775,"","","",0,"",1,"","","","",""
876,"DeliriumMapGrind","Defeat Map Bosses",31,"Defeat Map Bosses while they are under the effects of Delirium.",39344,"",1,"",0,"","","","","","",""
877,"DeliriumCompleteUniqueMaps","Complete Unique Maps",31,"Complete any 15 of the following 19 Unique Maps on your Atlas. A Map is completed by killing its Unique Boss or Bosses if it has any. Maps without Unique Bosses are completed by opening specific Unique Chests.",62598,1,"","",15,"","","","","","",""
878,"DeliriumCompleteZanaQuestline","Complete the Epilogue Questline",31,"Complete every quest in the Epilogue.",40120,"","","",0,1,"","","","","",""
879,"DeliriumCompleteSimulacrumII","Complete Simulacrum II",31,"Complete each of the following Encounters in the Simulacrum.",8167,"","","",0,"",1,"","","","",""
880,"DeliriumDeadlyEncounters","Complete Deadly Encounters",31,"Complete each of the following deadly Encounters.",10300,"","","",0,"","","","","","",""
881,"DeliriumLeaveToChance","Leave to Chance",31,"Use Orbs of Chance resulting in 10 of the following 12 outcomes.",5457,"","","",10,1,"","","","","",""
882,"DeliriumEndgameGrinds","Complete Endgame Grinds",31,"Complete any 4 of these Encounters the specified number of times.",56512,"","","",4,"",1,"","","","",""
883,"HarvestPreparation","Preparation",32,"Complete each of the following requirements.",58868,"","","",0,"",1,"","","","",""
884,"HarvestCompleteHarvestEncountersI","Complete Harvest Encounters I",32,"Complete each of the following Encounters.",48343,"","","",0,"","","","","","",""
885,"HarvestCompleteTheseQuests","Complete these Quests",32,"Complete each of the following quests.",53380,"","","",0,"","","","","","",""
886,"HarvestDefeatActBossesI","Defeat these Act Bosses I",32,"Defeat each of the following Unique Act Bosses.",32847,"","","",0,"","","","","","",""
887,"HarvestCompleteTheseEncountersI","Complete Encounters I",32,"Complete each of the following Encounters.",9819,"","","",0,"","","","","","",""
888,"HarvestPlaceHarvestBuildings","Place Harvest Infrastructure",32,"Place each of the following constructions in the Sacred Grove.",59490,"","","",0,"","","","","","",""
889,"HarvestCompleteTheseEncountersII","Complete Encounters II",32,"Complete each of the following Encounters.",62839,"","","",0,"","","","","","",""
890,"HarvestDefeatActBossesII","Defeat these Act Bosses II",32,"Defeat each of the following Unique Act Bosses.",57418,"","","",0,"","","","","","",""
891,"HarvestCompleteHarvestEncountersII","Complete Harvest Encounters II",32,"Complete each of the following Encounters.",53874,"","","",0,"",1,"","","","",""
892,"HarvestDefeatConquerorsAndSirus","Defeat the Conquerors of the Atlas",32,"Defeat each of the following Conquerors of the Atlas.",16864,"","","",0,"","","","","","",""
893,"HarvestCompleteVendorRecipes","Complete Vendor Recipes",32,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific pattern of items to a vendor, not when you buy items from his/her purchase screen.",604,1,"","",0,1,"","","","","",""
894,"HarvestModifyMaps_","Modify Maps",32,"Use the following currency items to modify Maps or in addition when opening a Map.",35427,1,"","",0,1,"","","","","",""
895,"HarvestTurnInDivinationCards","Turn in Divination Cards",32,"Turn in Divination Cards which specifically grant each of the following reward types.",41484,1,"","",0,"","","","","","",""
896,"HarvestCompleteTheseEncountersIII","Complete Encounters III",32,"Complete each of the following Encounters.",37739,"","","",0,"","","","","","",""
897,"HarvestCompleteHarvestEncountersIII_","Complete Harvest Encounters III",32,"Complete each of the following Encounters.",39865,1,"","",0,"","","","","","",""
898,"HarvestUpgradeUniqueItems","Upgrade Unique Items",32,"Use each of the following methods to upgrade or create a Unique Item",58975,"","","",0,"","","","","","",""
899,"HarvestCompleteTwinnedMaps","Complete Twinned Maps",32,"Complete 12 of the following 16 Map Tiers while they have the Twinned modifier. Maps are completed by killing their Unique Bosses.",2385,"","","",12,1,"","","","","",""
900,"HarvestCompleteHarvestEncountersIV","Complete Harvest Encounters IV",32,"Complete each of the following Encounters.",19915,1,"","",0,"","","","","","",""
901,"HarvestCompleteUnidentifiedMaps","Complete Rare Unidentified Maps",32,"Complete Rare Maps in 12 of the following 16 tiers while they are unidentified. These Maps are completed by killing their Unique Bosses.",23730,"","","",12,1,"","","","","",""
902,"HarvestAchieveAscension","Achieve Ascension",32,"Use the Ascendancy Device in each of the following Labyrinths.",34752,"","","",0,"","","","","","",""
903,"HarvestInfusedCurrency","Use Infused Currency",32,"Use Infused Currency to complete each of the following outcomes.",33753,"","","",0,"","","","","","",""
904,"HarvestCompleteTheseEncountersIV","Complete Encounters IV",32,"Complete each of the following Encounters.",660,"","","",0,"",1,"","","","",""
905,"HarvestCompleteDeliriumEncounters","Complete Delirium Encounters",32,"Complete each of the following Encounters.",41517,"","","",0,"","","","","","",""
906,"HarvestCompleteUberLabyrinth","Complete Eternal Labyrinths",32,"Defeat Izaro in each of the following Eternal Labyrinths.",26283,"","","",0,"","","","","","",""
907,"HarvestObtainRewardsCrafting","Obtain Harvest Rewards",32,"Obtain 8 of the following 10 specific rewards by completing crafts using the Collector in the Sacred Grove.",15114,"","","",8,"","","","","","",""
908,"HarvestCompleteHarbingerEncounters","Complete Harbinger Encounters",32,"Complete each of the following Encounters.",20020,"","","",0,"","","","","","",""
909,"HarvestCompleteHarvestEncountersV","Complete Harvest Encounters V",32,"Complete each of the following Encounters.",8969,1,"","",0,"","","","","","",""
910,"HarvestExplodeTheAtlas_","Explore the Atlas",32,"Complete the following number of Bonus Objectives and Awakening Bonus Objectives.",26520,"","","",0,"",1,"","","","",""
911,"HarvestReachLevel90","Reach Level 90",32,"Attain character level 90. This challenge still counts even if your character dies afterwards.",26944,"",1,"",0,1,"","","","","",""
912,"HarvestCompleteEncountersV","Complete Encounters V",32,"Complete each of the following Encounters.",44773,"","","",0,"","","","","","",""
913,"HarvestDefeatT4Seeds","Defeat Harvest Bosses",32,"Defeat each of the following Harvest bosses.",41749,1,"","",0,"","","","","","",""
914,"HarvestUseWingedScarabs","Use Winged Scarabs",32,"Open Maps that are affected by each of the following Winged Scarabs.",8917,1,"","",0,"","","","","","",""
915,"HarvestCompleteEncountersVI","Complete Encounters VI",32,"Complete each of the following Encounters.",16396,"","","",0,"","","","","","",""
916,"HarvestMapGrind","Complete Map Tiers",32,"Complete 10,000 map tiers. Completing a tier 1 map gives 1 tier, completing a tier 2 map gives 2 tiers, and so on.",43756,"",1,"",0,1,"","","","","",""
917,"HarvestCompleteUniqueMaps","Complete Unique Maps",32,"Complete any 15 of the following 19 Unique Maps on your Atlas. A Map is completed by killing its Unique Boss or Bosses if it has any. Maps without Unique Bosses are completed by opening specific Unique Chests.",5415,1,"","",15,1,"","","","","",""
918,"HarvestCompleteHarvestEncountersVI","Complete Harvest Encounters VI",32,"Complete each of the following Encounters.",59537,"","","",0,"",1,"","","","",""
919,"HarvestDefeatKeeperOfTheSacredGrove","Harvest the Heart of the Grove",32,"Harvest the Heart of the Grove",52600,"",1,"",0,1,"","","","","",""
920,"HarvestCompleteDeadlyEncounters","Complete Deadly Encounters",32,"Complete each of the following deadly Encounters.",46422,"","","",0,"","","","","","",""
921,"HarvestDefeatKeeperOfTheSacredGroveConditionally","Harvest the Heart of the Grove Conditionally",32,"Harvest the Heart of the Grove under each of the following conditions.",26815,"","","",0,"","","","","","",""
922,"HarvestEndgameGrind","Complete Endgame Grinds",32,"Complete any 4 of these Encounters the specified number of times.",54623,"","","",4,"",1,"","","","",""
923,"HeistPreparedForBattle","Prepared for Battle",33,"Complete each of the following Encounters.",59946,"","","",0,"","","","","","",""
924,"HeistCompleteHeistEncountersI","Complete Heist Encounters I",33,"Complete each of the following Encounters.",5133,"","","",0,"","","","","","",""
925,"HeistCompleteTheseQuests","Complete these Quests",33,"Complete each of the following quests.",48865,"","","",0,"","","","","","",""
926,"HeistDefeatActBossesI","Defeat these Act Bosses I",33,"Defeat each of the following Unique Act Bosses.",3662,"","","",0,"","","","","","",""
927,"HeistCompleteEncountersI","Complete Encounters I",33,"Complete each of the following Encounters.",5436,"","","",0,"","","","","","",""
928,"HeistCompleteHeistEncountersIV","Complete Heist Encounters II",33,"Complete each of the following Encounters.",58790,"","","",0,"","","","","","",""
929,"HeistCompleteEncountersII","Complete Encounters II",33,"Complete each of the following Encounters.",15955,"","","",0,"","","","","","",""
930,"HeistDefeatActBossesII","Defeat these Act Bosses II",33,"Defeat each of the following Unique Act Bosses.",21544,"","","",0,"","","","","","",""
931,"HeistCompleteHeistEncountersII","Complete Heist Encounters III",33,"Complete a Heist Contract in each of the following areas.",47206,1,"","",0,1,"","","","","",""
932,"HeistCompleteVendorRecipes","Complete Vendor Recipes",33,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific pattern of items to a vendor, not when you buy items from his/her purchase screen.",31413,"","","",0,1,"","","","","",""
933,"HeistModifyContracts","Modify Heist Contracts",33,"Use each of the following currency items to modify Heist Contracts.",31206,"","","",0,"","","","","","",""
934,"HeistDefeatConquerorsOfTheAtlas","Defeat the Conquerors of the Atlas",33,"Defeat each of the following Conquerors of the Atlas.",1791,"","","",0,"","","","","","",""
935,"HeistDefeatHeistUniqueBosses","Defeat Heist Unique Monsters",33,"Defeat each of the following Unique Heist monsters.",51820,1,"","",0,1,"","","","","",""
936,"HeistCompleteEncountersIII","Complete Encounters III",33,"Complete each of the following Encounters.",41292,"","","",0,"","","","","","",""
