"rownum","Mod","Value","i32","i32","i32","Tags","SpawnWeight","CraftableType","[rid]"
606,606,4220,75,2178754,10893769,"[8,0]","[1,0]",77,[9]
607,607,6205,75,11491526,57457626,"[8,0]","[1,0]",77,[9]
608,608,45,40,14,40,"[8,0]","[1,0]",78,[9]
609,609,126,40,121,363,"[8,0]","[1,0]",78,[9]
610,610,284,40,529,2116,"[8,0]","[1,0]",78,[9]
611,611,496,40,2789,13941,"[8,0]","[1,0]",78,[9]
612,612,779,40,22096,132573,"[8,0]","[1,0]",78,[9]
613,613,1326,40,108264,757845,"[8,0]","[1,0]",78,[9]
614,614,2108,40,627999,5023986,"[8,0]","[1,0]",78,[9]
615,615,2979,40,2150821,17206561,"[8,0]","[1,0]",78,[9]
616,616,146,30,15,30,"[37,0]","[1,0]",79,[]
617,617,221,30,80,160,"[37,0]","[1,0]",79,[]
618,618,410,30,306,917,"[37,0]","[1,0]",79,[]
619,619,699,30,2472,7415,"[37,0]","[1,0]",79,[]
620,620,1254,30,14910,59637,"[37,0]","[1,0]",79,[]
621,621,2107,30,130823,523292,"[37,0]","[1,0]",79,[]
622,622,3365,30,786157,3930785,"[37,0]","[1,0]",79,[]
623,623,5767,30,5745763,28728813,"[37,0]","[1,0]",79,[]
624,624,152,30,15,30,"[45,9,0]","[1,1,0]",80,[]
625,625,264,30,136,272,"[45,9,0]","[1,1,0]",80,[]
626,626,492,30,529,1587,"[45,9,0]","[1,1,0]",80,[]
627,627,830,30,4045,12135,"[45,9,0]","[1,1,0]",80,[]
628,628,1306,30,16742,66968,"[45,9,0]","[1,1,0]",80,[]
629,629,2107,30,130823,523292,"[45,9,0]","[1,1,0]",80,[]
630,630,2665,30,786157,3930785,"[45,9,0]","[1,1,0]",80,[]
631,631,5767,30,4636834,23184166,"[45,9,0]","[1,1,0]",80,[]
632,632,152,30,15,30,"[10,0]","[1,0]",80,[]
633,633,264,30,136,272,"[10,0]","[1,0]",80,[]
634,634,492,30,529,1587,"[10,0]","[1,0]",80,[]
635,635,830,30,4045,12135,"[10,0]","[1,0]",80,[]
636,636,1306,30,16742,66968,"[10,0]","[1,0]",80,[]
637,637,2107,30,130823,523292,"[10,0]","[1,0]",80,[]
638,638,2665,30,786157,3930785,"[10,0]","[1,0]",80,[]
639,639,5767,30,4636834,23184166,"[10,0]","[1,0]",80,[]
640,640,74,40,19,55,"[9,0]","[1,0]",81,[]
641,641,154,40,121,363,"[9,0]","[1,0]",81,[]
642,642,317,40,529,2116,"[9,0]","[1,0]",81,[]
643,643,529,40,3236,16180,"[9,0]","[1,0]",81,[]
644,644,805,40,18742,112451,"[9,0]","[1,0]",81,[]
645,645,1232,40,173685,1215795,"[9,0]","[1,0]",81,[]
646,646,2529,40,1735215,13881720,"[9,0]","[1,0]",81,[]
647,647,74,40,19,55,"[10,0]","[1,0]",81,[]
648,648,154,40,121,363,"[10,0]","[1,0]",81,[]
649,649,317,40,529,2116,"[10,0]","[1,0]",81,[]
650,650,529,40,3236,16180,"[10,0]","[1,0]",81,[]
651,651,805,40,18742,112451,"[10,0]","[1,0]",81,[]
652,652,1232,40,173685,1215795,"[10,0]","[1,0]",81,[]
653,653,2529,40,1735215,13881720,"[10,0]","[1,0]",81,[]
654,654,159,30,41,82,"[45,1048,9,1019,0]","[1,0,1,1,0]",82,[]
655,655,279,30,321,641,"[45,1048,9,1019,0]","[1,0,1,1,0]",82,[]
656,656,506,30,1209,3626,"[45,1048,9,1019,0]","[1,0,1,1,0]",82,[]
657,657,852,30,6850,20549,"[45,1048,9,1019,0]","[1,0,1,1,0]",82,[]
658,658,1341,30,25056,100224,"[45,1048,9,1019,0]","[1,0,1,1,0]",82,[]
659,659,2165,30,146265,585057,"[45,1048,9,1019,0]","[1,0,1,1,0]",82,[]
660,660,2739,30,876619,4383095,"[45,1048,9,1019,0]","[1,0,1,1,0]",82,[]
661,661,5937,30,5161969,25809842,"[45,1048,9,1019,0]","[1,0,1,1,0]",82,[]
662,662,159,30,41,82,"[1048,10,0]","[0,1,0]",82,[]
663,663,279,30,321,641,"[1048,10,0]","[0,1,0]",82,[]
664,664,506,30,1209,3626,"[1048,10,0]","[0,1,0]",82,[]
665,665,852,30,6850,20549,"[1048,10,0]","[0,1,0]",82,[]
666,666,1341,30,25056,100224,"[1048,10,0]","[0,1,0]",82,[]
667,667,2165,30,146265,585057,"[1048,10,0]","[0,1,0]",82,[]
668,668,2739,30,876619,4383095,"[1048,10,0]","[0,1,0]",82,[]
669,669,5937,30,5161969,25809842,"[1048,10,0]","[0,1,0]",82,[]
670,670,159,30,41,82,"[45,1049,9,1019,0]","[1,0,1,1,0]",83,[]
671,671,279,30,321,641,"[45,1049,9,1019,0]","[1,0,1,1,0]",83,[]
672,672,506,30,1209,3626,"[45,1049,9,1019,0]","[1,0,1,1,0]",83,[]
673,673,852,30,6850,20549,"[45,1049,9,1019,0]","[1,0,1,1,0]",83,[]
674,674,1341,30,25056,100224,"[45,1049,9,1019,0]","[1,0,1,1,0]",83,[]
675,675,2165,30,146265,585057,"[45,1049,9,1019,0]","[1,0,1,1,0]",83,[]
676,676,2739,30,876619,4383095,"[45,1049,9,1019,0]","[1,0,1,1,0]",83,[]
677,677,5937,30,5161969,25809842,"[45,1049,9,1019,0]","[1,0,1,1,0]",83,[]
678,678,159,30,41,82,"[1049,10,0]","[0,1,0]",83,[]
679,679,279,30,321,641,"[1049,10,0]","[0,1,0]",83,[]
680,680,506,30,1209,3626,"[1049,10,0]","[0,1,0]",83,[]
681,681,852,30,6850,20549,"[1049,10,0]","[0,1,0]",83,[]
682,682,1341,30,25056,100224,"[1049,10,0]","[0,1,0]",83,[]
683,683,2165,30,146265,585057,"[1049,10,0]","[0,1,0]",83,[]
684,684,2739,30,876619,4383095,"[1049,10,0]","[0,1,0]",83,[]
685,685,5937,30,5161969,25809842,"[1049,10,0]","[0,1,0]",83,[]
686,686,159,30,41,82,"[45,1050,9,1019,0]","[1,0,1,1,0]",84,[]
687,687,279,30,321,641,"[45,1050,9,1019,0]","[1,0,1,1,0]",84,[]
688,688,506,30,1209,3626,"[45,1050,9,1019,0]","[1,0,1,1,0]",84,[]
689,689,852,30,6850,20549,"[45,1050,9,1019,0]","[1,0,1,1,0]",84,[]
690,690,1341,30,25056,100224,"[45,1050,9,1019,0]","[1,0,1,1,0]",84,[]
691,691,2165,30,146265,585057,"[45,1050,9,1019,0]","[1,0,1,1,0]",84,[]
692,692,2739,30,876619,4383095,"[45,1050,9,1019,0]","[1,0,1,1,0]",84,[]
693,693,5937,30,5161969,25809842,"[45,1050,9,1019,0]","[1,0,1,1,0]",84,[]
694,694,159,30,41,82,"[1050,10,0]","[0,1,0]",84,[]
695,695,279,30,321,641,"[1050,10,0]","[0,1,0]",84,[]
696,696,506,30,1209,3626,"[1050,10,0]","[0,1,0]",84,[]
697,697,852,30,6850,20549,"[1050,10,0]","[0,1,0]",84,[]
698,698,1341,30,25056,100224,"[1050,10,0]","[0,1,0]",84,[]
699,699,2165,30,146265,585057,"[1050,10,0]","[0,1,0]",84,[]
700,700,2739,30,876619,4383095,"[1050,10,0]","[0,1,0]",84,[]
701,701,5937,30,5161969,25809842,"[1050,10,0]","[0,1,0]",84,[]
702,702,166,30,41,82,"[45,1051,9,1019,0]","[1,0,1,1,0]",85,[]
703,703,287,30,321,641,"[45,1051,9,1019,0]","[1,0,1,1,0]",85,[]
704,704,520,30,1209,3626,"[45,1051,9,1019,0]","[1,0,1,1,0]",85,[]
705,705,875,30,6850,20549,"[45,1051,9,1019,0]","[1,0,1,1,0]",85,[]
706,706,1377,30,25056,100224,"[45,1051,9,1019,0]","[1,0,1,1,0]",85,[]
707,707,2224,30,146265,585057,"[45,1051,9,1019,0]","[1,0,1,1,0]",85,[]
708,708,2814,30,876619,4383095,"[45,1051,9,1019,0]","[1,0,1,1,0]",85,[]
709,709,6107,30,5161969,25809842,"[45,1051,9,1019,0]","[1,0,1,1,0]",85,[]
710,710,166,30,41,82,"[1051,10,0]","[0,1,0]",85,[]
711,711,281,30,321,641,"[1051,10,0]","[0,1,0]",85,[]
712,712,520,30,1209,3626,"[1051,10,0]","[0,1,0]",85,[]
713,713,875,30,6850,20549,"[1051,10,0]","[0,1,0]",85,[]
714,714,1377,30,25056,100224,"[1051,10,0]","[0,1,0]",85,[]
715,715,2224,30,146265,585057,"[1051,10,0]","[0,1,0]",85,[]
716,716,2814,30,876619,4383095,"[1051,10,0]","[0,1,0]",85,[]
717,717,6107,30,5161969,25809842,"[1051,10,0]","[0,1,0]",85,[]
718,718,166,30,41,82,"[45,1052,9,1019,0]","[1,0,1,1,0]",86,[]
719,719,287,30,321,641,"[45,1052,9,1019,0]","[1,0,1,1,0]",86,[]
720,720,520,30,1209,3626,"[45,1052,9,1019,0]","[1,0,1,1,0]",86,[]
721,721,875,30,6850,20549,"[45,1052,9,1019,0]","[1,0,1,1,0]",86,[]
722,722,1377,30,25056,100224,"[45,1052,9,1019,0]","[1,0,1,1,0]",86,[]
723,723,2224,30,146265,585057,"[45,1052,9,1019,0]","[1,0,1,1,0]",86,[]
724,724,2814,30,876619,4383095,"[45,1052,9,1019,0]","[1,0,1,1,0]",86,[]
725,725,6107,30,5161969,25809842,"[45,1052,9,1019,0]","[1,0,1,1,0]",86,[]
726,726,166,30,41,82,"[1052,10,0]","[0,1,0]",86,[]
727,727,281,30,321,641,"[1052,10,0]","[0,1,0]",86,[]
728,728,520,30,1209,3626,"[1052,10,0]","[0,1,0]",86,[]
729,729,875,30,6850,20549,"[1052,10,0]","[0,1,0]",86,[]
730,730,1377,30,25056,100224,"[1052,10,0]","[0,1,0]",86,[]
731,731,2224,30,146265,585057,"[1052,10,0]","[0,1,0]",86,[]
732,732,2814,30,876619,4383095,"[1052,10,0]","[0,1,0]",86,[]
733,733,6107,30,5161969,25809842,"[1052,10,0]","[0,1,0]",86,[]
734,734,160,30,15,30,"[1019,0]","[1,0]",87,[]
735,735,277,30,136,272,"[1019,0]","[1,0]",87,[]
736,736,513,30,529,1587,"[1019,0]","[1,0]",87,[]
737,737,864,30,4045,12135,"[1019,0]","[1,0]",87,[]
738,738,1359,30,16742,66968,"[1019,0]","[1,0]",87,[]
739,739,2195,30,130823,523292,"[1019,0]","[1,0]",87,[]
740,740,2776,30,786157,3930785,"[1019,0]","[1,0]",87,[]
741,741,6022,30,4636834,23184166,"[1019,0]","[1,0]",87,[]
742,742,73,30,19,55,"[1019,0]","[1,0]",88,[]
743,743,142,30,121,363,"[1019,0]","[1,0]",88,[]
744,744,277,30,529,2116,"[1019,0]","[1,0]",88,[]
745,745,454,30,3236,16180,"[1019,0]","[1,0]",88,[]
746,746,685,30,18742,112451,"[1019,0]","[1,0]",88,[]
747,747,1042,30,173685,1215795,"[1019,0]","[1,0]",88,[]
748,748,2134,30,1735215,13881720,"[1019,0]","[1,0]",88,[]
749,749,307,15,73,292,"[45,3,0]","[1,1,0]",89,[]
750,750,1391,15,14225,99570,"[45,3,0]","[1,1,0]",89,[]
751,751,5202,15,1127362,11273618,"[3,0]","[1,0]",89,[]
752,752,365,15,183,732,"[9,0]","[1,0]",99,[]
753,753,863,15,3831,22982,"[9,0]","[1,0]",99,[]
754,754,2820,15,155759,1246071,"[9,0]","[1,0]",99,[]
755,755,6861,15,3116462,31164616,"[9,0]","[1,0]",99,[]
756,756,365,15,183,732,"[10,0]","[1,0]",99,[]
757,757,863,15,3831,22982,"[10,0]","[1,0]",99,[]
758,758,2820,15,155759,1246071,"[10,0]","[1,0]",99,[]
759,759,6861,15,3116462,31164616,"[10,0]","[1,0]",99,[]
760,760,307,15,73,292,[0],[0],90,[]
761,761,1391,15,14225,99570,[0],[0],90,[]
762,762,5202,15,1127362,11273618,[0],[0],90,[]
763,763,269,15,17,68,"[1048,9,0]","[0,1,0]",100,[]
764,764,551,15,354,1769,"[1048,9,0]","[0,1,0]",100,[]
765,765,1142,15,4567,27399,"[1048,9,0]","[0,1,0]",100,[]
766,766,2404,15,62304,498428,"[1048,9,0]","[0,1,0]",100,[]
767,767,6549,15,1955292,21508202,"[1048,9,0]","[0,1,0]",100,[]
768,768,269,15,17,68,"[1048,10,0]","[0,1,0]",100,[]
769,769,551,15,354,1769,"[1048,10,0]","[0,1,0]",100,[]
770,770,1142,15,4567,27399,"[1048,10,0]","[0,1,0]",100,[]
771,771,2404,15,62304,498428,"[1048,10,0]","[0,1,0]",100,[]
772,772,6549,15,1955292,21508202,"[1048,10,0]","[0,1,0]",100,[]
773,773,307,15,73,292,[0],[0],91,[]
774,774,1391,15,14225,99570,[0],[0],91,[]
775,775,5202,15,1127362,11273618,[0],[0],91,[]
776,776,269,15,17,68,"[1049,9,0]","[0,1,0]",101,[]
777,777,551,15,354,1769,"[1049,9,0]","[0,1,0]",101,[]
778,778,1142,15,4567,27399,"[1049,9,0]","[0,1,0]",101,[]
779,779,2404,15,62304,498428,"[1049,9,0]","[0,1,0]",101,[]
780,780,6549,15,1955292,21508202,"[1049,9,0]","[0,1,0]",101,[]
781,781,269,15,17,68,"[1049,10,0]","[0,1,0]",101,[]
782,782,551,15,354,1769,"[1049,10,0]","[0,1,0]",101,[]
783,783,1142,15,4567,27399,"[1049,10,0]","[0,1,0]",101,[]
784,784,2404,15,62304,498428,"[1049,10,0]","[0,1,0]",101,[]
785,785,6549,15,1955292,21508202,"[1049,10,0]","[0,1,0]",101,[]
786,786,307,15,73,292,[0],[0],92,[]
787,787,1391,15,14225,99570,[0],[0],92,[]
788,788,5202,15,1127362,11273618,[0],[0],92,[]
789,789,269,15,17,68,"[1050,9,0]","[0,1,0]",102,[]
790,790,551,15,354,1769,"[1050,9,0]","[0,1,0]",102,[]
791,791,1142,15,4567,27399,"[1050,9,0]","[0,1,0]",102,[]
792,792,2404,15,62304,498428,"[1050,9,0]","[0,1,0]",102,[]
793,793,6549,15,1955292,21508202,"[1050,9,0]","[0,1,0]",102,[]
794,794,269,15,17,68,"[1050,10,0]","[0,1,0]",102,[]
795,795,551,15,354,1769,"[1050,10,0]","[0,1,0]",102,[]
796,796,1142,15,4567,27399,"[1050,10,0]","[0,1,0]",102,[]
797,797,2404,15,62304,498428,"[1050,10,0]","[0,1,0]",102,[]
798,798,6549,15,1955292,21508202,"[1050,10,0]","[0,1,0]",102,[]
799,799,307,15,73,292,[0],[0],93,[]
800,800,1391,15,14225,99570,[0],[0],93,[]
801,801,5202,15,1127362,11273618,[0],[0],93,[]
802,802,269,15,17,68,"[1051,9,0]","[0,1,0]",103,[]
803,803,551,15,354,1769,"[1051,9,0]","[0,1,0]",103,[]
804,804,1142,15,4567,27399,"[1051,9,0]","[0,1,0]",103,[]
805,805,2404,15,62304,498428,"[1051,9,0]","[0,1,0]",103,[]
806,806,6549,15,1955292,21508202,"[1051,9,0]","[0,1,0]",103,[]
807,807,269,15,17,68,"[1051,10,0]","[0,1,0]",103,[]
808,808,551,15,354,1769,"[1051,10,0]","[0,1,0]",103,[]
809,809,1142,15,4567,27399,"[1051,10,0]","[0,1,0]",103,[]
810,810,2404,15,62304,498428,"[1051,10,0]","[0,1,0]",103,[]
811,811,6549,15,1955292,21508202,"[1051,10,0]","[0,1,0]",103,[]
812,812,307,15,73,292,[0],[0],94,[]
813,813,1391,15,14225,99570,[0],[0],94,[]
814,814,5202,15,1127362,11273618,[0],[0],94,[]
815,815,269,15,17,68,"[1052,9,0]","[0,1,0]",104,[]
816,816,551,15,354,1769,"[1052,9,0]","[0,1,0]",104,[]
817,817,1142,15,4567,27399,"[1052,9,0]","[0,1,0]",104,[]
818,818,2404,15,62304,498428,"[1052,9,0]","[0,1,0]",104,[]
819,819,6549,15,1955292,21508202,"[1052,9,0]","[0,1,0]",104,[]
820,820,269,15,17,68,"[1052,10,0]","[0,1,0]",104,[]
821,821,551,15,354,1769,"[1052,10,0]","[0,1,0]",104,[]
822,822,1142,15,4567,27399,"[1052,10,0]","[0,1,0]",104,[]
823,823,2404,15,62304,498428,"[1052,10,0]","[0,1,0]",104,[]
824,824,6549,15,1955292,21508202,"[1052,10,0]","[0,1,0]",104,[]
825,825,307,15,73,292,"[25,3,0]","[1,1,0]",95,[]
826,826,1391,15,14225,99570,"[25,3,0]","[1,1,0]",95,[]
827,827,5202,15,1127362,11273618,"[3,0]","[1,0]",95,[]
828,828,269,15,17,68,"[37,0]","[1,0]",105,[]
829,829,551,15,354,1769,"[37,0]","[1,0]",105,[]
830,830,1142,15,4567,27399,"[37,0]","[1,0]",105,[]
831,831,2404,15,62304,498428,"[37,0]","[1,0]",105,[]
832,832,6549,15,1955292,21508202,"[37,0]","[1,0]",105,[]
833,833,307,15,73,292,"[26,3,0]","[0,0,0]",96,[]
834,834,1391,15,14225,99570,"[26,3,0]","[0,0,0]",96,[]
835,835,5202,15,1127362,11273618,"[3,0]","[0,0]",96,[]
836,836,269,15,17,68,"[1019,0]","[1,0]",106,[]
837,837,551,15,354,1769,"[1019,0]","[1,0]",106,[]
838,838,1142,15,4567,27399,"[1019,0]","[1,0]",106,[]
839,839,2404,15,62304,498428,"[1019,0]","[1,0]",106,[]
840,840,6549,15,1955292,21508202,"[1019,0]","[1,0]",106,[]
841,841,307,15,73,292,"[22,3,0]","[1,1,0]",97,[]
842,842,1391,15,14225,99570,"[22,3,0]","[1,1,0]",97,[]
843,843,5202,15,1127362,11273618,"[3,0]","[1,0]",97,[]
844,844,269,15,17,68,"[32,81,0]","[0,1,0]",97,[]
845,845,551,15,354,1769,"[32,81,0]","[0,1,0]",97,[]
846,846,1142,15,4567,27399,"[32,81,0]","[0,1,0]",97,[]
847,847,2404,15,62304,498428,"[32,81,0]","[0,1,0]",97,[]
848,848,6549,15,1955292,21508202,"[32,81,0]","[0,1,0]",97,[]
849,849,269,15,17,68,"[32,82,0]","[0,1,0]",107,[]
850,850,551,15,354,1769,"[32,82,0]","[0,1,0]",107,[]
851,851,1142,15,4567,27399,"[32,82,0]","[0,1,0]",107,[]
852,852,2404,15,62304,498428,"[32,82,0]","[0,1,0]",107,[]
853,853,6549,15,1955292,21508202,"[32,82,0]","[0,1,0]",107,[]
854,854,307,15,73,292,"[21,3,0]","[1,1,0]",98,[]
855,855,1391,15,14225,99570,"[21,3,0]","[1,1,0]",98,[]
856,856,5202,15,1127362,11273618,"[3,0]","[1,0]",98,[]
857,857,269,15,17,68,"[5,0]","[1,0]",108,[]
858,858,551,15,354,1769,"[5,0]","[1,0]",108,[]
859,859,1142,15,4567,27399,"[5,0]","[1,0]",108,[]
860,860,2404,15,62304,498428,"[5,0]","[1,0]",108,[]
861,861,6549,15,1955292,21508202,"[5,0]","[1,0]",108,[]
862,862,269,15,17,68,"[1012,0]","[1,0]",108,[]
863,863,551,15,354,1769,"[1012,0]","[1,0]",108,[]
864,864,1142,15,4567,27399,"[1012,0]","[1,0]",108,[]
865,865,2404,15,62304,498428,"[1012,0]","[1,0]",108,[]
866,866,6549,15,1955292,21508202,"[1012,0]","[1,0]",108,[]
867,867,74,20,14,40,"[16,25,4,26,3,2,0]","[1,1,1,1,1,1,0]",109,[]
868,868,96,20,39,117,"[16,25,4,26,3,2,0]","[1,1,1,1,1,1,0]",109,[]
869,869,142,20,121,363,"[16,25,4,26,3,2,0]","[1,1,1,1,1,1,0]",109,[]
870,870,204,20,230,918,"[16,25,4,26,3,2,0]","[1,1,1,1,1,1,0]",109,[]
871,871,312,20,786,3142,"[16,25,4,26,3,2,0]","[1,1,1,1,1,1,0]",109,[]
872,872,462,20,1942,9708,"[16,25,4,26,3,2,0]","[1,1,1,1,1,1,0]",109,[]
873,873,758,20,6682,40089,"[16,25,4,26,3,2,0]","[1,1,1,1,1,1,0]",109,[]
874,874,1169,20,23258,139544,"[16,25,4,26,3,0]","[1,1,1,1,1,0]",109,[]
875,875,1719,20,60183,421277,"[16,26,3,0]","[1,1,1,0]",109,[]
876,876,2244,20,112737,901889,"[16,3,0]","[1,1,0]",109,[]
877,877,2817,20,215082,1720656,"[16,0]","[1,0]",109,[]
878,878,74,20,14,40,"[37,0]","[1,0]",110,[]
879,879,96,20,39,117,"[37,0]","[1,0]",110,[]
880,880,142,20,121,363,"[37,0]","[1,0]",110,[]
881,881,204,20,230,918,"[37,0]","[1,0]",110,[]
882,882,312,20,786,3142,"[37,0]","[1,0]",110,[]
883,883,462,20,1942,9708,"[37,0]","[1,0]",110,[]
884,884,758,20,6682,40089,"[37,0]","[1,0]",110,[]
885,885,1169,20,23258,139544,"[37,0]","[1,0]",110,[]
886,886,1719,20,60183,421277,"[37,0]","[1,0]",110,[]
887,887,2244,20,112737,901889,"[37,0]","[1,0]",110,[]
888,888,59,20,14,40,"[2,3,45,10,37,9,1019,0]","[1,1,1,1,1,1,1,0]",111,[]
889,889,180,20,266,1061,"[2,3,45,10,37,9,1019,0]","[1,1,1,1,1,1,1,0]",111,[]
890,890,301,20,1154,4614,"[2,3,45,10,37,9,1019,0]","[1,1,1,1,1,1,1,0]",111,[]
891,891,522,20,4481,22403,"[2,3,45,10,37,9,1019,0]","[1,1,1,1,1,1,1,0]",111,[]
892,892,875,20,16615,99685,"[2,3,45,10,37,9,1019,0]","[1,1,1,1,1,1,1,0]",111,[]
893,893,2169,20,173522,1388172,"[2,3,45,10,37,9,1019,0]","[1,1,1,1,1,1,1,0]",111,[]
894,894,376,40,404,2018,"[22,2,0]","[1,1,0]",112,[]
895,895,745,40,2490,17427,"[22,2,0]","[1,1,0]",112,[]
896,896,1322,40,13916,111326,"[22,2,0]","[1,1,0]",112,[]
897,897,2108,40,58511,526596,"[22,0]","[1,0]",112,[]
898,898,3192,40,195530,2150820,"[22,0]","[1,0]",112,[]
899,899,376,40,404,2018,"[8,0]","[1,0]",113,[9]
900,900,745,40,2490,17427,"[8,0]","[1,0]",113,[9]
901,901,1322,40,13916,111326,"[8,0]","[1,0]",113,[9]
902,902,2108,40,58511,526596,"[8,0]","[1,0]",113,[9]
903,903,3192,40,195530,2150820,"[32,8,0]","[0,1,0]",113,[9]
904,904,405,40,404,2018,"[22,2,0]","[1,1,0]",114,[]
905,905,735,40,2490,17427,"[22,2,0]","[1,1,0]",114,[]
906,906,1398,40,13916,111326,"[22,2,0]","[1,1,0]",114,[]
907,907,2086,40,58511,526596,"[22,0]","[1,0]",114,[]
908,908,3365,40,195530,2150820,"[22,0]","[1,0]",114,[]
909,909,405,40,404,2018,"[8,0]","[1,0]",115,[9]
910,910,735,40,2490,17427,"[8,0]","[1,0]",115,[9]
911,911,1398,40,13916,111326,"[8,0]","[1,0]",115,[9]
912,912,2086,40,58511,526596,"[8,0]","[1,0]",115,[9]
913,913,3365,40,195530,2150820,"[32,8,0]","[0,1,0]",115,[9]
914,914,126,40,13,50,"[8,9,10,2,22,21,1019,0]","[1,1,1,1,1,1,1,0]",116,[]
915,915,233,40,91,453,"[8,9,10,2,22,21,1019,0]","[1,1,1,1,1,1,1,0]",116,[]
916,916,415,40,463,2312,"[8,9,10,2,22,21,1019,0]","[1,1,1,1,1,1,1,0]",116,[]
917,917,646,40,1584,9501,"[8,9,10,2,22,21,1019,0]","[1,1,1,1,1,1,1,0]",116,[]
918,918,973,40,5056,35391,"[8,9,10,2,22,21,1019,0]","[1,1,1,1,1,1,1,0]",116,[]
919,919,1428,40,15576,124607,"[8,9,10,2,22,21,1019,0]","[1,1,1,1,1,1,1,0]",116,[]
920,920,2062,40,46994,422944,"[8,9,10,22,1019,0]","[1,1,1,1,1,0]",116,[]
921,921,2937,40,139909,1399084,"[8,9,10,22,1019,0]","[1,1,1,1,1,0]",116,[]
922,922,132,40,13,50,"[8,9,10,2,22,21,1019,0]","[1,1,1,1,1,1,1,0]",117,[]
923,923,254,40,107,534,"[8,9,10,2,22,21,1019,0]","[1,1,1,1,1,1,1,0]",117,[]
924,924,443,40,529,2645,"[8,9,10,2,22,21,1019,0]","[1,1,1,1,1,1,1,0]",117,[]
925,925,687,40,1791,10741,"[8,9,10,2,22,21,1019,0]","[1,1,1,1,1,1,1,0]",117,[]
926,926,1030,40,5680,39758,"[8,9,10,2,22,21,1019,0]","[1,1,1,1,1,1,1,0]",117,[]
927,927,1509,40,17429,139431,"[8,9,10,2,22,21,1019,0]","[1,1,1,1,1,1,1,0]",117,[]
928,928,2175,40,52443,471981,"[8,9,10,22,1019,0]","[1,1,1,1,1,0]",117,[]
929,929,3094,40,155823,1558230,"[8,9,10,22,1019,0]","[1,1,1,1,1,0]",117,[]
930,930,218,40,67,267,"[22,0]","[1,0]",118,[]
931,931,445,40,352,1758,"[22,0]","[1,0]",118,[]
932,932,703,40,1091,6543,"[22,0]","[1,0]",118,[]
933,933,1074,40,3160,22115,"[22,0]","[1,0]",118,[]
934,934,218,40,67,267,"[8,0]","[1,0]",119,[9]
935,935,445,40,352,1758,"[8,0]","[1,0]",119,[9]
936,936,703,40,1091,6543,"[8,0]","[1,0]",119,[9]
937,937,1074,40,3160,22115,"[8,0]","[1,0]",119,[9]
938,938,99,40,27,80,"[22,21,0]","[1,1,0]",120,[]
939,939,399,40,925,3700,"[22,21,0]","[1,1,0]",120,[]
940,940,777,40,4946,24730,"[22,21,0]","[1,1,0]",120,[]
941,941,1939,40,58129,348769,"[22,21,0]","[1,1,0]",120,[]
942,942,81,75,14,40,"[8,0]","[1,0]",121,[9]
943,943,238,75,121,363,"[8,0]","[1,0]",121,[9]
944,944,528,75,463,1850,"[8,0]","[1,0]",121,[9]
945,945,793,75,1309,5234,"[32,8,0]","[1,1,0]",121,[9]
946,946,1099,75,4122,20608,"[32,8,0]","[1,1,0]",121,[9]
947,947,1564,75,15904,79516,"[32,8,0]","[0,1,0]",121,[9]
948,948,2931,75,145321,871924,"[32,8,0]","[0,1,0]",121,[9]
949,949,5845,75,1399085,11192679,"[32,8,0]","[0,1,0]",121,[9]
950,950,130,40,39,117,"[37,0]","[1,0]",122,[]
951,951,361,40,352,1406,"[37,0]","[1,0]",122,[]
952,952,714,40,1942,9708,"[37,0]","[1,0]",122,[]
953,953,1600,40,16615,99685,"[37,0]","[1,0]",122,[]
954,954,108,40,14,40,"[45,9,2,3,0]","[1,1,1,1,0]",123,[]
955,955,282,40,171,683,"[45,9,2,3,0]","[1,1,1,1,0]",123,[]
956,956,593,40,1309,5234,"[45,9,2,3,0]","[1,1,1,1,0]",123,[]
957,957,908,40,6362,31806,"[45,9,2,3,0]","[1,1,1,1,0]",123,[]
958,958,1652,40,29064,174384,"[45,9,3,0]","[1,1,1,0]",123,[]
959,959,3144,40,149745,1048209,"[45,9,0]","[1,1,0]",123,[]
960,960,4723,40,772806,6182444,"[9,0]","[1,0]",123,[]
961,961,108,40,14,40,"[10,0]","[1,0]",123,[]
962,962,282,40,171,683,"[10,0]","[1,0]",123,[]
963,963,593,40,1309,5234,"[10,0]","[1,0]",123,[]
964,964,908,40,6362,31806,"[10,0]","[1,0]",123,[]
965,965,1652,40,29064,174384,"[10,0]","[1,0]",123,[]
966,966,3144,40,149745,1048209,"[10,0]","[1,0]",123,[]
967,967,4723,40,772806,6182444,"[10,0]","[1,0]",123,[]
968,968,147,40,48,144,"[37,0]","[1,0]",124,[]
969,969,393,40,404,1614,"[37,0]","[1,0]",124,[]
970,970,768,40,2192,10959,"[37,0]","[1,0]",124,[]
971,971,1716,40,18591,111544,"[37,0]","[1,0]",124,[]
972,972,90,75,14,40,"[1019,0]","[1,0]",125,[]
973,973,351,75,171,683,"[1019,0]","[1,0]",125,[]
974,974,817,75,1309,5234,"[1019,0]","[1,0]",125,[]
975,975,1297,75,10603,53011,"[1019,0]","[1,0]",125,[]
976,976,2472,75,72661,435962,"[1019,0]","[1,0]",125,[]
977,977,4979,75,374361,2620523,"[1019,0]","[1,0]",125,[]
978,978,7812,75,1932014,15456110,"[1019,0]","[1,0]",125,[]
