"rownum","BaseItemTypesKey","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","Scroll","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","ChangedForHardmode","DescriptionHardmode","IsGold","bool"
4456,3910,1,1,"grant_micro","","","Your Devouring Diadem triggers a cosmic Feast of Flesh effect and causes your Energy Shield to take on an ethereal appearance.",[],"","Devouring Diadem Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],567,"","","",""
4457,3911,1,1,"grant_micro","","","Magic Utility Flasks enabled by Mageblood drain directly into your bloodstream.",[],"","Mageblood Skin","",[],[],0,"",0,"",2,[],[],[],25,[24],567,"","","",""
4458,3912,1,1,"grant_micro","","","Your Hyrri's Ire is imbued with frost, causing enemies chilled by your projectiles to become skewered with shards of crystalline ice. ",[],"","Hyrri's Ire Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],567,"","","",""
4459,3913,1,1,"grant_micro","","","A phantasmal bull charges around you while your Rumi's Concoction is active.",[],"","Rumi's Concoction Skin","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",567,"","","",""
4460,3914,1,1,"grant_micro","","","Your power charges take on a mystical appearance. The force within your Void Battery grows as your maximum number of power charges increases.",[],"","Void Battery Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",567,"","","",""
4461,3915,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Ophidian Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],571,"","","",""
4462,3916,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Ophidian Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],571,"","","",""
4463,3917,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Ophidian Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],571,"","","",""
4464,3918,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Ophidian Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],571,"","","",""
4465,3919,1,1,"grant_micro","","","Adds the Ophidian Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],571,"","","",""
4466,3920,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Ophidian Lord Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],571,"","","",""
4467,3921,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Ophidian Lord Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],571,"","","",""
4468,3922,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Ophidian Lord Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],571,"","","",""
4469,3923,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Ophidian Lord Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],571,"","","",""
4470,3924,1,1,"grant_micro","","","Adds the Ophidian Lord Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],571,"","","",""
4471,3936,1,1,"grant_micro","","","Adds the Phantom Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",566,"","","",""
4472,3937,1,1,"modify_portal_variation","","","This character's portals use the Phantom Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],566,"","","",""
4473,3938,1,1,"grant_micro","","","Your Aura becomes a Phantom Effect.",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[37],566,"","","",""
4474,3939,1,1,"grant_micro","","","Adds the Aristocrat Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",566,"","","",""
4475,3940,1,1,"modify_portal_variation","","","This character's portals use the Crowstorm Portal Effect. The portal becomes dormant if you are too far away from it, causing the crows to take to the skies.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],610,"","","",""
4476,3941,1,1,"modify_portal_variation","","","This character's portals use the Azure Shardbound Portal. It scans nearby players to make sure they're suitable for entry.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],610,"","","",""
4477,3942,1,1,"modify_portal_variation","","","This character's portals use the Divine Shardbound Portal. It scans nearby players to make sure they're suitable for entry.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],610,"","","",""
4478,3943,1,1,"modify_portal_variation","","","This character's portals use the Demonic Shardbound Portal. It scans nearby players to make sure they're suitable for entry.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],610,"","","",""
4479,3944,1,1,"modify_portal_variation","","","This character's portals use the Regal Shardbound Portal. It scans nearby players to make sure they're suitable for entry.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],610,"","","",""
4480,3945,1,1,"grant_micro","","","Adds the Masquerade Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],566,"","","",""
4481,3946,1,1,"grant_micro","","","Adds the Nethermancer Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],620,"","","",""
4482,3947,1,1,"grant_micro","","","Your Aura becomes a Celestial Nova Effect.",[],"","Aura Skin","",[],[],0,"",0,"",3,[],[],[],17,[37],371,"","","",""
4483,3948,1,1,"grant_micro","","","Your Aura becomes a Celestial Nova Effect.",[],"","Aura Skin","",[],[],0,"",0,"",3,[],[],[],17,[37],371,"","","",""
4484,3949,1,1,"grant_micro","","","Your Aura becomes a Celestial Nova Effect.",[],"","Aura Skin","",[],[],0,"",0,"",3,[],[],[],17,[37],371,"","","",""
4485,3950,1,1,"grant_micro","","","Activating your Quicksilver Flask causes an explosion and applies a Searing effect to you while the flask is in effect.",[],"","Quicksilver Flask Effect","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",570,"","","",""
4486,3951,1,1,"grant_micro","","","Change the appearance of your equipped ring to the Ring of the Black Star. Displays a vast amount of power when you gain levels.",[],"","Ring Skin","",[],[],0,"",0,"",2,[],[],[],28,"[31,32]",570,"","","",""
4487,3952,1,1,"grant_micro","","","Changes the appearance of your equipped ring to the Ring of the Exorcist. Critical Hits from Spells will exorcise the ghosts of your enemies.",[],"","Ring Skin","",[],[],0,"",0,"",2,[],[],[],28,"[31,32]",570,"","","",""
4488,3953,1,1,"grant_micro","","","Adds the Belt of the Hive Queen skin to your character. Flasks you use cause blood-sucking insects to appear on you.",[],"","Belt Skin","",[],[],0,"",0,"",2,[],[],[],25,[24],570,"","","",""
4489,3954,1,1,"grant_micro","","","Attaches the Shavronne's Tome hip attachment to any equipped belt. Identifying items will cause exploding books to appear nearby.",[],"","Hip Attachment","",[],[],0,"",0,"",2,[],[],[],29,[33],570,"","","",""
4490,3955,1,1,"grant_micro","","","Adds the Cloak of Elements back attachment to any equipped body armour, which indicates the strength of your Fire, Cold, and Lightning Resistances.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],570,"","","",""
4491,3956,1,1,"grant_micro","","","Adds the Soulstunning Weapon Effect to any equipped weapon. Enemies stunned from attacks will have an out-of-body experience.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",570,"","","",""
4492,3957,1,1,"grant_micro","","","Your Ice Spear becomes a Void Emperor effect.",[],"","Ice Spear Skin","",[],[],0,"",0,"","",[],[],[],17,[37],492,"","","",""
4493,3958,1,1,"grant_micro","","","Your Fire Trap becomes an Oblivion Effect.",[],"","Fire Trap Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],535,"","","",""
4494,3959,1,1,"grant_micro","","","Attaches the Corrupted Character Effect to your belt. This effect scales with the amount of corrupted items that you currently have equipped.",[],"","Character Effect","",[],[],0,"",0,"","",[],[],[],16,[15],441,"","","",""
4495,3979,1,1,"grant_micro","","","Attaches the Bloodsoaked Character Effect to your belt. The more monsters you kill, the more bloodsoaked you become. Type /kills to see the number of monsters you have killed.",[],"","Character Effect","",[],[],0,"",0,"","",[],[],[],16,[15],611,"","","",""
4496,3960,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Rogue Stalker Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],594,"","","",""
4497,3961,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Rogue Stalker Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],594,"","","",""
4498,3962,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Rogue Stalker Gloves. Critical strikes cause blades to appear and slice at your enemies.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],594,"","","",""
4499,3963,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Rogue Stalker Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],594,"","","",""
4500,3964,1,1,"grant_micro","","","Adds Corpsebloom Footprints to any equipped pair of boots. Flowers spring up from the corpses of nearby slain enemies. ",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],594,"","","",""
4501,3965,1,1,"modify_portal_variation","","","This character's portals use the Tentacle Apparition Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],"","","","",""
4502,3966,1,1,"grant_micro","","","Adds the Undertaker's Amulet to your character. Replaces the corpses of slain enemies with gravestones.",[],"","Amulet Skin","",[],[],0,"",0,"",2,[],[],[],24,[25],594,"","","",""
4503,3967,1,1,"grant_micro","","","Your Mana Flask releases a burst of aetheric mana upon activation, then draws in energy from the environment as your mana refills.",[],"","Mana Flask Skin","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",594,"","","",""
4504,3968,1,1,"grant_micro","","","Adds the Unstable Explosives Back Attachment to any equipped body armour. Becomes increasingly unstable the lower your life gets and explodes when you die.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],594,"","","",""
4505,3969,1,1,"grant_micro","","","Adds the Tencent Unstable Explosives Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],360,"","","",""
4506,3970,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Collector Serpent Shield. Whenever you pick up an item, the serpent darts out to grab it.",[],"","Shield Skin","",[],[],0,"",0,"",2,[],[],[],0,[4],594,"","","",""
4507,3971,1,1,"grant_micro","","","Adds the Rogue Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],594,"","","",""
4508,3972,1,1,"grant_micro","","","Adds the Rogue Stalker Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],594,"","","",""
4509,3973,1,1,"grant_micro","","","Adds the Rogue Overseer Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],594,"","","",""
4510,3974,1,1,"grant_micro","","","Adds the Knight Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],594,"","","",""
4511,3975,1,1,"grant_micro","","","Adds the Knightmaster Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],594,"","","",""
4512,3976,1,1,"grant_micro","","","Adds the Knightlord Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],594,"","","",""
4513,3977,1,1,"grant_micro","","","Your Darkness Enthroned becomes a mass of twisting fingers that summons eyes to watch you. Summoned eyes match the Abyss Jewels socketed in it.",[],"","Darkness Enthroned Skin","",[],[],0,"",0,"",2,[],[],[],25,[24],567,"","","",""
4514,3978,1,1,"grant_micro","","","Your Farrul's Fur is draped with the bones of a panther, which assume new life when Aspect of the Cat is active and cause your power, frenzy and endurance charges to take on a bestial appearance.",[],"","Farrul's Fur Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],567,"","","",""
4515,3980,1,1,"grant_micro","","","Your Cospri's Malice transforms into a twin blade of pure ice that bristles with icicles whenever it triggers a spell, and glows with power if you trigger a spell while channelling.",[],"","Cospri's Malice Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",567,"","","",""
4516,3981,1,1,"grant_micro","","","Your Cold Iron Point becomes a rough-hewn dagger of quicksilver, splashing liquid metal onto enemies you hit.",[],"","Cold Iron Point Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",567,"","","",""
4517,3982,1,1,"grant_micro","","","Aukuna, the Black Sekhema takes command of your Brutal Restraint Jewel, reaving enemies when you deal a critical strike.",[],"","Brutal Restraint Skin","",[],[],0,"",0,"",2,[],[],[],27,[36],567,"","","",""
4518,3983,1,1,"grant_micro","","","Viper Napuatzi takes command of your Glorious Vanity Jewel, helping you draw in power when you recover from being on low life.",[],"","Glorious Vanity Skin","",[],[],0,"",0,"",2,[],[],[],27,[36],567,"","","",""
4519,3984,1,1,"grant_micro","","","Queen Hyrri Ngamaku takes command of your Lethal Pride Jewel, dazzling enemies when you stun them.",[],"","Lethal Pride Skin","",[],[],0,"",0,"",2,[],[],[],27,[36],567,"","","",""
4520,3985,1,1,"grant_micro","","","Cardinal Sanctus Vox takes command of your Militant Faith Jewel, providing cover when you block.",[],"","Militant Faith Skin","",[],[],0,"",0,"",2,[],[],[],27,[36],567,"","","",""
4521,3986,1,1,"grant_micro","","","General Marceus Lioneye takes command of your Elegant Hubris Jewel, firing barrages of arrows when you're on a killing spree.",[],"","Elegant Hubris Skin","",[],[],0,"",0,"",2,[],[],[],27,[36],567,"","","",""
4522,3987,1,1,"grant_micro","","","Your Legacy of Fury takes on the appearance of The Black Star's armour, and burns enemies with nebulous flames.",[],"","Legacy Of Fury Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],567,"","","",""
4523,3988,1,1,"grant_micro","","","Your Gravebind is imbued with necromantic energy, summoning disembodied hands to ensnare the souls of enemies you kill.",[],"","Gravebind Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],567,"","","",""
4524,3989,1,1,"grant_micro","","","Your Magna Eclipsis becomes a votive icon to the sun and moon, and its Elemental Aegis is shrouded by a solar eclipse.",[],"","Magna Eclipsis Skin","",[],[],0,"",0,"",2,[],[],[],0,[4],567,"","","",""
4525,3925,1,1,"grant_micro","","","[DNT]",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[37],387,"","","",""
4526,3926,1,1,"grant_micro","","","[DNT]",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[37],"","","","",""
4527,3927,1,1,"grant_micro","","","[DNT]",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[37],"","","","",""
4528,3928,1,1,"grant_micro","","","[DNT]",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[37],"","","","",""
4529,3929,1,1,"grant_micro","","","[DNT]",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[37],"","","","",""
4530,3930,1,1,"grant_micro","","","Your Molten Shell becomes a Magmatic Effect.",[],"","Molten Shell Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],387,"","","",""
4531,3931,1,1,"grant_micro","","","Your Earthshatter becomes a Molten Effect.",[],"","Earthshatter Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],574,"","","",""
4532,3990,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Primal Oshabi's Headdress. Summons a Primal Harvest Apparition when you use an intelligence skill.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],594,"","","",""
4533,3991,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Vivid Oshabi's Headdress. Summons a Vivid Harvest Apparition when you use a dexterity skill.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],594,"","","",""
4534,3992,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Wild Oshabi's Headdress. Summons a Wild Harvest Apparition when you use a strength skill.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],594,"","","",""
4535,3993,1,1,"grant_micro","","","Changes the appearance of your equipped Amulet to the Gold-Plated Summoner's Amulet, and turns your minions into living (or dead) constructs made of precious gold.",[],"","Amulet Skin","",[],[],0,"",0,"",2,[],[],[],24,[25],594,"","","",""
4536,3994,1,1,"grant_micro","","","Changes the appearance of your equipped Amulet to the Silver-Plated Summoner's Amulet, and turns your minions into living (or dead) constructs made of precious silver.",[],"","Amulet Skin","",[],[],0,"",0,"",2,[],[],[],24,[25],594,"","","",""
4537,3995,1,1,"grant_micro","","","Changes the appearance of your equipped Amulet to the Bronze-Plated Summoner's Amulet, and turns your minions into living (or dead) constructs made of precious bronze.",[],"","Amulet Skin","",[],[],0,"",0,"",2,[],[],[],24,[25],594,"","","",""
4538,3996,1,1,"grant_micro","","","Changes the appearance of your equipped Amulet to the Bismuth-Plated Summoner's Amulet, and turns your minions into living (or dead) constructs made of precious bismuth.",[],"","Amulet Skin","",[],[],0,"",0,"",2,[],[],[],24,[25],594,"","","",""
4539,3997,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Gold Treasure Hunter Helmet. Its appearance becomes more impressive based on your item rarity bonus.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],610,"","","",""
4540,3998,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Silver Treasure Hunter Helmet. Its appearance becomes more impressive based on your item rarity bonus.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],610,"","","",""
4541,3999,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Bronze Treasure Hunter Helmet. Its appearance becomes more impressive based on your item rarity bonus.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],610,"","","",""
4542,4000,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Bismuth Treasure Hunter Helmet. Its appearance becomes more impressive based on your item rarity bonus.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],610,"","","",""
4543,4001,1,1,"grant_micro","","","Change the appearance of your equipped ring to the Madcap Enchanter's Ring. Imbues your Arcane Surge buff with a madcap effect.",[],"","Ring Skin","",[],[],0,"",0,"",2,[],[],[],28,"[31,32]",594,"","","",""
4544,4002,1,1,"grant_micro","","","Change the appearance of your equipped ring to the Void Emperor Enchanter's Ring. Imbues your Onslaught buff with a void emperor effect.",[],"","Ring Skin","",[],[],0,"",0,"",2,[],[],[],28,"[31,32]",594,"","","",""
4545,4003,1,1,"grant_micro","","","Change the appearance of your equipped ring to the Sunprism Enchanter's Ring. Imbues your Phasing buff with a sunprism effect.",[],"","Ring Skin","",[],[],0,"",0,"",2,[],[],[],28,"[31,32]",594,"","","",""
4546,4004,1,1,"grant_micro","","","Change the appearance of your equipped ring to the Myrmidon Enchanter's Ring. Imbues your Fortification buff with a myrmidon effect.",[],"","Ring Skin","",[],[],0,"",0,"",2,[],[],[],28,"[31,32]",594,"","","",""
4547,4005,1,1,"grant_micro","","","Adds the Blood-crazed Pyromaniac Weapon Effect to any equipped weapon. A Blood-crazed Pyromaniac spirit possesses your weapon, offering commentary and advice based on your actions.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",594,"","","",""
4548,4006,1,1,"grant_micro","","","Adds the Aberrant-crazed Pyromaniac Weapon Effect to any equipped weapon. An Aberrant Pyromaniac spirit  possesses your weapon, offering commentary and advice based on your actions.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",594,"","","",""
4549,4007,1,1,"grant_micro","","","Adds the Pyromaniac Weapon Effect to any equipped weapon. A Pyromaniac spirit  possesses your weapon, offering commentary and advice based on your actions.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",594,"","","",""
4550,4008,1,1,"grant_micro","","","Adds the Zealous Pyromaniac Weapon Effect to any equipped weapon. A Zealous Pyromaniac spirit  possesses your weapon, offering commentary and advice based on your actions.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",594,"","","",""
4551,4009,1,1,"grant_micro","","","Your Boneshatter becomes a Celestial Effect.",[],"","Boneshatter Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],371,"","","",""
4552,4010,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Poisonous Torturer's Gloves. Poisons you inflict cover enemies in black tar.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],594,"","","",""
4553,4011,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Burning Torturer's Gloves. Ignites you inflict take on a demonic appearance.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],594,"","","",""
4554,4012,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Freezing Torturer's Gloves. Chills and Freezes you inflict encase enemies in crystals.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],594,"","","",""
4555,4013,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Shocking Torturer's Gloves. Shocks you inflict are applied by orbiting void spirits.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],594,"","","",""
4556,4014,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Bloodsoaked Torturer's Gloves. Bleeds you inflict run enemies through with bloodsoaked spikes.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],594,"","","",""
4557,4015,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Topaz Crystalarium Boots. Topaz crystals slowly encase you when you are stationary.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],459,"","","",""
4558,4016,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Quartz Crystalarium Boots. Quartz crystals slowly encase you when you are stationary.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],459,"","","",""
4559,4017,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Ruby Crystalarium Boots. Ruby crystals slowly encase you when you are stationary.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],459,"","","",""
4560,4018,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Amethyst Crystalarium Boots.  Amethyst crystals slowly encase you when you are stationary.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],459,"","","",""
4561,4019,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Sapphire Crystalarium Boots. Sapphire crystals slowly encase you when you are stationary.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],459,"","","",""
4562,4020,1,1,"grant_micro","","","Adds the Demonic Fireworks Back Attachment to any equipped body armour. Launches demonic fireworks into the air when you slay a unique enemy, and when you are killed.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],594,"","","",""
4563,4021,1,1,"grant_micro","","","Adds the Divine Fireworks Back Attachment to any equipped body armour. Launches divine fireworks into the air when you slay a unique enemy, and when you are killed.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],594,"","","",""
4564,4022,1,1,"grant_micro","","","Adds the Harlequin Fireworks Back Attachment to any equipped body armour. Launches harlequin fireworks into the air when you slay a unique enemy, and when you are killed.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],594,"","","",""
4565,4023,1,1,"grant_micro","","","Adds the Celestial Fireworks Back Attachment to any equipped body armour. Launches celestial fireworks into the air when you slay a unique enemy, and when you are killed.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],594,"","","",""
4566,4024,1,1,"grant_micro","","","Adds the Sunprism Fireworks Back Attachment to any equipped body armour. Launches sunprism fireworks into the air when you slay a unique enemy, and when you are killed.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],594,"","","",""
4567,4025,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Gold-plumed Glorious Helmet. This helmet glows more brightly as your kill streak lengthens, culminating in a ray of light from the heavens.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],594,"","","",""
4568,4026,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Violet-plumed Glorious Helmet. This helmet glows more brightly as your kill streak lengthens, culminating in a ray of light from the heavens.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],594,"","","",""
4569,4027,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Emerald-plumed Glorious Helmet. This helmet glows more brightly as your kill streak lengthens, culminating in a ray of light from the heavens.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],594,"","","",""
4570,4028,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Azure-plumed Glorious Helmet. This helmet glows more brightly as your kill streak lengthens, culminating in a ray of light from the heavens.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],594,"","","",""
4571,4029,1,1,"grant_micro","","","Changes the appearance of any equipped life flask to the Raincaller Life Flask, which visually improves the higher the level of flask you have equipped. Adds a raincaller effect to your character when recovering life from the equipped life flask.",[],"","Life Flask Skin","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",594,"","","",""
4572,4030,1,1,"grant_micro","","","Changes the appearance of any equipped life flask to the Bloodcaller Life Flask, which visually improves the higher the level of flask you have equipped. Adds a bloodcaller effect to your character when recovering life from the equipped life flask.",[],"","Life Flask Skin","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",594,"","","",""
4573,4031,1,1,"grant_micro","","","Changes the appearance of any equipped life flask to the Verdant Raincaller Life Flask, which visually improves the higher the level of flask you have equipped. Adds a verdant raincaller effect to your character when recovering life from the equipped life flask.",[],"","Life Flask Skin","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",594,"","","",""
4574,4032,1,1,"grant_micro","","","Adds the Gold-plated Dovecaller Wings to any equipped body armour, causing you to discover gold doves inside chest and barrels.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],594,"","","",""
4575,4033,1,1,"grant_micro","","","Adds the Silver-plated Dovecaller Wings to any equipped body armour, causing you to discover silver doves inside chest and barrels.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],594,"","","",""
4576,4034,1,1,"grant_micro","","","Adds the Bronze-plated Dovecaller Wings to any equipped body armour, causing you to discover bronze doves inside chest and barrels.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],594,"","","",""
4577,4035,1,1,"grant_micro","","","Adds the Bismuth-plated Dovecaller Wings to any equipped body armour, causing you to discover bismuth doves inside chest and barrels.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],594,"","","",""
4578,4036,1,1,"grant_micro","","","Changes the appearance of any equipped Sword to the Defiled Revelation Blade",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",594,"","","",""
4579,4037,1,1,"grant_micro","","","Changes the appearance of any equipped Sword to the Eternal Revelation Blade",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",594,"","","",""
4580,4038,1,1,"grant_micro","","","Changes the appearance of any equipped Sword to the Cleansed Revelation Blade",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",594,"","","",""
