"rownum","Id","DisplayedName","Description","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","[rid]","bool","bool","bool","TransfigureBase"
651,"malachai_shield","","",386,"",[4],"[1,4,8,14,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
652,"mortar_with_ground_effects","Mortar","Like monster mortar skill, but leaves a ground effect on impact.",387,"","[2,1]","[2,56,1,6,7,13,14,15,21,31,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
653,"miner_beacon","","",388,"",[4],"[1,6,7,8,13,15,14,31,21,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
654,"malachai_transform_piety","","",389,"",[2],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
655,"piety_transform_piety","","",390,"",[4],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
656,"piety_transform_piety_from_beast","","",391,"",[4],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
657,"piety_transform_end","","",392,"",[4],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
658,"piety_transform_end_beast","","",392,"",[4],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
659,"malachai_impale","","",393,"",[2],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
660,"piety_activate_eye_spawner","","",394,"",[4],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
661,"malachai_open_heart","","",395,"",[3],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
662,"heart_grant_shield","","",396,"",[4],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
663,"gain_charges","","",397,"",[4],"[1,4]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
664,"daresso_sword_trap","","",398,"","[1,2]",[1],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
665,"malachai_spawn_tri_bomb","","",399,"",[4],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
666,"repeatable_wave","","",400,"","[1,2]",[0],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
667,"phase_run","Phase Run","Gain a buff that makes you faster, harder to detect, and grants Phasing, letting you pass through enemies. Performing any skill replaces this buff with one that boosts melee physical damage of skills you use yourself (it will not apply to your melee skills used by totems). Consumes Frenzy Charges to increase duration.",401,"Art/2DArt/SkillIcons/iconphaserun.dds",[4],"[1,4,8,31,33,63,27,78,89]",[],"","",1,"","",22,1,[4491],[215],[],1,1,[],8,0,"","",[],"","",1,""
668,"fire_elemental_meteor","","",402,"",[4],"[0,7,8,34,6]",[],"","",1,"",1,22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
669,"blast_rain","Blast Rain","Fires arrows up in the air, to rain down in an area. Each arrow deals area damage around where it lands, and they will all overlap on the targeted location.",403,"Art/2DArt/SkillIcons/BlastRain.dds","[1,2,20]","[0,40,28,57,7,10,61,14,13,15,31,88]",[13],"","",1,"",1,22,1,"[4062,4370,4485,10895,17947,17949]","[24,433,174,10894,5999,17867]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
670,"blast_rain_alt_x","[DNT] BlastRainAltX","Fires arrows up in the air, to rain down in an area. Each arrow deals area damage around where it lands, and they will all overlap on the targeted location.",403,"Art/2DArt/SkillIcons/BlastRain.dds","[1,2,20]","[0,40,28,57,7,10,61,14,13,15,31,88]",[13],"","",1,"",1,22,1,"[4062,4370,4485,10895,17947,17949]","[24,433,174,10894,5999,17867]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,669
671,"blast_rain_alt_y","[DNT] BlastRainAltY","Fires arrows up in the air, to rain down in an area. Each arrow deals area damage around where it lands, and they will all overlap on the targeted location.",403,"Art/2DArt/SkillIcons/BlastRain.dds","[1,2,20]","[0,40,28,57,7,10,61,14,13,15,31,88]",[13],"","",1,"",1,22,1,"[4062,4370,4485,10895,17947,17949]","[24,433,174,10894,5999,17867]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,669
672,"blast_rain_triggerable","","",403,"","[1,2]","[0,7,10,14,13,15,28,40,31,88]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
673,"galvanic_arrow","Galvanic Arrow","Fire a trio of electrical arrows that quickly dissipate, vanishing shortly after being loosed. The arrows are fired with such force that they create a burst of lightning, damaging enemies in a cone in front of you.",404,"Art/2DArt/SkillIcons/ShrapnelShot.dds","[1,2]","[0,2,56,7,14,13,15,30,40,57,31]",[13],"","",1,"","",22,1,"[4061,4389,4369,10638,5419,17973]","[24,448,433,175,618,17885]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
674,"galvanic_arrow_alt_x","Galvanic Arrow of Energy","Create a burst of lightning from your Bow, firing no arrows but damaging enemies in a cone in front of you.",404,"Art/2DArt/SkillIcons/ShrapnelShot.dds","[1,2]","[0,7,14,13,15,30,40,57,31]",[13],"","",1,"","",22,1,"[4061,4389,4369,10638,5419,17973]","[24,448,433,175,618,17885]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,673
675,"galvanic_arrow_alt_y","Galvanic Arrow of Surging","Fire a trio of electrical arrows that quickly dissipate, vanishing shortly after being loosed. If the arrows' flight is stopped by colliding with a target, they create a burst of lightning, damaging enemies in a cone behind the target",404,"Art/2DArt/SkillIcons/ShrapnelShot.dds","[1,2]","[0,2,56,7,14,13,15,30,40,57,31]",[13],"","",1,"","",22,1,"[4061,4389,4369,10638,5419,17973]","[24,448,433,175,618,17885]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,673
676,"burnwillow_target_area","","",405,"","[1,2]","[7,8,1,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
677,"static_tether","Static Tether","",406,"Art/2DArt/SkillIcons/stormcall.dds","[1,2]","[1,2,6,10,7,8,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,14,28,2,13,12,27,15,26,17,16,11,10,29,18,19,35]","","",1,""
678,"piety_reverse_cleave","Piety Reverse Cleave","",407,"",[2],"[0,7,19,34]",[],"","",1,"PietyReverseCleave","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
679,"bladefall","Bladefall","Ethereal weapons rain from the sky, dealing damage to enemies in a sequence of volleys. Enemies can be hit multiple times where these overlap.",408,"Art/2DArt/SkillIcons/RainOfBlades.dds","[1,2,22]","[1,7,13,15,14,6,31,21,55,69,71,27,8]",[],"","",1,"Bladefall","",22,1,"[4390,4066,4374]","[553,24,433]",[],1,1,[18072],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
680,"bladefall_alt_x","Bladefall of Volleys","Ethereal weapons rain from the sky, dealing damage to enemies in a sequence of volleys, each wider and more damaging than the last. Enemies can be hit multiple times where these overlap.",408,"Art/2DArt/SkillIcons/RainOfBlades.dds","[1,2,22]","[1,7,13,15,14,6,31,21,55,69,71,27]",[],"","",1,"Bladefall","",22,1,"[4390,4066,4374]","[553,24,433]",[],1,1,[18072],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,679
681,"bladefall_alt_y","Bladefall of Impaling","Ethereal weapons rain from the sky, dealing damage to enemies in a sequence of volleys. Enemies can be hit multiple times where these overlap.",408,"Art/2DArt/SkillIcons/RainOfBlades.dds","[1,2,22]","[1,7,13,15,14,6,31,21,55,69,71,27]",[],"","",1,"Bladefall","",22,1,"[4390,4066,4374]","[553,24,433]",[],1,1,[18072],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,679
682,"labyrinth_boss_rain_of_blades","Rain Of Blades","",408,"Art/2DArt/SkillIcons/RainOfBlades.dds",[16],"[1,7,13,15,14,6,31,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
683,"blade_vortex_old","Blade Vortex","An ethereal blade spins around you for a duration, repeatedly damaging enemies that it passes through.",409,"Art/2DArt/SkillIcons/SpinningEtherealBlades.dds",[4],"[1,6,7,8,14,21,31,22,69,71,27]",[],"","",1,"BladeVortex","",22,1,"[4065,4347,4373,18281,18282]","[24,215,433,12944,13914]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
684,"vaal_blade_vortex","Vaal Blade Vortex","Creates an independently-moving vortex of ethereal blades which lasts for a duration. The vortex moves toward nearby enemies, repeatedly damaging enemies that it passes through.",410,"Art/2DArt/SkillIcons/SpinningEtherealBlades.dds","[1,2]","[1,6,7,8,14,22,37,71,27]",[],"","",1,"VaalBladeVortex","",22,1,"[4065,4347,4373,7938,18281,18282]","[24,215,433,7939,12944,13914]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
685,"frost_bomb","Frost Bomb","Creates a crystal that pulses with cold for a duration. Each pulse applies a debuff to nearby enemies for a secondary duration which reduces life regeneration rate, and also inflicts Cold Exposure. When the crystal's duration ends, it explodes, dealing heavy cold damage to enemies around it.",411,"Art/2DArt/SkillIcons/FrostBomb.dds","[1,20,22]","[1,7,8,29,6,21,14,13,15,31,55,71,89,99]",[],"","",1,"FrostBomb",1,22,1,"[4362,4070,4377,7951]","[3335,24,433,168]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
686,"frost_bomb_alt_x","Frost Bomb of Instability","Creates a crystal which lasts for a duration. When the crystal's duration ends, it explodes, dealing cold damage to enemies around it.",411,"Art/2DArt/SkillIcons/FrostBomb.dds","[1,20,22]","[1,7,8,29,6,21,14,13,15,31,55,71,69]",[],"","",1,"FrostBomb",1,22,1,"[4362,4070,4377,7951]","[3335,24,433,168]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,685
687,"frost_bomb_alt_y","Frost Bomb of Forthcoming","Creates a crystal which lasts for a duration. When the crystal's duration ends, it explodes, dealing heavy cold damage to enemies around it.",411,"Art/2DArt/SkillIcons/FrostBomb.dds","[1,20,22]","[1,7,8,29,6,21,14,13,15,31,55,71,89]",[],"","",1,"FrostBomb",1,22,1,"[4362,4070,4377,7951]","[3335,24,433,168]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,685
688,"word_of_flames","Word of Flames","Releases a nova of fire around you, damaging nearby enemies.",412,"Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,7,6,28,31,71,83,89,89]",[],"","",1,"EnchantmentOfFlamesOnHit",1,22,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
689,"edict_of_flames","Edict of Flames","Releases a nova of fire around you, damaging nearby enemies.",412,"Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,7,6,28,31,71,83,89,89]",[],"","",1,"EnchantmentOfFlamesOnHit",1,22,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
690,"decree_of_flames","Decree of Flames","Releases a nova of fire around you, damaging nearby enemies.",412,"Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,7,6,28,31,71,83,89,89]",[],"","",1,"EnchantmentOfFlamesOnHit",1,22,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
691,"commandment_of_flames","Commandment of Flames","Releases a nova of fire around you, damaging nearby enemies.",412,"Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,7,6,28,31,71,83,89,89]",[],"","",1,"EnchantmentOfFlamesOnHit",1,22,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
692,"manifest_dancing_dervishes","Manifest Dancing Dervishes","Manifests two Dancing Dervishes to fight by your side. While a Dancing Dervish is manifested, you have Onslaught and cannot use Weapons. Cannot be supported by supports that would create other minions.",413,"Art/2DArt/BuffIcons/RhysSword.dds",[4],"[1,5,17,31,49,60,76,89,36]",[],"","",1,"UniqueAnimateWeapon","",22,"",[],[],"[0,19,7,33]",1,"",[],8,"","","",[],"","",1,""
693,"orb_of_storms","Orb of Storms","Creates a stationary electrical orb that strikes enemies in its area of effect with beams of lightning that can then split to hit more enemies. Modifiers to cast speed will increase how frequently it does this. Casting this skill again will replace the previous orb.",414,"Art/2DArt/SkillIcons/StormCloud.dds",[1],"[1,6,30,7,18,31,13,15,14,71,89,99]",[],"","",1,"OrbOfStorms","",22,1,"[4071,4391,4378,7931]","[24,553,433,216]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
694,"orb_of_storms_alt_x","[DNT] OrbOfStormsAltX","Creates a stationary electrical orb that strikes enemies in its area of effect with beams of lightning that can then split to hit more enemies. Modifiers to cast speed will increase how frequently it does this. Casting this skill again will replace the previous orb.",414,"Art/2DArt/SkillIcons/StormCloud.dds",[1],"[1,6,30,7,18,31,13,15,14,71,89,99]",[],"","",1,"OrbOfStorms","",22,1,"[4071,4391,4378,7931]","[24,553,433,216]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,693
695,"orb_of_storms_alt_y","[DNT] OrbOfStormsAltY","Creates a stationary electrical orb that strikes enemies in its area of effect with beams of lightning that can then split to hit more enemies. Modifiers to cast speed will increase how frequently it does this. Casting this skill again will replace the previous orb.",414,"Art/2DArt/SkillIcons/StormCloud.dds",[1],"[1,6,30,7,18,31,13,15,14,71,89,99]",[],"","",1,"OrbOfStorms","",22,1,"[4071,4391,4378,7931]","[24,553,433,216]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,693
696,"lb_retractable_trap","","",415,"",[1],[0],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
697,"word_of_the_grave_on_kill","Word of the Grave","Summons three icy skull minions that explode at the end of their duration.",416,"Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,5,17,29,31,36,8,76,89,49]",[],"","",1,"EnchantmentOfTheGraveOnKill","",22,"",[],[],"[0,19,20,23]",1,"",[],8,"","","",[],"","",1,""
698,"edict_of_the_grave_on_kill","Edict of the Grave","Summons three icy skull minions that explode at the end of their duration.",416,"Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,5,17,29,31,36,8,76,89,49]",[],"","",1,"EnchantmentOfTheGraveOnKill","",22,"",[],[],"[0,19,20,23]",1,"",[],8,"","","",[],"","",1,""
699,"decree_of_the_grave_on_kill","Decree of the Grave","Summons three icy skull minions that explode at the end of their duration.",416,"Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,5,17,29,31,36,8,76,89,49]",[],"","",1,"EnchantmentOfTheGraveOnKill","",22,"",[],[],"[0,19,20,23]",1,"",[],8,"","","",[],"","",1,""
700,"commandment_of_the_grave_on_kill","Commandment of the Grave","Summons three icy skull minions that explode at the end of their duration.",416,"Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,5,17,29,31,36,8,76,89,49]",[],"","",1,"EnchantmentOfTheGraveOnKill","",22,"",[],[],"[0,19,20,23]",1,"",[],8,"","","",[],"","",1,""
701,"word_of_reflection_when_hit","Word of Reflection","Creates a clone of you that attacks with your weapon.",417,"Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,5,17,36,8,31,76,89,49]",[],"","",1,"EnchantmentOfReflectionWhenHit","",22,"",[],[],"[0,19,20,2,56,23]",1,"",[],8,"","","",[],"","",1,""
702,"edict_of_reflection_when_hit","Edict of Reflection","Creates a clone of you that attacks with your weapon.",417,"Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,5,17,36,8,31,76,89,49]",[],"","",1,"EnchantmentOfReflectionWhenHit","",22,"",[],[],"[0,19,20,2,56,23]",1,"",[],8,"","","",[],"","",1,""
703,"decree_of_reflection_when_hit","Decree of Reflection","Creates a clone of you that attacks with your weapon.",417,"Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,5,17,36,8,31,76,89,49]",[],"","",1,"EnchantmentOfReflectionWhenHit","",22,"",[],[],"[0,19,20,2,56,23]",1,"",[],8,"","","",[],"","",1,""
704,"commandment_of_reflection_when_hit","Commandment of Reflection","Creates a clone of you that attacks with your weapon.",417,"Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,5,17,36,8,31,76,89,49]",[],"","",1,"EnchantmentOfReflectionWhenHit","",22,"",[],[],"[0,19,20,2,56,23]",1,"",[],8,"","","",[],"","",1,""
705,"word_of_light_when_critically_hit","Word of Light","Deals a portion of your main hand damage in an area around you and creates Consecrated Ground, causing you and your allies to regenerate life.",418,"Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,7,8,36,31,89,49]",[],"","",1,"EnchantmentOfLightWhenCrit","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
706,"edict_of_light_when_critically_hit","Edict of Light","Deals a portion of your main hand damage in an area around you and creates Consecrated Ground, causing you and your allies to regenerate life.",418,"Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,7,8,36,31,89,49]",[],"","",1,"EnchantmentOfLightWhenCrit","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
707,"decree_of_light_when_critically_hit","Decree of Light","Deals a portion of your main hand damage in an area around you and creates Consecrated Ground, causing you and your allies to regenerate life.",418,"Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,7,8,36,31,89,49]",[],"","",1,"EnchantmentOfLightWhenCrit","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
708,"commandment_of_light_when_critically_hit","Commandment of Light","Deals a portion of your main hand damage in an area around you and creates Consecrated Ground, causing you and your allies to regenerate life.",418,"Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,7,8,36,31,89,49]",[],"","",1,"EnchantmentOfLightWhenCrit","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
709,"word_of_thunder_on_kill","Word of Thunder","Damaging cones of lightning surround you.",419,"Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,7,26,30,36,31,71,83,89,49]",[],"","",1,"EnchantmentOfThunderOnKill","",22,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
710,"edict_of_thunder_on_kill","Edict of Thunder","Damaging cones of lightning surround you.",419,"Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,7,26,30,36,31,71,83,89,49]",[],"","",1,"EnchantmentOfThunderOnKill","",22,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
711,"decree_of_thunder_on_kill","Decree of Thunder","Damaging cones of lightning surround you.",419,"Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,7,26,30,36,31,71,83,89,49]",[],"","",1,"EnchantmentOfThunderOnKill","",22,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
712,"commandment_of_thunder_on_kill","Commandment of Thunder","Damaging cones of lightning surround you.",419,"Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,7,26,30,36,31,71,83,89,49]",[],"","",1,"EnchantmentOfThunderOnKill","",22,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
713,"triggered_lightning_cones","","",419,"Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,7,26,30,36,31,71,83,89,49]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
714,"summon_stone_golem","Summon Stone Golem","Summons a Stone Golem that grants you life regeneration. In addition to its melee attack, the Stone Golem uses a rolling charge and a powerful slam that can taunt enemies.",420,"Art/2DArt/SkillIcons/RockGolemSummon.dds",[1],"[31,15,5,17,21,1,14,13,50,27,76,76,89]",[],"","",1,"SummonRockGolem","",22,1,[5119],[3335],"[0,19,20,33,7,23]",1,1,[],8,"","","",[],"","",1,""
715,"summon_stone_golem_alt_x","Summon Stone Golem of Hordes","Summons a Stone Golem. In addition to its melee attack, the Stone Golem uses a rolling charge and a powerful slam that can taunt enemies.",420,"Art/2DArt/SkillIcons/RockGolemSummon.dds",[1],"[31,15,5,17,21,1,14,13,50,27,76,76,89]",[],"","",1,"SummonRockGolem","",22,1,[5119],[3335],"[0,19,20,33,7,23]",1,1,[],8,"","","",[],"","",1,714
716,"summon_stone_golem_alt_y","Summon Stone Golem of Safeguarding","Summons a Stone Golem that takes a portion of the melee damage you recieve from enemy hits from its life before yours. In addition to its melee attack, the Stone Golem uses a rolling charge and a powerful slam that can taunt enemies.",420,"Art/2DArt/SkillIcons/RockGolemSummon.dds",[1],"[31,15,5,17,21,1,14,13,50,27,76,76,89]",[],"","",1,"SummonRockGolem","",22,1,[5119],[3335],"[0,19,20,33,7,23]",1,1,[],8,"","","",[],"","",1,714
717,"word_of_force_on_hit","Word of Force","Release an arc of force from your weapon or fists, damaging enemies in front of you.",421,"Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,7,6,36,31,89,49]",[],"","",1,"EnchantmentOfForceOnHit","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
718,"edict_of_force_on_hit","Edict of Force","Release an arc of force from your weapon or fists, damaging enemies in front of you.",421,"Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,7,6,36,31,89,49]",[],"","",1,"EnchantmentOfForceOnHit","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
719,"decree_of_force_on_hit","Decree of Force","Release an arc of force from your weapon or fists, damaging enemies in front of you.",421,"Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,7,6,36,31,89,49]",[],"","",1,"EnchantmentOfForceOnHit","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
720,"commandment_of_force_on_hit","Commandment of Force","Release an arc of force from your weapon or fists, damaging enemies in front of you.",421,"Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,7,6,36,31,89,49]",[],"","",1,"EnchantmentOfForceOnHit","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
721,"whirling_leap","Whirling Leap","",422,"",[16],"[0,7,19,33]",[],"","",1,"WhirlingLeap","",22,1,[],[],[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
722,"word_of_war_on_kill","Word of War","This attack is performed repeatedly by a ghostly imitation of your weapon.",423,"Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,20,23,19,8,36,31,89]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"EnchantmentOfWarOnKill","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
723,"edict_of_war_on_kill","Edict of War","This attack is performed repeatedly by a ghostly imitation of your weapon.",423,"Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,20,23,19,8,36,31,89]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"EnchantmentOfWarOnKill","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
724,"decree_of_war_on_kill","Decree of War","This attack is performed repeatedly by a ghostly imitation of your weapon.",423,"Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,20,23,19,8,36,31,89]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"EnchantmentOfWarOnKill","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
725,"commandment_of_war_on_kill","Commandment of War","This attack is performed repeatedly by a ghostly imitation of your weapon.",423,"Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,20,23,19,8,36,31,89]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"EnchantmentOfWarOnKill","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
726,"righteous_lightning","Righteous Lightning","Engulfs you in magical lightning that rapidly damages nearby enemies and drains your mana. Your critical strike chance is substantially increased while under this effect. The effect ends when you have no mana remaining.",424,"Art/2DArt/SkillIcons/righteousfire.dds",[4],"[1,4,7,14,31,34,30,71]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/righteous_fire.jpg",1,"RighteousLightning","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
727,"lb_arrow_trap","","",425,"","[1,2]","[0,2,56,14,13,15,40]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
728,"earthquake","Earthquake","Smashes the ground, dealing damage in an area and cracking the earth. The crack will erupt in a powerful aftershock after a duration. Cracks created before the first one has erupted will not generate their own aftershocks. Requires an Axe, Mace, Sceptre, Staff or Unarmed.",426,"Art/2DArt/SkillIcons/QuakeSlam.dds","[1,2]","[0,7,19,23,8,91,31,14]","[11,12,32,14,16,17,36,57]","","",1,"Earthquake","",22,1,"[4068,4348,4376,12184,17942]","[24,215,433,12183,17865]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
729,"earthquake_alt_x","Earthquake of Amplification","Smashes the ground, dealing damage in an area and cracking the earth. The crack will erupt in a powerful aftershock after a duration. Cracks created before the first one has erupted will not generate their own aftershocks. Requires an Axe, Mace, Sceptre, Staff or Unarmed.",426,"Art/2DArt/SkillIcons/QuakeSlam.dds","[1,2]","[0,7,19,23,8,91,31,14]","[11,12,32,14,16,17,36,57]","","",1,"Earthquake","",22,1,"[4068,4348,4376,12184,17942]","[24,215,433,12183,17865]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,728
