"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","LifeLeech","CastTime","ActiveSkill","IgnoreMinionTypes","CooldownNotRecoverDuringActive","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool","RegularVariant","bool","i32","i32","i32","bool","StatSet","AdditionalStatSets","Audio","CostTypes","bool","[i32]","i32","SupportWeaponRestrictions"
3198,"EASHarvestHulkEnrage","",[],"",[],[],"",0,"",2,2200,296,"","",[],24,"","","","",0,0,0,"",3280,[],"",[],1,[],-1,[]
3199,"EASHarvestEmerge","",[],"",[],[],"",0,"",2,1000,320,"","",[],32,"","","","",0,0,0,"",3281,[],"",[],1,[],-1,[]
3200,"EASHarvestHoundFlamethrower","",[],"",[],[],"",0,"",2,2700,296,"","",[],25,"","","","",0,0,0,"",3282,[],"",[],1,[],-1,[]
3201,"EAAHarvestRhexDashSlash","",[],"",[],[],"",0,"",2,3000,333,"","",[],61,"","","","",0,0,0,"",3283,[],"",[],1,[],-1,[]
3202,"EASHarvestRhexScreech","",[],"",[],[],"",0,"",2,1500,296,"","",[],31,"","","","",0,0,0,"",3284,[],"",[],1,[],-1,[]
3203,"EASHarvestSquidNoodleBeams","",[],"",[],[],"",0,"",2,3230,296,"","",[],23,"","","","",0,0,0,"",3285,[],"",[],1,[],-1,[]
3204,"EASHarvestBeastMegaSlam","",[],"",[],[],"",0,"",2,2670,296,"","",[],13,"","","","",0,0,0,"",3286,[],"",[],1,[],-1,[]
3205,"EASHeistMilitaryCasterBallLightning","",[],"",[],[],"",0,"",2,2500,296,"","",[],35,"","","","",0,0,0,"",3287,[],"",[],1,[],-1,[]
3206,"EASHeistMilitaryMinibossFireCloneWall","",[],"",[],[],"",0,"",2,6000,296,"","",[],33,"","","","",0,0,0,"",3288,[],"",[],1,[],-1,[]
3207,"EASHeistMilitaryMinibossProjCleave","",[],"",[],[],"",0,"",2,2500,296,"","",[],9,"","","","",0,0,0,"",3289,[],"",[],1,[],-1,[]
3208,"EASHeistThugTorchBreath","",[],"",[],[],"",0,"",2,3000,296,"","",[],29,"","","","",0,0,0,"",3290,[],"",[],1,[],-1,[]
3209,"EAAHeistRoboDogSlam","",[],"",[],[],"",0,"",2,1500,333,"","",[],13,"","","","",0,0,0,"",3291,[],"",[],1,[],-1,[]
3210,"EAAHeistThugMelee3Lacerate","",[],"",[],[],"",0,"",2,2000,333,"","",[],20,"","","","",0,0,0,"",3292,[],"",[],1,[],-1,[]
3211,"EAAHeistThugRangedExplosiveArrowBarrage","",[],"",[],[],"",0,"",2,3000,333,"","",[],89,"","","","",0,0,0,"",3293,[],"",[],1,[],-1,[]
3212,"EAAHeistThugRangedExplosiveArrowBarrageChokepoint","",[],"",[],[],"",0,"",2,3000,334,"","",[],89,"","","","",0,0,0,"",3294,[],"",[],1,[],-1,[]
3213,"EASHeistThugTrapperDetonateBomb","",[],"",[],[],"",0,"",2,1000,296,"","",[],42,"","","","",0,0,0,"",3295,[],"",[],1,[],-1,[]
3214,"EASHeistScienceUnarmedGasTime","",[],"",[],[],"",0,"",2,1330,296,"","",[],24,"","","","",0,0,0,"",3296,[],"",[],1,[],-1,[]
3215,"EAAHeistRobotStormcallerSlam","",[],"",[],[],"",0,"",2,1900,333,"","",[],13,"","","","",0,0,0,"",3297,[],"",[],1,[],-1,[]
3216,"EASHeistScienceRedCanisterCarpetBomb","",[],"",[],[],"",0,"",2,3200,317,"","",[],33,"","","","",0,0,0,"",3298,[],"",[],1,[],-1,[]
3217,"EASHeistRobotDroneDashBack","",[],"",[],[],"",0,"",2,500,296,"","",[],101,"","","","",0,0,0,"",3299,[],"",[],1,[],-1,[]
3218,"EASHeistRobotDroneDashLeft","",[],"",[],[],"",0,"",2,500,296,"","",[],98,"","","","",0,0,0,"",3300,[],"",[],1,[],-1,[]
3219,"EASHeistRobotDroneDashRight","",[],"",[],[],"",0,"",2,500,296,"","",[],99,"","","","",0,0,0,"",3301,[],"",[],1,[],-1,[]
3220,"EASHeistRobotPyreBeamSweep","",[],"",[],[],"",0,"",2,2500,296,"","",[],29,"","","","",0,0,0,"",3302,[],"",[],1,[],-1,[]
3221,"EASHeistRobotAutomatonTripleShot","",[],"",[],[],"",0,"",2,2500,296,"","",[],26,"","","","",0,0,0,"",3303,[],"",[],1,[],-1,[]
3222,"EASHeistRobotSkitterbotEmerge","",[],"",[],[],"",0,"",2,533,319,"","",[],59,"","","","",0,0,0,"",3304,[],"",[],1,[],-1,[]
3223,"EASHeistUndeadAtFormationMarker","",[],"",[],[],"",0,"",2,300,296,"","",[],5,"","","","",0,0,0,"",3305,[],"",[],1,[],-1,[]
3224,"EASSwampBehemothBarragePoEM","",[],"",[],[],"",0,"",2,3000,296,"","",[],25,"","","","",0,0,0,"",3306,[],"",[],1,[],-1,[]
3225,"EASFungusBehemothBarrage","",[],"",[],[],"",0,"",2,3000,296,"","",[],25,"","","","",0,0,0,"",3306,[],"",[],1,[],-1,[]
3226,"EASSwampBehemothBackup","",[],"",[],[],"",0,"",2,6333,317,"","",[],26,"","","","",0,0,0,"",3307,[],"",[],1,[],-1,[]
3227,"EASFungusBehemothBackup","",[],"",[],[],"",0,"",2,6333,317,"","",[],26,"","","","",0,0,0,"",3308,[],"",[],1,[],-1,[]
3228,"EASSwampBehemothTreeThrow","",[],"",[],[],"",0,"",2,5000,318,"","",[],27,"","","","",0,0,0,"",3309,[],"",[],1,[],-1,[]
3229,"EASTrialMasterBossElementalMortar","",[],"",[],[],"",0,"",2,1800,296,"","",[],1,"","","","",0,0,0,"",3310,[],"",[],1,[],-1,[]
3230,"EAATrialMasterSummonSpear","",[],"",[],[],"",0,"",2,1000,333,"","",[],34,"","","","",0,0,0,"",3311,[],"",[],1,[],-1,[]
3231,"EAAExpeditionVoranaCyclone","",[],"",[],[],"",0,"",2,2330,333,"","",[],85,"","","","",0,0,0,"",3312,[],"",[],1,[],-1,[]
3232,"EAAEssenceHorrorReaperCyclone","",[],"",[],[],"",0,"",2,2330,333,"","",[],85,"","","","",0,0,0,"",3313,[],"",[],1,[],-1,[]
3233,"EAAExpeditionVoranaDualStrike","",[],"",[],[],"",0,"",2,2000,333,"","",[],52,"","","","",0,0,0,"",3314,[],"",[],1,[],-1,[]
3234,"EAAEssenceHorrorReaperaDualStrike","",[],"",[],[],"",0,"",2,2000,333,"","",[],52,"","","","",0,0,0,"",3315,[],"",[],1,[],-1,[]
3235,"EAAExpeditionMedvedComboAttack","",[],"",[],[],"",0,"",2,1000,333,"","",[],69,"","","","",0,0,0,"",3316,[],"",[],1,[],-1,[]
3236,"EAAExpeditionMedvedSpiderGeyser","",[],"",[],[],"",0,"",2,1000,333,"","",[],13,"","","","",0,0,0,"",3317,[],"",[],1,[],-1,[]
3237,"EAAVoranaComboAttack","",[],"",[],[],"",0,"",2,1670,333,"","",[],69,"","","","",0,0,0,"",3318,[],"",[],1,[],-1,[]
3238,"EASVoranaTeleport","",[],"",[],[],"",0,"",2,1000,296,"","",[],24,"","","","",0,0,0,"",3319,[],"",[],1,[],-1,[]
3239,"EASEssenceHorrorReaperTeleport","",[],"",[],[],"",0,"",2,1000,296,"","",[],24,"","","","",0,0,0,"",3320,[],"",[],1,[],-1,[]
3240,"EASVoranaTeleportFast","",[],"",[],[],"",0,"",2,1000,317,"","",[],24,"","","","",0,0,0,"",3321,[],"",[],1,[],-1,[]
3241,"EASVoranaStormSubmerge","",[],"",[],[],"",0,"",2,1500,296,"","",[],23,"","","","",0,0,0,"",3322,[],"",[],1,[],-1,[]
3242,"EASVoranaStormEmerge","",[],"",[],[],"",0,"",2,1500,317,"","",[],24,"","","","",0,0,0,"",3323,[],"",[],1,[],-1,[]
3243,"PaleHulkTentacleGrab","",[],"",[],[],"",0,"",2,4733,513,"","",[],21,"","","","",0,1,0,"",3324,[],"",[],1,[],-1,[]
3244,"EASArchnemesisCreateClones","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",0,0,0,"",3325,[],"",[],1,[],-1,[]
3245,"EASArchnemesisObeliskCast","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"","","","",0,0,0,"",3326,[],"",[],1,[],-1,[]
3246,"EASArchnemesisHexPoleSpawnCurseZones","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"","","","",0,0,0,"",3327,[],"",[],1,[],-1,[]
3247,"EASArchnemesisHexPoleSpawnTeleport","",[],"",[],[],"",0,"",2,580,317,"","",[],24,"","","","",0,0,0,"",3328,[],"",[],1,[],-1,[]
3248,"EASArchnemesisVoodooPoleCreateDoll","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"","","","",0,0,0,"",3329,[],"",[],1,[],-1,[]
3249,"EASArchnemesisChargeGeneration","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",0,0,0,"",3330,[],"",[],1,[],-1,[]
3250,"EASArchnemesisChargeGenerationMagic","",[],"",[],[],"",0,"",2,1000,317,"","",[],"","","","","",0,0,0,"",3331,[],"",[],1,[],-1,[]
3251,"EASArchnemesisRejuvenatingChargeUp","",[],"",[],[],"",0,"",2,1000,296,"",1,[],23,"","","","",0,0,0,"",3332,[],"",[],1,[],-1,[]
3252,"EASArchnemesisVoodooPoleTeleport","",[],"",[],[],"",0,"",2,580,317,"","",[],24,"","","","",0,0,0,"",3333,[],"",[],1,[],-1,[]
3253,"EASArchnemesisHexPoleSpawnerCurseZone","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",0,0,0,"",3334,[],"",[],1,[],-1,[]
3254,"EAASanctumRinSnipe","",[],"",[],[],"",0,"",2,2500,334,"","",[],53,"","","","",0,0,0,"",3335,[],"",[],1,[],-1,[]
3255,"EAASanctumDanaiSweep","",[],"",[],[],"",0,"",2,2000,334,"","",[],33,"","","","",0,0,0,"",3336,[],"",[],1,[],-1,[]
3256,"EAASanctumSpinningSlam","",[],"",[],[],"",0,"",2,1000,333,"","",[],45,"","","","",0,0,0,"",3337,[],"",[],1,[],-1,[]
3257,"EASSanctumGargoyleFlameBreath","",[],"",[],[],"",0,"",2,4570,296,"","",[],25,188,"","","",0,0,0,"",3338,[],"",[],1,[],-1,[]
3258,"EASManorGargoyleFlameBreath","",[],"",[],[],"",0,"",2,4570,296,"","",[],25,188,"","","",0,0,0,"",3339,[],"",[],1,[],-1,[]
3259,"EASAncestralBoarCorpseFeed","",[],"",[],[],"",0,"",2,1000,296,"","",[],24,"","","","",0,0,0,"",3340,[],"",[],1,[],-1,[]
3260,"EASAncestralBattlehornAllyRevive","",[],"",[],[],"",0,"",2,1000,296,"","",[],24,"","","","",0,0,0,"",3341,[],"",[],1,[],-1,[]
3261,"EAAAncestralHulkSlam","",[],"",[],[],"",0,"",2,1000,333,"","",[],23,"","","","",0,0,0,"",3342,[],"",[],1,[],-1,[]
3262,"EASJungleMonkeyTaunt","",[],"",[],[],"",0,"",2,1000,296,"","",[],69,"","","","",0,0,0,"",3343,[],"",[],1,[],-1,[]
3263,"EASCannibalThrowSpear","",[],"",[],[],"",0,"",2,1000,296,"","",[],21,"","","","",0,0,0,"",3344,[],"",[],1,[],-1,[]
3264,"EASSwarmHostDroneSpawn","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"","","","",0,0,0,"",3345,[],"",[],1,[],-1,[]
3265,"EAAQuadrillaThrow","",[],"",[],[],"",0,"",2,1000,297,"","",[],46,"","","","",0,0,0,"",3346,[],"",[],1,[],-1,[]
3266,"EASSavageWeaponFire","",[],"",[],[],"",0,"",2,1000,297,"","",[],42,"","","","",0,0,0,"",3347,[],"",[],1,[],-1,[]
3267,"EAABlackJawTripleSlam","",[],"",[],[],"",0,"",2,1000,333,"","",[],34,"","","","",0,0,0,"",3348,[],"",[],1,[],-1,[]
3268,"EAABlackJaw2TripleSlam","",[],"",[],[],"",0,"",2,1000,333,"","",[],34,"","","","",0,0,0,"",3349,[],"",[],1,[],-1,[]
3269,"EASBlackJawFireBreathLacerate","",[],"",[],[],"",0,"",2,1000,333,"","",[],25,"","","","",0,0,0,"",3350,[],"",[],1,[],-1,[]
3270,"EASBlackJaw2FireBreathLacerate","",[],"",[],[],"",0,"",2,1000,333,"","",[],25,"","","","",0,0,0,"",3351,[],"",[],1,[],-1,[]
3271,"EASBlackJawFireBreathSpin","",[],"",[],[],"",0,"",2,1000,333,"","",[],38,"","","","",0,0,0,"",3352,[],"",[],1,[],-1,[]
3272,"EASBlackJaw2FireBreathSpin","",[],"",[],[],"",0,"",2,1000,333,"","",[],38,"","","","",0,0,0,"",3353,[],"",[],1,[],-1,[]
3273,"EASBlackJawFireBreathR","",[],"",[],[],"",0,"",2,1000,296,"","",[],35,"","","","",0,0,0,"",3354,[],"",[],1,[],-1,[]
3274,"EASBlackJaw2FireBreathR","",[],"",[],[],"",0,"",2,1000,296,"","",[],35,"","","","",0,0,0,"",3355,[],"",[],1,[],-1,[]
3275,"EASBlackJawFireBreathL","",[],"",[],[],"",0,"",2,1000,296,"","",[],36,"","","","",0,0,0,"",3356,[],"",[],1,[],-1,[]
3276,"EASBlackJaw2FireBreathL","",[],"",[],[],"",0,"",2,1000,296,"","",[],36,"","","","",0,0,0,"",3357,[],"",[],1,[],-1,[]
3277,"EAAQuadrillaBossCleaveLeft","",[],"",[],[],"",0,"",2,4170,42,"","",[],61,"","","","",0,0,0,"",3358,[],"",[],1,[],-1,[]
3278,"EAAQuadrillaBossCleaveRight","",[],"",[],[],"",0,"",2,4170,42,"","",[],62,"","","","",0,0,0,"",3359,[],"",[],1,[],-1,[]
3279,"EAAQuadrillaBossSpin","",[],"",[],[],"",0,"",2,5100,42,"","",[],118,"","","","",0,0,0,"",3360,[],"",[],1,[],-1,[]
3280,"EAAQuadrillaBossSlam","",[],"",[],[],"",0,"",2,4170,333,"","",[],13,"","","","",0,0,0,"",3361,[],"",[],1,[],-1,[]
3281,"EASTigerChimeralDodgeLeft","",[],"",[],[],"",0,"",2,400,296,"","",[],98,"","","","",0,0,0,"",3362,[],"",[],1,[],-1,[]
3282,"EASTigerChimeralDodgeRight","",[],"",[],[],"",0,"",2,400,296,"","",[],99,"","","","",0,0,0,"",3363,[],"",[],1,[],-1,[]
3283,"EASProwlingShadeNova","",[],"",[],[],"",0,"",2,3200,296,"","",[],33,"","","","",0,0,0,"",3364,[],"",[],1,[],-1,[]
3284,"EASUndeadVaalGuardRoar","",[],"",[],[],"",0,"",2,1970,296,"","",[],140,"","","","",0,0,0,"",3365,[],"",[],1,[],-1,[]
3285,"EASPatrolEndTurn","",[],"",[],[],"",0,"",2,1200,296,"","",[],104,"","","","",0,0,0,"",3366,[],"",[],1,[],-1,[]
3286,"EASSkitterbotTurnAround","",[],"",[],[],"",0,"",2,1000,296,"","",[],104,"","","","",0,0,0,"",3367,[],"",[],1,[],-1,[]
3287,"EASSnakeLadyChargedBreath","",[],"",[],[],"",0,"",2,1000,296,"","",[],21,"","","","",0,0,0,"",3368,[],"",[],1,[],-1,[]
3288,"EASSnakeLadyChargedBite","",[],"",[],[],"",0,"",2,1000,296,"","",[],61,"","","","",0,0,0,"",3369,[],"",[],1,[],-1,[]
3289,"EASSnakeLadyLifeEqualiser","",[],"",[],[],"",0,"",2,1000,296,"","",[],22,"","","","",0,0,0,"",3370,[],"",[],1,[],-1,[]
3290,"EASSnakeSuitUp","",[],"",[],[],"",0,"",2,1000,296,"","",[],95,"","","","",0,0,0,"",3371,[],"",[],1,[],-1,[]
3291,"EASSnakeRetreat","",[],"",[],[],"",0,"",2,1000,296,"","",[],101,"","","","",0,0,0,"",3372,[],"",[],1,[],-1,[]
3292,"EASSpiderMonkeyEmerge1","",[],"",[],[],"",0,"",2,930,296,"","",[],22,"","","","",0,0,0,"",3373,[],"",[],1,[],-1,[]
3293,"EASSpiderMonkeyEmerge2","",[],"",[],[],"",0,"",2,930,296,"","",[],29,"","","","",0,0,0,"",3374,[],"",[],1,[],-1,[]
3294,"EASSpiderMonkeyEmerge3","",[],"",[],[],"",0,"",2,930,296,"","",[],30,"","","","",0,0,0,"",3375,[],"",[],1,[],-1,[]
3295,"EASSpiderMonkeyEmerge4","",[],"",[],[],"",0,"",2,930,296,"","",[],31,"","","","",0,0,0,"",3376,[],"",[],1,[],-1,[]
3296,"EASSpiderMonkeyEmerge5","",[],"",[],[],"",0,"",2,930,296,"","",[],32,"","","","",0,0,0,"",3377,[],"",[],1,[],-1,[]
3297,"EASIgnagdukFirewall","",[],"",[],[],"",0,"",2,2333,296,"","",[],34,"","","","",0,0,0,"",3378,[],"",[],1,[],-1,[]
3298,"EAAVaalGuardClawRollLeft","",[],"",[],[],"",0,"",2,670,333,"","",[],98,"","","","",0,0,0,"",3379,[],"",[],1,[],-1,[]
3299,"EAAVaalGuardClawRollRight","",[],"",[],[],"",0,"",2,670,333,"","",[],99,"","","","",0,0,0,"",3380,[],"",[],1,[],-1,[]
3300,"EAAVaalGoliathLivingDestabiliser","",[],"",[],[],"",0,"",2,5000,333,"","",[],23,"","","","",0,0,0,"",3381,[],"",[],1,[],-1,[]
3301,"EAAViperSkill1","",[],"",[],[],"",0,"",2,1000,333,"","",[],34,"","","","",0,0,0,"",3382,[],"",[],1,[],-1,[]
3302,"EAAViperSkill2","",[],"",[],[],"",0,"",2,1000,333,"","",[],33,"","","","",0,0,0,"",3383,[],"",[],1,[],-1,[]
3303,"EASViperSkill5","",[],"",[],[],"",0,"",2,1000,296,"","",[],34,"","","","",0,0,0,"",3384,[],"",[],1,[],-1,[]
3304,"EASViperLegionnaireTeleport","",[],"",[],[],"",0,"",2,500,296,"","",[],111,"","","","",0,0,0,"",3385,[],"",[],1,[],-1,[]
3305,"EASViperLegionnaireShieldTurnLeft","",[],"",[],[],"",0,"",2,1000,296,"","",[],98,"","","","",0,0,0,"",3386,[],"",[],1,[],-1,[]
3306,"EASViperLegionnaireShieldTurnRight","",[],"",[],[],"",0,"",2,1000,296,"","",[],99,"","","","",0,0,0,"",3387,[],"",[],1,[],-1,[]
3307,"EASSavageBeastMasterMark","",[],"",[],[],"",0,"",2,1230,296,"","",[],42,"","","","",0,0,0,"",3388,[],"",[],1,[],-1,[]
3308,"EASFishJump","",[],"",[],[],"",0,"",2,1000,296,"","",[],104,"","","","",0,0,0,"",3389,[],"",[],1,[],-1,[]
3309,"EASBloodBatherFlameEnrage","",[],"",[],[],"",0,"",2,1000,296,"","",[],42,"","","","",0,0,0,"",3390,[],"",[],1,[],-1,[]
3310,"EASVaalShapeshifterShapeshift","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"","","","",0,0,0,"",3391,[],"",[],1,[],-1,[]
3311,"EASArchitectofTime","",[],"",[],[],"",0,"",2,1000,296,"","",[],28,"","","","",0,0,0,"",3392,[],"",[],1,[],-1,[]
3312,"EASArchitectofTime2","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"","","","",0,0,0,"",3392,[],"",[],1,[],-1,[]
3313,"EASArchitectofTime3","",[],"",[],[],"",0,"",2,1000,296,"","",[],36,"","","","",0,0,0,"",3392,[],"",[],1,[],-1,[]
3314,"EASArchitectofTime4","",[],"",[],[],"",0,"",2,1000,296,"","",[],45,"","","","",0,0,0,"",3392,[],"",[],1,[],-1,[]
3315,"EASVaalBloodPriestBodySwap","",[],"",[],[],"",0,"",2,1000,296,"","",[],45,"","","","",0,0,0,"",3393,[],"",[],1,[],-1,[]
3316,"EAABloodPriestessBloodSlash","",[],"",[],[],"",0,"",2,1000,333,"","",[],47,"","","","",0,0,0,"",3394,[],"",[],1,[],-1,[]
3317,"EAABloodPriestessCloneStrike","",[],"",[],[],"",0,"",2,4170,333,"","",[],61,"","","","",0,0,0,"",3395,[],"",[],1,[],-1,[]
3318,"EASBloodPriestSummonElemental","",[],"",[],[],"",0,"",2,2000,296,"","",[],70,"","","","",0,0,0,"",3702,[],"",[],1,[],-1,[]
3319,"EASVaalBloodPriestessBodySwap","",[],"",[],[],"",0,"",2,1000,296,"","",[],45,"","","","",0,0,0,"",3396,[],"",[],1,[],-1,[]
3320,"EASVaalBloodPriestLifeDrain","",[],"",[],[],"",0,"",2,2000,296,"","",[],42,"","","","",0,0,0,"",3397,[],"",[],1,[],-1,[]
3321,"EAABloodPriestessTeleportStrike","",[],"",[],[],"",0,"",2,1000,296,"","",[],"","","","","",0,0,0,"",3702,[],"",[],1,[],-1,[]
3322,"EASCauldronCroneVomit","",[],"",[],[],"",0,"",2,1770,296,"","",[],36,"","","","",0,0,0,"",3398,[],"",[],1,[],-1,[]
3323,"EASSummonSpecificInbreds","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"","","","",0,0,0,"",3702,[],"",[],1,[],-1,[]
3324,"EASQueenOfFilthDoubleSlam","",[],"",[],[],"",0,"",2,1000,333,"","",[],61,"","","","",0,0,0,"",3568,[],"",[],1,[],-1,[]
3325,"EASQueenOfFilthRollSlam","",[],"",[],[],"",0,"",2,1000,333,"","",[],62,"","","","",0,0,0,"",3568,[],"",[],1,[],-1,[]
3326,"EASBootyBlasterSoulRelease","",[],"",[],[],"",0,"",2,1000,296,"","",[],21,"","","","",0,0,0,"",3399,[],"",[],1,[],-1,[]
3327,"EASPirateBarrelPickup","",[],"",[],[],"",0,"",2,1000,296,"","",[],69,"","","","",0,0,0,"",3702,[],"",[],1,[],-1,[]
3328,"EASCaptainRothSoulMortar","",[],"",[],[],"",0,"",2,3000,296,"","",[],26,"","","","",0,0,1018,"",3400,[],"",[],1,[],-1,[]
3329,"EASDoryaniHumanBossCrystalTraps","",[],"",[],[],"",0,"",2,6000,296,"","",[],506,"","","","",0,0,0,"",3402,[],"",[],1,[],-1,[]
3330,"EASBirdBeakSpiral","",[],"",[],[],"",0,"",2,1000,296,"","",[],21,"","","","",0,0,0,"",3463,[],"",[],1,[],-1,[]
3331,"EASCaptainRothCannonBarrage","",[],"",[],[],"",0,"",2,5030,296,"","",[],23,"","","","",0,0,1018,"",3401,[],"",[],1,[],-1,[]
3332,"EASBirdStorm","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"","","","",0,0,0,"",3464,[],"",[],1,[],-1,[]
3333,"EASMutantBird180Left","",[],"",[],[],"",0,"",2,1000,296,"","",[],45,"","","","",0,0,0,"",3403,[],"",[],1,[],-1,[]
3334,"EASMutantBird180Right","",[],"",[],[],"",0,"",2,1000,296,"","",[],62,"","","","",0,0,0,"",3404,[],"",[],1,[],-1,[]
3335,"EASMutantBird90Left","",[],"",[],[],"",0,"",2,1000,296,"","",[],52,"","","","",0,0,0,"",3405,[],"",[],1,[],-1,[]
3336,"EASMutantBird90Right","",[],"",[],[],"",0,"",2,1000,296,"","",[],16,"","","","",0,0,0,"",3406,[],"",[],1,[],-1,[]
3337,"EASMutantBirdSummonDog","",[],"",[],[],"",0,"",2,1000,296,"","",[],24,"",1,"","",0,0,0,"",3407,[],"",[],1,[],-1,[]
3338,"EASMutantBirdSummonDogFirst","",[],"",[],[],"",0,"",2,1000,296,"","",[],42,"",1,"","",0,0,0,"",3408,[],"",[],1,[],-1,[]
3339,"EASAnchormanPullAnchor","",[],"",[],[],"",0,"",2,1000,296,"","",[],24,"","","","",0,0,0,"",3218,[],"",[],1,[],-1,[]
3340,"EASAnchorRetrieval","",[],"",[],[],"",0,"",2,1000,296,"","",[],42,"","","","",0,0,0,"",3218,[],"",[],1,[],-1,[]
3341,"EASShipwreckBossMultiWave","",[],"",[],[],"",0,"",2,1000,296,"","",[],34,"","","","",0,0,0,"",3702,[],"",[],1,[],-1,[]
3342,"EASShipwreckBossSwordnado","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"","","","",0,0,0,"",3702,[],"",[],1,[],-1,[]
3343,"EASPirateBarrelBurn","",[],"",[],[],"",0,"",2,1000,296,"","",[],42,"","","","",0,0,0,"",3702,[],"",[],1,[],-1,[]
3344,"EASStalkerTeleportStrike","",[],"",[],[],"",0,"",2,1000,296,"","",[],61,"","","","",0,0,0,"",3702,[],"",[],1,[],-1,[]
3345,"EASShipwreckBossBackSwords","",[],"",[],[],"",0,"",2,1000,296,"","",[],25,"","","","",0,0,0,"",3702,[],"",[],1,[],-1,[]
3346,"EASCaptainRothAnchorDrop","",[],"",[],[],"",0,"",2,1000,296,"","",[],33,"","","","",0,0,1018,"",3702,[],"",[],1,[],-1,[]
3347,"EASTangmazuPortal","",[],"",[],[],"",0,"",2,1000,296,"","",[],24,"","","","",0,0,0,"",3702,[],"",[],1,[],-1,[]
3348,"EASDeliriumEncounterBossEmerge","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"","","","",0,0,0,"",3702,[],"",[],1,[],-1,[]
3349,"EASDeliriumEncounterTangmazuTransform","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"","","","",0,0,0,"",3702,[],"",[],1,[],-1,[]
3350,"EASChattersawLeverage","",[],"",[],[],"",0,"",2,1000,296,"","",[],24,"","","","",0,0,0,"",3702,[],"",[],1,[],-1,[]
3351,"EASPaleWalkerWaterMirage","",[],"",[],[],"",0,"",2,1000,296,"","",[],33,"","","","",0,0,0,"",3702,[],"",[],1,[],-1,[]
3352,"EASPaleWalkerWaterShield","",[],"",[],[],"",0,"",2,1000,296,"","",[],35,"","","","",0,0,0,"",3702,[],"",[],1,[],-1,[]
3353,"EASPaleHulkTentacleTractorBeam","",[],"",[],[],"",0,"",2,1000,296,"","",[],21,"","","","",0,0,0,"",3702,[],"",[],1,[],-1,[]
3354,"EASPaleHulkTentacleTime","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"","","","",0,0,0,"",3702,[],"",[],1,[],-1,[]
3355,"EASPaleCrawlerDrink","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"","","","",0,0,0,"",3702,[],"",[],1,[],-1,[]
3356,"EASSwarmHostViolentLeftTurn","",[],"",[],[],"",0,"",2,1000,296,"","",[],98,"","","","",0,0,0,"",3702,[],"",[],1,[],-1,[]
3357,"EASSwarmHostViolentRightTurn","",[],"",[],[],"",0,"",2,1000,296,"","",[],99,"","","","",0,0,0,"",3702,[],"",[],1,[],-1,[]
3358,"EASRhinoElephant180RightSlam","",[],"",[],[],"",0,"",2,1000,337,"","",[],13,"","","","",0,0,0,"",3409,[],"",[],1,[],-1,[]
3359,"EASRhinoElephant45LeftAttack","",[],"",[],[],"",0,"",2,1000,296,"","",[],96,"","","","",0,0,0,"",3409,[],"",[],1,[],-1,[]
3360,"EASRhinoElephant45RightAttack","",[],"",[],[],"",0,"",2,1000,296,"","",[],97,"","","","",0,0,0,"",3409,[],"",[],1,[],-1,[]
3361,"EASRhinoElephant90LeftAttack","",[],"",[],[],"",0,"",2,1000,336,"","",[],57,"","","","",0,0,0,"",3409,[],"",[],1,[],-1,[]
3362,"EASRhinoElephant90RightAttack","",[],"",[],[],"",0,"",2,1000,336,"","",[],58,"","","","",0,0,0,"",3409,[],"",[],1,[],-1,[]
3363,"EASRhinoElephant90LeftSlam","",[],"",[],[],"",0,"",2,1000,336,"","",[],17,"","","","",0,0,0,"",3409,[],"",[],1,[],-1,[]
3364,"EASRhinoElephant90RightSlam","",[],"",[],[],"",0,"",2,1000,336,"","",[],18,"","","","",0,0,0,"",3409,[],"",[],1,[],-1,[]
3365,"EASRhinoElephantDoubleSwipe","",[],"",[],[],"",0,"",2,1000,336,"","",[],16,"","","","",0,0,0,"",3409,[],"",[],1,[],-1,[]
3366,"EASRhinoElephantGroundSlam","",[],"",[],[],"",0,"",2,1000,335,"","",[],61,"","","","",0,0,0,"",3409,[],"",[],1,[],-1,[]
3367,"EASRhinoElephant90Left","",[],"",[],[],"",0,"",2,1000,333,"","",[],69,"","","","",0,0,0,"",3409,[],"",[],1,[],-1,[]
