"rownum","NPCKey","i32","DialogueOption (English)","DialogueOption (French)","DialogueOption (German)","DialogueOption (Japanese)","DialogueOption (Korean)","DialogueOption (Portuguese)","DialogueOption (Russian)","DialogueOption (Spanish)","DialogueOption (Thai)","DialogueOption (Traditional Chinese)","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","DialogueOption2 (English)","DialogueOption2 (French)","DialogueOption2 (German)","DialogueOption2 (Japanese)","DialogueOption2 (Korean)","DialogueOption2 (Portuguese)","DialogueOption2 (Russian)","DialogueOption2 (Spanish)","DialogueOption2 (Thai)","DialogueOption2 (Traditional Chinese)","rid","rid","i32","[i32]","i32","rid"
1456,312,11,"Unlock Power","Débloquer Pouvoir","Kraft freischalten","パワーを解放する","권능 개방","Liberar Poder","Получить силу","Desbloquear poder","ปลดล็อกพลัง","解鎖神之力",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1398,5,"",71,[1753],"","","",[],[],1317,[],1317,"",9358,"","","","","","","","","","","","","","",50,[],50,""
1457,312,12,"Unlock Power","Débloquer Pouvoir","Kraft freischalten","パワーを解放する","권능 개방","Liberar Poder","Получить силу","Desbloquear poder","ปลดล็อกพลัง","解鎖神之力",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1399,5,"",71,[1753],"","","",[],[],1317,[],1317,"",9359,"","","","","","","","","","","","","","",50,[],50,""
1458,312,13,"Unlock Power","Débloquer Pouvoir","Kraft freischalten","パワーを解放する","권능 개방","Liberar Poder","Получить силу","Desbloquear poder","ปลดล็อกพลัง","解鎖神之力",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1400,5,"",71,[1753],"","","",[],[],1317,[],1317,"",9360,"","","","","","","","","","","","","","",50,[],50,""
1459,312,14,"Unlock Power","Débloquer Pouvoir","Kraft freischalten","パワーを解放する","권능 개방","Liberar Poder","Получить силу","Desbloquear poder","ปลดล็อกพลัง","解鎖神之力",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1402,5,"",71,[1753],"","","",[],[],1317,[],1317,"",9361,"","","","","","","","","","","","","","",50,[],50,""
1460,312,15,"Unlock Power","Débloquer Pouvoir","Kraft freischalten","パワーを解放する","권능 개방","Liberar Poder","Получить силу","Desbloquear poder","ปลดล็อกพลัง","解鎖神之力",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1405,5,"",71,[1753],"","","",[],[],1317,[],1317,"",9362,"","","","","","","","","","","","","","",50,[],50,""
1461,312,16,"Unlock Power","Débloquer Pouvoir","Kraft freischalten","パワーを解放する","권능 개방","Liberar Poder","Получить силу","Desbloquear poder","ปลดล็อกพลัง","解鎖神之力",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1406,5,"",71,[1753],"","","",[],[],1317,[],1317,"",9363,"","","","","","","","","","","","","","",50,[],50,""
1462,312,17,"Unlock Power","Débloquer Pouvoir","Kraft freischalten","パワーを解放する","권능 개방","Liberar Poder","Получить силу","Desbloquear poder","ปลดล็อกพลัง","解鎖神之力",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1407,5,"",71,[1753],"","","",[],[],1317,[],1317,"",9364,"","","","","","","","","","","","","","",50,[],50,""
1463,312,18,"Unlock Power","Débloquer Pouvoir","Kraft freischalten","パワーを解放する","권능 개방","Liberar Poder","Получить силу","Desbloquear poder","ปลดล็อกพลัง","解鎖神之力",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1401,5,"",71,[1753],"","","",[],[],1317,[],1317,"",9365,"","","","","","","","","","","","","","",50,[],50,""
1464,312,19,"Unlock Power","Débloquer Pouvoir","Kraft freischalten","パワーを解放する","권능 개방","Liberar Poder","Получить силу","Desbloquear poder","ปลดล็อกพลัง","解鎖神之力",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1404,5,"",71,[1753],"","","",[],[],1317,[],1317,"",9366,"","","","","","","","","","","","","","",50,[],50,""
1465,312,20,"Unlock Power","Débloquer Pouvoir","Kraft freischalten","パワーを解放する","권능 개방","Liberar Poder","Получить силу","Desbloquear poder","ปลดล็อกพลัง","解鎖神之力",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1408,5,"",71,[1753],"","","",[],[],1317,[],1317,"",9367,"","","","","","","","","","","","","","",50,[],50,""
1466,312,21,"Unlock Power","Débloquer Pouvoir","Kraft freischalten","パワーを解放する","권능 개방","Liberar Poder","Получить силу","Desbloquear poder","ปลดล็อกพลัง","解鎖神之力",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1403,5,"",71,[1753],"","","",[],[],1317,[],1317,"",9368,"","","","","","","","","","","","","","",50,[],50,""
1467,313,0,"Sin","Péché","Sin","シン","씬","Sin","Грех","Pecado","ซิน","罪",[],[],[1765],"",1765,3,"",1765,[1824],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1468,313,1,"Exile","L'Exil","Exil","追放","유배자","Exílio","Изгнание","Exiliado","การเนรเทศ","流亡者",[],[],[1766],"","",3,"",1766,[1825],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1469,318,0,"Page 1","Page 1","Seite 1","ページ 1","1장","Página 1","Страница 1","Página 1","หน้าที่ 1","第1頁",[],[],[],"","",3,"","",[1839],"","","",[384],[],384,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1470,318,1,"Page 2","Page 2","Seite 2","ページ 2","2장","Página 2","Страница 2","Página 2","หน้าที่ 2","第2頁",[],[],[],"","",3,"","",[1840],"","","",[385],[],385,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1471,318,2,"Page 3","Page 3","Seite 3","ページ 3","3장","Página 3","Страница 3","Página 3","หน้าที่ 3","第3頁",[],[],[],"","",3,"","",[1841],"","","",[386],[],386,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1472,318,3,"Page 4","Page 4","Seite 4","ページ 4","4장","Página 4","Страница 4","Página 4","หน้าที่ 4","第4頁",[],[],[],"","",3,"","",[1842],"","","",[387],[],387,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1473,318,4,"Page 5","Page 5","Seite 5","ページ 5","5장","Página 5","Страница 5","Página 5","หน้าที่ 5","第5頁",[],[],[],"","",3,"","",[1843],"","","",[388],[],388,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1474,318,5,"Page 6","Page 6","Seite 6","ページ 6","6장","Página 6","Страница 6","Página 6","หน้าที่ 6","第6頁",[],[],[],"","",3,"","",[1844],"","","",[389],[],389,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1475,318,6,"Page 7","Page 7","Seite 7","ページ 7","7장","Página 7","Страница 7","Página 7","หน้าที่ 7","第7頁",[],[],[],"","",3,"","",[1845],"","","",[390],[],390,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1476,318,7,"Page 8","Page 8","Seite 8","ページ 8","8장","Página 8","Страница 8","Página 8","หน้าที่ 8","第8頁",[],[],[],"","",3,"","",[1846],"","","",[391],[],391,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1477,318,8,"Page 9","Page 9","Seite 9","ページ 9","9장","Página 9","Страница 9","Página 9","หน้าที่ 9","第9頁",[],[],[],"","",3,"","",[1847],"","","",[392],[],392,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1478,318,9,"Page 10","Page 10","Seite 10","ページ 10","10장","Página 10","Страница 10","Página 10","หน้าที่ 10","第10頁",[],[],[],"","",3,"","",[1848],"","","",[393],[],393,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1479,318,10,"Page 11","Page 11","Seite 11","ページ 11","11장","Página 11","Страница 11","Página 11","หน้าที่ 11","第11頁",[],[],[],"","",3,"","",[1849],"","","",[394],[],394,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1480,318,11,"Page 12","Page 12","Seite 12","ページ 12","12장","Página 12","Страница 12","Página 12","หน้าที่ 12","第12頁",[],[],[],"","",3,"","",[1850],"","","",[395],[],395,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1481,318,12,"Page 13","Page 13","Seite 13","ページ 13","13장","Página 13","Страница 13","Página 13","หน้าที่ 13","第13頁",[],[],[],"","",3,"","",[1851],"","","",[396],[],396,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1482,318,13,"Page 14","Page 14","Seite 14","ページ 14","14장","Página 14","Страница 14","Página 14","หน้าที่ 14","第14頁",[],[],[],"","",3,"","",[1852],"","","",[397],[],397,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1483,318,14,"Page 15","Page 15","Seite 15","ページ 15","15장","Página 15","Страница 15","Página 15","หน้าที่ 15","第15頁",[],[],[],"","",3,"","",[1853],"","","",[398],[],398,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1484,318,15,"Page 16","Page 16","Seite 16","ページ 16","16장","Página 16","Страница 16","Página 16","หน้าที่ 16","第16頁",[],[],[],"","",3,"","",[1854],"","","",[383],[],383,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1485,175,0,"The Elder","L'Ancien","Der Älteste","エルダー","엘더","O Ancião","Древний","El Antiguo","เอลเดอร์","異界尊師",[],[],[],"triggerer.FinishNPCChat();",71,5,"",71,[1889],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1486,320,0,"The Shaper","Le Façonneur","Der Schöpfer","シェイパー","쉐이퍼","O Criador","Создатель","El Creador","เชปเปอร์","塑界者",[],[],[],"triggerer.FinishNPCChat();",71,5,"",71,[1883],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1487,321,0,"The Elder","L'Ancien","Der Älteste","エルダー","엘더","O Ancião","Древний","El Antiguo","เอลเดอร์","異界尊師",[],[],[],"triggerer.FinishNPCChat();",71,5,"",71,[1890],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1488,171,0,"Introduction","Présentations","Einführung","自己紹介","소개","Introdução","Приветствие","Introducción","แนะนำตัว","介紹",[],[989],[],"","",3,"","",[2271],"","","","[69,125]",[],125,[112],125,"","","","","","","","","","","","","","","","",50,[],50,""
1489,171,1,"Introduction","Présentations","Einführung","自己紹介","소개","Introdução","Приветствие","Introducción","แนะนำตัว","介紹",[989],[],[],"","",3,"","",[1934],"","","","[69,125]",[],125,[112],125,"","","","","","","","","","","","","","","","",50,[],50,""
1490,171,2,"Introduction","Présentations","Einführung","自己紹介","소개","Introdução","Приветствие","Introducción","แนะนำตัว","介紹",[],[],[],"","",3,"","",[1934],"","","",[69],[112],69,[],69,"","","","","","","","","","","","","","","","",50,[],50,""
1491,171,3,"Einhar","Einhar","Einhar","アイナー","아인하르","Einhar","Эйнар","Einhar","ไอนาร์","埃哈",[],[],[],"","",3,"","",[1949],"","","",[70],[],70,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1492,171,4,"The First Ones","Les Premiers","Die Ersten","始祖","최초의 존재","Os Primeiros","Первые","Los primeros","ทวยเทพผู้บุกเบิก","初始者",[],[],[],"","",3,"","",[1950],"","","",[110],[],110,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1493,171,5,"Trading","Le commerce","Handel","商売","거래","Comércio","Торговля","Comerciar","การซื้อขาย","交易",[],[],[],"","",3,"","",[1952],"","","",[111],[409],111,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1494,171,6,"The Menagerie","La Ménagerie","Die Menagerie","怪獣園","야수관","O Viveiro","Зверинец","El animalario","สวนสัตว์","獸園",[],[],[],"","",3,"","",[1944],"","","",[409],[112],409,[],409,"","","","","","","","","","","","","","","","",50,[],50,""
1495,171,7,"View Bestiary","Consulter le Bestiaire","Bestiarium anzeigen","ベスティアリーを見る","야수 도감 보기","Ver o Bestiário","Посмотреть Бестиарий","Ver Bestiario","ดูสัตว์ที่จับ","查看獸獵寓言",[],[],[],"triggerer.SendOpenScreen( BestiaryScreen ); triggerer.FinishNPCChat();","",5,"",71,[],"","","",[],[],1317,[],1317,"","",1,"","","","","","","","","","","",4,"",50,[],50,""
1496,171,8,"Visit Menagerie","Visiter la Ménagerie","Menagerie besuchen","怪獣園に行く","야수관 방문하기","Visitar o Viveiro","Посетить зверинец","Visitar el Animalario","ไปยัง สวนสัตว์","前往獸園",[],[],[],"triggerer.OpenMenageriePortal(); triggerer.FinishNPCChat();","",5,"","",[],"","","",[],[409],1,[],1317,"","","","","","","","","","","","","","",5,"",50,[],50,""
1497,171,9,"Saqawal, First of the Sky","Saqawal, le Premier du Ciel","Saqawal, Erster des Himmels","空の始祖、サカワル","하늘의 최초, 사카왈","Saqawal, Primeiro dos Céus","Сакаваль, Первый Неба","Saqawal, el Primero de los cielos","ซาคาวอล ผู้บุกเบิกนภา","初始之天斯卡沃",[],[],[],"","",3,"","",[1954],"","","",[117],[113],117,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1498,171,10,"Farrul, First of the Plains","Farrul, la Première des Plaines","Farrul, Erste des Flachlands","平原の始祖、ファルウル","평야의 최초, 페룰","Farrul, Primeira das Planícies","Фаррул, Первая Равнин","Farrul, el Primero de las planicies","ฟาร์รุล ผู้บุกเบิกที่ราบ","初始之地費爾羅",[],[],[],"","",3,"","",[1955],"","","",[118],[114],118,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1499,171,11,"Craiceann, First of the Deep","Craïcéann, le Premier des Profondeurs","Craiceann, Erster der Tiefe","深海の始祖、クレイシアン","심해의 최초, 크라칸","Craiceann, Primeiro das Profundezas","Краценн, Первый Глубин","Craiceann, el Primero de las profundidades","เครเชียนน์ ผู้บุกเบิกเบื้องลึก","初始之潭奎爾珊",[],[],[],"","",3,"","",[1956],"","","",[119],[115],119,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1500,171,12,"Fenumus, First of the Night","Fénumus, la Première de la Nuit","Fenumus, Erste der Nacht","夜の始祖、フィヌムス","밤의 최초, 페누무스","Fenumus, Primeira da Noite","Фенума, Первая Ночи","Fenumus, la Primera de la noche","เฟนูมัส ผู้บุกเบิกราตรี","初始之夜菲恩絲",[],[],[],"","",3,"","",[1957],"","","",[120],[116],120,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1501,171,13,"Invite to Hideout","Inviter au Repaire","Ins Versteck einladen","隠れ家に招待する","은신처로 초대하기","Convidar para o Refúgio","Пригласить в убежище","Invitar a la guarida","เชิญเข้าที่ซ่อน","邀請至藏身處",[],[],[],"","",39,"","",[1959],"","","",[],"[200,112]",1,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1502,169,0,"Introduction","Présentations","Einführung","自己紹介","소개","Introdução","Приветствие","Introducción","แนะนำตัว","介紹",[717],[],[],"","",3,"","",[1934],"","","",[69],[],69,[],69,"","","","","","","","","","","","","","","","",50,[],50,""
1503,169,1,"Einhar","Einhar","Einhar","アイナー","아인하르","Einhar","Эйнар","Einhar","ไอนาร์","埃哈",[717],[],[],"","",3,"","",[1949],"","","",[70],[],70,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1504,169,2,"The First Ones","Les Premiers","Die Ersten","始祖","최초의 존재","Os Primeiros","Первые","Los primeros","ทวยเทพผู้บุกเบิก","初始者",[717],[],[],"","",3,"","",[1950],"","","",[110],[],110,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1505,169,3,"Trading","Le commerce","Handel","商売","거래","Comércio","Торговля","Comerciar","การซื้อขาย","交易",[717],[],[],"","",3,"","",[1952],"","","",[111],[409],111,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1506,169,4,"The Menagerie","La Ménagerie","Die Menagerie","怪獣園","야수관","O Viveiro","Зверинец","El animalario","สวนสัตว์","獸園",[717],[],[],"","",3,"","",[1944],"","","",[409],[112],409,[],409,"","","","","","","","","","","","","","","","",50,[],50,""
1507,169,5,"View Bestiary","Consulter le Bestiaire","Bestiarium anzeigen","ベスティアリーを見る","야수 도감 보기","Ver o Bestiário","Посмотреть Бестиарий","Ver Bestiario","ดูสัตว์ที่จับ","查看獸獵寓言",[],[],[],"triggerer.SendOpenScreen( BestiaryScreen ); triggerer.FinishNPCChat();","",5,"",71,[],"","","",[],[],1317,[],1317,"","",1,"","","","","","","","","","","",4,"",50,[],50,""
1508,169,6,"Visit Menagerie","Visiter la Ménagerie","Menagerie besuchen","怪獣園に行く","야수관 방문하기","Visitar o Viveiro","Посетить зверинец","Visitar el Animalario","ไปยัง สวนสัตว์","前往獸園",[717],[],[],"triggerer.OpenMenageriePortal(); triggerer.FinishNPCChat();","",5,"","",[],"","","",[],[409],1,[],1317,"","","","","","","","","","","","","","",5,"",50,[],50,""
1509,169,7,"Niko","Niko","Niko","ニコ","니코","Niko","Нико","Niko","นิโค้","尼科",[717],[],[],"","",3,"","",[2274],"","","",[490],[9],490,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1510,169,8,"Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦的過去",[717],[],[],"","",3,"","",[2273],"","","",[491],[606],491,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1511,169,9,"Jun","Jun","Jun","ジュン","준","Jun","Джун","Jun","จุน","瓊恩",[717],[],[],"","",3,"","",[2278],"","","",[492],[592],492,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1512,169,10,"Zana","Zana","Zana","ザナ","자나","Zana","Зана","Zana","ซานะ","札娜",[717],[],[],"","",3,"","",[2275],"","","",[493],[1],493,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1513,169,11,"Helena","Héléna","Helena","ヘレナ","헬레나","Helena","Елена","Helena","เฮเลน่า","赫蓮娜",[717],[],[],"","",3,"","",[2277],"","","",[494],[200],494,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1514,169,12,"Saqawal, First of the Sky","Saqawal, le Premier du Ciel","Saqawal, Erster des Himmels","空の始祖、サカワル","하늘의 최초, 사카왈","Saqawal, Primeiro dos Céus","Сакаваль, Первый Неба","Saqawal, el Primero de los cielos","ซาคาวอล ผู้บุกเบิกนภา","初始之天斯卡沃",[717],[],[],"","",3,"","",[1954],"","","",[117],[113],117,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1515,169,13,"Farrul, First of the Plains","Farrul, la Première des Plaines","Farrul, Erste des Flachlands","平原の始祖、ファルウル","평야의 최초, 페룰","Farrul, Primeira das Planícies","Фаррул, Первая Равнин","Farrul, el Primero de las planicies","ฟาร์รุล ผู้บุกเบิกที่ราบ","初始之地費爾羅",[717],[],[],"","",3,"","",[1955],"","","",[118],[114],118,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1516,169,14,"Craiceann, First of the Deep","Craïcéann, le Premier des Profondeurs","Craiceann, Erster der Tiefe","深海の始祖、クレイシアン","심해의 최초, 크라칸","Craiceann, Primeiro das Profundezas","Краценн, Первый Глубин","Craiceann, el Primero de las profundidades","เครเชียนน์ ผู้บุกเบิกเบื้องลึก","初始之潭奎爾珊",[717],[],[],"","",3,"","",[1956],"","","",[119],[115],119,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1517,169,15,"Fenumus, First of the Night","Fénumus, la Première de la Nuit","Fenumus, Erste der Nacht","夜の始祖、フィヌムス","밤의 최초, 페누무스","Fenumus, Primeira da Noite","Фенума, Первая Ночи","Fenumus, la Primera de la noche","เฟนูมัส ผู้บุกเบิกราตรี","初始之夜菲恩絲",[717],[],[],"","",3,"","",[1957],"","","",[120],[116],120,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1518,169,16,"Einhar's Mask","Le Masque d'Einhar","Einhars Maske","アイナーの仮面","아인하르의 가면","Máscara de Einhar","Маска Эйнара","La máscara de Einhar","หน้ากากของไอนาร์","埃哈的面具",[717],[],[],"","",3,"","",[2291],"","","",[500],"[496,497,498,499]",500,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1519,169,17,"Sell Items","Vendre des objets","Gegenstände verkaufen","アイテムを売る","아이템 판매","Vender Itens","Продать","Vender objetos","ขายไอเทม","販賣物品",[],[],[],"","",25,"","",[],"","","",[],[],1,[],1317,"","","","","","","","","","","","","","",0,"",50,[],50,""
1520,169,18,"Atlas Mission","Mission de l'Atlas","Atlasmission","アトラスミッション","아틀라스 임무","Missão do Atlas","Задача Атласа","Misión de Atlas","ภารกิจสมุดแผนที่","輿圖任務",[717],[],[],"","",1,"","",[],"","","",[],[598],1,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1521,169,19,"Memory of Crystal Prisons","Souvenir de Prisons de cristal","Erinnerung an Kristallgefängnisse","結晶の牢獄の記憶","수정 수용소의 기억","Memória das Prisões de Cristal","Воспоминание о кристальных тюрьмах","Recuerdo de prisiones de cristal","ความทรงจำแห่งกรงผลึก","水晶監獄的記憶",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineEssence2\"" );","",5,"","",[13655],"","","",[1249],[1229],1,[],1317,"","","",1,"","","","","","","","","","","","",50,[],50,""
1522,169,20,"Memory of Harvest Beasts","Souvenir de Bêtes","Erinnerung an Harvest-Bestien","収穫の獣の記憶","수확 야수의 기억","Memória das Bestas da Colheita","Воспоминание о чудовищах Жатвы","Recuerdo de bestias de la cosecha","ความทรงจำแห่งสัตว์ร้ายฮาร์เวสต์","豐收野獸的記憶",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineBestiary1\"" );","",5,"","",[13656],"","","",[1258],[1238],1,[],1317,"","","",1,"","","","","","","","","","","","",50,[],50,""
1523,169,21,"Memory of the Menagerie","Souvenir de la Ménagerie","Erinnerung an die Menagerie","怪獣園の記憶","야수관의 기억","Memória do Viveiro","Воспоминание о питомнике","Recuerdo del animalario","ความทรงจำแห่งสวนสัตว์","獸園的記憶",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineBestiary2\"" );","",5,"","",[13657],"","","",[1259],[1239],1,[],1317,"","","",1,"","","","","","","","","","","","",50,[],50,""
1524,169,22,"Memory of the Sacred Grove","Souvenir du Bosquet sacré","Erinnerung an den Heiligen Hain","聖なる木立の記憶","신성한 숲의 기억","Memória do Bosque Sagrado","Воспоминание о Священной роще","Recuerdo del huerto sagrado","ความทรงจำแห่งสวนศักดิ์สิทธิ์","聖殿密園的記憶",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineHarvest1\"" );","",5,"","",[13658],"","","",[1262],[1242],1,[],1317,"","","",1,"","","","","","","","","","","","",50,[],50,""
1525,169,23,"Kirac","Kirac","Kirac","キラック","키락","Kirac","Кирак","Kirac","คิรัค","基拉克",[59],[],[],"","",3,"","",[13659],"","","",[],[],1,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1526,169,24,"The Atlas","L'Atlas","Der Atlas","アトラスミッション","아틀라스","O Atlas","Атлас","El Atlas","สมุดแผนที่","輿圖",[59],[],[],"","",3,"","",[13660],"","","",[],[],1,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1527,172,0,"Introduction","Présentations","Einführung","自己紹介","소개","Introdução","Приветствие","Introducción","แนะนำตัว","介紹",[],[],[],"","",3,"","",[1934],"","","",[69],[],69,[],69,"","","","","","","","","","","","","","","","",50,[],50,""
1528,172,1,"Saqawal, First of the Sky","Saqawal, le Premier du Ciel","Saqawal, Erster des Himmels","空の始祖、サカワル","하늘의 최초, 사카왈","Saqawal, Primeiro dos Céus","Сакаваль, Первый Неба","Saqawal, el Primero de los cielos","ซาคาวอล ผู้บุกเบิกนภา","初始之天斯卡沃",[],[],[],"","",3,"","",[1954],"","","",[117],[113],117,[117],117,"","","","","","","","","","","","","","","","",50,[],50,""
1529,172,2,"Farrul, First of the Plains","Farrul, la Première des Plaines","Farrul, Erste des Flachlands","平原の始祖、ファルウル","평야의 최초, 페룰","Farrul, Primeira das Planícies","Фаррул, Первая Равнин","Farrul, la Primera de las planicies","ฟาร์รุล ผู้บุกเบิกที่ราบ","初始之地費爾羅",[],[],[],"","",3,"","",[1955],"","","",[118],[114],118,[118],118,"","","","","","","","","","","","","","","","",50,[],50,""
1530,172,3,"Craiceann, First of the Deep","Craïcéann, le Premier des Profondeurs","Craiceann, Erster der Tiefe","深海の始祖、クレイシアン","심해의 최초, 크라칸","Craiceann, Primeiro das Profundezas","Краценн, Первый Глубин","Craiceann, el Primero de las profundidades","เครเชียนน์ ผู้บุกเบิกเบื้องลึก","初始之潭奎爾珊",[],[],[],"","",3,"","",[1956],"","","",[119],[115],119,[119],119,"","","","","","","","","","","","","","","","",50,[],50,""
1531,172,4,"Fenumus, First of the Night","Fénumus, la Première de la Nuit","Fenumus, Erste der Nacht","夜の始祖、フィヌムス","밤의 최초, 페누무스","Fenumus, Primeira da Noite","Фенума, Первая Ночи","Fenumus, la Primera de la noche","เฟนูมัส ผู้บุกเบิกราตรี","初始之夜菲恩絲",[],[],[],"","",3,"","",[1957],"","","",[120],[116],120,[120],120,"","","","","","","","","","","","","","","","",50,[],50,""
1532,172,5,"The Menagerie","La Ménagerie","Die Menagerie","怪獣園","야수관","O Viveiro","Зверинец","El animalario","สวนสัตว์","獸園",[1934],[],[],"","",3,"","",[1944],"","","",[409],[112],409,[],409,"","","","","","","","","","","","","","","","",50,[],50,""
1533,172,6,"View Bestiary","Consulter le Bestiaire","Bestiarium anzeigen","ベスティアリーを見る","야수 도감 보기","Ver o Bestiário","Посмотреть Бестиарий","Ver Bestiario","ดูสัตว์ที่จับ","查看獸獵寓言",[],[],[],"triggerer.SendOpenScreen( BestiaryScreen ); triggerer.FinishNPCChat();","",5,"",71,[],"","","",[],[],1317,[],1317,"","",1,"","","","","","","","","","","","","",50,[],50,""
1534,172,7,"Visit Menagerie","Visiter la Ménagerie","Menagerie besuchen","怪獣園に行く","야수관 방문하기","Visitar o Viveiro","Посетить зверинец","Visitar el Animalario","ไปยัง สวนสัตว์","前往獸園",[1934],[],[],"triggerer.OpenMenageriePortal(); triggerer.FinishNPCChat();","",5,"","",[],"","","",[],"[112,409]",1,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
1535,173,0,"Introduction","Présentations","Einführung","自己紹介","소개","Introdução","Приветствие","Introducción","แนะนำตัว","介紹",[],[],[],"","",3,"","",[2271],"","","",[69],[],69,[],69,"","","","","","","","","","","","","","","","",50,[],50,""
1536,173,1,"This Menagerie","Cette Ménagerie","Diese Menagerie","この怪獣園","현재 야수관","O Viveiro","Зверинец","Este animalario","สวนสัตว์แห่งนี้","獸園",[],[],[],"","",3,"","",[2272],"","","",[489],[],489,[],489,"","","","","","","","","","","","","","","","",50,[],50,""
