"rownum","Id","Characters","Text","[string]","row","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","i32","i32","bool","i32","i32","i32"
9026,"KalandraFinishEntireLakeEncounterRepeatable27",[],"What dies may be forged again.","[""Audio/Dialogue/NPC/KalandraGlyph/Kalandra_4G_04.ogg""]",338,22151168,0,65536,0,65536,65536,0,1881669632,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2650168,0,100
9027,"KalandraIncidentalEncounterBeforeFlyingOffRandom",[],"Wisdom and patience walk as one.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_5A_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,1900544000,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2650456,0,100
9028,"KalandraIncidentalEncounterBeforeFlyingOff2",[],"Wisdom and patience walk as one.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_5A_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,1914306560,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2650666,0,100
9029,"KalandraIncidentalEncounterBeforeFlyingOff3",[],"Wisdom and patience walk as one.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_5A_03.ogg""]",338,22151168,0,65536,0,65536,65536,0,1928069120,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2650876,0,100
9030,"KalandraIncidentalEncounterBeforeFlyingOff4",[],"Wisdom and patience walk as one.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_5A_04.ogg""]",338,22151168,0,65536,0,65536,65536,0,1941831680,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2651086,0,100
9031,"KalandraIncidentalEncounterBeforeFlyingOff5",[],"Desire is the source of all suffering.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_5B_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,1960837120,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2651376,0,100
9032,"KalandraIncidentalEncounterBeforeFlyingOff6",[],"Desire is the source of all suffering.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_5B_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,1974599680,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2651586,0,100
9033,"KalandraIncidentalEncounterBeforeFlyingOff7",[],"Desire is the source of all suffering.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_5B_03.ogg""]",338,22151168,0,65536,0,65536,65536,0,1988362240,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2651796,0,100
9034,"KalandraIncidentalEncounterBeforeFlyingOff8",[],"Have you ever contemplated eternity?","[""Audio/Dialogue/NPC/Kalandra/Kalandra_5C_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,2007105536,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2652082,0,100
9035,"KalandraIncidentalEncounterBeforeFlyingOff9",[],"Have you ever contemplated eternity?","[""Audio/Dialogue/NPC/Kalandra/Kalandra_5C_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,2020868096,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2652292,0,100
9036,"KalandraIncidentalEncounterBeforeFlyingOff10",[],"Have you ever contemplated eternity?","[""Audio/Dialogue/NPC/Kalandra/Kalandra_5C_03.ogg""]",338,22151168,0,65536,0,65536,65536,0,2034761728,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2652504,0,100
9037,"KalandraIncidentalEncounterBeforeFlyingOff11",[],"One day, you will fly.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_5D_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,2051801088,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2652764,0,100
9038,"KalandraIncidentalEncounterBeforeFlyingOff12",[],"One day, you will fly.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_5D_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,2065694720,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2652976,0,100
9039,"KalandraIncidentalEncounterBeforeFlyingOff13",[],"One day, you will fly.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_5D_03.ogg""]",338,22151168,0,65536,0,65536,65536,0,2079588352,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2653188,0,100
9040,"KalandraIncidentalEncounterBeforeFlyingOff14",[],"One day, you will fly.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_5D_04.ogg""]",338,22151168,0,65536,0,65536,65536,0,2093481984,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2653400,0,100
9041,"KalandraIncidentalEncounterBeforeFlyingOff15",[],"Time is my oldest enemy.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_5E_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,2110783488,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2653664,0,100
9042,"KalandraIncidentalEncounterBeforeFlyingOff16",[],"Time is my oldest enemy.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_5E_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,2124677120,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2653876,0,100
9043,"KalandraIncidentalEncounterBeforeFlyingOff17",[],"Time is my oldest enemy.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_5E_03.ogg""]",338,22151168,0,65536,0,65536,65536,0,2138570752,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2654088,0,100
9044,"KalandraIncidentalEncounterBeforeFlyingOff18",[],"Where you are going depends on where you have been.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_5F_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,-2135556096,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2654406,0,100
9045,"KalandraIncidentalEncounterBeforeFlyingOff19",[],"Where you are going depends on where you have been.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_5F_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,-2121662464,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2654618,0,100
9046,"KalandraIncidentalEncounterBeforeFlyingOff20",[],"Where you are going depends on where you have been.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_5F_03.ogg""]",338,22151168,0,65536,0,65536,65536,0,-2107768832,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2654830,0,100
9047,"KalandraGenericEndingLineRandom",[],"The struggle never ends.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_6A_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,-2092171264,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2655068,0,100
9048,"KalandraGenericEndingLine2",[],"The struggle never ends.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_6A_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,-2080636928,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2655244,0,100
9049,"KalandraGenericEndingLine3",[],"The struggle never ends.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_6A_03.ogg""]",338,22151168,0,65536,0,65536,65536,0,-2069102592,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2655420,0,100
9050,"KalandraGenericEndingLine4",[],"Victory is its own reward.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_6B_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,-2053898240,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2655652,0,100
9051,"KalandraGenericEndingLine5",[],"Victory is its own reward.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_6B_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,-2042363904,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2655828,0,100
9052,"KalandraGenericEndingLine6",[],"Victory is its own reward.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_6B_03.ogg""]",338,22151168,0,65536,0,65536,65536,0,-2030829568,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2656004,0,100
9053,"KalandraGenericEndingLine7",[],"Ambition begets arrogance.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_6C_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,-2015625216,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2656236,0,100
9054,"KalandraGenericEndingLine8",[],"Ambition begets arrogance.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_6C_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,-2004090880,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2656412,0,100
9055,"KalandraGenericEndingLine9",[],"Ambition begets arrogance.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_6C_03.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1992556544,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2656588,0,100
9056,"KalandraGenericEndingLine10",[],"We succeed, but remain lonely.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_6D_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1976696832,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2656830,0,100
9057,"KalandraGenericEndingLine11",[],"We succeed, but remain lonely.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_6D_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1965031424,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2657008,0,100
9058,"KalandraGenericEndingLine12",[],"We succeed, but remain lonely.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_6D_03.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1953366016,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2657186,0,100
9059,"KalandraGenericEndingLine13",[],"Wisdom is the offspring of Suffering and Time.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_6E_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1935409152,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2657460,0,100
9060,"KalandraGenericEndingLine14",[],"Wisdom is the offspring of Suffering and Time.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_6E_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1923743744,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2657638,0,100
9061,"KalandraGenericEndingLine15",[],"Wisdom is the offspring of Suffering and Time.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_6E_03.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1912078336,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2657816,0,100
9062,"KalandraWarbandsIntro",[],"They have struggled for generations, but have forgotten why.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_7A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1893466112,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2658100,0,100
9063,"KalandraWarbandsOutro",[],"Vengeance is a closed loop.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_7B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1879179264,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2658318,0,100
9064,"KalandraRogueExilesOutro",[],"Some were exiled for good reason.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_8A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1863712768,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2658554,0,100
9065,"KalandraRogueExilesIntro",[],"They believe they are the heroes of their own journey.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_8B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1845493760,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2658832,0,100
9066,"KalandraStrongboxesIntro",[],"Treasure begets danger.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_9A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1831337984,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2659048,0,100
9067,"KalandraStrongboxesOutro",[],"Greed shall be the undoing of order.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_9B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1815478272,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2659290,0,100
9068,"KalandraBreachOutro",[],"They unite only in dreams... for now.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_10A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1800011776,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2659526,0,100
9069,"KalandraBreachIntro",[],"The Lords have unknowing followers among your kind.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_10B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1782710272,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2659790,0,100
9070,"KalandraDeliriumOutro",[],"He awaits a proper fool at journey's end.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_11A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1766457344,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2660038,0,100
9071,"KalandraDeliriumIntro",[],"The Trickster believes himself a master of mirrors. Fah!","[""Audio/Dialogue/NPC/Kalandra/Kalandra_11B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1748238336,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2660316,0,100
9072,"KalandraAbyssIntro",[],"The Clayshaper once took refuge here... for a time.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_12A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1731067904,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2660578,0,100
9073,"KalandraAbyssOutro",[],"Often, it is our own creations that destroy us in the end.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_12B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1712979968,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2660854,0,100
9074,"KalandraLegionIntro",[],"Their ancestors await their souls. They will wait forever.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_13A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1694760960,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2661132,0,100
9075,"KalandraLegionOutro",[],"You are feeding it exactly what it desires...","[""Audio/Dialogue/NPC/Kalandra/Kalandra_13B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1678245888,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2661384,0,100
9076,"KalandraShrinesIntro",[],"I was here before gods, before religion. Trapped. Watching. Curious.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_14A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1658585088,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2661684,0,100
9077,"KalandraShrinesOutro",[],"The devout offer nothing at the altar. They only take, and destroy.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_14B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1639055360,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2661982,0,100
9078,"KalandraShrines3",[],"Not even occultists truly know the corruption inherent in these lands.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_14C.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1619656704,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2662278,0,100
9079,"KalandraMetamorphIntro",[],"Intrinsic Darkness is merely a shadow cast by the light of the soul.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_15A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1599733760,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2662582,0,100
9080,"KalandraMetamorphOutro",[],"The torturer should pray his search for truth never bears fruit...","[""Audio/Dialogue/NPC/Kalandra/Kalandra_15B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1580072960,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2662882,0,100
9081,"KalandraHarbingerOutro",[],"There can never be peace without understanding.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_16A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1562902528,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2663144,0,100
9082,"KalandraHarbingerIntro",[],"They have journeyed farther than you know.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_16B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1546387456,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2663396,0,100
9083,"KalandraEssencesIntro",[],"In death, they get to leave their prison.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_17A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1530134528,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2663644,0,100
9084,"KalandraEssencesOutro",[],"You would never touch another essence if you knew...","[""Audio/Dialogue/NPC/Kalandra/Kalandra_17B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1512439808,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2663914,0,100
9085,"KalandraBestiaryOutro",[],"The Beastmaster once found his way here on a hunt. He is... very strange.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_18A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1491992576,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2664226,0,100
9086,"KalandraBestiaryIntro",[],"I used to love hunting...","[""Audio/Dialogue/NPC/Kalandra/Kalandra_18B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1477836800,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2664442,0,100
9087,"KalandraExpeditionOutro",[],"Their kind and yours have much in common.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_19A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1461321728,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2664694,0,100
9088,"KalandraExpeditionIntro",[],"They come from beyond the sight of the Lake. They are a mystery even to me.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_19B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1440350208,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2665014,0,100
9089,"KalandraBeyondOutro",[],"You would lose all hope if you truly understood.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_20A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1423441920,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2665272,0,100
9090,"KalandraBeyondIntro",[],"She wanders still, forever fleeing, forever burdened by guilt.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_20B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1404698624,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2665558,0,100
9091,"KalandraTormentIntro",[],"Have you ever met a lost soul, consumed by its own sorrow?","[""Audio/Dialogue/NPC/Kalandra/Kalandra_21A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1386348544,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2665838,0,100
9092,"KalandraTormentOutro",[],"Their spirits are imprisoned, forever harrowed by their own misdeeds.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_21B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1366556672,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2666140,0,100
9093,"KalandraDelveOutro",[],"An incendiary light at the end of the tunnel, leading only to madness.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_22A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1346895872,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2666440,0,100
9094,"KalandraDelveIntro",[],"Prospero oversees all treasures unearthed from the depths.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_22B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1328807936,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2666716,0,100
9095,"KalandraHeistMonstersIntro",[],"Fools seek to make the power of this Lake their own. They will crack the world.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_23A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1306918912,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2667050,0,100
9096,"KalandraHeistMonstersOutro",[],"Qotra meddles with forces she does not understand, and can never master.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_23B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1285947392,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2667370,0,100
9097,"KalandraUntaintedParadiseOutro",[],"There was a time when all of Wraeclast was pure and untainted.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_24A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1265762304,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2667678,0,100
9098,"KalandraUntaintedParadiseIntro",[],"A vision of long ago...","[""Audio/Dialogue/NPC/Kalandra/Kalandra_24B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1250689024,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2667908,0,100
9099,"KalandraFishingOutro",[],"In time, all questions shall find their answer.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_25A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1233780736,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2668166,0,100
9100,"KalandraFishingIntro",[],"The Master Fisherman once fished at this Lake. He... should not have done that.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_25B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1212678144,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2668488,0,100
9101,"KalandraCraftingRoomIntro",[],"The lake is a forge beyond all others.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_26A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1196294144,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2668738,0,100
9102,"KalandraCraftingRoomOutro",[],"Greed is the path to power... and ruin.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_26B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1179779072,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2668990,0,100
9103,"KalandraAtACertainDepthA",[],"You trace symbols in the sands of time, but do not comprehend their significance.","[""Audio/Dialogue/NPC/KalandraGlyph/Kalandra_27A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1157234688,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2669334,0,100
9104,"KalandraAtACertainDepthB",[],"The path ahead lies untouched, and unclear.","[""Audio/Dialogue/NPC/KalandraGlyph/Kalandra_27B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1139671040,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2669602,0,100
9105,"KalandraAtACertainDepthC",[],"The future is uncertain, refracted into a haze of spectra without clarity.","[""Audio/Dialogue/NPC/KalandraGlyph/Kalandra_27C.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1118044160,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2669932,0,100
9106,"KalandraEnteringMaximumDepthRandom",[],"The path ahead fades into obscurity... as may you.","[""Audio/Dialogue/NPC/KalandraGlyph/Kalandra_28A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1098252288,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2670234,0,100
9107,"KalandraEnteringMaximumDepth2",[],"Darkness descends. I doubt even a soul such as yours can illuminate it.","[""Audio/Dialogue/NPC/KalandraGlyph/Kalandra_28B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1076363264,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2670568,0,100
9108,"EvilandraMetaProgressionInvasionStartRandom",[],"Gloom overshadows the horizon, Wanderer.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_29A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1057357824,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2670858,0,100
9109,"EvilandraMetaProgressionInvasionStart2",[],"Show me what you are truly made of.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_29B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1039663104,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2671128,0,100
9110,"EvilandraMetaProgressionInvasionStart3",[],"Another human in pursuit of power. You're not special.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_29C.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1019478016,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2671436,0,100
9111,"EvilandraMetaProgressionInvasionStart4",[],"You are meddling in forces beyond your understanding!","[""Audio/Dialogue/NPC/Kalandra/Kalandra_29D.ogg""]",338,22151168,0,65536,0,65536,65536,0,-999424000,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2671742,0,100
9112,"EvilandraSkillsRandom",[],"I doubt you have the fortitude to face their reflections.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_30A.ogg""]",338,22151168,0,65536,0,65536,65536,0,-981073920,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2672022,0,100
9113,"EvilandraSkills2",[],"An imperfect simulacrum shows no mercy.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_30B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-965738496,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2672256,0,100
9114,"EvilandraSkills3",[],"Dark reflection!","[""Audio/Dialogue/NPC/Kalandra/Kalandra_30C.ogg""]",338,22151168,0,65536,0,65536,65536,0,-953417728,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2672444,0,100
9115,"EvilandraSkills4",[],"Raw creation!","[""Audio/Dialogue/NPC/Kalandra/Kalandra_30D.ogg""]",338,22151168,0,65536,0,65536,65536,0,-941490176,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2672626,0,100
9116,"EvilandraSkills5",[],"Forged likeness!","[""Audio/Dialogue/NPC/Kalandra/Kalandra_30E.ogg""]",338,22151168,0,65536,0,65536,65536,0,-929169408,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2672814,0,100
9117,"EvilandraSkills6",[],"Duplicate!","[""Audio/Dialogue/NPC/Kalandra/Kalandra_30F.ogg""]",338,22151168,0,65536,0,65536,65536,0,-917635072,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2672990,0,100
9118,"EvilandraMetaProgressionInvasionEndRandom",[],"Fah!","[""Audio/Dialogue/NPC/Kalandra/Kalandra_31B.ogg""]",338,22151168,0,65536,0,65536,65536,0,-903610368,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2673204,0,100
9119,"EvilandraMetaProgressionInvasionEnd2",[],"I have forever. Can you say the same?","[""Audio/Dialogue/NPC/Kalandra/Kalandra_31C.ogg""]",338,22151168,0,65536,0,65536,65536,0,-885915648,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2673474,0,100
9120,"EvilandraMetaProgressionInvasionEnd3",[],"Eventually, you will fall.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_31D.ogg""]",338,22151168,0,65536,0,65536,65536,0,-869662720,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2673722,0,100
9121,"EvilandraMetaProgressionInvasionEnd4",[],"It is only a matter of time.","[""Audio/Dialogue/NPC/Kalandra/Kalandra_31E.ogg""]",338,22151168,0,65536,0,65536,65536,0,-853147648,40,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",2673974,0,100
