"rownum","Id","DisplayedName","Description","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WebsiteDescription","WebsiteImage","HideOnWebsite","GrantedEffect","bool","SkillTotemId","IsManuallyCasted","Input_Stats","Output_Stats","MinionActiveSkillTypes","bool","IsGem","SecondarySkillSpecificStats","SkillMine","AlternateSkillTargetingBehaviour","bool","AIFile","StatContextFlags","bool","bool","bool","ShapeShiftForm","VideoClip","CharacterAudioEvent","AiScript","MinionType","rid","bool","string","StatDescriptionType","StatDescription","WeaponRequirements"
479,"vaal_reap","Vaal Reap","Bloody scythes swipe around a selected area, hitting enemies with physical damage. An area of boiling blood is left beneath them for a duration which deals physical damage over time. Also gives a bonus to maximum Blood Charges for a secondary duration.",404,"Art/2DArt/SkillIcons/Bloodreap.dds","[18,24]","[1,6,26,34,7,71,8,13,14,15,37]","","",1,"",1,25,1,"[13465,13466,17264]","[24,423,17372]",[],1,1,[],8,2,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
480,"petrified_blood","Petrified Blood","Applies a buff that protects the lower half of your life, preventing some of the immediate life loss when damaged by hits and applying the loss over time instead. Your life cannot be raised above low life other than by flasks, and while above low life, skills will cost life as well as mana.",395,"Art/2DArt/SkillIcons/PetrifiedBlood.dds",[4],"[1,4,11,138]","","",1,"","",25,1,"[13469,14347,14377]","[13311,14070,14242]",[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
481,"add_corrupted_blood_to_target","","",405,"","[2,3,4]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[16,10,11,17]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
482,"geometry_mortars_spell","","",406,"","[2,1,4]","[30,1,6]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
483,"geometry_mortars_attack","","",407,"","[2,1,4]","[30,0]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
484,"banner_armour_evasion","Defiance Banner","Casting once reserves mana to carry a banner which increases the armour and evasion of nearby allies, and reduces the critical strike chance of nearby enemies. Gains stages over time while carrying the banner near enemies. Casting the skill again places the banner, ending the mana reservation. Once placed, it becomes more powerful for each stage gained. You cannot have multiple banners at the same time.",408,"Art/2DArt/SkillIcons/ArmourandEvasionBanner.dds",[1],"[4,7,1,8,11,38,71,70,26,87,138]","","",1,"","",25,1,"[8244,13590,13978,14360]","[13332,2726,1923,14070]",[],1,1,[],8,3,"","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
485,"voltaxic_burst","Voltaxic Burst","Each cast of this spell waits for a short duration, releasing a burst of lightning and chaos spell damage in an area around you when that duration ends. Enemies killed by this damage, or shortly after, will explode. The explosions of the corpses are not affected by modifiers to spell damage, and cannot be reflected.",409,"Art/2DArt/SkillIcons/VoidburstIcon.dds","[1,24]","[1,6,7,13,14,15,21,30,41,29,69,71,83,8]","","",1,"","",25,1,"[13948,13949,13961,17353]","[24,423,11568,10114]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13,4]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
486,"rage_vortex","Rage Vortex","Spin with a sword or axe to deal damage in an area around you. Sacrifices some rage to send a ragestorm forward. While enemies are inside it, the ragestorm will slow its movement and repeatedly deal attack damage based on your attack speed.",410,"Art/2DArt/SkillIcons/RageVortex.dds","[2,1]","[0,19,7,8]","","",1,"","",25,1,"[13981,13982]","[24,423]",[],1,1,"[13519,17418]",8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",13
487,"battlemages_cry","Battlemage's Cry","Performs a warcry, empowering subsequent attacks. Grants a buff which boosts critical strike chance and allows attacks to benefit from increases to spell damage.",411,"Art/2DArt/SkillIcons/DivineCry.dds",[4],"[4,7,8,62,89]","","",1,"","",25,1,"[9133,5322,13939,13940]","[9132,4378,4378,11183]",[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
488,"ambush_player","Ambush","Teleports you to a nearby enemy, applying a buff to you for a short duration and blinding the enemy for a secondary duration. Performing a melee attack with a One-Handed Weapon removes the buff to exert that attack.",412,"Art/2DArt/SkillIcons/AmbushIcon.dds","[1,2]","[1,33,8,78,30,89,102]","","",1,"","",25,1,"[13992,13993]","[3239,13592]",[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
489,"blade_trap","Blade Trap","Throws a trap which, once triggered, swings two copies of your equipped Dagger, Claw or One Handed Sword around it in a circle, each repeatedly damaging enemies they spin through.",413,"Art/2DArt/SkillIcons/BladeTrap.dds","[2,1,20]","[0,6,15,7,32,7]","","",1,"",1,25,1,"[13942,13943]","[24,423]",[],1,1,[],8,2,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",17
490,"forbidden_rite","Forbidden Rite","Lobs an exploding [Projectile|Projectile] near the targeted location, and extra [Projectile|Projectiles] toward enemies around you. The [Projectile|Projectiles] deal [Chaos|Chaos] damage based on your life and [EnergyShield|Energy Shield]. Casting this [Spell|Spell] damages you.",414,"Art/2DArt/SkillIcons/Soulfeast.dds","[1,2,20]","[1,6,7,14,41,2,56,71,47,139]","","",1,"","",25,1,"[13954,13955,13972,17328]","[24,169,167,17250]",[],1,1,[13542],8,2,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
491,"manabond","Manabond","Deals lightning damage based upon your missing mana in a circular area around the targeted location, as well as in four rectangular extensions whose lengths depend upon your remaining mana.",415,"Art/2DArt/SkillIcons/ManaVoid.dds","[1,24,20,28]","[1,7,6,71,29,14,15,13,55,21,69,30,103]","","",1,"",1,25,1,"[13944,13945,13964,17346]","[24,423,13963,2052]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
492,"storm_rain","Storm Rain","Fires an arrow into the air to land at a targeted location, dealing area damage. The arrow sticks in the ground where it lands, and periodically fires a beam of lightning to another arrow near it, dealing area damage between them.",416,"Art/2DArt/SkillIcons/PrismaticRain.dds","[1,2,20]","[0,40,57,7,10,14,13,15,30,88,29,61,6,69,140,184,191]","","",1,"",1,25,1,"[13979,13980,17331]","[24,168,17253]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",23
493,"shield_crush","Shield Crush","Swipe your shield, dealing area damage in three waves in front of you. Enemies can be hit by two of the waves where they overlap.",417,"Art/2DArt/SkillIcons/ShieldCrush.dds","[1,2]","[0,9,19,7,26]","","",1,"","",25,1,"[13983,13984,17322,17323,17354]","[24,70,17246,17247,17245]",[],1,1,[13975],8,6,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",30
494,"spectral_helix","Spectral Helix","Throws a spectral copy of your melee weapon. It spins around while flying in a large spiral, damaging enemies in its path, and bouncing if it collides with walls.",111,"Art/2DArt/SkillIcons/SpectralSpiral.dds","[1,2,25]","[0,40,2,56]","","",1,"","",25,1,"[13952,13953,17342]","[24,169,6713]",[],1,1,"[13959,17342]",8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",33
495,"boneshatter","Boneshatter","Attack enemies with a melee [Strike|Strike]. The [Strike|Strike] will cause a [HeavyStun|Heavy Stun] on enemies that are [PrimedStun|Primed for Stun]. Upon causing a [HeavyStun|Heavy Stun] it will also create a Shockwave, dealing a large amount of damage in an area.",418,"Art/2DArt/SkillIcons/BruteBoneshatter.dds","[1,2]","[0,20,19,7]","","",1,"","",25,1,"[13986,13987,17211]","[24,333,17210]",[],1,1,[13976],8,2,"","Metadata/Monsters/Totems/PlayerAIScripts/GenericTotemAI.ais","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",230,"","","",1,"[Strike] enemies and release shockwaves on [HeavyStun|Heavy Stun].",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/boneshatter/",1
496,"boneshatter_minion","Bonebreaker","A [Strike|Strike] that causes a [HeavyStun|Heavy Stun] on enemies that are [PrimedStun|Primed for Stun]. Upon causing a [HeavyStun|Heavy Stun] it will also create a Shockwave, dealing a large amount of damage in an area.",418,"Art/2DArt/SkillIcons/BruteBoneshatter.dds","[1,2]","[0,20,19,7,89]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
497,"ion_cannon_cage","","",419,"",[2],"[1,7,71,6,30]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
498,"explosive_concoction","Explosive Concoction","Throws a bottle that explodes to deal unarmed attack damage in an area. Can consume charges from your Ruby, Sapphire, and Topaz flasks to add further damage.",420,"Art/2DArt/SkillIcons/ExplosiveFlaskIcon.dds","[1,2,20]","[0,40,7,30,27,28,29,6,2,56,105]","","",1,"","",25,1,"[13946,13947,13962]","[24,423,757]",[],1,1,[17412],8,5,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",0
499,"eye_of_winter","Eye of Winter","Fires a single eye projectile which constantly releases shard projectiles in a spiral. The shards will damage enemies they impact, dealing cold damage. The eye cannot damage enemies. When the eye dissipates or collides with terrain, it releases a faster spiral of extra shards.",421,"Art/2DArt/SkillIcons/FrozenSphere.dds","[1,2]","[1,6,2,58,6,59,28,14,15,13,21,69,30]","","",1,"","",25,1,"[13950,13951,17310]","[24,169,5710]",[],1,1,"[13932,13958]",8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
500,"eye_of_winter_new","Eye of Winter","Fire a single Eye [Projectile] which does not [HitDamage|Hit] enemies. The Eye constantly releases damaging shard [Projectile|Projectiles] in a spiral as it flies, plus an extra burst of shards at the end of its flight. If the Eye passes over an [ElementalGround|Elemental ground surface], it will take on that surface's effect causing shards to deal more damage of the corresponding [DamageTypes|Type].",693,"Art/2DArt/SkillIcons/SorceressEyeofWinter.dds","[1,2]","[1,6,2,58,6,59,28,14,15,13,21,69,30,139]","","",1,"","",25,1,"[13950,13951,17310]","[24,169,5710]",[],1,1,"[13932,13958]",8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","Metadata/Monsters/Companions/AIScripts/Generic.ais","","",1,"Create a [Projectile] that fires spirals of shards as it travels.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/eye_of_winter_new/",""
501,"ground_searing_laser","","",422,"",[1],"[1,6,7,30]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
502,"poisonous_concoction","Poisonous Concoction","Throws a bottle that explodes to deal unarmed attack damage in an area and has a chance to poison. Can consume charges from a Life flask to add further damage.",423,"Art/2DArt/SkillIcons/PoisonousConcoction.dds","[1,2,20]","[0,40,7,30,41,6,2,56,105]","","",1,"","",25,1,"[14699,14700,14701]","[24,423,757]",[],1,1,[17412],8,5,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",0
503,"temporal_rift","Temporal Rift","While active, passively leaves afterimages of your recent past. Cast the [Spell] to return to the oldest afterimage, teleporting to that location and resetting your Life, Mana and [EnergyShield|Energy Shield] to the values they had at the time.",424,"Art/2DArt/SkillIcons/SorceressTemporalistTemporalRift.dds",[4],"[1,89,11,4,138,119,180,104]","","",1,"","",25,1,"[14256,14704]","[13332,3239]",[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/temporal_rift/",""
504,"tornado","Tornado","Create a Tornado that chases enemies for a duration, while hindering and repeatedly damaging enemies around it.",425,"Art/2DArt/SkillIcons/DruidTornado.dds","[1,2]","[1,8,13,14,15,30,6,26,7,99,71,139,34]","","",1,"","",25,1,"[14702,14703]","[24,423]",[],1,1,[14312],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","",107,"","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
505,"tornado_triggered","Elemental Storm","Create a stationary [Fire], [Cold] or [Lightning] storm at a target location for a duration, based on the highest [ElementalDamage|Elemental Damage] type for the [HitDamage|Hit] that [Trigger|Triggered] the storm. [HitDamage|Hits] which do not deal [ElementalDamage|Elemental Damage] will not [Trigger] the storm.",426,"Art/2DArt/SkillIcons/SorceressElementalStorm.dds","[1,2]","[1,8,13,14,15,30,6,7,99,71,36,49,89,27,28,29]","","",1,"","",25,"","[14702,14703]","[24,423]",[],1,"",[14312],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/tornado_triggered/",""
506,"energy_blade","Energy Blade","Grants a buff which significantly lowers your maximum Energy Shield to transform your equipped weapons into Swords formed from that energy. Casting the spell again removes the buff. This skill cannot be triggered.",427,"Art/2DArt/SkillIcons/StormBlade.dds",[4],"[1,4,29,89]","","",1,"","",25,1,[],[],[],1,1,"[14670,14671]",8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",41
507,"soul_link","Soul Link","Targets an allied player to apply a buff which links you to them for a duration. While linked, your Energy Shield will intercept some of the damage they would take. If the target dies while linked, you will also die. This skill cannot be triggered, or used by Totems, Traps, or Mines.",428,"Art/2DArt/SkillIcons/SoulLink.dds","[3,1]","[1,4,8,106]","","",1,"","",25,1,[14693],[209],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
508,"flame_link","Flame Link","Targets an allied player to apply a buff which links you to them for a duration. While linked, they deal additional fire damage based on your life. If the target dies while linked, you will also die. This skill cannot be triggered, or used by Totems, Traps, or Mines.",429,"Art/2DArt/SkillIcons/FlameLink.dds","[3,1]","[1,4,8,106,27]","","",1,"","",25,1,[14694],[209],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
509,"vampiric_link","Vampiric Link","Targets an allied player to apply a buff which links you to them for a duration. While linked, they get recovery from your life leech instead of you. If the target dies while linked, you will also die. This skill cannot be triggered, or used by Totems, Traps, or Mines.",430,"Art/2DArt/SkillIcons/LeechLink.dds","[3,1]","[1,4,8,106]","","",1,"","",25,1,[14698],[209],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
510,"bulwark_link","Protective Link","Targets an allied player to apply a buff which links you to them for a duration. While linked, they copy your block chance and recover life when they block. If the target dies while linked, you will also die. This skill cannot be triggered, or used by Totems, Traps, or Mines.",431,"Art/2DArt/SkillIcons/BlockLink.dds","[3,1]","[1,4,8,106]","","",1,"","",25,1,[14696],[209],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
511,"intuitive_link","Intuitive Link","Targets an allied player to apply a buff which links you to them for a duration. While linked, their hits can trigger your supported spells. If the target dies while linked, you will also die. This skill cannot be triggered, or used by Totems, Traps, or Mines.",432,"Art/2DArt/SkillIcons/TriggerLink.dds","[3,1]","[1,4,8,106]","","",1,"","",25,1,[14695],[209],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
512,"destructive_link","Destructive Link","Targets an allied player to apply a buff which links you to them for a duration. While linked, they use your main hand critical strike chance. If the target dies while linked, you will also die. This skill cannot be triggered, or used by Totems, Traps, or Mines.",433,"Art/2DArt/SkillIcons/WitchArsonistSkeleton.dds","[3,1]","[1,4,8,106]","","",1,"","",25,1,[14697],[209],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
513,"hellscape_tentacle_grab","","",434,"","[2,1]","[1,6,7,71]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
514,"tangled_minion_arc","","",29,"Art/2DArt/SkillIcons/iconarc.dds",[3],"[1,6,13,14,15,18,21,30,29,69]","","",1,"","",25,1,"[4119,3870,4106,7529,7552]","[648,24,166,7530,7703]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
515,"bubble_shield","","",435,"Art/2DArt/SkillIcons/moltenshield.dds","[4,3]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
516,"black_star_laser_spears","","",436,"",[2],[],"","",1,"","",25,1,[],[],"[1,6,7]",1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
517,"sentinel_tag_beam","","",437,"",[2],[],"","",1,"","",25,"",[],[],[],"","",[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
518,"lightning_conduit","Lightning Conduit","Call down lightning to hit all enemies in a cone in front of you. Deals significantly more damage to [Shock|Shocked] enemies but [Consume|Consumes] [Shock|Shock] from them after damaging them. If a [Shock] is [Consume|Consumed], additional lightning bolts are distributed among the targets hit. Targeting close to you will cause you to jump back as you cast.",438,"Art/2DArt/SkillIcons/SorceressLightningConduit.dds","[1,24]","[1,6,7,14,13,15,30,21,29,71,136,69]","","",1,"","",25,1,"[16058,16057,16059,17309]","[24,423,210,17235]",[],1,1,[],8,5,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","",213,"","","",1,"Call down lightning bolts that devastate [Shock|Shocked] enemies.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/lightning_conduit/",""
519,"galvanic_field","Galvanic Field","Gain a [Buff] that boosts your [Shock] chance. [Shock|Shocking] an enemy consumes the [Buff] to attach an [Orb] of electricity to that enemy. The [Orb] fires bolts of electricity at nearby enemies until it expires.",439,"Art/2DArt/SkillIcons/GalvanicFieldWeaponSkill.dds",[4],"[1,6,7,4,8,29,18,99,30,139,143]","","",1,"","",25,1,"[16060,16061,16062,17309]","[24,210,166,17235]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"Gain a [Buff] that creates an [Orb] of static next time you [Shock].",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
520,"alchemists_mark","Alchemist's Mark","Curses a single enemy, granting flask charges when you hit them and creating Burning Ground under them if your hit Ignites them, and Caustic Ground if it Poisons them. Damage modifiers do not apply to these ground effects. You can only have one Mark at a time.",440,"Art/2DArt/SkillIcons/AlchemistsMark.dds","[1,2]","[1,13,14,15,21,30,68,69,84,85,97,7,8,71,27,41]","","",1,"","",25,1,[16056],[1383],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
521,"mtx_direct_line_of_ants","Direct Ants","Direct your ants to move to the target location.",441,"Art/2DArt/SkillIcons/LineOfAntsSkillIcon.dds","[1,20,21,22]","[110,1,47]","","",1,"","",25,1,[],[],[],"",1,[],8,"","","",[],"","",1,"","","","","","",1,"Direct your ants to move to the target location.",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
522,"mtx_polymorph_player","Polymorph","Polymorph a party member in town, or a player in your hideout, into an animal.",442,"Art/2DArt/SkillIcons/CatAspect.dds",[3],"[110,1,89]","","",1,"","",25,1,[],[],[],"",1,[],8,"","","",[],"","",1,"","","","","","",1,"Polymorph a party member in town, or a player in your hideout, into an animal.",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
523,"mtx_bestiary_stampede_quicksilver","","",443,"",[],"[110,30,89]","","",1,"","",25,"",[],[],[],"","",[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
524,"vaal_cleave","Vaal Cleave","The character swings their weapon (or both weapons if dual wielding) in an arc, damaging monsters in an area in front of them. Killing Blows on Rare or Unique enemies grant a buff that improves Cleave for a duration. Killing Blows on Rare Enemies also steal their modifiers for a secondary duration. Only works with Axes and Swords.",3,"Art/2DArt/SkillIcons/iconcleave.dds","[1,2]","[0,7,19,43,26,37,8,4]","","",1,"","",25,1,"[3839,4055,4025,5193,16569,16575,16576,17183]","[24,70,423,5228,578,16570,16571,17182]",[],1,1,[5195],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",13
525,"multistab_spear","Rapid Assault","Perform a series of six rapid stabs. The final stab inflicts [Bleeding] and leaves a spearhead stuck in the target, [Maim|Maiming] them for a duration. [Detonator] Skills will cause the stuck spearheads to explode, dealing further damage to the target and other nearby enemies.",444,"Art/2DArt/SkillIcons/HuntressRapidAssault.dds","[1,2]","[0,19,20,7,190,26,8]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","Art/Videos/SkillExamples/RapidAssault.bk2",142,"","","",1,"Perform six quick stabs and leave a spearhead stuck in the target.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/multistab_spear/",25
526,"retreating_strike","Impale","[DNT-UNUSED] Not the real active skill used. Delete?",445,"Art/2DArt/SkillIcons/Riposte.dds","[1,2]","[0,19,20,33,78,89,190,199]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",25
527,"advancing_strike","Blood Hunt","Lunge at a target and skewers them. Hitting an enemy that has suffered [BloodLoss|Blood Loss] will cause a blood explosion and also [Consume] [Bleeding]. This skill cannot be [AncestralBoost|Ancestrally Boosted].",446,"Art/2DArt/SkillIcons/HuntressBloodHuntSkillIcon.dds","[1,2]","[0,19,20,33,26,7,190,208,209]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35,4]","","",1,"","",141,"","","",1,"Dash to a target and cause an explosion if they've suffered sufficient [BloodLoss|Blood Loss].",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/advancing_strike/",25
528,"retreating_throw","Disengage","Jump back as you rupture the earth in front of you with spearpoints, damaging enemies. [Consume|Consumes] the [ParriedDebuff|Parried Debuff] on [HitDamage|Hitting] enemies to release a shockwave and grant you a [Charges|Frenzy Charge]. This skill can be used while using other skills, and causes [Strike|Strikes] and [Projectile|Projectiles] to miss you while jumping. This skill cannot be [AncestralBoost|Ancestrally Boosted].",445,"Art/2DArt/SkillIcons/ImpaleSkillIcon.dds","[1,2]","[0,19,7,33,78,20,161,190,199,89,208,145,215]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",138,"","","",1,"Jump away from enemies as you attack them.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/retreating_throw/",25
529,"drive_by_charge","","",447,"Art/2DArt/SkillIcons/iconshieldcharge.dds","[1,2]","[0,19,33,78]","","",1,"","",25,1,[],[],[],1,1,[],8,6,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35,37]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",36
530,"sandstorm_swipe","Whirling Slash","Perform a circular slash that kicks up a [Whirlwind] around you, [Slow|Slowing] enemies and [Blind|Blinding] them in its area of effect. Leaving the area collapses the storm, dealing damage and causing [Knockback].",448,"Art/2DArt/SkillIcons/HuntressWhirlingSlash.dds","[1,2,31]","[0,19,7,20,186,190,160]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","Art/Videos/SkillExamples/WhirlingSlash.bk2",128,"","","",1,"Kick up a [Whirlwind] with your swing.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/sandstorm_swipe/",25
531,"whirlwind_spear","Whirlwind Spear","A two-swing attack, swiping to one side, then the other. Struck enemies are knocked in front of the user.",449,"Art/2DArt/BuffIcons/StaffMastery.dds","[1,2]","[0,19,7,26,190]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",25
532,"spear_wall","Spearfield","Stab the ground causing multiple spears to burst out of the ground in front of you in a large area. The spears remain for a duration, or explode when enemies touch them, damaging and [Maim|Maiming] them.",450,"Art/2DArt/SkillIcons/HuntressSpearField.dds","[18,11,23]","[0,7,19,150,190,202,8]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","Art/Videos/SkillExamples/SpearField.bk2",130,"","","",1,"Burst a large number of spears from the ground.",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/spear_wall/statset_0/",25
533,"summon_meta_demon_caster","Summon Demon Magus","Activate to summon a [Reviving] Demon Magus which casts socketed [Spell|Spells] in order.",451,"Art/2DArt/SkillIcons/SpellcastingMinionSupport.dds",[4],"[76,127,121,11,138,197,218]","","",1,"","",25,"",[],[],"[1,27]",1,"",[],8,"","","",[],"","",1,"","",172,"",56,"",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
534,"lightning_burst","Lightning Spear","Throw a single copy of your spear. When it hits an enemy it bursts, firing secondary lightning bolt [Projectile|Projectiles] at multiple other enemies within a large area around it. Consumes a [Charges|Frenzy Charge] if possible to cause the main spear to split into multiple copies on impact, each of which then bursts.",452,"Art/2DArt/SkillIcons/HuntressStormSpear.dds","[1,2]","[0,40,2,10,56,29,7,139,69,190,196]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",131,"Metadata/Monsters/Companions/AIScripts/Generic.ais","","",1,"Throw a charged spear that zaps a number of enemies.",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/lightning_burst/statset_0/",25
