"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","GenerationType","Families","Stat1Value","i32","Stat2Value","i32","Stat3Value","i32","Stat4Value","i32","SpawnWeight_Tags","SpawnWeight_Values","Tags","GrantedEffectsPerLevel","AuraFlags","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Value","i32","Stat5","FullAreaClear_AchievementItems","AchievementItems","GenerationWeight_Tags","GenerationWeight_Values","ModifyMapsAchievements","IsEssenceOnlyModifier","Stat6Value","i32","Stat6","MaxLevel","bool","CraftingItemClassRestrictions","MonsterOnDeath","i32","HeistAchievements","Heist_SubStatValue1","Heist_SubStatValue2","Heist_Stat0","Heist_Stat1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceType","ImplicitTags","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BuffTemplate","ArchnemesisMinionMod","HASH32","[rid]","i32","[rid]","RadiusJewelType"
6996,"BleedOnHitGainedDexMasterVendorItemUpdated_",52580,1115,1,2738,"","","",1,"Tora's",1,[492],25,25,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[315,313,319,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",12766630,[],0,[],3
6997,"AlwaysHitsStrDexMasterVendorItem",42871,452,1,669,"","","",1,"Vagan's",1,[146],1,1,0,0,0,0,0,0,[],[],[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[319],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",786532758,[],0,[],3
6998,"MapInvasionBossMasterVendorItem",24270,2102,1,2380,451,1004,11547,1,"Kirac's",1,[976],1,1,0,0,0,0,1,1,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3333527679,[],0,[],3
6999,"MapAreaContainsInvasionBosses",54241,2102,1,2380,451,1004,11547,1,"",3,[976],5,5,0,0,0,0,1,1,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3523740137,[],0,[],3
7000,"MapAnarchyExiles",52328,2125,0,1004,2165,1609,451,1,"",3,[1192],0,0,3,3,1,1,0,0,[],[],[],[],[],"",[],[],1,1,11547,[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3581286686,[],0,[],3
7001,"MapAnarchyExilesCrafted",44298,2125,0,1004,2165,1609,451,1,"",3,[1192],0,0,2,2,1,1,0,0,[],[],[],[],[],"",[],[],1,1,11547,[],[],[],[],[],"",0,0,"",100,"",[35],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3655759133,[],0,[],3
7002,"HarvestInfusedMapAnarchyExiles",18982,2125,0,1004,2165,1609,451,1,"",3,[1192],0,0,12,12,1,1,0,0,[],[],[],[],[],"",[],[],1,1,11547,[],[],[],[],[],"",0,0,"",100,"",[35],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",73748035,[],0,[],3
7003,"MapForcedMission",47741,2112,1,2241,2271,2321,"",6,"",3,"[1112,1111]",0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1278277197,[],0,[],3
7004,"MapOnslaught_",42465,2113,0,3392,1004,451,958,6,"",3,[1180],1,1,20,20,0,0,20,20,[],[],[],[],[],"",[],[],20,20,959,[],[],[],[],[],"",20,20,957,100,"",[35],"",2,[],0,0,11547,"",0,0,6,"[319,34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2376935500,[],0,[],3
7005,"MapOnslaughtEvent",2396,2114,0,3392,11547,"","",6,"",3,[1180],1,1,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1321813909,[],0,[],3
7006,"StrDexMissionIsDummyEvent",1511,2115,1,2384,"","","",3,"",3,[1181],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",869611058,[],0,[],3
7007,"DexMissionChieftainBossAreaOfEffect",51069,2118,1,423,"","","",3,"",3,[153],125,125,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2576113393,[],0,[],3
7008,"DexMissionChieftainBossBaseTotemRange",46995,2119,1,830,"","","",3,"",3,[557],80,80,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4129505712,[],0,[],3
7009,"StrMasterItemGenerationCannotChangePrefixes",4074,2124,1,2389,"","","",10,"of Prefixes",2,[1187],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"","[7,11,12,9,6,32,16,17,15,14,57,8,13,24,22,23,25,26,5,4,21,20]","",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",973878758,[],0,[],3
7010,"DexMasterItemGenerationCannotChangeSuffixes",38446,2120,1,2390,"","","",10,"Suffixed",1,[1188],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"","[7,11,12,9,6,32,16,17,15,14,57,8,13,24,22,23,25,26,5,4,21,20]","",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3983965016,[],0,[],3
7011,"IntMasterItemGenerationCannotRollAttackAffixes",51323,2121,1,2392,"","","",10,"of Spellcraft",2,[1189],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"","[7,11,12,9,6,32,16,17,15,14,57,8,13,24,22,23,25,26,5,4,21,20]","",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",586869377,[],0,[],3
7012,"StrDexMasterItemGenerationCannotRollCasterAffixes",23302,2122,1,2391,"","","",10,"of Weaponcraft",2,[1190],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"","[7,11,12,9,6,32,16,17,15,14,57,8,13,24,22,23,25,26,5,4,21,20]","",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2015044381,[],0,[],3
7013,"StrIntMasterItemGenerationCanHaveMultipleCraftedMods",59997,2123,1,2393,"","","",10,"of Crafting",2,[1191],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"","[7,11,12,9,6,32,16,17,15,14,57,8,13,24,22,23,25,26,5,4,21,20]","",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",311032020,[],0,[],3
7014,"MapRampageLeagueCrafted",44876,2126,0,2264,451,1004,"",6,"",3,[1193],1,1,0,0,20,20,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[35],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",630033089,[],0,[],3
7015,"HarvestInfusedMapRampageLeagueCrafted",58010,2126,0,2264,451,1004,"",6,"",3,[1193],1,1,0,0,20,20,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[35],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2741649904,[],0,[],3
7016,"MapBeyondLeagueCrafted",12503,2127,0,1004,2269,451,11547,6,"",3,[1194],0,0,1,1,0,0,1,1,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[35],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3046737230,[],0,[],3
7017,"HarvestInfusedMapBeyondLeagueCrafted",10973,2127,0,1004,2269,451,11547,6,"",3,[1194],0,0,1,1,0,0,1,1,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4259108609,[],0,[],3
7018,"SocketedGemHasElementalEquilibriumUniqueRing25",46611,2128,1,2349,451,"","",1,"",3,[1195],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[585,605,579,318,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3533333641,[],0,[],3
7019,"SocketedGemHasSecretsOfSufferingUnique__1",41644,2129,1,11999,"","","",1,"",3,[1196],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[585,318,309,310,311,572,583,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1069391121,[],0,[],3
7020,"ImmuneToElementalAilmentsWhileLifeAndManaCloseUnique__1",1977,6635,1,13216,"","","",1,"",3,[3335],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1376540085,[],0,[],3
7021,"FireResistanceWhenSocketedWithRedGemUniqueRing25",55111,2130,1,2350,"","","",1,"",3,[1197],75,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,580,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",420597334,[],0,[],3
7022,"LightningResistanceWhenSocketedWithBlueGemUniqueRing25",61562,2131,1,2352,"","","",1,"",3,[1198],75,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,580,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",668391340,[],0,[],3
7023,"ColdResistanceWhenSocketedWithGreenGemUniqueRing25",49676,2132,1,2351,"","","",1,"",3,[1199],75,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,580,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3785171857,[],0,[],3
7024,"ReducedLevelRequirementUniqueRing25",61992,2133,1,2395,"","","",1,"",3,[1200],-40,-40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1302380424,[],0,[],3
7025,"ReducedLevelRequirementUnique__1",27352,2133,1,2395,"","","",1,"",3,[1200],-15,-15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",632377193,[],0,[],3
7026,"ReducedLevelRequirementUnique__2_",47157,2133,1,2395,"","","",1,"",3,[1200],-100,-100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1004700631,[],0,[],3
7027,"LightningPenetrationUniqueStaff8",54176,2134,1,582,"","","",1,"",3,[1201],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3043649226,[],0,[],3
7028,"LightningPenetrationUnique__1",31884,2134,1,582,"","","",1,"",3,[1201],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3379148261,[],0,[],3
7029,"LightningPenetrationWarbands",31327,2134,60,582,"","","",1,"Turncoat's",1,[1201],6,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1624185488,[],0,[],3
7030,"LightningResistancePenetrationEssence1_",41818,2134,42,582,"","","",1,"Essences",1,[1201],5,5,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",928617475,[],0,[],3
7031,"LightningResistancePenetrationEssence2",50909,2134,58,582,"","","",1,"Essences",1,[1201],6,6,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2308853571,[],0,[],3
7032,"LightningResistancePenetrationEssence3",24710,2134,74,582,"","","",1,"Essences",1,[1201],7,7,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",442333915,[],0,[],3
7033,"LightningResistancePenetrationEssence4",23907,2134,82,582,"","","",1,"Essences",1,[1201],8,8,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1216419298,[],0,[],3
7034,"LightningResistancePenetrationTwoHandEssence1_",47010,2134,42,582,"","","",1,"Essences",1,[1201],9,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3503777653,[],0,[],3
7035,"LightningResistancePenetrationTwoHandEssence2",60527,2134,58,582,"","","",1,"Essences",1,[1201],11,12,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2529065681,[],0,[],3
7036,"LightningResistancePenetrationTwoHandEssence3_",3292,2134,74,582,"","","",1,"Essences",1,[1201],13,14,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2944443228,[],0,[],3
7037,"LightningResistancePenetrationTwoHandEssence4",62379,2134,82,582,"","","",1,"Essences",1,[1201],15,16,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2181263784,[],0,[],3
7038,"FireResistancePenetrationWarbands",49310,2916,60,580,"","","",1,"Betrayer's",1,[1562],6,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2678873906,[],0,[],3
7039,"FireResistancePenetrationEssence1",40088,2916,26,580,"","","",1,"Essences",1,[1562],4,4,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",863547360,[],0,[],3
7040,"FireResistancePenetrationEssence2",32409,2916,42,580,"","","",1,"Essences",1,[1562],5,5,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",454583681,[],0,[],3
7041,"FireResistancePenetrationEssence3",33922,2916,58,580,"","","",1,"Essences",1,[1562],6,6,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1757867076,[],0,[],3
7042,"FireResistancePenetrationEssence4___",13375,2916,74,580,"","","",1,"Essences",1,[1562],7,7,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",700063109,[],0,[],3
7043,"FireResistancePenetrationEssence5",62752,2916,82,580,"","","",1,"Essences",1,[1562],8,8,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3177203776,[],0,[],3
7044,"FireResistancePenetrationTwoHandEssence1",15650,2916,26,580,"","","",1,"Essences",1,[1562],7,8,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",190133879,[],0,[],3
7045,"FireResistancePenetrationTwoHandEssence2_",57857,2916,42,580,"","","",1,"Essences",1,[1562],9,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",382530765,[],0,[],3
7046,"FireResistancePenetrationTwoHandEssence3",7529,2916,58,580,"","","",1,"Essences",1,[1562],11,12,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2747645612,[],0,[],3
7047,"FireResistancePenetrationTwoHandEssence4",60988,2916,74,580,"","","",1,"Essences",1,[1562],13,14,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1996593469,[],0,[],3
7048,"FireResistancePenetrationTwoHandEssence5",31294,2916,82,580,"","","",1,"Essences",1,[1562],15,16,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2908542818,[],0,[],3
7049,"ColdResistancePenetrationWarbands",20968,2917,60,581,"","","",1,"Deceiver's",1,[1563],6,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1900093609,[],0,[],3
7050,"ColdResistancePenetrationEssence1",55143,2917,10,581,"","","",1,"Essences",1,[1563],3,3,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1660794266,[],0,[],3
7051,"ColdResistancePenetrationEssence2",51804,2917,26,581,"","","",1,"Essences",1,[1563],4,4,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1639361514,[],0,[],3
7052,"ColdResistancePenetrationEssence3",47742,2917,42,581,"","","",1,"Essences",1,[1563],5,5,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3923137448,[],0,[],3
7053,"ColdResistancePenetrationEssence4_",4292,2917,58,581,"","","",1,"Essences",1,[1563],6,6,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2953748682,[],0,[],3
7054,"ColdResistancePenetrationEssence5",52363,2917,74,581,"","","",1,"Essences",1,[1563],7,7,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1945419647,[],0,[],3
7055,"ColdResistancePenetrationEssence6_",7216,2917,82,581,"","","",1,"Essences",1,[1563],8,8,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1315000913,[],0,[],3
7056,"ColdResistancePenetrationTwoHandEssence1",35636,2917,10,581,"","","",1,"Essences",1,[1563],5,6,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3206820880,[],0,[],3
7057,"ColdResistancePenetrationTwoHandEssence2",16352,2917,26,581,"","","",1,"Essences",1,[1563],7,8,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2053129600,[],0,[],3
7058,"ColdResistancePenetrationTwoHandEssence3",9381,2917,42,581,"","","",1,"Essences",1,[1563],9,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4057191798,[],0,[],3
7059,"ColdResistancePenetrationTwoHandEssence4",13999,2917,58,581,"","","",1,"Essences",1,[1563],11,12,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2735510947,[],0,[],3
7060,"ColdResistancePenetrationTwoHandEssence5",35846,2917,74,581,"","","",1,"Essences",1,[1563],13,14,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1644228102,[],0,[],3
7061,"ColdResistancePenetrationTwoHandEssence6__",34128,2917,82,581,"","","",1,"Essences",1,[1563],15,16,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1933178473,[],0,[],3
7062,"FirePenetrationUnique__1",50056,2916,81,580,"","","",1,"",3,[1562],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1690543947,[],0,[],3
7063,"ManaLeechFromLightningDamageUniqueStaff8",48923,2135,1,451,"","","",1,"",3,[1202],200,200,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2561746858,[],0,[],3
7064,"ManaLeechPermyriadFromLightningDamageUniqueStaff8",58705,2136,1,451,"","","",1,"",3,[1202],40,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4167376180,[],0,[],3
7065,"AllSocketsAreWhiteUniqueRing25",4366,2138,1,228,"","","",1,"",3,[1204],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2204799588,[],0,[],3
