"rownum","Id","bool","i32","Name","AOFiles","bool","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","[rid]","string","i32","i32","bool","rid","rid","bool","bool","[string]","bool","[string]","bool","bool","bool","i32","i32","rid","bool"
960,"Metadata/Chests/BetrayalChests/HardModeRings2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,25,974127104,2,-16908288,-16843010,-16843010,-16843010,16842494,0,268435456,570,0,0,536870912,570,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,536870912,570,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,2500,"",1
961,"Metadata/Chests/BetrayalChests/HardModeRings3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,981860352,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-2046820352,570,0,0,-1778384896,570,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1778384896,570,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,3500,"",1
962,"Metadata/Chests/BetrayalChests/HardModeRings4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,989593600,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-67108864,570,0,0,201326592,571,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,201326592,571,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,3500,"",1
963,"Metadata/Chests/BetrayalChests/HardModeAmulets1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,997588992,2,-16908288,-16843010,-16843010,-16843010,16842494,0,1979711488,571,0,0,-2046820352,571,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2046820352,571,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,1500,"",1
964,"Metadata/Chests/BetrayalChests/HardModeAmulets2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,25,1005584384,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-268435456,571,0,0,0,572,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,0,572,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,2500,"",1
965,"Metadata/Chests/BetrayalChests/HardModeAmulets3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,1013579776,2,-16908288,-16843010,-16843010,-16843010,16842494,0,1778384896,572,0,0,2046820352,572,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2046820352,572,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,3500,"",1
966,"Metadata/Chests/BetrayalChests/HardModeAmulets4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,1021575168,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-469762048,572,0,0,-201326592,572,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-201326592,572,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,3500,"",1
967,"Metadata/Chests/BetrayalChests/HardModeJewel1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,1029308416,2,-16908288,-16843010,-16843010,-16843010,16842494,0,1509949440,573,0,0,1778384896,573,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1778384896,573,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,1500,"",1
968,"Metadata/Chests/BetrayalChests/HardModeJewel2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,25,1037041664,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-805306368,573,0,0,-536870912,573,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-536870912,573,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,2500,"",1
969,"Metadata/Chests/BetrayalChests/HardModeJewel3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,1044774912,2,-16908288,-16843010,-16843010,-16843010,16842494,0,1174405120,574,0,0,1442840576,574,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1442840576,574,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,3500,"",1
970,"Metadata/Chests/BetrayalChests/HardModeJewel4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,1052508160,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-1140850688,574,0,0,-872415232,574,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-872415232,574,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,3500,"",1
971,"Metadata/Chests/BetrayalChests/HardModeFlasks1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,1060372480,2,-16908288,-16843010,-16843010,-16843010,16842494,0,872415232,575,0,0,1140850688,575,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1140850688,575,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,1500,"",1
972,"Metadata/Chests/BetrayalChests/HardModeFlasks2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,25,1068236800,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-1409286144,575,0,0,-1140850688,575,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1140850688,575,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,2500,"",1
973,"Metadata/Chests/BetrayalChests/HardModeFlasks3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,1076101120,2,-16908288,-16843010,-16843010,-16843010,16842494,0,603979776,576,0,0,872415232,576,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,872415232,576,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,3500,"",1
974,"Metadata/Chests/BetrayalChests/HardModeFlasks4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,1083965440,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-1677721600,576,0,0,-1409286144,576,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1409286144,576,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,3500,"",1
975,"Metadata/Chests/BetrayalChests/HardModeMaps1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,1091567616,2,-16908288,-16843010,-16843010,-16843010,16842494,0,268435456,577,0,0,536870912,577,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,536870912,577,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,1500,"",1
976,"Metadata/Chests/BetrayalChests/HardModeMaps2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,25,1099169792,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-2080374784,577,0,0,-1811939328,577,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1811939328,577,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,2500,"",1
977,"Metadata/Chests/BetrayalChests/HardModeMaps3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,1106771968,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-134217728,577,0,0,134217728,578,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,134217728,578,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,3500,"",1
978,"Metadata/Chests/BetrayalChests/HardModeMaps4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,45,1114374144,2,-16908288,-16843010,-16843010,-16843010,16842494,0,1811939328,578,0,0,2080374784,578,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2080374784,578,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,4500,"",1
979,"Metadata/Chests/BetrayalChests/HardModeCurrency1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,1122500608,2,-16908288,-16843010,-16843010,-16843010,65278,0,-402653184,578,0,0,-402653184,578,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-402653184,578,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,1500,"",1
980,"Metadata/Chests/BetrayalChests/HardModeCurrency2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,25,1129578496,2,-16908288,-16843010,-16843010,-16843010,65278,0,1409286144,579,0,0,1409286144,579,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1409286144,579,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,2500,"",1
981,"Metadata/Chests/BetrayalChests/HardModeCurrency3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,1136656384,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1073741824,579,0,0,-1073741824,579,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1073741824,579,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,3500,"",1
982,"Metadata/Chests/BetrayalChests/HardModeCurrency4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,45,1143734272,2,-16908288,-16843010,-16843010,-16843010,65278,0,738197504,580,0,0,738197504,580,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,738197504,580,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,4500,"",1
983,"Metadata/Chests/BetrayalChests/HardModeQualityCurrency1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,15,1151729664,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1509949440,580,0,0,-1509949440,580,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1509949440,580,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,1500,"",1
984,"Metadata/Chests/BetrayalChests/HardModeQualityCurrency2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,25,1159725056,2,-16908288,-16843010,-16843010,-16843010,65278,0,536870912,581,0,0,536870912,581,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,536870912,581,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,2500,"",1
985,"Metadata/Chests/BetrayalChests/HardModeQualityCurrency3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,1167720448,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1711276032,581,0,0,-1711276032,581,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1711276032,581,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,3500,"",1
986,"Metadata/Chests/BetrayalChests/HardModeQualityCurrency4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,45,1175715840,2,-16908288,-16843010,-16843010,-16843010,65278,0,335544320,582,0,0,335544320,582,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,335544320,582,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],1,[],"","","",1,4500,"",1
987,"Metadata/Chests/BetrayalChests/HardModeAmbushScarab1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1183318016,2,-16908288,-16843010,-16843010,-16843010,65278,0,-2013265920,582,0,0,-2013265920,582,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2013265920,582,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
988,"Metadata/Chests/BetrayalChests/HardModeAmbushScarab2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1190920192,2,-16908288,-16843010,-16843010,-16843010,65278,0,-67108864,582,0,0,-67108864,582,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-67108864,582,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
989,"Metadata/Chests/BetrayalChests/HardModeAmbushScarab3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1198522368,2,-16908288,-16843010,-16843010,-16843010,65278,0,1879048192,583,0,0,1879048192,583,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1879048192,583,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
990,"Metadata/Chests/BetrayalChests/HardModeAmbushScarab4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1206124544,2,-16908288,-16843010,-16843010,-16843010,65278,0,-469762048,583,0,0,-469762048,583,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-469762048,583,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
991,"Metadata/Chests/BetrayalChests/HardModeUniqueScarab1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1213726720,2,-16908288,-16843010,-16843010,-16843010,65278,0,1476395008,584,0,0,1476395008,584,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1476395008,584,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
992,"Metadata/Chests/BetrayalChests/HardModeUniqueScarab2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1221328896,2,-16908288,-16843010,-16843010,-16843010,65278,0,-872415232,584,0,0,-872415232,584,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-872415232,584,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
993,"Metadata/Chests/BetrayalChests/HardModeUniqueScarab3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1228931072,2,-16908288,-16843010,-16843010,-16843010,65278,0,1073741824,585,0,0,1073741824,585,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1073741824,585,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
994,"Metadata/Chests/BetrayalChests/HardModeUniqueScarab4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1236533248,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1275068416,585,0,0,-1275068416,585,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1275068416,585,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
995,"Metadata/Chests/BetrayalChests/HardModeHarbingerScarab1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1244528640,2,-16908288,-16843010,-16843010,-16843010,65278,0,771751936,586,0,0,771751936,586,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,771751936,586,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
996,"Metadata/Chests/BetrayalChests/HardModeHarbingerScarab2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1252524032,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1476395008,586,0,0,-1476395008,586,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1476395008,586,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
997,"Metadata/Chests/BetrayalChests/HardModeHarbingerScarab3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1260519424,2,-16908288,-16843010,-16843010,-16843010,65278,0,570425344,587,0,0,570425344,587,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,570425344,587,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
998,"Metadata/Chests/BetrayalChests/HardModeHarbingerScarab4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1268514816,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1677721600,587,0,0,-1677721600,587,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1677721600,587,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
999,"Metadata/Chests/BetrayalChests/HardModeLegionScarab1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1276116992,2,-16908288,-16843010,-16843010,-16843010,65278,0,268435456,588,0,0,268435456,588,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,268435456,588,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1000,"Metadata/Chests/BetrayalChests/HardModeLegionScarab2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1283719168,2,-16908288,-16843010,-16843010,-16843010,65278,0,-2080374784,588,0,0,-2080374784,588,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2080374784,588,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1001,"Metadata/Chests/BetrayalChests/HardModeLegionScarab3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1291321344,2,-16908288,-16843010,-16843010,-16843010,65278,0,-134217728,588,0,0,-134217728,588,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-134217728,588,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1002,"Metadata/Chests/BetrayalChests/HardModeLegionScarab4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1298923520,2,-16908288,-16843010,-16843010,-16843010,65278,0,1811939328,589,0,0,1811939328,589,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1811939328,589,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1003,"Metadata/Chests/BetrayalChests/HardModeShaperScarab1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1306525696,2,-16908288,-16843010,-16843010,-16843010,65278,0,-536870912,589,0,0,-536870912,589,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-536870912,589,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1004,"Metadata/Chests/BetrayalChests/HardModeShaperScarab2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1314127872,2,-16908288,-16843010,-16843010,-16843010,65278,0,1409286144,590,0,0,1409286144,590,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1409286144,590,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1005,"Metadata/Chests/BetrayalChests/HardModeShaperScarab3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1321730048,2,-16908288,-16843010,-16843010,-16843010,65278,0,-939524096,590,0,0,-939524096,590,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-939524096,590,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1006,"Metadata/Chests/BetrayalChests/HardModeShaperScarab4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1329332224,2,-16908288,-16843010,-16843010,-16843010,65278,0,1006632960,591,0,0,1006632960,591,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1006632960,591,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1007,"Metadata/Chests/BetrayalChests/HardModeAbyssScarab1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1336803328,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1375731712,591,0,0,-1375731712,591,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1375731712,591,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1008,"Metadata/Chests/BetrayalChests/HardModeAbyssScarab2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1344274432,2,-16908288,-16843010,-16843010,-16843010,65278,0,536870912,592,0,0,536870912,592,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,536870912,592,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1009,"Metadata/Chests/BetrayalChests/HardModeAbyssScarab3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1351745536,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1845493760,592,0,0,-1845493760,592,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1845493760,592,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1010,"Metadata/Chests/BetrayalChests/HardModeAbyssScarab4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1359216640,2,-16908288,-16843010,-16843010,-16843010,65278,0,67108864,593,0,0,67108864,593,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,67108864,593,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1011,"Metadata/Chests/BetrayalChests/HardModeMetamorphScarab1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1367212032,2,-16908288,-16843010,-16843010,-16843010,65278,0,2113929216,593,0,0,2113929216,593,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2113929216,593,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1012,"Metadata/Chests/BetrayalChests/HardModeMetamorphScarab2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1375207424,2,-16908288,-16843010,-16843010,-16843010,65278,0,-134217728,593,0,0,-134217728,593,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-134217728,593,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1013,"Metadata/Chests/BetrayalChests/HardModeMetamorphScarab3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1383202816,2,-16908288,-16843010,-16843010,-16843010,65278,0,1912602624,594,0,0,1912602624,594,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1912602624,594,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
1014,"Metadata/Chests/BetrayalChests/HardModeMetamorphScarab4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,30,1391198208,2,-16908288,-16843010,-16843010,-16843010,65278,0,-335544320,594,0,0,-335544320,594,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-335544320,594,-33554432,-16843010,-16843010,-16843010,-285278466,417,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3000,"",1
