"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32_178","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","AtlasGroup","SoundEffect","NameHardmode","NameHardmode (French)","NameHardmode (German)","NameHardmode (Japanese)","NameHardmode (Korean)","NameHardmode (Portuguese)","NameHardmode (Russian)","NameHardmode (Spanish)","NameHardmode (Thai)","NameHardmode (Traditional Chinese)","HasHardmodeAlternate","Stat1ValueHardmode","Stat2ValueHardmode","Stat3ValueHardmode","Stat4ValueHardmode","Stat5ValueHardmode","StatsHardmode","SkillPointsGrantedHardmode","BuffsHardmode","IsAtlasWormhole","DescendancyKey","GrantedEffectsPerLevelHardmode","BrequelSubTree","IsBrequelStartingNode","bool_351","IsBrequelWomb"
3811,"atlas_delve_6_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AtlasNikoSulphiteNotable.dds",[20041],100,0,0,0,53716,"The Price of Progress","Le prix du progrès","Der Preis des Fortschritts","進捗の対価","진보의 대가","O Preço do Progresso","Цена прогресса","El precio del progreso","The Price of Progress","預知進程",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","",1,25,0,0,0,0,[20041],0,[],"","","","","","",""
3812,"atlas_domination_1_1","Art/2DArt/SkillIcons/passives/AtlasTrees/ShrinesNode.dds",[17113],25,0,0,0,2585,"Domination Shrine Duration","Durée des Autels","Dauer von Schreinen","ドミネーションシュライン持続時間","지배 성소 지속시간","Duração de Altar Domination","Длительность алтаря Господства","Duración de santuarios de Domination","แท่นบูชา - ระยะเวลาแท่นบูชา","支配神殿持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","",1,25,0,0,0,0,[17113],0,[],"","","","","","",""
3813,"atlas_domination_1_2","Art/2DArt/SkillIcons/passives/AtlasTrees/ShrinesNode.dds",[17113],25,0,0,0,63744,"Domination Shrine Duration","Durée des Autels","Dauer von Schreinen","ドミネーションシュライン持続時間","지배 성소 지속시간","Duração de Altar Domination","Длительность алтаря Господства","Duración de santuarios de Domination","แท่นบูชา - ระยะเวลาแท่นบูชา","支配神殿持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","",1,25,0,0,0,0,[17113],0,[],"","","","","","",""
3814,"atlas_domination_1_3_","Art/2DArt/SkillIcons/passives/AtlasTrees/ShrinesNode.dds",[2504],1,0,0,0,20503,"Supplication","Supplication","Flehen","哀願","탄원","Suplicação","Торжество","Súplica","Supplication","懇求",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Supplication","Supplication","Flehen","哀願","탄원","Suplicação","Торжество","Súplica","Supplication","懇求",1,10,0,0,0,0,[17189],0,[],"","","","","","",""
3815,"atlas_domination_1_4","Art/2DArt/SkillIcons/passives/AtlasTrees/ShrinesNode.dds",[17113],25,0,0,0,23769,"Domination Shrine Duration","Durée des Autels","Dauer von Schreinen","ドミネーションシュライン持続時間","지배 성소 지속시간","Duração de Altar Domination","Длительность алтаря Господства","Duración de santuarios de Domination","แท่นบูชา - ระยะเวลาแท่นบูชา","支配神殿持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","",1,25,0,0,0,0,[17113],0,[],"","","","","","",""
3816,"atlas_domination_2_1","Art/2DArt/SkillIcons/passives/AtlasTrees/ShrinesNode.dds",[13975],20,0,0,0,47692,"Domination Shrine Chance","Chances d'Autel","Chance auf Schreine","ドミネーションシュライン出現確率","지배 성소 확률","Chance de Altar Domination","Шанс появления алтаря Господства","Probabilidad de santuario de Domination","แท่นบูชา - โอกาสแท่นบูชา","支配神殿機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Domination Shrine Chance","Chances d'Autel","Chance auf Schreine","ドミネーションシュライン出現確率","지배 성소 확률","Chance de Altar da Domination","Шанс появления алтаря Господства","Probabilidad de santuario de Domination","แท่นบูชา - โอกาสแท่นบูชา","支配神殿機率",1,1,0,0,0,0,[17189],0,[],"","","","","","",""
3817,"atlas_domination_2_2","Art/2DArt/SkillIcons/passives/AtlasTrees/ShrinesNode.dds",[13975],20,0,0,0,61121,"Domination Shrine Chance","Chances d'Autel","Chance auf Schreine","ドミネーションシュライン出現確率","지배 성소 확률","Chance de Altar Domination","Шанс появления алтаря Господства","Probabilidad de santuario de Domination","แท่นบูชา - โอกาสแท่นบูชา","支配神殿機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Domination Shrine Chance","Chances d'Autel","Chance auf Schreine","ドミネーションシュライン出現確率","지배 성소 확률","Chance de Altar da Domination","Шанс появления алтаря Господства","Probabilidad de santuario de Domination","แท่นบูชา - โอกาสแท่นบูชา","支配神殿機率",1,1,0,0,0,0,[17189],0,[],"","","","","","",""
3818,"atlas_domination_2_3","Art/2DArt/SkillIcons/passives/AtlasTrees/Shrines.dds","[15687,15986]",1,50,0,0,1928,"Drawn to Power","Pouvoir attrayant","Von der Macht angezogen","力に引かれる者","힘의 유혹","Atraído Pelo Poder","Влекомые силой","Atraído por el poder","Drawn to Power","權力泥沼",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
3819,"atlas_domination_2_4","Art/2DArt/SkillIcons/passives/AtlasTrees/ShrinesNode.dds",[17095],20,0,0,0,8645,"Domination Shrine Effect","Effet des Autels","Wirkung von Schreinen","ドミネーションシュライン効果","지배 성소 효과","Efeito de Altar Domination","Эффект алтаря Господства","Efecto de santuarios de Domination","แท่นบูชา - ผลของแท่นบูชา","支配神殿效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Domination Shrine Chance","Chances d'Autel","Chance auf Schreine","ドミネーションシュライン出現確率","지배 성소 확률","Chance de Altar da Domination","Шанс появления алтаря Господства","Probabilidad de santuario de Domination","แท่นบูชา - โอกาสแท่นบูชา","支配神殿機率",1,1,0,0,0,0,[17189],0,[],"","","","","","",""
3820,"atlas_domination_2_5","Art/2DArt/SkillIcons/passives/AtlasTrees/Shrines.dds","[5792,17095]",1,30,0,0,24679,"Syncretism","Syncrétisme","Synkretismus","シンクレティズム","혼합주의","Sincretismo","Синкретизм","Sincretismo","Syncretism","融合",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Syncretism","Syncrétisme","Synkretismus","シンクレティズム","혼합주의","Syncretism","Синкретизм","Sincretismo","Syncretism","融合",1,50,0,0,0,0,[17095],0,[],"","","","","","",""
3821,"atlas_domination_3_1","Art/2DArt/SkillIcons/passives/AtlasTrees/ShrinesNode.dds",[13975],20,0,0,0,55477,"Domination Shrine Chance","Chances d'Autel","Chance auf Schreine","ドミネーションシュライン出現確率","지배 성소 확률","Chance de Altar Domination","Шанс появления алтаря Господства","Probabilidad de santuario de Domination","แท่นบูชา - โอกาสแท่นบูชา","支配神殿機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Domination Shrine Chance","Chances d'Autel","Chance auf Schreine","ドミネーションシュライン出現確率","지배 성소 확률","Chance de Altar da Domination","Шанс появления алтаря Господства","Probabilidad de santuario de Domination","แท่นบูชา - โอกาสแท่นบูชา","支配神殿機率",1,1,0,0,0,0,[17189],0,[],"","","","","","",""
3822,"atlas_domination_3_2","Art/2DArt/SkillIcons/passives/AtlasTrees/ShrinesNode.dds",[13975],20,0,0,0,3810,"Domination Shrine Chance","Chances d'Autel","Chance auf Schreine","ドミネーションシュライン出現確率","지배 성소 확률","Chance de Altar Domination","Шанс появления алтаря Господства","Probabilidad de santuario de Domination","แท่นบูชา - โอกาสแท่นบูชา","支配神殿機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Domination Shrine Chance","Chances d'Autel","Chance auf Schreine","ドミネーションシュライン出現確率","지배 성소 확률","Chance de Altar da Domination","Шанс появления алтаря Господства","Probabilidad de santuario de Domination","แท่นบูชา - โอกาสแท่นบูชา","支配神殿機率",1,1,0,0,0,0,[17189],0,[],"","","","","","",""
3823,"atlas_domination_3_3","Art/2DArt/SkillIcons/passives/AtlasTrees/GreedShrinenoteble.dds",[15688],10,0,0,0,28029,"All That Glitters","Tout ce qui brille","Alles Schimmernde","輝くもの","반짝이는 모든 것","Tudo Que Brilha","Всё что блестит","Todo lo que brilla","All That Glitters","閃閃發光",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
3824,"atlas_domination_3_4","Art/2DArt/SkillIcons/passives/AtlasTrees/ShrinesNode.dds",[13975],20,0,0,0,18432,"Domination Shrine Chance","Chances d'Autel","Chance auf Schreine","ドミネーションシュライン出現確率","지배 성소 확률","Chance de Altar Domination","Шанс появления алтаря Господства","Probabilidad de santuario de Domination","แท่นบูชา - โอกาสแท่นบูชา","支配神殿機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Domination Shrine Chance","Chances d'Autel","Chance auf Schreine","ドミネーションシュライン出現確率","지배 성소 확률","Chance de Altar da Domination","Шанс появления алтаря Господства","Probabilidad de santuario de Domination","แท่นบูชา - โอกาสแท่นบูชา","支配神殿機率",1,1,0,0,0,0,[17189],0,[],"","","","","","",""
3825,"atlas_elder_shaper_1_2","Art/2DArt/SkillIcons/passives/AtlasTrees/ElderShaperNode1.dds","[17484,17485]",3,3,0,0,13476,"Shaper and Elder Influenced Pack Size","Taille des groupes de monstres influencés par le Façonneur et l'Ancien","Gruppengröße von Monstern mit Schöpfer- oder Ältesten-Einfluss","シェイパー・エルダーインフルエンスパックサイズ","쉐이퍼 및 엘더의 영향을 받은 무리 규모","Tamanho do Grupo de Monstros Influenciados pelo Criador e Ancião","Размер групп монстров под влиянием Создателя и Древнего","Tamaño de grupos de monstruos con influencia del Creador y el Antiguo","เชปเปอร์และเอลเดอร์ - ขนาดกองมอนสเตอร์อิทธิพล","塑者和尊師勢力怪物群大小",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","",1,2,2,0,0,0,"[17484,17485]",0,[],"","","","","","",""
3826,"atlas_elder_shaper_1_3","Art/2DArt/SkillIcons/passives/AtlasTrees/ElderShaperNotable1.dds","[10842,10843]",300,300,0,0,12651,"Remnants of the Past","Reliquats du passé","Überreste aus der Vergangenheit","過去の面影","과거의 유물","Resquícios do Passado","Останки былого","Vestigios del pasado","Remnants of the Past","過去的遺跡",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Remnants of the Past","Reliquats du passé","Überreste aus der Vergangenheit","過去の面影","과거의 유물","Resquícios do Passado","Останки былого","Vestigios del pasado","Remnants of the Past","過去的遺跡",1,100,100,0,0,0,"[10842,10843]",0,[],"","","","","","",""
3827,"atlas_elder_shaper_2_1","Art/2DArt/SkillIcons/passives/AtlasTrees/ElderShaperNode1.dds",[17485],5,0,0,0,18608,"Elder Influenced Pack Size","Taille des groupes de monstres influencés par l'Ancien","Gruppengröße von Monstern mit Ältesten-Einfluss","エルダーインフルエンスパックサイズ","엘더의 영향을 받은 무리 규모","Tamanho do Grupo de Monstros Influenciados pelo Ancião","Размер групп монстров под влиянием Древнего","Tamaño de grupos de monstruos con influencia del Antiguo","เอลเดอร์ - ขนาดกองมอนสเตอร์อิทธิพล","尊師勢力怪物群大小",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","",1,3,0,0,0,0,[17485],0,[],"","","","","","",""
3828,"atlas_elder_shaper_2_2","Art/2DArt/SkillIcons/passives/AtlasTrees/ElderShaperNode1.dds",[17485],5,0,0,0,54110,"Elder Influenced Pack Size","Taille des groupes de monstres influencés par l'Ancien","Gruppengröße von Monstern mit Ältesten-Einfluss","エルダーインフルエンスパックサイズ","엘더의 영향을 받은 무리 규모","Tamanho do Grupo de Monstros Influenciados pelo Ancião","Размер групп монстров под влиянием Древнего","Tamaño de grupos de monstruos con influencia del Antiguo","เอลเดอร์ - ขนาดกองมอนสเตอร์อิทธิพล","尊師勢力怪物群大小",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","",1,3,0,0,0,0,[17485],0,[],"","","","","","",""
3829,"atlas_elder_shaper_2_3","Art/2DArt/SkillIcons/passives/AtlasTrees/ElderShaperNode1.dds",[17484],5,0,0,0,61020,"Shaper Influenced Pack Size","Taille des groupes de monstres influencés par le Façonneur","Gruppengröße von Monstern mit Schöpfer-Einfluss","シェイパーインフルエンスパックサイズ","쉐이퍼의 영향을 받은 무리 규모","Tamanho do Grupo de Monstros Influenciados pelo Criador","Размер групп монстров под влиянием Создателя","Tamaño de grupos de monstruos con influencia del Creador","เชปเปอร์ - ขนาดกองมอนสเตอร์อิทธิพล","塑者勢力怪物群大小",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","",1,3,0,0,0,0,[17484],0,[],"","","","","","",""
3830,"atlas_elder_shaper_2_4","Art/2DArt/SkillIcons/passives/AtlasTrees/ElderShaperNode1.dds",[17484],5,0,0,0,50090,"Shaper Influenced Pack Size","Taille des groupes de monstres influencés par le Façonneur","Gruppengröße von Monstern mit Schöpfer-Einfluss","シェイパーインフルエンスパックサイズ","쉐이퍼의 영향을 받은 무리 규모","Tamanho do Grupo de Monstros Influenciados pelo Criador","Размер групп монстров под влиянием Создателя","Tamaño de grupos de monstruos con influencia del Creador","เชปเปอร์ - ขนาดกองมอนสเตอร์อิทธิพล","塑者勢力怪物群大小",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","",1,3,0,0,0,0,[17484],0,[],"","","","","","",""
3831,"atlas_elder_shaper_2_5","Art/2DArt/SkillIcons/passives/AtlasTrees/ElderShaperNotable2.dds","[13779,13780]",10,3,0,0,60492,"Gaze into the Abyss","Contemplez l'abîme","Starrt in den Abgrund","深淵を覗く","심연을 향한 응시","Comtemple o Abismo","Взгляд в Бездну","Observar el abismo","Gaze into the Abyss","凝視深淵",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
3832,"atlas_elder_shaper_2_7","Art/2DArt/SkillIcons/passives/AtlasTrees/ModifierTier.dds",[10935],2,0,0,0,63758,"Map Modifier Effect","Effet des modificateurs de Carte","Effekt von Kartenmodifikatoren","マップモッド効果","지도 속성 효과","Efeito Modificador de Mapas","Эффект свойств карты","Efecto de modificadores de mapas","ผลของม็อดแผนที่","地圖詞綴效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Higher Map Tier Chance","Chances de Carte de palier plus élevé","Chance auf höhere Kartenlevel","高ティアマップ確率","높은 지도 등급 확률","Chance de Maior Nível de Mapa","Шанс найти карту повышенного уровня","Probabilidad de grado de mapa mayor","แผนที่ - โอกาสระดับแผนที่สูงขึ้น","更高地圖階級機率",1,20,0,0,0,0,[15646],0,[],"","","","","","",""
3833,"atlas_essence_1_1","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[13756],25,0,0,0,52858,"Essence Rare Chance","Chances d'Essence rare","Chance auf seltene Gegenstände von eingeschlossenen Monstern","エッセンスレア獲得確率","에센스 희귀 확률","Chance de Essência Rara","Шанс получить редкий предмет из монстров Сущности","Probabilidad de objetos raros de esencias","เอสเซนส์ - โอกาสไอเทมแรร์","精髓稀有機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Imprisoned Monster Additional Essence Chance","Chances de Monstre d'Essence supplémentaire","Chance auf zusätzliche Essenzen von eingeschlossenen Monstern","閉じ込められているモンスター追加エッセンス出現確率","갇힌 몬스터 추가 에센스 확률","Chance de Essências Adicionais em Monstros Aprisionados","Шанс дополнительной Сущности в заточённых монстрах","Probabilidad de esencia adicional de monstruo aprisionado","เอสเซนส์ - โอกาสเอสเซนส์เพิ่มเติมจากมอนสเตอร์ที่ถูกจองจำ","禁錮怪物額外精髓機率",1,3,0,0,0,0,[13757],0,[],"","","","","","",""
3834,"atlas_essence_1_2","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[13756],25,0,0,0,45442,"Essence Rare Chance","Chances d'Essence rare","Chance auf seltene Gegenstände von eingeschlossenen Monstern","エッセンスレア獲得確率","에센스 희귀 확률","Chance de Essência Rara","Шанс получить редкий предмет из монстров Сущности","Probabilidad de objetos raros de esencias","เอสเซนส์ - โอกาสไอเทมแรร์","精髓稀有機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Imprisoned Monster Additional Essence Chance","Chances de Monstre d'Essence supplémentaire","Chance auf zusätzliche Essenzen von eingeschlossenen Monstern","閉じ込められているモンスター追加エッセンス出現確率","갇힌 몬스터 추가 에센스 확률","Chance de Essências Adicionais em Monstros Aprisionados","Шанс дополнительной Сущности в заточённых монстрах","Probabilidad de esencia adicional de monstruo aprisionado","เอสเซนส์ - โอกาสเอสเซนส์เพิ่มเติมจากมอนสเตอร์ที่ถูกจองจำ","禁錮怪物額外精髓機率",1,3,0,0,0,0,[13757],0,[],"","","","","","",""
3835,"atlas_essence_1_3","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNotable1.dds",[4950],1,0,0,0,9419,"Prolific Essence","Essence prolifique","Üppige Essenz","多産のエッセンス","풍요로운 에센스","Essência Prolífica","Плодотворная сущность","Esencia prolífica","Prolific Essence","海量精華",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","Essence prolifique","Üppige Essenz","多産のエッセンス","","Essência Prolífica","Плодотворная сущность","Esencia prolífica","Prolific Essence","",1,8,0,0,0,0,[17192],0,[],"","","","","","",""
3836,"atlas_essence_1_4","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[13756],25,0,0,0,929,"Essence Rare Chance","Chances d'Essence rare","Chance auf seltene Gegenstände von eingeschlossenen Monstern","エッセンスレア獲得確率","에센스 희귀 확률","Chance de Essência Rara","Шанс получить редкий предмет из монстров Сущности","Probabilidad de objetos raros de esencias","เอสเซนส์ - โอกาสไอเทมแรร์","精髓稀有機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Imprisoned Monster Additional Essence Chance","Chances de Monstre d'Essence supplémentaire","Chance auf zusätzliche Essenzen von eingeschlossenen Monstern","閉じ込められているモンスター追加エッセンス出現確率","갇힌 몬스터 추가 에센스 확률","Chance de Essências Adicionais em Monstros Aprisionados","Шанс дополнительной Сущности в заточённых монстрах","Probabilidad de esencia adicional de monstruo aprisionado","เอสเซนส์ - โอกาสเอสเซนส์เพิ่มเติมจากมอนสเตอร์ที่ถูกจองจำ","禁錮怪物額外精髓機率",1,3,0,0,0,0,[13757],0,[],"","","","","","",""
3837,"atlas_essence_1_5","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[13756],25,0,0,0,50905,"Essence Rare Chance","Chances d'Essence rare","Chance auf seltene Gegenstände von eingeschlossenen Monstern","エッセンスレア獲得確率","에센스 희귀 확률","Chance de Essência Rara","Шанс получить редкий предмет из монстров Сущности","Probabilidad de objetos raros de esencias","เอสเซนส์ - โอกาสไอเทมแรร์","精髓稀有機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Imprisoned Monster Additional Essence Chance","Chances de Monstre d'Essence supplémentaire","Chance auf zusätzliche Essenzen von eingeschlossenen Monstern","閉じ込められているモンスター追加エッセンス出現確率","갇힌 몬스터 추가 에센스 확률","Chance de Essências Adicionais em Monstros Aprisionados","Шанс дополнительной Сущности в заточённых монстрах","Probabilidad de esencia adicional de monstruo aprisionado","เอสเซนส์ - โอกาสเอสเซนส์เพิ่มเติมจากมอนสเตอร์ที่ถูกจองจำ","禁錮怪物額外精髓機率",1,3,0,0,0,0,[13757],0,[],"","","","","","",""
3838,"atlas_essence_2_2","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[15692],5,0,0,0,62184,"Essence Chance","Chances d'Essence","Chance auf Essenzen","エッセンス出現確率","에센스 확률","Chance de Essência","Шанс появления Сущности","Probabilidad de esencias","เอสเซนส์ - โอกาสเอสเซนส์","精髓機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Essence Chance","Chances d'Essence","Chance auf Essenzen","エッセンス出現確率","에센스 확률","Chance de Essência","Шанс появления Сущности","Probabilidad de esencias","เอสเซนส์ - โอกาสเอสเซนส์","精髓機率",1,1,0,0,0,0,[17192],0,[],"","","","","","",""
3839,"atlas_essence_2_3","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[15692],5,0,0,0,5828,"Essence Chance","Chances d'Essence","Chance auf Essenzen","エッセンス出現確率","에센스 확률","Chance de Essência","Шанс появления Сущности","Probabilidad de esencias","เอสเซนส์ - โอกาสเอสเซนส์","精髓機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Essence Chance","Chances d'Essence","Chance auf Essenzen","エッセンス出現確率","에센스 확률","Chance de Essência","Шанс появления Сущности","Probabilidad de esencias","เอสเซนส์ - โอกาสเอสเซนส์","精髓機率",1,1,0,0,0,0,[17192],0,[],"","","","","","",""
3840,"atlas_essence_2_4","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNotable3.dds",[19941],1,0,0,0,55696,"Amplified Energies","Énergies amplifiées","Verstärkte Energien","増幅された力","증폭된 에너지","Energias Amplificadas","Усиленные энергии","Energías amplificadas","Amplified Energies","強化能量",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","Énergies amplifiées","Verstärkte Energien","増幅された力","","Energias Amplificadoras","Усиленные энергии","Energías amplificadas","Amplified Energies","",1,25,0,0,0,0,[13847],0,[],"","","","","","",""
3841,"atlas_essence_2_5","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[15692],5,0,0,0,19964,"Essence Chance","Chances d'Essence","Chance auf Essenzen","エッセンス出現確率","에센스 확률","Chance de Essência","Шанс появления Сущности","Probabilidad de esencias","เอสเซนส์ - โอกาสเอสเซนส์","精髓機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Essence Chance","Chances d'Essence","Chance auf Essenzen","エッセンス出現確率","에센스 확률","Chance de Essência","Шанс появления Сущности","Probabilidad de esencias","เอสเซนส์ - โอกาสเอสเซนส์","精髓機率",1,1,0,0,0,0,[17192],0,[],"","","","","","",""
3842,"atlas_essence_3_1","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[15692],5,0,0,0,2075,"Essence Chance","Chances d'Essence","Chance auf Essenzen","エッセンス出現確率","에센스 확률","Chance de Essência","Шанс появления Сущности","Probabilidad de esencias","เอสเซนส์ - โอกาสเอสเซนส์","精髓機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Essence Chance","Chances d'Essence","Chance auf Essenzen","エッセンス出現確率","에센스 확률","Chance de Essência","Шанс появления Сущности","Probabilidad de esencias","เอสเซนส์ - โอกาสเอสเซนส์","精髓機率",1,1,0,0,0,0,[17192],0,[],"","","","","","",""
3843,"atlas_essence_3_2","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[13757],5,0,0,0,55173,"Imprisoned Monster Additional Essence Chance","Chances de Monstre d'Essence supplémentaire","Chance auf zusätzliche Essenzen von eingeschlossenen Monstern","閉じ込められているモンスター追加エッセンス出現確率","갇힌 몬스터 추가 에센스 확률","Chance Essência Adicional em Monstros Aprisionados","Шанс дополнительной Сущности в заточённых монстрах","Probabilidad de esencia adicional de monstruo aprisionado","เอสเซนส์ - โอกาสเอสเซนส์เพิ่มเติมจากมอนสเตอร์ที่ถูกจองจำ","禁錮怪物額外精髓機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Imprisoned Monster Additional Essence Chance","Chances de Monstre d'Essence supplémentaire","Chance auf zusätzliche Essenzen von eingeschlossenen Monstern","閉じ込められているモンスター追加エッセンス出現確率","갇힌 몬스터 추가 에센스 확률","Chance de Essências Adicionais em Monstros Aprisionados","Шанс дополнительной Сущности в заточённых монстрах","Probabilidad de esencia adicional de monstruo aprisionado","เอสเซนส์ - โอกาสเอสเซนส์เพิ่มเติมจากมอนสเตอร์ที่ถูกจองจำ","禁錮怪物額外精髓機率",1,3,0,0,0,0,[13757],0,[],"","","","","","",""
3844,"atlas_essence_3_3","Art/2DArt/SkillIcons/passives/AtlasTrees/EssenceNode2.dds",[13757],5,0,0,0,25778,"Imprisoned Monster Additional Essence Chance","Chances de Monstre d'Essence supplémentaire","Chance auf zusätzliche Essenzen von eingeschlossenen Monstern","閉じ込められているモンスター追加エッセンス出現確率","갇힌 몬스터 추가 에센스 확률","Chance Essência Adicional em Monstros Aprisionados","Шанс дополнительной Сущности в заточённых монстрах","Probabilidad de esencia adicional de monstruo aprisionado","เอสเซนส์ - โอกาสเอสเซนส์เพิ่มเติมจากมอนสเตอร์ที่ถูกจองจำ","禁錮怪物額外精髓機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Imprisoned Monster Additional Essence Chance","Chances de Monstre d'Essence supplémentaire","Chance auf zusätzliche Essenzen von eingeschlossenen Monstern","閉じ込められているモンスター追加エッセンス出現確率","갇힌 몬스터 추가 에센스 확률","Chance de Essências Adicionais em Monstros Aprisionados","Шанс дополнительной Сущности в заточённых монстрах","Probabilidad de esencia adicional de monstruo aprisionado","เอสเซนส์ - โอกาสเอสเซนส์เพิ่มเติมจากมอนสเตอร์ที่ถูกจองจำ","禁錮怪物額外精髓機率",1,3,0,0,0,0,[13757],0,[],"","","","","","",""
