"rownum","BaseItemTypesKey","AddedModsKeys","NegativeWeight_TagsKeys","NegativeWeight_Values","ForcedAddModsKeys","ForbiddenDelveCraftingTagsKeys","AllowedDelveCraftingTagsKeys","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","HasLuckyRolls","SellPrice_ModsKeys","CanRollWhiteSockets","Weight_TagsKeys","Weight_Values","DelveCraftingModifierDescriptionsKeys","BlockedDelveCraftingModifierDescriptionsKeys","bool_200","bool_201","[i32]_202","[i32]_218","bool_234","bool_235"
430,4655,[],[310],[0],[],[],[],"",0,"","",[],"",[635],[3000],"[63,30]","[48,13]","","",[1000],[0],"",""
431,4656,[],[315],[0],[],[],[],"",0,"","",[],"",[635],[3000],"[63,32]","[49,17]","","",[1000],[0],"",""
432,4657,[],[27],[0],[],[],[],"",0,"","",[],"",[635],[3000],"[63,66]","[50,75]","","",[1000],[0],"",""
433,4658,[],[308],[0],[],[],[],"",0,"","",[],"",[635],[3000],"[63,28]","[51,11]","","",[1000],[0],"",""
434,4659,[],[317],[0],[],[],[],"",0,"","",[],"",[635],[3000],"[63,34]","[52,15]","","",[1000],[0],"",""
435,4660,[],[316],[0],[],[],[],"",0,"","",[],"",[635],[3000],"[63,33]","[53,18]","","",[1000],[0],"",""
436,4661,[],[631],[0],[],[],[],"",0,"","",[],"",[635],[3000],"[63,67]","[54,76]","","",[1000],[0],"",""
437,4662,[],[639],[0],[],[],[],"",0,"","",[],"",[635],[3000],"[63,68]","[55,77]","","",[1000],[0],"",""
438,4663,[],[624],[0],[],[],[],"",0,"","",[],"",[635],[3000],"[63,40]","[56,39]","","",[1000],[0],"",""
439,4664,[],[309],[0],[],[],[],"",0,"","",[],"",[635],[3000],"[63,29]","[57,12]","","",[1000],[0],"",""
440,4665,[],[311],[0],[],[],[],"",0,"","",[],"",[635],[3000],"[63,31]","[58,14]","","",[1000],[0],"",""
441,4666,[],[34],[0],[],[],[],"",0,"","",[],"",[635],[3000],"[63,69]","[59,19,25]","","",[1000],[0],"",""
442,4667,[],[320],[0],[],[],[],"",0,"","",[],"",[635],[3000],"[63,70]","[60,78]","","",[1000],[0],"",""
443,4668,[],[633],[0],[],[],[],"",0,"","",[],"",[635],[3000],"[63,42]","[61,41]","","",[1000],[0],"",""
444,4669,[],[318],[0],[],[],[],"",0,"","",[],"",[635],[3000],"[63,71]","[62,20,26]","","",[1000],[0],"",""
