"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","IsCategory","Category","PoE2","string_26","Guild","row_35","string_43"
431,"GoreTheme","Gore","Gore","Blut","血塗れ","선혈","Sanguinolento","Кровавые","Sangriento","Gore","鮮血","",426,"","","","",""
432,"GhostflameTheme","Ghostflame","Spectreflamme","Geisterflamme","鬼火","유령불꽃","Fantasmagórico","Призрачное пламя","Llamas fantasmales","Ghostflame","青焰","",426,"","","","",""
433,"GloomTheme","Gloom","Lugubre","Finsternis","グルーム","순흑","Sombrio","Мгла","Penumbra","Gloom","隱忍","",426,"","","","",""
434,"DragonTheme","Dragon","Dragon","Drache","ドラゴン","용","Dracônico","Дракон","Dragón","Dragon","龍","",426,"","","","",""
435,"DemonicTheme","Demonic","Démoniaque","Dämonisch","悪魔","악마","Demoníaco","Демонические","Demoníaco","Demonic","惡魔","",426,"","","","",""
436,"DeicideTheme","Deicide","Déicide","Gottesmörder","神殺し","신살자","Deicide","Богоубийца","Deicidio","Deicide","命運主宰","",426,"","","","",""
437,"ArcticTheme","Arctic","Arctique","Arktische Rüstung","極寒","한기","Ártico","Северные","Ártico","Arctic","極地","",426,"","","","",""
438,"ArcaneTheme","Arcane","Arcane","Arkan","アーケイン","비전","Arcano","Колдовские","Arcano","Arcane","秘術","",426,"","","","",""
439,"SteampunkTheme","Steam-Powered","Thermique","Dampfbetrieben","蒸気機関","증기 동력","A Vapor","Паровые","Steampunk","Steam-Powered","蒸氣太坦","",426,"","","","",""
440,"VampiricTheme","Vampiric","Vampirique","Vampirisch","吸血鬼","흡혈귀","Vampírico","Вампирские","Vampírico","Vampiric","嗜血凶兆","",426,"","","","",""
441,"VerdantTheme","Verdant","Verdoyant","Grünend","新緑","신록","Verdejante","Зелёные","Verde","Verdant","自然之力","",426,"","","","",""
442,"SeraphTheme","Seraph","Séraphin","Seraph","セラフ","고위 천사","Serafim","Серафим","Serafín","Seraph","神使","",426,"","","","",""
443,"ProphecyTheme","Prophecy","Prophecy","Prophecy","プロフェシー","예언","Prophecy","Пророчество","Prophecy","Prophecy","預言","",426,"","","","",""
444,"ConsumableTheme","Consumable","Consommable","Verbrauchbar","消耗品","소모품","Consumível","Расходуемое","Consumible","ใช้แล้วหมดไป","消耗品","",426,"","","","",""
445,"EbonyTheme","Ebony","Ébène","Ebenholzfarben","黒檀","칠흑","Ébano","Эбеновые","Ébano","Ebony","漆黑之影","",426,"","","","",""
446,"RadiantTheme","Radiant","Radieux","Strahlend","光輝","찬란한","Radiante","Светящиеся","Radiante","Radiant","光采聖記","",426,"","","","",""
447,"LightningTheme","Lightning","Foudre","Blitz","雷","번개","Relampejante","Молнии","Relámpago","Lightning","閃電","",426,"","","","",""
448,"AcidTheme","Acid","Acide","Ätzend","酸","산성","Ácido","Кислотные","Ácido","Acid","蝕骨強酸","",426,"","","","",""
449,"CrimsonTheme","Crimson","Pourpre","Blutrot","真紅","진홍색","Carmesím","Багровые","Carmesí","Crimson","緋紅","",426,"","","","",""
450,"CelestialTheme","Celestial","Céleste","Himmlisch","天体","천공","Celestial","Небесные","Celestial","Celestial","絢麗眾星","",426,"","","","",""
451,"GoldenTheme","Golden","Doré","Golden","黄金","황금","Dourado","Золотые","Dorado","Golden","黃金","",426,"","","","",""
452,"PurpleTheme","Purple","Violet","Violett","紫","보라색","Púrpura","Фиолетовые","Morado","Purple","紫諱","",426,"","","","",""
453,"EmeraldTheme","Emerald","Émeraude","Smaragdgrün","エメラルド","에메랄드","Esmeralda","Изумрудные","Esmeralda","Emerald","翠綠碧雲","",426,"","","","",""
454,"DanceTheme","Dance","Danse","Tanz","踊り","춤","Dança","Танцы","Baile","Dance","舞蹈","",426,"","","","",""
455,"AnimalTheme","Animal","Animal","Tiere","動物","동물","Animal","Звериные","Animal","Animal","動物","",426,"","","","",""
456,"TribalTheme","Tribal","Tribal","Indigen","部族","부족","Tribal","Племенные","Tribal","Tribal","部落","",426,"","","","",""
457,"ChallengeRewardsTheme","Challenge Rewards","Récompenses de défis","Herausforderungsbelohnungen","チャレンジ報酬","도전과제 보상","Recompensas de Desafios","Награды за испытания","Recompensas de desafíos","ของรางวัลภารกิจท้าทาย","挑戰獎勵","",426,"","","","",""
458,"ClosedBetaSupporterPacksTheme","Closed Beta Supporter Packs","Packs de mécène (bêta fermée)","Geschlossene-Beta-Unterstützerpakete","クローズドベータサポーターパック","클로즈드 베타 서포터 팩","Pacotes de Apoiador do Beta Fechado","Наборы закрытой беты","Paquetes de colaborador de la beta cerrada","แพ็คสนับสนุนโคลสเบต้า","封測","",426,"","","","",""
459,"OpenBetaSupporterPacksTheme","Open Beta Supporter Packs","Packs de mécène (bêta ouverte)","Offene-Beta-Unterstützerpakete","オープンベータサポーターパック","오픈 베타 서포터 팩","Pacotes de Apoiador do Beta Aberto","Наборы открытой беты","Paquetes de colaborador de la beta abierta","แพ็คสนับสนุนโอเพ่นเบต้า","公測","",426,"","","","",""
460,"ReleaseSupporterPacksTheme","Release Supporter Packs","Packs de mécène (sortie du jeu)","Release-Unterstützerpakete","リリースサポーターパック","출시 서포터 팩","Pacotes de Apoiador de Lançamento","Наборы выхода игры","Paquetes de colaborador de lanzamiento","แพ็คสนับสนุนออกเกม","發布","",426,"","","","",""
461,"ForsakenMastersTheme","Forsaken Masters","Maîtres réprouvés","Forsaken Masters","見捨てられたマスター","버림받은 대가들","Mestres Esquecidos","Отверженные мастера","Maestros errantes","Forsaken Masters","被遺忘的大師","",426,"","","","",""
462,"AwakeningTheme","Awakening","Awakening","Awakening","アウェイクニング","각성","Awakening","Пробуждение","Despertar","Awakening","大覺醒","",426,"","","","",""
463,"AscendancyTheme","Ascendancy","Ascendancy","Ascendancy","アセンダンシー","전직","Ascendancy","Восхождение","Ascendencia","Ascendancy","昇華試煉","",426,"","","","",""
464,"AtlasTheme","Atlas","Atlas","Atlas","アトラス","아틀라스","Atlas","Атлас","Atlas","Atlas","輿圖","",426,"","","","",""
465,"FallofOriathTheme","Fall of Oriath","Fall of Oriath","Fall von Oriath","オリアスの堕落","오리아스의 몰락","Queda de Oriath","Падение Ориата","Caída de Oriath","Fall of Oriath","奧瑞亞的殞落","",426,"","","","",""
466,"MiscellaneousTheme","Miscellaneous","Divers","Sonstige","その他","기타","Genéricos","Разное","Misceláneo","อื่นๆ","其它","",426,"","","","",""
467,"UltimateChaosTheme","Ultimate Chaos","Chaos ultime","Ultimatives Chaos","混沌の極み","극한의 혼돈","Caos Supremo","Безграничный хаос","Caos definitivo","Ultimate Chaos","最終混沌","",426,"","","","",""
468,"PureLightTheme","Pure Light","Lumière pure","Reines Licht","純粋な光","순수한 빛","Luz Pura","Чистый свет","Pura luz","Pure Light","淨光","",426,"","","","",""
469,"HarbingerTheme","Harbinger","Harbinger","Harbinger","ハービンジャー","선구자","Harbinger","Предвестник","Harbinger","Harbinger","神諭","",426,"","","","",""
470,"PitchBlackTheme","Pitch Black","Nuit noire","Pechschwarz","漆黒","새까만","Escuridão","Кромешная тьма","Completamente negro","Pitch Black","漆桃霸主","",426,"","","","",""
471,"WastelandWarriorTheme","Wasteland Warrior","Guerrier des Terres désolées","Ödlandkrieger","荒れ地の戦士","황무지 전사","Guerreiro do Deserto","Воин пустоши","Guerrero del páramo","Wasteland Warrior","荒野勇士","",426,"","","","",""
472,"DesertTheme","Desert","Désert","Wüste","砂漠","사막","Deserto","Пустыня","Desértico","Desert","沙漠","",426,"","","","",""
473,"ExecutionerTheme","Executioner","Bourreau","Henker","処刑人","사형 집행자","Executor","Палач","Ejecutor","Executioner","血腥屠夫","",426,"","","","",""
474,"FireTheme","Fire","Feu","Feuer","火","화염","Fogo","Огненные","Fuego","Fire","火焰","",426,"","","","",""
475,"IceTheme","Ice","Glace","Eis","氷","얼음","Gelo","Ледяные","Hielo","Ice","冰","",426,"","","","",""
476,"PolarTheme","Polar","Polaire","Polar","ポーラー","극빙","Polarizado","Полярные","Polar","Polar","極光","",426,"","","","",""
477,"LichTheme","Lich","Liche","Lich","リッチ","리치","Lich","Лич","Liche","Lich","巫妖","",426,"","","","",""
478,"FireAndIceTheme","Fire and Ice","Feu et Glace","Feuer und Eis","火と氷","화염 및 얼음","Fogo e Gelo","Огонь и лёд","Hielo y fuego","Fire and Ice","冰與火","",426,"","","","",""
479,"AbyssTheme","Abyss","Abyss","Abyss","アビス","심연","Abyss","Бездна","Abyss","Abyss","深淵","",426,"","","","",""
480,"HalloweenTheme","Halloween","Halloween","Halloween","ハロウィン","핼러윈","Halloween","Хэллоуин","Halloween","Halloween","萬聖節","",426,"","","","",""
481,"CultistTheme","Cultist","Sectateur","Kultist","カルティスト","광신자","Cultista","Культист","Cultista","Cultist","教徒","",426,"","","","",""
482,"WarlockTheme","Warlock","Démoniste","Hexenmeister","ウォーロック","마법사","Mago","Чернокнижник","Brujo","Warlock","咒言術士","",426,"","","","",""
483,"PirateTheme","Pirate","Pirate","Pirat","海賊","해적","Pirata","Пиратские","Pirata","Pirate","海盜","",426,"","","","",""
484,"AtlasWarTheme","War for the Atlas","War for the Atlas","Krieg um den Atlas","ウォー・フォー・アトラス","아틀라스의 격전","Guerra pelo Atlas","Война за Атлас","Guerra por el Atlas","War for the Atlas","烽火輿圖","",426,"","","","",""
485,"NatureTheme","Nature","Nature","Natur","自然","자연","Natureza","Природные","Naturaleza","Nature","自然","",426,"","","","",""
486,"GothicTheme","Gothic","Gothique","Gothic","ゴシック","고딕","Gótico","Готические","Gótico","Gothic","歌德","",426,"","","","",""
487,"SinAndInnocenceTheme","Sin and Innocence","Péché et Innocence","Sin und Innocence","シンとイノセンス","씬과 이노센스","Pecado e Inocência","Грех и Невинность","Inocencia y Pecado","Sin and Innocence","罪與善","",426,"","","","",""
488,"BestiaryTheme","Bestiary","Bestiary","Bestiary","ベスティアリー","야수 도감","Bestiário","Бестиарий","Bestiario","Bestiary","獸獵","",426,"","","","",""
489,"StygianTheme","Stygian","Stygien","Schauerlich","スティギアン","명계","Estígio","Стигийские","Estigio","Stygian","冥河","",426,"","","","",""
490,"ManticoreTheme","Manticore","Manticore","Mantikor","マンティコア","맨티코어","Mantícora","Мантикора","Mantícora","Manticore","獅身幻獸","",426,"","","","",""
491,"SeawitchTheme","Seawitch","Sorcière des mers","Seehexe","シーウィッチ","바다 마녀","Bruxa do Mar","Морская ведьма","Bruja marina","Seawitch","魅影海巫","",426,"","","","",""
492,"PhantasmalTheme","Phantasmal","Fantomatique","Geisterhaft","幻影","환영","Fantasmal","Призрачные","Fantasmal","Phantasmal","幻影","",426,"","","","",""
493,"FallenAngelTheme","Fallen Angel","Ange déchu","Gefallener Engel","堕天使","타락 천사","Anjo caído","Падший ангел","Ángel caído","Fallen Angel","墮落天使","",426,"","","","",""
494,"MalachaiTheme","Malachai","Malachai","Malachai","マラカイ","말라카이","Malachai","Малахай","Malachai","Malachai","瑪拉凱","",426,"","","","",""
495,"CrystalTheme","Crystal","Cristal","Kristall","結晶","수정","Cristal","Кристальные","Cristal","Crystal","水晶","",426,"","","","",""
496,"IncursionTheme","Incursion","Incursion","Incursion","インカージョン","기습","Incursion","Вмешательство","Incursion","Incursion","時空穿越","",426,"","","","",""
497,"CarnageTheme","Carnage","Carnage","Gemetzel","カーネイジ","살육","Carnificina","Бойня","Matanza","Carnage","屠戮領主","",426,"","","","",""
498,"ApocalypseTheme","Apocalypse","Apocalypse","Apokalypse","黙示録","종말","Apocalipse","Апокалипсис","Apocalipsis","Apocalypse","天啟預者","",426,"","","","",""
499,"IvoryChaosTheme","Ivory Chaos","Chaos ivoire","Elfenbeinchaos","象牙色の混沌","상아색 혼돈","Caos de Marfim","Белый хаос","Caos de marfil","Ivory Chaos","混沌象牙","",426,"","","","",""
500,"MadmanTheme","Madman","Aliéné","Verrückter","狂人","광인","Insano","Безумец","Lunático","Madman","狂喪之徒","",426,"","","","",""
501,"GryffonTheme","Gryffon","Griffon","Greif","グリフォン","그리폰","Grifo","Грифон","Grifo","Gryffon","傲氣獅鷲","",426,"","","","",""
502,"GorgonTheme","Gorgon","Gorgone","Gorgone","ゴルゴン","고르곤","Medusa","Горгона","Gorgona","Gorgon","石化毒蛇","",426,"","","","",""
503,"BloodGuardTheme","Blood Guard","Garde de sang","Blutwächter","血の護り手","피의 수호병","Guardião Sangrento","Кровавый страж","Guardia de sangre","Blood Guard","浴血衛士","",426,"","","","",""
504,"FaithGuardTheme","Faith Guard","Garde de foi","Glaubenswächter","信仰の護り手","신념 수호병","Guardião da Fé","Страж веры","Guardia de Fe","Faith Guard","信仰衛士","",426,"","","","",""
505,"SphinxTheme","Sphinx","Sphinx","Sphinx","スフィンクス","스핑크스","Esfinge","Сфинкс","Esfinge","Sphinx","獅身人面","",426,"","","","",""
506,"DelveTheme","Delve","Delve","Delve","デルヴ","탐광","Delve","Спуск","Delve","Delve","掘獄","",426,"","","","",""
507,"OriathTheme","Oriath","Oriath","Oriath","オリアス","오리아스","Oriath","Ориат","Oriath","Oriath","奧瑞亞","",426,"","","","",""
508,"PyreTheme","Pyre","Bûcher","Flammenritter","パイア","장작","Pira","Пылающие","Pira","Pyre","燃焰","",426,"","","","",""
509,"ColiseumTheme","Coliseum","Colisée","Kolosseum","コロシアム","대경기장","Coliseu","Колизей","Coliseo","Coliseum","競技鬥服","",426,"","","","",""
510,"NightLotusTheme","Night Lotus","Lotus nocturne","Nachtlotus","夜の睡蓮","밤의 연꽃","Lotus Noturna","Ночной лотос","Loto nocturno","Night Lotus","夜蓮","",426,"","","","",""
511,"HarpyonTheme","Harpyon","Harpillon","Harpyon","ハーピオン","하피온","Harpia","Гарпион","Harpyon","Harpyon","羽妖珍獸","",426,"","","","",""
512,"ElderTheme","Elder","Ancien","Ältester","エルダー","엘더","Ancião","Древний","Antiguo","Elder","異界尊師","",426,"","","","",""
513,"BetrayalTheme","Betrayal","Betrayal","Betrayal","ビトレイアル","배신","Betrayal","Предательство","Betrayal","Betrayal","反叛","",426,"","","","",""
514,"FairgravesTheme","Fairgraves","Fairgraves","Fairgraves","フェアグレーヴズ","페어그레이브즈","Fairgraves","Фейргрейвс","Fairgraves","Fairgraves","費爾","",426,"","","","",""
515,"UtilityTheme","Utility","Utilitaire","Nützliches","ユーティリティ","특수","Utilitário","Функциональные","Utilidad","Utility","功能","",426,"","","","",""
516,"CoastalTheme","Coastal","Côtier","Küste","海岸","해안가","Costal","Прибрежные","Costa","Coastal","濱海","",426,"","","","",""
517,"EncampmentTheme","Encampment","Campement","Lager","野営地","야영지","Acampamento","Лагерь","Campamento","Encampment","營地","",426,"","","","",""
518,"ForestTheme","Forest","Forêt","Wald","森林","숲","Floresta","Лес","Bosque","Forest","森林","",426,"","","","",""
519,"RuinsTheme","Ruins","Ruines","Ruinen","遺跡","유적","Ruínas","Руины","Ruinas","Ruins","遺跡","",426,"","","","",""
520,"VaalTheme","Vaal","Vaal","Vaal","ヴァール","바알","Vaal","Ваал","Vaal","Vaal","瓦爾","",426,"","","","",""
521,"DungeonTheme","Dungeon","Donjon","Verlies","地下牢","던전","Masmorra","Подземелье","Mazmorra","Dungeon","地牢","",426,"","","","",""
522,"SarnTheme","Sarn","Sarn","Sarn","サーン","사안","Sarn","Сарн","Sarn","Sarn","薩恩","",426,"","","","",""
523,"GardensTheme","Gardens","Jardins","Gärten","庭園","정원","Jardins","Сады","Jardines","Gardens","花園","",426,"","","","",""
524,"OrnateTheme","Ornate","Orné","Verziert","華美","화려한","Ornamentado","Украшенные","Ornamentado","Ornate","華麗","",426,"","","","",""
525,"SceptreTheme","Sceptre","Sceptre","Zepter","杖","셉터","Cetro","Перст","Cetro","Sceptre","幽魂","",426,"","","","",""
526,"CryptTheme","Crypt","Crypte","Krypta","地下聖堂","지하실","Cripta","Склеп","Cripta","Crypt","靜謐陵墓","",426,"","","","",""
527,"EffectsTheme","Effects","Effets","Effekte","エフェクト","이펙트","Efeitos","Эффекты","Efectos","Effects","特效","",426,"","","","",""
528,"CaveTheme","Cave","Grotte","Höhle","洞窟","동굴","Caverna","Пещера","Cueva","Cave","洞穴","",426,"","","","",""
529,"BeastTheme","Beast","Bête","Bestie","野獣","야수","Bestas","Зверь","Bestia","Beast","野獸","",426,"","","","",""
530,"KaruiTheme","Karui","Karui","Karui","カルイ","카루이","Karui","Каруи","Karui","Karui","卡魯","",426,"","","","",""
531,"LabyrinthTheme","Labyrinth","Labyrinthe","Labyrinth","ラビリンス","미궁","Labirinto","Лабиринт","Laberinto","Labyrinth","帝王迷宮","",426,"","","","",""
532,"HighgateTheme","Highgate","Hautevoie","Hohenpforte","ハイゲート","하이게이트","Highgate","Македы","Atalaya","Highgate","統治者之殿","",426,"","","","",""
533,"OssuaryTheme","Ossuary","Ossuaire","Ossuarium","納骨堂","납골당","Ossuário","Костница","Osario","Ossuary","葬骨禮堂","",426,"","","","",""
534,"ReliquaryTheme","Reliquary","Reliquaire","Reliquienkammer","聖廟","성유물 보관실","Relicário","Реликварий","Relicario","Reliquary","聖物","",426,"","","","",""
535,"EzomyteTheme","Ezomyte","Ézomyte","Ezomyt","エゾマイト","에조미어","Ezomita","Эзомиты","Ezomita","Ezomyte","天雷神使","",426,"","","","",""
536,"VanguardTheme","Vanguard","Avant-garde","Vorhut","バンガード","선봉대","Vanguarda","Авангард","Vanguardia","Vanguard","無懼先鋒","",426,"","","","",""
537,"PitfighterTheme","Pitfighter","Combattant de la Fosse","Grubenkämpfer","ピットファイター","투사","Lutador do Fosso","Боец арены","Luchador del pozo","Pitfighter","鬥場勇者","",426,"","","","",""
538,"CrucibleTheme","Crucible","Creuset","Weltenwandler","クルーシブル","혹독한 시련","Crisol","Тигель","Crisol","Crucible","異域弒煉","",426,"","","","",""
539,"LibraryTheme","Library","Bibliothèque","Bibliothek","図書館","도서관","Biblioteca","Библиотека","Biblioteca","Library","圖書館","",426,"","","","",""
540,"SlavePensTheme","Slave Pens","Enclos aux esclaves","Sklavenpferche","奴隷収容所","노예 감호소","Senzalas","Узилище","Jaulas de esclavos","Slave Pens","奴役監牢","",426,"","","","",""
541,"InnocenceTheme","Innocence","Innocence","Innocence","イノセンス","이노센스","Innocence","Невинность","Inocencia","Innocence","善","",426,"","","","",""
542,"AssassinTheme","Assassin","Assassin","Assassine","アサシン","암살자","Assassino","Убийца","Asesino","Assassin","疾密刺客","",426,"","","","",""
543,"EmpyreanTheme","Empyrean","Empyréen","Empyreum","天空","천공인","Empírico","Эмпирей","Empíreo","Empyrean","秘雷神使","",426,"","","","",""
544,"BlackguardTheme","Blackguard","Garde noir","Schwarzgarde","ブラックガード","검은 근위대","Guarda Negra","Чёрная стража","Guardia negro","Blackguard","烏旗守衛","",426,"","","","",""
545,"ChamberOfSinsTheme","Chamber of Sins","Chambre des péchés","Kammer der Sünden","罪の間","죄악의 방","Câmara dos Pecados","Обитель грехов","El aposento de pecados","Chamber of Sins","罪孽之殿","",426,"","","","",""
546,"TempleTheme","Temple","Temple","Tempel","寺院","사원","Templo","Храм","Templo","Temple","神殿","",426,"","","","",""
547,"ExcavationTheme","Excavation","Excavation","Ausgrabung","採掘場","발굴터","Escavação","Раскопки","Excavación","Excavation","挖掘場","",426,"","","","",""
548,"BonesTheme","Bones","Ossements","Knochen","骨","뼈","Ossos","Кости","Huesos","Bones","骸骨","",426,"","","","",""
549,"ChurchTheme","Church","Église","Kirche","教会","교회","Igreja","Церковь","Iglesia","Church","教堂","",426,"","","","",""
550,"CourthouseTheme","Courthouse","Prétoire","Gericht","裁判所","법원","Corte","Зал суда","Juzgado","Courthouse","失序教院","",426,"","","","",""
551,"ExilesTheme","Exiles","Exilés","Verbannte","エグザイル","유배자","Exilados","Изгнанники","Exiliados","Exiles","流亡者","",426,"","","","",""
552,"SynthesisTheme","Synthesis","Synthesis","Synthesis","シンセシス","결합","Synthesis","Синтез","Synthesis","Synthesis","尋夢追憶","",426,"","","","",""
553,"PrimevalTheme","Primeval","Primitif","Urzeitlich","原始","원시","Primitivo","Первобытные","Primitivo","Primeval","原始","",426,"","","","",""
554,"GlimmerwoodTheme","Glimmerwood","Boiscintillant","Düsterwald","グリマーウッド","미광의 숲","Madeira Cintilante","Мерцающий лес","Bosque encantado","Glimmerwood","微熠之森","",426,"","","","",""
555,"MarakethTheme","Maraketh","Maraketh","Maraketh","マラケス","마라케스","Maraketh","Маракеты","Maraketh","Maraketh","馬拉克斯","",426,"","","","",""
556,"ViperTheme","Viper","Vipère","Viper","ヴァイパー","독사","Víbora","Аспид","Víbora","Viper","至尊毒蛇","",426,"","","","",""
557,"DarkprismTheme","Darkprism","Prisme-nuit","Dunkelprisma","ダークプリズム","검은 분광","Prisma Sombrio","Тёмное отражение","Prisma oscuro","Darkprism","黑曜稜石","",426,"","","","",""
558,"SunprismTheme","Sunprism","Prisme-soleil","Sonnenprisma","サンプリズム","태양 분광","Prisma Solar","Светлое отражение","Prisma solar","Sunprism","烈陽稜石","",426,"","","","",""
559,"GargoyleTheme","Gargoyle","Gargouille","Gargoyle","ガーゴイル","가고일","Gárgula","Гаргулья","Gárgola","Gargoyle","石像巨魔","",426,"","","","",""
560,"MageguardTheme","Mageguard","Gardemage","Magierwache","メイジガード","수호마법사","Mago Guardião","Магический страж","Guardia mago","Mageguard","巫術衛士","",426,"","","","",""
561,"ExtinctionTheme","Extinction","Extinction","Ausrottung","滅亡","절멸","Extinção","Вымирание","Extinción","Extinction","絕滅災厄","",426,"","","","",""
562,"LegionTheme","Legion","Legion","Legion","リージョン","군단","Legion","Легион","Legion","Legion","戰亂之殤","",426,"","","","",""
563,"PlatedTheme","Plated","Plaqué","Plattiert","プレート","판금","Blindado","Латные","Blindado","Plated","鍍金","",426,"","","","",""
564,"FrontierTheme","Frontier","Frontière","Grenzland","フロンティア","개척자","Fronteira","Рубеж","Frontera","Frontier","失落邊境","",426,"","","","",""
565,"IllusionistTheme","Illusionist","Illusionniste","Illusionist","奇術師","환상술사","Ilusionista","Иллюзионист","Ilusionista","Illusionist","神幻術士","",426,"","","","",""
566,"ElementalTheme","Elemental","Élémentaire","Elementar","元素","원소","Elemental","Стихийные","Elemental","Elemental","元素","",426,"","","","",""
567,"ZenithTheme","Zenith","Zénith","Zenit","天頂","북극성","Zenith","Зенит","Cenit","Zenith","極盛之尊","",426,"","","","",""
568,"MiracleTheme","Miracle","Miracle","Wunder","奇跡","기적","Milagroso","Чудесные","Milagroso","Miracle","魔幻奇蹟","",426,"","","","",""
569,"CardinalTheme","Cardinal","Cardinal","Kardinalrot","枢機卿","추기경","Cardial","Кардинал","Cardinal","Cardinal","主教","",426,"","","","",""
570,"VaalViperTheme","Vaal Viper","Vipère vaal","Vaal-Viper","ヴァールヴァイパー","바알 독사","Víbor Vaal","Аспид ваал","Víbora vaal","Vaal Viper","瓦爾毒蛇","",426,"","","","",""
571,"VoidEmperorTheme","Void Emperor","Empereur du Néant","Leerenkaiser","ヴォイドエンペラー","공허 황제","Imperador do Vazio","Император пустоты","Emperador del vacío","Void Emperor","虛空帝王","",426,"","","","",""
572,"CarnivalTheme","Carnival","Carnaval","Nachtzirkus","カーニバル","카니발","Carnaval","Карнавал","Circense","Carnival","鬼島狂歡","",426,"","","","",""
573,"ChiyouTheme","Chiyou","Chiyou","Chiyou","蚩尤","치우","Chiyou","Чи Ю","Chiyou","Chiyou","蚩尤","",426,"","","","",""
574,"BlightTheme","Blight","Blight","Blight","ブライト","역병","Blight","Скверна","Blight","Blight","凋落禁地","",426,"","","","",""
575,"HavenwoodTheme","Havenwood","Havrebois","Waldelf","ヘイヴンウッド","안식의 숲","Outonal","Тихая роща","Santuario del bosque","Havenwood","庇護之木","",426,"","","","",""
576,"PolarisTheme","Polaris","Polaris","Polaris","北極星","폴라리스","Polaris","Полярность","Polaris","Polaris","北極星辰","",426,"","","","",""
577,"BasiliskTheme","Basilisk","Basilic","Basilisk","バジリスク","바실리스크","Basilísco","Василиск","Basilisco","Basilisk","陰邪蛇妖","",426,"","","","",""
578,"CrusaderTheme","Crusader","Croisé","Kreuzritter","聖戦士","십자군","Cruzado","Крестоносец","Cruzado","Crusader","聖戰軍王","",426,"","","","",""
579,"EyrieTheme","Eyrie","Aquila","Adlergarde","エアリー","창공의 날개","Eyrie","Орлиное гнездо","Nido de halcones","Eyrie","傲世翔鷹","",426,"","","","",""
580,"JudicatorTheme","Judicator","Judicateur","Judikator","ジュディケーター","심판관","Judicador","Вершитель","Enjuiciador","Judicator","至尊判官","",426,"","","","",""
581,"OrionTheme","Orion","Orion","Orion","オリオン","오리온","Orion","Орион","Orion","Orion","繁星獵戶","",426,"","","","",""
582,"MetamorphTheme","Metamorph","Metamorph","Metamorph","メタモルフ","변형","Metamorph","Метаморф","Metamorph","Metamorph","鍊獄幻魔","",426,"","","","",""
583,"ExileConTheme","ExileCon","ExileCon","ExileCon","ExileCon","엑자일콘","ExileCon","ExileCon","ExileCon","ExileCon","流亡嘉年華","",426,"","","","",""
584,"RevenantTheme","Revenant","Revenant","Wiedergänger","亡霊","원령","Fantasma","Потусторонние","Retornado","Revenant","復仇邪靈","",426,"","","","",""
585,"ColdsnapTheme","Coldsnap","Vague de froid","Blitzeis","コールドスナップ","한파","Estalo Gélido","Ледяная хватка","Ruptura de hielo","Coldsnap","冰霜暴雪","",426,"","","","",""
586,"MaliceTheme","Malice","Malveillance","Bosheit","悪意","적의","Malícia","Злоба","Malicia","Malice","絕滅恨惡","",426,"","","","",""
587,"ThaumaturgyTheme","Thaumaturgy","Thaumaturgie","Thaumaturgie","魔術","마석학","Taumaturgia","Техномант","Taumaturgia","Thaumaturgy","奇幻魔術","",426,"","","","",""
588,"BalefireTheme","Balefire","Malefeu","Hassfeuer","かがり火","대화재","Cremação","Костёр","Fuego siniestro","Balefire","野火","",426,"","","","",""
589,"DeliriumTheme","Delirium","Delirium","Delirium","デリリウム","환영","Delirium","Делириум","Delirium","Delirium","譫妄異域","",426,"","","","",""
590,"HeartseekerTheme","Heartseeker","Crève-cœur","Herzsucher","ハートシーカー","심장 추적자","Caçador de Corações","Удар в сердце","Buscacorazones","Heartseeker","血心探索","",426,"","","","",""
591,"DarkMagicTheme","Dark Magic","Magie noire","Dunkle Magie","ダークマジック","흑마법","Magia Negra","Тёмная магия","Magia negra","Dark Magic","黑魔法","",426,"","","","",""
592,"JinliTheme","Jinli","Jinli","Jinli","勁力","진력","Jinli","Jinli","Jinli","Jinli","錦鯉","",426,"","","","",""
593,"ImaginationTheme","Imagination","Imagination","Imagination","想像","공상","Imaginação","Воображение","Imaginación","Imagination","幻像","",426,"","","","",""
594,"HighPriestTheme","High Priest","Haut Prêtre","Hohepriester","大祭司","고위 사제","Alto Sacerdote","Верховный жрец","Gran sacerdote","High Priest","神聖主教","",426,"","","","",""
595,"GoddessTheme","Goddess","Déesse","Göttin","女神","여신","Deusa","Богиня","Diosa","Goddess","女神","",426,"","","","",""
596,"SawbladeTheme","Sawblade","Lames de scie","Sägeblatt","鋸刃","톱날","Serra","Пилы","Sierras","Sawblade","奪魂鋸","",426,"","","","",""
597,"DreadspireTheme","Dreadspire","Cime-terreur","Schreckensspitze","ドレッドスパイア","공포 첨탑","Espiral Horrenda","Башня ужаса","Espiral del terror","Dreadspire","恐懼尖刺","",426,"","","","",""
598,"AngelsAndDemonsTheme","Angels and Demons","Anges & Démons","Engel und Dämonen","天使と悪魔","천사와 악마","Anjos e Demônios","Ангелы и демоны","Ángeles y demonios","Angels and Demons","天使和惡魔","",426,"","","","",""
599,"NightwatchTheme","Nightwatch","Veille nocturne","Nachtwächter","ナイトウォッチ","불침번","Patrulha da Noite","Ночной дозор","Guardia de la noche","Nightwatch","守夜先鋒","",426,"","","","",""
