"rownum","MtxTypeGameSpecific","i32_16","i32_20"
2980,2679,0,160
2981,2648,0,220
2982,2465,0,140
2983,2547,0,250
2984,2520,0,330
2985,2521,0,120
2986,2522,0,120
2987,2523,0,180
2988,6435,0,80
2989,6429,0,80
2990,6427,0,80
2991,6431,0,80
2992,6436,0,80
2993,6428,0,80
2994,6425,0,80
2995,6426,0,180
2996,6438,0,80
2997,6439,0,80
2998,6440,0,80
2999,6437,0,80
3000,6432,0,80
3001,6430,0,80
3002,3096,0,130
3003,3097,0,80
3004,3098,0,80
3005,3099,0,280
3006,3100,0,280
3007,3107,0,130
3008,3102,0,360
3009,3105,0,130
3010,3103,0,190
3011,3101,0,280
3012,3104,0,130
3013,3134,0,130
3014,3273,0,190
3015,3274,0,110
3016,3275,0,110
3017,3276,0,390
3018,3277,0,650
3019,3278,0,480
3020,3279,0,280
3021,3282,0,190
3022,3283,0,110
3023,3284,0,110
3024,3285,0,390
3025,3286,0,650
3026,3288,0,480
3027,3287,0,280
3028,3290,0,190
3029,3291,0,110
3030,3292,0,110
3031,3294,0,390
3032,3295,0,650
3033,3296,0,480
3034,3299,0,480
3035,3297,0,280
3036,3298,0,190
3037,3293,0,160
3038,3301,0,190
3039,3302,0,110
3040,3303,0,110
3041,3304,0,390
3042,3305,0,650
3043,3306,0,480
3044,3308,0,480
3045,3307,0,280
3046,3310,0,190
3047,3311,0,110
3048,3312,0,110
3049,3313,0,390
3050,3314,0,650
3051,3315,0,480
3052,3317,0,480
3053,3316,0,280
3054,3318,0,190
3055,3272,0,200
3056,3268,0,190
3057,3122,0,190
3058,3267,0,360
3059,3265,0,360
3060,3255,0,220
3061,3266,0,220
3062,3264,0,280
3063,1445,0,140
3064,2306,0,220
3065,2307,0,220
3066,2308,0,220
3067,2309,0,220
3068,2682,0,220
3069,3259,0,280
3070,3258,0,280
3071,3136,0,540
3072,3269,0,360
3073,1890,0,280
3074,2325,0,220
3075,2326,0,220
3076,2327,0,220
3077,2328,0,220
3078,3135,0,190
3079,6434,0,280
3080,3257,0,220
3081,3229,0,280
3082,3377,0,280
3083,3378,0,420
3084,3379,0,280
3085,3385,0,220
3086,3384,0,190
3087,3380,0,280
3088,3381,0,280
3089,3383,0,360
3090,3373,0,130
3091,3374,0,130
3092,3375,0,80
3093,3376,0,80
3094,3386,0,220
3095,3382,0,160
3096,5021,0,190
3097,5020,0,190
3098,6455,0,80
3099,6456,0,80
3100,6457,0,80
3101,3362,0,280
3102,3363,0,420
3103,3364,0,280
3104,3370,0,220
3105,3369,0,190
3106,3366,0,280
3107,3365,0,280
3108,3368,0,360
3109,3358,0,130
3110,3359,0,130
3111,3360,0,80
3112,3361,0,80
3113,3371,0,220
3114,3367,0,160
3115,5019,0,190
3116,5017,0,190
3117,6452,0,80
3118,6453,0,80
3119,6454,0,80
3120,3320,0,280
3121,3322,0,130
3122,3323,0,80
3123,3324,0,80
3124,3325,0,280
3125,5004,0,190
3126,3327,0,420
3127,3328,0,420
3128,3330,0,280
3129,3332,0,130
3130,3333,0,80
3131,3334,0,80
3132,3335,0,280
3133,3336,0,190
3134,3338,0,420
3135,3339,0,420
3136,3429,0,280
3137,3428,0,80
3138,3427,0,80
3139,3426,0,130
3140,3271,0,190
3141,3445,0,220
3142,3444,0,220
3143,3443,0,280
3144,3442,0,280
3145,3440,0,280
3146,3439,0,80
3147,3438,0,80
3148,3437,0,130
3149,3432,0,280
3150,3430,0,360
3151,3431,0,280
3152,3436,0,220
3153,3434,0,220
3154,3435,0,220
3155,3463,0,220
3156,1446,0,220
3157,3140,0,280
3158,3472,0,280
3159,3471,0,280
3160,3458,0,220
3161,3459,0,220
3162,3139,0,360
3163,3454,0,280
3164,3453,0,80
3165,3452,0,80
3166,3451,0,130
3167,3461,0,160
3168,3138,0,160
3169,4932,0,160
3170,3535,0,280
3171,3534,0,280
3172,3533,0,280
3173,3532,0,210
3174,3545,0,130
3175,3544,0,80
3176,3543,0,130
3177,3542,0,130
3178,3541,0,330
3179,3531,0,80
3180,3530,0,80
3181,3529,0,80
3182,3528,0,80
3183,3527,0,210
3184,3588,0,330
3185,3587,0,280
3186,3586,0,280
3187,3585,0,280
3188,3566,0,210
3189,3565,0,210
3190,3564,0,210
3191,3563,0,210
3192,3562,0,280
3193,3561,0,130
3194,3569,0,130
3195,3570,0,130
3196,3571,0,130
3197,3572,0,130
3198,3548,0,280
3199,3547,0,280
3200,3546,0,280
3201,3580,0,210
3202,3579,0,210
3203,3578,0,130
3204,3577,0,130
3205,3558,0,210
3206,3559,0,80
3207,3560,0,210
3208,3557,0,80
3209,3556,0,280
3210,3555,0,130
3211,3554,0,130
3212,3553,0,80
3213,3550,0,130
3214,3551,0,80
3215,3552,0,130
3216,3549,0,280
3217,3584,0,280
3218,3583,0,210
3219,3582,0,130
3220,3499,0,280
3221,3498,0,280
3222,3497,0,210
3223,3496,0,210
3224,6475,0,130
3225,6476,0,210
3226,6477,0,210
3227,6478,0,210
3228,6479,0,210
3229,6480,0,130
3230,6481,0,280
3231,3504,0,140
3232,3639,0,135
3233,3506,0,240
3234,3522,0,160
3235,3526,0,165
3236,3372,0,140
3237,3501,0,140
3238,3476,0,140
3239,3502,0,140
3240,3503,0,140
3241,3500,0,150
3242,3523,0,260
3243,3466,0,130
3244,3465,0,135
3245,3464,0,135
3246,3473,0,140
3247,5031,0,60
3248,3457,0,130
3249,3456,0,280
3250,3455,0,280
3251,5032,0,60
3252,3633,0,320
3253,3636,0,280
3254,3638,0,280
3255,3632,0,320
3256,3515,0,280
3257,3635,0,280
3258,5051,0,320
3259,3634,0,320
3260,3519,0,420
3261,3517,0,320
3262,3637,0,280
3263,3687,0,130
3264,3688,0,280
3265,3689,0,80
3266,3690,0,200
3267,3675,0,280
3268,3676,0,100
3269,3677,0,60
3270,3678,0,330
3271,3672,0,60
3272,3673,0,200
3273,3674,0,130
3274,3536,0,60
3275,3537,0,130
3276,3538,0,200
3277,3539,0,330
3278,6483,0,200
3279,6484,0,280
3280,6485,0,130
3281,6486,0,280
3282,6487,0,200
3283,6488,0,330
3284,3683,0,80
3285,3684,0,130
3286,3685,0,280
3287,3686,0,130
3288,3692,0,100
3289,3693,0,100
3290,3694,0,240
3291,3695,0,330
3292,3696,0,280
3293,3702,0,200
3294,3703,0,100
3295,3704,0,130
3296,3705,0,330
3297,3706,0,280
3298,3711,0,60
3299,3712,0,130
3300,3713,0,200
3301,3707,0,280
3302,3708,0,130
3303,3709,0,80
3304,3710,0,200
3305,3714,0,280
3306,3715,0,100
3307,3716,0,60
3308,3717,0,330
3309,3718,0,240
3310,3719,0,60
3311,3720,0,100
3312,5054,0,60
3313,5055,0,240
3314,5056,0,330
3315,5057,0,130
3316,5058,0,280
3317,5059,0,130
3318,5060,0,200
3319,5061,0,100
3320,5062,0,330
3321,3481,0,280
3322,3480,0,80
3323,3479,0,80
3324,3478,0,160
3325,3484,0,280
3326,3645,0,280
3327,3644,0,80
3328,3643,0,80
3329,3642,0,160
3330,3651,0,280
3331,3485,0,280
3332,3483,0,200
3333,3648,0,200
3334,3652,0,200
3335,3646,0,140
3336,3649,0,140
3337,3521,0,140
3338,3612,0,140
3339,3469,0,140
3340,3505,0,140
3341,3640,0,140
3342,3788,0,130
3343,3789,0,200
3344,3790,0,80
3345,3791,0,280
3346,3783,0,200
3347,3782,0,100
3348,3781,0,130
3349,3780,0,280
3350,3779,0,100
3351,3792,0,60
3352,3793,0,200
3353,3794,0,200
3354,3795,0,280
3355,3796,0,60
3356,3797,0,240
3357,3798,0,100
3358,3799,0,100
3359,3810,0,60
3360,3811,0,100
3361,3812,0,200
3362,3804,0,60
3363,3805,0,200
3364,3806,0,100
3365,3808,0,100
3366,3809,0,200
3367,3807,0,60
3368,3770,0,60
3369,3771,0,100
3370,3772,0,200
3371,5071,0,200
3372,5072,0,200
3373,5073,0,240
3374,5074,0,100
3375,5075,0,100
3376,3784,0,100
3377,3785,0,200
3378,3786,0,100
3379,3787,0,280
3380,3575,0,80
3381,3576,0,280
3382,3574,0,240
3383,3573,0,100
3384,3623,0,60
3385,3624,0,100
3386,3625,0,240
3387,3626,0,100
3388,3260,0,80
3389,3261,0,200
3390,3262,0,100
3391,3263,0,100
3392,3679,0,280
3393,3680,0,100
3394,3681,0,60
3395,3682,0,100
3396,3622,0,280
3397,3815,0,280
3398,5179,0,280
3399,3814,0,280
3400,3818,0,280
3401,3816,0,280
3402,3817,0,200
3403,3813,0,200
3404,3746,0,140
3405,3745,0,140
3406,3744,0,140
3407,3743,0,140
3408,3749,0,140
3409,3750,0,140
3410,3752,0,140
3411,5053,0,140
3412,3524,0,140
3413,1847,0,400
3414,1879,0,280
3415,3755,0,140
3416,3751,0,140
3417,3747,0,140
3418,3748,0,140
3419,3741,0,140
3420,3691,0,140
3421,4889,0,40
3422,6374,0,40
3423,3941,0,0
3424,3942,0,0
3425,3943,0,0
3426,3944,0,0
3427,3952,0,0
3428,3950,0,0
3429,3951,0,0
3430,3948,0,0
3431,3954,0,0
3432,3953,0,0
3433,5086,0,0
3434,3947,0,0
3435,3946,0,0
3436,3956,0,0
3437,3697,0,200
3438,3698,0,280
3439,3699,0,350
3440,3700,0,200
3441,3701,0,240
3442,5077,0,100
3443,5078,0,280
3444,5079,0,350
3445,5080,0,240
3446,5082,0,280
3447,3969,0,100
3448,3970,0,200
3449,3971,0,240
3450,3972,0,100
3451,3973,0,200
3452,3974,0,240
3453,3967,0,60
3454,3968,0,200
3455,3892,0,80
3456,3893,0,200
3457,3894,0,280
3458,3997,0,60
3459,3996,0,200
3460,5063,0,80
3461,5064,0,280
3462,5065,0,80
3463,3733,0,100
3464,3734,0,200
3465,3735,0,240
3466,6850,0,280
3467,6851,0,100
3468,6849,0,200
3469,6848,0,350
3470,3985,0,200
3471,3986,0,200
3472,3987,0,200
3473,6853,0,280
3474,6855,0,200
3475,4008,0,280
3476,6854,0,240
3477,6852,0,200
3478,3905,0,60
3479,3909,0,200
3480,3902,0,60
3481,3906,0,200
3482,3903,0,60
3483,3907,0,200
3484,3904,0,60
3485,3908,0,200
3486,3988,0,60
3487,3992,0,200
3488,3989,0,60
3489,3993,0,200
3490,3990,0,60
3491,3994,0,200
3492,3991,0,60
3493,3995,0,200
3494,3834,0,160
3495,3835,0,80
3496,3836,0,80
3497,3837,0,280
3498,3838,0,160
3499,3661,0,160
3500,5076,0,160
3501,3839,0,160
3502,3840,0,80
3503,3841,0,80
3504,3842,0,280
3505,3843,0,350
3506,3844,0,280
3507,3845,0,280
3508,3846,0,160
3509,3847,0,80
3510,3848,0,80
3511,3849,0,280
3512,3850,0,350
3513,3851,0,160
3514,3852,0,80
3515,3853,0,80
3516,3854,0,280
3517,3855,0,80
3518,3856,0,280
3519,3857,0,280
3520,3858,0,160
3521,3859,0,80
3522,3860,0,80
3523,3861,0,280
3524,3862,0,280
3525,3863,0,160
3526,3864,0,280
3527,4091,0,60
3528,4095,0,150
3529,4094,0,60
3530,4098,0,150
3531,4092,0,60
3532,4096,0,150
3533,4093,0,60
3534,4097,0,150
3535,4079,0,150
3536,4083,0,60
3537,4081,0,150
3538,4084,0,60
3539,4080,0,150
3540,4085,0,60
3541,4082,0,150
3542,4086,0,60
3543,5089,0,100
3544,5090,0,200
3545,5091,0,240
3546,4111,0,120
3547,4112,0,150
3548,4113,0,240
3549,4114,0,240
3550,4115,0,100
3551,4116,0,200
3552,4107,0,150
3553,4106,0,150
3554,4108,0,200
3555,4103,0,320
3556,4104,0,60
3557,4105,0,200
3558,4099,0,60
3559,4100,0,270
3560,4102,0,300
3561,4101,0,320
3562,4124,0,270
3563,4125,0,280
3564,4126,0,150
3565,4123,0,300
3566,4136,0,280
3567,3889,0,150
3568,3890,0,200
3569,3891,0,150
3570,6539,0,605
3571,6540,0,270
3572,6541,0,320
3573,3885,0,60
3574,3886,0,150
3575,3887,0,320
3576,6533,0,60
3577,6534,0,200
3578,6535,0,300
3579,6872,0,60
3580,6871,0,200
3581,6870,0,300
3582,4068,0,280
3583,4067,0,80
3584,4065,0,160
3585,4066,0,80
3586,4070,0,350
3587,4072,0,280
3588,4069,0,280
3589,4074,0,80
3590,4073,0,280
3591,4075,0,280
3592,3875,0,140
3593,3873,0,140
3594,3872,0,140
3595,3871,0,140
3596,3754,0,140
3597,3462,0,140
3598,2911,0,140
3599,4152,0,60
3600,4156,0,150
3601,4155,0,60
3602,4159,0,150
3603,4154,0,60
3604,4158,0,150
3605,4153,0,60
3606,4157,0,150
3607,3628,0,60
3608,4160,0,150
3609,4046,0,60
3610,4050,0,150
3611,4049,0,60
3612,4053,0,150
3613,4048,0,60
3614,4052,0,150
3615,4047,0,60
3616,4051,0,150
3617,6542,0,150
3618,6543,0,200
3619,6544,0,240
3620,6545,0,300
3621,4145,0,240
3622,4146,0,200
3623,4147,0,120
3624,5100,0,200
3625,5101,0,280
3626,5102,0,120
3627,5106,0,200
3628,5107,0,150
3629,5108,0,240
3630,5109,0,300
3631,5110,0,320
3632,6878,0,200
3633,6876,0,150
3634,6877,0,150
3635,6549,0,240
3636,6550,0,200
3637,6551,0,150
3638,6552,0,300
3639,4225,0,120
3640,4226,0,300
3641,4227,0,150
3642,6472,0,300
3643,6473,0,200
3644,6474,0,120
3645,4171,0,320
3646,4168,0,200
3647,4169,0,120
3648,4170,0,300
3649,4183,0,200
3650,4185,0,200
3651,4184,0,150
3652,4223,0,120
3653,4224,0,120
3654,4218,0,150
3655,4221,0,280
3656,4220,0,200
3657,4222,0,300
3658,4219,0,320
3659,4427,0,150
3660,4428,0,150
3661,4429,0,150
3662,4430,0,150
3663,4431,0,150
3664,4426,0,150
3665,4420,0,120
3666,4421,0,120
3667,4422,0,120
3668,4423,0,120
3669,4424,0,120
3670,4425,0,120
3671,4461,0,120
3672,4457,0,120
3673,4458,0,120
3674,4459,0,120
3675,4460,0,120
3676,4466,0,150
3677,4462,0,150
3678,4463,0,150
3679,4464,0,150
3680,4465,0,150
3681,4443,0,200
3682,4444,0,200
3683,4445,0,200
3684,4442,0,300
3685,4446,0,200
3686,4447,0,320
3687,4448,0,280
3688,4449,0,120
3689,4439,0,300
3690,4440,0,120
3691,4441,0,200
3692,5111,0,300
3693,5112,0,200
3694,5113,0,120
3695,6570,0,150
3696,6571,0,240
3697,6569,0,240
3698,6573,0,320
3699,6572,0,280
3700,4165,0,120
3701,4167,0,280
3702,4166,0,240
3703,6555,0,120
3704,6556,0,300
3705,6557,0,200
3706,4451,0,150
3707,4452,0,280
3708,4450,0,120
3709,4436,0,150
3710,4437,0,240
3711,4438,0,150
3712,4132,0,240
3713,4133,0,240
3714,4236,0,280
3715,4402,0,280
3716,4127,0,300
3717,4128,0,320
3718,4129,0,300
3719,4130,0,320
3720,4238,0,200
3721,4401,0,150
3722,4403,0,200
3723,4517,0,4200
3724,4518,0,4200
3725,4519,0,4200
3726,4520,0,4200
3727,4522,0,4200
3728,4523,0,4200
3729,4524,0,4200
3730,4529,0,4200
3731,4526,0,4200
3732,4528,0,4200
3733,4527,0,4200
3734,5127,0,4200
3735,4532,0,4200
3736,4525,0,4200
3737,4481,0,150
3738,4482,0,200
3739,4483,0,240
3740,4484,0,280
3741,5119,0,120
3742,5120,0,240
3743,5123,0,300
3744,5121,0,280
3745,5118,0,320
3746,4545,0,120
3747,4549,0,150
3748,4548,0,120
3749,4552,0,150
3750,4547,0,120
3751,4551,0,150
3752,4546,0,120
3753,4550,0,150
3754,4505,0,120
3755,4506,0,150
3756,4553,0,120
3757,4557,0,150
3758,4556,0,120
3759,4560,0,150
3760,4555,0,120
3761,4559,0,150
3762,4554,0,120
3763,4558,0,150
3764,4542,0,150
3765,4543,0,150
3766,4544,0,240
3767,6612,0,120
3768,6613,0,240
3769,6614,0,200
3770,4514,0,120
3771,4515,0,300
3772,4516,0,200
3773,4534,0,280
3774,4535,0,120
3775,4536,0,150
3776,4508,0,120
3777,4509,0,240
3778,4510,0,200
3779,4561,0,120
3780,4562,0,200
3781,4563,0,240
3782,4476,0,240
3783,4477,0,240
3784,4478,0,240
3785,4479,0,240
3786,4537,0,240
3787,4538,0,240
3788,4539,0,240
3789,4540,0,240
3790,4541,0,240
3791,4469,0,280
3792,4467,0,240
3793,4468,0,110
3794,4470,0,130
3795,4475,0,280
3796,4474,0,300
3797,4472,0,240
3798,4473,0,320
3799,6873,0,120
3800,6874,0,150
3801,6911,0,100
3802,6916,0,200
3803,6914,0,100
3804,6919,0,200
3805,6913,0,100
3806,6918,0,200
3807,6912,0,100
3808,6917,0,200
3809,6969,0,120
3810,6975,0,150
3811,6972,0,120
3812,6978,0,150
3813,6971,0,120
3814,6977,0,150
3815,6970,0,120
3816,6976,0,150
3817,6925,0,320
3818,7011,0,120
3819,7013,0,280
3820,6926,0,200
3821,7052,0,200
3822,7053,0,120
3823,7054,0,240
3824,6982,0,320
3825,6949,0,200
3826,6950,0,320
3827,6951,0,120
3828,6952,0,50
3829,6932,0,200
3830,6931,0,120
3831,6933,0,300
3832,7006,0,200
3833,7005,0,240
3834,7007,0,120
3835,6923,0,240
3836,6924,0,300
3837,6927,0,150
3838,6928,0,150
3839,6929,0,200
3840,7055,0,120
3841,7056,0,200
3842,7057,0,320
3843,7058,0,280
3844,7002,0,240
3845,7003,0,120
3846,7004,0,200
3847,6973,0,120
3848,6974,0,120
3849,6979,0,150
3850,6980,0,150
3851,6915,0,100
3852,6920,0,200
3853,7046,0,100
3854,7047,0,200
