"rownum","Mtx","VisualEffect","VisualIdentity","Stats","ItemClasses","BaseItemTypes","bool_96","[i32]_97","[i32]_113","bool_129","Name","bool_146","[rid]_147","Character","GrantedEffect","OnKillEffect","rid_211","bool_227","EffectSlotType","VisualEffectType","bool_260","GameObjectTask","i32_277"
2074,2529,"",6108,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2075,2530,"","",[320],[4],[],"",[164],[11],"",[],"",[],[],[],[],"","","","","","",0
2076,2531,"",6109,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2077,2532,"",6110,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2078,2533,"",6111,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2079,2534,"",6112,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2080,2535,"",6113,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2081,2536,"",6114,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
2082,2537,"","",[320],[4],[],"",[170],[11],"",[],"",[],[],[],[],"","","","","","",0
2083,2540,"",6117,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
2084,2541,"",6118,[],[20],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
2085,2538,"",6115,[],"[9,11,12,32,10]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
2086,2539,"",6116,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
2087,2542,229,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
2088,2543,"",6119,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
2089,2544,230,"",[1374],[23],[],"",[96],[10],"",[],"",[],[],[],[],"","","","","","",0
2090,2825,"","","[348,9314]",[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","","[-41,64]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2091,2546,"","",[348],[],"[1692,2322]","",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
2092,2547,"","","[348,12504]",[],"[1870,1871,2087,2082,2083,1872,1606,2118,1690]","","[2,1]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2093,2549,"","",[12270],[],[2080],"",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
2094,2548,"","",[12270],[],[2080],"",[2],[27],"",[],"",[],[],[],[],"","",0,"","","",0
2095,2550,"",6120,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
2096,2552,"",6121,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2097,2553,"",6122,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2098,2554,"",6123,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2099,2555,"",6124,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2100,2557,"",6125,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
2101,2559,"",6126,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2102,2560,"",6127,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2103,2561,"",6128,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2104,2562,"",6129,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2105,2564,"",6130,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2106,2565,"",6131,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2107,2567,"",6132,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2108,2568,"",6133,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2109,2569,"",6134,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2110,2571,"",6135,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
2111,2572,"",6136,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2112,2573,"",6137,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2113,2574,"",6138,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2114,2575,"",6139,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2115,2576,"",6140,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2116,2577,"",6141,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2117,2578,"",6142,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
2118,2579,"",6143,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
2119,2580,171,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
2120,2581,172,"",[1374],[23],[],"",[76],[10],"",[],"",[],[],[],[],"","","","","","",0
2121,2583,"","","[348,9314]",[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","","[-42,44]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2122,2584,"","",[348],[],"[2005,1996]","",[3],[27],"",[],"",[],[],[],[],"","",0,"","","",0
2123,2585,"",6144,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
2124,2586,"",6145,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2125,2587,"",6146,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2126,2588,"",6147,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2127,2589,"",6148,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2128,2590,"",6149,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2129,2591,"",6150,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2130,2592,"",6151,[],"[9,10,11,7,56,6,8,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
2131,2593,"",6152,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
2132,2594,173,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
2133,2595,174,"",[1374],[23],[],"",[77],[10],"",[],"",[],[],[],[],"","","","","","",0
2134,2597,"","","[348,9314]",[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","","[-43,45]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2135,2598,"","","[348,1308,2725,3654]",[],[1874],"","[11,12,13,12]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2136,2599,"",6153,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
2137,2600,"",6154,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2138,2601,"",6155,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2139,2602,"",6156,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2140,2603,"",6157,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2141,2604,"",6158,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2142,2605,"",6159,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2143,2606,175,"",[1374],[23],[],"",[78],[10],"",[],"",[],[],[],[],"","","","","","",0
2144,2608,"",6160,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
2145,2609,"","",[348],[],[1672],"",[3],[27],"",[],"",[],[],[],[],"","",0,"","","",0
2146,2610,"",6161,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
2147,2611,"",6162,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
2148,2612,"",6163,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
2149,2613,"",6164,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2150,2614,"",6165,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2151,2615,"",6166,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2152,2616,"",6167,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2153,2617,"",6168,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2154,2618,"",6169,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2155,2619,"",6170,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2156,2620,"",6171,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2157,2621,"",6172,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2158,2622,"",6173,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2159,2623,"",6174,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2160,2624,"",6175,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2161,2625,"",6176,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2162,2626,"",6177,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2163,2627,"",6178,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2164,2628,"",6179,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2165,2629,"",6180,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2166,2630,"",6181,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2167,2631,"",6182,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2168,2632,"",6183,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2169,2633,176,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
2170,2634,177,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
2171,2635,178,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
2172,2636,179,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
2173,2637,"","","[348,9314]",[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","","[-45,56]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2174,2638,"","","[348,9314]",[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","","[-46,55]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2175,2639,"","","[348,9314]",[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","","[-47,57]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2176,2640,"","","[348,9314]",[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","","[-48,54]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2177,2641,"","","[348,9314]",[],[1807],"","[13,48]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2178,2642,"","","[348,9314]",[],[1617],"","[4,47]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2179,2643,"","","[348,9314]",[],"[1616,1821]","","[2,47]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2180,2644,"","","[348,2229,9314]",[],[1803],"","[4,4,47]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2181,2645,"","",[348],[],[1640],"",[3],[27],"",[],"",[],[],[],[],"","",0,"","","",0
2182,2646,"","","[348,9314,1762,12193]",[],[1796],"","[10,49,3,14]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2183,2647,"","","[348,9314,1762,12193]",[],[2092],"","[1,49,3,14]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2184,2648,"","",[348],[],"[1890,1892]","",[7],[27],"",[],"",[],[],[],[],"","",0,"","","",0
2185,2649,"","","[348,2725,9314,3654]",[],"[1704,2324]","","[1,4,33,7]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2186,2650,"","","[348,9314,16234]",[],[2096],"","[1,33,1]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2187,2651,"",6184,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2188,2652,"",6185,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2189,2653,"",6186,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2190,2654,"",6187,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2191,2655,"",6188,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2192,2656,"",6189,[],"[9,11,10,15,17,16,14,57]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
2193,2657,180,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
2194,2658,"",6190,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
2195,2660,"","",[348],[],[1970],"",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
2196,2661,"","",[348],[],[1974],"",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
2197,2662,"",6191,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2198,2663,"",6192,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2199,2664,"",6193,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2200,2665,"",6194,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2201,2666,"",6195,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2202,2667,"",6196,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2203,2668,"",6197,[],"[9,10,11,15,20,13,7,56,8,6,12,32]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
2204,2669,181,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
2205,2670,182,"",[1374],[23],[],"",[79],[10],"",[],"",[],[],[],[],"","","","","","",0
2206,2672,"","",[348],[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","",[-44],[27],"",[],"",[],[],[],[],"","",0,"","","",0
2207,2673,"","","[348,2725]",[],"[1849,1850,1851,1853,1852]","","[19,5]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2208,2674,"","",[348],[],[1657],"",[7],[27],"",[],"",[],[],[],[],"","",0,"","","",0
2209,2675,"","",[348],[],[2012],"",[2],[27],"",[],"",[],[],[],[],"","",0,"","","",0
2210,2676,"","","[348,9314]",[],[1617],"","[5,51]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2211,2677,"","",[348],[],[1938],"",[5],[27],"",[],"",[],[],[],[],"","",0,"","","",0
2212,2678,"","",[348],[],[2012],"",[3],[27],"",[],"",[],[],[],[],"","",0,"","","",0
2213,2679,"","",[348],[],[2091],"",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
2214,2680,"",6198,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
2215,2682,"","","[348,1308]",[],[1800],"","[7,6]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2216,2683,"","",[348],[],"[1972,1973,2114]","",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
2217,2684,"","","[348,1308]",[],"[1707,1814]","","[4,2]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2218,2685,"",6199,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
2219,2686,"",6200,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2220,2687,"",6201,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
2221,2690,"",6202,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2222,2691,"",6203,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2223,2692,"",6204,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2224,2693,"",6205,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2225,2694,"",6207,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2226,2695,"",6206,[],"[9,10,12,11,32,14,57,15,16,17,13,7,56,8,6]",[],"",[],[1],1,[],"",[],[],[],[],"","","","","","",0
2227,2697,"","","[348,9314]",[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","","[-52,76]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2228,2699,"",6208,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2229,2700,"",6209,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2230,2701,"",6210,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2231,2702,"",6211,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2232,2703,"",6212,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
2233,2704,"",6213,[],"[9,10,12,11,32,14,57,15,16,17,13,7,56,8,6]",[],"",[],[1],1,[],"",[],[],[],[],"","","","","","",0
2234,2706,192,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
2235,2708,"",6214,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2236,2709,"",6215,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2237,2710,"",6216,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2238,2711,"",6217,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2239,2712,"",6218,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2240,2714,191,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
2241,2715,"",6219,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
2242,2717,"",6220,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2243,2718,"",6221,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2244,2719,"",6222,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2245,2720,"",6223,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2246,2723,"",6228,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2247,2724,"",6229,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2248,2725,"",6230,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2249,2726,"",6231,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2250,2727,"",6232,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2251,2728,"",6233,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2252,2729,193,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
2253,2732,"",6234,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2254,2733,"",6235,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2255,2734,"",6236,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2256,2735,"",6237,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2257,2736,"",6238,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2258,2737,194,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
2259,2740,"",6239,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2260,2741,"",6240,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2261,2742,"",6241,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2262,2743,"",6242,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2263,2744,"",6243,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2264,2745,195,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
2265,2748,"",6244,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2266,2749,"",6245,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2267,2750,"",6246,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2268,2751,"",6247,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2269,2752,"",6248,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2270,2753,"",6249,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2271,2754,196,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
2272,2757,"",6250,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2273,2758,"",6251,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2274,2759,"",6252,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2275,2760,"",6253,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2276,2761,"",6254,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2277,2762,"",6255,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2278,2763,"",6256,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2279,2764,"",6257,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
2280,2765,197,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
2281,2771,"",6227,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2282,2770,"",6226,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2283,2769,"",6225,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2284,2768,"",6224,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2285,2772,"",6258,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2286,2773,185,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
2287,2774,"",6259,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
2288,2775,"",6260,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
2289,2776,"",6261,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2290,2777,"",6262,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2291,2778,"",6263,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2292,2779,"",6264,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2293,2780,"",6265,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2294,2781,"",6266,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2295,2782,"",6267,[],"[9,11,10,15,16,17,14,57,12,32]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
2296,2783,188,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
2297,2784,"",6268,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
2298,2786,189,"",[1374],[23],[],"",[81],[10],"",[],"",[],[],[],[],"","","","","","",0
2299,2787,"","","[348,9314]",[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","","[-51,59]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2300,2788,"","","[348,12193]",[],[1964],"","[3,13]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
2301,2789,"","",[8940],[],[1947],"",[2],[27],"",[],"",[],[],[],[],"","",0,"","","",0
2302,2790,"",6269,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
2303,2791,"",6270,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
2304,2792,"",6271,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
2305,2793,"",6272,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
2306,2794,"",6273,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
2307,2795,"",6274,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2308,2796,"",6275,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
2309,2797,"",6276,[],"[7,56,8,6,9,10,11,12,32,15,13,20]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
2310,2798,186,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
2311,2799,"",6277,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
2312,2801,187,"",[1374],[23],[],"",[82],[10],"",[],"",[],[],[],[],"","","","","","",0
