"rownum","Id","MtxTypeGameSpecificKey","HASH32","HASH16","i32_30","bool_34","bool_35","[rid]_36","HideoutCategory","Skills","i32_84","rid_88","bool_104","bool_105","MiscObject","DropEffect"
435,"Metadata/Pet/BabyVaalOversoul/BabyVaalOversoul",5124,2350777582,35056,8,"","",[2],86,[],0,112,"",1,"",""
436,"Metadata/Pet/LoyalCompanion/LoyalCompanion01",5125,2496909842,18113,8,"","",[2],86,[],0,112,"",1,"",""
437,"Metadata/Pet/LoyalCompanion/LoyalCompanion02",5126,2068229856,54694,8,"","",[2],86,[],0,112,"",1,"",""
438,"Metadata/Pet/LoyalCompanion/LoyalCompanion03",5127,238674310,61375,8,"","",[2],86,[],0,112,"",1,"",""
439,"Metadata/Pet/WuzhiqiWaterMonkey/WuzhiqiWaterMonkey",5128,2852302892,6702,8,1,"",[1],3,[],0,112,"",1,"",""
440,"Metadata/Pet/WuzhiqiWaterMonkey/WuzhiqiWaterMonkeyPremium",5129,1556090179,20867,8,"",1,[1],3,[],0,112,"",1,"",""
441,"Metadata/Pet/WuzhiqiWaterMonkey/WuzhiqiWaterMonkeyPremiumExpired",5130,3293371871,6547,8,1,"",[1],3,[],0,112,"",1,"",""
442,"Metadata/Pet/FledglingBellcrow/FledglingBellcrow",5131,2369698475,14229,8,"","",[1],3,[],0,112,"",1,"",""
443,"Metadata/Pet/BetaKiwis/BaronKiwi",5132,585225973,62484,8,"","",[1],3,[],0,112,"",1,"",""
444,"Metadata/Pet/BetaKiwis/FaridunKiwi",5133,3564858641,47466,8,"","",[1],3,[],0,112,"",1,"",""
445,"Metadata/Pet/BetaKiwis/VaalKiwi",5134,4088086430,52277,8,"","",[1],3,[],0,112,"",1,"",""
446,"Metadata/Pet/BetaKiwis/KaruiKiwi",5135,3669102070,55108,8,"","",[1],3,[],0,112,"",1,"",""
447,"Metadata/Pet/BetaKiwis/LumeriusKiwi",5136,1085340876,48252,8,"","",[1],3,[],0,112,"",1,"",""
448,"Metadata/Pet/BabyChimera/BabyChimera",5137,2749278288,2958,8,"","",[1],3,[],0,112,"",1,"",""
449,"Metadata/Pet/ZodiacDragonPet/ZodiacDragonPet",4667,3386924723,38739,8,1,"",[1],3,[],0,112,"",1,"",""
450,"Metadata/Pet/ZodiacDragonPet/ZodiacDragonPremiumPet",4668,970445608,60159,8,"",1,[1],3,[],0,112,"",1,"",""
451,"Metadata/Pet/ZodiacDragonPet/ZodiacDragonPremiumExpiredPet",4669,588318943,11214,8,1,"",[1],3,[],0,112,"",1,"",""
452,"Metadata/Pet/SpittingSnake/SpittingSnake",6948,917783007,30571,12,"","",[1],3,[],0,112,"",1,"",""
453,"Metadata/Pet/AzmeriStag/AzmeriStag",6975,1260857179,27772,12,"","",[1],3,[],0,112,"",1,"",""
454,"Metadata/Pet/TriceratopsPet/TriceratopsPet",6985,2888853395,52131,16,"","",[1],3,[],0,112,"",1,"",""
455,"Metadata/Pet/QuadrillaPet/QuadrillaArmoured",7032,366838402,38751,16,"","",[1],3,[],0,112,"",1,"",""
456,"Metadata/Pet/QuadrillaPet/QuadrillaPetHairless",7033,3328125034,60981,16,"","",[1],3,[],0,112,"",1,"",""
457,"Metadata/Pet/QuadrillaPet/QuadrillaCapuchin",7034,598507936,41484,16,"","",[1],3,[],0,112,"",1,"",""
458,"Metadata/Pet/OrchidSpider/OrchidSpider",7035,4228295414,22256,12,"","",[1],3,[],0,112,"",1,"",""
459,"Metadata/Pet/PitifulFabrications/PetFabrications/PetFabrication1",7050,3047080926,30272,8,"","",[1],3,[],0,112,1,1,"",""
460,"Metadata/Pet/PitifulFabrications/PetFabrications/PetFabrication2",7051,4123614128,44665,8,"","",[1],3,[],0,112,1,1,"",""
461,"Metadata/Pet/EtchedBeetlePet/EtchedBeetlePetAsala",7086,3915292986,18532,16,"","",[1],3,[],0,112,"",1,"",""
462,"Metadata/Pet/EtchedBeetlePet/EtchedBeetlePetAukuna",7087,1624516527,18299,16,"","",[1],3,[],0,112,"",1,"",""
463,"Metadata/Pet/EtchedBeetlePet/EtchedBeetlePetBone",7088,3631203392,7215,16,"","",[1],3,[],0,112,"",1,"",""
464,"Metadata/Pet/EtchedBeetlePet/EtchedBeetlePetDeshret",7089,1458725739,13721,16,"","",[1],3,[],0,112,"",1,"",""
465,"Metadata/Pet/JusticeGriffonFoal/JusticeGriffonFoalPet",7137,1223853028,51990,8,"","",[1],3,[],0,112,"",1,"",""
466,"Metadata/Pet/CrueltyKillerBird/CrueltyKillerBird",7139,1409704342,13712,16,"","",[1],3,[80018],0,112,"",1,"",""
467,"Metadata/Pet/Rhoa/DeliriumRhoa/DeliriumRhoa",7141,3750100934,8259,12,"","",[1],3,[],0,112,"",1,"",""
468,"Metadata/Pet/Rhoa/KaruiRhoa/KaruiRhoa",7142,148804139,39669,12,"","",[1],3,[],0,112,"",1,"",""
469,"Metadata/Pet/Cat/Sphynx/GiantSphynx/GiantSphynxBlack",7153,1272397070,30425,12,"","",[1],3,[],0,112,"",1,"",""
470,"Metadata/Pet/Cat/Sphynx/GiantSphynx/GiantSphynxGlass",7154,3883148038,50290,12,"","",[1],3,[],0,112,"",1,"",""
471,"Metadata/Pet/Cat/Sphynx/GiantSphynx/GiantSphynxPink__",7155,2194004941,22792,12,"","",[1],3,[],0,112,"",1,"",""
472,"Metadata/Pet/Cat/Sphynx/GiantSphynx/GiantSphynxPinkClothed",7156,2132890892,10797,12,"","",[1],3,[],0,112,"",1,"",""
473,"Metadata/Pet/Cat/Sphynx/GiantSphynx/GiantSphynxCow_",7157,2301543401,19143,12,"","",[1],3,[],0,112,"",1,"",""
474,"Metadata/Pet/Cat/Sphynx/GiantSphynx/GiantSphynxMummified",7158,3415166649,34102,12,"","",[1],3,[],0,112,"",1,"",""
475,"Metadata/Pet/BreachHandSpider/BreachHandSpider",7211,311565737,3899,8,"","",[1],3,[],0,112,"",1,"",""
476,"Metadata/Pet/ThaumaturgyDogs/GhostDog_",7213,747042953,54287,8,"","",[1],3,[],0,112,"",1,"",""
477,"Metadata/Pet/WayfinderWolf/WayfinderWolf",7215,2571936886,15674,12,"","",[1],3,[],0,112,"",1,"",""
478,"Metadata/Pet/VasePet/VasePet01",7217,604332351,17722,8,"","",[1],86,[],0,112,"",1,"",""
479,"Metadata/Pet/VasePet/VasePet02",7218,4162635494,16122,8,"","",[1],86,[],0,112,"",1,"",""
480,"Metadata/Pet/VasePet/VasePet03",7219,4034028084,37446,8,"","",[1],86,[],0,112,"",1,"",""
481,"Metadata/Pet/VasePet/VasePet04",7220,1811120240,60291,8,"","",[1],86,[],0,112,"",1,"",""
482,"Metadata/Pet/MountainGoat/MountainGoat",7246,2897116393,53319,8,"","",[1],3,[],0,112,"",1,1647,""
483,"Metadata/Pet/PrecursorCentipede/PrecursorCentipede",7253,1062892259,19897,8,"","",[1],3,[],0,112,"",1,"",""
484,"Metadata/Pet/TencentSnakeCompanion/TencentSnakeCompanion_",7257,4124643969,59224,8,1,"",[2],86,[],0,112,"",1,"",""
485,"Metadata/Pet/TencentSnakeCompanion/TencentSnakeCompanionPremium",7258,4235212056,51560,8,"",1,[2],86,[],0,112,"",1,"",""
486,"Metadata/Pet/TencentSnakeCompanion/TencentSnakeCompanionPremiumExpired",7259,3806087888,43020,8,1,"",[2],86,[],0,112,"",1,"",""
487,"Metadata/Pet/Phoenix/PhoenixPetRed",7342,2668045875,47412,8,"","",[1],3,[],0,112,"",1,"",0
488,"Metadata/Pet/Phoenix/PhoenixPetBlue",7343,3603835069,65139,8,"","",[1],3,[],0,112,"",1,"",2
489,"Metadata/Pet/Phoenix/PhoenixPetGreen",7344,3532900521,6714,8,"","",[1],3,[],0,112,"",1,"",1
490,"Metadata/Pet/BookAndQuillPet/BookAndQuillPet",7403,2012537982,37770,8,"","",[1],86,[],0,112,"",1,"",""
491,"Metadata/Pet/BookAndQuillPet/BookAndQuillPet_Abyss",7404,4083748340,65181,8,"","",[1],86,[],0,112,"",1,"",""
492,"Metadata/Pet/BookAndQuillPet/BookAndQuillPet_Vaal",7405,1788852613,54042,8,"","",[1],86,[],0,112,"",1,"",""
493,"Metadata/Pet/OrigamiPet/OrigamiPetBase",7415,2585914959,29806,8,"","",[1],3,[],0,112,"",1,"",""
494,"Metadata/Pet/DriftLurker/DriftLurker",7416,3794431304,36706,8,"","",[1],3,[80111],0,112,"",1,"",""
495,"Metadata/Pet/Vampire/VampirePet",7455,2381609871,63099,8,"","",[1],3,[],0,112,"",1,"",""
496,"Metadata/Pet/VerisiumParasitePet/VerisiumParasitePet",7487,900518780,59088,8,"","",[1],3,[],0,112,"",1,"",""
497,"Metadata/Pet/WayfinderWolf/GeonorWolf",7489,3241308011,44633,8,"","",[1],3,[],0,112,"",1,"",""
498,"Metadata/Pet/LandSharkPet/LandSharkPet",7500,3361748387,64963,16,"","",[1],3,[80115],0,112,"","","",""
499,"Metadata/Pet/Rhoa/MediRhoa/MediRhoa",7627,705337633,45867,12,"","",[1],3,[],0,112,"",1,"",""
500,"Metadata/Pet/GiantRat/GiantRat",7662,1445161327,16204,12,"","",[1],3,[],0,112,"",1,"",""
501,"Metadata/Pet/ChariotPet/ChariotPetA",7679,817819818,49172,12,"","",[1],3,[],0,112,"",1,"",""
502,"Metadata/Pet/ChariotPet/ChariotPetB",7680,735595618,26554,12,"","",[1],3,[],0,112,"",1,"",""
503,"Metadata/Pet/OtterPet/WhiteOtter",7697,3407441678,42007,8,"","",[1],3,[],0,"","",1,1823,""
504,"Metadata/Pet/OtterPet/BlackOtter",7698,3183690093,64686,8,"","",[1],3,[],0,"","",1,1824,""
505,"Metadata/Pet/OtterPet/GrayOtter",7699,538099511,40741,8,"","",[1],3,[],0,"","",1,1825,""
