"rownum","Id","Audio","[i32]_24","VolumePercentage","QuestFlag1","QuestFlag2","i32_76","i32_80"
173,"AncestralKiloavaHellos","[""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Greeting_01_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Greeting_01_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Greeting_01_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Greeting_01_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Greeting_01_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Greeting_01_06.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Greeting_02_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Greeting_02_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Greeting_02_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Greeting_02_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Greeting_02_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Greeting_03_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Greeting_03_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Greeting_03_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Greeting_03_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Greeting_03_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Greeting_04_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Greeting_04_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Greeting_04_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Greeting_04_04.ogg""]",[],100,"","",1770,1770
174,"AncestralKiloavaGoodbyes","[""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Farewell_01_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Farewell_01_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Farewell_01_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Farewell_01_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Farewell_01_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Farewell_01_06.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Farewell_02_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Farewell_02_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Farewell_02_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Farewell_03_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Farewell_03_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Farewell_03_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Farewell_03_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Farewell_03_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Farewell_03_06.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Farewell_04_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Farewell_04_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Farewell_04_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Farewell_04_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kiloava/Kiloava_Greeting/Kiloava_Farewell_04_05.ogg""]",[],100,"","",1770,1770
175,"AncestralIkiahoHellos","[""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Greeting_01_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Greeting_01_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Greeting_01_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Greeting_01_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Greeting_01_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Greeting_02_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Greeting_02_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Greeting_02_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Greeting_02_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Greeting_02_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Greeting_03_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Greeting_03_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Greeting_03_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Greeting_03_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Greeting_03_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Greeting_04_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Greeting_04_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Greeting_04_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Greeting_04_04.ogg""]",[],100,"","",1770,1770
176,"AncestralIkiahoGoodbyes","[""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Farewell_01_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Farewell_01_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Farewell_01_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Farewell_01_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Farewell_01_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Farewell_01_06.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Farewell_02_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Farewell_02_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Farewell_02_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Farewell_02_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Farewell_03_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Farewell_03_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Farewell_03_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Farewell_03_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Farewell_03_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Farewell_04_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Farewell_04_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Farewell_04_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ikiaho/Ikiaho_Greeting/Ikiaho_Farewell_04_04.ogg""]",[],100,"","",1770,1770
177,"AncestralKahuturoaHellos","[""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Greeting_01_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Greeting_01_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Greeting_01_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Greeting_01_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Greeting_01_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Greeting_02_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Greeting_02_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Greeting_02_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Greeting_02_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Greeting_03_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Greeting_03_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Greeting_03_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Greeting_03_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Greeting_03_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Greeting_04_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Greeting_04_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Greeting_04_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Greeting_04_04.ogg""]",[],100,"","",1770,1770
178,"AncestralKahuturoaGoodbyes","[""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_01_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_01_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_01_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_01_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_01_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_02_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_02_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_02_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_02_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_02_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_03_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_03_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_03_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_03_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_04_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_04_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_04_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_04_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_04_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_04_06.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Kahuturoa/Kahuturoa_Greeting/Kahuturoa_Farewell_04_07.ogg""]",[],100,"","",1770,1770
179,"AncestralAhuanaHellos","[""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Greeting_01_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Greeting_01_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Greeting_01_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Greeting_01_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Greeting_01_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Greeting_02_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Greeting_02_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Greeting_02_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Greeting_02_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Greeting_02_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Greeting_03_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Greeting_03_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Greeting_03_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Greeting_03_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Greeting_03_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Greeting_03_06.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Greeting_04_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Greeting_04_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Greeting_04_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Greeting_04_04.ogg""]",[],100,"","",1770,1770
180,"AncestralAhuanaGoodbyes","[""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_01_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_01_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_01_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_01_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_01_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_02_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_02_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_02_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_02_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_03_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_03_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_03_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_03_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_03_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_03_06.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_03_07.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_04_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_04_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_04_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_04_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Ahuana/Ahuana_Greeting/Ahuana_Farewell_04_05.ogg""]",[],100,"","",1770,1770
181,"AncestralAkoyaHellos","[""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Greeting_01_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Greeting_01_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Greeting_01_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Greeting_01_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Greeting_02_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Greeting_02_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Greeting_02_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Greeting_02_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Greeting_02_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Greeting_03_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Greeting_03_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Greeting_03_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Greeting_03_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Greeting_04_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Greeting_04_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Greeting_04_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Greeting_04_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Greeting_04_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Greeting_04_06.ogg""]",[],100,"","",1770,1770
182,"AncestralAkoyaGoodbyes","[""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Farewell_01_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Farewell_01_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Farewell_01_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Farewell_01_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Farewell_01_05.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Farewell_02_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Farewell_02_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Farewell_02_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Farewell_02_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Farewell_03_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Farewell_03_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Farewell_03_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Farewell_03_04.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Farewell_04_01.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Farewell_04_02.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Farewell_04_03.ogg"",""Audio/Dialogue/Leagues/TrialOfTheAncestors/Akoya/Akoya_Greeting/Akoya_Farewell_04_04.ogg""]",[],100,"","",1770,1770
