"rownum","Id","HASH16","ModTypeKey","Level","StatsKey1","StatsKey2","StatsKey3","StatsKey4","Domain","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","GenerationType","Families","Stat1Min","Stat1Max","Stat2Min","Stat2Max","Stat3Min","Stat3Max","Stat4Min","Stat4Max","SpawnWeight_TagsKeys","SpawnWeight_Values","TagsKeys","GrantedEffectsPerLevelKeys","[rid]_222","MonsterMetadata","MonsterKillAchievements","ArchnemesisType","Stat5Min","Stat5Max","StatsKey5","FullAreaClear_AchievementItemsKey","AchievementItemsKey","GenerationWeight_TagsKeys","GenerationWeight_Values","ModifyMapsAchievements","IsEssenceOnlyModifier","Stat6Min","Stat6Max","StatsKey6","MaxLevel","bool_411","CraftingItemClassRestrictions","MonsterOnDeath","i32_436","HeistAchievements","Heist_SubStatValue1","Heist_SubStatValue2","Heist_StatsKey0","Heist_StatsKey1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceTypes","ImplicitTagsKeys","bool_524","i32_525","i32_529","i32_533","i32_537","i32_541","i32_545","i32_549","i32_553","i32_557","i32_561","i32_565","i32_569","i32_573","i32_577","i32_581","i32_585","BuffTemplate1","ArchnemesisMinionMod","HASH32","BuffTemplate2","GameMode","GrantedEffectRuthless","bool_653"
15677,"SpellDamageRingUber1",19989,655,68,25,"","","",1,"of Shaping","du Façonnement","der Verformung","シェイパーによる","- 형성","da Remodelação","изменения","<if:MS>{de Modificación}<elif:FS>{de Modificación}<elif:MP>{de Modificación}<elif:FP>{de Modificación}","of Shaping","塑者之",2,[19],20,25,0,0,0,0,0,0,"[257,0]","[0,0]",[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[660,1140,631,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1713186824,[],0,[],""
15678,"SpellDamageRingUber2",46946,655,75,25,"","","",1,"of Shaping","du Façonnement","der Verformung","シェイパーによる","- 형성","da Remodelação","изменения","<if:MS>{de Modificación}<elif:FS>{de Modificación}<elif:MP>{de Modificación}<elif:FP>{de Modificación}","of Shaping","塑者之",2,[19],26,30,0,0,0,0,0,0,"[257,0]","[0,0]",[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[660,1140,631,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2271555591,[],0,[],""
15679,"SpellDamageRingUber3__",1840,655,82,25,"","","",1,"of Shaping","du Façonnement","der Verformung","シェイパーによる","- 형성","da Remodelação","изменения","<if:MS>{de Modificación}<elif:FS>{de Modificación}<elif:MP>{de Modificación}<elif:FP>{de Modificación}","of Shaping","塑者之",2,[19],31,35,0,0,0,0,0,0,"[257,0]","[0,0]",[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[660,1140,631,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",693579367,[],0,[],""
15680,"ReducedElementalReflectTakenRingUber1",61729,5615,68,11072,"","","",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","Do Criador","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}","The Shaper's","塑者的",1,[997],-45,-31,0,0,0,0,0,0,"[257,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[1140,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1923777419,[],0,[],""
15681,"ReducedElementalReflectTakenRingUber2",63756,5615,75,11072,"","","",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","Do Criador","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}","The Shaper's","塑者的",1,[997],-55,-46,0,0,0,0,0,0,"[257,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[1140,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3212002943,[],0,[],""
15682,"ElementalDamageCannotBeReflectedPercentRingUber1",37856,14341,68,22670,"","","",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","(Criador)","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}<elif:NP>{del Creador}","The Shaper's","塑界者的",1,[997],40,55,0,0,0,0,0,0,"[257,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,[1140],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",318568794,[],0,[],""
15683,"ElementalDamageCannotBeReflectedPercentRingUber2",184,14341,75,22670,"","","",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","(Criador)","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}<elif:NP>{del Creador}","The Shaper's","塑界者的",1,[997],56,75,0,0,0,0,0,0,"[257,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,[1140],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3892929870,[],0,[],""
15684,"ReducedPhysicalReflectTakenRingUber1",10951,5617,68,11071,"","","",1,"The Elder's","de l'Ancien","Des Ältesten","エルダーの","엘더의","do Ancião","<if:MS>{Древний}<elif:FS>{Древняя}<elif:NS>{Древнее}<elif:MP>{Древние}<elif:FP>{Древние}<elif:NP>{Древние}","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","The Elder's","尊師的",1,[997],-45,-31,0,0,0,0,0,0,"[258,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[1140,312]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1040782542,[],0,[],""
15685,"ReducedPhysicalReflectTakenRingUber2",52790,5617,75,11071,"","","",1,"The Elder's","de l'Ancien","Des Ältesten","エルダーの","엘더의","do Ancião","<if:MS>{Древний}<elif:FS>{Древняя}<elif:NS>{Древнее}<elif:MP>{Древние}<elif:FP>{Древние}<elif:NP>{Древние}","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","The Elder's","尊師的",1,[997],-55,-46,0,0,0,0,0,0,"[258,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[1140,312]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",306568307,[],0,[],""
15686,"PhysicalDamageCannotBeReflectedPercentRingUber1",46285,14338,68,22667,"","","",1,"The Elder's","de l'Ancien","Des Ältesten","エルダーの","엘더의","(Ancião)","<if:MS>{Древний}<elif:FS>{Древняя}<elif:NS>{Древнее}<elif:MP>{Древние}<elif:FP>{Древние}<elif:NP>{Древние}","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}<elif:NP>{del Antiguo}","The Elder's","尊師的",1,[997],40,55,0,0,0,0,0,0,"[258,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,[1140],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1594258621,[],0,[],""
15687,"PhysicalDamageCannotBeReflectedPercentRingUber2",47363,14338,75,22667,"","","",1,"The Elder's","de l'Ancien","Des Ältesten","エルダーの","엘더의","(Ancião)","<if:MS>{Древний}<elif:FS>{Древняя}<elif:NS>{Древнее}<elif:MP>{Древние}<elif:FP>{Древние}<elif:NP>{Древние}","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}<elif:NP>{del Antiguo}","The Elder's","尊師的",1,[997],56,75,0,0,0,0,0,0,"[258,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,[1140],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2651244887,[],0,[],""
15688,"CriticalStrikeChanceUber1",50712,217,68,556,"","","",1,"of Shaping","du Façonnement","der Verformung","シェイパーによる","- 형성","da Remodelação","изменения","<if:MS>{de Modificación}<elif:FS>{de Modificación}<elif:MP>{de Modificación}<elif:FP>{de Modificación}","of Shaping","塑者之",2,[74],10,15,0,0,0,0,0,0,"[257,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[1140,624]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3847365450,[],0,[],""
15689,"CriticalStrikeChanceUber2",54550,217,75,556,"","","",1,"of Shaping","du Façonnement","der Verformung","シェイパーによる","- 형성","da Remodelação","изменения","<if:MS>{de Modificación}<elif:FS>{de Modificación}<elif:MP>{de Modificación}<elif:FP>{de Modificación}","of Shaping","塑者之",2,[74],16,20,0,0,0,0,0,0,"[257,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[1140,624]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",37672744,[],0,[],""
15690,"CriticalStrikeChanceUber3_",64592,217,80,556,"","","",1,"of Shaping","du Façonnement","der Verformung","シェイパーによる","- 형성","da Remodelação","изменения","<if:MS>{de Modificación}<elif:FS>{de Modificación}<elif:MP>{de Modificación}<elif:FP>{de Modificación}","of Shaping","塑者之",2,[74],21,25,0,0,0,0,0,0,"[257,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[1140,624]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2650169766,[],0,[],""
15691,"CriticalStrikeMultiplierUber1",32013,225,68,95,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[77],8,12,0,0,0,0,0,0,"[258,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[1140,631,624]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3209413190,[],0,[],""
15692,"CriticalStrikeMultiplierUber2_",33301,225,75,95,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[77],13,16,0,0,0,0,0,0,"[258,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[1140,631,624]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1233963929,[],0,[],""
15693,"CriticalStrikeMultiplierUber3",62357,225,80,95,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[77],17,20,0,0,0,0,0,0,"[258,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[1140,631,624]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3748343038,[],0,[],""
15694,"AddedFireDamageToSpellsAndAttacksUber1",4561,2840,68,5624,5625,"","",1,"The Elder's","de l'Ancien","Des Ältesten","エルダーの","엘더의","do Ancião","<if:MS>{Древний}<elif:FS>{Древняя}<elif:NS>{Древнее}<elif:MP>{Древние}<elif:FP>{Древние}<elif:NP>{Древние}","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","The Elder's","尊師的",1,[1578],17,20,38,42,0,0,0,0,"[258,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[657,660,1140,631,317,308,318,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4210486055,[],0,[],""
15695,"AddedFireDamageToSpellsAndAttacksUber2",28688,2840,75,5624,5625,"","",1,"The Elder's","de l'Ancien","Des Ältesten","エルダーの","엘더의","do Ancião","<if:MS>{Древний}<elif:FS>{Древняя}<elif:NS>{Древнее}<elif:MP>{Древние}<elif:FP>{Древние}<elif:NP>{Древние}","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","The Elder's","尊師的",1,[1578],21,24,43,48,0,0,0,0,"[258,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[657,660,1140,631,317,308,318,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3180055963,[],0,[],""
15696,"AddedColdDamageToSpellsAndAttacksUber1__",25781,3910,68,3957,3958,"","",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","Do Criador","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}","The Shaper's","塑者的",1,[1773],17,20,38,42,0,0,0,0,"[257,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[657,660,1140,631,317,309,318,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2732574314,[],0,[],""
15697,"AddedColdDamageToSpellsAndAttacksUber2",40634,3910,75,3957,3958,"","",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","Do Criador","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}","The Shaper's","塑者的",1,[1773],21,24,43,48,0,0,0,0,"[257,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[657,660,1140,631,317,309,318,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1808594294,[],0,[],""
15698,"AddedLightningDamageToSpellsAndAttacksUber1",5051,2839,68,3256,3257,"","",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","Do Criador","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}","The Shaper's","塑者的",1,[1577],9,12,48,52,0,0,0,0,"[257,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[657,660,1140,631,317,310,318,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2512160263,[],0,[],""
15699,"AddedLightningDamageToSpellsAndAttacksUber2",21342,2839,75,3256,3257,"","",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","Do Criador","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}","The Shaper's","塑者的",1,[1577],13,16,56,60,0,0,0,0,"[257,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[657,660,1140,631,317,310,318,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2577910521,[],0,[],""
15700,"IncreasedExperienceGainUber1",3309,525,85,159,"","","",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","Do Criador","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}","The Shaper's","塑者的",1,[193],2,3,0,0,0,0,0,0,"[257,0]","[50,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,[1140],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1723558486,[],0,[],""
15701,"LifeGainPerTargetUber1",9435,240,68,344,"","","",1,"The Elder's","de l'Ancien","Des Ältesten","エルダーの","엘더의","do Ancião","<if:MS>{Древний}<elif:FS>{Древняя}<elif:NS>{Древнее}<elif:MP>{Древние}<elif:FP>{Древние}<elif:NP>{Древние}","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","The Elder's","尊師的",1,[84],10,15,0,0,0,0,0,0,"[258,0]","[800,0]",[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[659,1140,315,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3262113460,[],0,[],""
15702,"LifeGainPerTargetUber2",8414,240,75,344,"","","",1,"The Elder's","de l'Ancien","Des Ältesten","エルダーの","엘더의","do Ancião","<if:MS>{Древний}<elif:FS>{Древняя}<elif:NS>{Древнее}<elif:MP>{Древние}<elif:FP>{Древние}<elif:NP>{Древние}","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","The Elder's","尊師的",1,[84],16,20,0,0,0,0,0,0,"[258,0]","[800,0]",[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[659,1140,315,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4211268572,[],0,[],""
15703,"ManaGainPerTargetUberShaper1",11595,1165,68,1307,"","","",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","Do Criador","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}","The Shaper's","塑者的",1,[557],2,3,0,0,0,0,0,0,"[261,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[659,1140,322,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2513352837,[],0,[],""
15704,"ManaGainPerTargetUberElder1",41512,1165,68,1307,"","","",1,"The Elder's","de l'Ancien","Des Ältesten","エルダーの","엘더의","do Ancião","<if:MS>{Древний}<elif:FS>{Древняя}<elif:NS>{Древнее}<elif:MP>{Древние}<elif:FP>{Древние}<elif:NP>{Древние}","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","The Elder's","尊師的",1,[557],2,3,0,0,0,0,0,0,"[258,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[659,1140,322,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4154086834,[],0,[],""
15705,"LifeGainedOnSpellHitUber1",37694,1365,68,1770,"","","",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","Do Criador","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}","The Shaper's","塑者的",1,[709],8,12,0,0,0,0,0,0,"[257,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[659,1140,315,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",295862940,[],0,[],""
15706,"LifeGainedOnSpellHitUber2",55270,1365,75,1770,"","","",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","Do Criador","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}","The Shaper's","塑者的",1,[709],13,15,0,0,0,0,0,0,"[257,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[659,1140,315,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3462863233,[],0,[],""
15707,"ManaGainedOnSpellHitUber1_",3099,1366,68,7169,"","","",1,"The Shaper's","du Façonneur","Des Schöpfers","シェイパーの","쉐이퍼의","Do Criador","<if:MS>{Созданный}<elif:FS>{Созданная}<elif:NS>{Созданное}<elif:MP>{Созданные}<elif:FP>{Созданные}<elif:NP>{Созданные}","<if:MS>{del Creador}<elif:FS>{del Creador}<elif:MP>{del Creador}<elif:FP>{del Creador}","The Shaper's","塑者的",1,[710],2,3,0,0,0,0,0,0,"[257,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[659,1140,322,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3409299246,[],0,[],""
15708,"IncreasedAccuracyPercentUber1_",39253,238,68,84,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[81],6,10,0,0,0,0,0,0,"[258,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[1140,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2589065991,[],0,[],""
15709,"IncreasedAccuracyPercentUber2",38463,238,75,84,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[81],11,15,0,0,0,0,0,0,"[258,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[1140,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",435589065,[],0,[],""
15710,"IncreasedAccuracyPercentUber3",32510,238,82,84,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[81],16,20,0,0,0,0,0,0,"[258,0]","[800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[1140,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2343105878,[],0,[],""
15711,"CurseOnHitAssassinsMarkUber1",53082,1805,75,6953,"","","",1,"of Shaping","du Façonnement","der Verformung","シェイパーによる","- 형성","da Remodelação","изменения","<if:MS>{de Modificación}<elif:FS>{de Modificación}<elif:MP>{de Modificación}<elif:FP>{de Modificación}","of Shaping","塑者之",2,[1029],8,8,0,0,0,0,0,0,"[257,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[1140,34,639]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2887344963,[],0,[],""
15712,"CurseOnHitAssassinsMarkUber2",37029,1805,80,6953,"","","",1,"of Shaping","du Façonnement","der Verformung","シェイパーによる","- 형성","da Remodelação","изменения","<if:MS>{de Modificación}<elif:FS>{de Modificación}<elif:MP>{de Modificación}<elif:FP>{de Modificación}","of Shaping","塑者之",2,[1029],12,12,0,0,0,0,0,0,"[257,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,0,"[1140,34,639]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",152672700,[],0,[],""
15713,"CurseOnHitPoachersMarkUber1",21528,1806,75,7059,"","","",1,"of the Elder","de l'Ancien","des Ältesten","エルダーによる","- 엘더","do Ancião","Древнего","<if:MS>{del Antiguo}<elif:FS>{del Antiguo}<elif:MP>{del Antiguo}<elif:FP>{del Antiguo}","of the Elder","尊師之",2,[1029],8,8,0,0,0,0,0,0,"[258,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,1,"[1140,34,639]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4131037730,[],0,[],""
