"rownum","MtxTypeGameSpecific","Index","AOFile","MapAOFile","f32_34","MiscObject","PortalEffect","f32_62","OTFile","PortalEffectLarge","i32_82","i32_86","Script"
228,4119,229,"Metadata/Effects/Microtransactions/Town_Portals/AncestorPortal/AncestorPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/AncestorPortal/AncestorPortal_map.ao",1,1311,"",1,"","",0,0,""
229,4196,230,"Metadata/Effects/Microtransactions/Town_Portals/KaruiAncestorPortal/KaruiAncestorPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/KaruiAncestorPortal/KaruiAncestorPortal_map.ao",1,1372,"",1,"","",0,0,""
230,4225,231,"Metadata/Effects/Microtransactions/Town_Portals/GiantToadPortal/GiantToadPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/GiantToadPortal/GiantToadPortal_map.ao",1,1362,"",1,"","",0,0,""
231,4226,232,"Metadata/Effects/Microtransactions/Town_Portals/GiantToadPortal/Albino_GiantToadPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/GiantToadPortal/Albino_GiantToadPortal_map.ao",1,1395,"",1,"","",0,0,""
232,4227,233,"Metadata/Effects/Microtransactions/Town_Portals/GiantToadPortal/Green_GiantToadPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/GiantToadPortal/Green_GiantToadPortal_map.ao",1,1396,"",1,"","",0,0,""
233,4233,234,"Metadata/Effects/Microtransactions/Town_Portals/AzmeriPortal/AzmeriPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/AzmeriPortal/AzmeriPortal_map.ao",1,1361,"",1,"","",0,0,""
234,4234,235,"Metadata/Effects/Microtransactions/Town_Portals/AzmeriVoodooPortal/AzmeriVoodooPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/AzmeriVoodooPortal/AzmeriVoodooPortal_map.ao",1,"","",1,"","",0,0,""
235,4419,236,"Metadata/Effects/Microtransactions/Town_Portals/NecropolisPortal/NecropolisPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/NecropolisPortal/NecropolisPortal_map.ao",1,"","",1,"","",40,0,""
236,3407,237,"Metadata/Effects/Microtransactions/Town_Portals/ThunderPortal_blue/ThunderPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ThunderPortal_blue/ThunderPortal_map.ao",1,"","",1,"","",0,0,""
237,4446,238,"Metadata/Effects/Microtransactions/Town_Portals/PerchedGargoylePortal/PerchedGargoylePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PerchedGargoylePortal/PerchedGargoylePortal_map.ao",1,1455,"",1,"","",0,0,""
238,4447,239,"Metadata/Effects/Microtransactions/Town_Portals/PerchedGargoylePortal/Gold_PerchedGargoylePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PerchedGargoylePortal/Gold_PerchedGargoylePortal_map.ao",1,1456,"",1,"","",0,0,""
239,4448,240,"Metadata/Effects/Microtransactions/Town_Portals/PerchedGargoylePortal/Marble_PerchedGargoylePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PerchedGargoylePortal/Marble_PerchedGargoylePortal_map.ao",1,1457,"",1,"","",0,0,""
240,4449,241,"Metadata/Effects/Microtransactions/Town_Portals/PerchedGargoylePortal/Overgrown_PerchedGargoylePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PerchedGargoylePortal/Overgrown_PerchedGargoylePortal_map.ao",1,1458,"",1,"","",0,0,""
241,4508,242,"Metadata/Effects/Microtransactions/Town_Portals/JellyfishPortal/JellyfishPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/JellyfishPortal/JellyfishPortal_map.ao",1,"","",1,"","",0,0,""
242,4513,243,"Metadata/Effects/Microtransactions/Town_Portals/FatesMadness/FatesMadness.ao","Metadata/Effects/Microtransactions/Town_Portals/FatesMadness/FatesMadness_map.ao",1,1475,"",1,"","",0,0,""
243,4566,244,"Metadata/Effects/Microtransactions/Town_Portals/KingsmarchPortal/KingsmarchPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/KingsmarchPortal/KingsmarchPortal_map.ao",1,"","",1,"","",0,0,""
244,4509,245,"Metadata/Effects/Microtransactions/Town_Portals/JellyfishPortal/JellyfishPortal_B.ao","Metadata/Effects/Microtransactions/Town_Portals/JellyfishPortal/JellyfishPortal_map_B.ao",1,"","",1,"","",0,0,""
245,4510,246,"Metadata/Effects/Microtransactions/Town_Portals/JellyfishPortal/JellyfishPortal_C.ao","Metadata/Effects/Microtransactions/Town_Portals/JellyfishPortal/JellyfishPortal_map_C.ao",1,"","",1,"","",0,0,""
246,4526,247,"Metadata/Effects/Microtransactions/Town_Portals/WuzhiqiWaterDragonPortal/WuzhiqiWaterDragonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WuzhiqiWaterDragonPortal/WuzhiqiWaterDragonPortal_map.ao",1,1526,"",1,"","",0,0,""
247,4624,248,"Metadata/Effects/Microtransactions/Town_Portals/Temporal_Lord/TL_Portal_01.ao","Metadata/Effects/Microtransactions/Town_Portals/Temporal_Lord/TL_Portal_01_map.ao",1,1540,"",1,"","",0,0,""
248,4603,249,"Metadata/Effects/Microtransactions/Town_Portals/RustKingPortal/RustKingPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/RustKingPortal/RustKingPortal_map.ao",1,1538,"",1,"","",0,0,""
249,4604,250,"Metadata/Effects/Microtransactions/Town_Portals/TwilightWindowPortal/TwilightWindowPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/TwilightWindowPortal/TwilightWindowPortal_map.ao",1,1536,"",1,"","",0,0,""
250,4664,251,"Metadata/Effects/Microtransactions/Town_Portals/ZodiacDragonPortal/ZodiacDragonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ZodiacDragonPortal/ZodiacDragonPortal_map.ao",1,"","",1,"","",0,0,""
251,6945,254,"Metadata/Effects/Microtransactions/Town_Portals/PerennialKingPortal/PerennialKingPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PerennialKingPortal/PerennialKingPortal_map.ao",1,1541,"",1,"","",26,0,""
252,6964,256,"Metadata/Effects/Microtransactions/Town_Portals/SekhemaPortal/SekhemaPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/SekhemaPortal/SekhemaPortal_map.ao",1,1542,"",1,"","",0,0,""
253,6965,257,"Metadata/Effects/Microtransactions/Town_Portals/SekhemaPortal/SekhemaPortal_Pearly.ao","Metadata/Effects/Microtransactions/Town_Portals/SekhemaPortal/SekhemaPortal_Pearly_map.ao",1,1543,"",1,"","",0,0,""
254,6966,258,"Metadata/Effects/Microtransactions/Town_Portals/SekhemaPortal/SekhemaPortal_Djinn.ao","Metadata/Effects/Microtransactions/Town_Portals/SekhemaPortal/SekhemaPortal_Djinn_map.ao",1,1544,"",1,"","",0,0,""
255,7231,259,"Metadata/Effects/Microtransactions/Town_Portals/BreachHedronPortal/BreachHedronPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/BreachHedronPortal/BreachHedronPortal_map.ao",1,1644,"",1,"","",0,0,""
256,6967,260,"Metadata/Effects/Microtransactions/Town_Portals/SekhemaPortal/SekhemaPortal_Time.ao","Metadata/Effects/Microtransactions/Town_Portals/SekhemaPortal/SekhemaPortal_Time_map.ao",1,1545,"",1,"","",0,0,""
257,6996,262,"Metadata/Effects/Microtransactions/Town_Portals/ZanaPortal2/ZanaPortal02.ao","Metadata/Effects/Microtransactions/Town_Portals/ZanaPortal2/ZanaPortal02_map.ao",1,"","",1,"","",0,0,""
258,7024,263,"Metadata/Effects/Microtransactions/Town_Portals/HallowedCryptPortal/HallowedCryptPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HallowedCryptPortal/HallowedCryptPortal_map.ao",1,"","",1,"","",0,0,""
259,7040,264,"Metadata/Effects/Microtransactions/Town_Portals/MemoryRiftPortal/Memory_rift.ao","Metadata/Effects/Microtransactions/Town_Portals/MemoryRiftPortal/Memory_rift.ao",1,1588,"",1,"","",0,0,""
260,7085,266,"Metadata/Effects/Microtransactions/Town_Portals/JusticePortal/JusticePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/JusticePortal/JusticePortal_map.ao",1,"","",1,"","",0,0,""
261,7078,267,"Metadata/Effects/Microtransactions/Town_Portals/KiloavaTotemPortal/KiloavaTotemPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/KiloavaTotemPortal/KiloavaTotemPortal_map.ao",1,1615,"",1,"","",0,0,""
262,7079,269,"Metadata/Effects/Microtransactions/Town_Portals/MektulPortal/MektulPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MektulPortal/MektulPortal_map.ao",1,1625,"",1,"","",0,0,""
263,7088,270,"Metadata/Effects/Microtransactions/Town_Portals/PaintingPortal/PaintingPortalBase.ao","Metadata/Effects/Microtransactions/Town_Portals/PaintingPortal/PaintingPortalBase_map.ao",1,"","",1,"","",0,0,""
264,7146,272,"Metadata/Effects/Microtransactions/Town_Portals/PrisonHallwayPortal/PrisonHallwayDoorBlank.ao","Metadata/Effects/Microtransactions/Town_Portals/PrisonHallwayPortal/PrisonHallwayDoorBlank_map.ao",1,1622,"",1,"","",0,0,""
265,7193,273,"Metadata/Effects/Microtransactions/Town_Portals/IncarnationOfDreadPortal/IncarnationOfDreadPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/IncarnationOfDreadPortal/IncarnationOfDreadPortal_map.ao",1,1630,"",1,"","",0,0,""
266,7194,274,"Metadata/Effects/Microtransactions/Town_Portals/OriginatorPortal/OriginatorPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OriginatorPortal/OriginatorPortal_map.ao",1,"","",1,"","",0,0,""
267,7228,275,"Metadata/Effects/Microtransactions/Town_Portals/MonarchofTrarthusPortal/MonarchofTrarthusPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MonarchofTrarthusPortal/MonarchofTrarthusPortal_map.ao",1,"","",1,"","",0,0,""
268,7232,276,"Metadata/Effects/Microtransactions/Town_Portals/MagicNaturePortal/MagicNaturePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MagicNaturePortal/MagicNaturePortal_map.ao",1,1649,"",1,"","",0,0,""
269,7238,277,"Metadata/Effects/Microtransactions/Town_Portals/PrecursorPortal/PrecursorPortal01.ao","Metadata/Effects/Microtransactions/Town_Portals/PrecursorPortal/PrecursorPortal01_map.ao",1,1666,"",1,"","",0,0,""
270,7239,278,"Metadata/Effects/Microtransactions/Town_Portals/PrecursorPortal/PrecursorPortal02.ao","Metadata/Effects/Microtransactions/Town_Portals/PrecursorPortal/PrecursorPortal02_map.ao",1,1667,"",1,"","",0,0,""
271,7311,279,"Metadata/Effects/Microtransactions/Town_Portals/SandHourglass/portal_fx.ao","Metadata/Effects/Microtransactions/Town_Portals/SandHourglass/portal_fx_map.ao",1,1697,"",1,"","",0,0,""
272,7312,280,"Metadata/Effects/Microtransactions/Town_Portals/SandHourglass/red_portal_fx.ao","Metadata/Effects/Microtransactions/Town_Portals/SandHourglass/red_portal_fx_map.ao",1,1698,"",1,"","",0,0,""
273,7288,282,"Metadata/Effects/Microtransactions/Town_Portals/PersonSplitPortal/PersonSplitPortalBase.ao","Metadata/Effects/Microtransactions/Town_Portals/PersonSplitPortal/PersonSplitPortalBase_map.ao",1,1689,"",1,"","",0,0,""
274,7292,283,"Metadata/Effects/Microtransactions/Town_Portals/AtziriMirrorPortal/AtziriMirrorPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/AtziriMirrorPortal/AtziriMirrorPortal_map.ao",1,1691,"",1,"","",0,0,""
275,7289,284,"Metadata/Effects/Microtransactions/Town_Portals/PersonSplitPortal/PersonSplitPortalMarbleBase.ao","Metadata/Effects/Microtransactions/Town_Portals/PersonSplitPortal/PersonSplitPortalMarbleBase_map.ao",1,1690,"",1,"","",0,0,""
276,7313,285,"Metadata/Effects/Microtransactions/Town_Portals/SandHourglass/black_portal_fx.ao","Metadata/Effects/Microtransactions/Town_Portals/SandHourglass/black_portal_fx_map.ao",1,1699,"",1,"","",0,0,""
277,7433,286,"Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Abyss/AbyssPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Abyss/AbyssPortal_map.ao",1,"","",1,"","",0,0,""
278,7434,287,"Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Arcane/ArcanePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Arcane/ArcanePortal_map.ao",1,"","",1,"","",0,0,""
279,7435,288,"Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Azmeri/AzmeriPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Azmeri/AzmeriPortal_map.ao",1,1725,"",1,"","",0,0,""
280,7436,289,"Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Vampiric/VampiricPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Vampiric/VampiricPortal_map.ao",1,"","",1,"","",0,0,""
281,7423,290,"Metadata/Effects/Microtransactions/Town_Portals/ScrollPortal/WisdomScrollPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ScrollPortal/WisdomScrollPortal_map.ao",1,1710,"",1,"","",0,0,""
282,7424,291,"Metadata/Effects/Microtransactions/Town_Portals/ScrollPortal/ScrollPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ScrollPortal/ScrollPortal_map.ao",1,1711,"",1,"","",0,0,""
283,7392,292,"Metadata/Effects/Microtransactions/Town_Portals/SeidrOraclePortal/SeidrOraclePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/SeidrOraclePortal/SeidrOraclePortal_map.ao",1,"","",1,"","",0,0,""
284,7394,293,"Metadata/Effects/Microtransactions/Town_Portals/PrisonerPenitentPortal/PrisonerPenitentPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PrisonerPenitentPortal/PrisonerPenitentPortal_map.ao",1,1709,"",1,"","",0,0,""
285,7450,294,"Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Verisium/VerisiumPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Verisium/VerisiumPortal_map.ao",1,"","",1,"","",0,0,""
286,7451,296,"Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/SpiritWalker/SpiritWalkerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/SpiritWalker/SpiritWalkerPortal_map.ao",1,"","",1,"","",0,0,""
287,7479,297,"Metadata/Effects/Microtransactions/Town_Portals/ArbiterOfDivinity_LightningSpear/ArbiterOfDivinityLightningSpearPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ArbiterOfDivinity_LightningSpear/ArbiterOfDivinityLightningSpearPortal_map.ao",1,"","",1,"","",0,0,""
288,7514,298,"Metadata/Effects/Microtransactions/Town_Portals/OghamCandlesPortal/OghamCandlesPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OghamCandlesPortal/OghamCandlesPortal_map.ao",1,"","",1,"","",0,0,""
289,7585,300,"Metadata/Effects/Microtransactions/Town_Portals/DiseaseVectorPortal/DiseaseVectorPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DiseaseVectorPortal/DiseaseVectorPortal_map.ao",1,"","",1,"","",0,0,""
290,7504,295,"Metadata/Effects/Microtransactions/Town_Portals/ArbiterOfDivinity/ArbiterOfDivinity_Portal.ao","Metadata/Effects/Microtransactions/Town_Portals/ArbiterOfDivinity/ArbiterOfDivinity_Portal_map.ao",1,1720,"",1,"","",0,0,""
