"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool_64","BuffName","BuffName (French)","BuffName (German)","BuffName (Japanese)","BuffName (Korean)","BuffName (Portuguese)","BuffName (Russian)","BuffName (Spanish)","BuffName (Thai)","BuffName (Traditional Chinese)","MiscAnimated1","MiscAnimated2","BuffDescription","BuffDescription (French)","BuffDescription (German)","BuffDescription (Japanese)","BuffDescription (Korean)","BuffDescription (Portuguese)","BuffDescription (Russian)","BuffDescription (Spanish)","BuffDescription (Thai)","BuffDescription (Traditional Chinese)","EPKFile","HasExtraArt","ExtraArt","[i32]_130","EPKFiles","BuffVisualOrbs","MiscAnimated3","WeaponEffect","string_210","f32_218","f32_222","bool_226","bool_227","[string]_228"
1076,"sand_stance","Art/2DArt/BuffIcons/SandStance.dds","[""Metadata/Effects/Spells/blood_sand_stance/sand_stance.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1077,"blood_stance","Art/2DArt/BuffIcons/BloodStance.dds","[""Metadata/Effects/Spells/blood_sand_stance/blood_stance.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1078,"double_slash_stage","Art/2DArt/SkillIcons/DoubleSlash.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1079,"ground_fire_burn_stygian","Art/2DArt/SkillIcons/groundfire.dds","[""Metadata/Effects/StatusAilments/Ignited_blackflame.epk"",""Metadata/Effects/StatusAilments/Ignited_blackflame.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited_blackflame.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
1080,"legion_petrify","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/epk/affected/obelisk_affected.epk""]",[],[48],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"","[""Legion""]"
1081,"shrine_resonating","Art/2DArt/BuffIcons/ResonatingShrine.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[66],"","","",0,0,"","",[]
1082,"shrine_gloom","Art/2DArt/BuffIcons/shrine_curses.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[64],"","","",0,0,"","",[]
1083,"berserk","Art/2DArt/BuffIcons/Beserk.dds","[""Metadata/Effects/Spells/rage_burst/Berserk.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1084,"player_aura_plated_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/plated/platedAura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1085,"player_aura_dragon_mtx","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/dragon/red/RedDragonAura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1086,"player_aura_blue_dragon_mtx","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/dragon/blue/BlueDragonAura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1087,"eternal_empire_banner","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/EternalEmpire/BannerSummon/Epk/banner_affected.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1088,"replicate_minion_visual","","[""Metadata/Effects/Spells/refract/mirages.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1089,"sand_armour","Art/2DArt/SkillIcons/SandArmour.dds","[""Metadata/Effects/Spells/blood_sand_armour/sand_armour.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1090,"blood_armour","Art/2DArt/SkillIcons/BloodArmour.dds","[""Metadata/Effects/Spells/blood_sand_armour/blood_armour.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1091,"empyrean_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/EPK_Ash.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1092,"empyrean_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/EPK_Ice.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1093,"empyrean_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/EPK_Thunder.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1094,"empyrean_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/EPK_Thunder_Buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1095,"blinded_sand","Art/2DArt/BuffIcons/buffblinded.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[75],"","","",0,0,"","",[]
1096,"player_physical_damage_aura","Art/2DArt/SkillIcons/auradamage.dds","[""Metadata/Effects/Spells/player_auras/physical_damage/enemy_affected.epk""]","[""Metadata/Effects/Spells/player_auras/physical_damage/player_aura.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1097,"legion_time_lock_karui","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/epk/affected/obelisk_KARUI.epk""]",[],[48],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1098,"legion_time_lock_maraketh","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/epk/affected/obelisk_MARAKETH.epk""]",[],[48],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1099,"legion_time_lock_vaal","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/epk/affected/obelisk_VAAL.epk""]",[],[48],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1100,"legion_time_lock_templar","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/epk/affected/obelisk_TEMPLAR.epk""]",[],[48],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1101,"legion_time_lock_eternal","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/epk/affected/obelisk_EMPIRE.epk""]",[],[48],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1102,"attached_retract_arrow","Art/2DArt/BuffIcons/LioneyeArrowStuckInPlayerDebuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1103,"legion_nobuff","","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1104,"player_aura_illusionist_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/illusionist/illusionist_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1105,"necromancer_skeleton_buff","","[""Metadata/Effects/Spells/monsters_effects/act1/necromancer/buff_flash.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1106,"player_aura_legion_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/LegionAura/LegionAura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1107,"player_aura_wrangler_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/frontier_wrangler/Aura_Wrangler.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1108,"player_aura_wild_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/frontier_wild/Aura_Wild.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1109,"blitz_charge","Art/2DArt/SkillIcons/passives/Berserker/Blitz.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1110,"slayer_crit_multi_aura","Art/2DArt/SkillIcons/passives/Slayer/Overwhelm.dds","[""Metadata/Effects/Spells/ascendancy_classes/slayer/overwhelm/overwhelm.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1111,"flicker_strike","Art/2DArt/SkillIcons/iconblinkstrike.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1112,"fidelitas_lightning_charged","","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/light.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1113,"legion_flask_lasso","Art/2DArt/SkillIcons/MarakethBossSkill1.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Maraketh/Boss/lasso_debuff.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1114,"screech_snipe_debuff","Art/2DArt/BuffIcons/SappedBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1115,"korea_pc_bang","Art/2DArt/BuffIcons/KoreaPCBang.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1116,"vigilant_strike_on_fortify","","[""Metadata/Effects/Spells/fortify/onhit/fortify_onhit.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1117,"challenger_charge","Art/2DArt/SkillIcons/passives/Gladiator/GLADBloodAndSand.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1118,"vigilant_strike_on_have_fortify","","[""Metadata/Effects/Spells/fortify/onhit/fortify_onhit2.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1119,"combat_rush","Art/2DArt/BuffIcons/CloseCombatMovementBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1120,"vanished_enemy_affecting_aura","",[],"[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1121,"siphon_celestial","Art/2DArt/SkillIcons/Siphon.dds","[""Metadata/Effects/Microtransactions/Spells/siphon_celestial/drain.epk"",""Metadata/Effects/Microtransactions/Spells/siphon_celestial/drain.epk"",""Metadata/Effects/Microtransactions/Spells/siphon_celestial/drain_large.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1122,"contagion_celestial","Art/2DArt/SkillIcons/Contagion.dds","[""Metadata/Effects/Microtransactions/Spells/contagion_celestial/affected.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1123,"blight_celestial","","[""Metadata/Effects/Microtransactions/Spells/blight/celestial/blight_on.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1124,"ignited_empyrean","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/ailment_Ash.epk""]","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/ailment_Ash.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1125,"empyrean_shock","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/ailment_Thunder.epk""]","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/ailment_Thunder.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1126,"blood_stance_celestial","","[""Metadata/Effects/Microtransactions/Spells/blood_sand_stance/celestial_blood_stance.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1127,"sand_stance_celestial","","[""Metadata/Effects/Microtransactions/Spells/blood_sand_stance/celestial_sand_stance.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1128,"blood_armour_celestial","","[""Metadata/Effects/Microtransactions/Spells/blood_sand_stance/celestial_blood_armour.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1129,"sand_armour_celestial","","[""Metadata/Effects/Microtransactions/Spells/blood_sand_stance/celestial_sand_armour.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1130,"slither","Art/2DArt/SkillIcons/WitheringStep.dds","[""Metadata/Effects/Spells/slither/slither_aura.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1131,"arc_damage_is_lucky_celestial","Art/2DArt/SkillIcons/iconarc.dds","[""Metadata/Effects/Microtransactions/Spells/arc/celestial/vaal_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1132,"guardian_radiant_crusade_buff","Art/2DArt/SkillIcons/passives/Guardian/Radient Crusade.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1133,"guardian_unwavering_crusade_buff","Art/2DArt/SkillIcons/passives/Guardian/Unwavering Crusade.dds","[""Metadata/Effects/Spells/ascendancy_classes/guardian/Allies_buff/allies_buff.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1134,"corrosive_shroud_buff","Art/2DArt/SkillIcons/PlagueBearerStoring.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1135,"spectre_alternate","","[""Metadata/Effects/StatusAilments/spells/raise_specter_02/monster.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
1136,"misty_reflection_clone","","[""Metadata/Effects/Spells/DualAscendancy/epk/delirious_clone.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
1137,"elusive","Art/2DArt/BuffIcons/ElusiveBuff.dds","[""Metadata/Effects/Spells/slither/elusive.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
1138,"rare_monster_pack","",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1139,"puppet_master","Art/2DArt/SkillIcons/OffensiveMinion.dds","[""Metadata/Effects/Spells/monsters_effects/aura/support_gem_buff/puppet_master/puppet_master.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1140,"necromancer_regen_buff","","[""Metadata/Effects/Spells/ascendancy_classes/necromancer/char_mana_regen/epk/mana_regen.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1141,"necromancer_regen_aura","Art/2DArt/SkillIcons/passives/Necromancer/EssenceGlutton.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1142,"necromancer_damage_debuff","Art/2DArt/SkillIcons/passives/Necromancer/PlagueBringer.dds","[""Metadata/Effects/Spells/ascendancy_classes/necromancer/monster_damage_reduction/epk/damage_reduction.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1143,"necromancer_plaguebringer_buff","Art/2DArt/SkillIcons/passives/Necromancer/PlagueBringer.dds","[""Metadata/Effects/Spells/ascendancy_classes/necromancer/allies_buff/allies_buff.epk""]","[""Metadata/Effects/Spells/ascendancy_classes/necromancer/allies_buff/allies_buff.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1144,"necromancer_essence_corpse","","[""Metadata/Effects/Spells/ascendancy_classes/necromancer/corpse_mana_visual/corpse_mana_visual.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1145,"corrosive_shroud_buff_at_max_damage","Art/2DArt/SkillIcons/PlagueBearerMaxPoison.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1146,"corrosive_shroud_buff_aura_active","Art/2DArt/SkillIcons/PlagueBearerUnleashing.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1147,"minion_focus_fire_target","Art/2DArt/SkillIcons/MinionFocusFire.dds","[""Metadata/Effects/Spells/focus_fire/focus_target.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[90],"","","",0,0,"","",[]
1148,"minion_other_player_focus_fire_target","Art/2DArt/SkillIcons/MinionFocusFire.dds","[""Metadata/Effects/Spells/focus_fire/focus_target_party.epk"",""Metadata/Effects/Spells/focus_fire/focus_target_party.epk"",""Metadata/Effects/Spells/focus_fire/empty.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1149,"lightning_explosion_mine_debuff","Art/2DArt/SkillIcons/LightningExplosionMine.dds","[""Metadata/Effects/Spells/mine_auras/EPKs/mined_lightning.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1150,"skitterbots","Art/2DArt/SkillIcons/LightningFireSkitterbots.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1151,"bone_armour_self","Art/2DArt/BuffIcons/QuickGuard2.dds","[""Metadata/Effects/Spells/maneuver_mechanics/BoneArmour_char.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1152,"celestial_spectres","","[""Metadata/Effects/Microtransactions/Spells/raise_spectre_celestial/celestialspecter.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1153,"arcane_spectres","","[""Metadata/Effects/Microtransactions/Spells/raise_specter_stygian/spectre.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1154,"wither_resistance_celestial","","[""Metadata/Effects/Microtransactions/Spells/wither_celestial/buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1155,"corrosive_shroud_accumulating_damage","","[""Metadata/Effects/Spells/corrosive_shroud/corrosive_shroud_active.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
1156,"corrosive_shroud_aura","Art/2DArt/SkillIcons/PlagueBearerUnleashing.dds","[""Metadata/Effects/Spells/corrosive_shroud/corrosive_affected.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1157,"remote_mine_2_aura","Art/2DArt/BuffIcons/DebuffRemoteMine.dds","[""Metadata/Effects/Spells/mine_auras/EPKs/mined.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1158,"cold_projectile_mine","Art/2DArt/SkillIcons/ColdProjectileMine.dds","[""Metadata/Effects/Spells/mine_auras/EPKs/mined_cold.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1159,"mortar_barrage_mine","Art/2DArt/SkillIcons/FireMortarBarrageMine.dds","[""Metadata/Effects/Spells/mine_auras/EPKs/mined_fire.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1160,"mamba_strike_initial_debuff","Art/2DArt/SkillIcons/MambaStrike.dds","[""Metadata/Effects/Spells/mamba_strike/mamba_strike_affected.epk"",""Metadata/Effects/Spells/mamba_strike/mamba_strike_affected_large.epk"",""Metadata/Effects/Spells/mamba_strike/mamba_strike_affected_largest.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
1161,"mamba_strike_damage","Art/2DArt/SkillIcons/MambaStrikeDot.dds","[""Metadata/Effects/Spells/mamba_strike/mamba_nova_poison.epk"",""Metadata/Effects/Spells/mamba_strike/mamba_nova_poison_large.epk"",""Metadata/Effects/Spells/mamba_strike/mamba_nova_poison_largest.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1162,"support_burning_minion","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/minion_burn/burn.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1163,"support_burning_minion_aura","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
1164,"blight_wolf_ice_armour","","[""Metadata/Effects/Spells/monsters_effects/act3/experimenter/ice_enrage.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1165,"blight_tower_aura_buff_towers","","[""Metadata/Effects/Spells/monsters_effects/League_Blight/Tower_Skills/buff_aura/towerbuff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1166,"blight_tower_aura_buff_players","Art/2DArt/BuffIcons/BlightTowerBuffIcon.dds","[""Metadata/Effects/Spells/monsters_effects/League_Blight/Tower_Skills/buff_aura/playerbuff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1167,"blight_tower_aura_debuff_enemies","","[""Metadata/Effects/Spells/monsters_effects/League_Blight/Tower_Skills/buff_aura/debuff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1168,"snapping_adder_projectile","Art/2DArt/SkillIcons/SnappingAdder.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1169,"carrion_golem_buff","Art/2DArt/SkillIcons/SummonCarrionGolem.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1170,"blight_fire_daemon_epk_1","","[""Metadata/Effects/Spells/monsters_effects/League_Blight/on_death_epk/fire_01.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1171,"blight_cold_daemon_epk_1","","[""Metadata/Effects/Spells/monsters_effects/League_Blight/on_death_epk/cold_01.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1172,"blight_lightning_daemon_epk_1","","[""Metadata/Effects/Spells/monsters_effects/League_Blight/on_death_epk/lightning_01.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1173,"blight_physical_daemon_epk_1","","[""Metadata/Effects/Spells/monsters_effects/League_Blight/on_death_epk/phys_blood_01.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1174,"blight_chaos_daemon_epk_1","","[""Metadata/Effects/Spells/monsters_effects/League_Blight/on_death_epk/chaos_purple_01.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1175,"player_aura_lich_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/BaneLich_Aura/Aura_Lich.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1176,"fungal_ground","Art/2DArt/BuffIcons/FungalGroundBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1177,"blight_npc_tower_buff","","[""Metadata/Effects/Spells/monsters_effects/League_Blight/npc/tower_buff_01.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1178,"player_aura_corrupted_emperor_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/CorruptedEmperor_Aura/CorruptedEmperorAura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1179,"revive_as_ally_for_duration","","[""Metadata/Effects/Spells/monsters_effects/League_Blight/Mind_Control_Epk/boss/base.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1180,"player_aura_harlequin_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/carnival_harlequin/Harlequin_Aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1181,"player_aura_ringmaster_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/carnival_ringmaster/Ringmaster_Aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1182,"blight_charged_skeleton_speed","","[""Metadata/Effects/Environment/tempest_league/elements/lightning/stormbuff_lightning.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1183,"blight_chieftain_rage_buff","","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/buffs/generic/vaal_enrage.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
1184,"chieftain_physical_as_fire_for_3_sec","Art/2DArt/SkillIcons/passives/Chieftain/NgamahuFlamesAdvance.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
