"rownum","Id","DDSFile","AOFile","InventorySoundEffect","HASH16","AOFile2","MarauderSMFiles","RangerSMFiles","WitchSMFiles","DuelistDexSMFiles","TemplarSMFiles","ShadowSMFiles","ScionSMFiles","MarauderShape","RangerShape","WitchShape","DuelistShape","TemplarShape","ShadowShape","ScionShape","i32_218","i32_222","Pickup_AchievementItemsKeys","SMFiles","Identify_AchievementItemsKeys","EPKFile","Corrupt_AchievementItemsKeys","IsAlternateArt","bool_299","CreateCorruptedJewelAchievementItemsKey","AnimationLocation","string_324","string_332","string_340","string_348","string_356","string_364","string_372","string_380","string_388","string_396","string_404","string_412","IsAtlasOfWorldsMapIcon","IsTier16Icon","KalandraAchievement","bool_438","HeistAchievement","string_455","Composition","UniqueStat1","UniqueStat2","UniqueStat3","UniqueStat4","[rid]_531","[rid]_547","bool_563","string_564","string_572","string_580","[rid]_588"
6922,"AddedEffectHunterBackAttachment","Art/2DItems/Effects/Wings/HunterBackAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,3406,"Metadata/Items/Armours/Capes/MonsterTrophyBackAttach/MonsterTrophyBackAttachHeld.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6923,"AddedEffectSharkFinBackAttachment","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,42072,"Metadata/Effects/Microtransactions/BodyArmours/Wings/SharkFinBackAttachment/SharkFinBackAttachment.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6924,"AddedEffectCovensPolymorphingWand","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,53196,"Metadata/Items/Weapons/Microtransactions/CatPolymorphWand/CatPolymorphWandHeld.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6925,"AddedEffectRegalPolymorphingWand_______","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,64747,"Metadata/Items/Weapons/Microtransactions/CatPolymorphWand/WandColours/PolymorphWandYellow.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6926,"AddedEffectSnowyPolymorphingWand","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,51580,"Metadata/Items/Weapons/Microtransactions/CatPolymorphWand/WandColours/PolymorphWandWhite.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6927,"AddedEffectVoidchargedPolymorphingWand","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,16409,"Metadata/Items/Weapons/Microtransactions/CatPolymorphWand/WandColours/PolymorphWandPink.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6928,"AddedEffectFeralPolymorphingWand","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,3122,"Metadata/Items/Weapons/Microtransactions/CatPolymorphWand/WandColours/PolymorphWandPurple.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6929,"AddedEffectRitualSummoningRing","Art/2DItems/Effects/Jewellery/InfernalSummoningRing.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,57013,"Metadata/Effects/Microtransactions/Spells/Ritual_Summon_Ring/stygian/ring_ritual.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6930,"AddedEffectInfernalSummoningRing","Art/2DItems/Effects/Jewellery/RitualSummoningRing.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,28215,"Metadata/Effects/Microtransactions/Spells/Ritual_Summon_Ring/default/ring_ritual.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6931,"AddedEffectNecroticSummoningRing","Art/2DItems/Effects/Jewellery/NecroticSummoningRing.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,26315,"Metadata/Effects/Microtransactions/Spells/Ritual_Summon_Ring/necrotic/ring_ritual.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6932,"AddedEffectDivineSummoningRing","Art/2DItems/Effects/Jewellery/DivineSummoningRing.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,22875,"Metadata/Effects/Microtransactions/Spells/Ritual_Summon_Ring/divine/ring_ritual.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6933,"AddedEffectElectroswarmCharacterEffect","Art/2DItems/Effects/Character/ElectroswarmCharacterEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,49772,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6934,"AddedEffectProjectElectroswarmCharacterEffect","Art/2DItems/Effects/Character/ProjectElectroswarmCharacterEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,12908,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6935,"AddedEffectSirenElectroswarmCharacterEffect__","Art/2DItems/Effects/Character/SirenElectroswarmCharacterEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,31112,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6936,"AddedEffectVoidEmperorElectroswarmCharacterEffect__","Art/2DItems/Effects/Character/VoidEmperorElectroswarmCharacterEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,60115,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6937,"AddedEffectVulcanFlamestriderBoots","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,1640,"","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsStr.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsDex.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsInt.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsDexInt.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsStrInt.ao""]",[],"Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBoots.epk",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,16369,244,"","",[],[],"","","","",[]
6938,"AddedEffectAutomatonFlamestriderBoots","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,39437,"","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsStr.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsDex.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsInt.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsDexInt.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsStrInt.ao""]",[],"Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBoots.epk",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,16369,244,"","",[],[],"","","","",[]
6939,"AddedEffectRadiantFlamestriderBoots","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,30881,"","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsStr.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsDex.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsInt.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsDexInt.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsStrInt.ao""]",[],"Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBoots.epk",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,16369,244,"","",[],[],"","","","",[]
6940,"AddedEffectVerdantFlamestriderBoots","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,52262,"","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsStr.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsDex.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsInt.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsDexInt.ao""]","[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBootsStrInt.ao""]",[],"Metadata/Items/Armours/Boots/FireSpeed/FireSpeedBoots.epk",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,16369,244,"","",[],[],"","","","",[]
6941,"AddedEffectPeregrineFalconWings___","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,28826,"Metadata/Effects/Microtransactions/BodyArmours/Wings/PeregrineFalconWings/PeregrineFalconWingsBlueHeld.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6942,"AddedEffectBismuthPeregrineFalconWings","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,38894,"Metadata/Effects/Microtransactions/BodyArmours/Wings/PeregrineFalconWings/PeregrineFalconWingsTurquoiseHeld.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6943,"AddedEffectSilverPeregrineFalconWings","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,27263,"Metadata/Effects/Microtransactions/BodyArmours/Wings/PeregrineFalconWings/PeregrineFalconWingsSilverHeld.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6944,"AddedEffectGoldPeregrineFalconWings","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,57969,"Metadata/Effects/Microtransactions/BodyArmours/Wings/PeregrineFalconWings/PeregrineFalconWingsYellowHeld.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6945,"AddedEffectGhostlyFleshWoundGloves__","Art/2DItems/Effects/gloves/GhostlyFleshWoundGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,45115,"","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesStrHeld.ao""]","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesDexHeld.ao""]","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesIntHeld.ao""]","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesStrDexHeld.ao""]","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesStrIntHeld.ao""]","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesDexIntHeld.ao""]","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesStrDexIntHeld.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesStrIntHeld.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,16521,"","","",[],[],"","","","",[]
6946,"AddedEffectDemonicFleshWoundGloves","Art/2DItems/Effects/gloves/DemonicFleshWoundGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,34200,"","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesStrHeld.ao""]","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesDexHeld.ao""]","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesIntHeld.ao""]","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesStrDexHeld.ao""]","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesStrIntHeld.ao""]","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesDexIntHeld.ao""]","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesStrDexIntHeld.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesStrIntHeld.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,16521,"","","",[],[],"","","","",[]
6947,"AddedEffectFadingFleshWoundGloves","Art/2DItems/Effects/gloves/FadingFleshWoundGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,19364,"","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesStrHeld.ao""]","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesDexHeld.ao""]","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesIntHeld.ao""]","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesStrDexHeld.ao""]","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesStrIntHeld.ao""]","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesDexIntHeld.ao""]","[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesStrDexIntHeld.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Gloves/Amputee/AmputeeGlovesStrIntHeld.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,16521,"","","",[],[],"","","","",[]
6948,"AddedEffectResilientFlambeauHelmet__","Art/2DItems/Effects/Hats/ResilientFlambeauHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,4191,"","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetDexInt.ao""]","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,16523,"","","",[],[],"","","","",[]
6949,"AddedEffectFrenziedFlambeauHelmet","Art/2DItems/Effects/Hats/FrenziedFlambeauHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,34728,"","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetDexInt.ao""]","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,16523,"","","",[],[],"","","","",[]
6950,"AddedEffectPotentFlambeauHelmet","Art/2DItems/Effects/Hats/PotentFlambeauHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,52746,"","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetDexInt.ao""]","[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Helmets/FlameCharged/FlameChargedHelmetStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,16523,"","","",[],[],"","","","",[]
6951,"AddedEffectFerrofluidBodyArmour","Art/2DItems/Effects/BodyArmour/BlackFerrofluidBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,10147,"","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/FerrofluidArmourStr.ao""]","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/FerrofluidArmourDex.ao""]","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/FerrofluidArmourInt.ao""]","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/FerrofluidArmourStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/FerrofluidArmourStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/FerrofluidArmourDexInt.ao""]","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/FerrofluidArmourStrDexInt.ao""]","","","","","","","",9,11,[],"[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/FerrofluidArmourStrInt.ao""]",[],"Metadata/Items/Armours/BodyArmours/FerrofluidArmour/fx/armour_fx.epk",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6952,"AddedEffectSilveredFerrofluidBodyArmour","Art/2DItems/Effects/BodyArmour/SilverFerrofluidBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,18964,"","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/white/FerrofluidArmourStr.ao""]","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/white/FerrofluidArmourDex.ao""]","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/white/FerrofluidArmourInt.ao""]","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/white/FerrofluidArmourStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/white/FerrofluidArmourStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/white/FerrofluidArmourDexInt.ao""]","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/white/FerrofluidArmourStrDexInt.ao""]","","","","","","","",9,11,[],"[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/white/FerrofluidArmourStrInt.ao""]",[],"Metadata/Items/Armours/BodyArmours/FerrofluidArmour/fx/armour_fx.epk",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6953,"AddedEffectAureateFerrofluidBodyArmour","Art/2DItems/Effects/BodyArmour/GoldFerrofluidBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,2743,"","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/gold/FerrofluidArmourStr.ao""]","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/gold/FerrofluidArmourDex.ao""]","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/gold/FerrofluidArmourInt.ao""]","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/gold/FerrofluidArmourStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/gold/FerrofluidArmourStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/gold/FerrofluidArmourDexInt.ao""]","[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/gold/FerrofluidArmourStrDexInt.ao""]","","","","","","","",9,11,[],"[""Metadata/Items/Armours/BodyArmours/FerrofluidArmour/gold/FerrofluidArmourStrInt.ao""]",[],"Metadata/Items/Armours/BodyArmours/FerrofluidArmour/fx/armour_fx.epk",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6954,"AddedEffectProsperosRing_","Art/2DItems/Effects/Jewellery/ProsperoRing.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,35051,"Metadata/Effects/Microtransactions/Rings/fist_bump_ring/Ring.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6955,"AddedEffectEngineersBronzeHelmet","Art/2DItems/Effects/Hats/BronzeEngineersHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,11248,"","[""Metadata/Items/Armours/Helmets/ClockWork/ClockWorkHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/ClockWork/ClockWorkHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/ClockWork/ClockWorkHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/ClockWork/ClockWorkHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/ClockWork/ClockWorkHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/ClockWork/ClockWorkHelmetDexInt.ao""]","[""Metadata/Items/Armours/Helmets/ClockWork/ClockWorkHelmetStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Helmets/ClockWork/ClockWorkHelmetStrInt.ao""]",[],"Metadata/Effects/Microtransactions/BodyArmours/ClockWork/epks/idle_helmetfx.epk",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6956,"AddedEffectEngineersBronzeBoots","Art/2DItems/Effects/shoes/BronzeEngineersBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,12308,"","[""Metadata/Items/Armours/Boots/ClockWork/ClockWorkBootsStr.ao""]","[""Metadata/Items/Armours/Boots/ClockWork/ClockWorkBootsDex.ao""]","[""Metadata/Items/Armours/Boots/ClockWork/ClockWorkBootsInt.ao""]","[""Metadata/Items/Armours/Boots/ClockWork/ClockWorkBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/ClockWork/ClockWorkBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/ClockWork/ClockWorkBootsDexInt.ao""]","[""Metadata/Items/Armours/Boots/ClockWork/ClockWorkBootsStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Boots/ClockWork/ClockWorkBootsStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6957,"AddedEffectEngineersBronzeGloves___","Art/2DItems/Effects/gloves/BronzeEngineersGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,27454,"","[""Metadata/Items/Armours/Gloves/ClockWork/ClockWorkGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/ClockWork/ClockWorkGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/ClockWork/ClockWorkGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/ClockWork/ClockWorkGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/ClockWork/ClockWorkGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/ClockWork/ClockWorkGlovesDexInt.ao""]","[""Metadata/Items/Armours/Gloves/ClockWork/ClockWorkGlovesStrDexInt.ao""]","","","","","","","",9,13,[],"[""Metadata/Items/Armours/Gloves/ClockWork/ClockWorkGlovesStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
6958,"AddedEffectEngineersBronzeBodyArmour","Art/2DItems/Effects/BodyArmour/BronzeEngineersBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,37792,"","[""Metadata/Items/Armours/BodyArmours/ClockWork/ClockWorkBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/ClockWork/ClockWorkBodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/ClockWork/ClockWorkBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/ClockWork/ClockWorkBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/ClockWork/ClockWorkBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/ClockWork/ClockWorkBodyDexInt.ao""]","[""Metadata/Items/Armours/BodyArmours/ClockWork/ClockWorkBodyStrDexInt.ao""]","","","","","","","",9,10,[],"[""Metadata/Items/Armours/BodyArmours/ClockWork/ClockWorkBodyStrInt.ao""]",[],"Metadata/Effects/Microtransactions/BodyArmours/ClockWork/epks/idle_bodyfx.epk",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
