"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","Attribute","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32_70","[i32]_74","CannotBeSupported","i32_91","CastTime","ActiveSkill","IgnoreMinionTypes","bool_116","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool_165","SupportWeaponRestrictions","RegularVariant","i32_190","i32_194","i32_198","bool_202","StatSet1","StatSet2"
5592,"MaulerSlam","",[],"",4,[],[],"",0,[],"",2,1000,798,"","",[],"","","",[],"",0,5,0,"",5600,[]
5593,"ChieftainParasiteSlam","",[],"",4,[],[],"",0,[],"",2,1000,798,"","",[],"","","",[],"",0,1,0,"",5601,[]
5594,"AxisBossSlam","",[],"",4,[],[],"",0,[],"",2,1000,798,"","",[],"","","",[],"",0,10,0,"",5602,[]
5595,"ShakariSlam","",[],"",4,[],[],"",0,[],"",2,1000,798,"","",[],"","","",[],"",0,13,0,"",5603,[]
5596,"GAShakariSlam","",[],"",4,[],[],"",0,[],"",2,1000,1241,"","",[],"","","",[],"",852,13,0,"",5604,[]
5597,"VilentaSlam","",[],"",4,[],[],"",0,[],"",2,1000,798,"","",[],"","","",[],"",0,25,0,"",5605,[]
5598,"VilentaSlamMap","",[],"",4,[],[],"",0,[],"",2,1000,1241,"","",[],"","","",[],"",683,0,0,"",5606,[]
5599,"ElderGuardianSlam","",[],"",4,[],[],"",0,[],"",2,1000,798,"","",[],"","","",[],"",1,15,0,"",5607,[]
5600,"UnholyTrioSlam","",[],"",4,[],[],"",0,[],"",2,1000,1069,"","",[],"","","",[],"",0,1,0,"",5608,[]
5601,"UnholyTrioSlamActive","",[],"",4,[],[],"",0,[],"",2,1000,798,"","",[],"","","",[],"",2,12,0,"",5609,[]
5602,"HeraldOfLightMinionSlam","",[],"",4,[],[],"",0,[],"",2,1000,798,"","",[],"","","",[],"",0,27,0,"",5610,[]
5603,"HeraldOfLightMinionSlamZana","",[],"",4,[],[],"",0,[],"",2,1000,798,"","",[],"","","",[],"",0,58,0,"",5611,[]
5604,"HeraldOfLightMinionSlamBloodGuard","",[],"",4,[],[],"",0,[],"",2,1000,798,"","",[],"","","",[],"",0,29,0,"",5612,[]
5605,"HeraldOfLightMinionSlamFaithGuard","",[],"",4,[],[],"",0,[],"",2,1000,798,"","",[],"","","",[],"",0,31,0,"",5613,[]
5606,"HeraldOfLightMinionSlamDemonic","",[],"",4,[],[],"",0,[],"",2,1000,798,"","",[],"","","",[],"",0,36,0,"",5614,[]
5607,"HeraldOfLightMinionSlamEmpyrean","",[],"",4,[],[],"",0,[],"",2,1000,798,"","",[],"","","",[],"",0,38,0,"",5615,[]
5608,"HeraldOfLightMinionSlamPolarisWhite","",[],"",4,[],[],"",0,[],"",2,1000,798,"","",[],"","","",[],"",0,41,0,"",5616,[]
5609,"HeraldOfLightMinionSlamDragonHunter","",[],"",4,[],[],"",0,[],"",2,1000,798,"","",[],"","","",[],"",0,43,0,"",5617,[]
5610,"RigwaldWolfForm","",[],"",4,[],[],"",0,[],"",2,3000,799,"","",[],"","","",[],"",0,0,0,"",5618,[]
5611,"RigwaldWolfFormMapBoss","",[],"",4,[],[],"",0,[],"",2,3000,799,"","",[],"","","",[],"",0,1,0,"",5619,[]
5612,"RigwaldWolfFormMapBossSimplified","",[],"",4,[],[],"",0,[],"",2,3000,799,"","",[],"","","",[],"",0,2,0,"",5620,[]
5613,"RigwaldWolfBarrage","",[],"",4,[],[],"",0,[],"",2,1000,800,"","",[],"","","",[],"",0,0,0,"",5621,[]
5614,"RigwaldWolfBarrageMapBoss","",[],"",4,[],[],"",0,[],"",2,1000,800,"","",[],"","","",[],"",0,0,0,"",5622,[]
5615,"BreachColdBarrageBoss","",[],"",4,[],[],"",0,[],"",2,3830,1015,"","",[],"","","",[],"",0,0,0,"",5623,[]
5616,"BreachColdBarrageBossWild","",[],"",4,[],[],"",0,[],"",2,3830,1015,"","",[],"","","",[],"",0,0,0,"",5624,[]
5617,"GreustSpearBarrage","",[],"",4,[],[],"",0,[],"",2,3900,800,"","",[],"","","",[],"",0,1,0,"",5625,[]
5618,"RigwaldTeleport","",[],"",4,[],[],"",0,[],"",2,1000,801,"","",[],"","","",[],"",0,1,0,"",5626,[]
5619,"SunderOld","",[],"",1,[],[],"",1422297969,[],"",2,1000,803,"","",[],"","","",[],"",0,5,0,"",5627,[]
5620,"MinotaurSunder","",[],"",1,[],[],"",0,[],"",2,1000,803,"","",[],"","","",[],"",0,0,0,"",5628,[]
5621,"MonsterSunderRuckus","",[],"",1,[],[],"",0,[],"",2,1000,807,"","",[],47,130,"",[],"",0,0,0,"",5629,[]
5622,"ChieftainSunder","",[],"",1,[],[],"",0,[],"",2,1000,807,"","",[],"",130,"",[],"",0,0,0,"",5630,[]
5623,"MapSunderDaemon","",[],"",1,[],[],"",0,[],"",2,1000,803,"","",[],"","","",[],"",0,0,0,"",5631,[]
5624,"ProphecySkeletonSunder","",[],"",1,[],[],"",0,[],"",2,1000,803,"","",[],"","","",[],"",0,0,0,"",5632,[]
5625,"ProphecyGoreSunder","",[],"",1,[],[],"",0,[],"",2,1000,803,"","",[],"","","",[],"",0,1,0,"",5633,[]
5626,"ExileMarauderGoreSunder","",[],"",1,[],[],"",0,[],"",2,1000,803,"","",[],"","","",[],"",0,1,0,"",5634,[]
5627,"ExileSunderKitava","",[],"",1,[],[],"",0,[],"",2,1000,803,"","",[],"","","",[],"",1,3,0,"",5635,[]
5628,"OriathEnforcerSunder","",[],"",1,[],[],"",0,[],"",2,1000,803,"","",[],"","","",[],"",0,0,0,"",5636,[]
5629,"OriathEnforcerSunderKitava","",[],"",1,[],[],"",0,[],"",2,1000,803,"","",[],"","","",[],"",1,3,0,"",5637,[]
5630,"BetrayalOriathSunder","",[],"",1,[],[],"",0,[],"",2,2130,803,"","",[],"","","",[],"",1,4,0,"",5638,[]
5631,"VilentaSunder","",[],"",1,[],[],"",0,[],"",2,1000,807,"","",[],"","","",[],"",1,3,0,"",5639,[]
5632,"VilentaSunderMap","",[],"",1,[],[],"",0,[],"",2,1000,807,"","",[],"","","",[],"",1,6,0,"",5640,[]
5633,"BloodElementalGoreSunder","",[],"",1,[],[],"",0,[],"",2,1000,803,"","",[],"","","",[],"",0,1,0,"",5641,[]
5634,"DroolmawGoreSunder","",[],"",1,[],[],"",0,[],"",2,1000,803,"","",[],"","","",[],"",1,2,0,"",5642,[]
5635,"StatueSunder","",[],"",1,[],[],"",0,[],"",2,1000,803,"","",[],"","","",[],"",0,0,0,"",5643,[]
5636,"ChaosGolemUniqueSunder","",[],"",1,[],[],"",0,[],"",2,1000,803,"","",[],"","","",[],"",0,0,0,"",5644,[]
5637,"ChaosGolemBossSunder","",[],"",1,[],[],"",0,[],"",2,1000,803,"","",[],"","","",[],"",0,0,0,"",5645,[]
5638,"VaalDominationSunderMelee","",[],"",4,[],[],"",0,[],"",2,1000,108,"","",[],13,"","",[],"",0,7,0,"",5646,[]
5639,"VaalDominationSunder","",[],"",4,[],[],"",0,[],"",2,1000,807,"","",[],"","","",[],"",2,7,0,"",5647,[]
5640,"VaalDominationSunderCelestial","",[],"",4,[],[],"",0,[],"",2,1000,807,"","",[],"","","",[],"",2,8,0,"",5647,[]
5641,"RangeFinder","",[],"",4,[],[],"",0,[],"",2,1000,808,"","",[],"","","",[],"",0,0,0,"",5648,[]
5642,"SupportAurasReserveNoManaUnique",1,[],"",4,[],[],"",536135862,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",5649,[]
5643,"TalismanDegen","",[],"",4,[],[],"",0,[],"",2,250,809,"","",[],"","","",[],"",0,0,0,"",5650,[]
5644,"TalismanDegenAtlasUber","",[],"",4,[],[],"",0,[],"",2,250,809,"","",[],"","","",[],"",0,0,0,"",5651,[]
5645,"TalismanDegenMapBoss","",[],"",4,[],[],"",0,[],"",2,700,809,"","",[],"","","",[],"",0,0,0,"",5652,[]
5646,"TalismanSummonLightningSpiral1","",[],"",4,[],[],"",0,[],"",2,1000,810,"","",[],"","","",[],"",0,0,0,"",5653,[]
5647,"TalismanSummonLightningSpiral2","",[],"",4,[],[],"",0,[],"",2,1000,810,"","",[],"","","",[],"",0,0,0,"",5654,[]
5648,"TalismanSummonLightningSpiral3","",[],"",4,[],[],"",0,[],"",2,1000,810,"","",[],"","","",[],"",0,0,0,"",5655,[]
5649,"RatTalismanSubmergeDelete","",[],"",4,[],[],"",0,[],"",2,1000,811,"","",[],"","","",[],"",0,0,0,"",5656,[]
5650,"RhoaTalismanSubmergeDelete","",[],"",4,[],[],"",0,[],"",2,1000,811,"","",[],"","","",[],"",0,0,0,"",5657,[]
5651,"SummonSpectralWolf","",[],"",4,[],[],"",1002484480,[],"",2,1000,812,"","",[],"","","",[],"",0,0,0,"",5658,[]
5652,"SummonSpectralWolfTriggered","",[],"",4,[],[],"",407096826,[],"",2,1000,813,"","",[],"","","",[],"",0,0,0,"",5659,[]
5653,"SummonSpectralTiger","",[],"",4,[],[],"",-669939224,[],"",2,1000,814,"","",[],"","","",[],"",1,0,0,"",5660,[]
5654,"MonsterCastGroundEffect","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,0,0,"",5661,[]
5655,"CastGroundEffectGoldenTar","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,3,0,"",5662,[]
5656,"HellionCausticCloudGroundEffect","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,2,0,"",5663,[]
5657,"EssenceTotemCastVortexGroundEffect","",[],"",4,[],[],"",0,[],"",2,900,815,"","",[],"","","",[],"",0,8,0,"",5664,[]
5658,"EssenceTotemCastGroundEffectShockedGround","",[],"",4,[],[],"",0,[],"",2,100,815,"","",[],"","","",[],"",0,7,0,"",5665,[]
5659,"TalismanBossCastGroundEffectCaustic","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,2,0,"",5666,[]
5660,"TalismanBossCastGroundEffectTar","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,3,0,"",5667,[]
5661,"BarrelCastGroundEffectBurningGround","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,0,0,"",5668,[]
5662,"DelveDaemonBurningGround","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,0,0,"",5669,[]
5663,"BarrelCastGroundEffectTar","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,3,0,"",5670,[]
5664,"RegurgitatorGroundEffectTar","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,3,0,"",5671,[]
5665,"ParasiticSquidGroundEffectTar","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,3,0,"",5672,[]
5666,"CityStalkerGroundEffectTar","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,3,0,"",5673,[]
5667,"DaemonTentacleCausticCloud","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,2,0,"",5674,[]
5668,"MonsterGroundHaste","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,9,0,"",5675,[]
5669,"MonsterCastGroundEffectChilled","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,1,0,"",5676,[]
5670,"AbberathCastGroundEffectLava","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,0,0,"",5677,[]
5671,"BlightGoatmanLavaMeteor","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,0,0,"",5678,[]
5672,"TheFaunCastGroundEffectLava","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,0,0,"",5679,[]
5673,"TheFaunCastGroundEffectLavaTemporary","",[],"",4,[],[],"",0,[],"",2,0,815,"","",[],"","","",[],"",0,0,0,"",5680,[]
5674,"ElderCastGroundEffectLava","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,0,0,"",5681,[]
5675,"RyslathaMonsterCastGroundEffect","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,2,0,"",5682,[]
5676,"MonsterCastGroundEffectHolyFireOnDeath","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,0,0,"",5683,[]
5677,"MonsterCastGroundEffectHolyFire","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,0,0,"",5684,[]
5678,"MonsterCastGroundEffectHolyFireDelayedBlast","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,0,0,"",5685,[]
5679,"VaalSideAreaBossCastGroundEffectHolyFire","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,0,0,"",5686,[]
5680,"MonsterCastGroundEffectCausticOnDeath","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,2,0,"",5687,[]
5681,"AzmeriZombieCausticGroundWhenHit","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,2,0,"",5688,[]
5682,"CausticEggInfestationGroundEffectGreen","",[],"",4,[],[],"",0,[],"",2,50,815,"","",[],"","","",[],"",0,2,0,"",5689,[]
5683,"CausticEggInfestationGroundEffectPurple","",[],"",4,[],[],"",0,[],"",2,50,815,"","",[],"","","",[],"",0,2,0,"",5690,[]
5684,"ElderGardenArenaCausticGround","",[],"",4,[],[],"",0,[],"",2,500,815,"","",[],"","","",[],"",0,2,0,"",5691,[]
5685,"IncursionPipeCausticGround","",[],"",4,[],[],"",0,[],"",2,500,815,"","",[],"","","",[],"",0,2,0,"",5692,[]
5686,"BestiarySnakeBossCloneBurningGround","",[],"",4,[],[],"",0,[],"",2,500,815,"","",[],"","","",[],"",0,0,0,"",5693,[]
5687,"MachinariumBurningGround","",[],"",4,[],[],"",0,[],"",2,500,815,"","",[],"","","",[],"",0,0,0,"",5694,[]
5688,"MachinariumChillingGround","",[],"",4,[],[],"",0,[],"",2,500,815,"","",[],"","","",[],"",0,1,0,"",5695,[]
5689,"MachinariumShockingGround","",[],"",4,[],[],"",0,[],"",2,500,815,"","",[],"","","",[],"",0,7,0,"",5696,[]
5690,"DelveQiongqiGroundFire","",[],"",4,[],[],"",0,[],"",2,500,816,"","",[],"","","",[],"",0,0,0,"",5697,[]
5691,"BetrayalTotemCastGroundEffect","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,5,0,"",5698,[]
5692,"BetrayalRegurgitatorCastGroundEffect","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,15,0,"",5699,[]
5693,"BlightPhysicalModOnDeathCastGroundEffect","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,15,0,"",5700,[]
5694,"BlightHellionExplodeOnDeath","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,0,0,"",5701,[]
5695,"DelveHellionExplodeOnDeath","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,0,0,"",5702,[]
5696,"AxisGeneralBurningGround","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,0,0,"",5703,[]
5697,"AfflictionLightningDemonShockedGroundUnique","",[],"",4,[],[],"",0,[],"",2,500,815,"","",[],"","","",[],"",0,7,0,"",5704,[]
5698,"HarvestParasiteCausticGroundOnDeath","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,2,0,"",5705,[]
5699,"HarvestWetaCausticGroundOnDeath","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,2,0,"",5706,[]
5700,"HarvestVultureCausticGroundOnSummon","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,2,0,"",5707,[]
5701,"HarvestScorpionCausticGroundOnBurrow","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,2,0,"",5708,[]
5702,"HeistSnipeAttachedPoisonGas","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,2,0,"",5709,[]
5703,"HeistCultistYellowCanisterGround","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,3,0,"",5710,[]
5704,"HeistMilitaryMinibossFlameWallGroundInner","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,0,0,"",5711,[]
5705,"HeistMilitaryMinibossFlameWallGroundOuter","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,0,0,"",5712,[]
5706,"HeistMilitaryMinibossFlameWallGroundCenter","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,0,0,"",5713,[]
5707,"CGEHeistThugTarGround","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,27,0,"",5714,[]
5708,"CGEHeistRobotGolemBurningGround","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,0,0,"",5715,[]
5709,"CGEHeistFreidrichMinionBoilingBlood","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,15,0,"",5716,[]
5710,"CGEFireFuryStandaloneLavaGround","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,0,0,"",5717,[]
5711,"CGEHellscapeFleshPustuleFluid","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,15,0,"",5718,[]
5712,"CGEVilentaMapBurningGround","",[],"",4,[],[],"",0,[],"",2,500,815,"","",[],"","","",[],"",0,0,0,"",5719,[]
5713,"CGEThaumaturgistDesecratedGround","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,2,0,"",5720,[]
5714,"CGERitualMeteorGround","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,0,0,"",5721,[]
5715,"CGEMavenOrbChilledGround","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,8,0,"",5722,[]
5716,"CGEExpeditionZombie","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,8,0,"",5723,[]
5717,"CGEChillingGround","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,1,0,"",5724,[]
5718,"CGEAxisLeapSlamBurningGround","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,0,0,"",5725,[]
5719,"CGEHellscapePaleBossLightning","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,7,0,"",5726,[]
5720,"CGEArchnemesisShockedGround","",[],"",4,[],[],"",0,[],"",2,100,815,"","",[],"","","",[],"",0,7,0,"",5727,[]
5721,"CGEArchnemesisBurningGround","",[],"",4,[],[],"",0,[],"",2,100,815,"","",[],"","","",[],"",0,0,0,"",5728,[]
5722,"CGEArchnemesisColdSnapGround","",[],"",4,[],[],"",0,[],"",2,100,815,"","",[],"","","",[],"",0,8,0,"",5729,[]
5723,"CGEArchnemesisColdSnapGroundMagic","",[],"",4,[],[],"",0,[],"",2,100,815,"","",[],"","","",[],"",0,8,0,"",5730,[]
5724,"CGEArchnemesisCausticGround","",[],"",4,[],[],"",0,[],"",2,100,815,"","",[],"","","",[],"",0,2,0,"",5731,[]
5725,"CGEArchnemesisFlameWalkerGround","",[],"",4,[],[],"",0,[],"",2,100,815,"","",[],"","","",[],"",0,0,0,"",5732,[]
5726,"CGEArchnemesisFrostWalkerGround","",[],"",4,[],[],"",0,[],"",2,100,815,"","",[],"","","",[],"",0,1,0,"",5733,[]
5727,"CGEArchnemesisLightningWalkerGround","",[],"",4,[],[],"",0,[],"",2,100,815,"","",[],"","","",[],"",0,7,0,"",5734,[]
5728,"CGEDoomBossBurrowGoo","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,33,0,"",5735,[]
5729,"CGEDoomBossBurrowGooErupt","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,3,0,"",5736,[]
5730,"CGEDoomFodder2CausticGround","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,2,0,"",5737,[]
5731,"CGEArchnemesisGlacialCageChilledGround","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,1,0,"",5738,[]
5732,"CGETarZombieOilGround","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,27,0,"",5739,[]
5733,"CGEConsumeBossOrbDrippings","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,7,0,"",5740,[]
5734,"CGEWetaColdSnapGround","",[],"",4,[],[],"",0,[],"",2,100,816,"","",[],"","","",[],"",0,8,0,"",5741,[]
5735,"CGELakeSquidChilledGround","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,1,0,"",5742,[]
5736,"CGESanctumLyciaArenaGround","",[],"",4,[],[],"",0,[],"",2,100,815,"","",[],"","","",[],"",0,34,0,"",5743,[]
5737,"CGESanctumSentinelBloodGround","",[],"",4,[],[],"",0,[],"",2,100,815,"","",[],"","","",[],"",0,34,0,"",5744,[]
5738,"CGECrucibleClockworkBurningGround","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,0,0,"",5745,[]
5739,"CGECrucibleBloodGround","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,15,0,"",5746,[]
5740,"CGECrucibleBloodGroundAtlasUber","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,15,0,"",5747,[]
5741,"CGECrucibleSpiderBloodGround","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,15,0,"",5748,[]
5742,"CGEAncestralColdTurtleGround","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,1,0,"",5749,[]
5743,"CGEArchnemesisBurningGroundSanctum","",[],"",4,[],[],"",0,[],"",2,100,815,"","",[],"","","",[],"",0,35,0,"",5750,[]
5744,"CGEArchnemesisCausticGroundSanctum","",[],"",4,[],[],"",0,[],"",2,100,815,"","",[],"","","",[],"",0,36,0,"",5751,[]
5745,"CGEAncestralChilledGround","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],33,"","",[],"",0,1,0,"",5752,[]
5746,"CGEAncestralChilledGroundTrinket","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,1,0,"",5753,[]
5747,"CGERakiataGeyser","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,8,0,"",5754,[]
5748,"CGEUtulaDegen","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,37,0,"",5755,[]
5749,"CGEAncestralShockedGround","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,7,0,"",5756,[]
5750,"CGEUltimatumSawbladeBloodGround","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,15,0,"",5757,[]
5751,"CGEUltimatumSawbladeBloodGroundUberMaps","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,15,0,"",5758,[]
5752,"CGEAzmeriRootSpiderBloodPool","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,15,0,"",5759,[]
5753,"CGEOilGroundSlowMercenary","",[],"",4,[],[],"",0,[],"",2,300,816,"","",[],23,"","",[],"",0,27,0,"",5761,[]
5754,"CGEBloodGroundMercenary","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,15,0,"",5762,[]
5755,"CGEAzmeriRootSpiderBloodPoolBig","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,15,0,"",5760,[]
5756,"CGEAzmeriFungusZombieDeathExplosion","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,2,0,"",5763,[]
5757,"CGEAzmeriPictStaffSwampGround","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],22,"","",[],"",0,3,0,"",5764,[]
5758,"CGEVoodooKingSummonFrogSwamp","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,3,0,"",5765,[]
5759,"CGEVoodooKing2RatSwarmDeath","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,2,0,"",5766,[]
5760,"CGEVoodooKing2CorrptedBloodDegen","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,37,0,"",5767,[]
5761,"CGEVoodooKing2SummonFrogSwamp","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,3,0,"",5768,[]
5762,"CGERitualDaemonSummonFrogSwamp","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,3,0,"",5769,[]
5763,"CGEUberMapOrionDaemon","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,17,0,"",5770,[]
5764,"CGEBismuthTornadoFire","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,0,0,"",5771,[]
5765,"CGEBismuthTornadoCold","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,1,0,"",5772,[]
5766,"CGEBismuthTornadoLightning","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,7,0,"",5773,[]
5767,"CGEFragmentOfAngerShockedGround","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,0,0,"",5774,[]
5768,"CGEBenevolenceBossChaosBallChaosGround","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,2,0,"",5775,[]
5769,"CGEAngerSlamBurningGround","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,0,0,"",5776,[]
5770,"CGEZanaHoundFireGround","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,0,0,"",5777,[]
5771,"CGEFaridunMiniBossLeapSlamGroundEffect","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,2,0,"",5778,[]
5772,"CGEFaridunWarlockSwarmGround","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],35,"","",[],"",0,2,0,"",5779,[]
5773,"CGESareshSwarmGround","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,2,0,"",5780,[]
5774,"CGESareshSlamGround","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,15,0,"",5781,[]
5775,"CGEBloodShrineGround","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,15,0,"",5782,[]
5776,"CGEDeepwaterStarfishPoisonCloud","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,2,0,"",5783,[]
5777,"CGECollectorAbyssGround","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,15,0,"",5784,[]
5778,"CGEAbyssPinnacleBossVomitGround","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,15,0,"",5785,[]
5779,"CGEAbyssMonolithSlugDesecratedGround","",[],"",4,[],[],"",0,[],"",2,1000,816,"","",[],"","","",[],"",0,15,0,"",5786,[]
5780,"CGEqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],"",4,[],[],"",0,[],"",2,1000,815,"","",[],"","","",[],"",0,0,0,"",5787,[]
