"rownum","Id","DisplayedName","DisplayedName (French)","DisplayedName (German)","DisplayedName (Japanese)","DisplayedName (Korean)","DisplayedName (Portuguese)","DisplayedName (Russian)","DisplayedName (Spanish)","DisplayedName (Thai)","DisplayedName (Traditional Chinese)","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool_112","string_113","bool_121","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool_175","bool_176","[rid]_177","i32_193","AlternateSkillTargetingBehavioursKey","bool_213","AIFile","[rid]_222","bool_238","bool_239","bool_240","TransfigureBase"
1096,"charged_dash_alt_y","[DNT] ChargedDashAltY","[DNT] ChargedDashAltY","[DNT] ChargedDashAltY","[DNT] ChargedDashAltY","[DNT] ChargedDashAltY","[DNT] ChargedDashAltY","[DNT] ChargedDashAltY","[DNT] ChargedDashAltY","[DNT] ChargedDashAltY","[DNT] ChargedDashAltY","Channel to project an illusion which you steer. You gain stages while it moves, until it stops at a maximum total distance. Waves of area damage frequently pulse along its path, based on your attack speed. Stop channelling to teleport to the illusion, dealing a final wave of damage. Requires a Melee Weapon.","Une canalisation qui projette une illusion de vous que vous pouvez diriger. Vous gagnez des paliers pendant le déplacement de l'illusion, jusqu'à ce qu'elle atteigne la distance maximale possible. Des pulsations infligeant des dégâts de zone sont libérées le long du trajet, à une fréquence dépendant de votre vitesse d'attaque. Lorsque la canalisation prend fin, vous êtes téléporté jusqu'à l'illusion, infligeant une vague de dégâts finale. Nécessite une arme de mêlée.","Kanalisiert, um eine Illusion zu projizieren, die Ihr lenkt. Während sich die Illusion bewegt, erhaltet Ihr Phasen, bis die Illusion bei einer maximalen Gesamtdistanz zum Stillstand kommt. Entlang des Wegs pulsieren Wellen von Flächenschaden, der auf Eurer Angriffsgeschwindigkeit basiert. Beendet das Kanalisieren, um Euch zur Illusion zu teleportieren und eine letzte Welle an Schaden zu verursachen. Erfordert eine Nahkampfwaffe.","チャネリングをして操作できる幻影を投影する。幻影が動いて最大距離に到達するまでの間、ステージを獲得する。使用者のアタックスピードに応じた頻度で幻影の通り道に範囲ダメージのパルスが発生する。チャネリングをやめると、幻影の位置に使用者がテレポートし最後のダメージの波動を与える。使用には近接武器が必要である。","집중 유지로 플레이어가 조종하는 환상을 투영합니다. 최대 거리에 도달해 멈출 때까지, 환상이 움직이는 동안 단계를 획득합니다. 공격 속도에 비례해, 경로를 따라 범위 피해의 파도가 수시로 파동을 치게 됩니다. 집중 유지를 멈추면 환상이 있는 곳으로 순간이동하며, 마지막으로 피해의 파도를 방출합니다. 근접 무기로만 사용할 수 있습니다.","Canalize para projetar uma miragem controlada por você. Você ganha estágios enquanto ela se move, até que ela pare no máximo de distância total. Ondas de dano em área pulsam com frequência pelo seu caminho, baseado na sua velocidade de ataque. Pare de canalizar para teleportar até a ilusão, causando uma onda final de dano. Requer uma Arma Corpo a Corpo.","Создаёт управляемую иллюзию при поддержании. Пока иллюзия движется, герой получает заряды, до достижения ею максимального расстояния. На пути её движения регулярно наносится урон волнами, с частотой, зависящей от скорости атаки героя. При прекращении поддержания переносит героя к иллюзии, нанося финальную волну урона. Требует оружие ближнего боя.","Canaliza para proyectar una ilusión que puedes dirigir. Ganas fases mientras se mueve, hasta que se detiene al alcanzar la distancia total máxima. Oleadas de daño en área pulsan frecuentemente a lo largo de su recorrido, en función de tu velocidad de ataque. Deja de canalizar para teletransportarte a la ilusión e infligir una oleada final de daño. Requiere un arma cuerpo a cuerpo.","แชนเนลเพื่อสร้างภาพลวงตาที่คุณควบคุมทิศทางได้ คุณจะได้รับสเตจเพิ่มขึ้นขณะที่ภาพลวงตาเคลื่อนไหวจนกระทั่งมันไปสุดระยะทาง มันจะสร้างความเสียหาย พื้นที่ ออกมาเป็นระลอกอย่างต่อเนื่องไปตามเส้นทางของมันตามความเร็วในการโจมตีของคุณ โดยคุณจะเทเลพอร์ตไปยังภาพลวงตาเมื่อคุณหยุดแชนเนล พร้อมกับสร้างความเสียหายระลอกสุดท้าย ต้องใช้กับ อาวุธประชิด เท่านั้น","引導一個你駕馭的幻象。當它移動時你獲得層數，直到到達最大距離。你和幻影之間會根據你的攻擊速度不斷釋放脈衝傷害。停止引導後將會傳送至幻影位置，並造成最後一波傷害。限定近戰武器。",706,"Art/2DArt/SkillIcons/ChargedDash.dds",[1],"[33,7,6,47,0,19,30]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",22,1,"[6520,8009,17978,17979,18610]","[24,8008,17980,17981,18611]",[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,1094
1097,"death_aura","Death Aura","Aura de mort","Todesaura","デスオーラ","죽음의 오라","Aura da Morte","Аура смерти","Aura de muerte","ออร่ามรณะ (Death Aura)","死亡光環","Casts an aura that deals Chaos Damage over Time to nearby Enemies. This skill cannot be cast by Totems.","Une aura qui inflige des Dégâts de chaos sur la durée aux Ennemis à proximité. Cette aptitude ne peut pas être lancée par les Totems.","Zaubert eine Aura, die Gegnern im Umkreis Chaosschaden über Zeit zufügt. Diese Fertigkeit kann nicht von Totems gezaubert werden.","近くの敵に混沌継続ダメージを与えるオーラを纏う。トーテムでは使用できない。","주변의 적들에게 지속 카오스 피해를 주는 오라를 시전합니다. 토템으로 이 스킬을 시전할 수 없습니다.","Conjura uma aura que causa Dano Degenerativo de Caos em Inimigos próximos. Esta habilidade não pode ser conjurada por Totens.","Сотворяет ауру, наносящую постепенный урон хаосом врагам поблизости. Это умение не может использоваться тотемами.","Lanza un aura que inflige daño de caos degenerativo a los enemigos cercanos. Esta habilidad no puede ser lanzada por tótems.","ร่ายออร่าที่สร้างความเสียหาย เคออส ต่อศัตรูที่อยู่ใกล้ สกิลนี้ไม่สามารถร่ายจาก โทเทม ได้","施放一個光環，對附近敵人造成持續混沌傷害。此技能無法被圖騰施放。",707,"Art/2DArt/SkillIcons/DeathsOath.dds",[4],"[1,4,7,34,38,52,41,71,11,108,49,36,31]",[],"","",1,"ChaosDegenAuraUnique","",22,"",[],[],[],1,"",[],8,"","","","[16,10,11,17]","","",1,""
1098,"brine_king_cleave","","","","","","","","","","","","","","","","","","","","",708,"","[1,2]",[0],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1099,"despair_bear_upheaval","","","","","","","","","","","","","","","","","","","","",709,"","[1,2]",[0],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1100,"despair_bear_earthquake","","","","","","","","","","","","","","","","","","","","",710,"","[1,2]",[0],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1101,"despair_bear_roar","","","","","","","","","","","","","","","","","","","","",711,"",[4],"[1,2]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1102,"earthquake_cascade","","","","","","","","","","","","","","","","","","","","",712,"","[1,2]","[0,7,19,6,23,8]",[],"","",1,"","",22,1,"[4094,4375,4403,12288]","[24,217,436,12287]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1103,"utula_remote_slam","","","","","","","","","","","","","","","","","","","","",713,"","[1,2]","[0,7,6]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1104,"voll_charge_entity","","","","","","","","","","","","","","","","","","","","",305,"",[15],[0],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1105,"monster_storm_burst","","","","","","","","","","","","","","","","","","","","",714,"","[1,11]","[1,2,6,14,30,7,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1106,"animated_thrown_weapon","","","","","","","","","","","","","","","","","","","","",715,"","[1,2]","[0,40,2,5,76]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",22,1,"[4019,4247]","[24,177]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1107,"frog_god_split","","","","","","","","","","","","","","","","","","","","",716,"",[15],[0],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1108,"frog_god_chomp","","","","","","","","","","","","","","","","","","","","",717,"","[2,1]","[0,6,7]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1109,"new_frog_charge","","","","","","","","","","","","","","","","","","","","",8,"Art/2DArt/SkillIcons/iconshieldcharge.dds","[1,2,23]","[0,19,7,33]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1110,"righteous_fire_sacrifice","","","","","","","","","","","","","","","","","","","","",718,"Art/2DArt/SkillIcons/righteousfire.dds",[3],"[1,4,7,14,24,31,34,28,71]",[],"","",1,"","",22,1,"[4047,4209,4528]","[24,436,25]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1111,"teleport","","","","","","","","","","","","","","","","","","","","",719,"","[2,3,1]","[1,33]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
1112,"teleport_no_los","","","","","","","","","","","","","","","","","","","","",719,"","[2,3,1,8]","[1,33]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
1113,"add_buff_to_target","","","","","","","","","","","","","","","","","","","","",720,"","[2,3,4]","[4,8,1]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
1114,"add_buff_to_target_triggered","","","","","","","","","","","","","","","","","","","","",720,"","[2,3,4]","[4,8,1,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
1115,"karui_elder_drop_arrow","","","","","","","","","","","","","","","","","","","","",721,"","[2,1]","[0,7,8]",[13],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1116,"spider_god_activate_laser","","","","","","","","","","","","","","","","","","","","",722,"","[4,2]","[1,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1117,"storm_whip","","","","","","","","","","","","","","","","","","","","",723,"","[2,1]",[0],[11],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1118,"arakaali_hide","","","","","","","","","","","","","","","","","","","","",724,"",[15],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
1119,"brutus_levitation_slam","","","","","","","","","","","","","","","","","","","","",725,"","[2,1]",[0],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1120,"spell_nova","","","","","","","","","","","","","","","","","","","","",726,"","[2,1,4]","[1,6,7,8,31,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1121,"spell_nova_self","","","","","","","","","","","","","","","","","","","","",726,"",[4],"[1,6,7,8,31,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1122,"spawn_arakaali_hatchling","","","","","","","","","","","","","","","","","","","","",727,"",[4],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
1123,"attack_vortex","","","","","","","","","","","","","","","","","","","","",728,"","[2,4]","[0,2,10]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1124,"delayed_skill_trigger","","","","","","","","","","","","","","","","","","","","",729,"","[2,4,3,1]","[1,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1125,"trigger_charge","","","","","","","","","","","","","","","","","","","","",730,"","[1,2]",[0],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1126,"doryanis_touch","Doryani's Touch","Toucher de Doryani","Doryanis Berührung","ドリヤニズタッチ","도리아니의 손길","Toque de Doryani","Касание Дориани","Toque de Doryani","หัตถ์ดอร์ยานี (Doryani's Touch)","多里亞尼之觸","The character uses their fist to slam the ground in front of them, with less attack speed, but more damage. This attack deals Lightning Damage to enemies in a large area, with a chance to Shock them. Cannot be used while wielding a Weapon. Cannot be Evaded.","Le personnage frappe le sol devant lui avec son poing. Sa vitesse d'attaque réduite mais il inflige davantage de dégâts. Cette attaque inflige des Dégâts de foudre aux ennemis dans une grande zone et a des chances de les Électrocuter. Les ennemis ne peuvent pas éviter cette attaque. S'utilise uniquement à mains nues.","Der Charakter schlägt mit seiner Faust auf den Boden vor sich, zwar mit weniger Angriffsgeschwindigkeit, jedoch mit mehr Schaden. Dieser Angriff verursacht Blitzschaden bei Gegnern in einem großen Bereich und gewährt eine Chance, diese zu schocken. Kann nicht während des Tragens einer Waffe verwendet werden. Den Treffern dieser Fertigkeit kann nicht ausgewichen werden.","拳を使い前方の地面を叩きつける。この攻撃のアタックスピードは低下しダメージは上昇する。このアタックは広範囲の敵に雷ダメージを与え、敵を感電状態にする確率が上がる。武器を装備中はこのスキルが使えない。敵はこのスキルを回避することができない。","주먹으로 전방의 지면을 강타하게 되면, 공격 속도는 느려지지만 피해는 증가합니다. 나아가 넓은 범위의 적들에게 번개 피해를 주고, 일정 확률로 감전시킵니다. 무기를 착용한 상태에서는 사용할 수 없으며 회피할 수 없습니다.","O personagem usa seu punho para socar o chão em sua frente, com menos velocidade de ataque, porém mais dano. Este ataque causa Dano de Raio em inimigos em uma grande área, com uma chance de Eletrizá-los. Não pode ser usado enquanto empunhar uma Arma. Não pode ser Evadito.","Герой бьёт по земле кулаком; скорость атаки умения уменьшена, но удар наносит больше урона. Атака наносит урон от молнии врагам в большой области и имеет шанс наложить на них шок. Невозможно использовать с оружием в руках. От этого удара нельзя уклониться.","El personaje usa su puño para golpear el suelo delante de él, con menos velocidad de ataque, pero con más daño. Este ataque inflige daño de rayo a los enemigos en un área grande, con una probabilidad de electrocutarlos. No se puede usar mientras se empuña un arma. No se puede evadir.","ตัวละครใช้กำปั้นทุบพื้นตรงหน้าโดยมีความเร็วในการโจมตีที่ลดลง อีก แลกกับความเสียหายที่เพิ่มขึ้น อีก การโจมตีนี้สร้างความเสียหาย สายฟ้า ต่อศัตรูเป็นพื้นที่ขนาดใหญ่และมีโอกาสสร้างสถานะ ช็อค สกิลนี้ไม่สามารถใช้งานขณะที่ถืออาวุธ และไม่สามารถหลบหลีกได้","角色使用拳頭重擊前方地面，較慢的攻擊速度，但有更多的傷害。對大範圍敵人造成閃電傷害並有機率造成感電。裝備武器時無法使用。無法閃避。",731,"Art/2DArt/SkillIcons/TouchOfGod.dds","[1,2]","[0,7,30,19,23,91,14]",[36],"","",1,"TouchOfGod","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
