"rownum","Id","Base_ENVFile","Corrupted_ENVFiles","QuestFlag1","QuestFlag2","[i32]_64","EnvironmentTransitionsKey","PreloadGroup","bool_112","f32_113"
517,"EndGameIncaMaze_synthesis","Metadata/EnvironmentSettings/EndGameIncaMaze_synthesis.env",[],[],[],[],"","","",0
518,"EndGameAct2ChurchNecropolis","Metadata/EnvironmentSettings/EndGameAct2Church.env",[],[],[],[],"","","",0
519,"EndGameRuinedTempleForest2","Metadata/EnvironmentSettings/EndGameRuinedTempleForest.env",[],[],[],[],"","","",0
520,"EndGameRuinedTempleForest2_synthesis","Metadata/EnvironmentSettings/EndGameRuinedTempleForest2_synthesis.env",[],[],[],[],"","","",0
521,"EndGameRuinedTempleForest2_maligaro","Metadata/EnvironmentSettings/EndGameRuinedTempleForest_maligaro.env",[],[],[],[],"","","",0
522,"EndGameRockyClimb2","Metadata/EnvironmentSettings/EndGameRockyClimb.env",[],[],[],[],"","","",0
523,"EndGameWarehouses","Metadata/EnvironmentSettings/EndGameWarehouses.env",[],[],[],[],"","","",0
524,"EndGameWarehousesBoss","Metadata/EnvironmentSettings/EndGameWarehousesBoss.env",[],[],[],[],"","","",0
525,"EndGameMarketArcade","Metadata/EnvironmentSettings/EndGameMarketArcade.env",[],[],[],[],"","","",0
526,"EndGameSlumPrecinct","Metadata/EnvironmentSettings/EndGameSlumsPrecinct.env",[],[],[],[],"","","",0
527,"EndGameSlumPrecinct_synthesis","Metadata/EnvironmentSettings/EndGameSlumsPrecinct_synthesis.env",[],[],[],[],"","","",0
528,"EndGameSlumGhetto","Metadata/EnvironmentSettings/EndGameSlumGhetto.env",[],[],[],[],"","","",0
529,"EndGameMarketBazaar","Metadata/EnvironmentSettings/EndGameMarketBazaar.env",[],[],[],[],"","","",0
530,"EndGameMarketBazaar_synthesis","Metadata/EnvironmentSettings/EndGameMarketBazaar_synthesis.env",[],[],[],[],"","","",0
531,"EndGameMarketBazaarBoss","Metadata/EnvironmentSettings/EndGameMarketBazaarBoss.env",[],[],[],[],"","","",0
532,"EndGameSolaris","Metadata/EnvironmentSettings/EndGameSolaris.env",[],[],[],[],"","","",0
533,"EndGameSolaris_synthesis","Metadata/EnvironmentSettings/EndGameSolaris_synthesis.env",[],[],[],[],"","","",0
534,"EndGameLunaris","Metadata/EnvironmentSettings/EndGameLunaris.env",[],[],[],[],"","","",0
535,"EndGameLunaris_boss","Metadata/EnvironmentSettings/EndGameLunarisBoss.env",[],[],[],[],"","","",0
536,"EndGameIndustrialDocks2","Metadata/EnvironmentSettings/EndGameIndustrialDocks2.env",[],[],[],[],"","","",0
537,"EndGamePier","Metadata/EnvironmentSettings/EndGamePier.env",[],[],[],[],"","","",0
538,"EndGamePier_synthesis","Metadata/EnvironmentSettings/EndGamePier_synthesis.env",[],[],[],[],"","","",0
539,"EndGameMalformation","Metadata/EnvironmentSettings/EndGameMalformation.env",[],[],[],[],"","","",0
540,"EndGamePhantasmagoria","Metadata/EnvironmentSettings/EndGamePhantasmagoria.env",[],[],[],[],"","","",0
541,"EndGamePhantasmagoria_synthesis","Metadata/EnvironmentSettings/EndGamePhantasmagoria_synthesis.env",[],[],[],[],"","","",0
542,"EndGameCore","Metadata/EnvironmentSettings/EndGameCore.env",[],[],[],[],"","","",0
543,"EndGameCore_boss1","Metadata/EnvironmentSettings/EndGameCore_boss1.env",[],[],[],[],"","","",0
544,"EndGameCore_boss2","Metadata/EnvironmentSettings/EndGameCore_boss2.env",[],[],[],[],"","","",0
545,"EndGameHarvest","Metadata/EnvironmentSettings/EndGameHarvest.env",[],[],[],[],"","","",0
546,"EndGameMaelstromOfChaos","Metadata/EnvironmentSettings/EndGameMaelstromOfChaos.env",[],[],[],[],"","","",0
547,"EndGameMaelstromOfChaosInside","Metadata/EnvironmentSettings/EndGameMaelstromOfChaosInside.env",[],[],[],[],"","","",0
548,"EndGameMusicBox","Metadata/EnvironmentSettings/EndGameMusicBox.env",[],[],[],[],"","","",0
549,"EndGameMusicBox2","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","","",0
550,"EndGamePromenade","Metadata/EnvironmentSettings/EndGamePromenade.env",[],[],[],[],"","","",0
551,"EndGameUndeadSiege","Metadata/EnvironmentSettings/EndGameUndeadSiege.env",[],[],[],[],"","","",0
552,"EndGameCowardsTrial","Metadata/EnvironmentSettings/EndGameCowardsTrial.env",[],[],[],[],"","","",0
553,"EndGameCowardsTrial_Abyssal","Metadata/EnvironmentSettings/EndGameCowardsTrial_Abyssal.env",[],[],[],[],"","","",0
554,"EndGameCowardsTrial_Crypt","Metadata/EnvironmentSettings/EndGameCowardsTrial_Crypt.env",[],[],[],[],"","","",0
555,"EndGameCowardsTrial_Vaal","Metadata/EnvironmentSettings/EndGameCowardsTrial_Vaal.env",[],[],[],[],"","","",0
556,"EndGameAsylum","Metadata/EnvironmentSettings/EndGameAsylum.env",[],[],[],[],"","","",0
557,"EndGameChurchFire","Metadata/EnvironmentSettings/EndGameChurchFire.env",[],[],[],[],"","","",0
558,"EndGameTreasureIsland","Metadata/EnvironmentSettings/EndGameTreasureIsland.env",[],[],[],[],"","","",0
559,"EndGameAqueduct","Metadata/EnvironmentSettings/EndGameAqueduct.env",[],[],[],[],"","","",0
560,"EndGameChannel","Metadata/EnvironmentSettings/EndGameChannel.env",[],[],[],[],"","","",0
561,"EndGamePantheon","Metadata/EnvironmentSettings/EndGamePantheon.env",[],[],[],[],"","","",0
562,"EndGameOba1","Metadata/EnvironmentSettings/EndGameOba1.env",[],[],[],[],"","","",0
563,"EndGameOba2","Metadata/EnvironmentSettings/EndGameOba2.env",[],[],[],[],"","","",0
564,"EndGameOba3","Metadata/EnvironmentSettings/EndGameOba3.env",[],[],[],[],"","","",0
565,"EndGameLegends","Metadata/EnvironmentSettings/EndGameIncaLegends.env",[],[],[],[],"","","",0
566,"EndGameParadise","Metadata/EnvironmentSettings/EndGameParadise.env",[],[],[],[],"","","",0
567,"EndGameParadiseInside","Metadata/EnvironmentSettings/EndGameParadiseInside.env",[],[],[],[],"","","",0
568,"EndGameBlackguard","Metadata/EnvironmentSettings/EndGameBlackguard.env",[],[],[],[],"","","",0
569,"EndGameKaomVolcano","Metadata/EnvironmentSettings/EndGameKaomVolcano.env",[],[],[],[],"","","",0
570,"EndGameKaomAbyss_outside","Metadata/EnvironmentSettings/EndGameKaomAbyss_outside.env",[],[],[],[],"","","",0
571,"EndGameKaomAbyss_synthesis","Metadata/EnvironmentSettings/EndGameKaomAbyss_synthesis.env",[],[],[],[],"","","",0
572,"EndGameKaomAbyss_boss","Metadata/EnvironmentSettings/EndGameKaomAbyss_boss.env",[],[],[],[],"","","",0
573,"EndGameKaomAbyss_outside_silent","Metadata/EnvironmentSettings/EndGameKaomAbyss_outside.env",[],[],[],[],"","","",0
574,"EndGameKaomAbyss_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","","",0
575,"EndGameLavaFissure","Metadata/EnvironmentSettings/EndGameLavaFissure.env",[],[],[],[],"","","",0
576,"EndGameLavaFissure_synthesis","Metadata/EnvironmentSettings/EndGameLavaFissure_synthesis.env",[],[],[],[],"","","",0
577,"EndGamePit","Metadata/EnvironmentSettings/EndGamePit.env",[],[],[],[],"","","",0
578,"EndGamePits_unique_outside","Metadata/EnvironmentSettings/EndGamePits_Unique_Outside.env",[],[],[],[],"","","",0
579,"EndGamePits_unique_inside","Metadata/EnvironmentSettings/EndGamePits_Unique_Inside.env",[],[],[],[],"","","",0
580,"EndGameColosseum_outside","Metadata/EnvironmentSettings/EndGameColosseum_Outside.env",[],[],[],[],"","","",0
581,"EndGameColosseum_synthesis","Metadata/EnvironmentSettings/EndGameColosseum_synthesis.env",[],[],[],[],"","","",0
582,"EndGameColosseum_outside_silent","Metadata/EnvironmentSettings/EndGameColosseum_OutsideSilent.env",[],[],[],[],"","","",0
583,"EndGameColosseum_boss","Metadata/EnvironmentSettings/EndGameColosseum_Boss.env",[],[],[],[],"","","",0
584,"EndGameColosseum_boss_silent","Metadata/EnvironmentSettings/boss_silent.env",[],[],[],[],"","","",0
585,"EndGameColosseum_mumble","Metadata/EnvironmentSettings/EndGameColosseum_BossMumble.env",[],[],[],[],"","","",0
586,"EndGameVillageRuins","Metadata/EnvironmentSettings/EndGameVillageRuins.env",[],[],[],[],"","","",0
587,"EndGameWolf","Metadata/EnvironmentSettings/EndGameWolf.env",[],[],[],[],"","","",0
588,"EndGameHallowedGrounds","Metadata/EnvironmentSettings/EndGameHallowedGrounds.env",[],[],[],[],"","","",0
589,"EndGameHighGardens","Metadata/EnvironmentSettings/EndGameHighGardens.env",[],[],[],[],"","","",0
590,"EndGameHighGardens_boss","Metadata/EnvironmentSettings/EndGameHighGardens_boss.env",[],[],[],[],"","","",0
591,"EndGameHighGardens_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","","",0
592,"EndGameMineralPools","Metadata/EnvironmentSettings/EndGameMineralPools.env",[],[],[],[],"","","",0
593,"EndGameScriptorium1","Metadata/EnvironmentSettings/EndGameScriptorium.env",[],[],[],[],"","","",0
594,"EndGameScriptorium2","Metadata/EnvironmentSettings/EndGameScriptorium2.env",[],[],[],[],"","","",0
595,"EndGameEstuary","Metadata/EnvironmentSettings/EndGameEstuary.env",[],[],[],[],"","","",0
596,"EndGameArmory","Metadata/EnvironmentSettings/EndGameArmory.env",[],[],[],[],"","","",0
597,"EndGameSulphurWastes","Metadata/EnvironmentSettings/EndGameSulphurWastes.env",[],[],[],[],"","","",0
598,"EndGameMarshes","Metadata/EnvironmentSettings/EndGameMarshes.env",[],[],[],[],"","","",0
599,"EndGameBarrows","Metadata/EnvironmentSettings/EndGameBarrows.env",[],[],[],[],"","","",0
600,"EndGameBarrows2","Metadata/EnvironmentSettings/EndGameBarrows2.env",[],[],[],[],"","","",0
601,"EndGameTower","Metadata/EnvironmentSettings/EndGameTower1.env",[],[],[],[],"","","",0
602,"EndGameTower2","Metadata/EnvironmentSettings/EndGameTower2.env",[],[],[],[],"","","",0
603,"EndGameBurialChambers1","Metadata/EnvironmentSettings/EndGameBurialChambers1.env",[],[],[],[],"","","",0
604,"EndGameBurialChambers2","Metadata/EnvironmentSettings/EndGameBurialChambers2.env",[],[],[],[],"","","",0
605,"EndGameBurialChambers2_boss","Metadata/EnvironmentSettings/EndGameBurialChambers2_boss.env",[],[],[],[],"","","",0
606,"EndGameInnerTemple","Metadata/EnvironmentSettings/EndGameInnerTemple.env",[],[],[],[],"","","",0
607,"EndGameVault","Metadata/EnvironmentSettings/EndGameVault.env",[],[],[],[],"","","",0
608,"EndGameLighthouse","Metadata/EnvironmentSettings/EndGameLighthouse.env",[],[],[],[],"","","",0
609,"EndGameMountainCity","Metadata/EnvironmentSettings/EndGameMountainCity.env",[],[],[],[],"","","",0
610,"EndGameFactory","Metadata/EnvironmentSettings/EndGameFactory1.env",[],[],[],[],"","","",0
611,"EndGameFactoryBoss","Metadata/EnvironmentSettings/EndGameFactoryBoss.env",[],[],[],[],"","","",0
612,"EndGameArachnidTomb","Metadata/EnvironmentSettings/EndGameArachnidTomb.env",[],[],[],[],"","","",0
613,"EndGameArachnidTombBasement","Metadata/EnvironmentSettings/EndGameArachnidTombBasement.env",[],[],[],[],"","","",0
614,"EndGameRacecourse","Metadata/EnvironmentSettings/EndGameRacecourse.env",[],[],[],[],"","","",0
615,"EndGameMesa","Metadata/EnvironmentSettings/EndGameMesa.env",[],[],[],[],"","","",0
616,"EndGameMesa_synthesis","Metadata/EnvironmentSettings/EndGameMesa_synthesis.env",[],[],[],[],"","","",0
617,"EndGameBeach","Metadata/EnvironmentSettings/EndGameBeach.env",[],[],[],[],"","","",0
618,"EndGameBeach_synthesis","Metadata/EnvironmentSettings/EndGameBeach_synthesis.env",[],[],[],[],"","","",0
619,"PetFlats","Metadata/EnvironmentSettings/PetFlats.env",[],[],[],[],"","","",0
620,"EndGameMine1","Metadata/EnvironmentSettings/EndGameMineExcavation.env",[],[],[],[],"","","",0
621,"EndGameMine1_synthesis","Metadata/EnvironmentSettings/EndGameMineExcavation_synthesis.env",[],[],[],[],"","","",0
622,"EndGameMine2","Metadata/EnvironmentSettings/EndGameMineQuarry.env",[],[],[],[],"","","",0
623,"EndGameMine2_indoor","Metadata/EnvironmentSettings/EndGameMineQuarry_Inside.env",[],[],[],[],"","","",0
624,"EndGameRamparts","Metadata/EnvironmentSettings/EndGameRamparts.env",[],[],[],[],"","","",0
625,"EndGameRamparts_Boss","Metadata/EnvironmentSettings/EndGameRamparts_Boss.env",[],[],[],[],"","","",0
626,"EndGameBreachBossRoomPhysical","Metadata/EnvironmentSettings/EndGameBreachBoss1.env",[],[],[],[],"","","",0
627,"EndGameBreachBossRoomChaos","Metadata/EnvironmentSettings/EndGameBreachBoss2.env",[],[],[],[],"","","",0
628,"EndGameBreachBossRoomFire","Metadata/EnvironmentSettings/EndGameBreachBoss3.env",[],[],[],[],"","","",0
629,"EndGameBreachBossRoomCold","Metadata/EnvironmentSettings/EndGameBreachBoss4.env",[],[],[],[],"","","",0
630,"EndGameBreachBossRoomLightning","Metadata/EnvironmentSettings/EndGameBreachBoss5.env",[],[],[],[],"","","",0
631,"EndGameBreachBossEvent","Metadata/EnvironmentSettings/EndGameBreachBossEventOverride.env",[],[],[],[],"","","",0
632,"EndGameBreachBossPhysical","Metadata/EnvironmentSettings/EndGameBreachBossPhysical.env",[],[],[],[],"","","",0
633,"EndGameBreachBossChaos","Metadata/EnvironmentSettings/EndGameBreachBossChaos.env",[],[],[],[],"","","",0
634,"EndGameBreachBossFire","Metadata/EnvironmentSettings/EndGameBreachBossFire.env",[],[],[],[],"","","",0
635,"EndGameBreachBossCold","Metadata/EnvironmentSettings/EndGameBreachBossCold.env",[],[],[],[],"","","",0
636,"EndGameBreachBossLightning","Metadata/EnvironmentSettings/EndGameBreachBossLightning.env",[],[],[],[],"","","",0
637,"EndGameHarbinger","Metadata/EnvironmentSettings/EndGameHarbinger.env",[],[],[],[],"","","",0
638,"EndGameHarbingerBoss","Metadata/EnvironmentSettings/EndGameHarbingerBoss.env",[],[],[],[],"","","",0
639,"EndGameCorpseTrench1","Metadata/EnvironmentSettings/EndgameCorpseTrench1.env",[],[],[],[],"","","",0
640,"EndGameCorpseTrench2","Metadata/EnvironmentSettings/EndGameCorpseTrench_KitavaArena.env",[],[],[],[],"","","",0
641,"EndGameSummit1","Metadata/EnvironmentSettings/EndGameSummit1.env",[],[],[],[],"","","",0
642,"EndGameSummit_boss","Metadata/EnvironmentSettings/EndGameSummit1.env",[],[],[],[],"","","",0
643,"EndGameSummit_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","","",0
644,"EndGameSunkenCity1","Metadata/EnvironmentSettings/EndGameSunkenCity1.env",[],[],[],[],"","","",0
645,"EndGameSunkenCity_boss","Metadata/EnvironmentSettings/EndGameSunkenCity_boss.env",[],[],[],[],"","","",0
646,"EndGameSunkenCity_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","","",0
647,"EndGameTribunal","Metadata/EnvironmentSettings/MapTribunal1.env",[],[],[],[],"","","",0
648,"EndGameTribunalBoss","Metadata/EnvironmentSettings/MapTribunal2.env",[],[],[],[],"","","",0
649,"EndGameSchism","Metadata/EnvironmentSettings/EndGameSchismSolaris.env","[""Metadata/EnvironmentSettings/EndGameSchismLunaris.env""]",[],[],[],0,"","",0
650,"EndGameSchismLunaris","Metadata/EnvironmentSettings/EndGameSchismLunaris.env",[],[],[],[],"","","",0
651,"EndGameSchismSolaris","Metadata/EnvironmentSettings/EndGameSchismSolaris.env",[],[],[],[],"","","",0
652,"EndGameCarcass1","Metadata/EnvironmentSettings/EndGameCarcass_Zone1.env",[],[],[],[],"","","",0
653,"EndGameCarcass2","Metadata/EnvironmentSettings/EndGameCarcass_Zone2.env",[],[],[],[],"","","",0
654,"EndGameCarcass3","Metadata/EnvironmentSettings/EndGameCarcass_Zone3.env",[],[],[],[],"","","",0
655,"EndGameCopse","Metadata/EnvironmentSettings/EndGameCopse.env",[],[],[],[],"","","",0
656,"EndGameAlleyways","Metadata/EnvironmentSettings/EndGameAlleyways.env",[],[],[],[],"","","",0
657,"EndGameCorrosion1","Metadata/EnvironmentSettings/EndGameCorrosion1.env",[],[],[],[],"","","",0
658,"EndGamePen1","Metadata/EnvironmentSettings/EndGamePen1.env",[],[],[],[],"","","",0
659,"EndGameBelfry","Metadata/EnvironmentSettings/EndGameBellfry.env",[],[],[],[],"","","",0
660,"EndGameBelfry_boss","Metadata/EnvironmentSettings/EndGameBelfryBoss.env",[],[],[],[],"","","",0
661,"EndGameMachinarium","Metadata/EnvironmentSettings/EndGameMachinarium.env",[],[],[],[],"","","",0
662,"EndGamePillars","Metadata/EnvironmentSettings/EndGamePillars.env",[],[],[],[],"","","",0
663,"EndGameBaths","Metadata/EnvironmentSettings/EndGameBaths.env",[],[],[],[],"","","",0
664,"EndGameBaths_synthesis","Metadata/EnvironmentSettings/EndGameBaths_synthesis.env",[],[],[],[],"","","",0
665,"EndGameBasilica","Metadata/EnvironmentSettings/EndGameBasilica.env",[],[],[],[],"","","",0
666,"EndGameBasilica_boss","Metadata/EnvironmentSettings/EndGameBasilica_boss.env",[],[],[],[],"","","",0
667,"EndGameCitySquare","Metadata/EnvironmentSettings/EndGameCitySquare.env",[],[],[],[],"","","",0
668,"EndGameCourthouse","Metadata/EnvironmentSettings/EndGameCourthouse.env",[],[],[],[],"","","",0
669,"EndGameDefiledCathedral","Metadata/EnvironmentSettings/EndGameDefiledCathedral.env",[],[],[],[],"","","",0
670,"EndGameDefiledCathedral_boss","Metadata/EnvironmentSettings/EndGameDefiledCathedral_boss.env",[],[],[],[],"","","",0
671,"EndGameDig","Metadata/EnvironmentSettings/EndGameDig.env",[],[],[],[],"","","",0
672,"EndGameIceberg","Metadata/EnvironmentSettings/EndGameIceberg.env",[],[],[],[],"","","",0
673,"EndGameIceberg_synthesis","Metadata/EnvironmentSettings/EndGameIceberg_synthesis.env",[],[],[],[],"","","",0
674,"EndGameLaboratory","Metadata/EnvironmentSettings/EndGameLaboratory.env",[],[],[],[],"","","",0
675,"EndGameLookout","Metadata/EnvironmentSettings/EndGameLookout.env",[],[],[],[],"","","",0
676,"EndGameSanctuary","Metadata/EnvironmentSettings/EndGameSanctuary.env",[],[],[],[],"","","",0
677,"EndGameSanctuary_synthesis","Metadata/EnvironmentSettings/EndGameSanctuary_synthesis.env",[],[],[],[],"","","",0
678,"EndGameSanctuaryBoss","Metadata/EnvironmentSettings/EndGameSanctuaryBoss.env",[],[],[],[],"","","",0
679,"EndGameSepulchre","Metadata/EnvironmentSettings/EndGameSepulchre.env",[],[],[],[],"","","",0
680,"EndGameSepulchre_synthesis","Metadata/EnvironmentSettings/EndGameSepulchre_synthesis.env",[],[],[],[],"","","",0
681,"EndGameSepulchre_doedre","Metadata/EnvironmentSettings/EndGameSepluchre_doedre.env",[],[],[],[],"","","",0
682,"EndGameHaunt","Metadata/EnvironmentSettings/EndGameHaunt.env",[],[],[],[],"","","",0
683,"EndGameHaunt_synthesis","Metadata/EnvironmentSettings/EndGameHaunt_synthesis.env",[],[],[],[],"","","",0
684,"EndGameHauntBoss","Metadata/EnvironmentSettings/EndGameHauntBoss.env",[],[],[],[],"","","",0
685,"EndGameMausoleum","Metadata/EnvironmentSettings/EndGameMausoleum.env",[],[],[],[],"","","",0
686,"EndGameGlacier_Cave","Metadata/EnvironmentSettings/EndGameGlacier_Cave.env",[],[],[],[],"","","",0
687,"EndGameGlacier_Cave_synthesis","Metadata/EnvironmentSettings/EndGameGlacier_Cave_synthesis.env",[],[],[],[],"","","",0
688,"EndGameGlacier_Mountain","Metadata/EnvironmentSettings/EndGameGlacier_Mountain.env",[],[],[],[],"","","",0
689,"EndGameCage","Metadata/EnvironmentSettings/EndGameCage.env",[],[],[],[],"","","",0
690,"EndGameCage_synthesis","Metadata/EnvironmentSettings/EndGameCage_synthesis.env",[],[],[],[],"","","",0
691,"EndGamePark","Metadata/EnvironmentSettings/EndGamePark.env",[],[],[],[],"","","",0
692,"EndGamePark_synthesis","Metadata/EnvironmentSettings/EndGamePark_synthesis.env",[],[],[],[],"","","",0
693,"EndGameBoulevard","Metadata/EnvironmentSettings/EndGameBoulevard.env",[],[],[],[],"","","",0
694,"EndGameBoulevard_synthesis","Metadata/EnvironmentSettings/EndGameBoulevard_synthesis.env",[],[],[],[],"","","",0
695,"EndGameMoonTemple","Metadata/EnvironmentSettings/EndGameMoonTemple.env",[],[],[],[],"","","",0
696,"EndGameMoonTemple_synthesis","Metadata/EnvironmentSettings/EndGameMoonTemple_synthesis.env",[],[],[],[],"","","",0
697,"EndGameWrackandRuin","Metadata/EnvironmentSettings/EndGameWrackandRuin_1.env",[],[],[],[],"","","",0
698,"EndGameDrySea","Metadata/EnvironmentSettings/EndGameDrySea.env",[],[],[],[],"","","",0
699,"EndGameSteppes","Metadata/EnvironmentSettings/EndGameSteppes.env",[],[],[],[],"","","",0
700,"EndGameBrambleFall1","Metadata/EnvironmentSettings/EndGameBrambleFall1.env",[],[],[],[],"","","",0
701,"EndGameBrambleFall2","Metadata/EnvironmentSettings/EndGameBrambleFall2.env",[],[],[],[],"","","",0
702,"EndGameBrambleFall3","Metadata/EnvironmentSettings/EndGameBrambleFall3.env",[],[],[],[],"","","",0
703,"EndGameStagnation","Metadata/EnvironmentSettings/EndGameStagnation.env",[],[],[],[],"","","",0
704,"EndGameStagnationBoss","Metadata/EnvironmentSettings/EndGameStagnationBoss.env",[],[],[],[],"","","",0
705,"EndGameStagnationBoss_silent","Metadata/EnvironmentSettings/boss_stopmusic.env",[],[],[],[],"","","",0
706,"EndGameFrozenCabins","Metadata/EnvironmentSettings/EndGameFrozenCabins.env",[],[],[],[],"","","",0
707,"EndGameFrozenCabinsBossInactive","Metadata/EnvironmentSettings/EndGameFrozenCabinsBossInactive.env",[],[],[],[],"","","",0
708,"EndGameFrozenCabinsBossActive","Metadata/EnvironmentSettings/EndGameFrozenCabinsBossActive.env",[],[],[],[],"","","",0
709,"EndGameHarbingerPrison","Metadata/EnvironmentSettings/EndGameHarbingerPrison.env",[],[],[],[],"","","",0
710,"EndGameBurn1","Metadata/EnvironmentSettings/EndGameBurn1.env",[],[],[],[],"","","",0
711,"EndGameBurn1Boss","Metadata/EnvironmentSettings/EndGameBurn1Boss.env",[],[],[],[],"","","",0
712,"EndGameCrimsonTownship","Metadata/EnvironmentSettings/EndGameCrimsonTownship.env",[],[],[],[],"","","",0
713,"EndGameCrimsonTownshipBoss","Metadata/EnvironmentSettings/EndGameCrimsonTownshipBoss.env",[],[],[],[],"","","",0
714,"EndGameCrimsonTownshipBoss2","Metadata/EnvironmentSettings/EndGameCrimsonTownshipBoss2.env",[],[],[],[],"","","",0
715,"EndGameForkingRiverLower","Metadata/EnvironmentSettings/EndGameForkingRiverLower.env",[],[],[],[],"","","",0
716,"EndGameForkingRiverUpper","Metadata/EnvironmentSettings/EndGameForkingRiverUpper.env",[],[],[],[],"","","",0
717,"EndGameForkingRiverArena","Metadata/EnvironmentSettings/EndGameForkingRiverArena.env",[],[],[],[],"","","",0
718,"EndGameForkingRiverBossActive","Metadata/EnvironmentSettings/EndGameForkingRiverBossActive.env",[],[],[],[],"","","",0
719,"EndGameThaumaturgy","Metadata/EnvironmentSettings/EndGameThaumatugy.env",[],[],[],[],"","","",0
720,"EndGameThaumaturgyBoss","Metadata/EnvironmentSettings/EndGameThaumatugyBoss.env",[],[],[],[],"","","",0
721,"EndGameColdRiver","Metadata/EnvironmentSettings/EndGameColdRiver.env",[],[],[],[],"","","",0
722,"EndGameColdRiverDay","Metadata/EnvironmentSettings/EndGameColdRiverDay.env",[],[],[],[],"","","",0
723,"EndGameColdRiverLunaris","Metadata/EnvironmentSettings/EndGameColdRiver_Lunaris.env",[],[],[],[],"","","",0
724,"EndGameColdRiverSolaris","Metadata/EnvironmentSettings/EndGameColdRiver_Solaris.env",[],[],[],[],"","","",0
725,"EndGameForbiddenWoods","Metadata/EnvironmentSettings/EndGameForbiddenWoods.env",[],[],[],[],"","","",0
726,"EndGameForbiddenWoodsBoss","Metadata/EnvironmentSettings/EndGameForbiddenWoodsBoss.env",[],[],[],[],"","","",0
727,"EndGameSilo","Metadata/EnvironmentSettings/EndGameSilo.env",[],[],[],[],"","","",0
728,"EndGameSiloBoss","Metadata/EnvironmentSettings/EndGameSiloBoss.env",[],[],[],[],"","","",0
729,"EndGameNocturne","Metadata/EnvironmentSettings/EndGameNocturne.env",[],[],[],[],"","","",0
730,"EndGameApocrypha","Metadata/EnvironmentSettings/EndGameApocrypha.env",[],[],[],[],"","","",0
731,"EndGameApocryphaBoss","Metadata/EnvironmentSettings/EndGameApocryphaArena.env",[],[],[],[],"","","",0
732,"EndGameTheatre","Metadata/EnvironmentSettings/EndgameTheatre.env",[],[],[],[],"","","",0
733,"EndGameBeachLanding","Metadata/EnvironmentSettings/EndGameBeachLanding.env",[],[],[],[],"","","",0
734,"EndGameElder_Desert","Metadata/EnvironmentSettings/EndGameElder_Desert.env",[],[],[],[],"","","",0
735,"EndGameElder_Volcano","Metadata/EnvironmentSettings/EndGameElder_Volcano.env",[],[],[],[],"","","",0
736,"EndGameElder_Sulphur","Metadata/EnvironmentSettings/EndGameElder_Sulphur.env",[],[],[],[],"","","",0
737,"EndGameElder_Reliquary","Metadata/EnvironmentSettings/EndGameElder_Reliquary.env",[],[],[],[],"","","",0
738,"EndGameElder_Temple","Metadata/EnvironmentSettings/EndGameElder_Temple.env",[],[],[],[],"","","",0
739,"EndGameElder_Elegant","Metadata/EnvironmentSettings/EndGameElder_Elegant.env",[],[],[],[],"","","",0
740,"EndGameElder_Sceptre","Metadata/EnvironmentSettings/EndGameElder_Sceptre.env",[],[],[],[],"","","",0
741,"EndGameElder_Tower","Metadata/EnvironmentSettings/EndGameElder_Tower.env",[],[],[],[],"","","",0
742,"EndGameElder_Refinery","Metadata/EnvironmentSettings/EndGameElder_Refinery.env",[],[],[],[],"","","",0
743,"EndGameElder_Reef","Metadata/EnvironmentSettings/EndGameElder_Reef.env",[],[],[],[],"","","",0
744,"EndGameElder_River","Metadata/EnvironmentSettings/EndGameElder_River.env",[],[],[],[],"","","",0
745,"EndGameElder_Garden","Metadata/EnvironmentSettings/EndGameElder_Garden.env",[],[],[],[],"","","",0
746,"EndGameElderArena","Metadata/EnvironmentSettings/EndGameElderArena.env",[],[],[],[],"","","",0
747,"EndGameElderArenaEntrance","Metadata/EnvironmentSettings/EndGameElderArena_Entrance.env",[],[],[],[],"","","",0
748,"EndGamePrimordialBoss1","Metadata/EnvironmentSettings/EndGamePrimordialBoss1.env",[],[],[],[],"","","",0
749,"EndGamePrimordialBoss2","Metadata/EnvironmentSettings/EndGamePrimordialBoss2.env",[],[],[],[],"","","",0
750,"EndGamePrimordialBoss3","Metadata/EnvironmentSettings/EndGamePrimordialBoss3.env",[],[],[],[],"","","",0
751,"EndGamePrimordialBoss4","Metadata/EnvironmentSettings/EndGamePrimordialBoss4.env",[],[],[],[],"","","",0
752,"EndGameMemoryBoss1","Metadata/EnvironmentSettings/EndGameAtlasMemoryBoss1.env",[],[],[],[],"","","",0
753,"EndGameMemoryBoss2","Metadata/EnvironmentSettings/EndGameAtlasMemoryBoss2.env",[],[],[],[],"","","",0
754,"EndGameMemoryBoss3","Metadata/EnvironmentSettings/EndGameAtlasMemoryBoss3.env",[],[],[],[],"","","",0
755,"EndGameMemoryTear","Metadata/EnvironmentSettings/EndGameAtlasMemoryTear.env",[],[],[],[],"","","",0
756,"EndGameTemplarVault1","Metadata/EnvironmentSettings/EndGameAtlasTemplarVault1.env",[],[],[],[],"","","",0
