"rownum","Id","EffectVirtualPath","PreloadGroupsKeys","EffectHASH32","i32_36","ObjectHASH32"
1008,"RecipeUnlockKaruiRackNoHelena","Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockKaruiRackNoHelena",[],4102048003,4,3275799035
1009,"SynthesisGuardianMortar1Object","Metadata/Projectiles/SynthesisGuardianMortar1Object",[],2608358721,4,2700634433
1010,"SynthesisPortal","Metadata/MiscellaneousObjects/Synthesis/SynthesisPortal",[],1567359884,4,3164173860
1011,"SynthesisSoulstealerProjectileTripleObject","Metadata/Projectiles/SynthesisSoulstealerProjectileTripleObject",[],3914167458,4,805403383
1012,"SynthesisPhysicalMortarMine","Metadata/Projectiles/SynthesisPhysicalMortarMine",[],3826064642,4,1920014488
1013,"GuardianSpawnerEffect","Metadata/Monsters/LeagueSynthesis/BossArenaObjects/GuardianSpawnerEffect",[],269147147,4,606632999
1014,"RainbowRoadBridgeAnchor","Metadata/Terrain/Leagues/Synthesis/Objects/RainbowRoadBridgeAnchor",[],2685500368,4,2703830526
1015,"RainbowRoadBridgeBeamToggleable","Metadata/Terrain/Leagues/Synthesis/Objects/RainbowRoadBridgeBeamToggleable",[],112768476,4,629754537
1016,"ReturnPortal","Metadata/Terrain/Leagues/Synthesis/ShaperLab/Objects/ReturnPortal",[],2049620244,4,1391201905
1017,"SynthesisAirlockBlocker","Metadata/Terrain/Leagues/Synthesis/Objects/SynthesisAirlockBlocker",[],3187928934,4,242770089
1018,"SynthesisRewardIslandTeleport","Metadata/Terrain/Leagues/Synthesis/Objects/SynthesisRewardIslandTeleport",[],853581844,4,4110218683
1019,"SynthesisBridgeBlocker","Metadata/Terrain/Leagues/Synthesis/Objects/SynthesisBridgeBlocker",[],3257074899,4,3603892616
1020,"SynthesisSoulstealerBossDeath","Metadata/Monsters/LeagueSynthesis/BossArenaObjects/SynthesisSoulstealerBossDeath",[],2096306441,4,1734779169
1021,"MapDeviceSpawner","Metadata/Monsters/LeagueSynthesis/BossArenaObjects/MapDeviceSpawner",[],1408512708,4,41488508
1022,"FortEncounterTier22","Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2",[],2667894007,4,1433577309
1023,"FortEncounterTier23","Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3",[],1983416424,4,2456022916
1024,"FortEncounterTier24","Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4",[],2950256505,4,4226989679
1025,"FortEncounterTier22Interior","Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2Interior",[],946488905,4,1173489235
1026,"FortEncounterTier23Interior","Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3Interior",[],757644816,4,1585205866
1027,"FortEncounterTier24Interior","Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4Interior",[],3095146040,4,1639049038
1028,"CartEncounterTier12","Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_2",[],350299244,4,1249250753
1029,"CartEncounterTier22","Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_2",[],3498595081,4,2030437882
1030,"CityStalkerPortalInfluenceMaker","Metadata/Monsters/CityStalkers/CityStalkerPortalInfluenceMaker",[],2016712116,4,4072885477
1031,"LegionCombatEffect","Metadata/Effects/Spells/monsters_effects/League_Legion/LegionCombatEffect",[],1184046278,4,881317021
1032,"LegionFlashLight","Metadata/Terrain/Leagues/Legion/Objects/LegionFlashLight",[],2662277738,4,1861771644
1033,"PietySummoningTarget","Metadata/MiscellaneousObjects/PietySummoningTarget",[],3304573555,4,3092291980
1034,"LegionGeneralIndicator","Metadata/Terrain/Leagues/Legion/Objects/LegionGeneralIndicator",[],1352748900,4,2753911633
1035,"DelveFlareMortarStatic","Metadata/Projectiles/DelveFlareMortarStatic",[],3344638603,4,1045759380
1036,"DelveFlareMortarStaticDark","Metadata/Projectiles/DelveFlareMortarStaticDark",[],4177667623,4,993862861
1037,"TrapCelestial","Metadata/MiscellaneousObjects/TrapCelestial",[],1901042061,4,2973625722
1038,"BlightTowerTargetMarker","Metadata/Monsters/LeagueBlight/Towers/BlightTowerTargetMarker",[],2818173892,4,2769722366
1039,"MetamorphosisPortal","Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisPortal",[],415510548,4,3324746859
1040,"OrionDoodad","Metadata/Monsters/AtlasExiles/OrionArenaObjects/OrionDoodad",[],1154155586,4,390899027
1041,"MetamorphosisTanePortal","Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisTanePortal",[],1615534381,4,2910218539
1042,"AtlasExile1Portal","Metadata/Monsters/AtlasExiles/Portal/AtlasExile1Portal",[],2603784542,4,1951900779
1043,"AtlasExile2Portal","Metadata/Monsters/AtlasExiles/Portal/AtlasExile2Portal",[],2047760068,4,2058616
1044,"AtlasExile3Portal","Metadata/Monsters/AtlasExiles/Portal/AtlasExile3Portal",[],636590798,4,3955840928
1045,"AtlasExile4Portal","Metadata/Monsters/AtlasExiles/Portal/AtlasExile4Portal",[],811311107,4,611097101
1046,"AdjudicatorPortalSpawner","Metadata/Monsters/AtlasExiles/AdjudicatorInfluenceMonsters/AdjudicatorPortalSpawner",[],3822413029,4,2977900286
1047,"EyriePortalSpawner","Metadata/Monsters/AtlasExiles/EyrieInfluenceMonsters/EyriePortalSpawner",[],1378844237,4,3152869078
1048,"OrionArenaMarker","Metadata/Monsters/AtlasExiles/OrionArenaObjects/OrionArenaMarker",[],383417699,4,2344241324
1049,"AfflictionWaypointOverride","Metadata/Terrain/Leagues/Affliction/Objects/WaypointOverride",[],527266034,4,2443257498
1050,"AfflictionDoodad1","Metadata/Terrain/Leagues/Affliction/Objects/Doodad1",[],3171249440,4,3423547827
1051,"HarvestMonkeyBombMine","Metadata/Projectiles/HarvestMonkeyBombMine",[],95577516,4,932258775
1052,"SeedStashHideout","Metadata/MiscellaneousObjects/Harvest/SeedStash_Hideout",[],429640836,4,3577541905
1053,"HeistStashHideout","Metadata/MiscellaneousObjects/Heist/HeistStash_Hideout",[],2720744077,4,4027112389
1054,"HarvestRedT1Spawner","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestRedT1Spawner",[],3890576054,4,1073484828
1055,"HarvestRedT2Spawner","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestRedT2Spawner",[],2631684536,4,960384875
1056,"HarvestRedT3Spawner","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestRedT3Spawner",[],1084834111,4,2248321311
1057,"HarvestBlueT1Spawner","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestBlueT1Spawner",[],4263485094,4,386520577
1058,"HarvestBlueT2Spawner","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestBlueT2Spawner",[],1058336191,4,2186587034
1059,"HarvestBlueT3Spawner","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestBlueT3Spawner",[],473373497,4,411624234
1060,"HarvestGreenT1Spawner","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestGreenT1Spawner",[],4215256559,4,3241381672
1061,"HarvestGreenT2Spawner","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestGreenT2Spawner",[],3745654185,4,903959351
1062,"HarvestGreenT3Spawner","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestGreenT3Spawner",[],415140656,4,1997677254
1063,"SnakeHole","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/bulb/Viper/SnakeHole",[],2023213374,4,2951784665
1064,"RootPathVolatileSpawnerRed","Metadata/MiscellaneousObjects/Harvest/RootPath/RootPathVolatileSpawnerRed",[],3163330374,4,701844714
1065,"RootPathVolatileSpawnerGreen","Metadata/MiscellaneousObjects/Harvest/RootPath/RootPathVolatileSpawnerGreen",[],379610175,4,1427002964
1066,"RootPathVolatileSpawnerBlue","Metadata/MiscellaneousObjects/Harvest/RootPath/RootPathVolatileSpawnerBlue",[],698353832,4,2870896177
1067,"OshabiWaypointCover","Metadata/Terrain/Leagues/Harvest/Objects/OshabiWaypointCover",[],1475089960,4,667297729
1068,"HarvestRedT1SpawnerOshabi","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestRedT1SpawnerOshabi",[],2472168544,4,2260990839
1069,"HarvestRedT2SpawnerOshabi","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestRedT2SpawnerOshabi",[],3411673529,4,3174679794
1070,"HarvestBlueT1SpawnerOshabi","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestBlueT1SpawnerOshabi",[],1158903215,4,1353408069
1071,"HarvestBlueT2SpawnerOshabi","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestBlueT2SpawnerOshabi",[],2421885530,4,61536541
1072,"HarvestGreenT1SpawnerOshabi","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestGreenT1SpawnerOshabi",[],2042593868,4,1416489573
1073,"HarvestGreenT2SpawnerOshabi","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestGreenT2SpawnerOshabi",[],2459548736,4,3358186656
1074,"DoorNPCAlternateBlocker","Metadata/Terrain/Leagues/Heist/Objects/Level/Door_NPC_AlternateBlocker",[],1518337711,4,3142666732
1075,"DoorNPCMagicComseticRunes","Metadata/Terrain/Leagues/Heist/Objects/Level/Door_NPCMagicComseticRunes",[],1936256530,4,2800362677
1076,"HeistEmergeOnAlarmFromTowerRobotTunnels","Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromTower_RobotTunnels",[],1896771584,4,3885106690
1077,"HeistEmergeOnAlarmFromSideTowerRobotTunnels","Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideTower_RobotTunnels",[],3416834430,4,1667933858
1078,"HeistCultistCanisterRedTriggerNova","Metadata/Projectiles/HeistCultistCanisterRedTriggerNova",[],1724644559,4,4193293041
1079,"HeistCultistCanisterGreenTriggerGas","Metadata/Projectiles/HeistCultistCanisterGreenTriggerGas",[],1206067032,4,3990557061
1080,"HeistCultistCanisterYellowTriggerGas","Metadata/Projectiles/HeistCultistCanisterYellowTriggerGas",[],2342821865,4,162499732
1081,"DisarmLandmineChest","Metadata/Terrain/Leagues/Heist/Objects/Level/Hazards/Disarm_Landmine_Chest",[],2851562944,4,2721680587
1082,"HeistChestPathScience","Metadata/Chests/LeagueHeist/ScienceChests/HeistChestPathScience",[],666161220,4,3334116736
1083,"HeistChestPathRobot","Metadata/Chests/LeagueHeist/RobotChests/HeistChestPathRobot",[],340602551,4,401195298
1084,"HeistChestPathMilitary","Metadata/Chests/LeagueHeist/MilitaryChests/HeistChestPathMilitary",[],2035188877,4,2409214948
1085,"HeistChestPathBandit","Metadata/Chests/LeagueHeist/BanditChests/HeistChestPathBandit",[],3214502880,4,2059135433
1086,"HeistThugTorchBomb","Metadata/Projectiles/HeistThugTorchBomb",[],1133842452,4,1427597238
1087,"HeistThugTorchBombLightning","Metadata/Projectiles/HeistThugTorchBombLightning",[],816718377,4,1014908513
1088,"DemoChargeExplosion","Metadata/Effects/Spells/monsters_effects/League_Heist/adiyah_demo_charge/DemoChargeExplosion",[],2687756105,4,2823227858
1089,"HeistBridge","Metadata/Projectiles/HeistBridge",[],2947224567,4,3024330518
1090,"DriverPathMarker","Metadata/MiscellaneousObjects/Heist/DriverPathMarker",[],2739886307,4,3721906088
1091,"ProjectPortalSpawner","Metadata/Terrain/Leagues/Heist/Objects/Spawners/ProjectPortalSpawner",[],2795181968,4,30550136
1092,"LeverMoveToObject","Metadata/MiscellaneousObjects/Heist/LeverMoveToObject",[],2861569421,4,1958586636
1093,"UndeadPortalSpawner","Metadata/Terrain/Leagues/Heist/Objects/Spawners/UndeadPortalSpawner",[],3948071333,4,519692957
1094,"HeistLockPickLocationMarker","Metadata/Terrain/Leagues/Heist/Objects/Level/HeistLockPickLocationMarker",[],3092661857,4,3644634068
1095,"SciencePortalSpawner","Metadata/Terrain/Leagues/Heist/Objects/Spawners/SciencePortalSpawner",[],150366024,4,236061917
1096,"AlarmTotemSkillHandler","Metadata/Monsters/LeagueHeist/Hazards/Perception_AlarmTotem/AlarmTotem_SkillHandler",[],4009382080,4,2305950691
1097,"HeistPatrolMinimapIcon","Metadata/Terrain/Leagues/Heist/Objects/HeistPatrolMinimapIcon",[],1759790940,4,1282133953
1098,"HeistRobotDroneTowerLow","Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerLow",[],3331728299,4,403814855
1099,"HeistRobotDroneTowerMid","Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerMid",[],2883392016,4,1881366903
1100,"HeistRobotDroneTowerHigh","Metadata/Terrain/Leagues/Heist/Objects/Level/HeistRobotDroneTowerHigh",[],1965868039,4,2158328318
1101,"KuraiMeetingPathMarker","Metadata/MiscellaneousObjects/Heist/KuraiMeetingPathMarker",[],3019672306,4,523565454
1102,"Kurai2MeetingMarkerWarp","Metadata/Terrain/Leagues/Heist/Objects/Quest/Kurai2MeetingMarkerWarp",[],4231086383,4,4277618944
1103,"RitualRuneObject","Metadata/Terrain/Leagues/Ritual/RitualRuneObject",[],2798649708,4,796599582
1104,"RitualRuneInteractable","Metadata/Terrain/Leagues/Ritual/RitualRuneInteractable",[],3667838062,4,3981140361
1105,"RitualBlocker","Metadata/Terrain/Leagues/Ritual/RitualBlocker",[],2794066954,4,1670143995
1106,"RitualRuneLight","Metadata/Terrain/Leagues/Ritual/RitualRuneLight",[],2257870278,4,3132315973
1107,"VilentaSkeletonSpawner","Metadata/Monsters/Vilenta/VilentaSkeletonSpawner",[],2374516746,4,3390704605
1108,"HarvestRedT1SpawnerMapBoss","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestRedT1SpawnerMapBoss",[],3807554085,4,2665748671
1109,"HarvestRedT2SpawnerMapBoss","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestRedT2SpawnerMapBoss",[],3168457398,4,776030398
1110,"HarvestRedT3SpawnerMapBoss","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestRedT3SpawnerMapBoss",[],1779670567,4,1263505137
1111,"HarvestBlueT1SpawnerMapBoss","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestBlueT1SpawnerMapBoss",[],1827581613,4,4131769802
1112,"HarvestBlueT2SpawnerMapBoss","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestBlueT2SpawnerMapBoss",[],359086273,4,3595206087
1113,"HarvestBlueT3SpawnerMapBoss","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestBlueT3SpawnerMapBoss",[],2717973419,4,1615316545
1114,"HarvestGreenT1SpawnerMapBoss","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestGreenT1SpawnerMapBoss",[],3043293235,4,2602924882
1115,"HarvestGreenT2SpawnerMapBoss","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestGreenT2SpawnerMapBoss",[],1603912739,4,3082632386
1116,"HarvestGreenT3SpawnerMapBoss","Metadata/MiscellaneousObjects/Harvest/TierSpawners/HarvestGreenT3SpawnerMapBoss",[],38617781,4,1827561246
1117,"RitualBloodPool","Metadata/Terrain/Leagues/Ritual/BloodPool",[],3720668115,4,950505012
1118,"MavenStasisPod","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/stasis_pod/StasisPod",[],327888466,4,719148068
1119,"CraftingSiloHideout","Metadata/MiscellaneousObjects/Harvest/CraftingSilo_Hideout",[],45087824,4,1485393562
1120,"RitualOrbSacrificeRune","Metadata/Monsters/SaplingMonster/Objects/RitualOrbSacrificeRune",[],2142970469,4,3507713247
1121,"BossEventSarcophagusElder","Metadata/Terrain/EndGame/MapBurn/Objects/BossEventSarcophagusElder",[],157640408,4,3957198565
1122,"AtlasExile5Portal","Metadata/Monsters/AtlasExiles/Portal/AtlasExile5Portal",[],3795981719,4,4140035225
1123,"AtlasExile5PortalInfluence","Metadata/Monsters/AtlasExiles/ArenaMechanics/AtlasExile5PortalInfluence",[],4110372538,4,2795617332
1124,"HarvestPortalTutorial","Metadata/MiscellaneousObjects/Harvest/PortalTutorial",[],1392162556,4,1297611312
1125,"BruteDeathExplosionTowerMapStandalone","Metadata/Effects/Spells/monsters_effects/brute_death_tower/BruteDeathExplosionTowerMapStandalone",[],1954322185,4,440915747
1126,"BruteDeathExplosionStandalone","Metadata/Effects/Spells/monsters_effects/brute_death/BruteDeathExplosionStandalone",[],1306562052,4,936051158
1127,"ExplosivesRoomRewardChest","Metadata/Terrain/Leagues/Incursion/Objects/ExplosivesRoomRewardChest",[],3503630968,4,3857092581
1128,"TrialMasterGroundSpear","Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterGroundSpear",[],1505273935,4,2152821176
1129,"ExplosivesRoomChestBarrel","Metadata/Terrain/Leagues/Incursion/Objects/ExplosivesRoomChestBarrel",[],2755437008,4,2203606670
1130,"ExplosivesRoomChestFuse","Metadata/Terrain/Leagues/Incursion/Objects/ExplosivesRoomChestFuse",[],2156120705,4,2996474467
1131,"RoyaleFlaskFountain","Metadata/MiscellaneousObjects/Royale/RoyaleFlaskFountain",[],1807557136,4,3636454297
1132,"RoyaleShrine","Metadata/MiscellaneousObjects/Royale/RoyaleShrine",[],3067596002,4,3134590709
1133,"ExpeditionTormentSpiritVessel","Metadata/Terrain/Leagues/Expedition/Objects/ExpeditionTormentSpiritVessel",[],2774519958,4,987963137
1134,"ExpeditionTownStash","Metadata/NPC/League/Expedition/TownStash",[],3348576580,4,1936767903
1135,"ExpeditionStashHideout","Metadata/MiscellaneousObjects/Expedition/ExpeditionStash_Hideout",[],2895737018,4,10820019
1136,"HideoutRhoaDinner","Metadata/MiscellaneousObjects/HideoutRhoaDinner",[],2342284347,4,293976007
1137,"DroppedCharacterItems","Metadata/MiscellaneousObjects/Royale/DroppedCharacterItems",[],2608543484,4,2750715399
1138,"MedvedSpiderGeyser","Metadata/Monsters/LeagueExpedition/Medved/MedvedSpiderGeyser",[],1576969820,4,2094185805
1139,"SpawnerDarknessEffect","Metadata/Monsters/LeagueExpedition/ReaperBoss/Objects/SpawnerDarknessEffect",[],2184222864,4,3365268697
1140,"SarcophagusTrapSkeletonSpawner","Metadata/Terrain/Leagues/Expedition/UndergroundFeatures/CryptSarcophagi/SarcophagusTrapSkeletonSpawner",[],474855277,4,3091318841
1141,"SpiderNestSpawner","Metadata/Terrain/Leagues/Expedition/UndergroundFeatures/SpiderNest/SpiderNestSpawner",[],3698293639,4,2475517854
1142,"CrabSpawner","Metadata/Terrain/Leagues/Expedition/UndergroundFeatures/Bait/CrabSpawner",[],1039567617,4,1506565809
1143,"ExpeditionNPCHome","Metadata/Monsters/LeagueExpedition/NPC/Home",[],4207802749,4,3512160549
1144,"ExpeditionTujenGrenadeBomb","Metadata/Projectiles/ExpeditionTujenGrenadeBomb",[],1819175011,4,1571806793
1145,"TrapBlade","Metadata/MiscellaneousObjects/TrapBlade",[],2769584729,4,1135791548
1146,"OlrothAddSpawnerPhase1","Metadata/Monsters/LeagueExpedition/Olroth/Objects/OlrothAddSpawnerPhase1",[],3436562098,4,3828012265
1147,"OlrothAddSpawnerPhase2","Metadata/Monsters/LeagueExpedition/Olroth/Objects/OlrothAddSpawnerPhase2",[],3102906982,4,1658488004
1148,"MedvedCultistGeyser","Metadata/Monsters/LeagueExpedition/Medved/MedvedCultistGeyser",[],4132193372,4,309671863
1149,"VoranaSmokeAppearEffect","Metadata/Monsters/LeagueExpedition/ReaperBoss/Objects/VoranaSmokeAppearEffect",[],1215832220,4,325611135
1150,"HellscapePustule","Metadata/Projectiles/HellscapePustule",[],2460919406,4,2680711041
1151,"HellscapeDoodad","Metadata/MiscellaneousObjects/Hellscape/HellscapeDoodad",[],3733793359,4,3753656364
1152,"HellscapeFleshGiantTentacle","Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshGiantTentacle",[],4147787611,4,110092342
1153,"HellscapeFleshGiantTentacleDonut","Metadata/Monsters/LeagueHellscape/FleshFaction/HellscapeFleshGiantTentacleDonut",[],3183494555,4,4136861369
1154,"SentinelLockerHideout","Metadata/MiscellaneousObjects/Sentinel/SentinelLocker_Hideout",[],2505042639,4,2758594466
1155,"SentinelLocker","Metadata/MiscellaneousObjects/Sentinel/SentinelLocker",[],1737388697,4,966433210
1156,"TeleportBlue","Metadata/MiscellaneousObjects/Hideout/TeleportBlue",[],2424334756,4,2141875015
1157,"TeleportRed","Metadata/MiscellaneousObjects/Hideout/TeleportRed",[],3995954686,4,2128980291
1158,"TeleportYellow","Metadata/MiscellaneousObjects/Hideout/TeleportYellow",[],1177116511,4,237533034
1159,"TeleportOrange","Metadata/MiscellaneousObjects/Hideout/TeleportOrange",[],2234446024,4,796450375
1160,"TeleportPurple","Metadata/MiscellaneousObjects/Hideout/TeleportPurple",[],415222739,4,3940367197
1161,"TeleportGreen","Metadata/MiscellaneousObjects/Hideout/TeleportGreen",[],4115321692,4,146559381
1162,"TeleportWhite","Metadata/MiscellaneousObjects/Hideout/TeleportWhite",[],2816793390,4,254062556
1163,"CausewayDown","Metadata/Terrain/Leagues/Lake/Objects/CausewayDown",[],4039747213,4,3281808228
1164,"TrapStygianSeismic","Metadata/MiscellaneousObjects/TrapStygianSeismic",[],3858168909,4,3567502090
1165,"TrapOblivionFire","Metadata/MiscellaneousObjects/TrapOblivionFire",[],217041185,4,105746337
1166,"ArbiterPerch","Metadata/Terrain/Leagues/Lake/Objects/ArbiterPerch",[],1906259348,4,2067359740
1167,"ArbiterPerchBlocking","Metadata/Terrain/Leagues/Lake/Objects/ArbiterPerchBlocking",[],73957121,4,2113040676
1168,"IslandCentre","Metadata/Terrain/Leagues/Lake/Objects/IslandCentre",[],2010179939,4,1344167372
1169,"CraftingObject","Metadata/Terrain/Leagues/Lake/Objects/CraftingObject",[],3589368373,4,1958623879
1170,"CraftingObjectRandom","Metadata/Terrain/Leagues/Lake/Objects/CraftingObjectRandom",[],2119159907,4,1215911695
1171,"LineOfAntsBase","Metadata/Pet/LineOfAnts/LineOfAntsBase",[],3973333282,4,1548377167
1172,"HideoutMaleMannequin","Metadata/MiscellaneousObjects/Hideout/MannequinMale",[],2362107235,4,632426568
1173,"SanctumMapDevice","Metadata/Terrain/Leagues/Sanctum/Objects/SanctumMapDevice",[64],2646515831,4,3819332206
1174,"FusingResultVisuals","Metadata/MiscellaneousObjects/Microtransactions/VisualFusingEffect/FusingEffect",[],2943629502,4,906988460
1175,"HideoutProximityLight","Metadata/Effects/Environment/hideout/lights/ProximityHideoutLight",[],3102582360,4,2830083432
1176,"SanctumMote","Metadata/Terrain/Leagues/Sanctum/Objects/SanctumMote",[64],4253732371,4,1025184537
1177,"ChessPieceBase","Metadata/MiscellaneousObjects/Hideout/ChessPieceBase",[],3178977758,4,2041599791
1178,"HideoutDeliriumObject","Metadata/MiscellaneousObjects/Hideout/DeliriumObject",[],1198862070,4,751496618
1179,"MicrotransactionSunMapDevice","Metadata/Terrain/Missions/Hideouts/Objects/MapDeviceVariants/SunMapDevice",[],4240167292,4,851133628
1180,"MicrotransactionSunMapDeviceButton","Metadata/MiscellaneousObjects/SunMapDeviceButton",[],3779276573,4,52567558
1181,"MicrotransactionBloodlordMapDevice","Metadata/Terrain/Missions/Hideouts/Objects/MapDeviceVariants/PetBlenderMapDevice",[],493098612,4,2329747681
1182,"MicrotransactionAristocratPortal","Metadata/MiscellaneousObjects/Portals/AristocratPortal",[],4006898233,4,1460445175
1183,"MicrotransactionBloodlordMapDeviceButton","Metadata/MiscellaneousObjects/BloodlordMapDeviceButton",[],2648387085,4,157492182
1184,"MicrotransactionFistBumpEffect","Metadata/Effects/Microtransactions/Rings/fist_bump_ring/FistBumpEffect",[],594211385,4,4159160798
1185,"HideoutAtlasDoodad","Metadata/MiscellaneousObjects/HideoutAtlasDoodad",[],417064995,4,805456086
1186,"MicrotransactionForgemasterAnvil","Metadata/Effects/Microtransactions/Misc/forgemaster_armour/ForgemasterAnvil",[],1740013019,4,3768563484
1187,"DragonHoardStash","Metadata/MiscellaneousObjects/StashSkins/DragonHoardStash",[],3836830356,4,4015441597
1188,"DragonHoardGuildStash","Metadata/MiscellaneousObjects/StashSkins/DragonHoardGuildStash",[],3704240124,4,2231054075
1189,"RingOfIceStatue","Metadata/MiscellaneousObjects/TemplarRingOfIceStatue",[],3008328593,4,3716051415
1190,"MicrotransactionMasqueradePortal","Metadata/MiscellaneousObjects/Portals/MasqueradePortal",[],19529457,4,93959970
1191,"SanctumTorchBomb","Metadata/Projectiles/SanctumThugTorchBomb",[],2938493727,4,3062770070
1192,"SanctumSentinelMarker","Metadata/Monsters/LeagueSanctum/Boss/Objects/SentinelMarkerSlamMarker",[],2483908965,4,2808100297
1193,"SanctumSentinelTrackingSlamOrb","Metadata/Monsters/LeagueSanctum/Boss/Objects/SentinelTrackingEffect",[],4083811523,4,2880521037
1194,"MtxDeliriumDemon","Metadata/Effects/Environment/hideout/delirium/attachment/MtxAfflictionDemon",[],1882633813,4,666500503
1195,"BeehiveBehemothTreeMarkerStandalone","Metadata/Monsters/BeehiveBehemoth/Objects/TreeMarkerStandalone",[],1611744983,4,3969971865
1196,"MicrotransactionDeliriumHideoutVisualSplitDemon","Metadata/Effects/Environment/hideout/delirium/attachment/MtxAfflictionDemon",[],1882633813,4,3761339850
1197,"SanctumLocker","Metadata/MiscellaneousObjects/Sanctum/SanctumLocker",[],1241943106,4,1107591867
1198,"SanctumLockerHideout","Metadata/MiscellaneousObjects/Sanctum/SanctumLocker_Hideout",[],2403444532,4,2992603175
1199,"GraftLocker","Metadata/MiscellaneousObjects/Brequel/GraftLocker",[],2355720376,4,656620252
1200,"GraftLockerHideout","Metadata/MiscellaneousObjects/Brequel/GraftLocker_Hideout",[],843442937,4,2322098076
1201,"MicrotransactionMasqueradePortalRed","Metadata/MiscellaneousObjects/Portals/MasqueradePortalRed",[],2811627863,4,4044895600
1202,"MicrotransactionMasqueradePortalPurple","Metadata/MiscellaneousObjects/Portals/MasqueradePortalPurple",[],3642446325,4,4114086042
1203,"MicrotransactionMasqueradePortalOrange","Metadata/MiscellaneousObjects/Portals/MasqueradePortalOrange",[],1321758022,4,2036156941
1204,"HideoutScourgeObject","Metadata/MiscellaneousObjects/Hideout/ScourgeObject",[],4062989702,4,1937868861
1205,"MicrotransactionChronomancerPortal","Metadata/MiscellaneousObjects/Portals/ChronomancerPortal",[],2211314023,4,3710749503
1206,"MicrotransactionChronomancerPortalHelper","Metadata/MiscellaneousObjects/Portals/ChronomancerPortalHelper",[],2538336174,4,2330582678
1207,"MicrotransactionPoltergeistPortalSpirit","Metadata/Effects/Microtransactions/Town_Portals/SoulWellPortal/attachments/PossessingSpirits",[],2904010347,4,361766520
1208,"MicrotransactionPoltergeistPortal","Metadata/MiscellaneousObjects/Portals/PoltergeistPortal",[],1144995700,4,338478509
1209,"MicrotransactionChessBoard","Metadata/MiscellaneousObjects/Hideout/ChessBoard",[],3096868379,4,392094347
1210,"AtlasHideoutZoomController","Metadata/Terrain/Missions/Hideouts/AtlasHideout/Objects/OptDeviceZoom",[],4193347193,4,4165876803
1211,"AtlasHideoutTidyController","Metadata/Terrain/Missions/Hideouts/AtlasHideout/Objects/OptDeviceTidy",[],597828668,4,4222725494
1212,"AtlasHideoutBeam","Metadata/Terrain/Missions/Hideouts/AtlasHideout/Objects/AtlasBeam",[],1398017885,4,3575209185
1213,"SanctumStash","Metadata/MiscellaneousObjects/StashSkins/SanctumStash",[],2130271872,4,72150982
1214,"SanctumGuildStash","Metadata/MiscellaneousObjects/StashSkins/SanctumGuildStash",[],2467955076,4,2226186953
