"rownum","Id","MonsterVarietiesKeys","AchievementItemsKeys","bool_40","PlayerConditionsKeys","MonsterDeathConditionsKeys","Area","i32_89","i32_93","bool_97","bool_98","Stats","MultiPartAchievement1","MapAchievement","MultiPartAchievement2","MultiPartAchievement3","i32_179","NearbyMonsterConditionsKeys","bool_199","MultiPartAchievementConditionsKeys","[i32]_216","bool_232","LeagueArea","Stat","bool_265"
341,"KillAmalgamOfNightmaresIn8ModT16MapWhileEmpoweredByUniqueSentinel",[6186],[8861],"",[],[46],[],83,83,"","",[4560],[],[],[],"",0,[],"",[],[8],"",[],[],""
342,"KillStoneOfTheCurrentsIn8ModT16MapWhileEmpoweredByUniqueSentinel",[4482],[8862],"",[],[46],[],83,83,"","",[4560],[],[],[],"",0,[],"",[],[8],"",[],[],""
343,"KillShavronneTheSickeningIn8ModT16MapWhileEmpoweredByUniqueSentinel",[6162],[8877],"",[],[46],[],83,83,"","",[4560],[],[],[],"",0,[],"",[],[8],"",[],[],""
344,"KillDoedreTheDefilerIn8ModT16MapWhileEmpoweredByUniqueSentinel",[5531],[8878],"",[],[46],[],83,83,"","",[4560],[],[],[],"",0,[],"",[],[8],"",[],[],""
345,"KillFireAndFuryIn8ModT16MapWhileEmpoweredByUniqueSentinel",[2412],[8879],"",[],[46],[],83,83,"","",[4560],[],[],[],"",0,[],"",[],[8],"",[],[],""
346,"KillTheRestlessShadeIn8ModT16MapWhileEmpoweredByUniqueSentinel",[8709],[8880],"",[],[46],[],83,83,"","",[4560],[],[],[],"",0,[],"",[],[8],"",[],[],""
347,"KillExpeditionBoss","[9229,9297,9232,9303]",[8952],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
348,"KillPossessedMonster",[0],[9326],"",[],"[13,2]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
349,"DefeatAnEssenceWith3ShriekingEssences",[0],[8918],"",[],"[21,54]",[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
350,"FinishAbyssAreas","[6350,6352,6444,6445]",[8922],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
351,"KillBlightBossLevel81Plus","[7942,7950,7952,7958,7962,7972,7984,8005,8014,8023,8029,8040,8045,8058,8065,8071,8077,8084,8093,8102,8108,8120,8130,8142]",[8946],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
352,"Kill83IncursionOmnitect",[6705],[9111],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"","[113,114]",[],"",[],[],""
353,"DefeatMastermind81OrHigher",[7346],"[11057,11370]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
354,"KillUberAtziriWithoutBeingHitByFlameblast",[3593],[9108],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[112],[],"",[],[],""
355,"KillLakePhysicalBosses","[2037,1440,3142,2433,2003,8671,5209,4276,6187,6042,4010,4721,5187,6086,4654,2736,6019,8718,2400,4897,5466,6097,8725,2419,2406,5719,4751,271,1450,2519,4067,1227,2523,3588,1691,2426,4408,4311,2559,6157,2495,2544,7518,3320,1477,4091,5532,2437,8675,2683,4325,6153,2508,4198,2758,4319]",[9033],"",[],[],[1823],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
356,"KillLakeColdBosses","[1084,2465,5639,4331,8684,8973,1566,2104,5653,5490,6055,2488,4422,77,8687,8690,2440]",[9030],"",[],[],[1823],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
357,"KillLakeFireBosses","[5765,2553,2586,2505,5471,2452,4268,8946,2413,4301,2833,1049,4801,5778,6144,6007,5677,2430,6680,77,5663,1365,4691,5308,4175]",[9031],"",[],[],[1823],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
358,"KillLakeLightningBosses","[6163,6206,2582,2443,1427,2460,5198,4398,2595,4675,5478,1679,4483,1091,2556,8949,2565,8679]",[9032],"",[],[],[1823],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
359,"KillLakeChaosBosses","[2515,2423,2549,2456,4211,8710,1611,5516,5688,6169,8699,2601,8732,1515,2604,4688,6272,2449]",[9034],"",[],[],[1823],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
360,"KillAnyEssence",[0],[11196],"",[],[21],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
361,"KillAtziri",[3441],[9144],"",[],[],[761],70,70,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
362,"KillExileWhilePlayerAffectedByShrine","[2691,2696,2699,2721,2723,2728,2731,2675,2680,2685,2772,2776,2778,2755,2760,2763,2742,2746,2749,2707,2709,2714,2688,2701,2733,2767,2751,2716,2738,2718,2753,2769,2704,2740,2780,2781,2782,2783,2784,2785]",[9146],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
363,"KillExileWhilePlayerDelirious","[2691,2696,2699,2721,2723,2728,2731,2675,2680,2685,2772,2776,2778,2755,2760,2763,2742,2746,2749,2707,2709,2714,2688,2701,2733,2767,2751,2716,2738,2718,2753,2769,2704,2740,2780,2781,2782,2783,2784,2785]",[9148],"",[],[35],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
364,"KillMillionMonsters",[0],[9228],"",[],[],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
365,"Kill4ModRares",[0],"[9721,10030]","",[],"[2,48]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
366,"Kill4ModRaresT16",[0],"[11428,9721,10030]","",[],"[2,48]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
367,"Kill4ModRaresT17",[0],[10244],"",[],"[2,48]",[],84,84,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
368,"KillMapBossWhileUnderShrine",[0],[10146],"",[20],[7],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
369,"KillBeyondBossWhileAffectedByShrine","[9366,9367,9387,9402]","[9155,9654]","",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
370,"KillBeyondBossWhileDelirious","[9366,9367,9387,9402]",[11034],"",[],[35],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
371,"KillRareGodTouchedMonsterInTier16Map",[0],[9263],"",[],"[55,2]",[],1,1,"","",[10141],[],[],[],"",0,[],"",[],[16],"",[],[],""
372,"PureFlawlessBreachstoneBreachlord","[5424,5427,5430]",[9160],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
373,"PureFlawlessPhysicalBreachlord",[5433],[9160],"",[],[],[],82,82,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
374,"PureFlawlessChaosBreachlord",[5436],[9160],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
375,"KillDelveBoss83","[6354,7063,7064]",[10233],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
376,"KillSearingExarchWithSearingRune",[9576],"[9257,9725]","",[65],[],[],85,85,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
377,"KillSirusWithDesolationoftheAwakener",[8365],[10265],"",[66],[],[],85,85,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
378,"KillUberElderwithVortexGroudandEldritchDecay",[6375],[10263],"",[67],[],[],85,85,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
379,"KillDeliriumBoss","[8431,8433,8434,8435]","[9166,9588]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
380,"KillEaterOfWorldsAfter5Dooms",[9578],"[9256,9724]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[115],[],"",[],[],""
381,"KillCortexWithoutBeingHitByWormHoleSlam",[7591],[10264],"",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[116],[],"",[],[],""
382,"KillAzureAssassinlevel81",[9734],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
383,"KillCrimsonArchmagelevel81",[9731],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
384,"KillDeadlyBladedancerlevel81",[9729],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
385,"KillDeathlyArchmagelevel81",[9725],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
386,"KillEntombingWardenlevel81",[9727],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
387,"KillInfernalSentinellevel81",[9732],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
388,"KillMaskedCombatantlevel81",[9733],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
389,"KillObsidianSentinellevel81",[9726],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
390,"KillTemplarMarksmanlevel81",[9730],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
391,"KillUndyingArchmagelevel81",[9728],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
392,"KillCrimsonArchbishoplevel81",[9772],[9643],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
393,"KillGreaterWraithlevel81",[9774],[9643],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
394,"KillHolyGuardianlevel81",[9776],[9643],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
395,"KillColossalLithomancerlevel81",[9778],[9643],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
396,"KillSanctumBossVarakathWithoutBeingHitByFlamethrower",[9762],[9284],"",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[117],[],"",[],[],""
397,"KillSanctumBossBraomWhileUzarLifeGreaterEqual50Percent",[9764],[],"",[],[],[],83,83,"","",[],[],[],[],191,1,[11],"",[],[],"",[],[],""
398,"KillSanctumBossBraomWhileUzarLifeGreaterEqual50PercentCheck",[9763],[9285],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[120],[],"",[],[],""
399,"KillSanctumBossUzarWhileBraomLifeGreaterEqual50Percent",[9763],[],"",[],[],[],83,83,"","",[],[],[],[],192,1,[12],"",[],[],"",[],[],""
400,"KillSanctumBossUzarWhileBraomLifeGreaterEqual50PercentCheck",[9764],[9285],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[121],[],"",[],[],""
401,"KillSanctumBossXenatharWithoutBeingHitByLasers",[9765],[9286],"",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[118],[],"",[],[],""
402,"KillSanctumBossUnholyHereticWithoutBeingAffectedByTheirGroundDegen",[9767],[9287],"",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[119],[],"",[],[],""
403,"KillHeistBossLevel83","[8780,8768,8773,8775,8785,8786]",[],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
404,"KillExpeditionBosslevel83","[9229,9297,9232,9303]","[9414,10239]","",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
405,"StygianSpireWithShrine","[6446,6447,6448,6449]",[11342],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
406,"DefeatStygianSpireAbyss","[6446,6447,6448,6449]",[10144],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
407,"KillAnyEssenceX6",[0],[9351],"",[],[56],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
408,"KillCrucibleRareinT16",[0],[9463],"",[],"[57,2]",[],83,83,"",1,[],[],[],[],"",0,[],"",[],[],"",[],[],""
409,"KillCrucibleRare",[0],[9470],"",[],"[57,2]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
410,"KillCrucibleRareShrinebuffX4",[0],[9508],"",[69],"[57,2]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
411,"KillCrucibleRareDelirious",[0],[9509],"",[],"[57,35,2]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
412,"KillCrucibleRareBreached",[0],[9510],"",[68],"[57,2]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
413,"KillCrucibleRare4Affix",[0],[9515],"",[],"[57,2,48]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
414,"KillCrucibleRareEndgameEncounter",[0],[9516],"",[],"[57,2]","[1895,1894]",1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
415,"KillCrucibleUniqueEndgameEncounter",[0],[9517],"",[],"[57,3]","[1895,1894]",1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
416,"KillRareGodTouchedMonster",[0],[9523],"",[],[55],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
417,"Kill3CrucibleUniquesSingleArea",[0],[],"",[],"[57,3]",[1895],1,1,"","",[],[],[],[],193,1,[],1,[],[],"",[],[],""
418,"Kill10CrucibleRaresSingleArea",[0],[],"",[],"[57,2]",[1895],1,1,"","",[],[],[],[],194,1,[],1,[],[],"",[],[],""
419,"KillCrucibleRare4AltarDownsides",[0],[9511],"",[],"[57,2]",[],83,83,"","",[18622],[],[],[],"",0,[],"",[],[4],"",[],[],""
420,"KillCrucibleRare100QuantityMap",[0],[9512],"",[],"[57,2]",[],83,83,"","",[1040],[],[],[],"",0,[],"",[],[100],"",[],[],""
421,"KillCrucibleRare8ModMap",[0],[9513],"",[],"[57,2]",[],83,83,"","",[4560],[],[],[],"",0,[],"",[],[8],"",[],[],""
422,"KillCrucibleRareWithin10SecondsKillingMetamorph",[0],[9514],"",[70],"[57,2]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
423,"KillIzaroWithoutBeingHitByCascade","[4796,4797,4798]",[10493],"",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[124],[],"",[],[],""
424,"KillIzaroLevel80","[4796,4797,4798]","[10992,11277]","",[],[],[],80,80,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
425,"KillChayulaAfter3BreachesActivated",[5436],[9452],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[125],[],"",[],[],""
426,"Kill10Tier3HarvestMonstersSingleArea",[0],[],"",[],[59],[],1,1,"","",[],[],[],[],197,1,[],1,[],[],"",[],[],""
427,"CrucibleUniqueBoss1",[9796],[9492],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
428,"CrucibleUniqueBoss2",[9806],[9494],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
429,"CrucibleUniqueBoss3",[9816],[9496],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
430,"CrucibleUniqueBoss4",[9826],[9498],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
431,"CrucibleUniqueBoss5",[9837],[9500],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
432,"CrucibleUniqueBoss6",[9847],[9502],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
433,"6EssenceMobWhileShrine",[0],[9568],"",[20],[56],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
434,"BreachlordWhileShrine","[5424,5427,5430,5433,5436,5423,5426,5429,5432,5435]",[10480],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
435,"HarbingerBossWhileShrine",[5860],[9570],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
436,"LegionGeneralWhileShrine","[7695,7714,7745,7774,7807]",[9571],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
437,"DeliriumUniqueBossWhileShrine","[8431,8433,8434,8435]",[9572],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
438,"RareHarbingerMonster",[0],[9579],"",[],"[4,2]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
439,"LegionGeneralinDOTC","[7695,7714,7745,7774,7807]",[9585],"",[],[],"[1322,1323,1324,1325]",1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
440,"BreachlordWhileDelirious","[5424,5427,5430,5433,5436,5423,5426,5429,5432,5435]",[9653],"",[],[35],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
441,"LegionGeneralInBreach","[7695,7714,7745,7774,7807]",[9652],"",[68],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
442,"EssenceWhileTempest",[0],[10754],"",[25],[21],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
443,"BestiaryBossWithAspect","[6548,6501,6583,6556,6549,6502,6585,6557]",[9659],"",[71],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
444,"DefeatLyciaBoss83",[9768],"[9701,10238]","",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
445,"DefeatLyciaBoss",[9768],"[11060,11373]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
446,"DefeatNassarWithoutStormcallHit",[5489],[9665],"",[],[],[],83,83,"","",[1040],[],[],[],"",0,[],"",[127],[80],"",[],[],""
447,"DefeatArmalaWithoutLaserBarrageHit",[5735],[9661],"",[],[],[],83,83,"","",[1040],[],[],[],"",0,[],"",[128],[80],"",[],[],""
448,"DefeatSolarisLunarisWithoutHits","[5662,5638]",[9664],"",[],[],[],83,83,"","",[1040],[],[],[],"",0,[],"",[129],[80],"",[],[],""
449,"DefeatAmalgamWithoutStormcallHit",[6186],[9663],"",[],[],[],83,83,"","",[1040],[],[],[],"",0,[],"",[130],[80],"",[],[],""
450,"DefeatMapKitavaWithoutBreathHit",[5751],[9662],"",[],[],[],83,83,"","",[1040],[],[],[],"",0,[],"",[131],[80],"",[],[],""
451,"KillMavenWithoutBeingAffectedByMavenPunishment",[9008],[9707],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"","[132,136]",[],"",[],[],""
452,"KillEaterOfWorldsWithoutBeingHitByTentacles",[9578],[9712],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[133],[],"",[],[],""
453,"DefeatMastermind83NoSculpturehit",[7346],[10494],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[134],[],"",[],[],""
454,"KillAulAfterDestroyingAllCocoons83",[7064],[10495],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[135],[],"",[],[],""
455,"CruelCustodianCruciblePhoenix",[5162],[9678],"",[],[39],[],83,83,"","","[11651,5934,18996,1040]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
456,"CruelCustodianCrucibleHydra",[5169],[9679],"",[],[39],[],83,83,"","","[11651,5934,18996,1040]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
457,"CruelCustodianCrucibleMinotaur",[5175],[9680],"",[],[39],[],83,83,"","","[11651,5934,18996,1040]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
458,"CruelCustodianCrucibleChimera",[5180],[9681],"",[],[39],[],83,83,"","","[11651,5934,18996,1040]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
459,"CruelCustodianCrucibleConstrictor",[6362],[9682],"",[],[39],[],83,83,"","","[11651,5934,18996,1040]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
460,"CruelCustodianCrucibleEnslaver",[6356],[9683],"",[],[39],[],83,83,"","","[11651,5934,18996,1040]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
461,"CruelCustodianCrucibleEradicator",[6359],[9684],"",[],[39],[],83,83,"","","[11651,5934,18996,1040]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
462,"CruelCustodianCruciblePurifier",[6366],[9685],"",[],[39],[],83,83,"","","[11651,5934,18996,1040]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
463,"CruelCustodianCrucibleAlHezmin",[8270],[9686],"",[],[39],[],83,83,"","","[11651,5934,18996,1040]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
464,"CruelCustodianCrucibleBaran",[8217],[9687],"",[],[39],[],83,83,"","","[11651,5934,18996,1040]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
465,"CruelCustodianCrucibleDrox",[8300],[9688],"",[],[39],[],83,83,"","","[11651,5934,18996,1040]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
466,"CruelCustodianCrucibleVeritania",[8244],[9689],"",[],[39],[],83,83,"","","[11651,5934,18996,1040]",[],[],[],"",0,[],"",[],"[100,4,4,100]","",[],[],""
467,"KillRedBeast",[0],[10485],"",[],[60],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
468,"KillPossessedx3",[0],[9911],"",[],"[61,7]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
469,"KillBeyondBossT16and80quant","[9366,9367,9387,9402]",[9923],"",[],[],[],83,83,"","",[1040],[],[],[],"",0,[],"",[],[80],"",[],[],""
470,"KillBlightBoss","[7942,7950,7952,7958,7962,7972,7984,8005,8014,8023,8029,8040,8045,8058,8065,8071,8077,8084,8093,8102,8108,8120,8130,8142]",[9925],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
471,"KillTrialmasterRareT16Map",[9044],[9935],"",[],[],[],83,83,"","","[10141,1989]",[],[],[],"",0,[],"",[],"[16,2]","",[],[],""
472,"Kill5ModRares",[0],[10030],"",[],"[2,53]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
473,"Kill6ModRares",[0],[10030],"",[],"[2,62]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
474,"Kill15RogueExilesSingleAreaT16","[2691,2696,2699,2721,2723,2728,2731,2675,2680,2685,2772,2776,2778,2755,2760,2763,2742,2746,2749,2707,2709,2714,2688,2701,2733,2767,2751,2716,2738,2718,2753,2769,2704,2740,2780,2781,2782,2783,2784,2785]",[],"",[],[],[],83,83,"","",[],[],[],[],206,1,[],1,[],[],"",[],[],""
475,"KillBlightBossWhileShrined","[7942,7950,7952,7958,7962,7972,7984,8005,8014,8023,8029,8040,8045,8058,8065,8071,8077,8084,8093,8102,8108,8120,8130,8142]",[10756],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
476,"DefeatSyndicateMemberPossessed","[7345,7346,7352,7354,7356,7358,7360,7366,7368,7370,7373,7375,7377,7379,7381,7383,7385,7388,7390]",[10483],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
477,"Kill5PossessedRogueExilesSingleArea","[2691,2696,2699,2721,2723,2728,2731,2675,2680,2685,2772,2776,2778,2755,2760,2763,2742,2746,2749,2707,2709,2714,2688,2701,2733,2767,2751,2716,2738,2718,2753,2769,2704,2740,2780,2781,2782,2783,2784,2785]",[],"",[],[13],[],1,1,"","",[],[],[],[],207,1,[],1,[],[],"",[],[],""
478,"Kill68PlusRares",[0],[10037],"",[],[2],[],78,78,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
479,"KillRareInVeridianForest",[0],[10042],"",[],[2],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[1898],[],""
480,"KillWispedRareT16Map",[0],[10032],"",[],[2],[],1,1,"","",[10141],[],[],[],"",0,[],"",[],[16],"",[],[19649],""
481,"KillWispedUniqueT16Map",[0],[10032],"",[],[3],[],1,1,"","",[10141],[],[],[],"",0,[],"",[],[16],"",[],[19649],""
482,"KillPrimalistWispedRare",[0],[10047],"",[],"[2,65]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
483,"KillPrimalistWispedUnique",[0],[10047],"",[],"[3,65]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
484,"KillVoodooWispedRare",[0],[10048],"",[],"[2,64]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
485,"KillVoodooWispedUnique",[0],[10048],"",[],"[3,64]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
486,"KillWardenWispedRare",[0],[10049],"",[],"[2,63]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
487,"KillWardenWispedUnique",[0],[10049],"",[],"[3,63]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
488,"KillMapBossWithMavenKeystone",[0],"[11072,11140]","",[],[39],[],1,1,"","",[18781],[],[],[],"",0,[],"",[],[1],"",[],[],""
489,"KillMapBossWithAstrolabeActive",[0],[11392],"",[],[39],[],1,1,"","",[22708],[],[],[],"",0,[],"",[],[1],"",[],[],""
490,"KillExpeditionBossLevel83WithAtLeast10RemnantsActive","[9229,9297,9232,9303]",[9931],"",[],[66],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
491,"78TripleWispedRare",[0],[10103],"",[],"[2,67]",[],78,78,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
492,"78DoubleWispedMapBoss",[0],[10102],"",[],"[7,68]",[],78,78,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
493,"78BlackMorriganEnraged",[10117],[10076],"",[],[69],[],78,78,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
494,"78TrollShaman",[10091],[10079],"",[],[],[],78,78,"","",[],[],[],[],"",0,[],"",[139],[],"",[],[],""
495,"78WildwoodAbom",[10038],[10078],"",[],[],[],78,78,"","",[],[],[],[],"",0,[],"",[140],[],"",[],[],""
496,"78Banshee",[10061],[10080],"",[],[],[],78,78,"","",[],[],[],[],"",0,[],"","[144,145]",[],"",[],[],""
497,"KillVoodooKingWithoutDestroyingRitualisticEffigies",[10133],[],"",[],[],[1899],1,1,"","",[],[],[],[],215,0,[],"",[],[],"",[],[],1
498,"KillVoodooKingWithoutGainingMoreThan3MarkedForDeathStacks",[10134],"[10081,10091]","",[],[],[1899],1,1,"","",[],[],[],[],"",0,[],"",[141],[],"",[],[],""
499,"KillVoodooKingWith10MarkedForDeathStacks",[10134],[],"",[72],[],[1899],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
500,"KillVoodooKingWithoutBeingHitByMovingPunishmentOrStationaryPunishment",[10134],[10491],"",[],[],[1899],1,1,"","",[],[],[],[],"",0,[],"",[142],[],"",[],[],""
501,"KillVoodooKingWithoutDestroyingRitualisticEffigiesCheck",[10134],[],"",[],[],[1899],1,1,"","",[],[],[],[],"",0,[],"",[143],[],"",[],[],""
502,"KillVoodooKingWhileAffectedByMysticMiasma",[10134],"[10082,10092]","",[73],[],[1899],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
503,"KillVoodooKingWhileNotHitByToads",[10134],"[10084,10094]","",[],[],[1899],1,1,"","",[],[],[],[],"",0,[],"",[146],[],"",[],[],""
504,"DefeatAnEssenceWith3DeafeningEssences",[0],[10139],"",[],"[21,70]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
