"rownum","Id","Tier","Mod","NodeSpawnLocation","Tags","Icon","Type","Achievements"
1349,"KeystonePerfectAgony",1,34733,[2],[5],"Art/2DArt/SkillIcons/passives/CritAilments.dds",0,[9484]
1350,"KeystoneRunebinder",1,34734,[2],[5],"Art/2DArt/SkillIcons/passives/BrandKeystone.dds",0,[9484]
1351,"KeystoneGlancingBlows",1,34735,[2],[5],"Art/2DArt/SkillIcons/passives/GlancingBlows.dds",0,[9484]
1352,"KeystoneCallToArms",1,34736,[2],[5],"Art/2DArt/SkillIcons/passives/CallToArms.dds",0,[9484]
1353,"KeystoneTheAgnostic",1,34737,[2],[5],"Art/2DArt/SkillIcons/passives/MiracleMaker.dds",0,[9484]
1354,"KeystoneSupremeEgo",1,34738,[2],[5],"Art/2DArt/SkillIcons/passives/SupremeEgo.dds",0,[9484]
1355,"KeystoneTheImpaler",1,34739,[2],[5],"Art/2DArt/SkillIcons/passives/ImpaleKeystone.dds",0,[9484]
1356,"KeystoneDoomsday",1,34740,[2],[5],"Art/2DArt/SkillIcons/passives/KeystoneHexMaster.dds",0,[9484]
1357,"KeystoneLetheShade",1,34741,[2],[5],"Art/2DArt/SkillIcons/passives/MomentofRespite.dds",0,[9484]
1358,"KeystoneGhostDance",1,34742,[2],[5],"Art/2DArt/SkillIcons/passives/Trickster/AcrobaticWillpower.dds",0,[9484]
1359,"KeystoneVersatileCombatant",1,34743,[2],[5],"Art/2DArt/SkillIcons/passives/VersatileCombatant.dds",0,[9484]
1360,"KeystoneMagebane",1,34744,[2],[5],"Art/2DArt/SkillIcons/passives/Deaden.dds",0,[9484]
1361,"KeystoneSolipsism",1,34745,[2],[5],"Art/2DArt/SkillIcons/passives/Resilience.dds",0,[9484]
1362,"KeystoneDivineShield",1,34746,[2],[5],"Art/2DArt/SkillIcons/passives/EnergisedFortress.dds",0,[9484]
1363,"KeystoneIronWill",1,34747,[2],[5],"Art/2DArt/SkillIcons/passives/KeystoneIronWill.dds",0,[9484]
1364,"KeystoneWickedWard",1,34748,[2],[5],"Art/2DArt/SkillIcons/passives/Occultist/EldrichBarrier.dds",0,[9484]
1365,"KeystoneWindDancer",1,34749,[2],[5],"Art/2DArt/SkillIcons/passives/WindDancer.dds",0,[9484]
1366,"KeystoneConduit",1,34750,[2],[5],"Art/2DArt/SkillIcons/passives/KeystoneConduit.dds",0,[9484]
1367,"KeystoneArrowDancing",1,34751,[2],[5],"Art/2DArt/SkillIcons/passives/KeystoneArrowDodging.dds",0,[9484]
1368,"KeystonePreciseTechnique",1,34752,[2],[5],"Art/2DArt/SkillIcons/passives/PreciseTechnique.dds",0,[9484]
1369,"KeystoneIronReflexes",1,34753,[2],[5],"Art/2DArt/SkillIcons/passives/KeystoneIronReflexes.dds",0,[9484]
1370,"KeystoneUnwaveringStance",1,34754,[2],[5],"Art/2DArt/SkillIcons/passives/KeystoneUnwaveringStance.dds",0,[9484]
1371,"KeystoneImbalancedGuard",1,34755,[2],[5],"Art/2DArt/SkillIcons/passives/SacredBastionKeystone.dds",0,[9484]
1372,"KeystoneEternalYouth",1,34756,[2],[5],"Art/2DArt/SkillIcons/passives/EternalYouth.dds",0,[9484]
1373,"KeystoneMindoverMatter",1,34757,[2],[5],"Art/2DArt/SkillIcons/passives/heroicspirit.dds",0,[9484]
1374,"KeystoneZealotsOath",1,34758,[2],[5],"Art/2DArt/SkillIcons/passives/liferegentoenergyshield.dds",0,[9484]
1375,"NotableBowAvatarOfTheHunt",1,34759,[2],[5],"Art/2DArt/SkillIcons/passives/AvataroftheHunt2.dds",0,[9483]
1376,"NotableBowDeadlyDraw",1,34760,[2],[5],"Art/2DArt/SkillIcons/passives/deadlydraw.dds",0,[9483]
1377,"NotableBowHeavyDraw",1,34761,[2],[5],"Art/2DArt/SkillIcons/passives/heavydraw.dds",0,[9483]
1378,"NotableBowFarsight",1,34762,[2],[5],"Art/2DArt/SkillIcons/passives/attackspeedbow.dds",0,[9483]
1379,"NotableBowMasterFletcher",1,34763,[2],[5],"Art/2DArt/SkillIcons/passives/masterfletcher.dds",0,[9483]
1380,"NotableBowKingOfTheHill",1,34764,[2],[5],"Art/2DArt/SkillIcons/passives/kingofthehill.dds",0,[9483]
1381,"NotableBowAspectOfTheEagle",1,34765,[2],[5],"Art/2DArt/SkillIcons/passives/AspectoftheEagle.dds",0,[9483]
1382,"NotableBowHuntersGambit",1,34766,[2],[5],"Art/2DArt/SkillIcons/passives/ProjectilesNotable.dds",0,[9483]
1383,"NotableStaffCounterweight",1,34767,[2],[5],"Art/2DArt/SkillIcons/passives/StaffCrit.dds",0,[9483]
1384,"NotableStaffSmashingStrikes",1,34768,[2],[5],"Art/2DArt/SkillIcons/passives/stunstaff.dds",0,[9483]
1385,"NotableStaffWhirlingBarrier",1,34769,[2],[5],"Art/2DArt/SkillIcons/passives/whirlingstaff.dds",0,[9483]
1386,"NotableStaffSteelwoodStance",1,34770,[2],[5],"Art/2DArt/SkillIcons/passives/StaffNotable3.dds",0,[9483]
1387,"NotableStaffSafeguard",1,34771,[2],[5],"Art/2DArt/SkillIcons/passives/GenericSpellBlockNotable.dds",0,[9483]
1388,"NotableStaffBluntTrauma",1,34772,[2],[5],"Art/2DArt/SkillIcons/passives/hammerblows.dds",0,[9483]
1389,"NotableStaffOneWithTheRiver",1,34773,[2],[5],"Art/2DArt/SkillIcons/passives/StaffNotable2.dds",0,[9483]
1390,"NotableStaffSerpentStance",1,34774,[2],[5],"Art/2DArt/SkillIcons/passives/serpentstance.dds",0,[9483]
1391,"NotableStaffEnigmaticDefence",1,34775,[2],[5],"Art/2DArt/SkillIcons/passives/StaffNotable.dds",0,[9483]
1392,"NotableStaffEnigmaticReach",1,34776,[2],[5],"Art/2DArt/SkillIcons/passives/StaffNotable.dds",0,[9483]
1393,"NotableSwordBladeOfCunning",1,34777,[2],[5],"Art/2DArt/SkillIcons/passives/legendaryswordsman.dds",0,[9483]
1394,"NotableSwordRazorsEdge",1,34778,[2],[5],"Art/2DArt/SkillIcons/passives/razorsedge.dds",0,[9483]
1395,"NotableSwordBladeMaster",1,34779,[2],[5],"Art/2DArt/SkillIcons/passives/blademaster.dds",0,[9483]
1396,"NotableSwordBladeDancer",1,34780,[2],[5],"Art/2DArt/SkillIcons/passives/SwordNotable1.dds",0,[9483]
1397,"NotableSwordFatalBlade",1,34781,[2],[5],"Art/2DArt/SkillIcons/passives/FatalBlade.dds",0,[9483]
1398,"NotableSwordBrutalBlade",1,34782,[2],[5],"Art/2DArt/SkillIcons/passives/cruelblade.dds",0,[9483]
1399,"NotableSwordBladeOfCunning2H",1,34783,[2],[5],"Art/2DArt/SkillIcons/passives/legendaryswordsman.dds",0,[9483]
1400,"NotableSwordRazorsEdge2H",1,34784,[2],[5],"Art/2DArt/SkillIcons/passives/razorsedge.dds",0,[9483]
1401,"NotableSwordBladeMaster2H",1,34785,[2],[5],"Art/2DArt/SkillIcons/passives/blademaster.dds",0,[9483]
1402,"NotableSwordBladeDancer2H",1,34786,[2],[5],"Art/2DArt/SkillIcons/passives/SwordNotable1.dds",0,[9483]
1403,"NotableSwordFatalBlade2H",1,34787,[2],[5],"Art/2DArt/SkillIcons/passives/FatalBlade.dds",0,[9483]
1404,"NotableSwordBrutalBlade2H",1,34788,[2],[5],"Art/2DArt/SkillIcons/passives/cruelblade.dds",0,[9483]
1405,"NotableAxeFellerOfFoes",1,34789,[2],[5],"Art/2DArt/SkillIcons/passives/AxeNotable2.dds",0,[9483]
1406,"NotableAxeHatchetMaster",1,34790,[2],[5],"Art/2DArt/SkillIcons/passives/AxesandAttackSpeed.dds",0,[9483]
1407,"NotableAxeHarvesterOfFoes",1,34791,[2],[5],"Art/2DArt/SkillIcons/passives/AxeNotable1.dds",0,[9483]
1408,"NotableAxeCleaving",1,34792,[2],[5],"Art/2DArt/SkillIcons/passives/hatchetmaster.dds",0,[9483]
1409,"NotableAxeSlaughter",1,34793,[2],[5],"Art/2DArt/SkillIcons/passives/fellingtheweak.dds",0,[9483]
1410,"NotableAxeFellerOfFoes2H",1,34794,[2],[5],"Art/2DArt/SkillIcons/passives/AxeNotable2.dds",0,[9483]
1411,"NotableAxeHatchetMaster2H",1,34795,[2],[5],"Art/2DArt/SkillIcons/passives/AxesandAttackSpeed.dds",0,[9483]
1412,"NotableAxeHarvesterOfFoes2H",1,34796,[2],[5],"Art/2DArt/SkillIcons/passives/AxeNotable1.dds",0,[9483]
1413,"NotableAxeCleaving2H",1,34797,[2],[5],"Art/2DArt/SkillIcons/passives/hatchetmaster.dds",0,[9483]
1414,"NotableAxeSlaughter2H",1,34798,[2],[5],"Art/2DArt/SkillIcons/passives/fellingtheweak.dds",0,[9483]
1415,"NotableMaceRibcageCrusher",1,34799,[2],[5],"Art/2DArt/SkillIcons/passives/BloodyBludgeon.dds",0,[9483]
1416,"NotableMaceSpinecruncher",1,34800,[2],[5],"Art/2DArt/SkillIcons/passives/stunmace.dds",0,[9483]
1417,"NotableMaceSkullcracking",1,34801,[2],[5],"Art/2DArt/SkillIcons/passives/skullcracking.dds",0,[9483]
1418,"NotableMaceBoneBreaker",1,34802,[2],[5],"Art/2DArt/SkillIcons/passives/macedmg.dds",0,[9483]
1419,"NotableMaceBlacksmithsClout",1,34803,[2],[5],"Art/2DArt/SkillIcons/passives/MaceNotable1.dds",0,[9483]
1420,"NotableMaceGalvanicHammer",1,34804,[2],[5],"Art/2DArt/SkillIcons/passives/galvanichammer.dds",0,[9483]
1421,"NotableMacePainForger",1,34805,[2],[5],"Art/2DArt/SkillIcons/passives/MaceNotable2.dds",0,[9483]
1422,"NotableMaceRibcageCrusher2H",1,34806,[2],[5],"Art/2DArt/SkillIcons/passives/BloodyBludgeon.dds",0,[9483]
1423,"NotableMaceSpinecruncher2H",1,34807,[2],[5],"Art/2DArt/SkillIcons/passives/stunmace.dds",0,[9483]
1424,"NotableMaceSkullcracking2H",1,34808,[2],[5],"Art/2DArt/SkillIcons/passives/skullcracking.dds",0,[9483]
1425,"NotableMaceBoneBreaker2H",1,34809,[2],[5],"Art/2DArt/SkillIcons/passives/macedmg.dds",0,[9483]
1426,"NotableMaceBlacksmithsClout2H",1,34810,[2],[5],"Art/2DArt/SkillIcons/passives/MaceNotable1.dds",0,[9483]
1427,"NotableMaceGalvanicHammer2H",1,34811,[2],[5],"Art/2DArt/SkillIcons/passives/galvanichammer.dds",0,[9483]
1428,"NotableMacePainForger2H",1,34812,[2],[5],"Art/2DArt/SkillIcons/passives/MaceNotable2.dds",0,[9483]
1429,"NotableClawPoisonousFangs",1,34813,[2],[5],"Art/2DArt/SkillIcons/passives/ClawNotable2.dds",0,[9483]
1430,"NotableClawLifeRaker",1,34814,[2],[5],"Art/2DArt/SkillIcons/passives/ClawNotable1.dds",0,[9483]
1431,"NotableClawClawsOfTheHawk",1,34815,[2],[5],"Art/2DArt/SkillIcons/passives/talonsofmurder.dds",0,[9483]
1432,"NotableClawClawsOfTheMagpie",1,34816,[2],[5],"Art/2DArt/SkillIcons/passives/ClawsOfTheMagpie.dds",0,[9483]
1433,"NotableClawClawsOfTheFalcon",1,34817,[2],[5],"Art/2DArt/SkillIcons/passives/eagletalons.dds",0,[9483]
1434,"NotableDaggerAddersTouch",1,34818,[2],[5],"Art/2DArt/SkillIcons/passives/adderstouch.dds",0,[9483]
1435,"NotableDaggerFromTheShadows",1,34819,[2],[5],"Art/2DArt/SkillIcons/passives/daggerpenetration.dds",0,[9483]
1436,"NotableDaggerBackstabbing",1,34820,[2],[5],"Art/2DArt/SkillIcons/passives/DaggerNotable1.dds",0,[9483]
1437,"NotableDaggerFlaying",1,34821,[2],[5],"Art/2DArt/SkillIcons/passives/flaying.dds",0,[9483]
1438,"NotableDaggerNightstalker",1,34822,[2],[5],"Art/2DArt/SkillIcons/passives/nightstalker.dds",0,[9483]
1439,"NotableWandTempestBlast",1,34823,[2],[5],"Art/2DArt/SkillIcons/passives/TempestBlast.dds",0,[9483]
1440,"NotableWandFusillade",1,34824,[2],[5],"Art/2DArt/SkillIcons/passives/fussilade.dds",0,[9483]
1441,"NotableWandDisintegration",1,34825,[2],[5],"Art/2DArt/SkillIcons/passives/masterywand.dds",0,[9483]
1442,"NotableWandElderPower",1,34826,[2],[5],"Art/2DArt/SkillIcons/passives/elderpower.dds",0,[9483]
1443,"NotableWandWandslinger",1,34827,[2],[5],"Art/2DArt/SkillIcons/passives/wandslingersprowess.dds",0,[9483]
1444,"NotableWandPrismWeave",1,34828,[2],[5],"Art/2DArt/SkillIcons/passives/masterywand.dds",0,[9483]
1445,"NotableShieldTestudo",1,34829,[2],[5],"Art/2DArt/SkillIcons/passives/barricade.dds",0,[9483]
1446,"NotableShieldRetaliation",1,34830,[2],[5],"Art/2DArt/SkillIcons/passives/Retaliation.dds",0,[9483]
1447,"NotableShieldDeflection",1,34831,[2],[5],"Art/2DArt/SkillIcons/passives/HoldingShieldDamage.dds",0,[9483]
1448,"NotableShieldDefiance",1,34832,[2],[5],"Art/2DArt/SkillIcons/passives/shieldwall.dds",0,[9483]
1449,"NotableShieldCommandOfSteel",1,34833,[2],[5],"Art/2DArt/SkillIcons/passives/CommandofSteel.dds",0,[9483]
1450,"NotableShieldAggresiveBastion",1,34834,[2],[5],"Art/2DArt/SkillIcons/passives/ShieldAttackDamage.dds",0,[9483]
1451,"NotableShieldSantuary",1,34835,[2],[5],"Art/2DArt/SkillIcons/passives/Sanctuary.dds",0,[9483]
1452,"NotableShieldSafeguard",1,34836,[2],[5],"Art/2DArt/SkillIcons/passives/GenericSpellBlockNotable.dds",0,[9483]
1453,"NotableShieldArcaneSantuary",1,34837,[2],[5],"Art/2DArt/SkillIcons/passives/ShieldNotable.dds",0,[9483]
1454,"WeaponQuality",1,34838,[2],[2],"Art/2DArt/SkillIcons/passives/strongarm.dds",0,[]
1455,"WeaponQuality",2,34839,[2],[2],"Art/2DArt/SkillIcons/passives/strongarm.dds",0,[]
1456,"WeaponQuality",3,34840,[2],[2],"Art/2DArt/SkillIcons/passives/strongarm.dds",0,[]
1457,"FireDoTMultiplierReducedFireResistance",1,34841,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/hellfire.dds",0,[]
1458,"FireDoTMultiplierReducedFireResistance",2,34842,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/hellfire.dds",0,[]
1459,"FireDoTMultiplierReducedFireResistance2h",1,34843,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/hellfire.dds",0,[]
1460,"FireDoTMultiplierReducedFireResistance2h",2,34844,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/hellfire.dds",0,[]
1461,"ColdDoTMultiplierReducedColdResisatance",1,34845,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/iceheart.dds",0,[]
1462,"ColdDoTMultiplierReducedColdResisatance",2,34846,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/iceheart.dds",0,[]
1463,"ColdDoTMultiplierReducedColdResisatance2h",1,34847,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/iceheart.dds",0,[]
1464,"ColdDoTMultiplierReducedColdResisatance2h",2,34848,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/iceheart.dds",0,[]
1465,"ChaosDoTMultiplierReducedChaosResistance",1,34849,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
1466,"ChaosDoTMultiplierReducedChaosResistance",2,34850,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
1467,"ChaosDoTMultiplierReducedChaosResistance2h",1,34851,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
1468,"ChaosDoTMultiplierReducedChaosResistance2h",2,34852,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
1469,"PhysicalDoTMultiplierEnemyOverwhelm",1,34853,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/PhysicalDamageOverTimeHybrid.dds",0,[]
1470,"PhysicalDoTMultiplierEnemyOverwhelm",2,34854,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/PhysicalDamageOverTimeHybrid.dds",0,[]
1471,"PhysicalDoTMultiplierEnemyOverwhelm2h",1,34855,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/PhysicalDamageOverTimeHybrid.dds",0,[]
1472,"PhysicalDoTMultiplierEnemyOverwhelm2h",2,34856,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/PhysicalDamageOverTimeHybrid.dds",0,[]
1473,"LocalElementalPenetrationReducedElementalResistance",1,34857,"[3,4]","[0,1,3]","Art/2DArt/SkillIcons/passives/IncreasedElementalDamage.dds",0,[]
1474,"LocalElementalPenetrationReducedElementalResistance",2,34858,"[3,4]","[0,1,3]","Art/2DArt/SkillIcons/passives/IncreasedElementalDamage.dds",0,[]
1475,"LocalChaosPenetrationReducedChaosResistance",1,34859,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
1476,"LocalChaosPenetrationReducedChaosResistance",2,34860,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/HeartofChaos.dds",0,[]
1477,"AreaOfEffectIfKilledRecentlyReducedAreaOfEffect",1,34861,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/blastradius.dds",0,[]
1478,"AreaOfEffectIfKilledRecentlyReducedAreaOfEffect",2,34862,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/blastradius.dds",0,[]
1479,"AreaOfEffectIfKilledRecentlyReducedAreaOfEffect2h",1,34863,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/blastradius.dds",0,[]
1480,"AreaOfEffectIfKilledRecentlyReducedAreaOfEffect2h",2,34864,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/blastradius.dds",0,[]
1481,"AreaOfEffectReducedAreaOfEffectIfKilledRecently",1,34865,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/blastradius.dds",0,[]
1482,"AreaOfEffectReducedAreaOfEffectIfKilledRecently",2,34866,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/blastradius.dds",0,[]
1483,"AreaOfEffectReducedAreaOfEffectIfKilledRecently2h",1,34867,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/blastradius.dds",0,[]
1484,"AreaOfEffectReducedAreaOfEffectIfKilledRecently2h",2,34868,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/blastradius.dds",0,[]
1485,"ProjectileSpeedReducedProjectileDamage",1,34869,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/BarragingProjectilesNotable.dds",0,[]
1486,"ProjectileSpeedReducedProjectileDamage",2,34870,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/BarragingProjectilesNotable.dds",0,[]
1487,"ProjectileSpeedReducedProjectileDamage2h",1,34871,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/BarragingProjectilesNotable.dds",0,[]
1488,"ProjectileSpeedReducedProjectileDamage2h",2,34872,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/BarragingProjectilesNotable.dds",0,[]
1489,"ArrowsChainChainingRange2h",1,34873,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/ChainingProjectiles.dds",0,[]
1490,"ChainingRange",1,34874,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/ChainingProjectiles.dds",0,[]
1491,"ChainingRange",2,34875,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/ChainingProjectiles.dds",0,[]
1492,"ChainingRange2h",1,34876,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/ChainingProjectiles.dds",0,[]
1493,"ChainingRange2h",2,34877,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/ChainingProjectiles.dds",0,[]
1494,"AdditionalPierce",1,34878,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/UpwardsFiringProjectilesNotable.dds",0,[]
1495,"AdditionalPierce2h",1,34879,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/UpwardsFiringProjectilesNotable.dds",0,[]
1496,"AdditionalPierce2h",2,34880,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/UpwardsFiringProjectilesNotable.dds",0,[]
1497,"ForkExtraProjectileChance",1,34881,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/ForkingProjectilesNotable.dds",0,[]
1498,"ForkExtraProjectileChance",2,34882,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/ForkingProjectilesNotable.dds",0,[]
1499,"ForkExtraProjectileChance2h",1,34883,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/ForkingProjectilesNotable.dds",0,[]
1500,"ForkExtraProjectileChance2h",2,34884,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/ForkingProjectilesNotable.dds",0,[]
1501,"MarkEffectIncreasedMarkCost",1,34885,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/MarkNotable1.dds",0,[]
1502,"MarkEffectIncreasedMarkCost",2,34886,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/MarkNotable1.dds",0,[]
1503,"MarkEffectIncreasedMarkCost2h",1,34887,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/MarkNotable1.dds",0,[]
1504,"MarkEffectIncreasedMarkCost2h",2,34888,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/MarkNotable1.dds",0,[]
1505,"FrenzyOnHittingMarkedEnemyReducedMarkEffect",1,34889,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/MarkNotable1.dds",0,[]
1506,"FrenzyOnHittingMarkedEnemyReducedMarkEffect",2,34890,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/MarkNotable1.dds",0,[]
1507,"FrenzyOnHittingMarkedEnemyReducedMarkEffect2h",1,34891,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/MarkNotable1.dds",0,[]
1508,"FrenzyOnHittingMarkedEnemyReducedMarkEffect2h",2,34892,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/MarkNotable1.dds",0,[]
1509,"CullingStrikeVsMarkedEnemyReducedAccuracyVsMarkedEnemy",1,34893,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/MarkNotable1.dds",0,[]
1510,"CullingStrikeVsMarkedEnemyReducedAccuracyVsMarkedEnemy2h",2,34894,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/MarkNotable1.dds",0,[]
1511,"LocalWeaponRange",1,34895,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/MeleeRange2.dds",0,[]
1512,"LocalWeaponRange",2,34896,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/MeleeRange2.dds",0,[]
1513,"LocalLifeLeechAndSpeed",1,34897,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/lifeleech.dds",0,[]
1514,"LocalLifeLeechAndSpeed",2,34898,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/lifeleech.dds",0,[]
1515,"LocalLifeLeechAndSpeed2h",1,34899,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/lifeleech.dds",0,[]
1516,"LocalLifeLeechAndSpeed2h",2,34900,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/lifeleech.dds",0,[]
1517,"LocalManaLeechAndSpeed",1,34901,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/minddrinker.dds",0,[]
1518,"LocalManaLeechAndSpeed",2,34902,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/minddrinker.dds",0,[]
1519,"LocalManaLeechAndSpeed2h",1,34903,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/minddrinker.dds",0,[]
1520,"LocalManaLeechAndSpeed2h",2,34904,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/minddrinker.dds",0,[]
1521,"SpellEnergyShieldLeechAndSpeed",1,34905,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/ArcaneReaping.dds",0,[]
1522,"SpellEnergyShieldLeechAndSpeed",2,34906,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/ArcaneReaping.dds",0,[]
1523,"SpellEnergyShieldLeechAndSpeed2h",1,34907,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/ArcaneReaping.dds",0,[]
1524,"SpellEnergyShieldLeechAndSpeed2h",2,34908,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/ArcaneReaping.dds",0,[]
1525,"MaxLifeLeechReducedLeechAmount",1,34909,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/lifeleech.dds",0,[]
1526,"MaxLifeLeechReducedLeechAmount2h",2,34910,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/lifeleech.dds",0,[]
1527,"MaxManaLeechReducedLeechAmount",1,34911,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/minddrinker.dds",0,[]
1528,"MaxManaLeechReducedLeechAmount2h",2,34912,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/minddrinker.dds",0,[]
1529,"MaxEnergyShieldLeechReducedLeechAmount",1,34913,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/ArcaneReaping.dds",0,[]
1530,"MaxEnergyShieldLeechReducedLeechAmount2h",2,34914,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/ArcaneReaping.dds",0,[]
1531,"LocalLifeOnHitReducedManaOnHit",1,34915,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/LifeGainOnHitNotable.dds",0,[]
1532,"LocalLifeOnHitReducedManaOnHit",2,34916,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/LifeGainOnHitNotable.dds",0,[]
1533,"LocalManaOnHitReducedLifeOnHit",1,34917,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/minddrinker.dds",0,[]
1534,"LocalManaOnHitReducedLifeOnHit",2,34918,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/minddrinker.dds",0,[]
1535,"TravelSkillCooldownSpeedReducedMovementSpeed",1,34919,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/EvasionAndPhasingNotable.dds",0,[]
1536,"TravelSkillCooldownSpeedReducedMovementSpeed",2,34920,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/EvasionAndPhasingNotable.dds",0,[]
1537,"TravelSkillCooldownSpeedReducedMovementSpeed2h",1,34921,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/EvasionAndPhasingNotable.dds",0,[]
1538,"TravelSkillCooldownSpeedReducedMovementSpeed2h",2,34922,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/EvasionAndPhasingNotable.dds",0,[]
1539,"MovementSpeedTravelSkillsDisabled",1,34923,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/quickstep.dds",0,[]
1540,"MovementSpeedTravelSkillsDisabled",2,34924,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/quickstep.dds",0,[]
1541,"MovementSpeedTravelSkillsDisabled2h",1,34925,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/quickstep.dds",0,[]
1542,"MovementSpeedTravelSkillsDisabled2h",2,34926,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/quickstep.dds",0,[]
1543,"ArcaneSurgeOnCriticalStrikeReducedArcaneSurgeEffect",1,34927,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/ManaandArcaneSurge.dds",0,[]
1544,"ArcaneSurgeOnCriticalStrikeReducedArcaneSurgeEffect",2,34928,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/ManaandArcaneSurge.dds",0,[]
1545,"ArcaneSurgeOnCriticalStrikeReducedArcaneSurgeEffect2h",1,34929,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/ManaandArcaneSurge.dds",0,[]
1546,"ArcaneSurgeOnCriticalStrikeReducedArcaneSurgeEffect2h",2,34930,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/ManaandArcaneSurge.dds",0,[]
