"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","f32_60","IncrementalEffectiveness"
7609,"GSCardMonsterFire","[620,12730]",[],[],1,0,0
7610,"GSVirisiumBossTriggerCracks","[620,12730]",[],[],1,0,0
7611,"GSPietyGauntletBloodOrbExplosion",[620],[],[],5,0,0.0333
7612,"GAZAngerGroundslamUnarmed","[620,12730]","[1236,3027]","[15,25]",1,0,0
7613,"GAZAngerBurningGroundSlam","[620,12730,22890]","[1236,484,3027,8815]","[13,60,25,100]",1,0,0
7614,"GAZAngerStomp","[620,12730]",[14655],[100],1,0,0
7615,"GSZAngerSolarOrbNova","[620,12730,22890]",[8815],[100],4,0,0.05
7616,"GSBenevolenceBossFusionBlast","[620,12730,198,197,22890]","[6914,8816,8817,8815]","[100,100,100,100]",1.8,0,0.055
7617,"GSBenevolenceBossEmberTendrilTrigger","[620,12730,197,1975]",[8815],[20],0.35,0,0.06
7618,"IgnoranceBeamDamage","[620,1975,12730]","[21569,358,8559,16700]","[0,5000,-20,30]",0.37,0,0.06
7619,"IgnoranceIceNovaSlam","[620,12730,22890]","[3027,662,485]","[35,-75,80]",0.45,0,0.06
7620,"GSIgnoranceLaserBeam","[620,1975,12730,21452,198]",[8817],[100],0.22,0,0.0565
7621,"GSIgnoranceLaserBeam2","[620,1975,12730,21452]",[8816],[100],0.25,0,0.0565
7622,"GABenevolenceBossDoubleFrontSlam","[620,12730]","[1236,485]","[35,50]",1,0,0
7623,"GSFragmentOfBenevolenceKillZone","[620,12730]",[484],[80],1.608,0,0.05
7624,"GSBenevolenceBossEyebeamBlast","[620,12730,22890]","[10847,3027]","[100,20]",3,0,0.0562
7625,"GSBenevolenceBossEyebeamBlastBulletHellVariant","[620,12730,22890]","[6914,1493]","[100,40]",2.05,0,0.0562
7626,"GAAngerFissureSlamTrail","[620,12730]",[484],[60],1,0,0
7627,"GSBenevolenceBossTantacleWave","[620,12730,18750]",[],[],15,0,0.0562
7628,"GAAngerLeapAttack","[620,12730]",[],[],1,0,0
7629,"GAEGAngerAimLine","[620,12730]",[],[],1,0,0
7630,"GSIgnoranceSkyFallImpact","[620,12730,22890]","[485,8816]","[75,100]",0.34,0,0.0575
7631,"GSIgnoranceSkyFallImpactUber","[620,12730,22890]","[485,8816]","[75,100]",0.34,0,0.0575
7632,"GSIgnoranceBossBigBlast","[620,12730,18750]","[3027,662]","[300,-65]",2.8,0,0.06
7633,"GSBenevolenceBossShrinkingFireNova","[620,12730,3026,22890]",[],[],0,0,0
7634,"GSBenevolenceBossEyebeamIceBlast","[620,12730]","[10847,457]","[200,50]",3,0,0.0562
7635,"GSZanaWalkerProjImpact","[620,12730]",[486],[60],1.1,0,0.04
7636,"GAStompDetonateWaveEG","[620,12730]",[],[],1,0,0
7637,"GSZanaHumanoidEliteStormCallSingle",[12730],"[485,8816]","[60,100]",1.403,0,0.05
7638,"GSZanaHumanoidEliteSoulBeam","[12730,620]","[485,457,662]","[70,20,-30]",1.9,0,0.05
7639,"GAZanaSpikerRain","[620,12730]",[5519],[100],1,0,0
7640,"GAZanaHoundChargeEnd","[620,12730]",[484],[25],1,0,0
7641,"GAZanaHoundGroundSlam","[620,12730]","[1236,3027]","[12,25]",1,0,0
7642,"GSZanaWyvernStormCall","[620,12730]","[486,661]","[60,25]",1.348,0,0.0425
7643,"GSFragmentOfAngerUltimate","[620,12730]","[6946,613]","[1,33]",3,0,0.05
7644,"GAFragmentOfAngerExplosiveArrowDetonation","[620,12730]","[1105,8815]","[65,100]",1,0,0
7645,"GABenevolenceTeleSlam","[620,12730,22890]",[3027],[100],1,0,0
7646,"GSAngerBossOrbShatter","[620,12730]",[],[],3,0,0.05
7647,"GAAngerBigStomp","[620,12730,22890]",[],[],1,0,0
7648,"GABreachEliteHellscapePaleEliteSkyCone","[620,12730]","[1107,22133]","[60,3]",1,0,0
7649,"GSAngerBossOrbBeamDamage","[620,12730,18750]",[358],[3000],3,0,0.0425
7650,"GSBreachHandMageEnergyEruption","[620,12730]",[1490],[30],8.8,0,0.0475
7651,"GSBreachHandMageChestSummon","[620,12730]",[],[],1,0,0
7652,"GSBreachHandMageSpiderMines","[620,12730]",[661],[100],3,0,0.0475
7653,"GSBreachHandMageChaosImpact","[620,12730]",[],[],3,0,0.035
7654,"GSBreachHandMageLightningImpact","[620,12730]",[],[],5,0,0.0475
7655,"GSBreachHandMagePortalBlast","[620,12730]","[18367,10457,486,358]","[100,100,33,8000]",2,0,0.035
7656,"GAFallenKnightCorruptingSlam","[620,12730]","[358,5869,14864,3027]","[12000,0,11,20]",5.8,0,0.04
7657,"GAFallenKnightShieldCatch","[620,12730]","[662,3942,5052,5053,8319,358]","[40,100,5000,1,100,8000]",1,0,0
7658,"GSFallenKnightShieldStab","[620,12730]","[1236,3027,1106]","[60,20,75]",1,0,0
7659,"GSFallenKnightIceShowerSingle","[620,12730]","[358,6320,5869,17561]","[10000,11,0,100]",6.6666,0,0.0425
7660,"GAFallenKnightPostShowerSlam","[620,12730]",[3027],[20],1,0,0
7661,"GSZAngerSolarOrbNovaUber","[620,12730]",[8815],[100],4,0,0.05
7662,"GSChayulaSkillFreezePulse","[620,12730]",[],[],0.5,0,0.05
7663,"GSFallenKnightUltimatePhaseEffects","[620,12730]",[],[],1,0,0
7664,"GSChayulaSkillMeteorSmall","[620,12730]",[],[],3.2,0,0.0751
7665,"GSChayulaSkillMeteorLarge","[620,12730]",[],[],9,0,0.0751
7666,"GSChayulaFortressCollapseExplosion","[620,12730]",[],[],2.5,0,0.0425
7667,"GSSareshCascadeExplosion",[620],[],[],1.05,0,0.04
7668,"GSSareshBloodCleaveOrbExplosion",[620],[],[],2.05,0,0.04
7669,"GSFaridunWarlockMeteorImpact",[620],[3425],[50],3.05,0,0.035
7670,"GSGoldenVolatileExplosion","[620,12730,3026]",[],[],1,0,0
7671,"GSFaridunWispExplosion","[620,12730]",[],[],1.1,0,0.04
7672,"GSFaridunAstralDaemonExplosion","[620,12730]",[],[],1.6,0,0.04
7673,"GSFaridunWispExplosionArena","[620,12730]",[358],[6000],1.5,0,0.04
7674,"GAFaridunAcolyteCentralImpact",[620],[],[],1,0,0
7675,"GAFaridunAcolyteDonutImpact",[620],[],[],1,0,0
7676,"GAFaridunAcolyteAstralCascade",[620],[],[],1,0,0
7677,"GSFaridunAstralDaemonInitialImpact",[620],[],[],2,0,0.03
7678,"GSFaridunAstralDaemonDonutImpact",[620],[],[],4,0,0.03
7679,"GAFaridunAstralAcolyteTriggeredMelee",[620],[],[],1,0,0
7680,"GAFaridunCrawlingArmOnDeath",[620],[],[],1,0,0
7681,"GAFaridunMeleeDjinnDashStab",[620],[],[],1,0,0
7682,"GSSareshBeam","[620,12730]",[],[],1.4,0,0.04
7683,"GSSareshMultiBeam","[620,12730]",[662],[-50],1.4,0,0.04
7684,"GSSareshMultiBeamFinalBeam",[620],[662],[-50],3.05,0,0.04
7685,"GASareshBasicSlam","[620,12730]","[22336,3027,2748]","[40,50,-80]",1,0,0
7686,"GSSareshFleshPillarExplode","[620,12602]",[3425],[100],0.8,0,0.04
7687,"GSSareshFleshPillarExplodeFinal","[620,12602]",[3425],[100],1.2,0,0.04
7688,"GSSareshPhaseSlamInitialImpact",[620],[2748],[-80],0.85,0,0.04
7689,"GSSareshPhaseSlamFinalImpact",[620],[2748],[-80],10,0,0.0697
7690,"GSSareshGroundBeamExplosion",[620],[6946],[1],1.85,0,0.04
7691,"GAQuillCrabSpikeExplosion",[620],[485],[50],1,0,0
7692,"GSDominusGauntletExtraWave","[620,22890]","[1107,661]","[50,100]",1.9375,0,0.055
7693,"GSAngerBossRoseImpact",[620],[1105],[50],1.9,0,0.05
7694,"GADeepwaterCrawlerLeapSwipe",[620],[],[],1,0,0
7695,"GADeepwaterCrabMinibossSunderWave1",[620],[485],[75],1,0,0
7696,"GADeepwaterCrabMinibossSunderWave2",[620],[485],[75],1,0,0
7697,"GADeepwaterCrabMinibossSunderWave3",[620],[485],[75],1,0,0
7698,"GADeepwaterCrabMinibossSunderWave4",[620],"[485,3622,596]","[100,200,15]",1,0,0
7699,"GSDeepwaterCrabMinibossTailStabBurst",[620],[486],[100],1,0,0
7700,"GSDeepwaterCrabMinibossTailBeam",[620],"[486,661]","[100,100]",1,0,0
7701,"GSDeepwaterHagVolatileExplode",[620],[],[],2,0,0.045
7702,"GADeepwaterCrabMinibossTravelDamage",[620],[485],[50],1,0,0
7703,"GADeepwaterCrabMinibossUnburrow",[620],[485],[50],1,0,0
7704,"GADeepwaterCoralGolemRollDamage",[620],[],[],1,0,0
7705,"GADeepwaterCoralGolemGroundSlam","[620,12730]",[22336],[15],1,0,0
7706,"GADeepwaterCoralGolemSlamShock",[620],"[485,457]","[50,15]",1,0,0
7707,"GADeepwaterDrownedSlamImpact",[620],[],[],1,0,0
7708,"GADeepwaterDrownedSlamAftershock",[620],"[484,613]","[100,100]",1,0,0
7709,"GADeepwaterStarfishPillarFall",[620],[],[],1,0,0
7710,"GSDeepwaterStarfishPoisonCloud","[620,12730]",[3425],[100],0.85,0,0.04
7711,"GADeepwaterParasiteSlam","[620,12730]",[22336],[15],1,0,0
7712,"GADeepwaterGiantParasiteSlam","[620,12730]",[22336],[15],1,0,0
7713,"GSPrimordialBatCrystalExplosion",[620],[],[],1.15,0,0.042
7714,"GAPrimordialBatLeapSlash",[620],[],[],1,0,0
7715,"GSTarhulkSpikeStab",[620],[],[],1.2,0,0.04
7716,"GASerpentClanTailSweep","[620,12730]",[22336],[20],1,0,0
7717,"GSSerpentClanCrystalExplode",[620],[],[],1,0,0.04
7718,"GSSerpentClanUnburrowDetonate",[],[],[],1,0,0
7719,"GADeepwaterParasiteGiantSlam","[620,12730]",[22336],[30],1,0,0
7720,"GAAbyssPinnacleBossBasicAttackRight","[620,12730,13700]",[484],[40],1,0,0
7721,"GAAbyssPinnacleBossBasicAttackLeft","[620,12730,13700]",[484],[40],1,0,0
7722,"GAAbyssPinnacleBossBasicAttackRightClose","[620,12730,13700]",[484],[40],1,0,0
7723,"GAAbyssPinnacleBossBasicAttackLeftClose","[620,12730,13700]",[484],[40],1,0,0
7724,"GAAbyssPinnacleBossBasicAttackRight90","[620,12730,13700]",[484],[40],1,0,0
7725,"GAAbyssPinnacleBossBasicAttackLeft90","[620,12730,13700]",[484],[40],1,0,0
7726,"GATarhulkSlam","[620,12730]",[],[],1,0,0
7727,"GSCollectorAbyssExplodeOnDeath",[620],[],[],1.15,0,0.04
7728,"GSCocoonAbyssCrystalZap",[620],[661],[50],2,0,0.045
7729,"GSFungalArtilleryImpact",[620],[],[],1.15,0,0.04
7730,"GADeepwaterJavelineerNetZap","[620,3876]",[486],[100],1,0,0
7731,"GAAbyssPinnacleBossHeadSlam","[620,12730,13700]","[3658,358,484]","[2,6000,100]",1,0,0
7732,"GAAbyssPinnacleBossHeadSlam180","[620,12730,13700]","[3658,358,484]","[2,6000,100]",1,0,0
7733,"GSAbyssPinnacleBossPhylacteryBeam",[620],[486],[60],2,0,0.045
7734,"GAAbyssPinnacleBossArmBlockImpact",[620],[484],[40],1,0,0
7735,"GSAbyssPinnacleBossArmBlockWalls",[620],"[3658,358,484]","[2,4000,50]",1,0,0
7736,"GAAbyssPinnacleBossMultislamFistImpact",[620],[484],[40],1,0,0
7737,"GSAbyssRumCarrierExplosion","[620,12730,7428,7429]",[484],[50],1.15,0,0.04
7738,"GSAbyssPaleWalkerProjImpact",[620],[],[],1.5,0,0.04
7739,"GSAbyssPinnacleBossCrystalFallImpact",[620],[],[],4.5,0,0.045
7740,"GADeepwaterGolemProjImpact",[620],[485],[100],1,0,0
7741,"GSAbyssPinnacleBossVolatileExplode",[620],[],[],3,0,0.045
7742,"GSCorpseStriderBolt",[620],[],[],1.8,0,0.042
7743,"GSAbyssPinnacleBossSoulercoasterImpact",[620],[484],[100],2.5,0,0.045
7744,"GSAbyssPinnacleBossDaggerExplosion",[620],[],[],2,0,0.045
7745,"GSCorpseWalkerCrystalDetonator","[620,12730]",[],[],0.7,0,0.04
7746,"GSCorpseWalkerCrystalExplosion",[620],[],[],1.8,0,0.042
7747,"GACorpseStriderBladeHit",[620],[],[],1,0,0
7748,"GSEelBossLightningSpitImpact",[620],[],[],1.4,0,0.045
7749,"GAEelBossWaterSpitImpact",[620],[],[],1,0,0
7750,"GSEelBossLightningBlobZap",[620],[],[],1.65,0,0.045
7751,"GAEelBossBodySlam","[620,12730]","[22336,486]","[40,60]",1,0,0
7752,"GSEelBossRiderGroundBeamImpact",[620],[6946],[1],1,0,0.045
7753,"GACorpseStriderKnockbackDash","[620,110]",[],[],1,0,0
7754,"GSEelBossWaterJetHit",[620],[],[],1.3,0,0.045
7755,"GSEelBossArenaCrashHit",[620],[],[],2.5,0,0.045
7756,"GSEelBossRiderQuickLeapBlast",[620],[661],[100],0.9,0,0.045
7757,"GAEelBossRiderClawRetaliate","[620,12730,110]",[404],[100],1,0,0
7758,"GAEelBossRiderBarnacleCascade1",[620],[],[],1,0,0
7759,"GAEelBossRiderBarnacleCascade2",[620],[],[],1,0,0
7760,"GAEelBossRiderBarnacleCascade3",[620],[],[],1,0,0
7761,"GAEelBossRiderBarnacleCascade4",[620],[],[],1,0,0
7762,"GSEelBossRiderExpandingWave","[620,12730]","[3622,662]","[100,-60]",0.7,0,0.045
7763,"GSEelBossRiderLightningWhip","[620,12730]","[661,662,597]","[100,-45,10]",4,0,0.045
7764,"GSCrabMinibossLightningOrbPop",[620],[661],[25],1,0,0
7765,"GSCrabMinibossLightningTailBlastBeam",[620],[661],[50],1,0,0
7766,"GSCrystalSpireExpandingWave",[620],[],[],0.9,0,0.04
7767,"GSAbyssPinnacleBossDaggerBreathImpact",[620],[],[],2,0,0.045
7768,"GSEelBossRiderLightningZap","[620,12730]","[661,662]","[100,-60]",1,0,0.045
7769,"GSEelBossRiderLightningBolt",[620],[661],[100],1.8,0,0.045
7770,"GAEelBossRiderAnchorHit","[620,686]",[486],[50],1,0,0
7771,"GSEelBossLeapLightningBlast",[620],[],[],1.8,0,0.045
7772,"GSEelBossLightningSurgeEelBlast",[620],[661],[100],3.2,0,0.045
7773,"GSEelBossLightningSurgeRiderBlast",[620],[661],[100],3.2,0,0.045
7774,"GSEelBossStormcallLightningBolt",[620],[661],[100],4,0,0.045
7775,"GAEelBossHeadSlam","[620,12730]",[],[],1,0,0
7776,"GSAbyssCrystalSpireBeam","[620,12730,13700]",[],[],1.8,0,0.045
7777,"GSAbyssLichBossPhylacteryBeam",[620],[486],[60],1.7,0,0.045
7778,"GSqwe_GAqwe_NEW_ENTRIES_GO_ABOVE_ME","[620,12730]",[],[],1,0,0
7779,"SpellNovaElderGuardianLightning","[620,1975]",[318],[-25],3.375,0,0.03
7780,"SpellNovaElderGuardianLightningWeak","[620,1975]",[318],[-25],2.7,0,0.03
7781,"SpellNovaElderGarden",[620],[],[],1.3333,0,0.038
7782,"SpellNovaGuardianRiverFrog",[620],[5869],[-25],4.5455,0,0.05
7783,"SpellNovaCrabBossGeyser",[620],[5869],[-60],0.6818,0,0.045
7784,"SpawnArakaaliHatchling",[4598],[],[],1,0,0
7785,"SpawnBlightHatchling",[2510],"[885,2201,4854]","[410,2,-90]",1,0,0
7786,"SupportLesserReducedManaCost",[],[],[],1,0,0
7787,"SpiderGodActivateLaserToward",[22890],[2748],[-50],10,0,0.036
7788,"SpiderGodActivateLaserTowardMap",[],[2748],[-50],6,0,0.036
7789,"SpiderGodActivateLaserTowardMaligaroGauntlet",[],[2748],[-50],10,0,0.036
7790,"SpiderGodActivateLaserAway",[22890],[2748],[-50],10,0,0.036
7791,"SpiderGodActivateLaserAwayMap",[],[2748],[-50],6,0,0.036
7792,"AttackVortex","[620,501]","[325,1107]","[70,60]",1,0,0
7793,"CorruptedBloodNova",[620],"[3248,1997]","[9000,3000]",0.5,0,0.053
7794,"DelayedFireSpark",[501],"[358,662,5869,177]","[1500,-40,-75,25]",0.8333,0,0.035
7795,"DelayedFireSparkAtlasUber",[501],"[358,662,5869,177]","[1500,-40,-75,25]",0.8333,0,0.035
7796,"DelayedLightningSpark",[],"[358,662,5869,177]","[500,-40,-75,25]",1.5,0,0.045
7797,"DelayedLightningSparkTriggerCascade","[6436,22890]","[358,662,5869,177]","[2000,-40,-75,25]",2.55,0,0.045
7798,"SummonedSparkDaemon","[2510,889]","[6228,885,2201,4854,177]","[100,241,1,-90,25]",1,0,0
7799,"SummonedSparkDaemonAtlasUber","[2510,889]","[6228,885,2201,4854,177]","[100,241,1,-90,25]",1,0,0
7800,"SummonedSparkDaemonLightning","[2510,889]","[6228,885,2201,4854,177]","[100,340,1,-90,25]",1,0,0
7801,"SummonedSparkDaemonLightningEpic","[2510,889]","[6228,885,2201,4854,177]","[100,356,1,-90,25]",1,0,0
7802,"AbyssSummonNormalSkeletons",[2510],"[885,2201,6266,216]","[275,1,90,3]",1,0,0
7803,"AbyssSummonNormalVoidBearer",[2510],"[885,2201,6266,216]","[276,1,156,2]",1,0,0
7804,"AbyssSummonNormalParasiticSquid",[2510],"[885,2201,6266,216]","[277,1,150,1]",1,0,0
7805,"AbyssSummonNormalVendigo",[2510],"[885,2201,6266,216]","[278,1,113,1]",1,0,0
7806,"AbyssSummonNormalMineBat",[2510],"[885,2201,6266,216]","[279,1,180,1]",1,0,0
7807,"AbyssSummonNormalGrubStationary",[2510],"[885,2201,4854,216]","[300,1,80,1]",1,0,0
7808,"AbyssSummonMagicSkeletons",[2510],"[885,2201,6266,2200]","[275,1,120,1]",1,0,0
7809,"AbyssSummonMagicVoidBearer",[2510],"[885,2201,6266,2200]","[276,1,195,1]",1,0,0
7810,"AbyssSummonMagicParasiticSquid",[2510],"[885,2201,6266,2200]","[277,1,125,1]",1,0,0
7811,"AbyssSummonMagicVendigo",[2510],"[885,2201,6266,2200]","[278,1,113,1]",1,0,0
7812,"AbyssSummonMagicMineBat",[2510],"[885,2201,6266,2200]","[279,1,180,1]",1,0,0
7813,"AbyssSummonMagicGrubStationary",[2510],"[885,2201,4854,2200]","[300,1,90,1]",1,0,0
7814,"AbyssSummonRareBoneStalker",[2510],"[885,2201,6266,2200]","[282,1,240,2]",1,0,0
7815,"AbyssSummonRareVendigo",[2510],"[885,2201,6266,2200]","[283,1,114,2]",1,0,0
7816,"AbyssSummonRareBoneHusk",[2510],"[885,2201,6266,2200]","[284,1,275,2]",1,0,0
7817,"AbyssSummonRareMineBat",[2510],"[885,2201,6266,2200]","[285,1,160,2]",1,0,0
7818,"AbyssSummonRareUndying",[2510],"[885,2201,6266,2200]","[286,1,198,2]",1,0,0
7819,"AbyssSummonCrackLeft",[2510],"[885,2201,6266,6940]","[289,1,80,-90]",1,0,0
7820,"AbyssSummonCrackRight",[2510],"[885,2201,6266,6940]","[289,1,80,90]",1,0,0
7821,"AbyssSummonCrackGrub",[2510],"[885,2201,4854]","[300,1,40]",1,0,0
7822,"AbyssSummonAbyssCrystalPillar","[2510,7428,7429,7430]","[885,2201,4854,2200]","[311,1,-50,3]",1,0,0
7823,"BestiarySpiderPlateSpiritBossSummon","[2510,2547,4961]","[885,2201,4854]","[335,6,40]",1,0,0
7824,"BetrayalModSummonCorpseVineDaemon","[2510,2547,4961]","[885,2201]","[375,1]",1,0,0
7825,"FireTailSpark","[1816,501]","[358,175,177]","[2000,8,25]",2,0,0.045
7826,"LightningIncursionSpark","[1816,501]","[358,175,177]","[500,3,25]",2.25,0,0.045
7827,"DelveDwellerSpark","[4655,1975,1816,501]","[358,175,177]","[1500,2,25]",2.25,0,0.045
7828,"LakeBossSpark","[4655,1816]","[358,175,662,177]","[2500,2,-99,-50]",0.9,0,0.045
7829,"LightningIncursionSparkEpic","[1816,501]","[358,175,177]","[500,5,25]",2.25,0,0.045
7830,"TriggerCharge1",[],"[358,179]","[3000,50]",1,0,0
7831,"TriggerCharge2",[],"[358,179]","[2000,50]",1,0,0
7832,"TriggerCharge3",[],"[358,179]","[1000,50]",1,0,0
7833,"TriggeredFireOrbs","[620,1872]","[175,179,6236,5869]","[2,-40,100,30]",1.5,0,0.03
7834,"SupportDecay",[],[],[],1.63,0,0.0485
7835,"SupportEfficacy",[],[],[],1,0,0
7836,"SupportVileToxins",[],[6241],[5],1,0,0
7837,"SupportMaim",[],"[5519,6209]","[30,10]",1,0,0
7838,"SupportMaimRoyale",[],[],[],1,0,0
7839,"SupportImmolate",[],[],[],0.8889,0,0.034
7840,"SupportUnboundAilments",[],[],[],1,0,0
7841,"SupportBrutality","[5002,1751]",[],[],1,0,0
7842,"GarukhanComboAttack",[620],"[358,2748]","[300,-25]",1,0,0
7843,"EmptyActionSpell",[],[],[],1,0,0
7844,"EmptyActionSpellDaemon",[],[],[],1,0,0
7845,"EmptyActionSpellYugul",[],[],[],1,0,0
7846,"EmptyActionSpellGarukhan",[],[],[],1,0,0
7847,"EmptyActionSpellGarukhanTornadoes",[],[],[],1,0,0
7848,"EmptyActionSpellGarukhanMinions",[],[],[],1,0,0
7849,"EmptyActionSpellGarukhanMinions2",[],[],[],1,0,0
7850,"EmptyActionSpellAxisCasterArcticArmour",[],[],[],1,0,0
7851,"EmptyActionSpellAsixCasterFlameEnrage",[],[],[],1,0,0
7852,"EmptyActionSpellAxisBossLunaris",[],[],[],1,0,0
7853,"EmptyActionSpellLunarisSolaris",[],[],[],1,0,0
7854,"EmptyActionSpellBlackguardZombie",[],[],[],1,0,0
7855,"EmptyActionSpellAvatar",[],[],[],1,0,0
7856,"EmptyActionSpellBasilisk",[7428],[],[],1,0,0
7857,"EmptyActionSpellDelveStoneGaze","[7428,7429,7430]",[1217],[-50],1,0,0
7858,"EmptyActionSpellStoneGazeStatue",[],[],[],1,0,0
7859,"EmptyActionSpellPetrificationStatue",[],[],[],1,0,0
7860,"EmptyActionSpellDusk",[],[],[],1,0,0
7861,"EmptyActionSpellBoulderdash",[],[],[],1,0,0
7862,"EmptyActionSpellDoedreCursePillar",[],[],[],1,0,0
7863,"EmptyActionSpellDoedreCursePillarStandalone",[],[],[],1,0,0
7864,"EmptyActionSpellIzaroDaemon",[],[],[],1,0,0
7865,"EmptyActionSpellShavronneTeleport",[],[],[],1,0,0
7866,"EmptyActionSpellHarbingerBuffWeak",[],[],[],1,0,0
7867,"EmptyActionSpellHarbingerBuffStrong",[],[],[],1,0,0
7868,"EmptyActionSpellDropColdBeacon",[],[],[],1,0,0
7869,"EmptyActionSpellOverseerKrowMap",[],[],[],1,0,0
7870,"EmptyActionSpellOverseerKrowMapSpawners",[],[],[],1,0,0
7871,"EmptyActionSpellDroolmaw",[],[],[],1,0,0
7872,"EmptyActionSpellAbyssLichBoss1",[],[],[],1,0,0
7873,"EmptyActionSpellVastiri1",[],[6506],[1],1,0,0
7874,"EmptyActionSpellVastiri2",[],[6506],[2],1,0,0
7875,"EmptyActionSpellVastiri3",[],[6506],[3],1,0,0
7876,"EmptyActionSpellVastiri4",[],[6506],[4],1,0,0
7877,"EmptyActionSpellVastiriDelayedBlast",[],[6506],[5],1,0,0
7878,"EmptyActionSpellAbyssMonsterSpawnerTransitionParent",[],[],[],1,0,0
7879,"EmptyActionSpellAbyssMonsterSpawnerKillSelf",[],[],[],1,0,0
7880,"EmptyActionSpellStatueMage",[],[],[],1,0,0
7881,"EmptyActionSpellMatriarchZombieBoss",[],[],[],1,0,0
7882,"EmptyActionSpellAbyssBoneStalkerStealth",[],[],[],1,0,0
7883,"EmptyActionSpellAbyssBoneStalkerEpicSoulSpend",[],[],[],1,0,0
7884,"EmptyActionSpellProclamationBossSlam",[],[],[],1,0,0
7885,"EmptyActionSpellElderGuardianChaosGemoetry",[],[],[],1,0,0
7886,"EmptyActionSpellVilentaGeometry",[],[],[],1,0,0
7887,"EmptyActionSpellScorpionGeometry",[],[],[],1,0,0
7888,"EmptyActionSpellVilentaCombo",[],[],[],1,0,0
7889,"EmptyActionSpellVilentaSunder",[],[],[],1,0,0
7890,"EmptyActionSpellElderUber",[],[],[],1,0,0
7891,"EmptyActionSpellTentacleFiendProjectiles",[],[],[],1,0,0
7892,"EmptyActionSpellHolyGuardianSlam",[],[],[],1,0,0
7893,"EmptyActionSpellElderGuardianChaosCascade",[],[],[],1,0,0
7894,"EmptyActionSpellAbyssLichBoss2","[7428,7429,7430]",[],[],1,0,0
7895,"EmptyActionSpellElderGuardianHolySwordStorm",[],[],[],1,0,0
7896,"EASSanctumPurifierSwordStorm","[7429,7430,12730]",[],[],1,0,0
7897,"EmptyActionSpellBestiaryRavenStorm",[],[],[],1,0,0
7898,"EmptyActionSpellTigerHideAndSummonFriends",[],[],[],1,0,0
7899,"EmptyActionSpellTigerBanish",[],[],[],1,0,0
7900,"EmptyActionSpellBestiaryChimeraSpirit",[],[],[],1,0,0
7901,"EmptyActionSpellBestiaryMarakethBirdBossScreech",[],[],[],1,0,0
7902,"EmptyActionSpellBestiaryMarakethBirdBossScreech2",[],[],[],1,0,0
7903,"EmptyActionSpellBestiaryMarakethBirdBossScreech3",[],[],[],1,0,0
7904,"EmptyActionSpellBestiaryBeastSlamStorm",[],[],[],1,0,0
7905,"EmptyActionSpellBestiaryCrabBossRoar",[],[],[],1,0,0
7906,"EmptyActionSpellBestiaryTigerComboAttack",[],[],[],1,0,0
7907,"EmptyActionSpellAzmeriTigerComboAttack",[],[],[],1,0,0
7908,"EmptyActionSpellVaalArchitect2","[7428,7429,7430]",[],[],1,0,0
7909,"EmptyActionSpellSpikerTaunt",[],[],[],1,0,0
7910,"EmptyActionAttackBestiaryIguanaShardBarrage",[],[],[],1,0,0
7911,"EmptyActionSpellBestiaryModTaunt",[],[],[],1,0,0
7912,"EmptyActionSpellWest",[],[],[],1,0,0
7913,"EmptyActionSpell2West",[],[],[],1,0,0
7914,"EmptyActionIncursionWeaponStorm","[7428,7429,7430]",[],[],1,0,0
7915,"EmptyActionTriggerTriggerCascade","[7428,7429,7430]",[],[],1,0,0
7916,"EmptyActionBirdSpiritBoss",[1118],[1967],[-25],1,0,0
7917,"EmptyActionAttackArchitectCombo","[1118,7428,7429,7430]","[325,1967]","[10,-25]",1,0,0
7918,"EmptyActionAttackTaowuDash","[7428,7429,7430]",[],[],1,0,0
7919,"EmptyActionAttackTaowuDashSwipe","[7428,7429,7430]",[],[],1,0,0
7920,"EmptyActionSpellArchitectCombo","[7428,7429,7430]",[],[],1,0,0
7921,"EmptyActionDemonSacrificialHeal",[],[1967],[-25],1,0,0
7922,"EmptyActionCommandTurrets1",[],[],[],1,0,0
7923,"EmptyActionCommandTurrets2",[],[],[],1,0,0
7924,"EmptyActionCommandTurrets3",[],[],[],1,0,0
7925,"EmptyActionPhantasmSacrifice",[],[],[],1,0,0
7926,"EmptyActionLightningOrbSacrifice",[],[],[],1,0,0
7927,"EmptyActionTrapLineCascade",[],[],[],1,0,0
7928,"EmptyActionIncursionProjectileRuckus","[7428,7429,7430]",[],[],1,0,0
7929,"EmptyActionMachinariumLightningSlam",[1118],[325],[35],1,0,0
7930,"EmptyActionMachinariumFireSlam",[1118],[325],[35],1,0,0
7931,"EmptyActionMachinariumRockFire",[1118],[325],[170],1,0,0
7932,"EmptyActionMachinariumRockIce",[1118],[325],[170],1,0,0
7933,"EmptyActionMachinariumRockLightning",[1118],[325],[170],1,0,0
7934,"EmptyActionQiongqiSpiked","[1118,7428,7429,7430]",[1236],[50],1,0,0
7935,"EmptyActionThaneBetrayal","[1118,7429,7430]","[325,1967]","[10,-25]",1,0,0
7936,"EmptyActionAttackToraFlip","[1118,7429,7430]",[1967],[-25],1,0,0
7937,"EmptyActionAttackToraSnipe","[1118,7429,7430]",[1967],[-25],1,0,0
7938,"EmptyActionAttackToraButterfly","[1118,7429,7430]",[1967],[-25],1,0,0
