"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","NodeIcon","Stats","StatValues","HASH16","PassiveBG","Effect","Type","Limit","RequiresAdjacent","MaxAdjacent","AllocatedPassiveSkill","[rid]_140"
103,"iron_reflexes1137","","","","","","","","","","","",[],[],10661,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,711,[]
104,"resolute_technique1138","","","","","","","","","","","",[],[],31961,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,712,[]
105,"unwavering_stance1139","","","","","","","","","","","",[],[],40907,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,713,[]
106,"chaos_inoculation1141","","","","","","","","","","","",[],[],11455,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,714,[]
107,"eldritch_battery1142","","","","","","","","","","","",[],[],56075,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,715,[]
108,"blood_magic1143","","","","","","","","","","","",[],[],57279,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,716,[]
109,"necromantic_aegis1175","","","","","","","","","","","",[],[],45175,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,744,[]
110,"pain_attunement1178","","","","","","","","","","","",[],[],31703,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,745,[]
111,"elemental_equilibrium1177","","","","","","","","","","","",[],[],39085,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,746,[]
112,"iron_grip1181","","","","","","","","","","","",[],[],12926,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,748,[]
113,"point_blank1182","","","","","","","","","","","",[],[],42178,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,749,[]
114,"arrow_dodging1183","","","","","","","","","","","",[],[],54922,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,750,[]
115,"number_of_totems_allowed1269","","","","","","","","","","","",[],[],41970,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,808,[]
116,"ghost_reaver1306","","","","","","","","","","","",[],[],24426,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,841,[]
117,"vaal_pact1420","","","","","","","","","","","",[],[],10808,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,849,[]
118,"keystone_life_regen_to_ES_regen1469","","","","","","","","","","","",[],[],63425,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,868,[]
119,"avatar_of_fire1543","","","","","","","","","","","",[],[],44941,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,928,[]
120,"mana_shield1544","","","","","","","","","","","",[],[],34098,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,929,[]
121,"elemental_overload_keystone2152","","","","","","","","","","","",[],[],22088,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,1850,[]
122,"damage_ailment_critical_keystone_2182","","","","","","","","","","","",[],[],23407,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,1876,[]
123,"bleed_stack_keystone2187","","","","","","","","","","","",[],[],17818,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,1881,[]
124,"sigil_totem_keystone","","","","","","","","","","","",[],[],42343,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,1947,[]
125,"wicked_ward_keystone2342","","","","","","","","","","","",[],[],23950,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2026,[]
126,"call_to_arms_keystone2691","","","","","","","","","","","",[],[],23090,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2307,[]
127,"eternal_youth_keytone2692","","","","","","","","","","","",[],[],21650,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2308,[]
128,"glancing_blows_keystone2693","","","","","","","","","","","",[],[],39713,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2309,[]
129,"wind_dancer_keystone2694","","","","","","","","","","","",[],[],11239,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2310,[]
130,"the_agnostic_keystone2695","","","","","","","","","","","",[],[],19732,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2311,[]
131,"supreme_ego_keystone2696","","","","","","","","","","","",[],[],49639,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2312,[]
132,"sacred_bastion_keystone2779","","","","","","","","","","","",[],[],24720,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2380,[]
133,"impaler_keystone2780","","","","","","","","","","","",[],[],57257,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2381,[]
134,"hex_zone_keystone2800_","","","","","","","","","","","",[],[],43988,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2402,[]
135,"deaden_keystone2849","","","","","","","","","","","",[],[],56116,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2439,[]
136,"iron_will_keystone2850","","","","","","","","","","","",[],[],50288,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2440,[]
137,"resilience_keystone2851_","","","","","","","","","","","",[],[],60247,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2441,[]
138,"ghost_dance_keystone2852_","","","","","","","","","","","",[],[],35255,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2442,[]
139,"energised_fortress_keystone2853","","","","","","","","","","","",[],[],58556,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2443,[]
140,"versatile_combatant_keystone2854","","","","","","","","","","","",[],[],50679,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2444,[]
141,"respite_keystone2855","","","","","","","","","","","",[],[],62791,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2445,[]
142,"verdant_precision_keystone2858","","","","","","","","","","","",[],[],63620,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2449,[]
143,"keystone_retaliation_hits","","","","","","","","","","","",[],[],21210,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,5167,[]
144,"keystone_bloodsoaked_blade","","","","","","","","","","","",[],[],13019,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,5171,[]
145,"elementalist_fire_keystone_2989_","","","","","","","","","","","",[],[],63903,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2605,[]
146,"elementalist_cold_keystone_2990","","","","","","","","","","","",[],[],12128,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2606,[]
147,"elementalist_lightning_keystone_2991","","","","","","","","","","","",[],[],40351,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2607,[]
148,"runegraft_test","Runegraft of the Test","Marque runique du Test","Runengravur des Tests","テストのルーングラフト","시험의 룬 접목","Enxerto de Runa de Teste","Рунограмма испытания","Símbolo rúnico de la prueba","ตรานาบอักขระ ทดสอบ","試煉符文之結","",[124],[1000],32713,"","",16,"",0,0,"",[]
149,"runegraft_1","Runegraft of the River","Marque runique de la Rivière","Runengravur des Flusses","川のルーングラフト","강의 룬 접목","Enxerto de Runa do Rio","Рунограмма реки","Símbolo rúnico del río","ตรานาบอักขระ แม่น้ำ","河川符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon5.dds",[21198],[20],19398,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,8,0,0,"",[]
150,"runegraft_2","Runegraft of the Fortress","Marque runique de la Forteresse","Runengravur der Festung","要塞のルーングラフト","요새의 룬 접목","Enxerto de Runa da Fortaleza","Рунограмма крепости","Símbolo rúnico de la fortaleza","ตรานาบอักขระ ปราการ","堡壘符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon1.dds","[3395,2050]","[-10,40]",28135,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,9,0,0,"",[]
151,"runegraft_3","Runegraft of the Combatant","Marque runique du Combattant","Runengravur des Kämpfers","闘士のルーングラフト","전투원의 룬 접목","Enxerto de Runa do Combatente","Рунограмма бойца","Símbolo rúnico del combatiente","ตรานาบอักขระ นักสู้","戰鬥者符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon4.dds",[21199],[50],64683,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,10,0,0,"",[]
152,"runegraft_4","Runegraft of the Sinistral","Marque runique du Sénestre","Runengravur der Linksseitigkeit","左手のルーングラフト","좌측의 룬 접목","Enxerto de Runa do Canhoto","Рунограмма левши","Símbolo rúnico del siniestro","ตรานาบอักขระ ถนัดซ้าย","左旋符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon6.dds",[21686],[10],4023,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,11,0,0,"",[]
153,"runegraft_5","Runegraft of the Bound","Marque runique du Lien","Runengravur der Bindung","束縛のルーングラフト","속박의 룬 접목","Enxerto de Runa do Amarrado","Рунограмма уз","Símbolo rúnico de la unión","ตรานาบอักขระ ตรึง","緊密符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon3.dds","[21201,21202]","[20,-20]",20744,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,12,0,0,"",[]
154,"runegraft_6","Runegraft of the Warp","Marque runique de la Distorsion","Runengravur der Verzerrung","時の歪みのルーングラフト","왜곡의 룬 접목","Enxerto de Runa da Distorção","Рунограмма перехода","Símbolo rúnico de transformación","ตรานาบอักขระ วาร์ป","扭曲符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon11.dds","[6458,13222]","[30,-30]",14937,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,13,0,0,"",[]
155,"runegraft_7","Runegraft of the Soulwick","Marque runique de l'Absorption d'âmes","Runengravur der Seelenwanderung","魂の灯火のルーングラフト","영혼심지의 룬 접목","Enxerto de Runa da Horrívalma","Рунограмма фитиля душ","Símbolo rúnico de almas","ตรานาบอักขระ เปลววิญญาณ","魂芯符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon12.dds",[2693],[60],2114,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,14,0,0,"",[]
156,"runegraft_8","Runegraft of Bellows","Marque runique du Hurlement","Runengravur des Geschreis","怒号のルーングラフト","노호의 룬 접목","Enxerto de Runa do Fole","Рунограмма лужёной глотки","Símbolo rúnico de aullidos","ตรานาบอักขระ แผดเสียง","轟鳴符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon13.dds",[21205],[100],16312,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,15,0,0,"",[]
157,"runegraft_9","Runegraft of Gemcraft","Marque runique du Lapidaire","Runengravur des Gemmenschneiders","ジェムクラフトのルーングラフト","마석 제작의 룬 접목","Enxerto de Runa da Lapidação","Рунограмма камнереза","Símbolo rúnico de gemas","ตรานาบอักขระ สลักมณี","寶石工藝符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon14.dds",[21153],[1],25921,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,16,0,0,"",[]
158,"runegraft_10","Runegraft of Blasphemy","Marque runique du Blasphème","Runengravur der Blasphemie","冒涜のルーングラフト","신성 모독의 룬 접목","Enxerto de Runa da Blasfêmia","Рунограмма богохульства","Símbolo rúnico de blasfemia","ตรานาบอักขระ สาปส่ง","瀆神符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon15.dds",[5613],[30],27736,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,17,0,0,"",[]
159,"runegraft_11","Runegraft of the Gauche","Marque runique du Maladroit","Runengravur des Gauklers","ゴーシュのルーングラフト","투박함의 룬 접목","Enxerto de Runa do Desajeitado","Рунограмма неуклюжести","Símbolo rúnico de torpeza","ตรานาบอักขระ เงอะงะ","笨拙符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon16.dds",[19146],[1],30751,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,18,0,0,"",[]
160,"runegraft_12","[DNT - UNUSED] Grafted","[DNT - UNUSED] Grafted","[DNT - UNUSED] Grafted","[DNT - UNUSED] Grafted","[DNT - UNUSED] Grafted","WIP","[DNT - UNUSED] Grafted","[DNT - UNUSED] Grafted","DNT","[DNT - UNUSED]已接肢","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon17.dds","[21208,21209]","[1,15]",41064,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,7,0,0,"",[]
161,"runegraft_13","[DNT - UNUSED] Grafted","[DNT - UNUSED] Grafted","[DNT - UNUSED] Grafted","[DNT - UNUSED] Grafted","[DNT - UNUSED] Grafted","WIP","[DNT - UNUSED] Grafted","[DNT - UNUSED] Grafted","DNT","[DNT - UNUSED]已接肢","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon18.dds","[21210,21211]","[1,15]",5449,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,7,0,0,"",[]
162,"runegraft_14","Runegraft of Time","Marque runique du Temps","Runengravur der Zeit","時のルーングラフト","시간의 룬 접목","Enxerto de Runa do Tempo","Рунограмма времени","Símbolo rúnico de tiempo","ตรานาบอักขระ กาลเวลา","時間符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon19.dds",[21216],[20],63877,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,19,0,0,"",[]
163,"runegraft_15","Runegraft of Treachery","Marque runique de Trahison","Runengravur des Verrats","裏切りのルーングラフト","배반의 룬 접목","Enxerto de Runa da Traição","Рунограмма вероломства","Símbolo rúnico de traición","ตรานาบอักขระ หักหลัง","背信符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon20.dds","[14146,14923]","[1,15]",48788,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,20,0,0,"",[]
164,"runegraft_16","Runegraft of Quaffing","Marque runique de l'Abreuvement","Runengravur des Zechens","暴飲のルーングラフト","들이마심의 룬 접목","Enxerto de Runa da Sorvedura","Рунограмма опорожнения","Símbolo rúnico de bebida","ตรานาบอักขระ ดับกระหาย","狂飲符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon21.dds","[7433,402]","[1,-25]",16062,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,21,0,0,"",[]
165,"runegraft_17","Runegraft of Restitching","Marque runique du Recouvrement","Runengravur des Neuflickens","縫合のルーングラフト","재봉합의 룬 접목","Enxerto de Runa do Remendo","Рунограмма сшивания","Símbolo rúnico de remiendo","ตรานาบอักขระ สมานใหม่","重新縫合符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon22.dds",[21254],[40],39432,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,22,0,0,"",[]
166,"runegraft_18","Runegraft of Loyalty","Marque runique de Loyauté","Runengravur der Loyalität","忠誠のルーングラフト","충성의 룬 접목","Enxerto de Runa da Lealdade","Рунограмма верности","Símbolo rúnico de lealtad","ตรานาบอักขระ ภักดี","忠誠符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon23.dds",[21255],[40],27422,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,23,0,0,"",[]
167,"runegraft_19","Runegraft of the Witchmark","Marque runique de la Sorcellerie","Runengravur des Hexenmals","ウィッチマークのルーングラフト","마녀징표의 룬 접목","Enxerto de Runa da Marca da Bruxa","Рунограмма ведьмовской метки","Símbolo rúnico de la bruja","ตรานาบอักขระ ยันต์คาถา","巫印符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon24.dds","[21553,19722]","[8,2]",56309,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,24,0,0,"",[]
168,"runegraft_20","Runegraft of the Novamark","Marque runique de la Nova","Runengravur des Novamals","ノヴァマークのルーングラフト","폭발징표의 룬 접목","Enxerto de Runa da Marca Mágica","Рунограмма дальнего кольца","Símbolo rúnico de la nova ","ตรานาบอักขระ แช่งส่งคาถา","星印符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon25.dds",[21257],[1],42885,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,25,0,0,"",[]
169,"runegraft_21","Runegraft of Refraction","Marque runique de Réfraction","Runengravur der Brechung","屈折のルーングラフト","굴절의 룬 접목","Enxerto de Runa da Refração","Рунограмма преломления","Símbolo rúnico de refracción","ตรานาบอักขระ หักเห","折射符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon7.dds","[22251,1119,22361]","[1,1,1]",25028,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,26,0,0,"",[]
170,"runegraft_22","Runegraft of the Jeweller","Marque runique du Joaillier","Runengravur des Goldschmieds","宝飾職人のルーングラフト","보석상의 룬 접목","Enxerto de Runa do Joalheiro","Рунограмма златокузнеца","Símbolo rúnico del joyero","ตรานาบอักขระ ช่างเครื่องประดับ","工匠符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon8.dds",[21259],[10],12421,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,27,0,0,"",[]
171,"runegraft_23","Runegraft of Stability","Marque runique de Stabilité","Runengravur der Stabilität","安定性のルーングラフト","안정성의 룬 접목","Enxerto de Runa da Estabilidade","Рунограмма стабильности","Símbolo rúnico de estabilidad","ตรานาบอักขระ เสถียรภาพ","穩定符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon2.dds",[21260],[1],42088,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,28,0,0,"",[]
172,"runegraft_24","[DNT - UNUSED] Grafted","[DNT - UNUSED] Grafted","[DNT - UNUSED] Grafted","[DNT - UNUSED] Grafted","[DNT - UNUSED] Grafted","WIP","[DNT - UNUSED] Grafted","[DNT - UNUSED] Grafted","DNT","[DNT - UNUSED]已接肢","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon9.dds",[21261],[1],61453,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,7,0,0,"",[]
173,"runegraft_25","Runegraft of the Angler","Marque runique du Pêcheur","Runengravur des Anglers","釣り人のルーングラフト","낚시꾼의 룬 접목","Enxerto de Runa do Pescador","Рунограмма удильщика","Símbolo rúnico del pescador","ตรานาบอักขระ นักตกปลา","長竿符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon10.dds",[21148],[1],55407,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,29,0,0,"",[]
174,"runegraft_26","Runegraft of Consecration","Marque runique de Consécration","Runengravur der Weihe","神聖のルーングラフト","신성화의 룬 접목","Enxerto de Runa da Consagração","Рунограмма освящения","Símbolo rúnico de consagración","ตรานาบอักขระ ปลุกเสก","奉獻符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon36.dds",[21396],[30],31638,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,30,0,0,"",[]
175,"runegraft_27","Runegraft of Fury","Marque runique de Fureur","Runengravur des Zorns","怒りのルーングラフト","광분의 룬 접목","Enxerto de Runa do Furor","Рунограмма ярости","Símbolo rúnico de furia","ตรานาบอักขระ โทสะ","憤怒符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon34.dds",[15139],[3],29047,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,31,0,0,"",[]
176,"runegraft_28","Runegraft of Rallying","Marque runique de Ralliement","Runengravur des Schlachtrufs","鼓舞のルーングラフト","재집결의 룬 접목","Enxerto de Runa da Inspiração","Рунограмма сплочения","Símbolo rúnico de congregación","ตรานาบอักขระ รวมทัพ","召集符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon37.dds",[20767],[5],44426,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,32,0,0,"",[]
177,"runegraft_29","Runegraft of Rotblood","Marque runique de Sangpourri","Runengravur des Fäulnisbluts","ロットブラッドのルーングラフト","부식혈의 룬 접목","Enxerto de Runa da Coagulação","Рунограмма гнилой крови","Símbolo rúnico de sangre podrida","ตรานาบอักขระ เลือดเน่า","腐血符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon33.dds",[12984],[10],44665,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,33,0,0,"",[]
178,"runegraft_30","Runegraft of the Imbued","Marque runique de l'Imprégné","Runengravur der Verstärkten","付与のルーングラフト","힘을 부여받은 자의 룬 접목","Enxerto de Runa do Imbuído","Рунограмма насыщения","Símbolo rúnico de infusión","ตรานาบอักขระ ชำนาญยา","灌注符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon30.dds",[21041],[30],26826,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,34,0,0,"",[]
179,"runegraft_31","Runegraft of the Agile","Marque runique de l'Agile","Runengravur der Wendigen","俊敏のルーングラフト","날렵한 자의 룬 접목","Enxerto de Runa do Ágil","Рунограмма ловкача","Símbolo rúnico de agilidad","ตรานาบอักขระ คล่องแคล่ว","迅敏符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon32.dds",[21806],[2000],37098,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,35,0,0,"",[]
180,"runegraft_32","Runegraft of Suffering","Marque runique de Souffrance","Runengravur des Leids","苦難のルーングラフト","고통의 룬 접목","Enxerto de Runa do Sofrimento","Рунограмма страдания","Símbolo rúnico de sufrimiento","ตรานาบอักขระ ทุกข์ระทม","折磨符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon27.dds",[6190],[50],55549,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,36,0,0,"",[]
181,"runegraft_33","Runegraft of the Spellbound","Marque runique du Sort-lié","Runengravur der Verzauberten","スペルバウンドのルーングラフト","주문속박의 룬 접목","Enxerto de Runa do Enfeitiçado","Рунограмма чароплетения","Símbolo rúnico de atadura mágica","ตรานาบอักขระ รั้งเวท","魔縛符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon26.dds",[13706],[30],46368,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,37,0,0,"",[]
182,"runegraft_34","Runegraft of Resurgence","Marque runique de Résurgence","Runengravur des Wiederaufstiegs","回復のルーングラフト","재기의 룬 접목","Enxerto de Runa da Ressurgência","Рунограмма возрождения","Símbolo rúnico de resurgimiento","ตรานาบอักขระ ฟื้นคืน","復甦符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon31.dds",[18626],[15],19365,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,38,0,0,"",[]
183,"runegraft_35","Runegraft of Connection","Marque runique de Connexion","Runengravur der Verbindung","接続のルーングラフト","연결의 룬 접목","Enxerto de Runa da Conexão","Рунограмма соединения","Símbolo rúnico de conexión","ตรานาบอักขระ เชื่อมโยง","聯繫符文之結","Art/2DArt/SkillIcons/passives/AtlasTrees/RuneGraftingIcon29.dds",[15355],[50],3180,"Art/2DArt/UIImages/InGame/Village/RuneCraftingPassiveBG","",16,39,0,0,"",[]
184,"AscendancyTrickster2","","","","","","","","","","","",[],[],32947,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1633,[]
185,"AscendancyTrickster4","","","","","","","","","","","",[],[],55867,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1635,[]
186,"AscendancyTrickster6","","","","","","","","","","","",[],[],28884,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1637,[]
187,"AscendancyTrickster8","","","","","","","","","","","",[],[],29825,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1639,[]
188,"AscendancyTrickster10","","","","","","","","","","","",[],[],41891,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1641,[]
