"rownum","Id","BuffDefinitionsKey","Buff_StatValues","AuraRadius","[i32]_44","[i32]_60","BuffVisualsKey","f32_92","bool_96","StatsKey","i32_113","i32_117","bool_121","rid_122"
521,"shrine_solaris_player",2094,"[50,1,1,100,0,1]",0,[],[],"",0,1,[],1,0,"",""
522,"shrine_solaris_monster",2094,"[50,1,1,50,10,1]",0,[],[],269,0,1,[],1,0,"",""
523,"shrine_arakaali_player",2095,"[50,15,15,-100,0,1]",0,[],[],"",0,1,[],1,0,"",""
524,"shrine_arakaali_monster",2095,"[50,10,0,-50,1,1]",0,[],[],269,0,1,[],1,0,"",""
525,"HealOnNearbyPlayerDeath",2108,[0],120,"[3,12]",[],"",0,1,[17145],1,0,"",""
526,"SanctumLessResolveDamageNonOwner",2153,[-30],0,[],[],"",0,1,[],1,0,"",""
527,"UniqueEnemyLifeReserved",2160,[0],30,"[3,4]",[],"",0,1,[1066],1,0,"",""
528,"CrucibleFrozen",2166,[100],0,[],[],"",0,1,[],1,0,"",""
529,"CrucibleDamageTakenLerp",915,"[-90,0,6000]",0,[],[],"",6,"",[],1,0,"",""
530,"UniqueRecoverMaximumLifeOnAlternatingCondition",2177,"[2,5]",0,[],[],"",0,1,[],1,0,"",""
531,"NoFireResistanceToDotWhileStationaryAura",2182,[],60,"[3,4]",[],"",0,1,[],1,0,"",""
532,"NearbyEnemiesHaveReducedCooldownRecovery",2185,[-10],60,[3],[],"",0,1,[],1,0,"",""
533,"GuardianAlternatingBlockChance",2200,"[50,50]",0,[],[],"",0,1,[],1,0,"",""
534,"ChampionNearbyEnemiesTaunted",1516,[],20,[3],[19],"",0,1,[],1,0,"",""
535,"RadianceSentinelEnemiesTaunted",1516,[],20,[3],[19],"",0,1,[],1,0,"",""
536,"CoverInAshNearbyEnemies",1516,[],30,[3],[20],"",0,1,[],1,0,"",""
537,"DebilitateNearbyEnemies",1516,[],30,[3],[22],"",0,1,[],1,0,"",""
538,"KilledAMetamorphInTheLast10Seconds",2224,[],0,[],[],"",10,"",[],1,0,"",""
539,"AncestrialTrialDestroyTotem",2229,[10000],0,[],[],"",0,1,[],1,0,"",""
540,"AncestralJadeEncaseEnemy",2237,"[100,-100]",0,[],[],"",5,"",[],3,0,"",""
541,"AncestralJadeEncaseAlly",2238,[-100],0,[],[],"",10,"",[],3,0,"",""
542,"KilledAHarbingerInTheLast10Seconds",2239,[],0,[],[],"",10,"",[],1,0,"",""
543,"ChieftainStationaryNearbyEnemiesFireDotResist",2244,"[-20,0]",0,[],[],"",0,1,[],1,0,"",""
544,"ChieftainStationaryNearbyEnemiesFireDotResistHardMode",2244,"[0,1]",0,[],[],"",0,1,[],1,0,"",""
545,"GuardianAlliesSpawnRelicsForYouOnKill",2250,[25],60,"[1,2]",[],"",0,1,[],1,0,"",""
546,"NgamahusEmbrace",2262,[0],1,[9],[],"",0,1,[19013],1,0,"",""
547,"KitavasEmbrace",2263,[0],1,[9],[],"",0,1,[19014],1,0,"",""
548,"TukohamasEmbrace",2264,[0],1,[9],[],"",0,1,[19015],1,0,"",""
549,"RongokuraisEmbrace",2265,"[0,0]",1,[9],[],"",0,1,"[19016,19016]",1,0,"",""
550,"TasaliosEmbrace",2266,[0],1,[9],[],"",0,1,[19017],1,0,"",""
551,"ArohonguisEmbrace",2267,[0],1,[9],[],"",0,1,[19018],1,0,"",""
552,"RamakosEmbrace",2268,[0],1,[9],[],"",0,1,[19019],1,0,"",""
553,"HinekorasEmbrace",2269,[0],1,[9],[],"",0,1,[19020],1,0,"",""
554,"TawhoasEmbrace",2270,[0],1,[9],[],"",0,1,[19021],1,0,"",""
555,"ValakosEmbrace",2271,"[0,0,0]",1,[9],[],"",0,1,"[19022,19022,19022]",1,0,"",""
556,"AncestralTailwind",1089,[-8],60,"[1,2]",[],"",0,1,[],1,0,"",""
557,"AncestralEnemiesCantRegenerateLife",2273,[],60,[3],[],"",0,1,[],1,0,"",""
558,"AncestralHinder",1518,[1],35,[3],[],2017,0,1,[],1,0,"",""
559,"AncestralFlaskGain",2274,[6],60,"[2,5]",[],"",0,1,[],1,0,"",""
560,"AncestralFireExposure",2276,[-10],22,[3],[],"",0,1,[],1,0,"",""
561,"AncestralLightningRetaliation",2282,[],0,[],[],"",0,1,[],1,0,"",""
562,"AncestralOmenSoulEater",276,"[2,5,5,-2,1]",70,[3],[],"",300,"",[],1,0,"",""
563,"AncestralOmenAvoidDamage",2277,[75],0,[],[],"",4,"",[],1,0,"",""
564,"UniqueEnemyPhysicalDamageConvertedToFire",2287,[25],60,[3],[],"",0,1,[],1,0,"",""
565,"AncestralOmenRecoupLife",2288,[100],0,[],[],"",4,"",[],1,0,"",""
566,"AncestralOmenShadeForm",1013,"[1,100]",0,[],[],"",3,"",[],1,0,"",""
567,"AncestralOmenExperience",2289,[100],0,[],[],"",60,"",[],1,0,"",""
568,"AncestralKaomCoveredInAsh",803,"[-20,30]",0,[],[],"",10,"",[],1,0,"",""
569,"CoverInAshWhileStationary",2295,[2],0,[],[],"",0,1,[],1,0,"",""
570,"AncestralOmenEnemyMoreDamageTaken",2298,[25],0,[],[],"",0,1,[],1,0,"",""
571,"AncestralOmenActivation",386,[],0,[],[],2029,1.2,"",[],1,0,"",""
572,"AncestralJadeHornOnslaught",214,"[20,20,20]",0,[],[],"",20,"",[],1,0,"",""
573,"AncestralHinekorahornRespawnIncrease",2300,[],0,[],[],"",5,"",[],1,0,"",""
574,"AncestralHinekoraHornRespawnPause",2301,[],0,[],[],"",5,"",[],1,0,"",""
575,"AncestralJadeEncaseEnemyFieldItem",2237,"[100,-100]",0,[],[],"",10,"",[],3,0,"",""
576,"AncestralHinekorahornRespawnIncreaseTotem",2302,[-40],0,[],[],"",5,"",[],1,0,"",""
577,"SupporterMapInstability",2318,[],0,[],"[300,7000,20,50,100]","",3,"",[],1,0,"",""
578,"SupporterMadnessDamageTaken",1493,[6],0,[],[],"",10,"",[],1,0,"",""
579,"SupporterMadnessActionSpeed",1492,[6],0,[],[],"",10,"",[],1,0,"",""
580,"SupporterMadnessFlasks",1494,"[-9,-9]",0,[],[],"",10,"",[],1,0,"",""
581,"SupporterMadnessRecoveryRate",1491,"[-9,-9]",0,[],[],"",10,"",[],1,0,"",""
582,"SupporterMapUnionOfSouls",2320,"[40,10]",0,[],[],"",0,1,[],1,0,"",""
583,"AzmeriOakEnduranceChargeShare",28,[],0,[],[],"",10,"",[],3,0,"",""
584,"AzmeriEffigyBuffExperience",2363,[100],0,[],[],"",300,"",[],1,0,"",""
585,"AzmeriEffigyBuffMagicFind",2364,"[200,200]",0,[],[],"",300,"",[],1,0,"",""
586,"AzmeriEffigyBuffGodMode",2365,"[30,-50,1,100,300]",0,[],[],"",300,"",[],1,0,"",""
587,"AzmeriAltarBat",2381,"[100,1,150]",0,[],[],"",0,1,[],1,0,"",""
588,"AzmeriAltarBear",2382,"[30,1,0]",0,[],[],"",0,1,[],1,0,"",""
589,"AzmeriAltarCat",2383,"[1,1,-50,-50,-50]",0,[],[],"",0,1,[],1,0,"",""
590,"AzmeriAltarCrow",2384,"[-25,1,1]",0,[],[],"",0,1,[],1,0,"",""
591,"AzmeriAltarDeer",2385,"[25,50,0]",0,[],[],"",0,1,[],1,0,"",""
592,"AzmeriAltarLemur",2386,"[25,100,0]",0,[],[],"",0,1,[],1,0,"",""
593,"AzmeriAltarRabbit",2387,"[100,50,1]",0,[],[],"",0,1,[],1,0,"",""
594,"AzmeriAltarRaccoon",2388,"[50,-20,0]",0,[],[],"",0,1,[],1,0,"",""
595,"AzmeriAltarRat",2389,[300],0,[],[],"",0,1,[],1,0,"",""
596,"AzmeriAltarToad",2390,"[200,-80]",0,[],[],"",0,1,[],1,0,"",""
597,"AzmeriAltarBearHardMode",2382,"[0,1,40]",0,[],[],"",0,1,[],1,0,"",""
598,"AzmeriAltarDeerHardMode",2385,"[0,50,20]",0,[],[],"",0,1,[],1,0,"",""
599,"AzmeriAltarLemurHardMode",2386,"[0,100,20]",0,[],[],"",0,1,[],1,0,"",""
600,"AzmeriAltarRaccoonHardMode",2388,"[0,-20,40]",0,[],[],"",0,1,[],1,0,"",""
601,"NearbyAlliesHaveFortifyAzmeriAdmiral",1468,[10],30,"[2,10]",[],"",0,1,[],1,0,"",""
602,"NearbyAlliesReducedColdDamageTakenAzmeriAdmiral",2484,[-5],30,"[2,10]",[],"",0,1,[],1,0,"",""
603,"AzmeriDruidFlaskCharges",2347,[1],1,[9],[],"",0,1,[],1,0,"",""
604,"AzmeriTankyZombieMinionLife",2351,[40],1,[9],[],"",0,1,[],1,0,"",""
605,"AzmeriMegaSkeletonMaximumAttackDamageFinal",2360,[5],1,[9],[],"",0,1,[],1,0,"",""
606,"AzmeriTurtlePhysicalDamageReductionMid",2366,[3],1,[9],[],"",0,1,[],1,0,"",""
607,"AzmeriTurtlePhysicalDamageReductionHigh",2366,[5],1,[9],[],"",0,1,[],1,0,"",""
608,"AzmeriSpiderLeaderWitherEffect",2369,[10],1,[9],[],"",0,1,[],1,0,"",""
609,"AzmeriBarrageDemonImpaleEffect",2373,[10],1,[9],[],"",0,1,[],1,0,"",""
610,"AzmeriCycloneDemonMaimEffect",2374,[10],1,[9],[],"",0,1,[],1,0,"",""
611,"AzmeriDualStrikeDemonPhysAsExtraFire",2376,[5],1,[9],[],"",0,1,[],1,0,"",""
612,"AzmeriKudukuLuckyLightningDamage",2394,[1],60,"[2,1]",[],"",0,1,[],1,0,"",""
613,"AzmeriSwordImpaleEffect",2395,[30],60,"[2,1]",[],"",0,1,[],1,0,"",""
614,"AzmeriSwordAdditionalImpale",2396,[1],60,"[2,1]",[],"",0,1,[],1,0,"",""
615,"AzmeriSwordAttackImpaleChance",2397,[20],60,"[2,1]",[],"",0,1,[],1,0,"",""
616,"AzmeriDustVisualWarden",386,[],0,[],[],2065,0,1,[],1,0,"",""
617,"AzmeriDustVisualVoodoo",386,[],0,[],[],2066,0,1,[],1,0,"",""
618,"AzmeriDustVisualPrimal",386,[],0,[],[],2067,0,1,[],1,0,"",""
619,"AzmeriDustVisualWardenForest",386,[],0,[],[],2099,0,1,[],1,0,"",""
620,"AzmeriDustVisualVoodooForest",386,[],0,[],[],2100,0,1,[],1,0,"",""
621,"AzmeriDustVisualPrimalForest",386,[],0,[],[],2101,0,1,[],1,0,"",""
622,"AzmeriGolemSkillEffectDuation",2399,[20],1,[9],[],"",0,1,[],1,0,"",""
623,"AzmeriVikingOnslaught",214,"[20,20,20]",60,"[2,1]",[],"",0,1,[],1,0,"",""
624,"MapModPlayerOnslaught",214,"[20,20,20]",0,[],[],"",0,1,[],1,0,"",""
625,"MapModPlayerOnslaughtHardMode",214,"[20,20,0]",0,[],[],"",0,1,[],1,0,"",""
626,"GemlingRageNecropolis",1055,[],0,[],[],"",0,1,[],60,0,"",""
627,"MonsterPackAliveDamage",2404,[],0,[],[],"",0,1,[],1,0,"",""
628,"EnhanceStrongestPackMember",2409,[0],0,[],[0],"",0,1,[19843],1,0,"",""
629,"EnhanceStrongestPackMemberAlivePack",2409,[0],0,[],[1],"",0,1,[19843],1,0,"",""
630,"MonsterNecropolisCollectable",2412,[],0,[],[],"",0,1,[],1,0,"",""
631,"BeyondBossBuff1",2413,"[20,100,40]",0,[],[],"",0,1,[],1,0,"",""
632,"BeyondBossBuff2",2414,"[30,1,10,10]",0,[],[],"",0,1,[],1,0,"",""
633,"BeyondBossBuff3",2415,"[20,-15,100]",0,[],[],"",0,1,[],1,0,"",""
634,"BestialRageStack",2417,"[10,5,10,20]",0,[],[],"",0,1,[],1,0,"",""
635,"HuntersCunningStack",2418,"[5,5,-2,10,1]",0,[],[],"",0,1,[],1,0,"",""
636,"LegionMultipleBreakoutBuff",2450,"[100,15,2100,1000]",0,[],[],"",0,1,[],1,0,"",""
637,"BreachUnstableEnhancedMonsterBuff",2449,"[75,15,1500,1000]",0,[],[],"",0,1,[],1,0,"",""
638,"BreachHiveEnhancedMonsterBuff",2449,"[60,12,1200,800]",0,[],[],"",0,1,[],1,0,"",""
639,"ExpeditionEnhancedMonsterBuff",2449,"[15,10,1000,500]",0,[],[],"",0,1,[],1,0,"",""
640,"SettlersEscalatingOreEnhancedMonsterBuff",2449,"[15,15,500,500]",0,[],[],"",0,1,[],1,0,"",""
641,"UberMapPlayerMarkedForDeath",2422,[50],0,[],[],"",10,"",[],1,0,"",20086
642,"MtxApplyCrystalHitEffect",2424,[],0,[],[0],"",0,1,[],1,0,"",""
643,"NecropolisAtlasBuff",2442,"[1000,10,10]",0,[],[],"",30,"",[],1,0,"",""
644,"MtxApplyJadeHitEffect",2445,[],0,[],[1],"",0,1,[],1,0,"",""
645,"MtxApplyObsidianlHitEffect",2446,[],0,[],[2],"",0,1,[],1,0,"",""
646,"MapModPlayerAdrenaline",1085,"[1,100,25,25,25,10]",0,[],[],"",0,1,[],1,0,"",""
647,"NecropolisAdrenaline",1085,"[1,100,25,25,25,10]",0,[],[],"",0,1,[],1,0,"",""
648,"NecropolisAccelerationShrine",240,"[-60,100,1]",0,[],[],"",0,1,[],1,0,"",""
649,"uber_uber_rarity_storm_player",441,"[0,0,100,0,50]",0,[],"[0,-5,-100]","",20,"",[],1,0,"",""
650,"uber_uber_rarity_storm_monster",441,"[10000,10000,0,0,1000]",0,[],"[0,-5,-100]","",20,"",[],1,0,"",""
651,"TinctureManaBurn",2469,[60],0,[],[],"",0,1,[],1,0,"",""
652,"TinctureLifeBurn",2495,[60],0,[],[],"",0,1,[],1,0,"",""
653,"WarlordShrineBuff",2485,"[80,1]",0,[],[],"",0,1,[],1,0,"",""
654,"CrusaderShrineBuff",2486,"[80,1]",0,[],[],"",0,1,[],1,0,"",""
655,"HunterShrineBuff",2487,"[80,1]",0,[],[],"",0,1,[],1,0,"",""
656,"RedeemerShrineBuff",2488,"[80,1]",0,[],[],"",0,1,[],1,0,"",""
657,"VaalShrineBuff",2489,[15],0,[],[],"",0,1,[],1,0,"",""
658,"UpgradeShrineBuff",2490,[2500],0,[],[],"",0,1,[],1,0,"",""
659,"DivineShrineBuff",260,"[1,1]",0,[],[],"",0,1,[],1,0,"",""
660,"HauntedItemBuff",2491,[],0,[],[],"",0,1,[],1,0,"",""
661,"RitualWispBuff",2493,[50],0,[],[],"",0,1,[],1,0,"",""
662,"BlightTouchedMapConvertBuff",2503,[50],0,[],[],"",60,"",[],1,0,"",""
663,"DivCardTouchedMonsterBuff",2518,[],0,[],[],"",0,1,[],1,0,"",""
664,"bismuth_epk",2519,[],0,[],[],"",0,1,[],1,0,"",""
665,"CustomAscendancyHarbingerVisual",2540,[1],0,[],[],"",0,1,[],1,0,"",""
666,"CustomAscendancyIllegalFisherman",2541,"[23,23,23,23,1,1]",0,[],[],"",0,1,[],1,0,"",""
667,"CustomAscendancyNearbyEnemiesIncreasedElementalDamageTaken",2542,[25],60,[3],[],"",0,1,[],1,0,"",""
668,"CustomAscendancyNearbyEnemyLifeReserved",2160,[20],60,"[3,4]",[],"",0,1,[],1,0,"",""
669,"CustomAscendancyEnemyPhysicalDamageConvertedToFire",2543,[50],60,[3],[],"",0,1,[],1,0,"",""
670,"CustomAscendancyDeathGrip",1909,[],60,[3],[],"",0,1,[],1,0,"",""
671,"CustomAscendancyMalediction",1516,[],60,[3],[12],"",0,1,[],1,0,"",""
672,"CustomAscendancyNoChaosResistance",2158,[1],60,[3],[],"",0,1,[],1,0,"",""
673,"ArroganceOfTheVaal",2550,"[75,20]",0,[],[],"",30,"",[],1,0,"",""
674,"AChillingWind",2551,[100],0,[],[],"",30,"",[],1,0,"",""
675,"AbandonedWealth",2552,[50],0,[],[],"",30,"",[],1,0,"",""
676,"AliviasGrace",2553,"[20,4000]",0,[],[],"",30,"",[],1,0,"",""
677,"AstralProtection",2554,[30],0,[],[],"",30,"",[],1,0,"",""
678,"BaitedExpectations",2555,"[50,50]",0,[],[],"",30,"",[],1,0,"",""
679,"BeautyThroughDeath",2556,"[50,50]",0,[],[],"",30,"",[],1,0,"",""
680,"BoonOfJustice",2557,[],0,[],[],"",30,"",[],1,0,"",""
681,"BurningBlood",2558,"[50,50,50,25]",0,[],[],"",30,"",[],1,0,"",""
682,"ChaoticDisposition",2559,[-1],0,[],[],"",30,"",[],1,0,"",""
683,"CouncilOfCats",2560,"[20,100,15,100]",0,[],[],"",30,"",[],1,0,"",""
684,"DarkTemptation",2561,[50],0,[],[],"",30,"",[],1,0,"",""
685,"DoedresMadness",2562,"[100,1]",0,[],[],"",30,"",[],1,0,"",""
686,"EarthDrinker",2563,[4000],0,[],[],"",30,"",[],1,0,"",""
687,"HouseOfMirrors",2564,[100],0,[],[],"",30,"",[],1,0,"",""
688,"Humility",2565,"[600,600,600]",0,[],[],"",30,"",[],1,0,"",""
689,"HerMask",2566,[75],0,[],[],"",30,"",[],1,0,"",""
690,"HuntersTemptation",2567,"[50,50]",0,[],[],"",30,"",[],1,0,"",""
691,"LonelyWarrior",2568,[50],0,[],[],"",30,"",[],1,0,"",""
692,"Loyalty",2569,"[30,50]",0,[],[],"",30,"",[],1,0,"",""
693,"MightIsRight",2570,[],0,[],[],"",30,"",[],1,0,"",""
694,"PoisonedFaith",2571,[],0,[],[],"",30,"",[],1,0,"",""
695,"Rats",2572,"[150,10,25,15,75,-10]",0,[],[],"",30,"",[],1,0,"",""
696,"TheBeast",2573,[200],0,[],[],"",30,"",[],1,0,"",""
697,"TheBetrayal",2574,"[100,100]",0,[],[],"",30,"",[],1,0,"",""
698,"TheComingStorm",2575,"[75,75]",0,[],[],"",30,"",[],1,0,"",""
699,"TheConduit",2576,"[1,300]",0,[],[],"",30,"",[],1,0,"",""
700,"TheDarkestDream",2577,"[100,4]",0,[],[],"",30,"",[],1,0,"",""
701,"TheDemoness",2578,"[100,100]",0,[],[],"",30,"",[],1,0,"",""
702,"TheDoctor",2579,[40000],0,[],[],"",30,"",[],1,0,"",""
703,"ThreeFacesInTheDark",2580,[30],0,[],[],"",30,"",[],1,0,"",""
704,"Tranquility",2581,[100],0,[],[],"",30,"",[],1,0,"",""
705,"TheWeb",2582,"[100,100]",0,[],[],"",30,"",[],1,0,"",""
706,"TheEnthusiasts",2583,"[50,50]",0,[],[],"",30,"",[],1,0,"",""
707,"TheEscape",2584,[50],0,[],[],"",30,"",[],1,0,"",""
708,"TheFeast",2585,"[100,10]",0,[],[],"",30,"",[],1,0,"",""
709,"TheLifeThief",2586,[100],0,[],[],"",30,"",[],1,0,"",""
710,"TheLunarisPriestess",2587,[4],0,[],[],"",30,"",[],1,0,"",""
711,"TheScavenger",2588,"[50,100]",0,[],[],"",30,"",[],1,0,"",""
712,"TheThrone",2589,[],0,[],[],"",30,"",[],1,0,"",""
713,"TriggerSummonVoidSpawnSkillUnique__1",2590,[0],0,[],[],"",0,1,[5012],1,0,"",""
714,"MonsterZanaInfluenced",355,[],0,[],[],2215,0,1,[],1,0,"",""
715,"SummonWrithingWormEveryXMsBuffUnique__1",2607,[],0,[],[],"",0,1,[],1,0,"",""
716,"MonsterAffectedByZanaSkill",355,[],0,[],[],2274,0,1,[],1,0,"",""
717,"BreachWithered",502,"[5,1]",25,"[3,15,10]",[],"",0,1,[],1,0,"",""
718,"BreachWildBossWarcryExplodeBuff",2647,[],0,[],[],"",10,"",[],1,0,"",""
719,"ArrowSwarmReservation",2649,[],0,[],[0],"",0,1,[],1,0,"",""
720,"farrulsfarricpresence",2651,"[0,0,0]",50,"[1,2]",[],"",0,1,"[84,556,4934]",1,0,"",""
721,"farrulsfertilepresence",2652,"[0,0,0]",50,"[1,2]",[],"",0,1,"[24,453,703]",1,0,"",""
722,"farrulswildpresence",2653,"[0,0,0,0]",50,"[1,2]",[],"",0,1,"[70,218,179,3440]",1,0,"",""
723,"alternate_ascendency_graft_skill_damage_taken",2656,[100],60,[3],[],"",0,1,[],1,0,"",""
724,"DivineSentinelAuraFireDamage",2668,[15],50,"[1,2]",[],"",0,1,[],1,0,"",""
725,"DivineSentinelAuraLightningDamage",2669,[15],50,"[1,2]",[],"",0,1,[],1,0,"",""
726,"DivineSentinelAuraLifeRegeneration",2670,[90],50,"[1,2]",[],"",0,1,[],1,0,"",""
727,"DivineSentinelAuraManaRegeneration",2671,[30],50,"[1,2]",[],"",0,1,[],1,0,"",""
728,"DivineSentinelAuraChaosResistance",2672,[23],50,"[1,2]",[],"",0,1,[],1,0,"",""
729,"DivineSentinelAuraCurseEffectOnSelf",2673,[-50],50,"[1,2]",[],"",0,1,[],1,0,"",""
730,"AstrolabeMapBossEnhanced",2449,"[30,5,900,450]",0,[],[],"",0,1,[],1,0,"",""
731,"AstrolabeHarvestMonsterEnhanced",2449,"[30,5,1500,750]",0,[],[],"",0,1,[],1,0,"",""
732,"AstrolabeAbyssMonsterEnhanced",2449,"[30,5,900,450]",0,[],[],"",0,1,[],1,0,"",""
733,"AstrolabeBreachMonsterEnhanced",2449,"[30,5,900,450]",0,[],[],"",0,1,[],1,0,"",""
734,"AstrolabeRitualMonsterEnhanced",2449,"[30,5,1200,600]",0,[],[],"",0,1,[],1,0,"",""
735,"AstrolabeBlightMonsterEnhanced",2449,"[30,5,900,450]",0,[],[],"",0,1,[],1,0,"",""
736,"AstrolabeUltimatumMonsterEnhanced",2449,"[30,5,1200,600]",0,[],[],"",0,1,[],1,0,"",""
737,"AstrolabeDeliriumMonsterEnhanced",2449,"[30,5,1500,750]",0,[],[],"",0,1,[],1,0,"",""
738,"AstrolabeLegionMonsterEnhanced",2449,"[30,5,900,450]",0,[],[],"",0,1,[],1,0,"",""
739,"AstrolabeExpeditionMonsterEnhanced",2449,"[30,5,1500,750]",0,[],[],"",0,1,[],1,0,"",""
740,"FaridunProliferationBuff",2692,"[20,1,1,1,1,1]",0,[],[],"",0,1,[],1,0,"",""
