"rownum","Id","DGRFile","i32_16","i32_20","i32_24","[i32]_28","i32_44"
1283,"EndGameColonnade8_1","Metadata/Terrain/EndGame/MapColonnade/Graphs/battlefront_8_1.dgr",107,50,100,[0],60
1284,"EndGameColonnade8_2","Metadata/Terrain/EndGame/MapColonnade/Graphs/battlefront_8_2.dgr",107,50,100,[0],60
1285,"EndGameColonnade9_1","Metadata/Terrain/EndGame/MapColonnade/Graphs/battlefront_9_1.dgr",107,50,100,[0],60
1286,"EndGameColonnade9_2","Metadata/Terrain/EndGame/MapColonnade/Graphs/battlefront_9_2.dgr",107,50,100,[0],60
1287,"EndGameColonnade10_1","Metadata/Terrain/EndGame/MapColonnade/Graphs/battlefront_10_1.dgr",107,50,100,[0],60
1288,"EndGameColonnade12_2","Metadata/Terrain/EndGame/MapColonnade/Graphs/battlefront_12_2.dgr",107,50,100,[0],60
1289,"EndGameCaveMine1","Metadata/Terrain/EndGame/MapCaveMine/Graphs/cave1_1.dgr",100,50,50,[0],60
1290,"EndGameCaveMine2","Metadata/Terrain/EndGame/MapCaveMine/Graphs/cave1_2.dgr",100,50,50,[0],60
1291,"EndGameCaveMine3","Metadata/Terrain/EndGame/MapCaveMine/Graphs/cave1_3.dgr",100,50,50,[0],60
1292,"EndGameCaveMine4","Metadata/Terrain/EndGame/MapCaveMine/Graphs/cave1_4.dgr",100,50,50,[0],60
1293,"EndGameCemetery1","Metadata/Terrain/EndGame/MapCemetary/Graphs/cemetery_1.tgr",100,50,100,[0],60
1294,"EndGameCemetery2","Metadata/Terrain/EndGame/MapCemetary/Graphs/cemetery_2.tgr",100,50,100,[0],60
1295,"EndGameCemetery3","Metadata/Terrain/EndGame/MapCemetary/Graphs/cemetery_3.tgr",100,50,100,[0],60
1296,"EndGameCemetery4","Metadata/Terrain/EndGame/MapCemetary/Graphs/cemetery_4.tgr",100,50,100,[0],60
1297,"EndGameSpiderForest1","Metadata/Terrain/EndGame/MapSpiderForest/Graphs/spider_forest_1_1.tgr",97,50,100,[0],60
1298,"EndGameSpiderForest2","Metadata/Terrain/EndGame/MapSpiderForest/Graphs/spider_forest_1_2.tgr",100,50,100,[0],60
1299,"EndGameSpiderForest3","Metadata/Terrain/EndGame/MapSpiderForest/Graphs/spider_forest_1_3.tgr",97,50,100,[0],60
1300,"EndGameSpiderForest4","Metadata/Terrain/EndGame/MapSpiderForest/Graphs/spider_forest_1_4.tgr",98,50,100,[0],60
1301,"EndGameWarehouses1","Metadata/Terrain/EndGame/MapWarehouses/Graphs/warehouses_1.dgr",120,50,100,[0],60
1302,"EndGameWarehouses2","Metadata/Terrain/EndGame/MapWarehouses/Graphs/warehouses_2.dgr",120,50,100,[0],60
1303,"EndGameWarehouses3","Metadata/Terrain/EndGame/MapWarehouses/Graphs/warehouses_3.dgr",120,50,100,[0],60
1304,"EndGameWarehouses4","Metadata/Terrain/EndGame/MapWarehouses/Graphs/warehouses_4.dgr",120,50,100,[0],60
1305,"EndGameMarketArcade1","Metadata/Terrain/EndGame/MapMarketArcade/Graphs/market_1_1.dgr",107,60,100,[0],60
1306,"EndGameMarketArcade2","Metadata/Terrain/EndGame/MapMarketArcade/Graphs/market_2_1.dgr",107,60,100,[0],60
1307,"EndGameMarketArcade3","Metadata/Terrain/EndGame/MapMarketArcade/Graphs/market_3_1.dgr",107,60,100,[0],60
1308,"EndGameMarketArcade4","Metadata/Terrain/EndGame/MapMarketArcade/Graphs/market_4_1.dgr",107,60,100,[0],60
1309,"EndGamePrecinct1","Metadata/Terrain/EndGame/MapSlumPrecinct/Graphs/slum_dungeon_1_1.dgr",100,50,50,[0],60
1310,"EndGamePrecinct2","Metadata/Terrain/EndGame/MapSlumPrecinct/Graphs/slum_dungeon_2_1.dgr",100,50,50,[0],60
1311,"EndGamePrecinct3","Metadata/Terrain/EndGame/MapSlumPrecinct/Graphs/slum_dungeon_3_1.dgr",100,50,50,[0],60
1312,"EndGamePrecinct4","Metadata/Terrain/EndGame/MapSlumPrecinct/Graphs/slum_dungeon_4_1.dgr",100,50,50,[0],60
1313,"EndGameGhetto_1","Metadata/Terrain/EndGame/MapSlumGhetto/Graphs/slum_dungeon_1_1.dgr",100,50,50,[0],60
1314,"EndGameGhetto_2","Metadata/Terrain/EndGame/MapSlumGhetto/Graphs/slum_dungeon_2_1.dgr",100,50,50,[0],60
1315,"EndGameGhetto_3","Metadata/Terrain/EndGame/MapSlumGhetto/Graphs/slum_dungeon_3_1.dgr",100,50,55,[0],60
1316,"EndGameGhetto_4","Metadata/Terrain/EndGame/MapSlumGhetto/Graphs/slum_dungeon_4_1.dgr",100,50,60,[0],60
1317,"EndGameMarketBazaar1","Metadata/Terrain/EndGame/MapMarketBazaar/Graphs/market_1_1.dgr",130,50,100,[0],60
1318,"EndGameMarketBazaar2","Metadata/Terrain/EndGame/MapMarketBazaar/Graphs/market_2_1.dgr",130,50,100,[0],60
1319,"EndGameMarketBazaar3","Metadata/Terrain/EndGame/MapMarketBazaar/Graphs/market_3_1.dgr",125,50,100,[0],60
1320,"EndGameMarketBazaar4","Metadata/Terrain/EndGame/MapMarketBazaar/Graphs/market_4_1.dgr",130,50,100,[0],60
1321,"EndGameTemple_1","Metadata/Terrain/EndGame/MapSolaris/Graphs/templeclean_1_1.dgr",100,50,55,[0],60
1322,"EndGameTemple_2","Metadata/Terrain/EndGame/MapSolaris/Graphs/templeclean_2_1.dgr",100,50,53,[0],60
1323,"EndGameTemple_3","Metadata/Terrain/EndGame/MapSolaris/Graphs/templeclean_3_1.dgr",100,50,55,[0],60
1324,"EndGameTemple_4","Metadata/Terrain/EndGame/MapSolaris/Graphs/templeclean_4_1.dgr",100,50,55,[0],60
1325,"EndGameShrine_1","Metadata/Terrain/EndGame/MapLunaris/Graphs/templeclean_1_1.dgr",100,50,50,[0],60
1326,"EndGameShrine_2","Metadata/Terrain/EndGame/MapLunaris/Graphs/templeclean_2_1.dgr",100,50,50,[0],60
1327,"EndGameShrine_3","Metadata/Terrain/EndGame/MapLunaris/Graphs/templeclean_1_2.dgr",100,50,50,[0],60
1328,"EndGameShrine_4","Metadata/Terrain/EndGame/MapLunaris/Graphs/templeclean_2_2.dgr",100,50,50,[0],60
1329,"EndGameMaelStrom","Metadata/Terrain/EndGame/MapLedgeMaelstrom/Graphs/chaos_ledge.tgr",90,50,100,[0],60
1330,"EndGameMusicBox","Metadata/Terrain/EndGame/MapMusicBox/Graphs/musicbox_1.dgr",100,50,50,[0],60
1331,"EndGamePromenade_1","Metadata/Terrain/EndGame/MapPromenade/Graphs/battlefront_1_1.dgr",90,55,100,[0],60
1332,"EndGamePromenade_2","Metadata/Terrain/EndGame/MapPromenade/Graphs/battlefront_2_1.dgr",90,55,100,[0],60
1333,"EndGamePromenade_3","Metadata/Terrain/EndGame/MapPromenade/Graphs/battlefront_3_1.dgr",90,55,100,[0],60
1334,"EndGamePromenade_4","Metadata/Terrain/EndGame/MapPromenade/Graphs/battlefront_3_2.dgr",90,55,100,[0],60
1335,"EndGamePromenade_5","Metadata/Terrain/EndGame/MapPromenade/Graphs/battlefront_4_2.dgr",90,55,100,[0],60
1336,"EndGamePromenade_6","Metadata/Terrain/EndGame/MapPromenade/Graphs/battlefront_5_1.dgr",90,55,100,[0],60
1337,"EndGamePromenade_7","Metadata/Terrain/EndGame/MapPromenade/Graphs/battlefront_6_1.dgr",90,55,100,[0],60
1338,"EndGamePromenade_8","Metadata/Terrain/EndGame/MapPromenade/Graphs/battlefront_7_1.dgr",90,55,100,[0],60
1339,"EndGamePromenade_9","Metadata/Terrain/EndGame/MapPromenade/Graphs/battlefront_7_2.dgr",90,55,100,[0],60
1340,"EndGamePromenade_10","Metadata/Terrain/EndGame/MapPromenade/Graphs/battlefront_8_1.dgr",90,55,100,[0],60
1341,"EndGamePromenade_11","Metadata/Terrain/EndGame/MapPromenade/Graphs/battlefront_8_2.dgr",90,53,100,[0],60
1342,"EndGameUndeadSiege","Metadata/Terrain/EndGame/MapUndeadSiege/Graphs/siege_1.dgr",100,50,100,[0],60
1343,"EndGameCowardsTrial","Metadata/Terrain/EndGame/MapCowardsTrial/Graphs/cowards_trial_1.dgr",100,50,100,[0],60
1344,"EndGameMudGeyser_1","Metadata/Terrain/EndGame/MapSwampFetid/Graphs/fetid_island_1.tgr",103,50,100,[0],60
1345,"EndGameMudGeyser_2","Metadata/Terrain/EndGame/MapSwampFetid/Graphs/fetid_island_2.tgr",103,50,100,[0],60
1346,"EndGameMudGeyser_3","Metadata/Terrain/EndGame/MapSwampFetid/Graphs/fetid_island_3.tgr",103,50,100,[0],60
1347,"EndGameMudGeyser_4","Metadata/Terrain/EndGame/MapSwampFetid/Graphs/fetid_island_4.tgr",103,50,100,[0],60
1348,"EndGameOrchard_1","Metadata/Terrain/EndGame/MapGardens/Graphs/gardens_1.dgr",110,50,100,[0],60
1349,"EndGameOrchard_2","Metadata/Terrain/EndGame/MapGardens/Graphs/gardens_2.dgr",110,50,100,[0],60
1350,"EndGameOrchard_3","Metadata/Terrain/EndGame/MapGardens/Graphs/gardens_3.dgr",110,50,100,[0],60
1351,"EndGameOrchard_4","Metadata/Terrain/EndGame/MapGardens/Graphs/gardens_4.dgr",110,50,100,[0],60
1352,"EndGameVinktarSquare1","Metadata/Terrain/EndGame/MapVinktarSquare/Graphs/VinktarSquare_1.dgr",103,50,100,[0],60
1353,"EndGameCourtyard_1","Metadata/Terrain/EndGame/MapGardens2/Graphs/gardens_1.dgr",118,50,100,[0],60
1354,"EndGameCourtyard_2","Metadata/Terrain/EndGame/MapGardens2/Graphs/gardens_2.dgr",118,50,100,[0],60
1355,"EndGameCourtyard_3","Metadata/Terrain/EndGame/MapGardens2/Graphs/gardens_3.dgr",118,50,100,[0],60
1356,"EndGameCourtyard_4","Metadata/Terrain/EndGame/MapGardens2/Graphs/gardens_4.dgr",118,50,100,[0],60
1357,"EndGameTerrace_1","Metadata/Terrain/EndGame/MapGardens3/Graphs/gardens_1.dgr",120,50,100,[0],60
1358,"EndGameTerrace_2","Metadata/Terrain/EndGame/MapGardens3/Graphs/gardens_2.dgr",120,50,100,[0],60
1359,"EndGameTerrace_3","Metadata/Terrain/EndGame/MapGardens3/Graphs/gardens_3.dgr",120,50,100,[0],60
1360,"EndGameTerrace_4","Metadata/Terrain/EndGame/MapGardens3/Graphs/gardens_4.dgr",120,50,100,[0],60
1361,"EndGameMuseum_1","Metadata/Terrain/EndGame/MapLibrary/Graphs/city_library_1_2.dgr",100,50,45,[0],60
1362,"EndGameMuseum_2","Metadata/Terrain/EndGame/MapLibrary/Graphs/city_library_2_1.dgr",100,50,45,[0],60
1363,"EndGameMuseum_3","Metadata/Terrain/EndGame/MapLibrary/Graphs/city_library_3_1.dgr",100,50,45,[0],60
1364,"EndGameMuseum_4","Metadata/Terrain/EndGame/MapLibrary/Graphs/city_library_3_2.dgr",100,50,45,[0],60
1365,"EndGameMuseum_5","Metadata/Terrain/EndGame/MapLibrary/Graphs/city_library_4_1.dgr",100,50,45,[0],60
1366,"EndGameMuseum_6","Metadata/Terrain/EndGame/MapLibrary/Graphs/city_library_4_2.dgr",100,50,45,[0],60
1367,"EndGameLibrary2_1","Metadata/Terrain/EndGame/MapLibrary2/Graphs/city_archives_1.dgr",100,50,50,[0],60
1368,"EndGameLibrary2_2","Metadata/Terrain/EndGame/MapLibrary2/Graphs/city_archives_2.dgr",100,50,50,[0],60
1369,"EndGameLibrary2_3","Metadata/Terrain/EndGame/MapLibrary2/Graphs/city_archives_3.dgr",100,50,50,[0],60
1370,"EndGameLibrary2_4","Metadata/Terrain/EndGame/MapLibrary2/Graphs/city_archives_4.dgr",100,50,50,[0],60
1371,"EndGameLibraryUnique_1","Metadata/Terrain/EndGame/MapLibraryUnique/Graphs/map_library_unique_1.dgr",100,50,50,[0],60
1372,"EndGamePalace_1","Metadata/Terrain/EndGame/MapScepter/Graphs/palace.dgr",100,50,50,[0],60
1373,"EndGameVilla_1","Metadata/Terrain/EndGame/MapScepter2/Graphs/villa1.dgr",100,50,55,[0],60
1374,"EndGameVilla_2","Metadata/Terrain/EndGame/MapScepter2/Graphs/villa2.dgr",100,50,55,[0],60
1375,"EndGameVilla_3","Metadata/Terrain/EndGame/MapScepter2/Graphs/villa3.dgr",100,50,55,[0],60
1376,"EndGameVilla_4","Metadata/Terrain/EndGame/MapScepter2/Graphs/villa4.dgr",100,50,55,[0],60
1377,"EndGameResidence_1","Metadata/Terrain/EndGame/MapScepter3/Graphs/residence.dgr",100,50,41,[0],60
1378,"EndGameVaalTemple_1","Metadata/Terrain/EndGame/MapIncaCorrupted/Graphs/maze_1.dgr",100,50,50,[0],60
1379,"EndGameAsylum_1","Metadata/Terrain/EndGame/MapAsylum/Graphs/asylum_1_1.dgr",100,50,50,[0],60
1380,"EndGameChurchFire_1","Metadata/Terrain/EndGame/MapChurchUniqueFire/Graphs/church_dungeon1.dgr",100,50,50,[0],60
1381,"EndGameChurchFire_2","Metadata/Terrain/EndGame/MapChurchUniqueFire/Graphs/church_dungeon2.dgr",100,50,50,[0],60
1382,"EndGameChurchFire_3","Metadata/Terrain/EndGame/MapChurchUniqueFire/Graphs/church_dungeon3.dgr",100,50,50,[0],60
1383,"EndGameChurchFire_4","Metadata/Terrain/EndGame/MapChurchUniqueFire/Graphs/church_dungeon4.dgr",100,50,50,[0],60
1384,"EndGameTreasureIsland1","Metadata/Terrain/EndGame/MapTreasureIsland/Graphs/island1_1.tgr",105,50,100,[0],60
1385,"EndGameTreasureIsland2","Metadata/Terrain/EndGame/MapTreasureIsland/Graphs/island1_2.tgr",105,50,100,[0],60
1386,"EndGameTreasureIsland3","Metadata/Terrain/EndGame/MapTreasureIsland/Graphs/island1_3.tgr",105,50,100,[0],60
1387,"EndGameTreasureIsland4","Metadata/Terrain/EndGame/MapTreasureIsland/Graphs/island1_4.tgr",105,50,100,[0],60
1388,"EndGameDeathAndTaxes","Metadata/Terrain/EndGame/MapDeathAndTaxes/Graphs/deathandtaxes.dgr",100,50,100,[0],60
1389,"EndGameCagans","Metadata/Terrain/EndGame/MapShipGraveyardCagan/Graphs/ships_1_1.tgr",100,50,100,[0],60
1390,"EndGameHallOfGrandmasters","Metadata/Terrain/EndGame/MapGrandmasters/Graphs/hallofgrandmasters.dgr",100,50,0,[0],60
1391,"EndGameDesert_1","Metadata/Terrain/EndGame/MapDesert/Graphs/endgame_desert1.tgr",100,50,100,[0],60
1392,"EndGameDesert_2","Metadata/Terrain/EndGame/MapDesert/Graphs/endgame_desert2.tgr",105,50,100,[0],60
1393,"EndGameDesert_3","Metadata/Terrain/EndGame/MapDesert/Graphs/endgame_desert3.tgr",105,50,100,[0],60
1394,"EndGameDesert_4","Metadata/Terrain/EndGame/MapDesert/Graphs/endgame_desert4.tgr",105,50,100,[0],60
1395,"EndGameWastes1","Metadata/Terrain/EndGame/MapWastes/Graphs/driedlake.tgr",115,50,100,[0],60
1396,"EndGameWastes2","Metadata/Terrain/EndGame/MapWastes/Graphs/driedlake2.tgr",115,50,100,[0],60
1397,"EndGameWastes3","Metadata/Terrain/EndGame/MapWastes/Graphs/driedlake3.tgr",115,50,100,[0],60
1398,"EndGameWastes4","Metadata/Terrain/EndGame/MapWastes/Graphs/driedlake4.tgr",115,50,100,[0],60
1399,"EndGameWastes5","Metadata/Terrain/EndGame/MapWastes/Graphs/driedlake5.tgr",115,50,100,[0],60
1400,"EndGameWastes6","Metadata/Terrain/EndGame/MapWastes/Graphs/driedlake6.tgr",115,50,100,[0],60
1401,"EndGameWaterways_1","Metadata/Terrain/EndGame/MapAqueduct/Graphs/aqueduct.dgr",100,50,41,[0],60
1402,"EndGameChannel1","Metadata/Terrain/EndGame/MapAqueduct/Graphs/channel_1.dgr",100,50,41,[0],60
1403,"EndGameMineEx_1","Metadata/Terrain/EndGame/MapMineExcavation/Graphs/excavation_1.dgr",100,50,50,[0],60
1404,"EndGameMineEx_2","Metadata/Terrain/EndGame/MapMineExcavation/Graphs/excavation_2.dgr",100,50,50,[0],60
1405,"EndGameMineEx_3","Metadata/Terrain/EndGame/MapMineExcavation/Graphs/excavation_3.dgr",100,50,50,[0],60
1406,"EndGameMineEx_4","Metadata/Terrain/EndGame/MapMineExcavation/Graphs/excavation_4.dgr",100,50,50,[0],60
1407,"EndGameQuarry_1","Metadata/Terrain/EndGame/MapMineQuarry/Graphs/quarry_1.dgr",130,50,100,[0],60
1408,"EndGameQuarry_2","Metadata/Terrain/EndGame/MapMineQuarry/Graphs/quarry_2.dgr",130,50,100,[0],60
1409,"EndGameQuarry_3","Metadata/Terrain/EndGame/MapMineQuarry/Graphs/quarry_3.dgr",130,50,100,[0],60
1410,"EndGameAbyss_1","Metadata/Terrain/EndGame/MapKaom_Abyss/Graphs/caldera_1.tgr",100,50,100,[0],60
1411,"EndGameAbyss_2","Metadata/Terrain/EndGame/MapKaom_Abyss/Graphs/caldera_2.tgr",100,50,100,[0],60
1412,"EndGameAbyss_3","Metadata/Terrain/EndGame/MapKaom_Abyss/Graphs/caldera_3.tgr",100,50,100,[0],60
1413,"EndGameAbyss_4","Metadata/Terrain/EndGame/MapKaom_Abyss/Graphs/caldera_4.tgr",100,50,100,[0],60
1414,"EndGameVolcano_1","Metadata/Terrain/EndGame/MapKaom_Volcano/Graphs/volcano_updated.tgr",130,50,50,[0],60
1415,"EndGameVolcano_2","Metadata/Terrain/EndGame/MapKaom_Volcano/Graphs/volcano2_updated.tgr",130,50,50,[0],60
1416,"EndGameVolcano_3","Metadata/Terrain/EndGame/MapKaom_Volcano/Graphs/volcano3_updated.tgr",130,50,50,[0],60
1417,"EndGameVolcano_4","Metadata/Terrain/EndGame/MapKaom_Volcano/Graphs/volcano4_updated.tgr",110,50,50,[0],60
1418,"EndGameColosseum_1","Metadata/Terrain/EndGame/MapColosseum/Graphs/daresso1.dgr",100,50,60,[0],60
1419,"EndGameColosseum_2","Metadata/Terrain/EndGame/MapColosseum/Graphs/daresso2.dgr",100,50,60,[0],60
1420,"EndGameColosseum_3","Metadata/Terrain/EndGame/MapColosseum/Graphs/daresso3.dgr",100,50,60,[0],60
1421,"EndGameColosseum_4","Metadata/Terrain/EndGame/MapColosseum/Graphs/daresso4.dgr",100,50,55,[0],60
1422,"EndGamePit_1","Metadata/Terrain/EndGame/MapDaressoPits/Graphs/pits_01.dgr",135,50,45,[0],60
1423,"EndGamePit_2","Metadata/Terrain/EndGame/MapDaressoPits/Graphs/pits_02.dgr",135,50,50,[0],60
1424,"EndGamePit_3","Metadata/Terrain/EndGame/MapDaressoPits/Graphs/pits_03.dgr",135,50,45,[0],60
1425,"EndGamePit_4","Metadata/Terrain/EndGame/MapDaressoPits/Graphs/pits_04.dgr",135,50,45,[0],60
1426,"EndGamePit_5","Metadata/Terrain/EndGame/MapDaressoPits/Graphs/pits_05.dgr",140,50,50,[0],60
1427,"EndGameArena_1","Metadata/Terrain/EndGame/MapDaressoArena/Graphs/arena_01.dgr",100,50,66,[0],60
1428,"EndGameArena_2","Metadata/Terrain/EndGame/MapDaressoArena/Graphs/arena_02.dgr",100,50,66,[0],60
1429,"EndGameArena_3","Metadata/Terrain/EndGame/MapDaressoArena/Graphs/arena_03.dgr",100,50,66,[0],60
1430,"EndGameArena_4","Metadata/Terrain/EndGame/MapDaressoArena/Graphs/arena_04.dgr",100,50,66,[0],60
1431,"EndGamePit_Unique_1","Metadata/Terrain/EndGame/MapDaressoPitsUnique/Graphs/pits_01.dgr",100,50,66,[0],60
1432,"EndGameVillageRuins1","Metadata/Terrain/EndGame/MapVillageRuins/Graphs/villageruins1.tgr",115,50,100,[0],60
1433,"EndGameVillageRuins2","Metadata/Terrain/EndGame/MapVillageRuins/Graphs/villageruins2.tgr",115,50,100,[0],60
1434,"EndGameVillageRuins3","Metadata/Terrain/EndGame/MapVillageRuins/Graphs/villageruins3.tgr",115,50,100,[0],60
1435,"EndGameVillageRuins4","Metadata/Terrain/EndGame/MapVillageRuins/Graphs/villageruins4.tgr",115,50,100,[0],60
1436,"EndGameMalformation1","Metadata/Terrain/EndGame/MapMalformation/Graphs/malformation_remake1.dgr",114,50,100,[0],60
1437,"EndGameMalformation2","Metadata/Terrain/EndGame/MapMalformation/Graphs/malformation_remake2.dgr",114,50,100,[0],60
1438,"EndGameMalformation3","Metadata/Terrain/EndGame/MapMalformation/Graphs/malformation_remake3.dgr",114,50,100,[0],60
1439,"EndGameMalformation4","Metadata/Terrain/EndGame/MapMalformation/Graphs/malformation_remake4.dgr",114,50,100,[0],60
1440,"EndGamePhantasmagoria1","Metadata/Terrain/EndGame/MapPhantasmagoria/Graphs/phantasmagoria_1.dgr",100,50,53,[0],60
1441,"EndGamePhantasmagoria2","Metadata/Terrain/EndGame/MapPhantasmagoria/Graphs/phantasmagoria_2.dgr",100,50,50,[0],60
1442,"EndGamePhantasmagoria3","Metadata/Terrain/EndGame/MapPhantasmagoria/Graphs/phantasmagoria_3.dgr",100,50,54,[0],60
1443,"EndGamePhantasmagoria4","Metadata/Terrain/EndGame/MapPhantasmagoria/Graphs/phantasmagoria_4.dgr",100,50,54,[0],60
1444,"EndGamePhantasmagoria5","Metadata/Terrain/EndGame/MapPhantasmagoria/Graphs/phantasmagoria_5.dgr",100,50,53,[0],60
1445,"EndGameCore_1","Metadata/Terrain/EndGame/MapCore/Graphs/core1.dgr",100,50,60,[0],60
1446,"EndGameCore_2","Metadata/Terrain/EndGame/MapCore/Graphs/core2.dgr",100,50,55,[0],60
1447,"EndGameCore_3","Metadata/Terrain/EndGame/MapCore/Graphs/core3.dgr",100,50,62,[0],60
1448,"EndGameChateau1","Metadata/Terrain/EndGame/MapChateau/Graphs/chateau_1.dgr",100,50,50,[0],60
1449,"EndGameChateau2","Metadata/Terrain/EndGame/MapChateau/Graphs/chateau_2.dgr",100,50,50,[0],60
1450,"EndGameChateau3","Metadata/Terrain/EndGame/MapChateau/Graphs/chateau_3.dgr",100,50,50,[0],60
1451,"EndGameManor1","Metadata/Terrain/EndGame/MapManor/Graphs/manor_01.dgr",100,50,50,[0],60
1452,"EndGameManor2","Metadata/Terrain/EndGame/MapManor/Graphs/manor_02.dgr",100,50,50,[0],60
1453,"EndGameManor3","Metadata/Terrain/EndGame/MapManor/Graphs/manor_03.dgr",100,50,50,[0],60
1454,"EndGameManor4","Metadata/Terrain/EndGame/MapManor/Graphs/manor_04.dgr",100,50,50,[0],60
1455,"EndGameManor5","Metadata/Terrain/EndGame/MapManor/Graphs/manor_05.dgr",100,50,50,[0],60
1456,"EndGameManor6","Metadata/Terrain/EndGame/MapManor/Graphs/manor_06.dgr",100,50,50,[0],60
1457,"EndGamePlaza1","Metadata/Terrain/EndGame/MapPlaza/Graphs/plaza1.dgr",100,50,50,[0],60
1458,"EndGamePlaza2","Metadata/Terrain/EndGame/MapPlaza/Graphs/plaza2.dgr",100,50,47,[0],60
1459,"EndGamePlaza3","Metadata/Terrain/EndGame/MapPlaza/Graphs/plaza3.dgr",100,50,47,[0],60
1460,"EndGamePlaza4","Metadata/Terrain/EndGame/MapPlaza/Graphs/plaza4.dgr",100,50,47,[0],60
1461,"PetFlats","Metadata/Terrain/TestAreas/PetFlats/Graphs/macro_swamp1_1.tgr",100,50,50,[0],60
1462,"EndGamePantheon1","Metadata/Terrain/EndGame/MapPantheon/Graphs/_pantheon_1.dgr",0,0,0,[0],60
1463,"EndGameOba","Metadata/Terrain/EndGame/MapOba/Graphs/main_1.dgr",100,50,50,[0],60
1464,"EndGameLegendsMain","Metadata/Terrain/EndGame/MapIncaUniqueLegends/Graphs/legends_main.dgr",100,50,50,[0],60
1465,"EndGameLegends1","Metadata/Terrain/EndGame/MapIncaUniqueLegends/Graphs/_legends_1.dgr",100,50,100,[0],60
1466,"EndGameLegends2","Metadata/Terrain/EndGame/MapIncaUniqueLegends/Graphs/_legends_2.dgr",100,50,100,[0],60
1467,"EndGameLegends3","Metadata/Terrain/EndGame/MapIncaUniqueLegends/Graphs/_legends_3.dgr",100,50,100,[0],60
1468,"EndGameLegends4","Metadata/Terrain/EndGame/MapIncaUniqueLegends/Graphs/_legends_4.dgr",100,50,100,[0],60
1469,"EndGameParadise","Metadata/Terrain/EndGame/MapParadise/Graphs/paradise.tgr",100,50,100,[0],60
1470,"EndGameBlackguard","Metadata/Terrain/EndGame/MapBlackguard/Graphs/blackguard_1.dgr",100,50,100,[0],60
1471,"EndGameWolf","Metadata/Terrain/EndGame/MapWolf/Graphs/endgame_wolfden_1.dgr",100,50,50,[0],60
1472,"EndGameHallowedGrounds_1","Metadata/Terrain/EndGame/MapHallowedGround/Graphs/HallowedGround_1.dgr",100,50,100,[0],60
1473,"EndGameHallowedGrounds_2","Metadata/Terrain/EndGame/MapHallowedGround/Graphs/HallowedGround_2.dgr",100,50,100,[0],60
1474,"EndGameHallowedGrounds_3","Metadata/Terrain/EndGame/MapHallowedGround/Graphs/HallowedGround_3.dgr",100,50,100,[0],60
1475,"EndGameHallowedGrounds_4","Metadata/Terrain/EndGame/MapHallowedGround/Graphs/HallowedGround_4.dgr",100,50,100,[0],60
1476,"EndGameHallowedGrounds_5","Metadata/Terrain/EndGame/MapHallowedGround/Graphs/HallowedGround_5.dgr",100,50,100,[0],60
1477,"EndGameHighGardens_1","Metadata/Terrain/EndGame/MapHighGardens/Graphs/highgardens.dgr",100,50,50,[0],60
1478,"EndGameHighGardens_2","Metadata/Terrain/EndGame/MapHighGardens/Graphs/highgardens_FI.dgr",100,50,50,[0],60
1479,"EndGameHighGardens_3","Metadata/Terrain/EndGame/MapHighGardens/Graphs/highgardens_R90.dgr",100,50,50,[0],60
1480,"EndGameHighGardens_4","Metadata/Terrain/EndGame/MapHighGardens/Graphs/highgardens_I.dgr",100,50,50,[0],60
1481,"EndGameMineralPools_1","Metadata/Terrain/EndGame/MapMineralPools/Graphs/mineralpools1_1.dgr",100,50,55,[0],60
1482,"EndGameMineralPools_2","Metadata/Terrain/EndGame/MapMineralPools/Graphs/mineralpools1_2.dgr",100,50,55,[0],60
1483,"EndGameMineralPools_3","Metadata/Terrain/EndGame/MapMineralPools/Graphs/mineralpools1_3.dgr",100,50,55,[0],60
1484,"EndGameMineralPools_4","Metadata/Terrain/EndGame/MapMineralPools/Graphs/mineralpools1_4.dgr",100,50,55,[0],60
1485,"EndGameScriptorium_1","Metadata/Terrain/EndGame/MapScriptorium/Graphs/scriptorium_1.dgr",100,50,50,[0],60
1486,"EndGameScriptorium_2","Metadata/Terrain/EndGame/MapScriptorium/Graphs/scriptorium_2.dgr",100,50,50,[0],60
1487,"EndGameScriptorium_3","Metadata/Terrain/EndGame/MapScriptorium/Graphs/scriptorium_3.dgr",100,50,50,[0],60
1488,"EndGameScriptorim_4","Metadata/Terrain/EndGame/MapScriptorium/Graphs/scriptorium_4.dgr",100,50,50,[0],60
1489,"EndGameEstuary_1","Metadata/Terrain/EndGame/MapEstuary/Graphs/estuary_1.tgr",100,55,100,[0],60
1490,"EndGameEstuary_2","Metadata/Terrain/EndGame/MapEstuary/Graphs/estuary_2.tgr",100,55,100,[0],60
1491,"EndGameEstuary_3","Metadata/Terrain/EndGame/MapEstuary/Graphs/estuary_3.tgr",100,55,100,[0],60
1492,"EndGameEstuary_4","Metadata/Terrain/EndGame/MapEstuary/Graphs/estuary_4.tgr",100,55,100,[0],60
1493,"EndGameArmory_1","Metadata/Terrain/EndGame/MapArmory/Graphs/armory_1.dgr",100,50,50,[0],60
1494,"EndGameArmory_2","Metadata/Terrain/EndGame/MapArmory/Graphs/armory_2.dgr",100,50,50,[0],60
1495,"EndGameArmory_3","Metadata/Terrain/EndGame/MapArmory/Graphs/armory_3.dgr",100,50,50,[0],60
