"rownum","BattlePass","RewardTier","i32_20","i32_24","bool_28","Id","RewardedMTX","i32_53","RewardDescription","RewardDescription (French)","RewardDescription (German)","RewardDescription (Japanese)","RewardDescription (Korean)","RewardDescription (Portuguese)","RewardDescription (Russian)","RewardDescription (Spanish)","RewardDescription (Thai)","RewardDescription (Traditional Chinese)","string_65","i32_73","i32_77","bool_81","RewardTitle","RewardTitle (French)","RewardTitle (German)","RewardTitle (Japanese)","RewardTitle (Korean)","RewardTitle (Portuguese)","RewardTitle (Russian)","RewardTitle (Spanish)","RewardTitle (Thai)","RewardTitle (Traditional Chinese)","rid_90","bool_106","i32_107","i32_111","i32_115","i32_119","i32_123","i32_127","i32_131","i32_135","bool_139","bool_140","bool_141"
82,6,4,0,40,"","MysteryPackHarmonyBox",[6774],0,"Receive a random prize with a Harmony theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Harmonie » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Hamonie-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","調和テーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","조화 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema da Harmonia! Ele aparecerá em seu baú de MTX, pronto para ser aberto.","Получите случайную микротранзакцию на тему Гармонии! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Armonía! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Harmony แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個萬物和諧主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",379,1298,"","Harmony Mystery Box","Boîte mystère de l'Harmonie","Harmonie-Überraschungskiste","調和のミステリーボックス","조화 미스터리 박스","Caixa Misteriosa da Harmonia","Загадочная коробка гармонии","Caja misteriosa de Armonía","กล่องปริศนา Harmony","萬物和諧神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
83,6,4,1,40,"","",[],0,"Contains 3 Vaal Scouting Reports","Contient 3 Rapports de reconnaissance vaal","Enthält 3 Vaal-Kundschafterberichte","3x ヴァール偵察報告書","바알 정찰 보고서 3개 포함","Contém 3 Relatórios de Patrulha Vaal","Содержит 3 осквернённых доклада разведки","Contiene 3 informes de exploración vaal","ประกอบด้วย รายงานสำรวจวาล์ 3 ชิ้น","包含 3 個瓦爾偵查報告","",379,403,"","Vaal Scouting Reports","Rapports de reconnaissance vaal","Vaal-Kundschafterberichte","ヴァール偵察報告書","바알 정찰 보고서","Relatórios de Patrulha Vaal","Осквернённые доклады разведки","Informes de exploración vaal","รายงานสำรวจ วาล์","瓦爾偵查報告",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
84,6,5,0,57,"","CursebringerBodyArmour",[4181],0,"","","","","","","","","","","",380,1299,"","Cursebringer Body Armour","Armure du Maudisseur","Fluchbringer-Körperrüstung","カースブリンガーアーマー","저주 인도자 갑옷","Peitoral do Amaldiçoado","Нательный доспех Несущего проклятия","Armadura de Portador de maldiciones","เสื้อเกราะผู้บังเกิดคำสาป","身體外觀：咒能先鋒","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
85,6,5,1,57,"","",[],0,"Contains a Map with 5 Delirium Orbs applied","Contient une Carte sur laquelle sont appliqués 5 Orbes de Délire.","Enthält eine Delirium-Karte mit 5 angewendeten Sphären des Deliriums","5個のデリリウムオーブが適用されたマップ","환영의 오브가 5개 적용된 지도 1개 포함","Contém um Mapa com 5 Orbes Delirantes aplicadas","Содержит карту с 5 применёнными к ней сферами Делириума","Contiene un mapa con 5 orbes de delirio aplicados","ประกอบด้วย แผนที่ 1 ชิ้นที่มีการใช้ลูกแก้วเดลิเรียม 5 ชิ้น","包含 1 張套用了 5 個譫妄玉的地圖","Art/2DItems/Maps/BattlePassRandomDeliriousYellow.dds",380,404,"","Delirium Map with 5 Reward Types","Carte du Délire avec 5 types de récompenses","Delirium-Karte mit 5 Belohnungstypen","5個の報酬タイプを持つデリリウムマップ","보상 유형이 5가지인 환영 지도","Mapa Delirante com 5 Tipos de Recompensas","Карта Делириума с 5 типами наград","Mapa de Delirium con 5 tipos de recompensa","แผนที่เดลิเรียมที่มีของรางวัล 5 ชนิด","具有 5 種獎勵類型的譫妄地圖",2,"",0,0,0,-1241513984,20,0,0,16777216,"","",""
86,6,6,0,80,"","MysteryPackWarlordBox",[6762],0,"Receive a random prize with a Warlord theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Seigneur de guerre » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Kriegsfürst-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","大将軍テーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","전쟁군주 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다.","Receba um prêmio aleatório com o tema do Senhor da Guerra! Ele aparecerá em seu baú de MTX, pronto para ser aberto.","Получите случайную микротранзакцию на тему Вождя! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática del Señor de la guerra! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Warlord แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個征戰軍閥主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",381,1300,"","Warlord Mystery Box","Boîte mystère du Seigneur de guerre","Kriegsfürst-Überraschungskiste","大将軍のミステリーボックス","전쟁군주 미스터리 박스","Caixa Misteriosa do Senhor da Guerra","Загадочная коробка Вождя","Caja misteriosa del Señor de la guerra","กล่องปริศนา Warlord","征戰軍閥神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
87,6,6,1,80,"","",[],0,"Contains a Random Elder Guardian Map","Contient une Carte de Gardien de l'Ancien aléatoire","Enthält eine Wächterkarte des Ältesten","ランダムなエルダーの守護者マップ","무작위 엘더 수호자 지도 1개 포함","Contém um Mapa de Guardião do Ancião","Содержит случайную карту хранителя Древнего","Contiene un mapa de guardián del Antiguo aleatorio","ประกอบด้วย แผนที่องครักษ์เอลเดอร์แบบสุ่ม 1 ชิ้น","包含 1 個隨機尊師守護者地圖","Art/2DItems/Maps/BattlePassRandomElderGuardian.dds",381,405,"","Elder Guardian Map","Carte de Gardien de l'Ancien","Wächterkarte des Ältesten","エルダーの守護者マップ","엘더 수호자 지도","Mapa de Guardião do Ancião","Карта хранителя Древнего","Mapa de guardián del Antiguo","แผนที่องครักษ์เอลเดอร์","尊師守護者地圖",2,"",0,0,0,-1140850688,20,0,0,16777216,"","",""
88,6,7,0,115,"","CursebringerHelmet",[4178],0,"","","","","","","","","","","",382,1301,"","Cursebringer Helmet","Casque du Maudisseur","Fluchbringer-Helm","カースブリンガーヘルメット","저주 인도자 투구","Elmo do Amaldiçoado","Шлем Несущего проклятия","Casco de Portador de maldiciones","หมวกผู้บังเกิดคำสาป","頭部外觀：咒能先鋒","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
89,6,7,1,115,"","",[],0,"Contains a Special Maven's Invitation","Contient une Invitation spéciale de la Prodige","Enthält eine besondere Einladung der Seherin","メイヴェン特殊招待状","특별한 메이븐의 초대 포함","Contém um Convite Especial da Maven","Содержит особое приглашение Мейвен","Contiene una invitación especial de la Especialista","ประกอบด้วย คำเชิญเมเวนแบบพิเศษ 1 ชิ้น","包含 1 個特殊釋界之邀","Art/2DItems/Maps/BattlePassRandomMavenInvite.dds",382,406,"","Special Maven Invitation","Invitation spéciale de la Prodige","Besondere Einladung der Seherin","メイヴェン特殊招待状","특별한 메이븐의 초대","Convite Especial da Maven","Особое приглашение Мейвен","Invitación especial de la Especialista","คำเชิญเมเวนแบบพิเศษ","特殊釋界之邀",2,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
90,7,0,0,1,"","MysteryPackApocalypseBox",[6723],0,"Receive a random prize with an Apocalypse theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Apocalypse » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Apocalypse-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","黙示録テーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","종말 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema Apocalíptico! Ele aparecerá no seu baú de MTX, esperando para ser aberto.","Получите случайную микротранзакцию на тему Апокалипсиса! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Apocalipsis! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Apocalypse แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","收到一個內含天啟主題商品的隨機獎勵！獎勵會發送至你的商城倉庫頁等待查收。","",375,1294,"","Apocalypse Mystery Box","Boîte mystère Apocalypse","Apocalypse-Überraschungskiste","黙示録のミステリーボックス","종말의 미스터리 박스","Caixa Misteriosa do Apocalipse","Загадочная коробка Апокалипсиса","Caja misteriosa de Apocalipsis","กล่องปริศนา Apocalypse","天啟神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
91,7,0,1,1,"","",[],0,"Contains 3 Orbs of Unmaking","Contient 3 Orbes de démantelement","Enthält 3 Sphären der Umkehr","3x 解除のオーブ","취소의 오브 3개 포함","Contém 3 Orbes da Destruição","Содержит 3 сферы небытия","Contiene 3 orbes de destrucción","ประกอบด้วย Orb of Unmaking 3 ชิ้น","包含 3 顆撤銷石","",375,399,"","Orb of Unmaking","Orbe de démantelement","Sphäre der Umkehr","解除のオーブ","취소의 오브","Orbe da Destruição","Сфера небытия","Orbe de destrucción","Orb of Unmaking","撤銷石",5,"",0,0,0,167772160,0,0,0,50331648,"","",""
92,7,1,0,8,"","VaultPassGhostveilBoots",[4452],0,"","","","","","","","","","","",376,1295,"","Ghostveil Boots","Bottes du Voile fantomatique","Geisterschleier-Stiefel","ゴーストヴェールブーツ","혼의 장막 장화","Botas do Véu Fantasma","Сапоги призрачной вуали","Botas de Velo fantasmal","รองเท้าม่านวิญญาณ","腳部外觀：隱匿鬼魂之靴","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
93,7,1,1,8,"","",[],0,"Grants 3 Kirac Master Missions","Octroie 3 Missions de Maître de Kirac","Enthält 3 Kirac-Meistermissionen","3x キラックマスターミッション","키락 대가 임무 3개 부여","Concede 3 Missões de Mestre do Kirac","Содержит 3 задания Кирака","Otorga 3 misiones de maestro de Kirac","มอบ ภารกิจมาสเตอร์คิรัค 3 ภารกิจ","給予 3 個基拉克大師任務","Art/2DItems/Maps/BattlePassKiracMasterMissionIcon.dds",376,400,"","Kirac Master Missions","Missions de Maître de Kirac","Kirac-Meistermissionen","キラックマスターミッション","키락 대가 임무","Missões de Mestre do Kirac","Задания Кирака","Misiones de maestro de Kirac","ภารกิจมาสเตอร์คิรัค","基拉克大師任務",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
94,7,2,0,17,"","MysteryPackPolarisBox",[6750],0,"Receive a random prize with a Polaris theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Polaris » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Polaris-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","北極星テーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","폴라리스 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema Polaris! Ele aparecerá no seu baú de MTX, esperando para ser aberto.","Получите случайную микротранзакцию на тему Полярности! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Polaris! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต โพลาริส แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","收到一個內含北極星辰主題商品的隨機獎勵！獎勵會發送至你的商城倉庫頁等待查收。","",377,1296,"","Polaris Mystery Box","Boîte mystère Polaris","Polaris-Überraschungskiste","北極星のミステリーボックス","폴라리스 미스터리 박스","Caixa Misteriosa Polaris","Загадочная коробка Полярности","Caja misteriosa de Polaris","กล่องปริศนาโพลาริส","北極星辰神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
95,7,2,1,17,"","",[],0,"Contains a Map that contains The Sacred Grove","Contient une Carte qui contient le Bosquet sacré","Enthält eine Karte, die den Heiligen Hain enthält","聖なる木立が出現するマップ","신성한 숲이 등장하는 지도 포함","Contém um Mapa que contém o Bosque Sagrado","Содержит карту, на которой можно встретить Священную рощу","Contiene un mapa que contiene el Huerto sagrado","ประกอบด้วย แผนที่ที่มีสวนศักดิ์สิทธิ์ 1 ชิ้น","包含 1 個含有聖殿密園的地圖","Art/2DItems/Maps/BattlePassRandomNormalMap.dds",377,401,"","Map containing The Sacred Grove","Carte contenant le Bosquet Sacré","Karte mit Heiligem Hain","聖なる木立が出現するマップ","신성한 숲이 등장하는 지도","Mapa contendo o Bosque Sagrado","Содержащая Священную рощу карта","Mapa que contiene el Huerto sagrado","แผนที่ที่มีสวนศักดฺ์สิทธิ์","含有聖殿密園的地圖",2,"",0,0,0,-1325400064,20,0,0,16777216,"","",""
96,7,3,0,27,"","VaultPassGhostveilGloves",[4453],0,"","","","","","","","","","","",378,1297,"","Ghostveil Gloves","Gants du Voile fantomatique","Geisterschleier-Handschuhe","ゴーストヴェールグローブ","혼의 장막 장갑","Luvas do Véu Fantasma","Перчатки призрачной вуали","Guantes de Velo fantasmal","ถุงมือม่านวิญญาณ","手部外觀：隱匿鬼魂手套","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
97,7,3,1,27,"","",[],0,"Contains a Singular Scouting Report","Contient un Rapport de reconnaissance singulier","Enthält einen Einmaligen Kundschafterbericht","特異な偵察報告書","비범한 정찰 보고서 1개 포함","Contém um Relatório de Patrulha Singular","Содержит необычный доклад разведки","Contiene un Informe de exploración singular","ประกอบด้วย รายงานสำรวจเอกเทศ 1 ชิ้น","包含 1 個卓越偵查報告","",378,402,"","Singular Scouting Report","Rapport de reconnaissance singulier","Einmaliger Kundschafterbericht","特異な偵察報告書","비범한 정찰 보고서","Relatório de Patrulha Singular","Необычный доклад разведки","Informe de exploración singular","รายงานสำรวจเอกเทศ","卓越偵查報告",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
98,7,4,0,40,"","MysteryPackGlimmerwoodBox",[6732],0,"Receive a random prize with a Glimmerwood theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Boiscintillant » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Düsterwald-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","グリマーウッドテーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","미광의 숲 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema da Madeira Cintilante! Ele aparecerá no seu baú de MTX, esperando para ser aberto.","Получите случайную микротранзакцию на тему Мерцающего леса! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Bosque encantado! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Glimmerwood แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","收到一個內含微熠之森主題商品的隨機獎勵！獎勵會發送至你的商城倉庫頁等待查收。","",379,1298,"","Glimmerwood Mystery Box","Boîte mystère de Boiscintillant","Düsterwald-Überraschungskiste","グリマーウッドミステリーボックス","미광의 숲 미스터리 박스","Caixa Misteriosa da Madeira Cintilante","Загадочная коробка Мерцающего леса","Caja misteriosa de Bosque encantado","กล่องปริศนา Glimmerwood","微熠之森神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
99,7,4,1,40,"","",[],0,"Contains an Inscribed Ultimatum ","Contient un Ultimatum gravé","Enthält eine Inschrift des Ultimatums","アルティメイタムの刻印","새겨진 결전 포함","Contém um Ultimato Talhado","Содержит начертанный Ультиматум","Contiene un Ultimátum inscrito","ประกอบด้วย คำขาดจารึก 1 ชิ้น","包含 1 個最後通牒雕刻","",379,403,"","Inscribed Ultimatum","Ultimatum gravé","Inschrift des Ultimatums","アルティメイタムの刻印","새겨진 결전","Ultimato Talhado","Начертанный Ультиматум","Ultimátum inscrito","คำขาดจารึก","最後通牒雕刻",5,"",0,0,0,889192448,16,0,0,16777216,"","",""
100,7,5,0,57,"","VaultPassGhostveilBodyArmour",[4454],0,"","","","","","","","","","","",380,1299,"","Ghostveil Body Armour","Armure du Voile fantomatique","Geisterschleier-Körperrüstung","ゴーストヴェールアーマー","혼의 장막 갑옷","Peitoral do Véu Fantasma","Нательный доспех призрачной вуали","Armadura de Velo fantasmal","เสื้อเกราะม่านวิญญาณ","身體外觀：隱匿鬼魂胸甲","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
101,7,5,1,57,"","",[],0,"Contains an Otherworldly Scouting Report","Contient un Rapport de reconnaissance d'un autre monde","Enthält einen Jenseitigen Kundschafterbericht","異世界の偵察報告書","신기한 정찰 보고서 포함","Contém um Relatório de Patrulha Sobrenatural","Содержит потусторонний доклад разведки","Contiene un informe de exploración de otro mundo","ประกอบด้วย รายงานสำรวจนอกโลก 1 ชิ้น","包含 1 個異界偵查報告","",380,404,"","Otherworldly Scouting Report","Rapport de reconnaissance d'un autre monde","Jenseitiger Kundschafterbericht","異世界の偵察報告書","신기한 정찰 보고서","Relatório de Patrulha Sobrenatural","Потусторонний доклад разведки","Informe de exploración de otro mundo","รายงานสำรวจนอกโลก","異界偵查報告",5,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
102,7,6,0,80,"","MysteryPackApollyonBox",[6765],0,"Receive a random prize with an Apollyon theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Apollyon » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Apollyon-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","アポリオンテーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","지옥 악마 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema Apollyon! Ele aparecerá no seu baú de MTX, esperando para ser aberto.","Получите случайную микротранзакцию на тему Аполлиона! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Abadón! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Apollyon แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","收到一個內含煉獄帝王主題商品的隨機獎勵！獎勵會發送至你的商城倉庫頁等待查收。","",381,1300,"","Apollyon Mystery Box","Boîte mystère Apollyon","Apollyon-Überraschungskiste","アポリオンミステリーボックス","지옥 악마 미스터리 박스","Caixa Misteriosa Apollyon","Загадочная коробка Аполлиона","Caja misteriosa de Abadón","กล่องปริศนา Apollyon","煉獄帝王神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
103,7,6,1,80,"","",[],0,"Contains a Random Conqueror Map","Contient une Carte de Conquérant aléatoire","Enthält eine zufällige Eroberer Karte","ランダムな征服者のマップ","무작위 정복자 지도 포함","Contém um Mapa de Conquistador Aleatório","Содержит случайную карту Завоевателя","Contiene un mapa de Conquistador aleatorio","ประกอบด้วย แผนที่ผู้พิชิตแบบสุ่ม 1 ชิ้น","包含 1 個隨機征服者地圖","Art/2DItems/Maps/BattlePassRandomConquerorMap.dds",381,405,"","Conqueror Map","Carte de Conquérant","Eroberer Karte","征服者のマップ","정복자 지도","Mapa de Conquistador","Карта Завоевателя","Mapa de Conquistador","แผนที่ผู้พิชิต","征服者地圖",2,"",0,0,0,-1140850688,20,0,0,16777216,"","",""
104,7,7,0,115,"","VaultPassGhostveilHelmet",[4451],0,"","","","","","","","","","","",382,1301,"","Ghostveil Helmet","Casque du Voile fantomatique","Geisterschleier-Helm","ゴーストヴェールヘルメット","혼의 장막 투구","Elmo do Véu Fantasma","Шлем призрачной вуали","Casco de Velo fantasmal","หมวกม่านวิญญาณ","頭部外觀：隱匿鬼魂之兜","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
105,7,7,1,115,"","",[],0,"Contains 10 Random Scarabs","Contient 10 Scarabées aléatoires","Enthällt 10 zufällige Skarabäen","10x ランダムなスカラベ","무작위 갑충석 10개 포함","Contém 10 Escaravelhos Aleatórios","Содержит 10 случайных скарабеев","Contiene 10 escarabajos aleatorios","ประกอบด้วย สคารับแบบสุ่ม 10 ตัว","包含 10 個隨機聖甲蟲","Art/2DItems/Currency/Scarabs/NormalScarabVaultPassRandom.dds",382,406,"","Random Scarabs","Scarabées aléatoires","Zufällige Skarabäen","ランダムなスカラベ","무작위 갑충석","Escaravelhos Aleatórios","Случайные скарабеи","Escarabajos aleatorios","สคารับแบบสุ่ม","隨機聖甲蟲",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
106,8,0,0,1,"","MysteryPackMidnightPactBox",[6768],0,"","","","","","","","","","","",375,1294,"","Midnight Pact Mystery Box","Boîte mystère du Pacte de minuit","Mitternachtspakt-Überraschungskiste","ミッドナイトパクトミステリーボックス","심야의 서약 미스터리 박스","Caixa Misteriosa do Pacto da Meia-Noite","Загадочная шкатулка полуночной сделки","Caja misteriosa del Pacto de medianoche","กล่องปริศนา Midnight Pact","血夜冥約神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
107,8,0,1,1,"","",[],0,"Contains 3 Orbs of Horizons","Contient 3 Orbes des horizons","Enthält 3 Sphären der Horizonte","3x 地平のオーブ","지평의 오브 3개 포함","Contém 3 Orbes dos Horizontes","Содержит 3 сферы горизонтов","Contiene 3 orbes de horizontes","ประกอบด้วย Orb of Horizons 3 ชิ้น","包含 3 顆地平石","",375,399,""," Orb of Horizons","Orbe des horizons","Sphäre der Horizonte","地平のオーブ","지평의 오브","Orbe dos Horizontes","Сфера горизонтов","Orbe de horizontes","Orb of Horizons","地平石",5,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
108,8,1,0,8,"","VaultPassRotShamanWings",[4571],0,"","","","","","","","","","","",376,1295,"","Rot Shaman Wings","Ailes du Chaman de la Putréfaction","Fäulnisschamane-Flügel","ロットシャーマンの翼","부식 주술사 날개","Asas do Xamã Apodrecido","Крылья шамана гнили","Alas de Chamán de podredumbre","ปีกคนทรงฟอนเฟะ","背飾：腐敗薩滿之翼","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
109,8,1,1,8,"","",[],0,"Contains 3 Orbs of Unmaking","Contient 3 Orbes de démantelement","Enthält 3 Sphären der Umkehr","3x 解除のオーブ","취소의 오브 3개 포함","Contém 3 Orbes da Destruição","Содержит 3 сферы небытия","Contiene 3 orbes de destrucción","ประกอบด้วย Orb of Unmaking 3 ชิ้น","包含 3 顆撤銷石","",376,400,"","Orb of Unmaking","Orbe de démantelement","Sphäre der Umkehr","解除のオーブ","취소의 오브","Orbe da Destruição","Сфера небытия","Orbe de destrucción","Orb of Unmaking","撤銷石",5,"",0,0,0,167772160,0,0,0,50331648,"","",""
110,8,2,0,17,"","MysteryPackWarlordBox",[6762],0,"","","","","","","","","","","",377,1296,"","Warlord Mystery Box","Boîte mystère du Seigneur de guerre","Kriegsfürst-Überraschungskiste","大将軍のミステリーボックス","전쟁군주 미스터리 박스","Caixa Misteriosa do Senhor da Guerra","Загадочная коробка вождя","Caja misteriosa del Señor de la guerra","กล่องปริศนา Warlord","征戰軍閥神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
111,8,2,1,17,"","",[],0,"Contains a Random Unique Map up to Tier 5","Contient une Carte unique aléatoire (Palier 5 max)","Enthält eine zufällige einzigartige Karte bis Level 5","ティア5までのランダムなユニークマップ","최대 5등급의 무작위 고유 지도 1개 포함","Contém um Mapa Único Aleatório até o tier 5","Содержит случайную уникальную карту не выше 5 уровня","Contiene un mapa único aleatorio hasta de grado 5","ประกอบด้วย แผนที่ยูนิคแบบสุ่ม 1 ชิ้น ที่มีระดับสูงสุด 5","包含 1 張階級最高 5 的傳奇地圖","Art/2DItems/Maps/VaultPassRandomMap.dds",377,401,"","Unique Map","Carte unique","Einzigartige Karte","ユニークマップ","고유 지도","Mapa Único","Уникальная карта","Mapa único","แผนที่ยูนิค","傳奇地圖",3,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
112,8,3,0,27,"","VaultPassRotShamanBoots",[4568],0,"","","","","","","","","","","",378,1297,"","Rot Shaman Boots","Bottes du Chaman de la Putréfaction","Fäulnisschamane-Stiefel","ロットシャーマンブーツ","부식 주술사 장화","Botas do Xamã Apodrecido","Сапоги шамана гнили","Botas de Chamán de podredumbre","รองเท้าคนทรงฟอนเฟะ","腳部外觀：腐敗薩滿","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
113,8,3,1,27,"","",[],0,"Contains a Blighted Map","Contient une Carte infestée","Enthält eine Befallene Karte","ブライトマップ","역병 걸린 지도 등장","Contém um Mapa Infestado","Содержит заражённую карту","Contiene un mapa infestado","ประกอบด้วย แผนที่ไบล์ท 1 ชิ้น","包含 1 個凋落地圖","Art/2DItems/Maps/BattlePassBlightedMap.dds",378,402,"","Blighted Map","Carte infestée","Befallene Karte","ブライトマップ","역병 걸린 지도","Mapa Infestado","Заражённая карта","Mapa infestado","แผนที่ไบล์ท","凋落地圖",2,"",0,0,0,-1241513984,20,0,0,16777216,"","",""
