"rownum","Metadata","AreaLevel","SpawnsMonsters","i32_28","i32_32","i32_36","i32_40","i32_44","i32_48","i32_52","i32_56","bool_60","bool_61","bool_62","bool_63","bool_64","bool_65","i32_66","i32_70","i32_74","i32_78","rid_82","bool_98","bool_99","Script1","bool_108","bool_109","Script2","[i32]_118","i32_134","i32_138","i32_142","i32_146","i32_150","i32_154","i32_158","i32_162"
1179,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",9,"[8034,8035,8036,8037]",0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,5,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1180,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",13,"[8034,8035,8036,8037]",0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,7,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1181,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",25,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,9,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1182,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",40,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1183,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",55,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1184,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",68,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1185,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",73,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1186,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",78,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1187,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",80,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1188,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",83,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1189,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",1,[8038],0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
1190,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",4,[8038],0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
1191,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",9,[8038],0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
1192,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",13,[8038],0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
1193,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",25,[8038],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
1194,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",40,[8038],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
1195,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",55,[8038],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
1196,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",68,[8038],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
1197,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",73,[8038],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
1198,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",78,[8038],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
1199,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",80,[8038],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
1200,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",83,[8038],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
1201,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",1,"[8034,8035,8036,8037]",0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,20,20,1,1
1202,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",4,"[8034,8035,8036,8037]",0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,20,20,1,1
1203,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",9,"[8034,8035,8036,8037]",0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,7,0,"",1,"","","","","",[],0,0,0,0,20,20,1,1
1204,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",13,"[8034,8035,8036,8037]",0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,10,3,"",1,"","","","","",[],0,0,0,0,20,20,1,1
1205,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",25,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,13,4,"",1,"","","","","",[],0,0,0,0,20,20,1,1
1206,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",40,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,15,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
1207,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",55,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,15,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
1208,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",68,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,16,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
1209,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",73,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,17,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
1210,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",78,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,18,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
1211,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",80,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,19,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
1212,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",83,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,20,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
1213,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",1,[8038],0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
1214,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",4,[8038],0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
1215,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",9,[8038],0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
1216,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",13,[8038],0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
1217,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",25,[8038],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
1218,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",40,[8038],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
1219,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",55,[8038],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
1220,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",68,[8038],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
1221,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",73,[8038],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
1222,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",78,[8038],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
1223,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",80,[8038],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
1224,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",83,[8038],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
1225,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",1,"[8034,8035,8036,8037]",0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,25,25,1,1
1226,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",4,"[8034,8035,8036,8037]",0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,25,25,1,1
1227,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",9,"[8034,8035,8036,8037]",0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,7,0,"",1,"","","","","",[],0,0,0,0,25,25,1,1
1228,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",13,"[8034,8035,8036,8037]",0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,10,3,"",1,"","","","","",[],0,0,0,0,25,25,1,1
1229,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",25,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,13,4,"",1,"","","","","",[],0,0,0,0,25,25,1,1
1230,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",40,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,15,5,"",1,"","","","","",[],0,0,0,0,25,25,1,1
1231,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",55,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,15,5,"",1,"","","","","",[],0,0,0,0,25,25,1,1
1232,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",68,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,16,5,"",1,"","","","","",[],0,0,0,0,25,25,1,1
1233,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",73,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,17,5,"",1,"","","","","",[],0,0,0,0,25,25,1,1
1234,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",78,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,18,5,"",1,"","","","","",[],0,0,0,0,25,25,1,1
1235,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",80,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,19,5,"",1,"","","","","",[],0,0,0,0,25,25,1,1
1236,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",83,"[8034,8035,8036,8037]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,20,5,"",1,"","","","","",[],0,0,0,0,25,25,1,1
1237,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",1,[8039],0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,50,50,1,1
1238,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",4,[8039],0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,50,50,1,1
1239,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",9,[8039],0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,50,50,1,1
1240,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",13,[8039],0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,50,50,1,1
1241,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",25,[8039],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,50,50,1,1
1242,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",40,[8039],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,50,50,1,1
1243,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",55,[8039],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,50,50,1,1
1244,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",68,[8039],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,50,50,1,1
1245,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",73,[8039],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,50,50,1,1
1246,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",78,[8039],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,50,50,1,1
1247,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",80,[8039],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,50,50,1,1
1248,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",83,[8039],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,50,50,1,1
1249,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_boss",1,[8040],0,0,0,200,300,0,0,65792,"",1,"","","","",0,0,0,0,3,1,"","","","","",[],0,0,0,0,1,1,1,1
1250,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",1,[8059],0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1251,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",4,[8059],0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1252,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",9,[8059],0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,5,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1253,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",13,[8059],0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,7,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1254,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",25,[8059],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,9,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1255,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",40,[8059],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1256,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",55,[8059],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1257,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",68,[8059],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1258,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",73,[8059],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1259,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",78,[8059],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1260,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",80,[8059],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1261,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",83,[8059],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
1262,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",1,"[8060,8061,8064]",0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","","[4,4,1]",0,0,0,0,15,15,1,1
1263,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",4,"[8060,8061,8064]",0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","","[4,4,1]",0,0,0,0,15,15,1,1
1264,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",9,"[8060,8061,8064]",0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,5,0,"",1,"","","","","","[4,4,1]",0,0,0,0,15,15,1,1
1265,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",13,"[8060,8061,8064]",0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,7,0,"",1,"","","","","","[4,4,1]",0,0,0,0,15,15,1,1
1266,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",25,"[8060,8061,8064]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,9,0,"",1,"","","","","","[4,4,1]",0,0,0,0,15,15,1,1
1267,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",40,"[8060,8061,8064]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[4,4,1]",0,0,0,0,15,15,1,1
1268,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",55,"[8060,8061,8064]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[4,4,1]",0,0,0,0,15,15,1,1
1269,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",68,"[8060,8061,8064]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[4,4,1]",0,0,0,0,15,15,1,1
1270,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",73,"[8060,8061,8064]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[4,4,1]",0,0,0,0,15,15,1,1
1271,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",78,"[8060,8061,8064]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[4,4,1]",0,0,0,0,15,15,1,1
1272,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",80,"[8060,8061,8064]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[4,4,1]",0,0,0,0,15,15,1,1
1273,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",83,"[8060,8061,8064]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[4,4,1]",0,0,0,0,15,15,1,1
1274,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",1,"[8059,8062,8064]",0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","","[5,3,1]",0,0,0,0,15,15,1,1
1275,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",4,"[8059,8062,8064]",0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","","[5,3,1]",0,0,0,0,15,15,1,1
1276,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",9,"[8059,8062,8064]",0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,5,0,"",1,"","","","","","[5,3,1]",0,0,0,0,15,15,1,1
1277,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",13,"[8059,8062,8064]",0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,7,0,"",1,"","","","","","[5,3,1]",0,0,0,0,15,15,1,1
1278,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",25,"[8059,8062,8064]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,9,0,"",1,"","","","","","[5,3,1]",0,0,0,0,15,15,1,1
1279,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",40,"[8059,8062,8064]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[5,3,1]",0,0,0,0,15,15,1,1
1280,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",55,"[8059,8062,8064]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[5,3,1]",0,0,0,0,15,15,1,1
1281,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",68,"[8059,8062,8064]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[5,3,1]",0,0,0,0,15,15,1,1
1282,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",73,"[8059,8062,8064]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[5,3,1]",0,0,0,0,15,15,1,1
1283,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",78,"[8059,8062,8064]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[5,3,1]",0,0,0,0,15,15,1,1
1284,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",80,"[8059,8062,8064]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[5,3,1]",0,0,0,0,15,15,1,1
1285,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",83,"[8059,8062,8064]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[5,3,1]",0,0,0,0,15,15,1,1
1286,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_3",1,"[8059,8063,8064]",0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","","[5,3,1]",0,0,0,0,15,15,1,1
1287,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_3",4,"[8059,8063,8064]",0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","","[5,3,1]",0,0,0,0,15,15,1,1
1288,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_3",9,"[8059,8063,8064]",0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,5,0,"",1,"","","","","","[5,3,1]",0,0,0,0,15,15,1,1
1289,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_3",13,"[8059,8063,8064]",0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,7,0,"",1,"","","","","","[5,3,1]",0,0,0,0,15,15,1,1
